ENSMODP00000003608	ENSMODP00000016222
ENSMODP00000003705	ENSMODP00000026669
ENSMODP00000009288	ENSMODP00000003705
ENSMODP00000003705	ENSMODP00000009288
ENSMODP00000023461	ENSMODP00000023458
ENSMODP00000023458	ENSMODP00000023461
ENSMODP00000010090	ENSMODP00000011388
ENSMODP00000011388	ENSMODP00000010090
ENSMODP00000008115	ENSMODP00000007977
ENSMODP00000007977	ENSMODP00000008115
ENSMODP00000016242	ENSMODP00000015546
ENSMODP00000015546	ENSMODP00000016242
ENSMODP00000016242	ENSMODP00000020499
ENSMODP00000020499	ENSMODP00000016242
ENSMODP00000016242	ENSMODP00000003601
ENSMODP00000003601	ENSMODP00000016242
ENSMODP00000016242	ENSMODP00000025515
ENSMODP00000025515	ENSMODP00000016242
ENSMODP00000015546	ENSMODP00000020499
ENSMODP00000020499	ENSMODP00000015546
ENSMODP00000015546	ENSMODP00000003601
ENSMODP00000003601	ENSMODP00000015546
ENSMODP00000015546	ENSMODP00000025515
ENSMODP00000025515	ENSMODP00000015546
ENSMODP00000020499	ENSMODP00000003601
ENSMODP00000003601	ENSMODP00000020499
ENSMODP00000020499	ENSMODP00000025515
ENSMODP00000025515	ENSMODP00000020499
ENSMODP00000003601	ENSMODP00000025515
ENSMODP00000025515	ENSMODP00000003601
ENSMODP00000012349	ENSMODP00000015817
ENSMODP00000015817	ENSMODP00000012349
ENSMODP00000014071	ENSMODP00000012456
ENSMODP00000012456	ENSMODP00000014071
ENSMODP00000014071	ENSMODP00000000501
ENSMODP00000000501	ENSMODP00000014071
ENSMODP00000014071	ENSMODP00000005170
ENSMODP00000005170	ENSMODP00000014071
ENSMODP00000012456	ENSMODP00000000501
ENSMODP00000000501	ENSMODP00000012456
ENSMODP00000012456	ENSMODP00000005170
ENSMODP00000005170	ENSMODP00000012456
ENSMODP00000000501	ENSMODP00000005170
ENSMODP00000005170	ENSMODP00000000501
ENSMODP00000026390	ENSMODP00000014790
ENSMODP00000014790	ENSMODP00000026390
ENSMODP00000026390	ENSMODP00000029244
ENSMODP00000029244	ENSMODP00000026390
ENSMODP00000014790	ENSMODP00000029244
ENSMODP00000029244	ENSMODP00000014790
ENSMODP00000032245	ENSMODP00000005368
ENSMODP00000005368	ENSMODP00000032245
ENSMODP00000032245	ENSMODP00000039059
ENSMODP00000039059	ENSMODP00000032245
ENSMODP00000005368	ENSMODP00000039059
ENSMODP00000039059	ENSMODP00000005368
ENSMODP00000012714	ENSMODP00000027731
ENSMODP00000027731	ENSMODP00000012714
ENSMODP00000012714	ENSMODP00000031577
ENSMODP00000031577	ENSMODP00000012714
ENSMODP00000027731	ENSMODP00000031577
ENSMODP00000031577	ENSMODP00000027731
ENSMODP00000009002	ENSMODP00000027719
ENSMODP00000027719	ENSMODP00000009002
ENSMODP00000009462	ENSMODP00000027719
ENSMODP00000027719	ENSMODP00000009462
ENSMODP00000005823	ENSMODP00000006922
ENSMODP00000006922	ENSMODP00000005823
ENSMODP00000005823	ENSMODP00000020336
ENSMODP00000020336	ENSMODP00000005823
ENSMODP00000006922	ENSMODP00000020336
ENSMODP00000020336	ENSMODP00000006922
ENSMODP00000017795	ENSMODP00000001108
ENSMODP00000001108	ENSMODP00000017795
ENSMODP00000017795	ENSMODP00000025737
ENSMODP00000025737	ENSMODP00000017795
ENSMODP00000017795	ENSMODP00000004338
ENSMODP00000004338	ENSMODP00000017795
ENSMODP00000001108	ENSMODP00000025737
ENSMODP00000025737	ENSMODP00000001108
ENSMODP00000001108	ENSMODP00000004338
ENSMODP00000004338	ENSMODP00000001108
ENSMODP00000025737	ENSMODP00000004338
ENSMODP00000004338	ENSMODP00000025737
ENSMODP00000005393	ENSMODP00000008889
ENSMODP00000008889	ENSMODP00000005393
ENSMODP00000039310	ENSMODP00000030917
ENSMODP00000030917	ENSMODP00000039310
ENSMODP00000039310	ENSMODP00000009120
ENSMODP00000009120	ENSMODP00000039310
ENSMODP00000039310	ENSMODP00000020081
ENSMODP00000020081	ENSMODP00000039310
ENSMODP00000039310	ENSMODP00000026531
ENSMODP00000026531	ENSMODP00000039310
ENSMODP00000039310	ENSMODP00000002086
ENSMODP00000002086	ENSMODP00000039310
ENSMODP00000030917	ENSMODP00000009120
ENSMODP00000009120	ENSMODP00000030917
ENSMODP00000030917	ENSMODP00000020081
ENSMODP00000020081	ENSMODP00000030917
ENSMODP00000030917	ENSMODP00000026531
ENSMODP00000026531	ENSMODP00000030917
ENSMODP00000030917	ENSMODP00000002086
ENSMODP00000002086	ENSMODP00000030917
ENSMODP00000009120	ENSMODP00000020081
ENSMODP00000020081	ENSMODP00000009120
ENSMODP00000009120	ENSMODP00000026531
ENSMODP00000026531	ENSMODP00000009120
ENSMODP00000009120	ENSMODP00000002086
ENSMODP00000002086	ENSMODP00000009120
ENSMODP00000020081	ENSMODP00000026531
ENSMODP00000026531	ENSMODP00000020081
ENSMODP00000020081	ENSMODP00000002086
ENSMODP00000002086	ENSMODP00000020081
ENSMODP00000026531	ENSMODP00000002086
ENSMODP00000002086	ENSMODP00000026531
ENSMODP00000012255	ENSMODP00000010195
ENSMODP00000010195	ENSMODP00000012255
ENSMODP00000034659	ENSMODP00000026528
ENSMODP00000026528	ENSMODP00000034659
ENSMODP00000018384	ENSMODP00000006044
ENSMODP00000006044	ENSMODP00000018384
ENSMODP00000023672	ENSMODP00000031625
ENSMODP00000031625	ENSMODP00000023672
ENSMODP00000023672	ENSMODP00000016481
ENSMODP00000016481	ENSMODP00000023672
ENSMODP00000031625	ENSMODP00000016481
ENSMODP00000016481	ENSMODP00000031625
ENSMODP00000006944	ENSMODP00000000233
ENSMODP00000000233	ENSMODP00000006944
ENSMODP00000025082	ENSMODP00000019400
ENSMODP00000019400	ENSMODP00000025082
ENSMODP00000022551	ENSMODP00000016297
ENSMODP00000016297	ENSMODP00000022551
ENSMODP00000015376	ENSMODP00000023809
ENSMODP00000023809	ENSMODP00000015376
ENSMODP00000021090	ENSMODP00000032294
ENSMODP00000032294	ENSMODP00000021090
ENSMODP00000021090	ENSMODP00000015047
ENSMODP00000015047	ENSMODP00000021090
ENSMODP00000032294	ENSMODP00000015047
ENSMODP00000015047	ENSMODP00000032294
ENSMODP00000011879	ENSMODP00000010416
ENSMODP00000010416	ENSMODP00000011879
ENSMODP00000011879	ENSMODP00000013797
ENSMODP00000013797	ENSMODP00000011879
ENSMODP00000011879	ENSMODP00000021294
ENSMODP00000021294	ENSMODP00000011879
ENSMODP00000010416	ENSMODP00000013797
ENSMODP00000013797	ENSMODP00000010416
ENSMODP00000010416	ENSMODP00000021294
ENSMODP00000021294	ENSMODP00000010416
ENSMODP00000013797	ENSMODP00000021294
ENSMODP00000021294	ENSMODP00000013797
ENSMODP00000021296	ENSMODP00000011963
ENSMODP00000011963	ENSMODP00000021296
ENSMODP00000001213	ENSMODP00000027026
ENSMODP00000027026	ENSMODP00000001213
ENSMODP00000001083	ENSMODP00000005959
ENSMODP00000005959	ENSMODP00000001083
ENSMODP00000001083	ENSMODP00000003985
ENSMODP00000003985	ENSMODP00000001083
ENSMODP00000005959	ENSMODP00000003985
ENSMODP00000003985	ENSMODP00000005959
ENSMODP00000023020	ENSMODP00000010644
ENSMODP00000010644	ENSMODP00000023020
ENSMODP00000023020	ENSMODP00000022405
ENSMODP00000022405	ENSMODP00000023020
ENSMODP00000010644	ENSMODP00000022405
ENSMODP00000022405	ENSMODP00000010644
ENSMODP00000020115	ENSMODP00000027981
ENSMODP00000027981	ENSMODP00000020115
ENSMODP00000020115	ENSMODP00000015105
ENSMODP00000015105	ENSMODP00000020115
ENSMODP00000020115	ENSMODP00000020807
ENSMODP00000020807	ENSMODP00000020115
ENSMODP00000020115	ENSMODP00000021518
ENSMODP00000021518	ENSMODP00000020115
ENSMODP00000027981	ENSMODP00000015105
ENSMODP00000015105	ENSMODP00000027981
ENSMODP00000027981	ENSMODP00000020807
ENSMODP00000020807	ENSMODP00000027981
ENSMODP00000027981	ENSMODP00000021518
ENSMODP00000021518	ENSMODP00000027981
ENSMODP00000015105	ENSMODP00000020807
ENSMODP00000020807	ENSMODP00000015105
ENSMODP00000015105	ENSMODP00000021518
ENSMODP00000021518	ENSMODP00000015105
ENSMODP00000020807	ENSMODP00000021518
ENSMODP00000021518	ENSMODP00000020807
ENSMODP00000012073	ENSMODP00000003627
ENSMODP00000003627	ENSMODP00000012073
ENSMODP00000013873	ENSMODP00000011010
ENSMODP00000011010	ENSMODP00000013873
ENSMODP00000013873	ENSMODP00000004880
ENSMODP00000004880	ENSMODP00000013873
ENSMODP00000011010	ENSMODP00000004880
ENSMODP00000004880	ENSMODP00000011010
ENSMODP00000014699	ENSMODP00000016763
ENSMODP00000016763	ENSMODP00000014699
ENSMODP00000014699	ENSMODP00000016739
ENSMODP00000016739	ENSMODP00000014699
ENSMODP00000016763	ENSMODP00000016739
ENSMODP00000016739	ENSMODP00000016763
ENSMODP00000009090	ENSMODP00000010773
ENSMODP00000010773	ENSMODP00000009090
ENSMODP00000022963	ENSMODP00000015530
ENSMODP00000015530	ENSMODP00000022963
ENSMODP00000019318	ENSMODP00000019704
ENSMODP00000019704	ENSMODP00000019318
ENSMODP00000019318	ENSMODP00000001433
ENSMODP00000001433	ENSMODP00000019318
ENSMODP00000019704	ENSMODP00000001433
ENSMODP00000001433	ENSMODP00000019704
ENSMODP00000020080	ENSMODP00000006849
ENSMODP00000006849	ENSMODP00000020080
ENSMODP00000013832	ENSMODP00000017263
ENSMODP00000017263	ENSMODP00000013832
ENSMODP00000013942	ENSMODP00000013600
ENSMODP00000013600	ENSMODP00000013942
ENSMODP00000024627	ENSMODP00000005370
ENSMODP00000005370	ENSMODP00000024627
ENSMODP00000014766	ENSMODP00000018729
ENSMODP00000018729	ENSMODP00000014766
ENSMODP00000001152	ENSMODP00000025684
ENSMODP00000025684	ENSMODP00000001152
ENSMODP00000021119	ENSMODP00000024345
ENSMODP00000024345	ENSMODP00000021119
ENSMODP00000021119	ENSMODP00000020045
ENSMODP00000020045	ENSMODP00000021119
ENSMODP00000021119	ENSMODP00000015026
ENSMODP00000015026	ENSMODP00000021119
ENSMODP00000021119	ENSMODP00000016693
ENSMODP00000016693	ENSMODP00000021119
ENSMODP00000021119	ENSMODP00000005763
ENSMODP00000005763	ENSMODP00000021119
ENSMODP00000024345	ENSMODP00000020045
ENSMODP00000020045	ENSMODP00000024345
ENSMODP00000024345	ENSMODP00000015026
ENSMODP00000015026	ENSMODP00000024345
ENSMODP00000024345	ENSMODP00000016693
ENSMODP00000016693	ENSMODP00000024345
ENSMODP00000024345	ENSMODP00000005763
ENSMODP00000005763	ENSMODP00000024345
ENSMODP00000020045	ENSMODP00000015026
ENSMODP00000015026	ENSMODP00000020045
ENSMODP00000020045	ENSMODP00000016693
ENSMODP00000016693	ENSMODP00000020045
ENSMODP00000020045	ENSMODP00000005763
ENSMODP00000005763	ENSMODP00000020045
ENSMODP00000015026	ENSMODP00000016693
ENSMODP00000016693	ENSMODP00000015026
ENSMODP00000015026	ENSMODP00000005763
ENSMODP00000005763	ENSMODP00000015026
ENSMODP00000016693	ENSMODP00000005763
ENSMODP00000005763	ENSMODP00000016693
ENSMODP00000021179	ENSMODP00000015268
ENSMODP00000015268	ENSMODP00000021179
ENSMODP00000021179	ENSMODP00000034921
ENSMODP00000034921	ENSMODP00000021179
ENSMODP00000021179	ENSMODP00000014345
ENSMODP00000014345	ENSMODP00000021179
ENSMODP00000021179	ENSMODP00000021197
ENSMODP00000021197	ENSMODP00000021179
ENSMODP00000015268	ENSMODP00000034921
ENSMODP00000034921	ENSMODP00000015268
ENSMODP00000015268	ENSMODP00000014345
ENSMODP00000014345	ENSMODP00000015268
ENSMODP00000015268	ENSMODP00000021197
ENSMODP00000021197	ENSMODP00000015268
ENSMODP00000034921	ENSMODP00000014345
ENSMODP00000014345	ENSMODP00000034921
ENSMODP00000034921	ENSMODP00000021197
ENSMODP00000021197	ENSMODP00000034921
ENSMODP00000014345	ENSMODP00000021197
ENSMODP00000021197	ENSMODP00000014345
ENSMODP00000015378	ENSMODP00000021304
ENSMODP00000021304	ENSMODP00000015378
ENSMODP00000015763	ENSMODP00000011404
ENSMODP00000011404	ENSMODP00000015763
ENSMODP00000031361	ENSMODP00000006260
ENSMODP00000006260	ENSMODP00000031361
ENSMODP00000031361	ENSMODP00000019681
ENSMODP00000019681	ENSMODP00000031361
ENSMODP00000006260	ENSMODP00000019681
ENSMODP00000019681	ENSMODP00000006260
ENSMODP00000000531	ENSMODP00000025962
ENSMODP00000025962	ENSMODP00000000531
ENSMODP00000000531	ENSMODP00000032063
ENSMODP00000032063	ENSMODP00000000531
ENSMODP00000025962	ENSMODP00000032063
ENSMODP00000032063	ENSMODP00000025962
ENSMODP00000011802	ENSMODP00000025862
ENSMODP00000025862	ENSMODP00000011802
ENSMODP00000017332	ENSMODP00000002118
ENSMODP00000002118	ENSMODP00000017332
ENSMODP00000017332	ENSMODP00000028267
ENSMODP00000028267	ENSMODP00000017332
ENSMODP00000002118	ENSMODP00000028267
ENSMODP00000028267	ENSMODP00000002118
ENSMODP00000015090	ENSMODP00000000564
ENSMODP00000000564	ENSMODP00000015090
ENSMODP00000038166	ENSMODP00000003299
ENSMODP00000003299	ENSMODP00000038166
ENSMODP00000038166	ENSMODP00000016814
ENSMODP00000016814	ENSMODP00000038166
ENSMODP00000003299	ENSMODP00000016814
ENSMODP00000016814	ENSMODP00000003299
ENSMODP00000011948	ENSMODP00000016937
ENSMODP00000016937	ENSMODP00000011948
ENSMODP00000011948	ENSMODP00000020937
ENSMODP00000020937	ENSMODP00000011948
ENSMODP00000016937	ENSMODP00000020937
ENSMODP00000020937	ENSMODP00000016937
ENSMODP00000020489	ENSMODP00000019193
ENSMODP00000019193	ENSMODP00000020489
ENSMODP00000020489	ENSMODP00000026680
ENSMODP00000026680	ENSMODP00000020489
ENSMODP00000020489	ENSMODP00000023310
ENSMODP00000023310	ENSMODP00000020489
ENSMODP00000019193	ENSMODP00000026680
ENSMODP00000026680	ENSMODP00000019193
ENSMODP00000019193	ENSMODP00000023310
ENSMODP00000023310	ENSMODP00000019193
ENSMODP00000026680	ENSMODP00000023310
ENSMODP00000023310	ENSMODP00000026680
ENSMODP00000023234	ENSMODP00000026066
ENSMODP00000026066	ENSMODP00000023234
ENSMODP00000029097	ENSMODP00000009427
ENSMODP00000009427	ENSMODP00000029097
ENSMODP00000012114	ENSMODP00000000024
ENSMODP00000000024	ENSMODP00000012114
ENSMODP00000037826	ENSMODP00000029251
ENSMODP00000029251	ENSMODP00000037826
ENSMODP00000017597	ENSMODP00000005523
ENSMODP00000005523	ENSMODP00000017597
ENSMODP00000004027	ENSMODP00000011076
ENSMODP00000011076	ENSMODP00000004027
ENSMODP00000005434	ENSMODP00000015863
ENSMODP00000015863	ENSMODP00000005434
ENSMODP00000013961	ENSMODP00000024044
ENSMODP00000024044	ENSMODP00000013961
ENSMODP00000000915	ENSMODP00000020251
ENSMODP00000020251	ENSMODP00000000915
ENSMODP00000000915	ENSMODP00000019671
ENSMODP00000019671	ENSMODP00000000915
ENSMODP00000020251	ENSMODP00000019671
ENSMODP00000019671	ENSMODP00000020251
ENSMODP00000001170	ENSMODP00000016240
ENSMODP00000016240	ENSMODP00000001170
ENSMODP00000001170	ENSMODP00000036133
ENSMODP00000036133	ENSMODP00000001170
ENSMODP00000001170	ENSMODP00000033033
ENSMODP00000033033	ENSMODP00000001170
ENSMODP00000009657	ENSMODP00000015173
ENSMODP00000015173	ENSMODP00000009657
ENSMODP00000010621	ENSMODP00000016432
ENSMODP00000016432	ENSMODP00000010621
ENSMODP00000016439	ENSMODP00000038815
ENSMODP00000038815	ENSMODP00000016439
ENSMODP00000016439	ENSMODP00000016478
ENSMODP00000016478	ENSMODP00000016439
ENSMODP00000016439	ENSMODP00000004090
ENSMODP00000004090	ENSMODP00000016439
ENSMODP00000016439	ENSMODP00000004067
ENSMODP00000004067	ENSMODP00000016439
ENSMODP00000016439	ENSMODP00000039878
ENSMODP00000039878	ENSMODP00000016439
ENSMODP00000038815	ENSMODP00000016478
ENSMODP00000016478	ENSMODP00000038815
ENSMODP00000038815	ENSMODP00000004090
ENSMODP00000004090	ENSMODP00000038815
ENSMODP00000038815	ENSMODP00000004067
ENSMODP00000004067	ENSMODP00000038815
ENSMODP00000038815	ENSMODP00000039878
ENSMODP00000039878	ENSMODP00000038815
ENSMODP00000016478	ENSMODP00000004090
ENSMODP00000004090	ENSMODP00000016478
ENSMODP00000016478	ENSMODP00000004067
ENSMODP00000004067	ENSMODP00000016478
ENSMODP00000016478	ENSMODP00000039878
ENSMODP00000039878	ENSMODP00000016478
ENSMODP00000004090	ENSMODP00000004067
ENSMODP00000004067	ENSMODP00000004090
ENSMODP00000004090	ENSMODP00000039878
ENSMODP00000039878	ENSMODP00000004090
ENSMODP00000004067	ENSMODP00000039878
ENSMODP00000039878	ENSMODP00000004067
ENSMODP00000036064	ENSMODP00000018920
ENSMODP00000018920	ENSMODP00000036064
ENSMODP00000022982	ENSMODP00000020349
ENSMODP00000020349	ENSMODP00000022982
ENSMODP00000007348	ENSMODP00000041024
ENSMODP00000041024	ENSMODP00000007348
ENSMODP00000009938	ENSMODP00000018008
ENSMODP00000018008	ENSMODP00000009938
ENSMODP00000009938	ENSMODP00000016548
ENSMODP00000016548	ENSMODP00000009938
ENSMODP00000018008	ENSMODP00000016548
ENSMODP00000016548	ENSMODP00000018008
ENSMODP00000025129	ENSMODP00000030295
ENSMODP00000030295	ENSMODP00000025129
ENSMODP00000002406	ENSMODP00000015860
ENSMODP00000015860	ENSMODP00000002406
ENSMODP00000002406	ENSMODP00000011723
ENSMODP00000011723	ENSMODP00000002406
ENSMODP00000015860	ENSMODP00000011723
ENSMODP00000011723	ENSMODP00000015860
ENSMODP00000025525	ENSMODP00000000772
ENSMODP00000000772	ENSMODP00000025525
ENSMODP00000025525	ENSMODP00000011803
ENSMODP00000011803	ENSMODP00000025525
ENSMODP00000000772	ENSMODP00000011803
ENSMODP00000011803	ENSMODP00000000772
ENSMODP00000004617	ENSMODP00000001525
ENSMODP00000001525	ENSMODP00000004617
ENSMODP00000004617	ENSMODP00000001486
ENSMODP00000001486	ENSMODP00000004617
ENSMODP00000001525	ENSMODP00000001486
ENSMODP00000001486	ENSMODP00000001525
ENSMODP00000001532	ENSMODP00000016388
ENSMODP00000016388	ENSMODP00000001532
ENSMODP00000001532	ENSMODP00000011330
ENSMODP00000011330	ENSMODP00000001532
ENSMODP00000016388	ENSMODP00000011330
ENSMODP00000011330	ENSMODP00000016388
ENSMODP00000026218	ENSMODP00000026288
ENSMODP00000026288	ENSMODP00000026218
ENSMODP00000026218	ENSMODP00000016975
ENSMODP00000016975	ENSMODP00000026218
ENSMODP00000026288	ENSMODP00000016975
ENSMODP00000016975	ENSMODP00000026288
ENSMODP00000017744	ENSMODP00000016964
ENSMODP00000016964	ENSMODP00000017744
ENSMODP00000014887	ENSMODP00000004982
ENSMODP00000004982	ENSMODP00000014887
ENSMODP00000014887	ENSMODP00000001516
ENSMODP00000001516	ENSMODP00000014887
ENSMODP00000004982	ENSMODP00000001516
ENSMODP00000001516	ENSMODP00000004982
ENSMODP00000036476	ENSMODP00000032034
ENSMODP00000032034	ENSMODP00000036476
ENSMODP00000017169	ENSMODP00000000834
ENSMODP00000000834	ENSMODP00000017169
ENSMODP00000017169	ENSMODP00000006233
ENSMODP00000006233	ENSMODP00000017169
ENSMODP00000017169	ENSMODP00000022562
ENSMODP00000022562	ENSMODP00000017169
ENSMODP00000000834	ENSMODP00000006233
ENSMODP00000006233	ENSMODP00000000834
ENSMODP00000000834	ENSMODP00000022562
ENSMODP00000022562	ENSMODP00000000834
ENSMODP00000006233	ENSMODP00000022562
ENSMODP00000022562	ENSMODP00000006233
ENSMODP00000004778	ENSMODP00000023793
ENSMODP00000023793	ENSMODP00000004778
ENSMODP00000004778	ENSMODP00000010362
ENSMODP00000010362	ENSMODP00000004778
ENSMODP00000023793	ENSMODP00000010362
ENSMODP00000010362	ENSMODP00000023793
ENSMODP00000025357	ENSMODP00000008009
ENSMODP00000008009	ENSMODP00000025357
ENSMODP00000025357	ENSMODP00000002924
ENSMODP00000002924	ENSMODP00000025357
ENSMODP00000025357	ENSMODP00000041289
ENSMODP00000041289	ENSMODP00000025357
ENSMODP00000008009	ENSMODP00000002924
ENSMODP00000002924	ENSMODP00000008009
ENSMODP00000008009	ENSMODP00000041289
ENSMODP00000041289	ENSMODP00000008009
ENSMODP00000002924	ENSMODP00000041289
ENSMODP00000041289	ENSMODP00000002924
ENSMODP00000012336	ENSMODP00000017081
ENSMODP00000017081	ENSMODP00000012336
ENSMODP00000037413	ENSMODP00000008594
ENSMODP00000008594	ENSMODP00000037413
ENSMODP00000037413	ENSMODP00000007795
ENSMODP00000007795	ENSMODP00000037413
ENSMODP00000008594	ENSMODP00000007795
ENSMODP00000007795	ENSMODP00000008594
ENSMODP00000020248	ENSMODP00000024771
ENSMODP00000024771	ENSMODP00000020248
ENSMODP00000020248	ENSMODP00000032232
ENSMODP00000032232	ENSMODP00000020248
ENSMODP00000024771	ENSMODP00000032232
ENSMODP00000032232	ENSMODP00000024771
ENSMODP00000022821	ENSMODP00000005056
ENSMODP00000005056	ENSMODP00000022821
ENSMODP00000029759	ENSMODP00000034332
ENSMODP00000034332	ENSMODP00000029759
ENSMODP00000029759	ENSMODP00000003085
ENSMODP00000003085	ENSMODP00000029759
ENSMODP00000034332	ENSMODP00000003085
ENSMODP00000003085	ENSMODP00000034332
ENSMODP00000017459	ENSMODP00000005413
ENSMODP00000005413	ENSMODP00000017459
ENSMODP00000024305	ENSMODP00000010417
ENSMODP00000010417	ENSMODP00000024305
ENSMODP00000024305	ENSMODP00000005637
ENSMODP00000005637	ENSMODP00000024305
ENSMODP00000024305	ENSMODP00000034078
ENSMODP00000034078	ENSMODP00000024305
ENSMODP00000010417	ENSMODP00000005637
ENSMODP00000005637	ENSMODP00000010417
ENSMODP00000010417	ENSMODP00000034078
ENSMODP00000034078	ENSMODP00000010417
ENSMODP00000005637	ENSMODP00000034078
ENSMODP00000034078	ENSMODP00000005637
ENSMODP00000022826	ENSMODP00000021886
ENSMODP00000021886	ENSMODP00000022826
ENSMODP00000022826	ENSMODP00000022227
ENSMODP00000022227	ENSMODP00000022826
ENSMODP00000021886	ENSMODP00000022227
ENSMODP00000022227	ENSMODP00000021886
ENSMODP00000013566	ENSMODP00000020400
ENSMODP00000020400	ENSMODP00000013566
ENSMODP00000013093	ENSMODP00000023450
ENSMODP00000023450	ENSMODP00000013093
ENSMODP00000024436	ENSMODP00000014163
ENSMODP00000014163	ENSMODP00000024436
ENSMODP00000023858	ENSMODP00000015244
ENSMODP00000015244	ENSMODP00000023858
ENSMODP00000023858	ENSMODP00000023630
ENSMODP00000023630	ENSMODP00000023858
ENSMODP00000015244	ENSMODP00000023630
ENSMODP00000023630	ENSMODP00000015244
ENSMODP00000008435	ENSMODP00000025838
ENSMODP00000025838	ENSMODP00000008435
ENSMODP00000008435	ENSMODP00000014105
ENSMODP00000014105	ENSMODP00000008435
ENSMODP00000025838	ENSMODP00000014105
ENSMODP00000014105	ENSMODP00000025838
ENSMODP00000018397	ENSMODP00000002617
ENSMODP00000002617	ENSMODP00000018397
ENSMODP00000018397	ENSMODP00000036656
ENSMODP00000036656	ENSMODP00000018397
ENSMODP00000018397	ENSMODP00000002633
ENSMODP00000002633	ENSMODP00000018397
ENSMODP00000018397	ENSMODP00000036384
ENSMODP00000036384	ENSMODP00000018397
ENSMODP00000002617	ENSMODP00000036656
ENSMODP00000036656	ENSMODP00000002617
ENSMODP00000002617	ENSMODP00000002633
ENSMODP00000002633	ENSMODP00000002617
ENSMODP00000002617	ENSMODP00000036384
ENSMODP00000036384	ENSMODP00000002617
ENSMODP00000036656	ENSMODP00000002633
ENSMODP00000002633	ENSMODP00000036656
ENSMODP00000036656	ENSMODP00000036384
ENSMODP00000036384	ENSMODP00000036656
ENSMODP00000002633	ENSMODP00000036384
ENSMODP00000036384	ENSMODP00000002633
ENSMODP00000000586	ENSMODP00000018100
ENSMODP00000018100	ENSMODP00000000586
ENSMODP00000000586	ENSMODP00000025454
ENSMODP00000025454	ENSMODP00000000586
ENSMODP00000000586	ENSMODP00000019226
ENSMODP00000019226	ENSMODP00000000586
ENSMODP00000018100	ENSMODP00000025454
ENSMODP00000025454	ENSMODP00000018100
ENSMODP00000018100	ENSMODP00000019226
ENSMODP00000019226	ENSMODP00000018100
ENSMODP00000025454	ENSMODP00000019226
ENSMODP00000019226	ENSMODP00000025454
ENSMODP00000031291	ENSMODP00000004045
ENSMODP00000004045	ENSMODP00000031291
ENSMODP00000003691	ENSMODP00000002892
ENSMODP00000002892	ENSMODP00000003691
ENSMODP00000003691	ENSMODP00000005745
ENSMODP00000005745	ENSMODP00000003691
ENSMODP00000003691	ENSMODP00000011602
ENSMODP00000011602	ENSMODP00000003691
ENSMODP00000002892	ENSMODP00000005745
ENSMODP00000005745	ENSMODP00000002892
ENSMODP00000002892	ENSMODP00000011602
ENSMODP00000011602	ENSMODP00000002892
ENSMODP00000005745	ENSMODP00000011602
ENSMODP00000011602	ENSMODP00000005745
ENSMODP00000001295	ENSMODP00000011618
ENSMODP00000011618	ENSMODP00000001295
ENSMODP00000001295	ENSMODP00000018010
ENSMODP00000018010	ENSMODP00000001295
ENSMODP00000011618	ENSMODP00000018010
ENSMODP00000018010	ENSMODP00000011618
ENSMODP00000002903	ENSMODP00000002798
ENSMODP00000002798	ENSMODP00000002903
ENSMODP00000002903	ENSMODP00000002882
ENSMODP00000002882	ENSMODP00000002903
ENSMODP00000002798	ENSMODP00000002882
ENSMODP00000002882	ENSMODP00000002798
ENSMODP00000018870	ENSMODP00000003919
ENSMODP00000003919	ENSMODP00000018870
ENSMODP00000018870	ENSMODP00000008932
ENSMODP00000008932	ENSMODP00000018870
ENSMODP00000018870	ENSMODP00000002923
ENSMODP00000002923	ENSMODP00000018870
ENSMODP00000003919	ENSMODP00000008932
ENSMODP00000008932	ENSMODP00000003919
ENSMODP00000003919	ENSMODP00000002923
ENSMODP00000002923	ENSMODP00000003919
ENSMODP00000008932	ENSMODP00000002923
ENSMODP00000002923	ENSMODP00000008932
ENSMODP00000000454	ENSMODP00000016970
ENSMODP00000016970	ENSMODP00000000454
ENSMODP00000026100	ENSMODP00000001848
ENSMODP00000001848	ENSMODP00000026100
ENSMODP00000026100	ENSMODP00000016492
ENSMODP00000016492	ENSMODP00000026100
ENSMODP00000026100	ENSMODP00000003602
ENSMODP00000003602	ENSMODP00000026100
ENSMODP00000026100	ENSMODP00000031034
ENSMODP00000031034	ENSMODP00000026100
ENSMODP00000001848	ENSMODP00000016492
ENSMODP00000016492	ENSMODP00000001848
ENSMODP00000001848	ENSMODP00000003602
ENSMODP00000003602	ENSMODP00000001848
ENSMODP00000001848	ENSMODP00000031034
ENSMODP00000031034	ENSMODP00000001848
ENSMODP00000016492	ENSMODP00000003602
ENSMODP00000003602	ENSMODP00000016492
ENSMODP00000016492	ENSMODP00000031034
ENSMODP00000031034	ENSMODP00000016492
ENSMODP00000003602	ENSMODP00000031034
ENSMODP00000031034	ENSMODP00000003602
ENSMODP00000026451	ENSMODP00000032586
ENSMODP00000032586	ENSMODP00000026451
ENSMODP00000019807	ENSMODP00000017460
ENSMODP00000017460	ENSMODP00000019807
ENSMODP00000024547	ENSMODP00000013390
ENSMODP00000013390	ENSMODP00000024547
ENSMODP00000018947	ENSMODP00000007332
ENSMODP00000007332	ENSMODP00000018947
ENSMODP00000001723	ENSMODP00000001886
ENSMODP00000001886	ENSMODP00000001723
ENSMODP00000036175	ENSMODP00000004976
ENSMODP00000004976	ENSMODP00000036175
