ENSMUSP00000025288	ENSMUSP00000105282
ENSMUSP00000034378	ENSMUSP00000000984
ENSMUSP00000000984	ENSMUSP00000034378
ENSMUSP00000099483	ENSMUSP00000113400
ENSMUSP00000113400	ENSMUSP00000099483
ENSMUSP00000036983	ENSMUSP00000071786
ENSMUSP00000071786	ENSMUSP00000036983
ENSMUSP00000036983	ENSMUSP00000030817
ENSMUSP00000030817	ENSMUSP00000036983
ENSMUSP00000036983	ENSMUSP00000030183
ENSMUSP00000030183	ENSMUSP00000036983
ENSMUSP00000071786	ENSMUSP00000030817
ENSMUSP00000030817	ENSMUSP00000071786
ENSMUSP00000071786	ENSMUSP00000030183
ENSMUSP00000030183	ENSMUSP00000071786
ENSMUSP00000030817	ENSMUSP00000030183
ENSMUSP00000030183	ENSMUSP00000030817
ENSMUSP00000099407	ENSMUSP00000000724
ENSMUSP00000000724	ENSMUSP00000099407
ENSMUSP00000108169	ENSMUSP00000044359
ENSMUSP00000044359	ENSMUSP00000108169
ENSMUSP00000030508	ENSMUSP00000004994
ENSMUSP00000004994	ENSMUSP00000030508
ENSMUSP00000117928	ENSMUSP00000105594
ENSMUSP00000105594	ENSMUSP00000117928
ENSMUSP00000087870	ENSMUSP00000031718
ENSMUSP00000031718	ENSMUSP00000087870
ENSMUSP00000028355	ENSMUSP00000014174
ENSMUSP00000014174	ENSMUSP00000028355
ENSMUSP00000028355	ENSMUSP00000134661
ENSMUSP00000134661	ENSMUSP00000028355
ENSMUSP00000014174	ENSMUSP00000134661
ENSMUSP00000134661	ENSMUSP00000014174
ENSMUSP00000053420	ENSMUSP00000091799
ENSMUSP00000091799	ENSMUSP00000053420
ENSMUSP00000054219	ENSMUSP00000062045
ENSMUSP00000062045	ENSMUSP00000054219
ENSMUSP00000054219	ENSMUSP00000126169
ENSMUSP00000126169	ENSMUSP00000054219
ENSMUSP00000054219	ENSMUSP00000023154
ENSMUSP00000023154	ENSMUSP00000054219
ENSMUSP00000054219	ENSMUSP00000018713
ENSMUSP00000018713	ENSMUSP00000054219
ENSMUSP00000054219	ENSMUSP00000081334
ENSMUSP00000081334	ENSMUSP00000054219
ENSMUSP00000062045	ENSMUSP00000126169
ENSMUSP00000126169	ENSMUSP00000062045
ENSMUSP00000062045	ENSMUSP00000023154
ENSMUSP00000023154	ENSMUSP00000062045
ENSMUSP00000062045	ENSMUSP00000018713
ENSMUSP00000018713	ENSMUSP00000062045
ENSMUSP00000062045	ENSMUSP00000081334
ENSMUSP00000081334	ENSMUSP00000062045
ENSMUSP00000126169	ENSMUSP00000023154
ENSMUSP00000023154	ENSMUSP00000126169
ENSMUSP00000126169	ENSMUSP00000018713
ENSMUSP00000018713	ENSMUSP00000126169
ENSMUSP00000126169	ENSMUSP00000081334
ENSMUSP00000081334	ENSMUSP00000126169
ENSMUSP00000023154	ENSMUSP00000018713
ENSMUSP00000018713	ENSMUSP00000023154
ENSMUSP00000023154	ENSMUSP00000081334
ENSMUSP00000081334	ENSMUSP00000023154
ENSMUSP00000018713	ENSMUSP00000081334
ENSMUSP00000081334	ENSMUSP00000018713
ENSMUSP00000113305	ENSMUSP00000073534
ENSMUSP00000073534	ENSMUSP00000113305
ENSMUSP00000093603	ENSMUSP00000123090
ENSMUSP00000123090	ENSMUSP00000093603
ENSMUSP00000065719	ENSMUSP00000016144
ENSMUSP00000016144	ENSMUSP00000065719
ENSMUSP00000065719	ENSMUSP00000069670
ENSMUSP00000069670	ENSMUSP00000065719
ENSMUSP00000016144	ENSMUSP00000069670
ENSMUSP00000069670	ENSMUSP00000016144
ENSMUSP00000089979	ENSMUSP00000052306
ENSMUSP00000052306	ENSMUSP00000089979
ENSMUSP00000045121	ENSMUSP00000075966
ENSMUSP00000075966	ENSMUSP00000045121
ENSMUSP00000045121	ENSMUSP00000038616
ENSMUSP00000038616	ENSMUSP00000045121
ENSMUSP00000075966	ENSMUSP00000038616
ENSMUSP00000038616	ENSMUSP00000075966
ENSMUSP00000088174	ENSMUSP00000066238
ENSMUSP00000066238	ENSMUSP00000088174
ENSMUSP00000058391	ENSMUSP00000010673
ENSMUSP00000010673	ENSMUSP00000058391
ENSMUSP00000058391	ENSMUSP00000056433
ENSMUSP00000056433	ENSMUSP00000058391
ENSMUSP00000058391	ENSMUSP00000038841
ENSMUSP00000038841	ENSMUSP00000058391
ENSMUSP00000010673	ENSMUSP00000056433
ENSMUSP00000056433	ENSMUSP00000010673
ENSMUSP00000010673	ENSMUSP00000038841
ENSMUSP00000038841	ENSMUSP00000010673
ENSMUSP00000056433	ENSMUSP00000038841
ENSMUSP00000038841	ENSMUSP00000056433
ENSMUSP00000029692	ENSMUSP00000114323
ENSMUSP00000114323	ENSMUSP00000029692
ENSMUSP00000055605	ENSMUSP00000055416
ENSMUSP00000055416	ENSMUSP00000055605
ENSMUSP00000118070	ENSMUSP00000051959
ENSMUSP00000051959	ENSMUSP00000118070
ENSMUSP00000048453	ENSMUSP00000132696
ENSMUSP00000132696	ENSMUSP00000048453
ENSMUSP00000044603	ENSMUSP00000024811
ENSMUSP00000024811	ENSMUSP00000044603
ENSMUSP00000044603	ENSMUSP00000033495
ENSMUSP00000033495	ENSMUSP00000044603
ENSMUSP00000024811	ENSMUSP00000033495
ENSMUSP00000033495	ENSMUSP00000024811
ENSMUSP00000089079	ENSMUSP00000108982
ENSMUSP00000108982	ENSMUSP00000089079
ENSMUSP00000089079	ENSMUSP00000113785
ENSMUSP00000113785	ENSMUSP00000089079
ENSMUSP00000108982	ENSMUSP00000113785
ENSMUSP00000113785	ENSMUSP00000108982
ENSMUSP00000063734	ENSMUSP00000000590
ENSMUSP00000000590	ENSMUSP00000063734
ENSMUSP00000063734	ENSMUSP00000113071
ENSMUSP00000113071	ENSMUSP00000063734
ENSMUSP00000000590	ENSMUSP00000113071
ENSMUSP00000113071	ENSMUSP00000000590
ENSMUSP00000052340	ENSMUSP00000070935
ENSMUSP00000070935	ENSMUSP00000052340
ENSMUSP00000052340	ENSMUSP00000054774
ENSMUSP00000054774	ENSMUSP00000052340
ENSMUSP00000052340	ENSMUSP00000092376
ENSMUSP00000092376	ENSMUSP00000052340
ENSMUSP00000052340	ENSMUSP00000055199
ENSMUSP00000055199	ENSMUSP00000052340
ENSMUSP00000070935	ENSMUSP00000054774
ENSMUSP00000054774	ENSMUSP00000070935
ENSMUSP00000070935	ENSMUSP00000092376
ENSMUSP00000092376	ENSMUSP00000070935
ENSMUSP00000070935	ENSMUSP00000055199
ENSMUSP00000055199	ENSMUSP00000070935
ENSMUSP00000054774	ENSMUSP00000092376
ENSMUSP00000092376	ENSMUSP00000054774
ENSMUSP00000054774	ENSMUSP00000055199
ENSMUSP00000055199	ENSMUSP00000054774
ENSMUSP00000092376	ENSMUSP00000055199
ENSMUSP00000055199	ENSMUSP00000092376
ENSMUSP00000039245	ENSMUSP00000025311
ENSMUSP00000025311	ENSMUSP00000039245
ENSMUSP00000039245	ENSMUSP00000116886
ENSMUSP00000116886	ENSMUSP00000039245
ENSMUSP00000039245	ENSMUSP00000071325
ENSMUSP00000071325	ENSMUSP00000039245
ENSMUSP00000025311	ENSMUSP00000116886
ENSMUSP00000116886	ENSMUSP00000025311
ENSMUSP00000025311	ENSMUSP00000071325
ENSMUSP00000071325	ENSMUSP00000025311
ENSMUSP00000116886	ENSMUSP00000071325
ENSMUSP00000071325	ENSMUSP00000116886
ENSMUSP00000104731	ENSMUSP00000132735
ENSMUSP00000132735	ENSMUSP00000104731
ENSMUSP00000104731	ENSMUSP00000121005
ENSMUSP00000121005	ENSMUSP00000104731
ENSMUSP00000132735	ENSMUSP00000121005
ENSMUSP00000121005	ENSMUSP00000132735
ENSMUSP00000007980	ENSMUSP00000110103
ENSMUSP00000110103	ENSMUSP00000007980
ENSMUSP00000034435	ENSMUSP00000034368
ENSMUSP00000034368	ENSMUSP00000034435
ENSMUSP00000039879	ENSMUSP00000099539
ENSMUSP00000099539	ENSMUSP00000039879
ENSMUSP00000039879	ENSMUSP00000023775
ENSMUSP00000023775	ENSMUSP00000039879
ENSMUSP00000099539	ENSMUSP00000023775
ENSMUSP00000023775	ENSMUSP00000099539
ENSMUSP00000027517	ENSMUSP00000067591
ENSMUSP00000067591	ENSMUSP00000027517
ENSMUSP00000027517	ENSMUSP00000057859
ENSMUSP00000057859	ENSMUSP00000027517
ENSMUSP00000027517	ENSMUSP00000074290
ENSMUSP00000074290	ENSMUSP00000027517
ENSMUSP00000067591	ENSMUSP00000057859
ENSMUSP00000057859	ENSMUSP00000067591
ENSMUSP00000067591	ENSMUSP00000074290
ENSMUSP00000074290	ENSMUSP00000067591
ENSMUSP00000057859	ENSMUSP00000074290
ENSMUSP00000074290	ENSMUSP00000057859
ENSMUSP00000106934	ENSMUSP00000099071
ENSMUSP00000099071	ENSMUSP00000106934
ENSMUSP00000087371	ENSMUSP00000037900
ENSMUSP00000037900	ENSMUSP00000087371
ENSMUSP00000087371	ENSMUSP00000026414
ENSMUSP00000026414	ENSMUSP00000087371
ENSMUSP00000037900	ENSMUSP00000026414
ENSMUSP00000026414	ENSMUSP00000037900
ENSMUSP00000001536	ENSMUSP00000066690
ENSMUSP00000066690	ENSMUSP00000001536
ENSMUSP00000069666	ENSMUSP00000072425
ENSMUSP00000072425	ENSMUSP00000069666
ENSMUSP00000084958	ENSMUSP00000039018
ENSMUSP00000039018	ENSMUSP00000084958
ENSMUSP00000084958	ENSMUSP00000058205
ENSMUSP00000058205	ENSMUSP00000084958
ENSMUSP00000039018	ENSMUSP00000058205
ENSMUSP00000058205	ENSMUSP00000039018
ENSMUSP00000101701	ENSMUSP00000071517
ENSMUSP00000071517	ENSMUSP00000101701
ENSMUSP00000101701	ENSMUSP00000042716
ENSMUSP00000042716	ENSMUSP00000101701
ENSMUSP00000071517	ENSMUSP00000042716
ENSMUSP00000042716	ENSMUSP00000071517
ENSMUSP00000026236	ENSMUSP00000047457
ENSMUSP00000047457	ENSMUSP00000026236
ENSMUSP00000026236	ENSMUSP00000087069
ENSMUSP00000087069	ENSMUSP00000026236
ENSMUSP00000047457	ENSMUSP00000087069
ENSMUSP00000087069	ENSMUSP00000047457
ENSMUSP00000019514	ENSMUSP00000048857
ENSMUSP00000048857	ENSMUSP00000019514
ENSMUSP00000019514	ENSMUSP00000105709
ENSMUSP00000105709	ENSMUSP00000019514
ENSMUSP00000048857	ENSMUSP00000105709
ENSMUSP00000105709	ENSMUSP00000048857
ENSMUSP00000005791	ENSMUSP00000125255
ENSMUSP00000125255	ENSMUSP00000005791
ENSMUSP00000005791	ENSMUSP00000025761
ENSMUSP00000025761	ENSMUSP00000005791
ENSMUSP00000005791	ENSMUSP00000031519
ENSMUSP00000031519	ENSMUSP00000005791
ENSMUSP00000125255	ENSMUSP00000025761
ENSMUSP00000025761	ENSMUSP00000125255
ENSMUSP00000125255	ENSMUSP00000031519
ENSMUSP00000031519	ENSMUSP00000125255
ENSMUSP00000025761	ENSMUSP00000031519
ENSMUSP00000031519	ENSMUSP00000025761
ENSMUSP00000015664	ENSMUSP00000015667
ENSMUSP00000015667	ENSMUSP00000015664
ENSMUSP00000112481	ENSMUSP00000025844
ENSMUSP00000025844	ENSMUSP00000112481
ENSMUSP00000020549	ENSMUSP00000056836
ENSMUSP00000056836	ENSMUSP00000020549
ENSMUSP00000020549	ENSMUSP00000132215
ENSMUSP00000132215	ENSMUSP00000020549
ENSMUSP00000056836	ENSMUSP00000132215
ENSMUSP00000132215	ENSMUSP00000056836
ENSMUSP00000044512	ENSMUSP00000023897
ENSMUSP00000023897	ENSMUSP00000044512
ENSMUSP00000034076	ENSMUSP00000113695
ENSMUSP00000113695	ENSMUSP00000034076
ENSMUSP00000034076	ENSMUSP00000085263
ENSMUSP00000085263	ENSMUSP00000034076
ENSMUSP00000034076	ENSMUSP00000070494
ENSMUSP00000070494	ENSMUSP00000034076
ENSMUSP00000034076	ENSMUSP00000106152
ENSMUSP00000106152	ENSMUSP00000034076
ENSMUSP00000113695	ENSMUSP00000085263
ENSMUSP00000085263	ENSMUSP00000113695
ENSMUSP00000113695	ENSMUSP00000070494
ENSMUSP00000070494	ENSMUSP00000113695
ENSMUSP00000113695	ENSMUSP00000106152
ENSMUSP00000106152	ENSMUSP00000113695
ENSMUSP00000085263	ENSMUSP00000070494
ENSMUSP00000070494	ENSMUSP00000085263
ENSMUSP00000085263	ENSMUSP00000106152
ENSMUSP00000106152	ENSMUSP00000085263
ENSMUSP00000070494	ENSMUSP00000106152
ENSMUSP00000106152	ENSMUSP00000070494
ENSMUSP00000028607	ENSMUSP00000107195
ENSMUSP00000107195	ENSMUSP00000028607
ENSMUSP00000050469	ENSMUSP00000056188
ENSMUSP00000056188	ENSMUSP00000050469
ENSMUSP00000050469	ENSMUSP00000037257
ENSMUSP00000037257	ENSMUSP00000050469
ENSMUSP00000050469	ENSMUSP00000068402
ENSMUSP00000068402	ENSMUSP00000050469
ENSMUSP00000056188	ENSMUSP00000037257
ENSMUSP00000037257	ENSMUSP00000056188
ENSMUSP00000056188	ENSMUSP00000068402
ENSMUSP00000068402	ENSMUSP00000056188
ENSMUSP00000037257	ENSMUSP00000068402
ENSMUSP00000068402	ENSMUSP00000037257
ENSMUSP00000064826	ENSMUSP00000033608
ENSMUSP00000033608	ENSMUSP00000064826
ENSMUSP00000064826	ENSMUSP00000095041
ENSMUSP00000095041	ENSMUSP00000064826
ENSMUSP00000033608	ENSMUSP00000095041
ENSMUSP00000095041	ENSMUSP00000033608
ENSMUSP00000030674	ENSMUSP00000095912
ENSMUSP00000095912	ENSMUSP00000030674
ENSMUSP00000021209	ENSMUSP00000070119
ENSMUSP00000070119	ENSMUSP00000021209
ENSMUSP00000021209	ENSMUSP00000025806
ENSMUSP00000025806	ENSMUSP00000021209
ENSMUSP00000021209	ENSMUSP00000078198
ENSMUSP00000078198	ENSMUSP00000021209
ENSMUSP00000070119	ENSMUSP00000025806
ENSMUSP00000025806	ENSMUSP00000070119
ENSMUSP00000070119	ENSMUSP00000078198
ENSMUSP00000078198	ENSMUSP00000070119
ENSMUSP00000025806	ENSMUSP00000078198
ENSMUSP00000078198	ENSMUSP00000025806
ENSMUSP00000112538	ENSMUSP00000045285
ENSMUSP00000045285	ENSMUSP00000112538
ENSMUSP00000013995	ENSMUSP00000115111
ENSMUSP00000115111	ENSMUSP00000013995
ENSMUSP00000013995	ENSMUSP00000030010
ENSMUSP00000030010	ENSMUSP00000013995
ENSMUSP00000115111	ENSMUSP00000030010
ENSMUSP00000030010	ENSMUSP00000115111
ENSMUSP00000065433	ENSMUSP00000045216
ENSMUSP00000045216	ENSMUSP00000065433
ENSMUSP00000065433	ENSMUSP00000040522
ENSMUSP00000040522	ENSMUSP00000065433
ENSMUSP00000065433	ENSMUSP00000125846
ENSMUSP00000125846	ENSMUSP00000065433
ENSMUSP00000045216	ENSMUSP00000040522
ENSMUSP00000040522	ENSMUSP00000045216
ENSMUSP00000045216	ENSMUSP00000125846
ENSMUSP00000125846	ENSMUSP00000045216
ENSMUSP00000040522	ENSMUSP00000125846
ENSMUSP00000125846	ENSMUSP00000040522
ENSMUSP00000065628	ENSMUSP00000090102
ENSMUSP00000090102	ENSMUSP00000065628
ENSMUSP00000116648	ENSMUSP00000053218
ENSMUSP00000053218	ENSMUSP00000116648
ENSMUSP00000116648	ENSMUSP00000009522
ENSMUSP00000009522	ENSMUSP00000116648
ENSMUSP00000116648	ENSMUSP00000047912
ENSMUSP00000047912	ENSMUSP00000116648
ENSMUSP00000116648	ENSMUSP00000027422
ENSMUSP00000027422	ENSMUSP00000116648
ENSMUSP00000116648	ENSMUSP00000029502
ENSMUSP00000029502	ENSMUSP00000116648
ENSMUSP00000053218	ENSMUSP00000009522
ENSMUSP00000009522	ENSMUSP00000053218
ENSMUSP00000053218	ENSMUSP00000047912
ENSMUSP00000047912	ENSMUSP00000053218
ENSMUSP00000053218	ENSMUSP00000027422
ENSMUSP00000027422	ENSMUSP00000053218
ENSMUSP00000053218	ENSMUSP00000029502
ENSMUSP00000029502	ENSMUSP00000053218
ENSMUSP00000009522	ENSMUSP00000047912
ENSMUSP00000047912	ENSMUSP00000009522
ENSMUSP00000009522	ENSMUSP00000027422
ENSMUSP00000027422	ENSMUSP00000009522
ENSMUSP00000009522	ENSMUSP00000029502
ENSMUSP00000029502	ENSMUSP00000009522
ENSMUSP00000047912	ENSMUSP00000027422
ENSMUSP00000027422	ENSMUSP00000047912
ENSMUSP00000047912	ENSMUSP00000029502
ENSMUSP00000029502	ENSMUSP00000047912
ENSMUSP00000027422	ENSMUSP00000029502
ENSMUSP00000029502	ENSMUSP00000027422
ENSMUSP00000075224	ENSMUSP00000028735
ENSMUSP00000028735	ENSMUSP00000075224
ENSMUSP00000042927	ENSMUSP00000058470
ENSMUSP00000058470	ENSMUSP00000042927
ENSMUSP00000042927	ENSMUSP00000103951
ENSMUSP00000103951	ENSMUSP00000042927
ENSMUSP00000042927	ENSMUSP00000063104
ENSMUSP00000063104	ENSMUSP00000042927
ENSMUSP00000058470	ENSMUSP00000103951
ENSMUSP00000103951	ENSMUSP00000058470
ENSMUSP00000058470	ENSMUSP00000063104
ENSMUSP00000063104	ENSMUSP00000058470
ENSMUSP00000103951	ENSMUSP00000063104
ENSMUSP00000063104	ENSMUSP00000103951
ENSMUSP00000014917	ENSMUSP00000099575
ENSMUSP00000099575	ENSMUSP00000014917
ENSMUSP00000103015	ENSMUSP00000025358
ENSMUSP00000025358	ENSMUSP00000103015
ENSMUSP00000133166	ENSMUSP00000036998
ENSMUSP00000036998	ENSMUSP00000133166
ENSMUSP00000066381	ENSMUSP00000054062
ENSMUSP00000054062	ENSMUSP00000066381
ENSMUSP00000051085	ENSMUSP00000058040
ENSMUSP00000058040	ENSMUSP00000051085
ENSMUSP00000051085	ENSMUSP00000138101
ENSMUSP00000138101	ENSMUSP00000051085
ENSMUSP00000051085	ENSMUSP00000037045
ENSMUSP00000037045	ENSMUSP00000051085
ENSMUSP00000051085	ENSMUSP00000044573
ENSMUSP00000044573	ENSMUSP00000051085
ENSMUSP00000058040	ENSMUSP00000138101
ENSMUSP00000138101	ENSMUSP00000058040
ENSMUSP00000058040	ENSMUSP00000037045
ENSMUSP00000037045	ENSMUSP00000058040
ENSMUSP00000058040	ENSMUSP00000044573
ENSMUSP00000044573	ENSMUSP00000058040
ENSMUSP00000138101	ENSMUSP00000037045
ENSMUSP00000037045	ENSMUSP00000138101
ENSMUSP00000138101	ENSMUSP00000044573
ENSMUSP00000044573	ENSMUSP00000138101
ENSMUSP00000037045	ENSMUSP00000044573
ENSMUSP00000044573	ENSMUSP00000037045
ENSMUSP00000125105	ENSMUSP00000101236
ENSMUSP00000101236	ENSMUSP00000125105
ENSMUSP00000125105	ENSMUSP00000050077
ENSMUSP00000050077	ENSMUSP00000125105
ENSMUSP00000125105	ENSMUSP00000071513
ENSMUSP00000071513	ENSMUSP00000125105
ENSMUSP00000101236	ENSMUSP00000050077
ENSMUSP00000050077	ENSMUSP00000101236
ENSMUSP00000101236	ENSMUSP00000071513
ENSMUSP00000071513	ENSMUSP00000101236
ENSMUSP00000050077	ENSMUSP00000071513
ENSMUSP00000071513	ENSMUSP00000050077
ENSMUSP00000038048	ENSMUSP00000051895
ENSMUSP00000051895	ENSMUSP00000038048
ENSMUSP00000038048	ENSMUSP00000066777
ENSMUSP00000066777	ENSMUSP00000038048
ENSMUSP00000038048	ENSMUSP00000069318
ENSMUSP00000069318	ENSMUSP00000038048
ENSMUSP00000051895	ENSMUSP00000066777
ENSMUSP00000066777	ENSMUSP00000051895
ENSMUSP00000051895	ENSMUSP00000069318
ENSMUSP00000069318	ENSMUSP00000051895
ENSMUSP00000066777	ENSMUSP00000069318
ENSMUSP00000069318	ENSMUSP00000066777
ENSMUSP00000035999	ENSMUSP00000074360
ENSMUSP00000074360	ENSMUSP00000035999
ENSMUSP00000035999	ENSMUSP00000098686
ENSMUSP00000098686	ENSMUSP00000035999
ENSMUSP00000074360	ENSMUSP00000098686
ENSMUSP00000098686	ENSMUSP00000074360
ENSMUSP00000076402	ENSMUSP00000047639
ENSMUSP00000047639	ENSMUSP00000076402
ENSMUSP00000076402	ENSMUSP00000019967
ENSMUSP00000019967	ENSMUSP00000076402
ENSMUSP00000047639	ENSMUSP00000019967
ENSMUSP00000019967	ENSMUSP00000047639
ENSMUSP00000060169	ENSMUSP00000125207
ENSMUSP00000125207	ENSMUSP00000060169
ENSMUSP00000060169	ENSMUSP00000089225
ENSMUSP00000089225	ENSMUSP00000060169
ENSMUSP00000060169	ENSMUSP00000117445
ENSMUSP00000117445	ENSMUSP00000060169
ENSMUSP00000060169	ENSMUSP00000101079
ENSMUSP00000101079	ENSMUSP00000060169
ENSMUSP00000125207	ENSMUSP00000089225
ENSMUSP00000089225	ENSMUSP00000125207
ENSMUSP00000125207	ENSMUSP00000117445
ENSMUSP00000117445	ENSMUSP00000125207
ENSMUSP00000125207	ENSMUSP00000101079
ENSMUSP00000101079	ENSMUSP00000125207
ENSMUSP00000089225	ENSMUSP00000117445
ENSMUSP00000117445	ENSMUSP00000089225
ENSMUSP00000089225	ENSMUSP00000101079
ENSMUSP00000101079	ENSMUSP00000089225
ENSMUSP00000117445	ENSMUSP00000101079
ENSMUSP00000101079	ENSMUSP00000117445
ENSMUSP00000072682	ENSMUSP00000047844
ENSMUSP00000047844	ENSMUSP00000072682
ENSMUSP00000037656	ENSMUSP00000105191
ENSMUSP00000105191	ENSMUSP00000037656
ENSMUSP00000090071	ENSMUSP00000039707
ENSMUSP00000039707	ENSMUSP00000090071
ENSMUSP00000090071	ENSMUSP00000045099
ENSMUSP00000045099	ENSMUSP00000090071
ENSMUSP00000039707	ENSMUSP00000045099
ENSMUSP00000045099	ENSMUSP00000039707
ENSMUSP00000118169	ENSMUSP00000103904
ENSMUSP00000103904	ENSMUSP00000118169
ENSMUSP00000118169	ENSMUSP00000066461
ENSMUSP00000066461	ENSMUSP00000118169
ENSMUSP00000118169	ENSMUSP00000080179
ENSMUSP00000080179	ENSMUSP00000118169
ENSMUSP00000103904	ENSMUSP00000066461
ENSMUSP00000066461	ENSMUSP00000103904
ENSMUSP00000103904	ENSMUSP00000080179
ENSMUSP00000080179	ENSMUSP00000103904
ENSMUSP00000066461	ENSMUSP00000080179
ENSMUSP00000080179	ENSMUSP00000066461
ENSMUSP00000105051	ENSMUSP00000032180
ENSMUSP00000032180	ENSMUSP00000105051
ENSMUSP00000137065	ENSMUSP00000064878
ENSMUSP00000064878	ENSMUSP00000137065
ENSMUSP00000031681	ENSMUSP00000010941
ENSMUSP00000010941	ENSMUSP00000031681
ENSMUSP00000031681	ENSMUSP00000029429
ENSMUSP00000029429	ENSMUSP00000031681
ENSMUSP00000010941	ENSMUSP00000029429
ENSMUSP00000029429	ENSMUSP00000010941
ENSMUSP00000036580	ENSMUSP00000064333
ENSMUSP00000064333	ENSMUSP00000036580
ENSMUSP00000000127	ENSMUSP00000010044
ENSMUSP00000010044	ENSMUSP00000000127
ENSMUSP00000131588	ENSMUSP00000022551
ENSMUSP00000022551	ENSMUSP00000131588
ENSMUSP00000061624	ENSMUSP00000028049
ENSMUSP00000028049	ENSMUSP00000061624
ENSMUSP00000108261	ENSMUSP00000135159
ENSMUSP00000135159	ENSMUSP00000108261
ENSMUSP00000037884	ENSMUSP00000117414
ENSMUSP00000117414	ENSMUSP00000037884
ENSMUSP00000125509	ENSMUSP00000098756
ENSMUSP00000098756	ENSMUSP00000125509
ENSMUSP00000029700	ENSMUSP00000032754
ENSMUSP00000032754	ENSMUSP00000029700
ENSMUSP00000029700	ENSMUSP00000110641
ENSMUSP00000110641	ENSMUSP00000029700
ENSMUSP00000029700	ENSMUSP00000026225
ENSMUSP00000026225	ENSMUSP00000029700
ENSMUSP00000029700	ENSMUSP00000021900
ENSMUSP00000021900	ENSMUSP00000029700
ENSMUSP00000029700	ENSMUSP00000000641
ENSMUSP00000000641	ENSMUSP00000029700
ENSMUSP00000032754	ENSMUSP00000110641
ENSMUSP00000110641	ENSMUSP00000032754
ENSMUSP00000032754	ENSMUSP00000026225
ENSMUSP00000026225	ENSMUSP00000032754
ENSMUSP00000032754	ENSMUSP00000021900
ENSMUSP00000021900	ENSMUSP00000032754
ENSMUSP00000032754	ENSMUSP00000000641
ENSMUSP00000000641	ENSMUSP00000032754
ENSMUSP00000110641	ENSMUSP00000026225
ENSMUSP00000026225	ENSMUSP00000110641
ENSMUSP00000110641	ENSMUSP00000021900
ENSMUSP00000021900	ENSMUSP00000110641
ENSMUSP00000110641	ENSMUSP00000000641
ENSMUSP00000000641	ENSMUSP00000110641
ENSMUSP00000026225	ENSMUSP00000021900
ENSMUSP00000021900	ENSMUSP00000026225
ENSMUSP00000026225	ENSMUSP00000000641
ENSMUSP00000000641	ENSMUSP00000026225
ENSMUSP00000021900	ENSMUSP00000000641
ENSMUSP00000000641	ENSMUSP00000021900
ENSMUSP00000030868	ENSMUSP00000099589
ENSMUSP00000099589	ENSMUSP00000030868
ENSMUSP00000030868	ENSMUSP00000030714
ENSMUSP00000030714	ENSMUSP00000030868
ENSMUSP00000030868	ENSMUSP00000087643
ENSMUSP00000087643	ENSMUSP00000030868
ENSMUSP00000030868	ENSMUSP00000073612
ENSMUSP00000073612	ENSMUSP00000030868
ENSMUSP00000099589	ENSMUSP00000030714
ENSMUSP00000030714	ENSMUSP00000099589
ENSMUSP00000099589	ENSMUSP00000087643
ENSMUSP00000087643	ENSMUSP00000099589
ENSMUSP00000099589	ENSMUSP00000073612
ENSMUSP00000073612	ENSMUSP00000099589
ENSMUSP00000030714	ENSMUSP00000087643
ENSMUSP00000087643	ENSMUSP00000030714
ENSMUSP00000030714	ENSMUSP00000073612
ENSMUSP00000073612	ENSMUSP00000030714
ENSMUSP00000087643	ENSMUSP00000073612
ENSMUSP00000073612	ENSMUSP00000087643
ENSMUSP00000079400	ENSMUSP00000030568
ENSMUSP00000030568	ENSMUSP00000079400
ENSMUSP00000045445	ENSMUSP00000028076
ENSMUSP00000028076	ENSMUSP00000045445
ENSMUSP00000004985	ENSMUSP00000108742
ENSMUSP00000108742	ENSMUSP00000004985
ENSMUSP00000004985	ENSMUSP00000105007
ENSMUSP00000105007	ENSMUSP00000004985
ENSMUSP00000108742	ENSMUSP00000105007
ENSMUSP00000105007	ENSMUSP00000108742
ENSMUSP00000048529	ENSMUSP00000128152
ENSMUSP00000128152	ENSMUSP00000048529
ENSMUSP00000048529	ENSMUSP00000020655
ENSMUSP00000020655	ENSMUSP00000048529
ENSMUSP00000128152	ENSMUSP00000020655
ENSMUSP00000020655	ENSMUSP00000128152
ENSMUSP00000066108	ENSMUSP00000128245
ENSMUSP00000128245	ENSMUSP00000066108
ENSMUSP00000096690	ENSMUSP00000017900
ENSMUSP00000017900	ENSMUSP00000096690
ENSMUSP00000096690	ENSMUSP00000034370
ENSMUSP00000034370	ENSMUSP00000096690
ENSMUSP00000017900	ENSMUSP00000034370
ENSMUSP00000034370	ENSMUSP00000017900
ENSMUSP00000027131	ENSMUSP00000131736
ENSMUSP00000131736	ENSMUSP00000027131
ENSMUSP00000027131	ENSMUSP00000064667
ENSMUSP00000064667	ENSMUSP00000027131
ENSMUSP00000131736	ENSMUSP00000064667
ENSMUSP00000064667	ENSMUSP00000131736
ENSMUSP00000111023	ENSMUSP00000028630
ENSMUSP00000028630	ENSMUSP00000111023
ENSMUSP00000111023	ENSMUSP00000034218
ENSMUSP00000034218	ENSMUSP00000111023
ENSMUSP00000028630	ENSMUSP00000034218
ENSMUSP00000034218	ENSMUSP00000028630
ENSMUSP00000074729	ENSMUSP00000092228
ENSMUSP00000092228	ENSMUSP00000074729
ENSMUSP00000074729	ENSMUSP00000114056
ENSMUSP00000114056	ENSMUSP00000074729
