ENSGALP00000024336	ENSGALP00000006178
ENSGALP00000040637	ENSGALP00000024600
ENSGALP00000022114	ENSGALP00000040847
ENSGALP00000040847	ENSGALP00000022114
ENSGALP00000022114	ENSGALP00000040637
ENSGALP00000040637	ENSGALP00000022114
ENSGALP00000040847	ENSGALP00000040637
ENSGALP00000040637	ENSGALP00000040847
ENSGALP00000041135	ENSGALP00000024584
ENSGALP00000024584	ENSGALP00000041135
ENSGALP00000041118	ENSGALP00000041644
ENSGALP00000041644	ENSGALP00000041118
ENSGALP00000041118	ENSGALP00000011493
ENSGALP00000011493	ENSGALP00000041118
ENSGALP00000041118	ENSGALP00000040959
ENSGALP00000040959	ENSGALP00000041118
ENSGALP00000041644	ENSGALP00000011493
ENSGALP00000011493	ENSGALP00000041644
ENSGALP00000041644	ENSGALP00000040959
ENSGALP00000040959	ENSGALP00000041644
ENSGALP00000011493	ENSGALP00000040959
ENSGALP00000040959	ENSGALP00000011493
ENSGALP00000002658	ENSGALP00000015856
ENSGALP00000015856	ENSGALP00000002658
ENSGALP00000002658	ENSGALP00000035449
ENSGALP00000035449	ENSGALP00000002658
ENSGALP00000015856	ENSGALP00000035449
ENSGALP00000035449	ENSGALP00000015856
ENSGALP00000021257	ENSGALP00000008874
ENSGALP00000008874	ENSGALP00000021257
ENSGALP00000021257	ENSGALP00000030734
ENSGALP00000030734	ENSGALP00000021257
ENSGALP00000008874	ENSGALP00000030734
ENSGALP00000030734	ENSGALP00000008874
ENSGALP00000038622	ENSGALP00000025682
ENSGALP00000025682	ENSGALP00000038622
ENSGALP00000038622	ENSGALP00000003863
ENSGALP00000003863	ENSGALP00000038622
ENSGALP00000038622	ENSGALP00000000645
ENSGALP00000000645	ENSGALP00000038622
ENSGALP00000038622	ENSGALP00000033454
ENSGALP00000033454	ENSGALP00000038622
ENSGALP00000025682	ENSGALP00000003863
ENSGALP00000003863	ENSGALP00000025682
ENSGALP00000025682	ENSGALP00000000645
ENSGALP00000000645	ENSGALP00000025682
ENSGALP00000025682	ENSGALP00000033454
ENSGALP00000033454	ENSGALP00000025682
ENSGALP00000003863	ENSGALP00000000645
ENSGALP00000000645	ENSGALP00000003863
ENSGALP00000003863	ENSGALP00000033454
ENSGALP00000033454	ENSGALP00000003863
ENSGALP00000000645	ENSGALP00000033454
ENSGALP00000033454	ENSGALP00000000645
ENSGALP00000019501	ENSGALP00000030752
ENSGALP00000030752	ENSGALP00000019501
ENSGALP00000007007	ENSGALP00000006463
ENSGALP00000006463	ENSGALP00000007007
ENSGALP00000007007	ENSGALP00000033238
ENSGALP00000033238	ENSGALP00000007007
ENSGALP00000006463	ENSGALP00000033238
ENSGALP00000033238	ENSGALP00000006463
ENSGALP00000043097	ENSGALP00000015533
ENSGALP00000015533	ENSGALP00000043097
ENSGALP00000041983	ENSGALP00000008215
ENSGALP00000008215	ENSGALP00000041983
ENSGALP00000021197	ENSGALP00000008673
ENSGALP00000008673	ENSGALP00000021197
ENSGALP00000043204	ENSGALP00000034485
ENSGALP00000034485	ENSGALP00000043204
ENSGALP00000007633	ENSGALP00000042987
ENSGALP00000042987	ENSGALP00000007633
ENSGALP00000007633	ENSGALP00000031782
ENSGALP00000031782	ENSGALP00000007633
ENSGALP00000042987	ENSGALP00000031782
ENSGALP00000031782	ENSGALP00000042987
ENSGALP00000001613	ENSGALP00000030668
ENSGALP00000030668	ENSGALP00000001613
ENSGALP00000027410	ENSGALP00000027421
ENSGALP00000027421	ENSGALP00000027410
ENSGALP00000001856	ENSGALP00000007275
ENSGALP00000007275	ENSGALP00000001856
ENSGALP00000009538	ENSGALP00000023280
ENSGALP00000023280	ENSGALP00000009538
ENSGALP00000027310	ENSGALP00000021981
ENSGALP00000021981	ENSGALP00000027310
ENSGALP00000013496	ENSGALP00000041132
ENSGALP00000041132	ENSGALP00000013496
ENSGALP00000013496	ENSGALP00000004822
ENSGALP00000004822	ENSGALP00000013496
ENSGALP00000013496	ENSGALP00000037144
ENSGALP00000037144	ENSGALP00000013496
ENSGALP00000041132	ENSGALP00000004822
ENSGALP00000004822	ENSGALP00000041132
ENSGALP00000041132	ENSGALP00000037144
ENSGALP00000037144	ENSGALP00000041132
ENSGALP00000004822	ENSGALP00000037144
ENSGALP00000037144	ENSGALP00000004822
ENSGALP00000005064	ENSGALP00000010582
ENSGALP00000010582	ENSGALP00000005064
ENSGALP00000005064	ENSGALP00000035090
ENSGALP00000035090	ENSGALP00000005064
ENSGALP00000005064	ENSGALP00000007115
ENSGALP00000007115	ENSGALP00000005064
ENSGALP00000005064	ENSGALP00000013846
ENSGALP00000013846	ENSGALP00000005064
ENSGALP00000010582	ENSGALP00000035090
ENSGALP00000035090	ENSGALP00000010582
ENSGALP00000010582	ENSGALP00000007115
ENSGALP00000007115	ENSGALP00000010582
ENSGALP00000010582	ENSGALP00000013846
ENSGALP00000013846	ENSGALP00000010582
ENSGALP00000035090	ENSGALP00000007115
ENSGALP00000007115	ENSGALP00000035090
ENSGALP00000035090	ENSGALP00000013846
ENSGALP00000013846	ENSGALP00000035090
ENSGALP00000007115	ENSGALP00000013846
ENSGALP00000013846	ENSGALP00000007115
ENSGALP00000034996	ENSGALP00000013762
ENSGALP00000013762	ENSGALP00000034996
ENSGALP00000001121	ENSGALP00000010712
ENSGALP00000010712	ENSGALP00000001121
ENSGALP00000001121	ENSGALP00000013880
ENSGALP00000013880	ENSGALP00000001121
ENSGALP00000010712	ENSGALP00000013880
ENSGALP00000013880	ENSGALP00000010712
ENSGALP00000026941	ENSGALP00000016588
ENSGALP00000016588	ENSGALP00000026941
ENSGALP00000026941	ENSGALP00000010354
ENSGALP00000010354	ENSGALP00000026941
ENSGALP00000016588	ENSGALP00000010354
ENSGALP00000010354	ENSGALP00000016588
ENSGALP00000041046	ENSGALP00000020070
ENSGALP00000020070	ENSGALP00000041046
ENSGALP00000011213	ENSGALP00000036575
ENSGALP00000036575	ENSGALP00000011213
ENSGALP00000011213	ENSGALP00000005587
ENSGALP00000005587	ENSGALP00000011213
ENSGALP00000036575	ENSGALP00000005587
ENSGALP00000005587	ENSGALP00000036575
ENSGALP00000012604	ENSGALP00000021545
ENSGALP00000021545	ENSGALP00000012604
ENSGALP00000040942	ENSGALP00000021545
ENSGALP00000021545	ENSGALP00000040942
ENSGALP00000036922	ENSGALP00000007901
ENSGALP00000007901	ENSGALP00000036922
ENSGALP00000036922	ENSGALP00000004663
ENSGALP00000004663	ENSGALP00000036922
ENSGALP00000007901	ENSGALP00000004663
ENSGALP00000004663	ENSGALP00000007901
ENSGALP00000041001	ENSGALP00000036794
ENSGALP00000036794	ENSGALP00000041001
ENSGALP00000038108	ENSGALP00000003890
ENSGALP00000003890	ENSGALP00000038108
ENSGALP00000038108	ENSGALP00000018780
ENSGALP00000018780	ENSGALP00000038108
ENSGALP00000003890	ENSGALP00000018780
ENSGALP00000018780	ENSGALP00000003890
ENSGALP00000029456	ENSGALP00000003426
ENSGALP00000003426	ENSGALP00000029456
ENSGALP00000029456	ENSGALP00000012289
ENSGALP00000012289	ENSGALP00000029456
ENSGALP00000003426	ENSGALP00000012289
ENSGALP00000012289	ENSGALP00000003426
ENSGALP00000007346	ENSGALP00000025048
ENSGALP00000025048	ENSGALP00000007346
ENSGALP00000018174	ENSGALP00000038215
ENSGALP00000038215	ENSGALP00000018174
ENSGALP00000010376	ENSGALP00000027173
ENSGALP00000027173	ENSGALP00000010376
ENSGALP00000019666	ENSGALP00000018634
ENSGALP00000018634	ENSGALP00000019666
ENSGALP00000037012	ENSGALP00000009931
ENSGALP00000009931	ENSGALP00000037012
ENSGALP00000020469	ENSGALP00000035213
ENSGALP00000035213	ENSGALP00000020469
ENSGALP00000020464	ENSGALP00000020465
ENSGALP00000020465	ENSGALP00000020464
ENSGALP00000020464	ENSGALP00000020569
ENSGALP00000020569	ENSGALP00000020464
ENSGALP00000020465	ENSGALP00000020569
ENSGALP00000020569	ENSGALP00000020465
ENSGALP00000003114	ENSGALP00000019925
ENSGALP00000019925	ENSGALP00000003114
ENSGALP00000026055	ENSGALP00000006588
ENSGALP00000006588	ENSGALP00000026055
ENSGALP00000026055	ENSGALP00000041576
ENSGALP00000041576	ENSGALP00000026055
ENSGALP00000006588	ENSGALP00000041576
ENSGALP00000041576	ENSGALP00000006588
ENSGALP00000017342	ENSGALP00000014555
ENSGALP00000014555	ENSGALP00000017342
ENSGALP00000002383	ENSGALP00000033584
ENSGALP00000033584	ENSGALP00000002383
ENSGALP00000002383	ENSGALP00000026544
ENSGALP00000026544	ENSGALP00000002383
ENSGALP00000033584	ENSGALP00000026544
ENSGALP00000026544	ENSGALP00000033584
ENSGALP00000041525	ENSGALP00000038437
ENSGALP00000038437	ENSGALP00000041525
ENSGALP00000016349	ENSGALP00000016346
ENSGALP00000016346	ENSGALP00000016349
ENSGALP00000016349	ENSGALP00000036554
ENSGALP00000036554	ENSGALP00000016349
ENSGALP00000016349	ENSGALP00000042574
ENSGALP00000042574	ENSGALP00000016349
ENSGALP00000016349	ENSGALP00000017228
ENSGALP00000017228	ENSGALP00000016349
ENSGALP00000016349	ENSGALP00000015750
ENSGALP00000015750	ENSGALP00000016349
ENSGALP00000016346	ENSGALP00000036554
ENSGALP00000036554	ENSGALP00000016346
ENSGALP00000016346	ENSGALP00000042574
ENSGALP00000042574	ENSGALP00000016346
ENSGALP00000016346	ENSGALP00000017228
ENSGALP00000017228	ENSGALP00000016346
ENSGALP00000016346	ENSGALP00000015750
ENSGALP00000015750	ENSGALP00000016346
ENSGALP00000036554	ENSGALP00000042574
ENSGALP00000042574	ENSGALP00000036554
ENSGALP00000036554	ENSGALP00000017228
ENSGALP00000017228	ENSGALP00000036554
ENSGALP00000036554	ENSGALP00000015750
ENSGALP00000015750	ENSGALP00000036554
ENSGALP00000042574	ENSGALP00000017228
ENSGALP00000017228	ENSGALP00000042574
ENSGALP00000042574	ENSGALP00000015750
ENSGALP00000015750	ENSGALP00000042574
ENSGALP00000017228	ENSGALP00000015750
ENSGALP00000015750	ENSGALP00000017228
ENSGALP00000041755	ENSGALP00000004428
ENSGALP00000004428	ENSGALP00000041755
ENSGALP00000022226	ENSGALP00000001278
ENSGALP00000001278	ENSGALP00000022226
ENSGALP00000022226	ENSGALP00000006304
ENSGALP00000006304	ENSGALP00000022226
ENSGALP00000001278	ENSGALP00000006304
ENSGALP00000006304	ENSGALP00000001278
ENSGALP00000011891	ENSGALP00000003315
ENSGALP00000003315	ENSGALP00000011891
ENSGALP00000015337	ENSGALP00000007222
ENSGALP00000007222	ENSGALP00000015337
ENSGALP00000016507	ENSGALP00000000791
ENSGALP00000000791	ENSGALP00000016507
ENSGALP00000016507	ENSGALP00000019877
ENSGALP00000019877	ENSGALP00000016507
ENSGALP00000000791	ENSGALP00000019877
ENSGALP00000019877	ENSGALP00000000791
ENSGALP00000017185	ENSGALP00000014797
ENSGALP00000014797	ENSGALP00000017185
ENSGALP00000017185	ENSGALP00000014790
ENSGALP00000014790	ENSGALP00000017185
ENSGALP00000014797	ENSGALP00000014790
ENSGALP00000014790	ENSGALP00000014797
ENSGALP00000025956	ENSGALP00000026009
ENSGALP00000026009	ENSGALP00000025956
ENSGALP00000025956	ENSGALP00000011862
ENSGALP00000011862	ENSGALP00000025956
ENSGALP00000026009	ENSGALP00000011862
ENSGALP00000011862	ENSGALP00000026009
ENSGALP00000011860	ENSGALP00000036802
ENSGALP00000036802	ENSGALP00000011860
ENSGALP00000011860	ENSGALP00000011964
ENSGALP00000011964	ENSGALP00000011860
ENSGALP00000036802	ENSGALP00000011964
ENSGALP00000011964	ENSGALP00000036802
ENSGALP00000017713	ENSGALP00000009792
ENSGALP00000009792	ENSGALP00000017713
ENSGALP00000017713	ENSGALP00000033589
ENSGALP00000033589	ENSGALP00000017713
ENSGALP00000009792	ENSGALP00000033589
ENSGALP00000033589	ENSGALP00000009792
ENSGALP00000015407	ENSGALP00000039237
ENSGALP00000039237	ENSGALP00000015407
ENSGALP00000025323	ENSGALP00000020367
ENSGALP00000020367	ENSGALP00000025323
ENSGALP00000025323	ENSGALP00000002025
ENSGALP00000002025	ENSGALP00000025323
ENSGALP00000025323	ENSGALP00000024780
ENSGALP00000024780	ENSGALP00000025323
ENSGALP00000025323	ENSGALP00000024779
ENSGALP00000024779	ENSGALP00000025323
ENSGALP00000020367	ENSGALP00000002025
ENSGALP00000002025	ENSGALP00000020367
ENSGALP00000020367	ENSGALP00000024780
ENSGALP00000024780	ENSGALP00000020367
ENSGALP00000020367	ENSGALP00000024779
ENSGALP00000024779	ENSGALP00000020367
ENSGALP00000002025	ENSGALP00000024780
ENSGALP00000024780	ENSGALP00000002025
ENSGALP00000002025	ENSGALP00000024779
ENSGALP00000024779	ENSGALP00000002025
ENSGALP00000024780	ENSGALP00000024779
ENSGALP00000024779	ENSGALP00000024780
ENSGALP00000012648	ENSGALP00000022184
ENSGALP00000022184	ENSGALP00000012648
ENSGALP00000012648	ENSGALP00000041598
ENSGALP00000041598	ENSGALP00000012648
ENSGALP00000022184	ENSGALP00000041598
ENSGALP00000041598	ENSGALP00000022184
ENSGALP00000023949	ENSGALP00000002105
ENSGALP00000002105	ENSGALP00000023949
ENSGALP00000023949	ENSGALP00000042868
ENSGALP00000042868	ENSGALP00000023949
ENSGALP00000023949	ENSGALP00000042296
ENSGALP00000042296	ENSGALP00000023949
ENSGALP00000002105	ENSGALP00000042868
ENSGALP00000042868	ENSGALP00000002105
ENSGALP00000002105	ENSGALP00000042296
ENSGALP00000042296	ENSGALP00000002105
ENSGALP00000042868	ENSGALP00000042296
ENSGALP00000042296	ENSGALP00000042868
ENSGALP00000010888	ENSGALP00000027989
ENSGALP00000027989	ENSGALP00000010888
ENSGALP00000010505	ENSGALP00000011672
ENSGALP00000011672	ENSGALP00000010505
ENSGALP00000010505	ENSGALP00000027195
ENSGALP00000027195	ENSGALP00000010505
ENSGALP00000011672	ENSGALP00000027195
ENSGALP00000027195	ENSGALP00000011672
ENSGALP00000043305	ENSGALP00000028746
ENSGALP00000028746	ENSGALP00000043305
ENSGALP00000043305	ENSGALP00000036122
ENSGALP00000036122	ENSGALP00000043305
ENSGALP00000043305	ENSGALP00000040672
ENSGALP00000040672	ENSGALP00000043305
ENSGALP00000028746	ENSGALP00000036122
ENSGALP00000036122	ENSGALP00000028746
ENSGALP00000028746	ENSGALP00000040672
ENSGALP00000040672	ENSGALP00000028746
ENSGALP00000036122	ENSGALP00000040672
ENSGALP00000040672	ENSGALP00000036122
ENSGALP00000027889	ENSGALP00000012214
ENSGALP00000012214	ENSGALP00000027889
ENSGALP00000038233	ENSGALP00000041686
ENSGALP00000041686	ENSGALP00000038233
ENSGALP00000038233	ENSGALP00000039479
ENSGALP00000039479	ENSGALP00000038233
ENSGALP00000041686	ENSGALP00000039479
ENSGALP00000039479	ENSGALP00000041686
ENSGALP00000002242	ENSGALP00000037458
ENSGALP00000037458	ENSGALP00000002242
ENSGALP00000010392	ENSGALP00000020897
ENSGALP00000020897	ENSGALP00000010392
ENSGALP00000010392	ENSGALP00000009229
ENSGALP00000009229	ENSGALP00000010392
ENSGALP00000020897	ENSGALP00000009229
ENSGALP00000009229	ENSGALP00000020897
ENSGALP00000034376	ENSGALP00000005336
ENSGALP00000005336	ENSGALP00000034376
ENSGALP00000034376	ENSGALP00000024047
ENSGALP00000024047	ENSGALP00000034376
ENSGALP00000005336	ENSGALP00000024047
ENSGALP00000024047	ENSGALP00000005336
ENSGALP00000027423	ENSGALP00000015528
ENSGALP00000015528	ENSGALP00000027423
ENSGALP00000043435	ENSGALP00000026271
ENSGALP00000026271	ENSGALP00000043435
ENSGALP00000005662	ENSGALP00000007421
ENSGALP00000007421	ENSGALP00000005662
ENSGALP00000023707	ENSGALP00000016212
ENSGALP00000016212	ENSGALP00000023707
ENSGALP00000018955	ENSGALP00000007065
ENSGALP00000007065	ENSGALP00000018955
ENSGALP00000018955	ENSGALP00000019378
ENSGALP00000019378	ENSGALP00000018955
ENSGALP00000007065	ENSGALP00000019378
ENSGALP00000019378	ENSGALP00000007065
ENSGALP00000007311	ENSGALP00000027767
ENSGALP00000027767	ENSGALP00000007311
ENSGALP00000007311	ENSGALP00000007342
ENSGALP00000007342	ENSGALP00000007311
ENSGALP00000027767	ENSGALP00000007342
ENSGALP00000007342	ENSGALP00000027767
ENSGALP00000006747	ENSGALP00000017226
ENSGALP00000017226	ENSGALP00000006747
ENSGALP00000006747	ENSGALP00000022571
ENSGALP00000022571	ENSGALP00000006747
ENSGALP00000017226	ENSGALP00000022571
ENSGALP00000022571	ENSGALP00000017226
ENSGALP00000033576	ENSGALP00000015445
ENSGALP00000015445	ENSGALP00000033576
ENSGALP00000033576	ENSGALP00000009512
ENSGALP00000009512	ENSGALP00000033576
ENSGALP00000033576	ENSGALP00000037996
ENSGALP00000037996	ENSGALP00000033576
ENSGALP00000033576	ENSGALP00000033702
ENSGALP00000033702	ENSGALP00000033576
ENSGALP00000033576	ENSGALP00000015084
ENSGALP00000015084	ENSGALP00000033576
ENSGALP00000015445	ENSGALP00000009512
ENSGALP00000009512	ENSGALP00000015445
ENSGALP00000015445	ENSGALP00000037996
ENSGALP00000037996	ENSGALP00000015445
ENSGALP00000015445	ENSGALP00000033702
ENSGALP00000033702	ENSGALP00000015445
ENSGALP00000015445	ENSGALP00000015084
ENSGALP00000015084	ENSGALP00000015445
ENSGALP00000009512	ENSGALP00000037996
ENSGALP00000037996	ENSGALP00000009512
ENSGALP00000009512	ENSGALP00000033702
ENSGALP00000033702	ENSGALP00000009512
ENSGALP00000009512	ENSGALP00000015084
ENSGALP00000015084	ENSGALP00000009512
ENSGALP00000037996	ENSGALP00000033702
ENSGALP00000033702	ENSGALP00000037996
ENSGALP00000037996	ENSGALP00000015084
ENSGALP00000015084	ENSGALP00000037996
ENSGALP00000033702	ENSGALP00000015084
ENSGALP00000015084	ENSGALP00000033702
ENSGALP00000004956	ENSGALP00000032414
ENSGALP00000032414	ENSGALP00000004956
ENSGALP00000001020	ENSGALP00000017343
ENSGALP00000017343	ENSGALP00000001020
ENSGALP00000001020	ENSGALP00000000775
ENSGALP00000000775	ENSGALP00000001020
ENSGALP00000001020	ENSGALP00000005658
ENSGALP00000005658	ENSGALP00000001020
ENSGALP00000001020	ENSGALP00000016539
ENSGALP00000016539	ENSGALP00000001020
ENSGALP00000017343	ENSGALP00000000775
ENSGALP00000000775	ENSGALP00000017343
ENSGALP00000017343	ENSGALP00000005658
ENSGALP00000005658	ENSGALP00000017343
ENSGALP00000017343	ENSGALP00000016539
ENSGALP00000016539	ENSGALP00000017343
ENSGALP00000000775	ENSGALP00000005658
ENSGALP00000005658	ENSGALP00000000775
ENSGALP00000000775	ENSGALP00000016539
ENSGALP00000016539	ENSGALP00000000775
ENSGALP00000005658	ENSGALP00000016539
ENSGALP00000016539	ENSGALP00000005658
ENSGALP00000037753	ENSGALP00000024564
ENSGALP00000024564	ENSGALP00000037753
ENSGALP00000037753	ENSGALP00000040280
ENSGALP00000040280	ENSGALP00000037753
ENSGALP00000037753	ENSGALP00000011323
ENSGALP00000011323	ENSGALP00000037753
ENSGALP00000037753	ENSGALP00000025353
ENSGALP00000025353	ENSGALP00000037753
ENSGALP00000024564	ENSGALP00000040280
ENSGALP00000040280	ENSGALP00000024564
ENSGALP00000024564	ENSGALP00000011323
ENSGALP00000011323	ENSGALP00000024564
ENSGALP00000024564	ENSGALP00000025353
ENSGALP00000025353	ENSGALP00000024564
ENSGALP00000040280	ENSGALP00000011323
ENSGALP00000011323	ENSGALP00000040280
ENSGALP00000040280	ENSGALP00000025353
ENSGALP00000025353	ENSGALP00000040280
ENSGALP00000011323	ENSGALP00000025353
ENSGALP00000025353	ENSGALP00000011323
ENSGALP00000026083	ENSGALP00000030827
ENSGALP00000030827	ENSGALP00000026083
ENSGALP00000026083	ENSGALP00000002914
ENSGALP00000002914	ENSGALP00000026083
ENSGALP00000026083	ENSGALP00000002878
ENSGALP00000002878	ENSGALP00000026083
ENSGALP00000026083	ENSGALP00000004169
ENSGALP00000004169	ENSGALP00000026083
ENSGALP00000030827	ENSGALP00000002914
ENSGALP00000002914	ENSGALP00000030827
ENSGALP00000030827	ENSGALP00000002878
ENSGALP00000002878	ENSGALP00000030827
ENSGALP00000030827	ENSGALP00000004169
ENSGALP00000004169	ENSGALP00000030827
ENSGALP00000002914	ENSGALP00000002878
ENSGALP00000002878	ENSGALP00000002914
ENSGALP00000002914	ENSGALP00000004169
ENSGALP00000004169	ENSGALP00000002914
ENSGALP00000002878	ENSGALP00000004169
ENSGALP00000004169	ENSGALP00000002878
ENSGALP00000027053	ENSGALP00000029598
ENSGALP00000029598	ENSGALP00000027053
ENSGALP00000027053	ENSGALP00000021733
ENSGALP00000021733	ENSGALP00000027053
ENSGALP00000029598	ENSGALP00000021733
ENSGALP00000021733	ENSGALP00000029598
ENSGALP00000011727	ENSGALP00000014431
ENSGALP00000014431	ENSGALP00000011727
ENSGALP00000011727	ENSGALP00000026211
ENSGALP00000026211	ENSGALP00000011727
ENSGALP00000011727	ENSGALP00000027055
ENSGALP00000027055	ENSGALP00000011727
ENSGALP00000014431	ENSGALP00000026211
ENSGALP00000026211	ENSGALP00000014431
ENSGALP00000014431	ENSGALP00000027055
ENSGALP00000027055	ENSGALP00000014431
ENSGALP00000026211	ENSGALP00000027055
ENSGALP00000027055	ENSGALP00000026211
ENSGALP00000008410	ENSGALP00000000360
ENSGALP00000000360	ENSGALP00000008410
ENSGALP00000008410	ENSGALP00000019747
ENSGALP00000019747	ENSGALP00000008410
ENSGALP00000008410	ENSGALP00000008429
ENSGALP00000008429	ENSGALP00000008410
ENSGALP00000000360	ENSGALP00000019747
ENSGALP00000019747	ENSGALP00000000360
ENSGALP00000000360	ENSGALP00000008429
ENSGALP00000008429	ENSGALP00000000360
ENSGALP00000019747	ENSGALP00000008429
ENSGALP00000008429	ENSGALP00000019747
ENSGALP00000008360	ENSGALP00000042964
ENSGALP00000042964	ENSGALP00000008360
ENSGALP00000008360	ENSGALP00000016362
ENSGALP00000016362	ENSGALP00000008360
ENSGALP00000008360	ENSGALP00000018272
ENSGALP00000018272	ENSGALP00000008360
ENSGALP00000008360	ENSGALP00000041802
ENSGALP00000041802	ENSGALP00000008360
ENSGALP00000042964	ENSGALP00000016362
ENSGALP00000016362	ENSGALP00000042964
ENSGALP00000042964	ENSGALP00000018272
ENSGALP00000018272	ENSGALP00000042964
ENSGALP00000042964	ENSGALP00000041802
ENSGALP00000041802	ENSGALP00000042964
ENSGALP00000016362	ENSGALP00000018272
ENSGALP00000018272	ENSGALP00000016362
ENSGALP00000016362	ENSGALP00000041802
ENSGALP00000041802	ENSGALP00000016362
ENSGALP00000018272	ENSGALP00000041802
ENSGALP00000041802	ENSGALP00000018272
ENSGALP00000009064	ENSGALP00000000502
ENSGALP00000000502	ENSGALP00000009064
ENSGALP00000008782	ENSGALP00000030808
ENSGALP00000030808	ENSGALP00000008782
ENSGALP00000015462	ENSGALP00000004138
ENSGALP00000004138	ENSGALP00000015462
ENSGALP00000017653	ENSGALP00000043179
ENSGALP00000043179	ENSGALP00000017653
ENSGALP00000011287	ENSGALP00000011241
ENSGALP00000011241	ENSGALP00000011287
ENSGALP00000007580	ENSGALP00000039406
ENSGALP00000039406	ENSGALP00000007580
ENSGALP00000010079	ENSGALP00000018334
ENSGALP00000018334	ENSGALP00000010079
ENSGALP00000010079	ENSGALP00000000498
ENSGALP00000000498	ENSGALP00000010079
ENSGALP00000010079	ENSGALP00000030861
ENSGALP00000030861	ENSGALP00000010079
ENSGALP00000018334	ENSGALP00000000498
ENSGALP00000000498	ENSGALP00000018334
ENSGALP00000018334	ENSGALP00000030861
ENSGALP00000030861	ENSGALP00000018334
ENSGALP00000000498	ENSGALP00000030861
ENSGALP00000030861	ENSGALP00000000498
ENSGALP00000010120	ENSGALP00000009996
ENSGALP00000009996	ENSGALP00000010120
ENSGALP00000014949	ENSGALP00000006514
ENSGALP00000006514	ENSGALP00000014949
ENSGALP00000014949	ENSGALP00000040663
ENSGALP00000040663	ENSGALP00000014949
ENSGALP00000014949	ENSGALP00000027414
ENSGALP00000027414	ENSGALP00000014949
ENSGALP00000006514	ENSGALP00000040663
ENSGALP00000040663	ENSGALP00000006514
ENSGALP00000006514	ENSGALP00000027414
ENSGALP00000027414	ENSGALP00000006514
ENSGALP00000040663	ENSGALP00000027414
ENSGALP00000027414	ENSGALP00000040663
ENSGALP00000040918	ENSGALP00000023640
ENSGALP00000023640	ENSGALP00000040918
ENSGALP00000040918	ENSGALP00000005883
ENSGALP00000005883	ENSGALP00000040918
ENSGALP00000023640	ENSGALP00000005883
ENSGALP00000005883	ENSGALP00000023640
ENSGALP00000008847	ENSGALP00000037074
ENSGALP00000037074	ENSGALP00000008847
ENSGALP00000011690	ENSGALP00000026752
ENSGALP00000026752	ENSGALP00000011690
ENSGALP00000011690	ENSGALP00000015730
ENSGALP00000015730	ENSGALP00000011690
ENSGALP00000026752	ENSGALP00000015730
ENSGALP00000015730	ENSGALP00000026752
ENSGALP00000041903	ENSGALP00000042536
ENSGALP00000042536	ENSGALP00000041903
ENSGALP00000042820	ENSGALP00000025553
ENSGALP00000025553	ENSGALP00000042820
ENSGALP00000042820	ENSGALP00000002005
ENSGALP00000002005	ENSGALP00000042820
ENSGALP00000025553	ENSGALP00000002005
ENSGALP00000002005	ENSGALP00000025553
ENSGALP00000038058	ENSGALP00000018940
ENSGALP00000018940	ENSGALP00000038058
ENSGALP00000041688	ENSGALP00000011352
ENSGALP00000011352	ENSGALP00000041688
ENSGALP00000019963	ENSGALP00000031812
ENSGALP00000031812	ENSGALP00000019963
ENSGALP00000015763	ENSGALP00000041102
ENSGALP00000041102	ENSGALP00000015763
ENSGALP00000015763	ENSGALP00000042325
ENSGALP00000042325	ENSGALP00000015763
ENSGALP00000041102	ENSGALP00000042325
ENSGALP00000042325	ENSGALP00000041102
ENSGALP00000002160	ENSGALP00000006880
ENSGALP00000006880	ENSGALP00000002160
ENSGALP00000002160	ENSGALP00000042240
ENSGALP00000042240	ENSGALP00000002160
ENSGALP00000006880	ENSGALP00000042240
ENSGALP00000042240	ENSGALP00000006880
ENSGALP00000027098	ENSGALP00000004485
ENSGALP00000004485	ENSGALP00000027098
ENSGALP00000013224	ENSGALP00000002907
ENSGALP00000002907	ENSGALP00000013224
ENSGALP00000011689	ENSGALP00000019148
ENSGALP00000019148	ENSGALP00000011689
ENSGALP00000011689	ENSGALP00000041252
ENSGALP00000041252	ENSGALP00000011689
ENSGALP00000011689	ENSGALP00000003119
ENSGALP00000003119	ENSGALP00000011689
ENSGALP00000019148	ENSGALP00000041252
ENSGALP00000041252	ENSGALP00000019148
ENSGALP00000019148	ENSGALP00000003119
ENSGALP00000003119	ENSGALP00000019148
ENSGALP00000041252	ENSGALP00000003119
ENSGALP00000003119	ENSGALP00000041252
ENSGALP00000007854	ENSGALP00000026711
ENSGALP00000026711	ENSGALP00000007854
ENSGALP00000024171	ENSGALP00000004550
ENSGALP00000004550	ENSGALP00000024171
ENSGALP00000023133	ENSGALP00000019703
ENSGALP00000019703	ENSGALP00000023133
ENSGALP00000020835	ENSGALP00000022512
ENSGALP00000022512	ENSGALP00000020835
ENSGALP00000020835	ENSGALP00000016663
ENSGALP00000016663	ENSGALP00000020835
ENSGALP00000022512	ENSGALP00000016663
ENSGALP00000016663	ENSGALP00000022512
ENSGALP00000042397	ENSGALP00000005876
ENSGALP00000005876	ENSGALP00000042397
ENSGALP00000042397	ENSGALP00000025139
ENSGALP00000025139	ENSGALP00000042397
ENSGALP00000005876	ENSGALP00000025139
ENSGALP00000025139	ENSGALP00000005876
ENSGALP00000004283	ENSGALP00000039002
ENSGALP00000039002	ENSGALP00000004283
