SINCAM012787	SINCAM922661
SINCAM014734	SINCAM012593
SINCAM010122	SINCAM000789
SINCAM014568	SINCAM015043
SINCAM015185	SINCAM014570
SINCAM007986	SINCAM002066
SINCAM007516	SINCAM011708
SINCAM003963	SINCAM008101
SINCAM015606	SINCAM013444
SINCAM008670	SINCAM010165
SINCAM011371	SINCAM012604
SINCAM921196	SINCAM008247
SINCAM014570	SINCAM015596
SINCAM010370	SINCAM922389
SINCAM016015	SINCAM011599
SINCAM010071	SINCAM921753
SINCAM014298	SINCAM010061
SINCAM013942	SINCAM001454
SINCAM921557	SINCAM002211
SINCAM016784	SINCAM015035
SINCAM002653	SINCAM008984
SINCAM012253	SINCAM011691
SINCAM011836	SINCAM002539
SINCAM005576	SINCAM003481
SINCAM013390	SINCAM006729
SINCAM014058	SINCAM006794
SINCAM007090	SINCAM000115
SINCAM920881	SINCAM012882
SINCAM011663	SINCAM003533
SINCAM001230	SINCAM922472
SINCAM009111	SINCAM016667
SINCAM014568	SINCAM017952
SINCAM002921	SINCAM002284
SINCAM014351	SINCAM922824
SINCAM004734	SINCAM010895
SINCAM002187	SINCAM001230
SINCAM011445	SINCAM006058
SINCAM003912	SINCAM012159
SINCAM013970	SINCAM004187
SINCAM009995	SINCAM921890
SINCAM921891	SINCAM900270
SINCAM015529	SINCAM007398
SINCAM004964	SINCAM009986
SINCAM015377	SINCAM016948
SINCAM011012	SINCAM004647
SINCAM013220	SINCAM011469
SINCAM009190	SINCAM009192
SINCAM010895	SINCAM004547
SINCAM011303	SINCAM016566
SINCAM006591	SINCAM014922
SINCAM015439	SINCAM005378
SINCAM015134	SINCAM015295
SINCAM015989	SINCAM017724
SINCAM003160	SINCAM009093
SINCAM016075	SINCAM012424
SINCAM014784	SINCAM001649
SINCAM015604	SINCAM014438
SINCAM011472	SINCAM921218
SINCAM010228	SINCAM000284
SINCAM015294	SINCAM014585
SINCAM922715	SINCAM002961
SINCAM000081	SINCAM011286
SINCAM010276	SINCAM000357
SINCAM922400	SINCAM009011
SINCAM009320	SINCAM009800
SINCAM014570	SINCAM018011
SINCAM011528	SINCAM011529
SINCAM005420	SINCAM922708
SINCAM010939	SINCAM004706
SINCAM017099	SINCAM014581
SINCAM922968	SINCAM014570
SINCAM009922	SINCAM005944
SINCAM007557	SINCAM007803
SINCAM013366	SINCAM001953
SINCAM015276	SINCAM007510
SINCAM005118	SINCAM000346
SINCAM015647	SINCAM006896
SINCAM920665	SINCAM006592
SINCAM005352	SINCAM007813
SINCAM000081	SINCAM920852
SINCAM921660	SINCAM015802
SINCAM014508	SINCAM922861
SINCAM003845	SINCAM002353
SINCAM015265	SINCAM921308
SINCAM011949	SINCAM922091
SINCAM920979	SINCAM011577
SINCAM014389	SINCAM002673
SINCAM000330	SINCAM922607
SINCAM001381	SINCAM001382
SINCAM006176	SINCAM011637
SINCAM007756	SINCAM005407
SINCAM012102	SINCAM005804
SINCAM000620	SINCAM010197
SINCAM001471	SINCAM920838
SINCAM004470	SINCAM010232
SINCAM920933	SINCAM921238
SINCAM010175	SINCAM922838
SINCAM001956	SINCAM014176
SINCAM009826	SINCAM006043
SINCAM900279	SINCAM011845
SINCAM921750	SINCAM002921
SINCAM922302	SINCAM009519
SINCAM012332	SINCAM006000
SINCAM013060	SINCAM004281
SINCAM003998	SINCAM008047
SINCAM013954	SINCAM013864
SINCAM010940	SINCAM000314
SINCAM921782	SINCAM009434
SINCAM004000	SINCAM008109
SINCAM921275	SINCAM003222
SINCAM016356	SINCAM014568
SINCAM005691	SINCAM012139
SINCAM002202	SINCAM010354
SINCAM017902	SINCAM014568
SINCAM014570	SINCAM008438
SINCAM003922	SINCAM014634
SINCAM005413	SINCAM002377
SINCAM923143	SINCAM015666
SINCAM007208	SINCAM014319
SINCAM014698	SINCAM014578
SINCAM016744	SINCAM014579
SINCAM015242	SINCAM014568
SINCAM016114	SINCAM000721
SINCAM014972	SINCAM014610
SINCAM014189	SINCAM004117
SINCAM015013	SINCAM900243
SINCAM002896	SINCAM014236
SINCAM001782	SINCAM015388
SINCAM001019	SINCAM010634
SINCAM009448	SINCAM005873
SINCAM016149	SINCAM008152
SINCAM000975	SINCAM005086
SINCAM009236	SINCAM009235
SINCAM014690	SINCAM014575
SINCAM922500	SINCAM012132
SINCAM015957	SINCAM922096
SINCAM015507	SINCAM015056
SINCAM014276	SINCAM007240
SINCAM920997	SINCAM014001
SINCAM007747	SINCAM007372
SINCAM010982	SINCAM007358
SINCAM008369	SINCAM015996
SINCAM011063	SINCAM922174
SINCAM921197	SINCAM015620
SINCAM922848	SINCAM001334
SINCAM002704	SINCAM011796
SINCAM920494	SINCAM007159
SINCAM011332	SINCAM014906
SINCAM001190	SINCAM012967
SINCAM006270	SINCAM016637
SINCAM007209	SINCAM000719
SINCAM004531	SINCAM003900
SINCAM006162	SINCAM008449
SINCAM011055	SINCAM012633
SINCAM922982	SINCAM014939
SINCAM014976	SINCAM007590
SINCAM920585	SINCAM922443
SINCAM012030	SINCAM003167
SINCAM014930	SINCAM015302
SINCAM921222	SINCAM008111
SINCAM001461	SINCAM007886
SINCAM015839	SINCAM014570
SINCAM008716	SINCAM014976
SINCAM007196	SINCAM010141
SINCAM000123	SINCAM012741
SINCAM010001	SINCAM000607
SINCAM011507	SINCAM922236
SINCAM005599	SINCAM010060
SINCAM011458	SINCAM014446
SINCAM005961	SINCAM007584
SINCAM922474	SINCAM004976
SINCAM900246	SINCAM009102
SINCAM003442	SINCAM005516
SINCAM002556	SINCAM010529
SINCAM002107	SINCAM922880
SINCAM015544	SINCAM014328
SINCAM010469	SINCAM002364
SINCAM013470	SINCAM005128
SINCAM920547	SINCAM920546
SINCAM004451	SINCAM004455
SINCAM011833	SINCAM009031
SINCAM015311	SINCAM015390
SINCAM012043	SINCAM920920
SINCAM015497	SINCAM923058
SINCAM006569	SINCAM006588
SINCAM014977	SINCAM921197
SINCAM920987	SINCAM005703
SINCAM014078	SINCAM001980
SINCAM013383	SINCAM003338
SINCAM013479	SINCAM922959
SINCAM013371	SINCAM001673
SINCAM004586	SINCAM922298
SINCAM007407	SINCAM015237
SINCAM012893	SINCAM001118
SINCAM002842	SINCAM008892
SINCAM010409	SINCAM922409
SINCAM006555	SINCAM002182
SINCAM010780	SINCAM009969
SINCAM922956	SINCAM017928
SINCAM000247	SINCAM014273
SINCAM012997	SINCAM007972
SINCAM015400	SINCAM015375
SINCAM921513	SINCAM011124
SINCAM900152	SINCAM007340
SINCAM922236	SINCAM012330
SINCAM921261	SINCAM014008
SINCAM001775	SINCAM001774
SINCAM015266	SINCAM921287
SINCAM014570	SINCAM923005
SINCAM923128	SINCAM015354
SINCAM016656	SINCAM008533
SINCAM922425	SINCAM921078
SINCAM006812	SINCAM015771
SINCAM006429	SINCAM921285
SINCAM922865	SINCAM000895
SINCAM012376	SINCAM004919
SINCAM014391	SINCAM000445
SINCAM002149	SINCAM014201
SINCAM011319	SINCAM012373
SINCAM013327	SINCAM920733
SINCAM010186	SINCAM004385
SINCAM922544	SINCAM011082
SINCAM000519	SINCAM009933
SINCAM009385	SINCAM004822
SINCAM014700	SINCAM014623
SINCAM012525	SINCAM012375
SINCAM921391	SINCAM014394
SINCAM921772	SINCAM011794
SINCAM015652	SINCAM015075
SINCAM006165	SINCAM012186
SINCAM011644	SINCAM014791
SINCAM004719	SINCAM010900
SINCAM015244	SINCAM014570
SINCAM014570	SINCAM015554
SINCAM012510	SINCAM011226
SINCAM007400	SINCAM015529
SINCAM001329	SINCAM013040
SINCAM012255	SINCAM011468
SINCAM008833	SINCAM921406
SINCAM007012	SINCAM007494
SINCAM900089	SINCAM012927
SINCAM016505	SINCAM015321
SINCAM014393	SINCAM010564
SINCAM002099	SINCAM006653
SINCAM011983	SINCAM011982
SINCAM008270	SINCAM011313
SINCAM003902	SINCAM004536
SINCAM923101	SINCAM009446
SINCAM923102	SINCAM009446
SINCAM012089	SINCAM009651
SINCAM015969	SINCAM014570
SINCAM005444	SINCAM001477
SINCAM015262	SINCAM015062
SINCAM015103	SINCAM006841
SINCAM921500	SINCAM016451
SINCAM012969	SINCAM900097
SINCAM016544	SINCAM922216
SINCAM001442	SINCAM001718
SINCAM900257	SINCAM000364
SINCAM922029	SINCAM012575
SINCAM015126	SINCAM000343
SINCAM015358	SINCAM007568
SINCAM002447	SINCAM921076
SINCAM009097	SINCAM922459
SINCAM005831	SINCAM009870
SINCAM001362	SINCAM900110
SINCAM009054	SINCAM004688
SINCAM007842	SINCAM005256
SINCAM000081	SINCAM010060
SINCAM015427	SINCAM013922
SINCAM003061	SINCAM002434
SINCAM007092	SINCAM923102
SINCAM002560	SINCAM003171
SINCAM922284	SINCAM013921
SINCAM005169	SINCAM007887
SINCAM015557	SINCAM016104
SINCAM920544	SINCAM013828
SINCAM009328	SINCAM005424
SINCAM014916	SINCAM012621
SINCAM005281	SINCAM008034
SINCAM007765	SINCAM004073
SINCAM920497	SINCAM002749
SINCAM922718	SINCAM004113
SINCAM920569	SINCAM014494
SINCAM008174	SINCAM003945
SINCAM921406	SINCAM008833
SINCAM921686	SINCAM923078
SINCAM006899	SINCAM014972
SINCAM001033	SINCAM003915
SINCAM015569	SINCAM015851
SINCAM921883	SINCAM007216
SINCAM009137	SINCAM007432
SINCAM005402	SINCAM922865
SINCAM012394	SINCAM922032
SINCAM008587	SINCAM007544
SINCAM014473	SINCAM014427
SINCAM013796	SINCAM009372
SINCAM007797	SINCAM005292
SINCAM009457	SINCAM004747
SINCAM008271	SINCAM004248
SINCAM006309	SINCAM010794
SINCAM009493	SINCAM009801
SINCAM000282	SINCAM004963
SINCAM922549	SINCAM009118
SINCAM004811	SINCAM000573
SINCAM009191	SINCAM009192
SINCAM922763	SINCAM921546
SINCAM921778	SINCAM920799
SINCAM005256	SINCAM007843
SINCAM001688	SINCAM014190
SINCAM005367	SINCAM014459
SINCAM007941	SINCAM005190
SINCAM013166	SINCAM001196
SINCAM010951	SINCAM004845
SINCAM004700	SINCAM000619
SINCAM923077	SINCAM017968
SINCAM000969	SINCAM922269
SINCAM000609	SINCAM000293
SINCAM921093	SINCAM012194
SINCAM007985	SINCAM920894
SINCAM014287	SINCAM007028
SINCAM015654	SINCAM017174
SINCAM009455	SINCAM014362
SINCAM920904	SINCAM922776
SINCAM001984	SINCAM014075
SINCAM007430	SINCAM920787
SINCAM015027	SINCAM008327
SINCAM001448	SINCAM013149
SINCAM007886	SINCAM011359
SINCAM006937	SINCAM011793
SINCAM013114	SINCAM920554
SINCAM009383	SINCAM010667
SINCAM010016	SINCAM920463
SINCAM015411	SINCAM012782
SINCAM922762	SINCAM921543
SINCAM922471	SINCAM922602
SINCAM009796	SINCAM012191
SINCAM002950	SINCAM006979
SINCAM015862	SINCAM007406
SINCAM001437	SINCAM013071
SINCAM009956	SINCAM000171
SINCAM006620	SINCAM011286
SINCAM004802	SINCAM921315
SINCAM012034	SINCAM008603
SINCAM005640	SINCAM015820
SINCAM002134	SINCAM006763
SINCAM000225	SINCAM003614
SINCAM008851	SINCAM922549
SINCAM014723	SINCAM921513
SINCAM014418	SINCAM014416
SINCAM015321	SINCAM015312
SINCAM010373	SINCAM007049
SINCAM015313	SINCAM007401
SINCAM006657	SINCAM013385
SINCAM008917	SINCAM922602
SINCAM005004	SINCAM012786
SINCAM920983	SINCAM016041
SINCAM015075	SINCAM016921
SINCAM015331	SINCAM015989
SINCAM011798	SINCAM921793
SINCAM922471	SINCAM013548
SINCAM004293	SINCAM921970
SINCAM005855	SINCAM009654
SINCAM010895	SINCAM004735
SINCAM922400	SINCAM001654
SINCAM002234	SINCAM922639
SINCAM016053	SINCAM014568
SINCAM009864	SINCAM009774
SINCAM003820	SINCAM921628
SINCAM004984	SINCAM009239
SINCAM006248	SINCAM011641
SINCAM921312	SINCAM921890
SINCAM015329	SINCAM002263
SINCAM000516	SINCAM009930
SINCAM002096	SINCAM013388
SINCAM900059	SINCAM012713
SINCAM007792	SINCAM005276
SINCAM011134	SINCAM010549
SINCAM009357	SINCAM004199
SINCAM921546	SINCAM001722
SINCAM001876	SINCAM002018
SINCAM010958	SINCAM003367
SINCAM008945	SINCAM014588
SINCAM011510	SINCAM011508
SINCAM922541	SINCAM017662
SINCAM003691	SINCAM007404
SINCAM016562	SINCAM015401
SINCAM009681	SINCAM004022
SINCAM000641	SINCAM004854
SINCAM005944	SINCAM009922
SINCAM010951	SINCAM922376
SINCAM010197	SINCAM000620
SINCAM010187	SINCAM010719
SINCAM015634	SINCAM014930
SINCAM922805	SINCAM000858
SINCAM010195	SINCAM004703
SINCAM004085	SINCAM013962
SINCAM922363	SINCAM010761
SINCAM010077	SINCAM000439
SINCAM011638	SINCAM005812
SINCAM000143	SINCAM008262
SINCAM004527	SINCAM922736
SINCAM010672	SINCAM014881
SINCAM012249	SINCAM014854
SINCAM001248	SINCAM011497
SINCAM012089	SINCAM005717
SINCAM005757	SINCAM012097
SINCAM921685	SINCAM004262
SINCAM005909	SINCAM000376
SINCAM922254	SINCAM008613
SINCAM002009	SINCAM010538
SINCAM004810	SINCAM012357
SINCAM002425	SINCAM013155
SINCAM014776	SINCAM012551
SINCAM011884	SINCAM921667
SINCAM921059	SINCAM923096
SINCAM921244	SINCAM921182
SINCAM008770	SINCAM008768
SINCAM922323	SINCAM006866
SINCAM011943	SINCAM011950
SINCAM013314	SINCAM014081
SINCAM000424	SINCAM921852
SINCAM000031	SINCAM921859
SINCAM921827	SINCAM014295
SINCAM001525	SINCAM012489
SINCAM921621	SINCAM001952
SINCAM006309	SINCAM014146
SINCAM014108	SINCAM008851
SINCAM015500	SINCAM002264
SINCAM921680	SINCAM006535
SINCAM923034	SINCAM012531
SINCAM013499	SINCAM006624
SINCAM011973	SINCAM002761
SINCAM006663	SINCAM012262
SINCAM009103	SINCAM011859
SINCAM014682	SINCAM014694
SINCAM921612	SINCAM005212
SINCAM015499	SINCAM002264
SINCAM006423	SINCAM001528
SINCAM007408	SINCAM017861
SINCAM014203	SINCAM006729
SINCAM005097	SINCAM007392
SINCAM017386	SINCAM923094
SINCAM006217	SINCAM015521
SINCAM001935	SINCAM010359
SINCAM014202	SINCAM010656
SINCAM002088	SINCAM922768
SINCAM009062	SINCAM013731
SINCAM000392	SINCAM009939
SINCAM006656	SINCAM014236
SINCAM011751	SINCAM921788
SINCAM001428	SINCAM012828
SINCAM009543	SINCAM013681
SINCAM015582	SINCAM014577
SINCAM003919	SINCAM004525
SINCAM011079	SINCAM012440
SINCAM000205	SINCAM004891
SINCAM921044	SINCAM001231
SINCAM921628	SINCAM003820
SINCAM000845	SINCAM007079
SINCAM013647	SINCAM009181
SINCAM900059	SINCAM016145
SINCAM004821	SINCAM009458
SINCAM921573	SINCAM920749
SINCAM008109	SINCAM004000
SINCAM014797	SINCAM011132
SINCAM015386	SINCAM015569
SINCAM009522	SINCAM003209
SINCAM014570	SINCAM015650
SINCAM013127	SINCAM012950
SINCAM014418	SINCAM005335
SINCAM013846	SINCAM921946
SINCAM014844	SINCAM011724
SINCAM015334	SINCAM006219
SINCAM011928	SINCAM009588
SINCAM015835	SINCAM006217
SINCAM002175	SINCAM006624
SINCAM009458	SINCAM009522
SINCAM003300	SINCAM004015
SINCAM921793	SINCAM011798
SINCAM011932	SINCAM007459
SINCAM006711	SINCAM001971
SINCAM922197	SINCAM011183
SINCAM001923	SINCAM006755
SINCAM002945	SINCAM006689
SINCAM921378	SINCAM921115
SINCAM010576	SINCAM922087
SINCAM015826	SINCAM922107
SINCAM013461	SINCAM005899
SINCAM010649	SINCAM015530
SINCAM008716	SINCAM014974
SINCAM009008	SINCAM011819
SINCAM922805	SINCAM921824
SINCAM003093	SINCAM002536
SINCAM921399	SINCAM009701
SINCAM922963	SINCAM007499
SINCAM002198	SINCAM008576
SINCAM922677	SINCAM922201
SINCAM005403	SINCAM012805
SINCAM920767	SINCAM005350
SINCAM010777	SINCAM000484
SINCAM900152	SINCAM010350
SINCAM002047	SINCAM013300
SINCAM001367	SINCAM922663
SINCAM921674	SINCAM921527
SINCAM011007	SINCAM009353
SINCAM008685	SINCAM008686
SINCAM012633	SINCAM011055
SINCAM922223	SINCAM920965
SINCAM005417	SINCAM000902
SINCAM009003	SINCAM921816
SINCAM016547	SINCAM003783
SINCAM922221	SINCAM014875
SINCAM002038	SINCAM922413
SINCAM015584	SINCAM015844
SINCAM008236	SINCAM003832
SINCAM014570	SINCAM018079
SINCAM005609	SINCAM018038
SINCAM004617	SINCAM009030
SINCAM012175	SINCAM921264
SINCAM008298	SINCAM003660
SINCAM001655	SINCAM002869
SINCAM012232	SINCAM922166
SINCAM002524	SINCAM002963
SINCAM014698	SINCAM018102
SINCAM922500	SINCAM012131
SINCAM006728	SINCAM002096
SINCAM922188	SINCAM000734
SINCAM006224	SINCAM012587
SINCAM922301	SINCAM010362
SINCAM014765	SINCAM012565
SINCAM013691	SINCAM009346
SINCAM012330	SINCAM922236
SINCAM012213	SINCAM006075
SINCAM922709	SINCAM004663
SINCAM010829	SINCAM900222
SINCAM923143	SINCAM016507
SINCAM002066	SINCAM920894
SINCAM015581	SINCAM016077
SINCAM002798	SINCAM922393
SINCAM016057	SINCAM015966
SINCAM009752	SINCAM001232
SINCAM002875	SINCAM011865
SINCAM009544	SINCAM004243
SINCAM013011	SINCAM001049
SINCAM008441	SINCAM014570
SINCAM009579	SINCAM006182
SINCAM013398	SINCAM014173
SINCAM016318	SINCAM011092
SINCAM001632	SINCAM006536
SINCAM010249	SINCAM010803
SINCAM921505	SINCAM005303
SINCAM002704	SINCAM921770
SINCAM005969	SINCAM003337
SINCAM921844	SINCAM005487
SINCAM921377	SINCAM013120
SINCAM016546	SINCAM003785
SINCAM009073	SINCAM002577
SINCAM921505	SINCAM005305
SINCAM000764	SINCAM922350
SINCAM002321	SINCAM922436
SINCAM921741	SINCAM008927
SINCAM002326	SINCAM922385
SINCAM010047	SINCAM920543
SINCAM923110	SINCAM014585
SINCAM007003	SINCAM000002
SINCAM013233	SINCAM001324
SINCAM007765	SINCAM006617
SINCAM922480	SINCAM013266
SINCAM008501	SINCAM003822
SINCAM013444	SINCAM007240
SINCAM014328	SINCAM920482
SINCAM014677	SINCAM014699
SINCAM016595	SINCAM004192
SINCAM013863	SINCAM010689
SINCAM005086	SINCAM000975
SINCAM013816	SINCAM001992
SINCAM920650	SINCAM012717
SINCAM014560	SINCAM007930
SINCAM921303	SINCAM922877
SINCAM010058	SINCAM920722
SINCAM004310	SINCAM920486
SINCAM016832	SINCAM014568
SINCAM920958	SINCAM012248
SINCAM002502	SINCAM008992
SINCAM011866	SINCAM002539
SINCAM014972	SINCAM015252
SINCAM007624	SINCAM008728
SINCAM922847	SINCAM016851
SINCAM921809	SINCAM922828
SINCAM015858	SINCAM922956
SINCAM012728	SINCAM001071
SINCAM006700	SINCAM009952
SINCAM001231	SINCAM009805
SINCAM010234	SINCAM010251
SINCAM010686	SINCAM015826
SINCAM015377	SINCAM017283
SINCAM009444	SINCAM000159
SINCAM010817	SINCAM011174
SINCAM006771	SINCAM004793
SINCAM004226	SINCAM009753
SINCAM004243	SINCAM013660
SINCAM014281	SINCAM007248
SINCAM007546	SINCAM008823
SINCAM000005	SINCAM920449
SINCAM016357	SINCAM014570
SINCAM010331	SINCAM922155
SINCAM007013	SINCAM009994
SINCAM920760	SINCAM008702
SINCAM001967	SINCAM006714
SINCAM010748	SINCAM004622
SINCAM017817	SINCAM017493
SINCAM012463	SINCAM011170
SINCAM014525	SINCAM005071
SINCAM010586	SINCAM001802
SINCAM921684	SINCAM016548
SINCAM012132	SINCAM922499
SINCAM015307	SINCAM015525
SINCAM013632	SINCAM920652
SINCAM003394	SINCAM008407
SINCAM003131	SINCAM923078
SINCAM920746	SINCAM016160
SINCAM001373	SINCAM013230
SINCAM002444	SINCAM002995
SINCAM011694	SINCAM922226
SINCAM015156	SINCAM920957
SINCAM002498	SINCAM921702
SINCAM013427	SINCAM006298
SINCAM008032	SINCAM012332
SINCAM018107	SINCAM015640
SINCAM015647	SINCAM922953
SINCAM010230	SINCAM000288
SINCAM006004	SINCAM003021
SINCAM009326	SINCAM008705
SINCAM006593	SINCAM920665
SINCAM008671	SINCAM007464
SINCAM009219	SINCAM012219
SINCAM002669	SINCAM015013
SINCAM014568	SINCAM010692
SINCAM009236	SINCAM009233
SINCAM000732	SINCAM000734
SINCAM013004	SINCAM920612
SINCAM015401	SINCAM016562
SINCAM014346	SINCAM006942
SINCAM007399	SINCAM015935
SINCAM017602	SINCAM003511
SINCAM922632	SINCAM011239
SINCAM012885	SINCAM900135
SINCAM002889	SINCAM002396
SINCAM001230	SINCAM014054
SINCAM002188	SINCAM922647
SINCAM010064	SINCAM007004
SINCAM015129	SINCAM015135
SINCAM009952	SINCAM006700
SINCAM003437	SINCAM008286
SINCAM921914	SINCAM013622
SINCAM004970	SINCAM009450
SINCAM010703	SINCAM921285
SINCAM014570	SINCAM015586
SINCAM008359	SINCAM015024
SINCAM002353	SINCAM011967
SINCAM000767	SINCAM007164
SINCAM004213	SINCAM921001
SINCAM000721	SINCAM921870
SINCAM006436	SINCAM013531
SINCAM900158	SINCAM001398
SINCAM014943	SINCAM015531
SINCAM011490	SINCAM920990
SINCAM017239	SINCAM014666
SINCAM009869	SINCAM009651
SINCAM001327	SINCAM923054
SINCAM014930	SINCAM923143
SINCAM922815	SINCAM002849
SINCAM014220	SINCAM005925
SINCAM015248	SINCAM016921
SINCAM000358	SINCAM008070
SINCAM011738	SINCAM005957
SINCAM000576	SINCAM010935
SINCAM016144	SINCAM900058
SINCAM922498	SINCAM001455
SINCAM922459	SINCAM009097
SINCAM008927	SINCAM921741
SINCAM008989	SINCAM015105
SINCAM013717	SINCAM009201
SINCAM921180	SINCAM012042
SINCAM014057	SINCAM920652
SINCAM015647	SINCAM923084
SINCAM012148	SINCAM005529
SINCAM015126	SINCAM008230
SINCAM005620	SINCAM922791
SINCAM923143	SINCAM016104
SINCAM001758	SINCAM006448
SINCAM014917	SINCAM011086
SINCAM002164	SINCAM006345
SINCAM018011	SINCAM014570
SINCAM016545	SINCAM003785
SINCAM010257	SINCAM010803
SINCAM001914	SINCAM012271
SINCAM010234	SINCAM010246
SINCAM920766	SINCAM921137
SINCAM014358	SINCAM006880
SINCAM012966	SINCAM900091
SINCAM920761	SINCAM921069
SINCAM001230	SINCAM921559
SINCAM012131	SINCAM004560
SINCAM000166	SINCAM007238
SINCAM015563	SINCAM922245
SINCAM922121	SINCAM001177
SINCAM015785	SINCAM002660
SINCAM923177	SINCAM015861
SINCAM923009	SINCAM001065
SINCAM016376	SINCAM003948
SINCAM013785	SINCAM009313
SINCAM009722	SINCAM920934
SINCAM921975	SINCAM921287
SINCAM002178	SINCAM011239
SINCAM000999	SINCAM014503
SINCAM922031	SINCAM008611
SINCAM015912	SINCAM013503
SINCAM014805	SINCAM012601
SINCAM011383	SINCAM014788
SINCAM011817	SINCAM010316
SINCAM921941	SINCAM921285
SINCAM012058	SINCAM002573
SINCAM014231	SINCAM006668
SINCAM007190	SINCAM009460
SINCAM001719	SINCAM005561
SINCAM000717	SINCAM000818
SINCAM922783	SINCAM012521
SINCAM006921	SINCAM014309
SINCAM001239	SINCAM013242
SINCAM018019	SINCAM008236
SINCAM008019	SINCAM007895
SINCAM000889	SINCAM014404
SINCAM001062	SINCAM013130
SINCAM016785	SINCAM012820
SINCAM921809	SINCAM000591
SINCAM920659	SINCAM001564
SINCAM013003	SINCAM014479
SINCAM002653	SINCAM008983
SINCAM012753	SINCAM900139
SINCAM002289	SINCAM002739
SINCAM004198	SINCAM921403
SINCAM004766	SINCAM009164
SINCAM013928	SINCAM920543
SINCAM015025	SINCAM008358
SINCAM009518	SINCAM009150
SINCAM015569	SINCAM015522
SINCAM005508	SINCAM012814
SINCAM002409	SINCAM010350
SINCAM009358	SINCAM015507
SINCAM000880	SINCAM015209
SINCAM013760	SINCAM009714
SINCAM920660	SINCAM921602
SINCAM015403	SINCAM015375
SINCAM922797	SINCAM920959
SINCAM004403	SINCAM010775
SINCAM015419	SINCAM015647
SINCAM011642	SINCAM012255
SINCAM011386	SINCAM012707
SINCAM013961	SINCAM004084
SINCAM000752	SINCAM014323
SINCAM000396	SINCAM004714
SINCAM922514	SINCAM006202
SINCAM003620	SINCAM008194
SINCAM005540	SINCAM009884
SINCAM005315	SINCAM005034
SINCAM006816	SINCAM016851
SINCAM000152	SINCAM010269
SINCAM006148	SINCAM006150
SINCAM920482	SINCAM014328
SINCAM015551	SINCAM014568
SINCAM015583	SINCAM015134
SINCAM014305	SINCAM006822
SINCAM009243	SINCAM009247
SINCAM921354	SINCAM922584
SINCAM014305	SINCAM006819
SINCAM010189	SINCAM010888
SINCAM002518	SINCAM002626
SINCAM001782	SINCAM016320
SINCAM010159	SINCAM007212
SINCAM922519	SINCAM009781
SINCAM014796	SINCAM005618
SINCAM000904	SINCAM005418
SINCAM009498	SINCAM921308
SINCAM009667	SINCAM005829
SINCAM002019	SINCAM012452
SINCAM000902	SINCAM005417
SINCAM000151	SINCAM010270
SINCAM013887	SINCAM013881
SINCAM011184	SINCAM012661
SINCAM004373	SINCAM010865
SINCAM013311	SINCAM006703
SINCAM008991	SINCAM002502
SINCAM001193	SINCAM005057
SINCAM007395	SINCAM014425
SINCAM011073	SINCAM012456
SINCAM920907	SINCAM000995
SINCAM009363	SINCAM009362
SINCAM008441	SINCAM014568
SINCAM000224	SINCAM009965
SINCAM014591	SINCAM014631
SINCAM012067	SINCAM008434
SINCAM004721	SINCAM010897
SINCAM004639	SINCAM010754
SINCAM009357	SINCAM004198
SINCAM013022	SINCAM003715
SINCAM003316	SINCAM004685
SINCAM922449	SINCAM010396
SINCAM002127	SINCAM007119
SINCAM000099	SINCAM000094
SINCAM009260	SINCAM004961
SINCAM922322	SINCAM921403
SINCAM000837	SINCAM005028
SINCAM003045	SINCAM009056
SINCAM002810	SINCAM007852
SINCAM016430	SINCAM000790
SINCAM920431	SINCAM009422
SINCAM001209	SINCAM013067
SINCAM014677	SINCAM014690
SINCAM009385	SINCAM004821
SINCAM013198	SINCAM920579
SINCAM002565	SINCAM016246
SINCAM923118	SINCAM923171
SINCAM015927	SINCAM005902
SINCAM003815	SINCAM010044
SINCAM010001	SINCAM000608
SINCAM013877	SINCAM922881
SINCAM920888	SINCAM015603
SINCAM002648	SINCAM011853
SINCAM922585	SINCAM921903
SINCAM005409	SINCAM000998
SINCAM001933	SINCAM001940
SINCAM012395	SINCAM011204
SINCAM004945	SINCAM000527
SINCAM007199	SINCAM010140
SINCAM015707	SINCAM007401
SINCAM922811	SINCAM014706
SINCAM002805	SINCAM012046
SINCAM010151	SINCAM013130
SINCAM010664	SINCAM002411
SINCAM003382	SINCAM923022
SINCAM011966	SINCAM012890
SINCAM015032	SINCAM922941
SINCAM006309	SINCAM001716
SINCAM007999	SINCAM005125
SINCAM015397	SINCAM015997
SINCAM922489	SINCAM009847
SINCAM922418	SINCAM005350
SINCAM007739	SINCAM922086
SINCAM000147	SINCAM921845
SINCAM012829	SINCAM001357
SINCAM001358	SINCAM900146
SINCAM010725	SINCAM011054
SINCAM012394	SINCAM011184
SINCAM014112	SINCAM006424
SINCAM014129	SINCAM014981
SINCAM923085	SINCAM923025
SINCAM011097	SINCAM922204
SINCAM013561	SINCAM900289
SINCAM004574	SINCAM921014
SINCAM000438	SINCAM010078
SINCAM015018	SINCAM004105
SINCAM922548	SINCAM013292
SINCAM015207	SINCAM015204
SINCAM011902	SINCAM010438
SINCAM006050	SINCAM006046
SINCAM001176	SINCAM011524
SINCAM015602	SINCAM007647
SINCAM001732	SINCAM013350
SINCAM013862	SINCAM004092
SINCAM009358	SINCAM015834
SINCAM005073	SINCAM000816
SINCAM012047	SINCAM008938
SINCAM001232	SINCAM009752
