ENSLOCP00000011371	ENSLOCP00000009128
ENSLOCP00000001327	ENSLOCP00000017443
ENSLOCP00000017443	ENSLOCP00000001327
ENSLOCP00000012978	ENSLOCP00000017443
ENSLOCP00000017443	ENSLOCP00000012978
ENSLOCP00000002479	ENSLOCP00000001486
ENSLOCP00000001486	ENSLOCP00000002479
ENSLOCP00000002341	ENSLOCP00000014729
ENSLOCP00000014729	ENSLOCP00000002341
ENSLOCP00000002341	ENSLOCP00000007200
ENSLOCP00000007200	ENSLOCP00000002341
ENSLOCP00000014729	ENSLOCP00000007200
ENSLOCP00000007200	ENSLOCP00000014729
ENSLOCP00000005965	ENSLOCP00000015104
ENSLOCP00000015104	ENSLOCP00000005965
ENSLOCP00000005965	ENSLOCP00000010998
ENSLOCP00000010998	ENSLOCP00000005965
ENSLOCP00000015104	ENSLOCP00000010998
ENSLOCP00000010998	ENSLOCP00000015104
ENSLOCP00000015470	ENSLOCP00000007962
ENSLOCP00000007962	ENSLOCP00000015470
ENSLOCP00000015470	ENSLOCP00000004937
ENSLOCP00000004937	ENSLOCP00000015470
ENSLOCP00000007962	ENSLOCP00000004937
ENSLOCP00000004937	ENSLOCP00000007962
ENSLOCP00000002872	ENSLOCP00000008514
ENSLOCP00000008514	ENSLOCP00000002872
ENSLOCP00000018402	ENSLOCP00000006583
ENSLOCP00000006583	ENSLOCP00000018402
ENSLOCP00000007398	ENSLOCP00000007420
ENSLOCP00000007420	ENSLOCP00000007398
ENSLOCP00000007398	ENSLOCP00000011128
ENSLOCP00000011128	ENSLOCP00000007398
ENSLOCP00000007420	ENSLOCP00000011128
ENSLOCP00000011128	ENSLOCP00000007420
ENSLOCP00000015317	ENSLOCP00000016749
ENSLOCP00000016749	ENSLOCP00000015317
ENSLOCP00000021938	ENSLOCP00000022451
ENSLOCP00000022451	ENSLOCP00000021938
ENSLOCP00000021938	ENSLOCP00000022299
ENSLOCP00000022299	ENSLOCP00000021938
ENSLOCP00000022451	ENSLOCP00000022299
ENSLOCP00000022299	ENSLOCP00000022451
ENSLOCP00000008813	ENSLOCP00000014205
ENSLOCP00000014205	ENSLOCP00000008813
ENSLOCP00000001192	ENSLOCP00000009028
ENSLOCP00000009028	ENSLOCP00000001192
ENSLOCP00000001192	ENSLOCP00000002584
ENSLOCP00000002584	ENSLOCP00000001192
ENSLOCP00000009028	ENSLOCP00000002584
ENSLOCP00000002584	ENSLOCP00000009028
ENSLOCP00000022070	ENSLOCP00000009305
ENSLOCP00000009305	ENSLOCP00000022070
ENSLOCP00000022070	ENSLOCP00000012187
ENSLOCP00000012187	ENSLOCP00000022070
ENSLOCP00000009305	ENSLOCP00000012187
ENSLOCP00000012187	ENSLOCP00000009305
ENSLOCP00000013791	ENSLOCP00000017092
ENSLOCP00000017092	ENSLOCP00000013791
ENSLOCP00000011882	ENSLOCP00000010970
ENSLOCP00000010970	ENSLOCP00000011882
ENSLOCP00000013126	ENSLOCP00000006842
ENSLOCP00000006842	ENSLOCP00000013126
ENSLOCP00000010505	ENSLOCP00000010191
ENSLOCP00000010191	ENSLOCP00000010505
ENSLOCP00000016549	ENSLOCP00000010563
ENSLOCP00000010563	ENSLOCP00000016549
ENSLOCP00000016549	ENSLOCP00000007798
ENSLOCP00000007798	ENSLOCP00000016549
ENSLOCP00000010563	ENSLOCP00000007798
ENSLOCP00000007798	ENSLOCP00000010563
ENSLOCP00000016215	ENSLOCP00000019588
ENSLOCP00000019588	ENSLOCP00000016215
ENSLOCP00000016215	ENSLOCP00000016204
ENSLOCP00000016204	ENSLOCP00000016215
ENSLOCP00000016215	ENSLOCP00000019586
ENSLOCP00000019586	ENSLOCP00000016215
ENSLOCP00000019588	ENSLOCP00000016204
ENSLOCP00000016204	ENSLOCP00000019588
ENSLOCP00000019588	ENSLOCP00000019586
ENSLOCP00000019586	ENSLOCP00000019588
ENSLOCP00000016204	ENSLOCP00000019586
ENSLOCP00000019586	ENSLOCP00000016204
ENSLOCP00000009483	ENSLOCP00000018603
ENSLOCP00000018603	ENSLOCP00000009483
ENSLOCP00000009483	ENSLOCP00000000300
ENSLOCP00000000300	ENSLOCP00000009483
ENSLOCP00000018603	ENSLOCP00000000300
ENSLOCP00000000300	ENSLOCP00000018603
ENSLOCP00000002459	ENSLOCP00000002400
ENSLOCP00000002400	ENSLOCP00000002459
ENSLOCP00000002459	ENSLOCP00000007703
ENSLOCP00000007703	ENSLOCP00000002459
ENSLOCP00000002400	ENSLOCP00000007703
ENSLOCP00000007703	ENSLOCP00000002400
ENSLOCP00000003480	ENSLOCP00000021375
ENSLOCP00000021375	ENSLOCP00000003480
ENSLOCP00000015342	ENSLOCP00000018439
ENSLOCP00000018439	ENSLOCP00000015342
ENSLOCP00000015342	ENSLOCP00000010717
ENSLOCP00000010717	ENSLOCP00000015342
ENSLOCP00000018439	ENSLOCP00000010717
ENSLOCP00000010717	ENSLOCP00000018439
ENSLOCP00000001639	ENSLOCP00000006657
ENSLOCP00000006657	ENSLOCP00000001639
ENSLOCP00000001639	ENSLOCP00000020989
ENSLOCP00000020989	ENSLOCP00000001639
ENSLOCP00000006657	ENSLOCP00000020989
ENSLOCP00000020989	ENSLOCP00000006657
ENSLOCP00000013804	ENSLOCP00000001811
ENSLOCP00000001811	ENSLOCP00000013804
ENSLOCP00000013804	ENSLOCP00000005042
ENSLOCP00000005042	ENSLOCP00000013804
ENSLOCP00000013804	ENSLOCP00000014802
ENSLOCP00000014802	ENSLOCP00000013804
ENSLOCP00000013804	ENSLOCP00000014781
ENSLOCP00000014781	ENSLOCP00000013804
ENSLOCP00000013804	ENSLOCP00000018318
ENSLOCP00000018318	ENSLOCP00000013804
ENSLOCP00000001811	ENSLOCP00000005042
ENSLOCP00000005042	ENSLOCP00000001811
ENSLOCP00000001811	ENSLOCP00000014802
ENSLOCP00000014802	ENSLOCP00000001811
ENSLOCP00000001811	ENSLOCP00000014781
ENSLOCP00000014781	ENSLOCP00000001811
ENSLOCP00000001811	ENSLOCP00000018318
ENSLOCP00000018318	ENSLOCP00000001811
ENSLOCP00000005042	ENSLOCP00000014802
ENSLOCP00000014802	ENSLOCP00000005042
ENSLOCP00000005042	ENSLOCP00000014781
ENSLOCP00000014781	ENSLOCP00000005042
ENSLOCP00000005042	ENSLOCP00000018318
ENSLOCP00000018318	ENSLOCP00000005042
ENSLOCP00000014802	ENSLOCP00000014781
ENSLOCP00000014781	ENSLOCP00000014802
ENSLOCP00000014802	ENSLOCP00000018318
ENSLOCP00000018318	ENSLOCP00000014802
ENSLOCP00000014781	ENSLOCP00000018318
ENSLOCP00000018318	ENSLOCP00000014781
ENSLOCP00000009934	ENSLOCP00000001280
ENSLOCP00000001280	ENSLOCP00000009934
ENSLOCP00000010347	ENSLOCP00000010455
ENSLOCP00000010455	ENSLOCP00000010347
ENSLOCP00000010347	ENSLOCP00000004579
ENSLOCP00000004579	ENSLOCP00000010347
ENSLOCP00000010347	ENSLOCP00000012247
ENSLOCP00000012247	ENSLOCP00000010347
ENSLOCP00000010347	ENSLOCP00000000198
ENSLOCP00000000198	ENSLOCP00000010347
ENSLOCP00000010455	ENSLOCP00000004579
ENSLOCP00000004579	ENSLOCP00000010455
ENSLOCP00000010455	ENSLOCP00000012247
ENSLOCP00000012247	ENSLOCP00000010455
ENSLOCP00000010455	ENSLOCP00000000198
ENSLOCP00000000198	ENSLOCP00000010455
ENSLOCP00000004579	ENSLOCP00000012247
ENSLOCP00000012247	ENSLOCP00000004579
ENSLOCP00000004579	ENSLOCP00000000198
ENSLOCP00000000198	ENSLOCP00000004579
ENSLOCP00000012247	ENSLOCP00000000198
ENSLOCP00000000198	ENSLOCP00000012247
ENSLOCP00000005442	ENSLOCP00000015640
ENSLOCP00000015640	ENSLOCP00000005442
ENSLOCP00000009369	ENSLOCP00000021325
ENSLOCP00000021325	ENSLOCP00000009369
ENSLOCP00000008239	ENSLOCP00000009142
ENSLOCP00000009142	ENSLOCP00000008239
ENSLOCP00000008239	ENSLOCP00000003220
ENSLOCP00000003220	ENSLOCP00000008239
ENSLOCP00000008239	ENSLOCP00000012408
ENSLOCP00000012408	ENSLOCP00000008239
ENSLOCP00000009142	ENSLOCP00000003220
ENSLOCP00000003220	ENSLOCP00000009142
ENSLOCP00000009142	ENSLOCP00000012408
ENSLOCP00000012408	ENSLOCP00000009142
ENSLOCP00000003220	ENSLOCP00000012408
ENSLOCP00000012408	ENSLOCP00000003220
ENSLOCP00000018230	ENSLOCP00000011876
ENSLOCP00000011876	ENSLOCP00000018230
ENSLOCP00000006090	ENSLOCP00000011429
ENSLOCP00000011429	ENSLOCP00000006090
ENSLOCP00000006090	ENSLOCP00000006765
ENSLOCP00000006765	ENSLOCP00000006090
ENSLOCP00000011429	ENSLOCP00000006765
ENSLOCP00000006765	ENSLOCP00000011429
ENSLOCP00000011003	ENSLOCP00000000960
ENSLOCP00000000960	ENSLOCP00000011003
ENSLOCP00000011003	ENSLOCP00000000980
ENSLOCP00000000980	ENSLOCP00000011003
ENSLOCP00000000960	ENSLOCP00000000980
ENSLOCP00000000980	ENSLOCP00000000960
ENSLOCP00000010499	ENSLOCP00000014054
ENSLOCP00000014054	ENSLOCP00000010499
ENSLOCP00000010499	ENSLOCP00000003196
ENSLOCP00000003196	ENSLOCP00000010499
ENSLOCP00000014054	ENSLOCP00000003196
ENSLOCP00000003196	ENSLOCP00000014054
ENSLOCP00000014687	ENSLOCP00000021657
ENSLOCP00000021657	ENSLOCP00000014687
ENSLOCP00000014687	ENSLOCP00000022338
ENSLOCP00000022338	ENSLOCP00000014687
ENSLOCP00000021657	ENSLOCP00000022338
ENSLOCP00000022338	ENSLOCP00000021657
ENSLOCP00000002421	ENSLOCP00000005338
ENSLOCP00000005338	ENSLOCP00000002421
ENSLOCP00000002421	ENSLOCP00000002297
ENSLOCP00000002297	ENSLOCP00000002421
ENSLOCP00000005338	ENSLOCP00000002297
ENSLOCP00000002297	ENSLOCP00000005338
ENSLOCP00000019259	ENSLOCP00000016432
ENSLOCP00000016432	ENSLOCP00000019259
ENSLOCP00000019259	ENSLOCP00000017643
ENSLOCP00000017643	ENSLOCP00000019259
ENSLOCP00000016432	ENSLOCP00000017643
ENSLOCP00000017643	ENSLOCP00000016432
ENSLOCP00000014166	ENSLOCP00000014199
ENSLOCP00000014199	ENSLOCP00000014166
ENSLOCP00000021932	ENSLOCP00000021623
ENSLOCP00000021623	ENSLOCP00000021932
ENSLOCP00000021932	ENSLOCP00000015929
ENSLOCP00000015929	ENSLOCP00000021932
ENSLOCP00000021932	ENSLOCP00000022311
ENSLOCP00000022311	ENSLOCP00000021932
ENSLOCP00000021623	ENSLOCP00000015929
ENSLOCP00000015929	ENSLOCP00000021623
ENSLOCP00000021623	ENSLOCP00000022311
ENSLOCP00000022311	ENSLOCP00000021623
ENSLOCP00000015929	ENSLOCP00000022311
ENSLOCP00000022311	ENSLOCP00000015929
ENSLOCP00000017857	ENSLOCP00000008945
ENSLOCP00000008945	ENSLOCP00000017857
ENSLOCP00000017857	ENSLOCP00000005074
ENSLOCP00000005074	ENSLOCP00000017857
ENSLOCP00000017857	ENSLOCP00000013547
ENSLOCP00000013547	ENSLOCP00000017857
ENSLOCP00000008945	ENSLOCP00000005074
ENSLOCP00000005074	ENSLOCP00000008945
ENSLOCP00000008945	ENSLOCP00000013547
ENSLOCP00000013547	ENSLOCP00000008945
ENSLOCP00000005074	ENSLOCP00000013547
ENSLOCP00000013547	ENSLOCP00000005074
ENSLOCP00000007950	ENSLOCP00000000580
ENSLOCP00000000580	ENSLOCP00000007950
ENSLOCP00000007950	ENSLOCP00000018717
ENSLOCP00000018717	ENSLOCP00000007950
ENSLOCP00000000580	ENSLOCP00000018717
ENSLOCP00000018717	ENSLOCP00000000580
ENSLOCP00000000986	ENSLOCP00000019921
ENSLOCP00000019921	ENSLOCP00000000986
ENSLOCP00000004347	ENSLOCP00000002040
ENSLOCP00000002040	ENSLOCP00000004347
ENSLOCP00000009410	ENSLOCP00000003923
ENSLOCP00000003923	ENSLOCP00000009410
ENSLOCP00000012520	ENSLOCP00000006527
ENSLOCP00000006527	ENSLOCP00000012520
ENSLOCP00000006018	ENSLOCP00000003344
ENSLOCP00000003344	ENSLOCP00000006018
ENSLOCP00000006018	ENSLOCP00000000001
ENSLOCP00000000001	ENSLOCP00000006018
ENSLOCP00000003344	ENSLOCP00000000001
ENSLOCP00000000001	ENSLOCP00000003344
ENSLOCP00000005696	ENSLOCP00000008089
ENSLOCP00000008089	ENSLOCP00000005696
ENSLOCP00000009255	ENSLOCP00000001940
ENSLOCP00000001940	ENSLOCP00000009255
ENSLOCP00000009255	ENSLOCP00000011065
ENSLOCP00000011065	ENSLOCP00000009255
ENSLOCP00000009255	ENSLOCP00000011084
ENSLOCP00000011084	ENSLOCP00000009255
ENSLOCP00000009255	ENSLOCP00000020380
ENSLOCP00000020380	ENSLOCP00000009255
ENSLOCP00000001940	ENSLOCP00000011065
ENSLOCP00000011065	ENSLOCP00000001940
ENSLOCP00000001940	ENSLOCP00000011084
ENSLOCP00000011084	ENSLOCP00000001940
ENSLOCP00000001940	ENSLOCP00000020380
ENSLOCP00000020380	ENSLOCP00000001940
ENSLOCP00000011065	ENSLOCP00000011084
ENSLOCP00000011084	ENSLOCP00000011065
ENSLOCP00000011065	ENSLOCP00000020380
ENSLOCP00000020380	ENSLOCP00000011065
ENSLOCP00000011084	ENSLOCP00000020380
ENSLOCP00000020380	ENSLOCP00000011084
ENSLOCP00000011766	ENSLOCP00000014073
ENSLOCP00000014073	ENSLOCP00000011766
ENSLOCP00000013571	ENSLOCP00000002594
ENSLOCP00000002594	ENSLOCP00000013571
ENSLOCP00000013571	ENSLOCP00000003884
ENSLOCP00000003884	ENSLOCP00000013571
ENSLOCP00000002594	ENSLOCP00000003884
ENSLOCP00000003884	ENSLOCP00000002594
ENSLOCP00000004605	ENSLOCP00000006417
ENSLOCP00000006417	ENSLOCP00000004605
ENSLOCP00000015065	ENSLOCP00000019741
ENSLOCP00000019741	ENSLOCP00000015065
ENSLOCP00000015065	ENSLOCP00000017617
ENSLOCP00000017617	ENSLOCP00000015065
ENSLOCP00000019741	ENSLOCP00000017617
ENSLOCP00000017617	ENSLOCP00000019741
ENSLOCP00000001424	ENSLOCP00000003736
ENSLOCP00000003736	ENSLOCP00000001424
ENSLOCP00000018266	ENSLOCP00000004093
ENSLOCP00000004093	ENSLOCP00000018266
ENSLOCP00000007050	ENSLOCP00000007232
ENSLOCP00000007232	ENSLOCP00000007050
ENSLOCP00000010244	ENSLOCP00000010555
ENSLOCP00000010555	ENSLOCP00000010244
ENSLOCP00000017098	ENSLOCP00000014379
ENSLOCP00000014379	ENSLOCP00000017098
ENSLOCP00000003187	ENSLOCP00000000145
ENSLOCP00000000145	ENSLOCP00000003187
ENSLOCP00000013801	ENSLOCP00000013835
ENSLOCP00000013835	ENSLOCP00000013801
ENSLOCP00000013801	ENSLOCP00000013886
ENSLOCP00000013886	ENSLOCP00000013801
ENSLOCP00000013835	ENSLOCP00000013886
ENSLOCP00000013886	ENSLOCP00000013835
ENSLOCP00000004518	ENSLOCP00000018739
ENSLOCP00000018739	ENSLOCP00000004518
ENSLOCP00000018063	ENSLOCP00000016816
ENSLOCP00000016816	ENSLOCP00000018063
ENSLOCP00000018063	ENSLOCP00000019034
ENSLOCP00000019034	ENSLOCP00000018063
ENSLOCP00000016816	ENSLOCP00000019034
ENSLOCP00000019034	ENSLOCP00000016816
ENSLOCP00000015493	ENSLOCP00000019792
ENSLOCP00000019792	ENSLOCP00000015493
ENSLOCP00000015493	ENSLOCP00000017711
ENSLOCP00000017711	ENSLOCP00000015493
ENSLOCP00000019792	ENSLOCP00000017711
ENSLOCP00000017711	ENSLOCP00000019792
ENSLOCP00000007546	ENSLOCP00000009608
ENSLOCP00000009608	ENSLOCP00000007546
ENSLOCP00000007546	ENSLOCP00000007376
ENSLOCP00000007376	ENSLOCP00000007546
ENSLOCP00000009608	ENSLOCP00000007376
ENSLOCP00000007376	ENSLOCP00000009608
ENSLOCP00000019411	ENSLOCP00000016994
ENSLOCP00000016994	ENSLOCP00000019411
ENSLOCP00000019411	ENSLOCP00000018006
ENSLOCP00000018006	ENSLOCP00000019411
ENSLOCP00000019411	ENSLOCP00000019253
ENSLOCP00000019253	ENSLOCP00000019411
ENSLOCP00000019411	ENSLOCP00000013430
ENSLOCP00000013430	ENSLOCP00000019411
ENSLOCP00000016994	ENSLOCP00000018006
ENSLOCP00000018006	ENSLOCP00000016994
ENSLOCP00000016994	ENSLOCP00000019253
ENSLOCP00000019253	ENSLOCP00000016994
ENSLOCP00000016994	ENSLOCP00000013430
ENSLOCP00000013430	ENSLOCP00000016994
ENSLOCP00000018006	ENSLOCP00000019253
ENSLOCP00000019253	ENSLOCP00000018006
ENSLOCP00000018006	ENSLOCP00000013430
ENSLOCP00000013430	ENSLOCP00000018006
ENSLOCP00000019253	ENSLOCP00000013430
ENSLOCP00000013430	ENSLOCP00000019253
ENSLOCP00000008081	ENSLOCP00000015085
ENSLOCP00000015085	ENSLOCP00000008081
ENSLOCP00000019475	ENSLOCP00000019476
ENSLOCP00000019476	ENSLOCP00000019475
ENSLOCP00000006760	ENSLOCP00000012402
ENSLOCP00000012402	ENSLOCP00000006760
ENSLOCP00000022185	ENSLOCP00000011660
ENSLOCP00000011660	ENSLOCP00000022185
ENSLOCP00000018441	ENSLOCP00000015587
ENSLOCP00000015587	ENSLOCP00000018441
ENSLOCP00000005648	ENSLOCP00000004923
ENSLOCP00000004923	ENSLOCP00000005648
ENSLOCP00000019040	ENSLOCP00000007315
ENSLOCP00000007315	ENSLOCP00000019040
ENSLOCP00000016762	ENSLOCP00000005672
ENSLOCP00000005672	ENSLOCP00000016762
ENSLOCP00000005646	ENSLOCP00000015741
ENSLOCP00000015741	ENSLOCP00000005646
ENSLOCP00000003352	ENSLOCP00000021522
ENSLOCP00000021522	ENSLOCP00000003352
ENSLOCP00000003352	ENSLOCP00000021595
ENSLOCP00000021595	ENSLOCP00000003352
ENSLOCP00000021522	ENSLOCP00000021595
ENSLOCP00000021595	ENSLOCP00000021522
ENSLOCP00000001681	ENSLOCP00000003379
ENSLOCP00000003379	ENSLOCP00000001681
ENSLOCP00000001681	ENSLOCP00000007550
ENSLOCP00000007550	ENSLOCP00000001681
ENSLOCP00000003379	ENSLOCP00000007550
ENSLOCP00000007550	ENSLOCP00000003379
ENSLOCP00000003210	ENSLOCP00000004009
ENSLOCP00000004009	ENSLOCP00000003210
ENSLOCP00000003210	ENSLOCP00000008392
ENSLOCP00000008392	ENSLOCP00000003210
ENSLOCP00000003210	ENSLOCP00000008376
ENSLOCP00000008376	ENSLOCP00000003210
ENSLOCP00000004009	ENSLOCP00000008392
ENSLOCP00000008392	ENSLOCP00000004009
ENSLOCP00000004009	ENSLOCP00000008376
ENSLOCP00000008376	ENSLOCP00000004009
ENSLOCP00000008392	ENSLOCP00000008376
ENSLOCP00000008376	ENSLOCP00000008392
ENSLOCP00000003131	ENSLOCP00000003319
ENSLOCP00000003319	ENSLOCP00000003131
ENSLOCP00000003131	ENSLOCP00000006152
ENSLOCP00000006152	ENSLOCP00000003131
ENSLOCP00000003131	ENSLOCP00000016957
ENSLOCP00000016957	ENSLOCP00000003131
ENSLOCP00000003131	ENSLOCP00000006173
ENSLOCP00000006173	ENSLOCP00000003131
ENSLOCP00000003319	ENSLOCP00000006152
ENSLOCP00000006152	ENSLOCP00000003319
ENSLOCP00000003319	ENSLOCP00000016957
ENSLOCP00000016957	ENSLOCP00000003319
ENSLOCP00000003319	ENSLOCP00000006173
ENSLOCP00000006173	ENSLOCP00000003319
ENSLOCP00000006152	ENSLOCP00000016957
ENSLOCP00000016957	ENSLOCP00000006152
ENSLOCP00000006152	ENSLOCP00000006173
ENSLOCP00000006173	ENSLOCP00000006152
ENSLOCP00000016957	ENSLOCP00000006173
ENSLOCP00000006173	ENSLOCP00000016957
ENSLOCP00000004734	ENSLOCP00000010148
ENSLOCP00000010148	ENSLOCP00000004734
ENSLOCP00000019860	ENSLOCP00000005402
ENSLOCP00000005402	ENSLOCP00000019860
ENSLOCP00000019860	ENSLOCP00000002782
ENSLOCP00000002782	ENSLOCP00000019860
ENSLOCP00000019860	ENSLOCP00000011823
ENSLOCP00000011823	ENSLOCP00000019860
ENSLOCP00000005402	ENSLOCP00000002782
ENSLOCP00000002782	ENSLOCP00000005402
ENSLOCP00000005402	ENSLOCP00000011823
ENSLOCP00000011823	ENSLOCP00000005402
ENSLOCP00000002782	ENSLOCP00000011823
ENSLOCP00000011823	ENSLOCP00000002782
ENSLOCP00000006738	ENSLOCP00000003108
ENSLOCP00000003108	ENSLOCP00000006738
ENSLOCP00000020759	ENSLOCP00000013394
ENSLOCP00000013394	ENSLOCP00000020759
ENSLOCP00000007007	ENSLOCP00000016851
ENSLOCP00000016851	ENSLOCP00000007007
ENSLOCP00000007007	ENSLOCP00000013333
ENSLOCP00000013333	ENSLOCP00000007007
ENSLOCP00000007007	ENSLOCP00000017954
ENSLOCP00000017954	ENSLOCP00000007007
ENSLOCP00000016851	ENSLOCP00000013333
ENSLOCP00000013333	ENSLOCP00000016851
ENSLOCP00000016851	ENSLOCP00000017954
ENSLOCP00000017954	ENSLOCP00000016851
ENSLOCP00000013333	ENSLOCP00000017954
ENSLOCP00000017954	ENSLOCP00000013333
ENSLOCP00000001225	ENSLOCP00000013781
ENSLOCP00000013781	ENSLOCP00000001225
ENSLOCP00000004988	ENSLOCP00000017753
ENSLOCP00000017753	ENSLOCP00000004988
ENSLOCP00000004988	ENSLOCP00000017394
ENSLOCP00000017394	ENSLOCP00000004988
ENSLOCP00000004988	ENSLOCP00000008488
ENSLOCP00000008488	ENSLOCP00000004988
ENSLOCP00000004988	ENSLOCP00000017695
ENSLOCP00000017695	ENSLOCP00000004988
ENSLOCP00000017753	ENSLOCP00000017394
ENSLOCP00000017394	ENSLOCP00000017753
ENSLOCP00000017753	ENSLOCP00000008488
ENSLOCP00000008488	ENSLOCP00000017753
ENSLOCP00000017753	ENSLOCP00000017695
ENSLOCP00000017695	ENSLOCP00000017753
ENSLOCP00000017394	ENSLOCP00000008488
ENSLOCP00000008488	ENSLOCP00000017394
ENSLOCP00000017394	ENSLOCP00000017695
ENSLOCP00000017695	ENSLOCP00000017394
ENSLOCP00000008488	ENSLOCP00000017695
ENSLOCP00000017695	ENSLOCP00000008488
ENSLOCP00000009328	ENSLOCP00000012232
ENSLOCP00000012232	ENSLOCP00000009328
ENSLOCP00000019880	ENSLOCP00000003934
ENSLOCP00000003934	ENSLOCP00000019880
ENSLOCP00000020270	ENSLOCP00000020274
ENSLOCP00000020274	ENSLOCP00000020270
ENSLOCP00000020270	ENSLOCP00000013221
ENSLOCP00000013221	ENSLOCP00000020270
ENSLOCP00000020270	ENSLOCP00000017796
ENSLOCP00000017796	ENSLOCP00000020270
ENSLOCP00000020274	ENSLOCP00000013221
ENSLOCP00000013221	ENSLOCP00000020274
ENSLOCP00000020274	ENSLOCP00000017796
ENSLOCP00000017796	ENSLOCP00000020274
ENSLOCP00000013221	ENSLOCP00000017796
ENSLOCP00000017796	ENSLOCP00000013221
ENSLOCP00000009792	ENSLOCP00000012314
ENSLOCP00000012314	ENSLOCP00000009792
ENSLOCP00000011292	ENSLOCP00000014243
ENSLOCP00000014243	ENSLOCP00000011292
ENSLOCP00000011292	ENSLOCP00000015406
ENSLOCP00000015406	ENSLOCP00000011292
ENSLOCP00000014243	ENSLOCP00000015406
ENSLOCP00000015406	ENSLOCP00000014243
ENSLOCP00000009496	ENSLOCP00000016437
ENSLOCP00000016437	ENSLOCP00000009496
ENSLOCP00000009496	ENSLOCP00000013968
ENSLOCP00000013968	ENSLOCP00000009496
ENSLOCP00000016437	ENSLOCP00000013968
ENSLOCP00000013968	ENSLOCP00000016437
ENSLOCP00000019532	ENSLOCP00000012341
ENSLOCP00000012341	ENSLOCP00000019532
ENSLOCP00000019532	ENSLOCP00000012331
ENSLOCP00000012331	ENSLOCP00000019532
ENSLOCP00000012341	ENSLOCP00000012331
ENSLOCP00000012331	ENSLOCP00000012341
ENSLOCP00000014591	ENSLOCP00000016147
ENSLOCP00000016147	ENSLOCP00000014591
ENSLOCP00000016938	ENSLOCP00000018512
ENSLOCP00000018512	ENSLOCP00000016938
ENSLOCP00000016938	ENSLOCP00000022202
ENSLOCP00000022202	ENSLOCP00000016938
ENSLOCP00000018512	ENSLOCP00000022202
ENSLOCP00000022202	ENSLOCP00000018512
ENSLOCP00000002254	ENSLOCP00000013010
ENSLOCP00000013010	ENSLOCP00000002254
ENSLOCP00000009535	ENSLOCP00000001289
ENSLOCP00000001289	ENSLOCP00000009535
ENSLOCP00000013628	ENSLOCP00000001209
ENSLOCP00000001209	ENSLOCP00000013628
ENSLOCP00000013628	ENSLOCP00000013035
ENSLOCP00000013035	ENSLOCP00000013628
ENSLOCP00000001209	ENSLOCP00000013035
ENSLOCP00000013035	ENSLOCP00000001209
ENSLOCP00000017682	ENSLOCP00000010658
ENSLOCP00000010658	ENSLOCP00000017682
ENSLOCP00000014979	ENSLOCP00000015043
ENSLOCP00000015043	ENSLOCP00000014979
ENSLOCP00000019456	ENSLOCP00000000034
ENSLOCP00000000034	ENSLOCP00000019456
ENSLOCP00000019456	ENSLOCP00000019674
ENSLOCP00000019674	ENSLOCP00000019456
ENSLOCP00000019456	ENSLOCP00000013256
ENSLOCP00000013256	ENSLOCP00000019456
ENSLOCP00000019456	ENSLOCP00000017698
ENSLOCP00000017698	ENSLOCP00000019456
ENSLOCP00000000034	ENSLOCP00000019674
ENSLOCP00000019674	ENSLOCP00000000034
ENSLOCP00000000034	ENSLOCP00000013256
ENSLOCP00000013256	ENSLOCP00000000034
ENSLOCP00000000034	ENSLOCP00000017698
ENSLOCP00000017698	ENSLOCP00000000034
ENSLOCP00000019674	ENSLOCP00000013256
ENSLOCP00000013256	ENSLOCP00000019674
ENSLOCP00000019674	ENSLOCP00000017698
ENSLOCP00000017698	ENSLOCP00000019674
ENSLOCP00000013256	ENSLOCP00000017698
ENSLOCP00000017698	ENSLOCP00000013256
ENSLOCP00000015231	ENSLOCP00000000039
ENSLOCP00000000039	ENSLOCP00000015231
ENSLOCP00000003843	ENSLOCP00000005751
ENSLOCP00000005751	ENSLOCP00000003843
ENSLOCP00000020168	ENSLOCP00000014367
ENSLOCP00000014367	ENSLOCP00000020168
ENSLOCP00000016640	ENSLOCP00000001374
ENSLOCP00000001374	ENSLOCP00000016640
ENSLOCP00000000559	ENSLOCP00000000651
ENSLOCP00000000651	ENSLOCP00000000559
ENSLOCP00000000559	ENSLOCP00000009441
ENSLOCP00000009441	ENSLOCP00000000559
ENSLOCP00000000651	ENSLOCP00000009441
ENSLOCP00000009441	ENSLOCP00000000651
ENSLOCP00000001240	ENSLOCP00000020693
ENSLOCP00000020693	ENSLOCP00000001240
ENSLOCP00000001240	ENSLOCP00000011850
ENSLOCP00000011850	ENSLOCP00000001240
ENSLOCP00000020693	ENSLOCP00000011850
ENSLOCP00000011850	ENSLOCP00000020693
ENSLOCP00000020778	ENSLOCP00000011433
ENSLOCP00000011433	ENSLOCP00000020778
ENSLOCP00000017453	ENSLOCP00000014584
ENSLOCP00000014584	ENSLOCP00000017453
ENSLOCP00000016606	ENSLOCP00000012516
ENSLOCP00000012516	ENSLOCP00000016606
ENSLOCP00000018651	ENSLOCP00000018361
ENSLOCP00000018361	ENSLOCP00000018651
ENSLOCP00000018651	ENSLOCP00000009693
ENSLOCP00000009693	ENSLOCP00000018651
ENSLOCP00000018361	ENSLOCP00000009693
ENSLOCP00000009693	ENSLOCP00000018361
ENSLOCP00000002854	ENSLOCP00000016738
ENSLOCP00000016738	ENSLOCP00000002854
