ENSTGUP00000010909	ENSTGUP00000008898
ENSTGUP00000001784	ENSTGUP00000012867
ENSTGUP00000018007	ENSTGUP00000011265
ENSTGUP00000011265	ENSTGUP00000018007
ENSTGUP00000018007	ENSTGUP00000015235
ENSTGUP00000015235	ENSTGUP00000018007
ENSTGUP00000018007	ENSTGUP00000004274
ENSTGUP00000004274	ENSTGUP00000018007
ENSTGUP00000018007	ENSTGUP00000003555
ENSTGUP00000003555	ENSTGUP00000018007
ENSTGUP00000011265	ENSTGUP00000015235
ENSTGUP00000015235	ENSTGUP00000011265
ENSTGUP00000011265	ENSTGUP00000004274
ENSTGUP00000004274	ENSTGUP00000011265
ENSTGUP00000011265	ENSTGUP00000003555
ENSTGUP00000003555	ENSTGUP00000011265
ENSTGUP00000015235	ENSTGUP00000004274
ENSTGUP00000004274	ENSTGUP00000015235
ENSTGUP00000015235	ENSTGUP00000003555
ENSTGUP00000003555	ENSTGUP00000015235
ENSTGUP00000004274	ENSTGUP00000003555
ENSTGUP00000003555	ENSTGUP00000004274
ENSTGUP00000010311	ENSTGUP00000009255
ENSTGUP00000009255	ENSTGUP00000010311
ENSTGUP00000006848	ENSTGUP00000010354
ENSTGUP00000010354	ENSTGUP00000006848
ENSTGUP00000002366	ENSTGUP00000011887
ENSTGUP00000011887	ENSTGUP00000002366
ENSTGUP00000012166	ENSTGUP00000003861
ENSTGUP00000003861	ENSTGUP00000012166
ENSTGUP00000012967	ENSTGUP00000007217
ENSTGUP00000007217	ENSTGUP00000012967
ENSTGUP00000004769	ENSTGUP00000005189
ENSTGUP00000005189	ENSTGUP00000004769
ENSTGUP00000004769	ENSTGUP00000017826
ENSTGUP00000017826	ENSTGUP00000004769
ENSTGUP00000005189	ENSTGUP00000017826
ENSTGUP00000017826	ENSTGUP00000005189
ENSTGUP00000017529	ENSTGUP00000002757
ENSTGUP00000002757	ENSTGUP00000017529
ENSTGUP00000002078	ENSTGUP00000000232
ENSTGUP00000000232	ENSTGUP00000002078
ENSTGUP00000012567	ENSTGUP00000012516
ENSTGUP00000012516	ENSTGUP00000012567
ENSTGUP00000008842	ENSTGUP00000010434
ENSTGUP00000010434	ENSTGUP00000008842
ENSTGUP00000012899	ENSTGUP00000009379
ENSTGUP00000009379	ENSTGUP00000012899
ENSTGUP00000003845	ENSTGUP00000010340
ENSTGUP00000010340	ENSTGUP00000003845
ENSTGUP00000003845	ENSTGUP00000010408
ENSTGUP00000010408	ENSTGUP00000003845
ENSTGUP00000003845	ENSTGUP00000000446
ENSTGUP00000000446	ENSTGUP00000003845
ENSTGUP00000010340	ENSTGUP00000010408
ENSTGUP00000010408	ENSTGUP00000010340
ENSTGUP00000010340	ENSTGUP00000000446
ENSTGUP00000000446	ENSTGUP00000010340
ENSTGUP00000010408	ENSTGUP00000000446
ENSTGUP00000000446	ENSTGUP00000010408
ENSTGUP00000005102	ENSTGUP00000002513
ENSTGUP00000002513	ENSTGUP00000005102
ENSTGUP00000005102	ENSTGUP00000006746
ENSTGUP00000006746	ENSTGUP00000005102
ENSTGUP00000005102	ENSTGUP00000002554
ENSTGUP00000002554	ENSTGUP00000005102
ENSTGUP00000005102	ENSTGUP00000006507
ENSTGUP00000006507	ENSTGUP00000005102
ENSTGUP00000005102	ENSTGUP00000002582
ENSTGUP00000002582	ENSTGUP00000005102
ENSTGUP00000002513	ENSTGUP00000006746
ENSTGUP00000006746	ENSTGUP00000002513
ENSTGUP00000002513	ENSTGUP00000002554
ENSTGUP00000002554	ENSTGUP00000002513
ENSTGUP00000002513	ENSTGUP00000006507
ENSTGUP00000006507	ENSTGUP00000002513
ENSTGUP00000002513	ENSTGUP00000002582
ENSTGUP00000002582	ENSTGUP00000002513
ENSTGUP00000006746	ENSTGUP00000002554
ENSTGUP00000002554	ENSTGUP00000006746
ENSTGUP00000006746	ENSTGUP00000006507
ENSTGUP00000006507	ENSTGUP00000006746
ENSTGUP00000006746	ENSTGUP00000002582
ENSTGUP00000002582	ENSTGUP00000006746
ENSTGUP00000002554	ENSTGUP00000006507
ENSTGUP00000006507	ENSTGUP00000002554
ENSTGUP00000002554	ENSTGUP00000002582
ENSTGUP00000002582	ENSTGUP00000002554
ENSTGUP00000006507	ENSTGUP00000002582
ENSTGUP00000002582	ENSTGUP00000006507
ENSTGUP00000006672	ENSTGUP00000002688
ENSTGUP00000002688	ENSTGUP00000006672
ENSTGUP00000003426	ENSTGUP00000001253
ENSTGUP00000001253	ENSTGUP00000003426
ENSTGUP00000001669	ENSTGUP00000008888
ENSTGUP00000008888	ENSTGUP00000001669
ENSTGUP00000001669	ENSTGUP00000003959
ENSTGUP00000003959	ENSTGUP00000001669
ENSTGUP00000008888	ENSTGUP00000003959
ENSTGUP00000003959	ENSTGUP00000008888
ENSTGUP00000015436	ENSTGUP00000003692
ENSTGUP00000003692	ENSTGUP00000015436
ENSTGUP00000006128	ENSTGUP00000007253
ENSTGUP00000007253	ENSTGUP00000006128
ENSTGUP00000006128	ENSTGUP00000007425
ENSTGUP00000007425	ENSTGUP00000006128
ENSTGUP00000007253	ENSTGUP00000007425
ENSTGUP00000007425	ENSTGUP00000007253
ENSTGUP00000011039	ENSTGUP00000008883
ENSTGUP00000008883	ENSTGUP00000011039
ENSTGUP00000006819	ENSTGUP00000007412
ENSTGUP00000007412	ENSTGUP00000006819
ENSTGUP00000006819	ENSTGUP00000006706
ENSTGUP00000006706	ENSTGUP00000006819
ENSTGUP00000007412	ENSTGUP00000006706
ENSTGUP00000006706	ENSTGUP00000007412
ENSTGUP00000007798	ENSTGUP00000011666
ENSTGUP00000011666	ENSTGUP00000007798
ENSTGUP00000005816	ENSTGUP00000005053
ENSTGUP00000005053	ENSTGUP00000005816
ENSTGUP00000011809	ENSTGUP00000005805
ENSTGUP00000005805	ENSTGUP00000011809
ENSTGUP00000011809	ENSTGUP00000014439
ENSTGUP00000014439	ENSTGUP00000011809
ENSTGUP00000005805	ENSTGUP00000014439
ENSTGUP00000014439	ENSTGUP00000005805
ENSTGUP00000009199	ENSTGUP00000011766
ENSTGUP00000011766	ENSTGUP00000009199
ENSTGUP00000002199	ENSTGUP00000009169
ENSTGUP00000009169	ENSTGUP00000002199
ENSTGUP00000004109	ENSTGUP00000003689
ENSTGUP00000003689	ENSTGUP00000004109
ENSTGUP00000012287	ENSTGUP00000000561
ENSTGUP00000000561	ENSTGUP00000012287
ENSTGUP00000012554	ENSTGUP00000003374
ENSTGUP00000003374	ENSTGUP00000012554
ENSTGUP00000003361	ENSTGUP00000006937
ENSTGUP00000006937	ENSTGUP00000003361
ENSTGUP00000013006	ENSTGUP00000005338
ENSTGUP00000005338	ENSTGUP00000013006
ENSTGUP00000012811	ENSTGUP00000005712
ENSTGUP00000005712	ENSTGUP00000012811
ENSTGUP00000017813	ENSTGUP00000006808
ENSTGUP00000006808	ENSTGUP00000017813
ENSTGUP00000017813	ENSTGUP00000013554
ENSTGUP00000013554	ENSTGUP00000017813
ENSTGUP00000006808	ENSTGUP00000013554
ENSTGUP00000013554	ENSTGUP00000006808
ENSTGUP00000006140	ENSTGUP00000006251
ENSTGUP00000006251	ENSTGUP00000006140
ENSTGUP00000007940	ENSTGUP00000013407
ENSTGUP00000013407	ENSTGUP00000007940
ENSTGUP00000007940	ENSTGUP00000007949
ENSTGUP00000007949	ENSTGUP00000007940
ENSTGUP00000007940	ENSTGUP00000012767
ENSTGUP00000012767	ENSTGUP00000007940
ENSTGUP00000007940	ENSTGUP00000002993
ENSTGUP00000002993	ENSTGUP00000007940
ENSTGUP00000013407	ENSTGUP00000007949
ENSTGUP00000007949	ENSTGUP00000013407
ENSTGUP00000013407	ENSTGUP00000012767
ENSTGUP00000012767	ENSTGUP00000013407
ENSTGUP00000013407	ENSTGUP00000002993
ENSTGUP00000002993	ENSTGUP00000013407
ENSTGUP00000007949	ENSTGUP00000012767
ENSTGUP00000012767	ENSTGUP00000007949
ENSTGUP00000007949	ENSTGUP00000002993
ENSTGUP00000002993	ENSTGUP00000007949
ENSTGUP00000012767	ENSTGUP00000002993
ENSTGUP00000002993	ENSTGUP00000012767
ENSTGUP00000012353	ENSTGUP00000002949
ENSTGUP00000002949	ENSTGUP00000012353
ENSTGUP00000011449	ENSTGUP00000001017
ENSTGUP00000001017	ENSTGUP00000011449
ENSTGUP00000007237	ENSTGUP00000008538
ENSTGUP00000008538	ENSTGUP00000007237
ENSTGUP00000007410	ENSTGUP00000001270
ENSTGUP00000001270	ENSTGUP00000007410
ENSTGUP00000007410	ENSTGUP00000004861
ENSTGUP00000004861	ENSTGUP00000007410
ENSTGUP00000001270	ENSTGUP00000004861
ENSTGUP00000004861	ENSTGUP00000001270
ENSTGUP00000012738	ENSTGUP00000005884
ENSTGUP00000005884	ENSTGUP00000012738
ENSTGUP00000012738	ENSTGUP00000005850
ENSTGUP00000005850	ENSTGUP00000012738
ENSTGUP00000005884	ENSTGUP00000005850
ENSTGUP00000005850	ENSTGUP00000005884
ENSTGUP00000002973	ENSTGUP00000001186
ENSTGUP00000001186	ENSTGUP00000002973
ENSTGUP00000011000	ENSTGUP00000000528
ENSTGUP00000000528	ENSTGUP00000011000
ENSTGUP00000011000	ENSTGUP00000013996
ENSTGUP00000013996	ENSTGUP00000011000
ENSTGUP00000000528	ENSTGUP00000013996
ENSTGUP00000013996	ENSTGUP00000000528
ENSTGUP00000006053	ENSTGUP00000007521
ENSTGUP00000007521	ENSTGUP00000006053
ENSTGUP00000006053	ENSTGUP00000011753
ENSTGUP00000011753	ENSTGUP00000006053
ENSTGUP00000007521	ENSTGUP00000011753
ENSTGUP00000011753	ENSTGUP00000007521
ENSTGUP00000002401	ENSTGUP00000000636
ENSTGUP00000000636	ENSTGUP00000002401
ENSTGUP00000002401	ENSTGUP00000007545
ENSTGUP00000007545	ENSTGUP00000002401
ENSTGUP00000002401	ENSTGUP00000005531
ENSTGUP00000005531	ENSTGUP00000002401
ENSTGUP00000000636	ENSTGUP00000007545
ENSTGUP00000007545	ENSTGUP00000000636
ENSTGUP00000000636	ENSTGUP00000005531
ENSTGUP00000005531	ENSTGUP00000000636
ENSTGUP00000007545	ENSTGUP00000005531
ENSTGUP00000005531	ENSTGUP00000007545
ENSTGUP00000010214	ENSTGUP00000004683
ENSTGUP00000004683	ENSTGUP00000010214
ENSTGUP00000002240	ENSTGUP00000015344
ENSTGUP00000015344	ENSTGUP00000002240
ENSTGUP00000002240	ENSTGUP00000009539
ENSTGUP00000009539	ENSTGUP00000002240
ENSTGUP00000002240	ENSTGUP00000011198
ENSTGUP00000011198	ENSTGUP00000002240
ENSTGUP00000015344	ENSTGUP00000009539
ENSTGUP00000009539	ENSTGUP00000015344
ENSTGUP00000015344	ENSTGUP00000011198
ENSTGUP00000011198	ENSTGUP00000015344
ENSTGUP00000009539	ENSTGUP00000011198
ENSTGUP00000011198	ENSTGUP00000009539
ENSTGUP00000005311	ENSTGUP00000012442
ENSTGUP00000012442	ENSTGUP00000005311
ENSTGUP00000005311	ENSTGUP00000016520
ENSTGUP00000016520	ENSTGUP00000005311
ENSTGUP00000005311	ENSTGUP00000013422
ENSTGUP00000013422	ENSTGUP00000005311
ENSTGUP00000005311	ENSTGUP00000018061
ENSTGUP00000018061	ENSTGUP00000005311
ENSTGUP00000012442	ENSTGUP00000013422
ENSTGUP00000013422	ENSTGUP00000012442
ENSTGUP00000012442	ENSTGUP00000018061
ENSTGUP00000018061	ENSTGUP00000012442
ENSTGUP00000016520	ENSTGUP00000013422
ENSTGUP00000013422	ENSTGUP00000016520
ENSTGUP00000016520	ENSTGUP00000018061
ENSTGUP00000018061	ENSTGUP00000016520
ENSTGUP00000013422	ENSTGUP00000018061
ENSTGUP00000018061	ENSTGUP00000013422
ENSTGUP00000010146	ENSTGUP00000001534
ENSTGUP00000001534	ENSTGUP00000010146
ENSTGUP00000001418	ENSTGUP00000006860
ENSTGUP00000006860	ENSTGUP00000001418
ENSTGUP00000006801	ENSTGUP00000002216
ENSTGUP00000002216	ENSTGUP00000006801
ENSTGUP00000006801	ENSTGUP00000004264
ENSTGUP00000004264	ENSTGUP00000006801
ENSTGUP00000002216	ENSTGUP00000004264
ENSTGUP00000004264	ENSTGUP00000002216
ENSTGUP00000001430	ENSTGUP00000012289
ENSTGUP00000012289	ENSTGUP00000001430
ENSTGUP00000012505	ENSTGUP00000011509
ENSTGUP00000011509	ENSTGUP00000012505
ENSTGUP00000005950	ENSTGUP00000013247
ENSTGUP00000013247	ENSTGUP00000005950
ENSTGUP00000004694	ENSTGUP00000007854
ENSTGUP00000007854	ENSTGUP00000004694
ENSTGUP00000002761	ENSTGUP00000007397
ENSTGUP00000007397	ENSTGUP00000002761
ENSTGUP00000004710	ENSTGUP00000001985
ENSTGUP00000001985	ENSTGUP00000004710
ENSTGUP00000017854	ENSTGUP00000018132
ENSTGUP00000018132	ENSTGUP00000017854
ENSTGUP00000003882	ENSTGUP00000015961
ENSTGUP00000015961	ENSTGUP00000003882
ENSTGUP00000001229	ENSTGUP00000005966
ENSTGUP00000005966	ENSTGUP00000001229
ENSTGUP00000001229	ENSTGUP00000008157
ENSTGUP00000008157	ENSTGUP00000001229
ENSTGUP00000001229	ENSTGUP00000005968
ENSTGUP00000005968	ENSTGUP00000001229
ENSTGUP00000001229	ENSTGUP00000001003
ENSTGUP00000001003	ENSTGUP00000001229
ENSTGUP00000001229	ENSTGUP00000005464
ENSTGUP00000005464	ENSTGUP00000001229
ENSTGUP00000005966	ENSTGUP00000008157
ENSTGUP00000008157	ENSTGUP00000005966
ENSTGUP00000005966	ENSTGUP00000005968
ENSTGUP00000005968	ENSTGUP00000005966
ENSTGUP00000005966	ENSTGUP00000001003
ENSTGUP00000001003	ENSTGUP00000005966
ENSTGUP00000005966	ENSTGUP00000005464
ENSTGUP00000005464	ENSTGUP00000005966
ENSTGUP00000008157	ENSTGUP00000005968
ENSTGUP00000005968	ENSTGUP00000008157
ENSTGUP00000008157	ENSTGUP00000001003
ENSTGUP00000001003	ENSTGUP00000008157
ENSTGUP00000008157	ENSTGUP00000005464
ENSTGUP00000005464	ENSTGUP00000008157
ENSTGUP00000005968	ENSTGUP00000001003
ENSTGUP00000001003	ENSTGUP00000005968
ENSTGUP00000005968	ENSTGUP00000005464
ENSTGUP00000005464	ENSTGUP00000005968
ENSTGUP00000001003	ENSTGUP00000005464
ENSTGUP00000005464	ENSTGUP00000001003
ENSTGUP00000011428	ENSTGUP00000007543
ENSTGUP00000007543	ENSTGUP00000011428
ENSTGUP00000016635	ENSTGUP00000000116
ENSTGUP00000000116	ENSTGUP00000016635
ENSTGUP00000016635	ENSTGUP00000009451
ENSTGUP00000009451	ENSTGUP00000016635
ENSTGUP00000016635	ENSTGUP00000000036
ENSTGUP00000000036	ENSTGUP00000016635
ENSTGUP00000016635	ENSTGUP00000002101
ENSTGUP00000002101	ENSTGUP00000016635
ENSTGUP00000016635	ENSTGUP00000005405
ENSTGUP00000005405	ENSTGUP00000016635
ENSTGUP00000000116	ENSTGUP00000009451
ENSTGUP00000009451	ENSTGUP00000000116
ENSTGUP00000000116	ENSTGUP00000000036
ENSTGUP00000000036	ENSTGUP00000000116
ENSTGUP00000000116	ENSTGUP00000002101
ENSTGUP00000002101	ENSTGUP00000000116
ENSTGUP00000000116	ENSTGUP00000005405
ENSTGUP00000005405	ENSTGUP00000000116
ENSTGUP00000009451	ENSTGUP00000000036
ENSTGUP00000000036	ENSTGUP00000009451
ENSTGUP00000009451	ENSTGUP00000002101
ENSTGUP00000002101	ENSTGUP00000009451
ENSTGUP00000009451	ENSTGUP00000005405
ENSTGUP00000005405	ENSTGUP00000009451
ENSTGUP00000000036	ENSTGUP00000002101
ENSTGUP00000002101	ENSTGUP00000000036
ENSTGUP00000000036	ENSTGUP00000005405
ENSTGUP00000005405	ENSTGUP00000000036
ENSTGUP00000002101	ENSTGUP00000005405
ENSTGUP00000005405	ENSTGUP00000002101
ENSTGUP00000007680	ENSTGUP00000013838
ENSTGUP00000013838	ENSTGUP00000007680
ENSTGUP00000007680	ENSTGUP00000000863
ENSTGUP00000000863	ENSTGUP00000007680
ENSTGUP00000013838	ENSTGUP00000000863
ENSTGUP00000000863	ENSTGUP00000013838
ENSTGUP00000012971	ENSTGUP00000008057
ENSTGUP00000008057	ENSTGUP00000012971
ENSTGUP00000012971	ENSTGUP00000008081
ENSTGUP00000008081	ENSTGUP00000012971
ENSTGUP00000012971	ENSTGUP00000006397
ENSTGUP00000006397	ENSTGUP00000012971
ENSTGUP00000008057	ENSTGUP00000008081
ENSTGUP00000008081	ENSTGUP00000008057
ENSTGUP00000008057	ENSTGUP00000006397
ENSTGUP00000006397	ENSTGUP00000008057
ENSTGUP00000008081	ENSTGUP00000006397
ENSTGUP00000006397	ENSTGUP00000008081
ENSTGUP00000003371	ENSTGUP00000007297
ENSTGUP00000007297	ENSTGUP00000003371
ENSTGUP00000003371	ENSTGUP00000010167
ENSTGUP00000010167	ENSTGUP00000003371
ENSTGUP00000007297	ENSTGUP00000010167
ENSTGUP00000010167	ENSTGUP00000007297
ENSTGUP00000000309	ENSTGUP00000000292
ENSTGUP00000000292	ENSTGUP00000000309
ENSTGUP00000007746	ENSTGUP00000007990
ENSTGUP00000007990	ENSTGUP00000007746
ENSTGUP00000000369	ENSTGUP00000003303
ENSTGUP00000003303	ENSTGUP00000000369
ENSTGUP00000000207	ENSTGUP00000001986
ENSTGUP00000001986	ENSTGUP00000000207
ENSTGUP00000009254	ENSTGUP00000009247
ENSTGUP00000009247	ENSTGUP00000009254
ENSTGUP00000003780	ENSTGUP00000016337
ENSTGUP00000016337	ENSTGUP00000003780
ENSTGUP00000003780	ENSTGUP00000006349
ENSTGUP00000006349	ENSTGUP00000003780
ENSTGUP00000016337	ENSTGUP00000006349
ENSTGUP00000006349	ENSTGUP00000016337
ENSTGUP00000005505	ENSTGUP00000012606
ENSTGUP00000012606	ENSTGUP00000005505
ENSTGUP00000010097	ENSTGUP00000000759
ENSTGUP00000000759	ENSTGUP00000010097
ENSTGUP00000010097	ENSTGUP00000011153
ENSTGUP00000011153	ENSTGUP00000010097
ENSTGUP00000010097	ENSTGUP00000012535
ENSTGUP00000012535	ENSTGUP00000010097
ENSTGUP00000000759	ENSTGUP00000011153
ENSTGUP00000011153	ENSTGUP00000000759
ENSTGUP00000000759	ENSTGUP00000012535
ENSTGUP00000012535	ENSTGUP00000000759
ENSTGUP00000011153	ENSTGUP00000012535
ENSTGUP00000012535	ENSTGUP00000011153
ENSTGUP00000010686	ENSTGUP00000013622
ENSTGUP00000013622	ENSTGUP00000010686
ENSTGUP00000010686	ENSTGUP00000002091
ENSTGUP00000002091	ENSTGUP00000010686
ENSTGUP00000013622	ENSTGUP00000002091
ENSTGUP00000002091	ENSTGUP00000013622
ENSTGUP00000007917	ENSTGUP00000012035
ENSTGUP00000012035	ENSTGUP00000007917
ENSTGUP00000005541	ENSTGUP00000008684
ENSTGUP00000008684	ENSTGUP00000005541
ENSTGUP00000005541	ENSTGUP00000006368
ENSTGUP00000006368	ENSTGUP00000005541
ENSTGUP00000008684	ENSTGUP00000006368
ENSTGUP00000006368	ENSTGUP00000008684
ENSTGUP00000003534	ENSTGUP00000003000
ENSTGUP00000003000	ENSTGUP00000003534
ENSTGUP00000003534	ENSTGUP00000015899
ENSTGUP00000015899	ENSTGUP00000003534
ENSTGUP00000003000	ENSTGUP00000015899
ENSTGUP00000015899	ENSTGUP00000003000
ENSTGUP00000003004	ENSTGUP00000003538
ENSTGUP00000003538	ENSTGUP00000003004
ENSTGUP00000003532	ENSTGUP00000002996
ENSTGUP00000002996	ENSTGUP00000003532
ENSTGUP00000009231	ENSTGUP00000002988
ENSTGUP00000002988	ENSTGUP00000009231
ENSTGUP00000012132	ENSTGUP00000005314
ENSTGUP00000005314	ENSTGUP00000012132
ENSTGUP00000008853	ENSTGUP00000003746
ENSTGUP00000003746	ENSTGUP00000008853
ENSTGUP00000013601	ENSTGUP00000013596
ENSTGUP00000013596	ENSTGUP00000013601
ENSTGUP00000017464	ENSTGUP00000003718
ENSTGUP00000003718	ENSTGUP00000017464
ENSTGUP00000017464	ENSTGUP00000017440
ENSTGUP00000017440	ENSTGUP00000017464
ENSTGUP00000011768	ENSTGUP00000003718
ENSTGUP00000003718	ENSTGUP00000011768
ENSTGUP00000011768	ENSTGUP00000017440
ENSTGUP00000017440	ENSTGUP00000011768
ENSTGUP00000003718	ENSTGUP00000017440
ENSTGUP00000017440	ENSTGUP00000003718
ENSTGUP00000006946	ENSTGUP00000017555
ENSTGUP00000017555	ENSTGUP00000006946
ENSTGUP00000003596	ENSTGUP00000009509
ENSTGUP00000009509	ENSTGUP00000003596
ENSTGUP00000003596	ENSTGUP00000009586
ENSTGUP00000009586	ENSTGUP00000003596
ENSTGUP00000009509	ENSTGUP00000009586
ENSTGUP00000009586	ENSTGUP00000009509
ENSTGUP00000006692	ENSTGUP00000008471
ENSTGUP00000008471	ENSTGUP00000006692
ENSTGUP00000013561	ENSTGUP00000004027
ENSTGUP00000004027	ENSTGUP00000013561
ENSTGUP00000011702	ENSTGUP00000012143
ENSTGUP00000012143	ENSTGUP00000011702
ENSTGUP00000011702	ENSTGUP00000012674
ENSTGUP00000012674	ENSTGUP00000011702
ENSTGUP00000011702	ENSTGUP00000017730
ENSTGUP00000017730	ENSTGUP00000011702
ENSTGUP00000012143	ENSTGUP00000017730
ENSTGUP00000017730	ENSTGUP00000012143
ENSTGUP00000012674	ENSTGUP00000017730
ENSTGUP00000017730	ENSTGUP00000012674
ENSTGUP00000006927	ENSTGUP00000005636
ENSTGUP00000005636	ENSTGUP00000006927
ENSTGUP00000006927	ENSTGUP00000010683
ENSTGUP00000010683	ENSTGUP00000006927
ENSTGUP00000005636	ENSTGUP00000010683
ENSTGUP00000010683	ENSTGUP00000005636
ENSTGUP00000006639	ENSTGUP00000004505
ENSTGUP00000004505	ENSTGUP00000006639
ENSTGUP00000000900	ENSTGUP00000005706
ENSTGUP00000005706	ENSTGUP00000000900
ENSTGUP00000000900	ENSTGUP00000015154
ENSTGUP00000015154	ENSTGUP00000000900
ENSTGUP00000000900	ENSTGUP00000007710
ENSTGUP00000007710	ENSTGUP00000000900
ENSTGUP00000000900	ENSTGUP00000000800
ENSTGUP00000000800	ENSTGUP00000000900
ENSTGUP00000005706	ENSTGUP00000007710
ENSTGUP00000007710	ENSTGUP00000005706
ENSTGUP00000005706	ENSTGUP00000000800
ENSTGUP00000000800	ENSTGUP00000005706
ENSTGUP00000015154	ENSTGUP00000007710
ENSTGUP00000007710	ENSTGUP00000015154
ENSTGUP00000015154	ENSTGUP00000000800
ENSTGUP00000000800	ENSTGUP00000015154
ENSTGUP00000007710	ENSTGUP00000000800
ENSTGUP00000000800	ENSTGUP00000007710
ENSTGUP00000006181	ENSTGUP00000003679
ENSTGUP00000003679	ENSTGUP00000006181
ENSTGUP00000006181	ENSTGUP00000009537
ENSTGUP00000009537	ENSTGUP00000006181
ENSTGUP00000003679	ENSTGUP00000009537
ENSTGUP00000009537	ENSTGUP00000003679
ENSTGUP00000012660	ENSTGUP00000010329
ENSTGUP00000010329	ENSTGUP00000012660
ENSTGUP00000012660	ENSTGUP00000011745
ENSTGUP00000011745	ENSTGUP00000012660
ENSTGUP00000010329	ENSTGUP00000011745
ENSTGUP00000011745	ENSTGUP00000010329
ENSTGUP00000006963	ENSTGUP00000000998
ENSTGUP00000000998	ENSTGUP00000006963
ENSTGUP00000006169	ENSTGUP00000004653
ENSTGUP00000004653	ENSTGUP00000006169
ENSTGUP00000006578	ENSTGUP00000015228
ENSTGUP00000015228	ENSTGUP00000006578
ENSTGUP00000010332	ENSTGUP00000000169
ENSTGUP00000000169	ENSTGUP00000010332
ENSTGUP00000007338	ENSTGUP00000002420
ENSTGUP00000002420	ENSTGUP00000007338
ENSTGUP00000017760	ENSTGUP00000008892
ENSTGUP00000008892	ENSTGUP00000017760
ENSTGUP00000017760	ENSTGUP00000012743
ENSTGUP00000012743	ENSTGUP00000017760
ENSTGUP00000008892	ENSTGUP00000012743
ENSTGUP00000012743	ENSTGUP00000008892
ENSTGUP00000017398	ENSTGUP00000003815
ENSTGUP00000003815	ENSTGUP00000017398
ENSTGUP00000011093	ENSTGUP00000017733
ENSTGUP00000017733	ENSTGUP00000011093
ENSTGUP00000011746	ENSTGUP00000007491
ENSTGUP00000007491	ENSTGUP00000011746
ENSTGUP00000002921	ENSTGUP00000012607
ENSTGUP00000012607	ENSTGUP00000002921
ENSTGUP00000016436	ENSTGUP00000011196
ENSTGUP00000011196	ENSTGUP00000016436
ENSTGUP00000001898	ENSTGUP00000016222
ENSTGUP00000016222	ENSTGUP00000001898
ENSTGUP00000003899	ENSTGUP00000009057
ENSTGUP00000009057	ENSTGUP00000003899
ENSTGUP00000002630	ENSTGUP00000003339
ENSTGUP00000003339	ENSTGUP00000002630
ENSTGUP00000010089	ENSTGUP00000008454
ENSTGUP00000008454	ENSTGUP00000010089
ENSTGUP00000003289	ENSTGUP00000002715
ENSTGUP00000002715	ENSTGUP00000003289
ENSTGUP00000003289	ENSTGUP00000003860
ENSTGUP00000003860	ENSTGUP00000003289
ENSTGUP00000002715	ENSTGUP00000003860
ENSTGUP00000003860	ENSTGUP00000002715
ENSTGUP00000000397	ENSTGUP00000005591
ENSTGUP00000005591	ENSTGUP00000000397
ENSTGUP00000016735	ENSTGUP00000011574
ENSTGUP00000011574	ENSTGUP00000016735
ENSTGUP00000002624	ENSTGUP00000012212
ENSTGUP00000012212	ENSTGUP00000002624
ENSTGUP00000010605	ENSTGUP00000008902
ENSTGUP00000008902	ENSTGUP00000010605
ENSTGUP00000009090	ENSTGUP00000003428
ENSTGUP00000003428	ENSTGUP00000009090
ENSTGUP00000008177	ENSTGUP00000002162
ENSTGUP00000002162	ENSTGUP00000008177
ENSTGUP00000008177	ENSTGUP00000011280
ENSTGUP00000011280	ENSTGUP00000008177
ENSTGUP00000002162	ENSTGUP00000011280
ENSTGUP00000011280	ENSTGUP00000002162
ENSTGUP00000017400	ENSTGUP00000004936
ENSTGUP00000004936	ENSTGUP00000017400
ENSTGUP00000001237	ENSTGUP00000005596
ENSTGUP00000005596	ENSTGUP00000001237
ENSTGUP00000001237	ENSTGUP00000012950
ENSTGUP00000012950	ENSTGUP00000001237
ENSTGUP00000001237	ENSTGUP00000002706
ENSTGUP00000002706	ENSTGUP00000001237
ENSTGUP00000005596	ENSTGUP00000012950
ENSTGUP00000012950	ENSTGUP00000005596
ENSTGUP00000005596	ENSTGUP00000002706
ENSTGUP00000002706	ENSTGUP00000005596
ENSTGUP00000012950	ENSTGUP00000002706
ENSTGUP00000002706	ENSTGUP00000012950
ENSTGUP00000010839	ENSTGUP00000008041
ENSTGUP00000008041	ENSTGUP00000010839
ENSTGUP00000010839	ENSTGUP00000012350
ENSTGUP00000012350	ENSTGUP00000010839
ENSTGUP00000008041	ENSTGUP00000012350
ENSTGUP00000012350	ENSTGUP00000008041
ENSTGUP00000002236	ENSTGUP00000013508
ENSTGUP00000013508	ENSTGUP00000002236
ENSTGUP00000000435	ENSTGUP00000000339
ENSTGUP00000000339	ENSTGUP00000000435
ENSTGUP00000007001	ENSTGUP00000010671
ENSTGUP00000010671	ENSTGUP00000007001
ENSTGUP00000007001	ENSTGUP00000000168
ENSTGUP00000000168	ENSTGUP00000007001
ENSTGUP00000010671	ENSTGUP00000000168
ENSTGUP00000000168	ENSTGUP00000010671
ENSTGUP00000011850	ENSTGUP00000014866
ENSTGUP00000014866	ENSTGUP00000011850
ENSTGUP00000017439	ENSTGUP00000005279
ENSTGUP00000005279	ENSTGUP00000017439
ENSTGUP00000006570	ENSTGUP00000008419
ENSTGUP00000008419	ENSTGUP00000006570
ENSTGUP00000006570	ENSTGUP00000003438
