ENSCAFP00000026820	ENSCAFP00000014703
ENSCAFP00000027771	ENSCAFP00000017487
ENSCAFP00000042886	ENSCAFP00000027771
ENSCAFP00000027771	ENSCAFP00000042886
ENSCAFP00000010566	ENSCAFP00000015786
ENSCAFP00000015786	ENSCAFP00000010566
ENSCAFP00000020543	ENSCAFP00000007315
ENSCAFP00000007315	ENSCAFP00000020543
ENSCAFP00000020543	ENSCAFP00000041791
ENSCAFP00000041791	ENSCAFP00000020543
ENSCAFP00000007315	ENSCAFP00000041791
ENSCAFP00000041791	ENSCAFP00000007315
ENSCAFP00000020576	ENSCAFP00000025824
ENSCAFP00000025824	ENSCAFP00000020576
ENSCAFP00000020576	ENSCAFP00000000929
ENSCAFP00000000929	ENSCAFP00000020576
ENSCAFP00000025824	ENSCAFP00000000929
ENSCAFP00000000929	ENSCAFP00000025824
ENSCAFP00000017935	ENSCAFP00000006736
ENSCAFP00000006736	ENSCAFP00000017935
ENSCAFP00000038558	ENSCAFP00000025142
ENSCAFP00000025142	ENSCAFP00000038558
ENSCAFP00000038558	ENSCAFP00000016659
ENSCAFP00000016659	ENSCAFP00000038558
ENSCAFP00000038558	ENSCAFP00000013100
ENSCAFP00000013100	ENSCAFP00000038558
ENSCAFP00000025142	ENSCAFP00000016659
ENSCAFP00000016659	ENSCAFP00000025142
ENSCAFP00000025142	ENSCAFP00000013100
ENSCAFP00000013100	ENSCAFP00000025142
ENSCAFP00000016659	ENSCAFP00000013100
ENSCAFP00000013100	ENSCAFP00000016659
ENSCAFP00000028626	ENSCAFP00000028642
ENSCAFP00000028642	ENSCAFP00000028626
ENSCAFP00000004971	ENSCAFP00000029034
ENSCAFP00000029034	ENSCAFP00000004971
ENSCAFP00000004971	ENSCAFP00000004019
ENSCAFP00000004019	ENSCAFP00000004971
ENSCAFP00000029034	ENSCAFP00000004019
ENSCAFP00000004019	ENSCAFP00000029034
ENSCAFP00000000441	ENSCAFP00000002062
ENSCAFP00000002062	ENSCAFP00000000441
ENSCAFP00000000441	ENSCAFP00000009084
ENSCAFP00000009084	ENSCAFP00000000441
ENSCAFP00000002062	ENSCAFP00000009084
ENSCAFP00000009084	ENSCAFP00000002062
ENSCAFP00000016334	ENSCAFP00000007034
ENSCAFP00000007034	ENSCAFP00000016334
ENSCAFP00000023507	ENSCAFP00000023505
ENSCAFP00000023505	ENSCAFP00000023507
ENSCAFP00000023507	ENSCAFP00000010627
ENSCAFP00000010627	ENSCAFP00000023507
ENSCAFP00000023507	ENSCAFP00000018320
ENSCAFP00000018320	ENSCAFP00000023507
ENSCAFP00000023507	ENSCAFP00000015684
ENSCAFP00000015684	ENSCAFP00000023507
ENSCAFP00000023507	ENSCAFP00000029288
ENSCAFP00000029288	ENSCAFP00000023507
ENSCAFP00000023505	ENSCAFP00000010627
ENSCAFP00000010627	ENSCAFP00000023505
ENSCAFP00000023505	ENSCAFP00000018320
ENSCAFP00000018320	ENSCAFP00000023505
ENSCAFP00000023505	ENSCAFP00000015684
ENSCAFP00000015684	ENSCAFP00000023505
ENSCAFP00000023505	ENSCAFP00000029288
ENSCAFP00000029288	ENSCAFP00000023505
ENSCAFP00000010627	ENSCAFP00000018320
ENSCAFP00000018320	ENSCAFP00000010627
ENSCAFP00000010627	ENSCAFP00000015684
ENSCAFP00000015684	ENSCAFP00000010627
ENSCAFP00000010627	ENSCAFP00000029288
ENSCAFP00000029288	ENSCAFP00000010627
ENSCAFP00000018320	ENSCAFP00000015684
ENSCAFP00000015684	ENSCAFP00000018320
ENSCAFP00000018320	ENSCAFP00000029288
ENSCAFP00000029288	ENSCAFP00000018320
ENSCAFP00000015684	ENSCAFP00000029288
ENSCAFP00000029288	ENSCAFP00000015684
ENSCAFP00000013867	ENSCAFP00000029667
ENSCAFP00000029667	ENSCAFP00000013867
ENSCAFP00000027180	ENSCAFP00000008417
ENSCAFP00000008417	ENSCAFP00000027180
ENSCAFP00000015513	ENSCAFP00000002727
ENSCAFP00000002727	ENSCAFP00000015513
ENSCAFP00000015513	ENSCAFP00000008111
ENSCAFP00000008111	ENSCAFP00000015513
ENSCAFP00000015513	ENSCAFP00000026461
ENSCAFP00000026461	ENSCAFP00000015513
ENSCAFP00000002727	ENSCAFP00000008111
ENSCAFP00000008111	ENSCAFP00000002727
ENSCAFP00000002727	ENSCAFP00000026461
ENSCAFP00000026461	ENSCAFP00000002727
ENSCAFP00000008111	ENSCAFP00000026461
ENSCAFP00000026461	ENSCAFP00000008111
ENSCAFP00000006075	ENSCAFP00000013852
ENSCAFP00000013852	ENSCAFP00000006075
ENSCAFP00000017681	ENSCAFP00000000290
ENSCAFP00000000290	ENSCAFP00000017681
ENSCAFP00000011570	ENSCAFP00000011532
ENSCAFP00000011532	ENSCAFP00000011570
ENSCAFP00000011570	ENSCAFP00000036087
ENSCAFP00000036087	ENSCAFP00000011570
ENSCAFP00000011532	ENSCAFP00000036087
ENSCAFP00000036087	ENSCAFP00000011532
ENSCAFP00000005250	ENSCAFP00000030916
ENSCAFP00000030916	ENSCAFP00000005250
ENSCAFP00000000020	ENSCAFP00000007485
ENSCAFP00000007485	ENSCAFP00000000020
ENSCAFP00000000020	ENSCAFP00000002089
ENSCAFP00000002089	ENSCAFP00000000020
ENSCAFP00000007485	ENSCAFP00000002089
ENSCAFP00000002089	ENSCAFP00000007485
ENSCAFP00000028988	ENSCAFP00000037746
ENSCAFP00000037746	ENSCAFP00000028988
ENSCAFP00000028988	ENSCAFP00000006717
ENSCAFP00000006717	ENSCAFP00000028988
ENSCAFP00000028988	ENSCAFP00000020273
ENSCAFP00000020273	ENSCAFP00000028988
ENSCAFP00000037746	ENSCAFP00000006717
ENSCAFP00000006717	ENSCAFP00000037746
ENSCAFP00000037746	ENSCAFP00000020273
ENSCAFP00000020273	ENSCAFP00000037746
ENSCAFP00000006717	ENSCAFP00000020273
ENSCAFP00000020273	ENSCAFP00000006717
ENSCAFP00000041119	ENSCAFP00000017184
ENSCAFP00000017184	ENSCAFP00000041119
ENSCAFP00000041119	ENSCAFP00000019429
ENSCAFP00000019429	ENSCAFP00000041119
ENSCAFP00000017184	ENSCAFP00000019429
ENSCAFP00000019429	ENSCAFP00000017184
ENSCAFP00000028062	ENSCAFP00000034956
ENSCAFP00000034956	ENSCAFP00000028062
ENSCAFP00000028062	ENSCAFP00000042687
ENSCAFP00000042687	ENSCAFP00000028062
ENSCAFP00000034956	ENSCAFP00000042687
ENSCAFP00000042687	ENSCAFP00000034956
ENSCAFP00000040363	ENSCAFP00000000435
ENSCAFP00000000435	ENSCAFP00000040363
ENSCAFP00000040363	ENSCAFP00000009972
ENSCAFP00000009972	ENSCAFP00000040363
ENSCAFP00000000435	ENSCAFP00000009972
ENSCAFP00000009972	ENSCAFP00000000435
ENSCAFP00000023883	ENSCAFP00000011648
ENSCAFP00000011648	ENSCAFP00000023883
ENSCAFP00000023883	ENSCAFP00000005691
ENSCAFP00000005691	ENSCAFP00000023883
ENSCAFP00000011648	ENSCAFP00000005691
ENSCAFP00000005691	ENSCAFP00000011648
ENSCAFP00000028824	ENSCAFP00000011938
ENSCAFP00000011938	ENSCAFP00000028824
ENSCAFP00000028824	ENSCAFP00000037101
ENSCAFP00000037101	ENSCAFP00000028824
ENSCAFP00000028824	ENSCAFP00000011994
ENSCAFP00000011994	ENSCAFP00000028824
ENSCAFP00000028824	ENSCAFP00000019546
ENSCAFP00000019546	ENSCAFP00000028824
ENSCAFP00000011938	ENSCAFP00000037101
ENSCAFP00000037101	ENSCAFP00000011938
ENSCAFP00000011938	ENSCAFP00000011994
ENSCAFP00000011994	ENSCAFP00000011938
ENSCAFP00000011938	ENSCAFP00000019546
ENSCAFP00000019546	ENSCAFP00000011938
ENSCAFP00000037101	ENSCAFP00000011994
ENSCAFP00000011994	ENSCAFP00000037101
ENSCAFP00000037101	ENSCAFP00000019546
ENSCAFP00000019546	ENSCAFP00000037101
ENSCAFP00000011994	ENSCAFP00000019546
ENSCAFP00000019546	ENSCAFP00000011994
ENSCAFP00000001571	ENSCAFP00000025121
ENSCAFP00000025121	ENSCAFP00000001571
ENSCAFP00000019828	ENSCAFP00000004624
ENSCAFP00000004624	ENSCAFP00000019828
ENSCAFP00000026721	ENSCAFP00000002082
ENSCAFP00000002082	ENSCAFP00000026721
ENSCAFP00000026721	ENSCAFP00000042779
ENSCAFP00000042779	ENSCAFP00000026721
ENSCAFP00000002082	ENSCAFP00000042779
ENSCAFP00000042779	ENSCAFP00000002082
ENSCAFP00000022105	ENSCAFP00000027504
ENSCAFP00000027504	ENSCAFP00000022105
ENSCAFP00000022105	ENSCAFP00000008474
ENSCAFP00000008474	ENSCAFP00000022105
ENSCAFP00000027504	ENSCAFP00000008474
ENSCAFP00000008474	ENSCAFP00000027504
ENSCAFP00000032357	ENSCAFP00000039833
ENSCAFP00000039833	ENSCAFP00000032357
ENSCAFP00000023434	ENSCAFP00000040897
ENSCAFP00000040897	ENSCAFP00000023434
ENSCAFP00000005205	ENSCAFP00000041532
ENSCAFP00000041532	ENSCAFP00000005205
ENSCAFP00000005205	ENSCAFP00000030487
ENSCAFP00000030487	ENSCAFP00000005205
ENSCAFP00000041532	ENSCAFP00000030487
ENSCAFP00000030487	ENSCAFP00000041532
ENSCAFP00000021644	ENSCAFP00000007907
ENSCAFP00000007907	ENSCAFP00000021644
ENSCAFP00000019801	ENSCAFP00000001681
ENSCAFP00000001681	ENSCAFP00000019801
ENSCAFP00000006607	ENSCAFP00000006460
ENSCAFP00000006460	ENSCAFP00000006607
ENSCAFP00000029885	ENSCAFP00000027059
ENSCAFP00000027059	ENSCAFP00000029885
ENSCAFP00000011922	ENSCAFP00000021175
ENSCAFP00000021175	ENSCAFP00000011922
ENSCAFP00000007512	ENSCAFP00000023896
ENSCAFP00000023896	ENSCAFP00000007512
ENSCAFP00000024799	ENSCAFP00000017799
ENSCAFP00000017799	ENSCAFP00000024799
ENSCAFP00000024799	ENSCAFP00000003467
ENSCAFP00000003467	ENSCAFP00000024799
ENSCAFP00000024799	ENSCAFP00000014304
ENSCAFP00000014304	ENSCAFP00000024799
ENSCAFP00000024799	ENSCAFP00000003185
ENSCAFP00000003185	ENSCAFP00000024799
ENSCAFP00000024799	ENSCAFP00000012240
ENSCAFP00000012240	ENSCAFP00000024799
ENSCAFP00000017799	ENSCAFP00000003467
ENSCAFP00000003467	ENSCAFP00000017799
ENSCAFP00000017799	ENSCAFP00000014304
ENSCAFP00000014304	ENSCAFP00000017799
ENSCAFP00000017799	ENSCAFP00000003185
ENSCAFP00000003185	ENSCAFP00000017799
ENSCAFP00000017799	ENSCAFP00000012240
ENSCAFP00000012240	ENSCAFP00000017799
ENSCAFP00000003467	ENSCAFP00000014304
ENSCAFP00000014304	ENSCAFP00000003467
ENSCAFP00000003467	ENSCAFP00000003185
ENSCAFP00000003185	ENSCAFP00000003467
ENSCAFP00000003467	ENSCAFP00000012240
ENSCAFP00000012240	ENSCAFP00000003467
ENSCAFP00000014304	ENSCAFP00000003185
ENSCAFP00000003185	ENSCAFP00000014304
ENSCAFP00000014304	ENSCAFP00000012240
ENSCAFP00000012240	ENSCAFP00000014304
ENSCAFP00000003185	ENSCAFP00000012240
ENSCAFP00000012240	ENSCAFP00000003185
ENSCAFP00000009227	ENSCAFP00000015794
ENSCAFP00000015794	ENSCAFP00000009227
ENSCAFP00000009227	ENSCAFP00000009332
ENSCAFP00000009332	ENSCAFP00000009227
ENSCAFP00000009227	ENSCAFP00000013954
ENSCAFP00000013954	ENSCAFP00000009227
ENSCAFP00000009227	ENSCAFP00000009371
ENSCAFP00000009371	ENSCAFP00000009227
ENSCAFP00000015794	ENSCAFP00000009332
ENSCAFP00000009332	ENSCAFP00000015794
ENSCAFP00000015794	ENSCAFP00000013954
ENSCAFP00000013954	ENSCAFP00000015794
ENSCAFP00000015794	ENSCAFP00000009371
ENSCAFP00000009371	ENSCAFP00000015794
ENSCAFP00000009332	ENSCAFP00000013954
ENSCAFP00000013954	ENSCAFP00000009332
ENSCAFP00000009332	ENSCAFP00000009371
ENSCAFP00000009371	ENSCAFP00000009332
ENSCAFP00000013954	ENSCAFP00000009371
ENSCAFP00000009371	ENSCAFP00000013954
ENSCAFP00000015930	ENSCAFP00000009565
ENSCAFP00000009565	ENSCAFP00000015930
ENSCAFP00000024413	ENSCAFP00000006159
ENSCAFP00000006159	ENSCAFP00000024413
ENSCAFP00000037231	ENSCAFP00000008067
ENSCAFP00000008067	ENSCAFP00000037231
ENSCAFP00000037231	ENSCAFP00000001030
ENSCAFP00000001030	ENSCAFP00000037231
ENSCAFP00000008067	ENSCAFP00000001030
ENSCAFP00000001030	ENSCAFP00000008067
ENSCAFP00000021823	ENSCAFP00000005680
ENSCAFP00000005680	ENSCAFP00000021823
ENSCAFP00000021823	ENSCAFP00000001444
ENSCAFP00000001444	ENSCAFP00000021823
ENSCAFP00000005680	ENSCAFP00000001444
ENSCAFP00000001444	ENSCAFP00000005680
ENSCAFP00000013878	ENSCAFP00000015732
ENSCAFP00000015732	ENSCAFP00000013878
ENSCAFP00000014673	ENSCAFP00000015926
ENSCAFP00000015926	ENSCAFP00000014673
ENSCAFP00000014673	ENSCAFP00000011765
ENSCAFP00000011765	ENSCAFP00000014673
ENSCAFP00000014673	ENSCAFP00000041355
ENSCAFP00000041355	ENSCAFP00000014673
ENSCAFP00000015926	ENSCAFP00000011765
ENSCAFP00000011765	ENSCAFP00000015926
ENSCAFP00000015926	ENSCAFP00000041355
ENSCAFP00000041355	ENSCAFP00000015926
ENSCAFP00000011765	ENSCAFP00000041355
ENSCAFP00000041355	ENSCAFP00000011765
ENSCAFP00000014901	ENSCAFP00000000163
ENSCAFP00000000163	ENSCAFP00000014901
ENSCAFP00000014901	ENSCAFP00000026346
ENSCAFP00000026346	ENSCAFP00000014901
ENSCAFP00000000163	ENSCAFP00000026346
ENSCAFP00000026346	ENSCAFP00000000163
ENSCAFP00000000906	ENSCAFP00000021063
ENSCAFP00000021063	ENSCAFP00000000906
ENSCAFP00000000906	ENSCAFP00000013283
ENSCAFP00000013283	ENSCAFP00000000906
ENSCAFP00000021063	ENSCAFP00000013283
ENSCAFP00000013283	ENSCAFP00000021063
ENSCAFP00000023641	ENSCAFP00000038098
ENSCAFP00000038098	ENSCAFP00000023641
ENSCAFP00000023641	ENSCAFP00000000583
ENSCAFP00000000583	ENSCAFP00000023641
ENSCAFP00000038098	ENSCAFP00000000583
ENSCAFP00000000583	ENSCAFP00000038098
ENSCAFP00000017435	ENSCAFP00000022013
ENSCAFP00000022013	ENSCAFP00000017435
ENSCAFP00000017435	ENSCAFP00000000406
ENSCAFP00000000406	ENSCAFP00000017435
ENSCAFP00000017435	ENSCAFP00000006781
ENSCAFP00000006781	ENSCAFP00000017435
ENSCAFP00000022013	ENSCAFP00000000406
ENSCAFP00000000406	ENSCAFP00000022013
ENSCAFP00000022013	ENSCAFP00000006781
ENSCAFP00000006781	ENSCAFP00000022013
ENSCAFP00000000406	ENSCAFP00000006781
ENSCAFP00000006781	ENSCAFP00000000406
ENSCAFP00000010557	ENSCAFP00000006261
ENSCAFP00000006261	ENSCAFP00000010557
ENSCAFP00000010557	ENSCAFP00000024332
ENSCAFP00000024332	ENSCAFP00000010557
ENSCAFP00000006261	ENSCAFP00000024332
ENSCAFP00000024332	ENSCAFP00000006261
ENSCAFP00000036141	ENSCAFP00000011335
ENSCAFP00000011335	ENSCAFP00000036141
ENSCAFP00000026316	ENSCAFP00000022607
ENSCAFP00000022607	ENSCAFP00000026316
ENSCAFP00000026404	ENSCAFP00000001840
ENSCAFP00000001840	ENSCAFP00000026404
ENSCAFP00000013005	ENSCAFP00000000814
ENSCAFP00000000814	ENSCAFP00000013005
ENSCAFP00000027983	ENSCAFP00000009209
ENSCAFP00000009209	ENSCAFP00000027983
ENSCAFP00000031969	ENSCAFP00000010309
ENSCAFP00000010309	ENSCAFP00000031969
ENSCAFP00000008245	ENSCAFP00000007500
ENSCAFP00000007500	ENSCAFP00000008245
ENSCAFP00000013675	ENSCAFP00000034899
ENSCAFP00000034899	ENSCAFP00000013675
ENSCAFP00000013637	ENSCAFP00000010923
ENSCAFP00000010923	ENSCAFP00000013637
ENSCAFP00000013637	ENSCAFP00000003684
ENSCAFP00000003684	ENSCAFP00000013637
ENSCAFP00000010923	ENSCAFP00000003684
ENSCAFP00000003684	ENSCAFP00000010923
ENSCAFP00000023698	ENSCAFP00000014864
ENSCAFP00000014864	ENSCAFP00000023698
ENSCAFP00000001682	ENSCAFP00000013999
ENSCAFP00000013999	ENSCAFP00000001682
ENSCAFP00000001682	ENSCAFP00000015020
ENSCAFP00000015020	ENSCAFP00000001682
ENSCAFP00000013999	ENSCAFP00000015020
ENSCAFP00000015020	ENSCAFP00000013999
ENSCAFP00000040286	ENSCAFP00000040091
ENSCAFP00000040091	ENSCAFP00000040286
ENSCAFP00000019762	ENSCAFP00000030438
ENSCAFP00000030438	ENSCAFP00000019762
ENSCAFP00000019762	ENSCAFP00000033204
ENSCAFP00000033204	ENSCAFP00000019762
ENSCAFP00000019762	ENSCAFP00000036770
ENSCAFP00000036770	ENSCAFP00000019762
ENSCAFP00000030438	ENSCAFP00000036770
ENSCAFP00000036770	ENSCAFP00000030438
ENSCAFP00000033204	ENSCAFP00000036770
ENSCAFP00000036770	ENSCAFP00000033204
ENSCAFP00000017411	ENSCAFP00000012049
ENSCAFP00000012049	ENSCAFP00000017411
ENSCAFP00000016983	ENSCAFP00000019778
ENSCAFP00000019778	ENSCAFP00000016983
ENSCAFP00000016983	ENSCAFP00000008912
ENSCAFP00000008912	ENSCAFP00000016983
ENSCAFP00000019778	ENSCAFP00000008912
ENSCAFP00000008912	ENSCAFP00000019778
ENSCAFP00000002250	ENSCAFP00000037126
ENSCAFP00000037126	ENSCAFP00000002250
ENSCAFP00000002250	ENSCAFP00000042061
ENSCAFP00000042061	ENSCAFP00000002250
ENSCAFP00000002250	ENSCAFP00000018593
ENSCAFP00000018593	ENSCAFP00000002250
ENSCAFP00000002250	ENSCAFP00000021342
ENSCAFP00000021342	ENSCAFP00000002250
ENSCAFP00000037126	ENSCAFP00000042061
ENSCAFP00000042061	ENSCAFP00000037126
ENSCAFP00000037126	ENSCAFP00000018593
ENSCAFP00000018593	ENSCAFP00000037126
ENSCAFP00000037126	ENSCAFP00000021342
ENSCAFP00000021342	ENSCAFP00000037126
ENSCAFP00000042061	ENSCAFP00000018593
ENSCAFP00000018593	ENSCAFP00000042061
ENSCAFP00000042061	ENSCAFP00000021342
ENSCAFP00000021342	ENSCAFP00000042061
ENSCAFP00000018593	ENSCAFP00000021342
ENSCAFP00000021342	ENSCAFP00000018593
ENSCAFP00000012955	ENSCAFP00000040600
ENSCAFP00000040600	ENSCAFP00000012955
ENSCAFP00000012955	ENSCAFP00000021549
ENSCAFP00000021549	ENSCAFP00000012955
ENSCAFP00000040600	ENSCAFP00000021549
ENSCAFP00000021549	ENSCAFP00000040600
ENSCAFP00000019073	ENSCAFP00000023172
ENSCAFP00000023172	ENSCAFP00000019073
ENSCAFP00000030199	ENSCAFP00000042262
ENSCAFP00000042262	ENSCAFP00000030199
ENSCAFP00000000877	ENSCAFP00000018110
ENSCAFP00000018110	ENSCAFP00000000877
ENSCAFP00000000877	ENSCAFP00000027601
ENSCAFP00000027601	ENSCAFP00000000877
ENSCAFP00000018110	ENSCAFP00000027601
ENSCAFP00000027601	ENSCAFP00000018110
ENSCAFP00000012723	ENSCAFP00000009735
ENSCAFP00000009735	ENSCAFP00000012723
ENSCAFP00000000668	ENSCAFP00000015480
ENSCAFP00000015480	ENSCAFP00000000668
ENSCAFP00000000668	ENSCAFP00000014962
ENSCAFP00000014962	ENSCAFP00000000668
ENSCAFP00000015480	ENSCAFP00000014962
ENSCAFP00000014962	ENSCAFP00000015480
ENSCAFP00000025490	ENSCAFP00000003943
ENSCAFP00000003943	ENSCAFP00000025490
ENSCAFP00000025490	ENSCAFP00000003939
ENSCAFP00000003939	ENSCAFP00000025490
ENSCAFP00000003943	ENSCAFP00000003939
ENSCAFP00000003939	ENSCAFP00000003943
ENSCAFP00000004014	ENSCAFP00000036923
ENSCAFP00000036923	ENSCAFP00000004014
ENSCAFP00000004014	ENSCAFP00000019315
ENSCAFP00000019315	ENSCAFP00000004014
ENSCAFP00000004014	ENSCAFP00000013515
ENSCAFP00000013515	ENSCAFP00000004014
ENSCAFP00000036923	ENSCAFP00000019315
ENSCAFP00000019315	ENSCAFP00000036923
ENSCAFP00000036923	ENSCAFP00000013515
ENSCAFP00000013515	ENSCAFP00000036923
ENSCAFP00000019315	ENSCAFP00000013515
ENSCAFP00000013515	ENSCAFP00000019315
ENSCAFP00000014972	ENSCAFP00000015256
ENSCAFP00000015256	ENSCAFP00000014972
ENSCAFP00000014972	ENSCAFP00000018907
ENSCAFP00000018907	ENSCAFP00000014972
ENSCAFP00000015256	ENSCAFP00000018907
ENSCAFP00000018907	ENSCAFP00000015256
ENSCAFP00000020231	ENSCAFP00000018892
ENSCAFP00000018892	ENSCAFP00000020231
ENSCAFP00000013109	ENSCAFP00000000568
ENSCAFP00000000568	ENSCAFP00000013109
ENSCAFP00000013109	ENSCAFP00000010504
ENSCAFP00000010504	ENSCAFP00000013109
ENSCAFP00000000568	ENSCAFP00000010504
ENSCAFP00000010504	ENSCAFP00000000568
ENSCAFP00000012838	ENSCAFP00000001071
ENSCAFP00000001071	ENSCAFP00000012838
ENSCAFP00000010586	ENSCAFP00000002181
ENSCAFP00000002181	ENSCAFP00000010586
ENSCAFP00000010586	ENSCAFP00000014713
ENSCAFP00000014713	ENSCAFP00000010586
ENSCAFP00000010586	ENSCAFP00000036743
ENSCAFP00000036743	ENSCAFP00000010586
ENSCAFP00000002181	ENSCAFP00000014713
ENSCAFP00000014713	ENSCAFP00000002181
ENSCAFP00000002181	ENSCAFP00000036743
ENSCAFP00000036743	ENSCAFP00000002181
ENSCAFP00000014713	ENSCAFP00000036743
ENSCAFP00000036743	ENSCAFP00000014713
ENSCAFP00000042079	ENSCAFP00000010203
ENSCAFP00000010203	ENSCAFP00000042079
ENSCAFP00000042079	ENSCAFP00000038985
ENSCAFP00000038985	ENSCAFP00000042079
ENSCAFP00000010203	ENSCAFP00000038985
ENSCAFP00000038985	ENSCAFP00000010203
ENSCAFP00000027340	ENSCAFP00000029166
ENSCAFP00000029166	ENSCAFP00000027340
ENSCAFP00000027340	ENSCAFP00000021986
ENSCAFP00000021986	ENSCAFP00000027340
ENSCAFP00000029166	ENSCAFP00000021986
ENSCAFP00000021986	ENSCAFP00000029166
ENSCAFP00000041317	ENSCAFP00000019958
ENSCAFP00000019958	ENSCAFP00000041317
ENSCAFP00000037306	ENSCAFP00000036676
ENSCAFP00000036676	ENSCAFP00000037306
ENSCAFP00000037306	ENSCAFP00000039774
ENSCAFP00000039774	ENSCAFP00000037306
ENSCAFP00000037306	ENSCAFP00000008881
ENSCAFP00000008881	ENSCAFP00000037306
ENSCAFP00000036676	ENSCAFP00000039774
ENSCAFP00000039774	ENSCAFP00000036676
ENSCAFP00000036676	ENSCAFP00000008881
ENSCAFP00000008881	ENSCAFP00000036676
ENSCAFP00000039774	ENSCAFP00000008881
ENSCAFP00000008881	ENSCAFP00000039774
ENSCAFP00000013994	ENSCAFP00000031706
ENSCAFP00000031706	ENSCAFP00000013994
ENSCAFP00000013994	ENSCAFP00000021909
ENSCAFP00000021909	ENSCAFP00000013994
ENSCAFP00000013994	ENSCAFP00000042047
ENSCAFP00000042047	ENSCAFP00000013994
ENSCAFP00000013994	ENSCAFP00000018103
ENSCAFP00000018103	ENSCAFP00000013994
ENSCAFP00000031706	ENSCAFP00000018103
ENSCAFP00000018103	ENSCAFP00000031706
ENSCAFP00000021909	ENSCAFP00000018103
ENSCAFP00000018103	ENSCAFP00000021909
ENSCAFP00000042047	ENSCAFP00000018103
ENSCAFP00000018103	ENSCAFP00000042047
ENSCAFP00000034270	ENSCAFP00000015719
ENSCAFP00000015719	ENSCAFP00000034270
ENSCAFP00000022621	ENSCAFP00000040116
ENSCAFP00000040116	ENSCAFP00000022621
ENSCAFP00000005354	ENSCAFP00000009800
ENSCAFP00000009800	ENSCAFP00000005354
ENSCAFP00000005354	ENSCAFP00000002345
ENSCAFP00000002345	ENSCAFP00000005354
ENSCAFP00000005354	ENSCAFP00000017624
ENSCAFP00000017624	ENSCAFP00000005354
ENSCAFP00000009800	ENSCAFP00000002345
ENSCAFP00000002345	ENSCAFP00000009800
ENSCAFP00000009800	ENSCAFP00000017624
ENSCAFP00000017624	ENSCAFP00000009800
ENSCAFP00000002345	ENSCAFP00000017624
ENSCAFP00000017624	ENSCAFP00000002345
ENSCAFP00000001223	ENSCAFP00000011507
ENSCAFP00000011507	ENSCAFP00000001223
ENSCAFP00000010534	ENSCAFP00000013458
ENSCAFP00000013458	ENSCAFP00000010534
ENSCAFP00000010534	ENSCAFP00000029504
ENSCAFP00000029504	ENSCAFP00000010534
ENSCAFP00000010534	ENSCAFP00000017672
ENSCAFP00000017672	ENSCAFP00000010534
ENSCAFP00000013458	ENSCAFP00000029504
ENSCAFP00000029504	ENSCAFP00000013458
ENSCAFP00000013458	ENSCAFP00000017672
ENSCAFP00000017672	ENSCAFP00000013458
ENSCAFP00000029504	ENSCAFP00000017672
ENSCAFP00000017672	ENSCAFP00000029504
ENSCAFP00000017554	ENSCAFP00000040824
ENSCAFP00000040824	ENSCAFP00000017554
ENSCAFP00000017554	ENSCAFP00000001291
ENSCAFP00000001291	ENSCAFP00000017554
ENSCAFP00000040824	ENSCAFP00000001291
ENSCAFP00000001291	ENSCAFP00000040824
ENSCAFP00000006429	ENSCAFP00000006435
ENSCAFP00000006435	ENSCAFP00000006429
ENSCAFP00000014334	ENSCAFP00000036331
ENSCAFP00000036331	ENSCAFP00000014334
ENSCAFP00000010608	ENSCAFP00000007842
ENSCAFP00000007842	ENSCAFP00000010608
ENSCAFP00000004376	ENSCAFP00000006176
ENSCAFP00000006176	ENSCAFP00000004376
ENSCAFP00000016183	ENSCAFP00000003376
ENSCAFP00000003376	ENSCAFP00000016183
ENSCAFP00000020552	ENSCAFP00000015974
ENSCAFP00000015974	ENSCAFP00000020552
ENSCAFP00000020552	ENSCAFP00000012041
ENSCAFP00000012041	ENSCAFP00000020552
ENSCAFP00000015974	ENSCAFP00000012041
ENSCAFP00000012041	ENSCAFP00000015974
ENSCAFP00000012917	ENSCAFP00000023722
ENSCAFP00000023722	ENSCAFP00000012917
ENSCAFP00000012917	ENSCAFP00000036624
ENSCAFP00000036624	ENSCAFP00000012917
ENSCAFP00000023722	ENSCAFP00000036624
ENSCAFP00000036624	ENSCAFP00000023722
ENSCAFP00000028288	ENSCAFP00000023841
ENSCAFP00000023841	ENSCAFP00000028288
ENSCAFP00000028288	ENSCAFP00000027598
ENSCAFP00000027598	ENSCAFP00000028288
ENSCAFP00000028288	ENSCAFP00000003046
ENSCAFP00000003046	ENSCAFP00000028288
ENSCAFP00000023841	ENSCAFP00000027598
ENSCAFP00000027598	ENSCAFP00000023841
ENSCAFP00000023841	ENSCAFP00000003046
ENSCAFP00000003046	ENSCAFP00000023841
ENSCAFP00000027598	ENSCAFP00000003046
ENSCAFP00000003046	ENSCAFP00000027598
ENSCAFP00000006244	ENSCAFP00000004745
ENSCAFP00000004745	ENSCAFP00000006244
ENSCAFP00000007286	ENSCAFP00000013517
ENSCAFP00000013517	ENSCAFP00000007286
ENSCAFP00000007286	ENSCAFP00000015298
ENSCAFP00000015298	ENSCAFP00000007286
ENSCAFP00000007286	ENSCAFP00000011347
ENSCAFP00000011347	ENSCAFP00000007286
ENSCAFP00000013517	ENSCAFP00000015298
ENSCAFP00000015298	ENSCAFP00000013517
ENSCAFP00000013517	ENSCAFP00000011347
