ENSMGAP00000010739	ENSMGAP00000004925
ENSMGAP00000001495	ENSMGAP00000012271
ENSMGAP00000012271	ENSMGAP00000002334
ENSMGAP00000002334	ENSMGAP00000012271
ENSMGAP00000001495	ENSMGAP00000002334
ENSMGAP00000002334	ENSMGAP00000001495
ENSMGAP00000014698	ENSMGAP00000010336
ENSMGAP00000010336	ENSMGAP00000014698
ENSMGAP00000016017	ENSMGAP00000012464
ENSMGAP00000012464	ENSMGAP00000016017
ENSMGAP00000016017	ENSMGAP00000005862
ENSMGAP00000005862	ENSMGAP00000016017
ENSMGAP00000016017	ENSMGAP00000017225
ENSMGAP00000017225	ENSMGAP00000016017
ENSMGAP00000012464	ENSMGAP00000005862
ENSMGAP00000005862	ENSMGAP00000012464
ENSMGAP00000012464	ENSMGAP00000017225
ENSMGAP00000017225	ENSMGAP00000012464
ENSMGAP00000005862	ENSMGAP00000017225
ENSMGAP00000017225	ENSMGAP00000005862
ENSMGAP00000017102	ENSMGAP00000005958
ENSMGAP00000005958	ENSMGAP00000017102
ENSMGAP00000007717	ENSMGAP00000001647
ENSMGAP00000001647	ENSMGAP00000007717
ENSMGAP00000007717	ENSMGAP00000001665
ENSMGAP00000001665	ENSMGAP00000007717
ENSMGAP00000007717	ENSMGAP00000010559
ENSMGAP00000010559	ENSMGAP00000007717
ENSMGAP00000001647	ENSMGAP00000001665
ENSMGAP00000001665	ENSMGAP00000001647
ENSMGAP00000001647	ENSMGAP00000010559
ENSMGAP00000010559	ENSMGAP00000001647
ENSMGAP00000001665	ENSMGAP00000010559
ENSMGAP00000010559	ENSMGAP00000001665
ENSMGAP00000017276	ENSMGAP00000013110
ENSMGAP00000013110	ENSMGAP00000017276
ENSMGAP00000019497	ENSMGAP00000014326
ENSMGAP00000014326	ENSMGAP00000019497
ENSMGAP00000010723	ENSMGAP00000014328
ENSMGAP00000014328	ENSMGAP00000010723
ENSMGAP00000015684	ENSMGAP00000008214
ENSMGAP00000008214	ENSMGAP00000015684
ENSMGAP00000015684	ENSMGAP00000018472
ENSMGAP00000018472	ENSMGAP00000015684
ENSMGAP00000008214	ENSMGAP00000018472
ENSMGAP00000018472	ENSMGAP00000008214
ENSMGAP00000014523	ENSMGAP00000005391
ENSMGAP00000005391	ENSMGAP00000014523
ENSMGAP00000017815	ENSMGAP00000008461
ENSMGAP00000008461	ENSMGAP00000017815
ENSMGAP00000010311	ENSMGAP00000000998
ENSMGAP00000000998	ENSMGAP00000010311
ENSMGAP00000017212	ENSMGAP00000000998
ENSMGAP00000000998	ENSMGAP00000017212
ENSMGAP00000005143	ENSMGAP00000010843
ENSMGAP00000010843	ENSMGAP00000005143
ENSMGAP00000006039	ENSMGAP00000009465
ENSMGAP00000009465	ENSMGAP00000006039
ENSMGAP00000004881	ENSMGAP00000003824
ENSMGAP00000003824	ENSMGAP00000004881
ENSMGAP00000000358	ENSMGAP00000015412
ENSMGAP00000015412	ENSMGAP00000000358
ENSMGAP00000000386	ENSMGAP00000015411
ENSMGAP00000015411	ENSMGAP00000000386
ENSMGAP00000003180	ENSMGAP00000001885
ENSMGAP00000001885	ENSMGAP00000003180
ENSMGAP00000003180	ENSMGAP00000010372
ENSMGAP00000010372	ENSMGAP00000003180
ENSMGAP00000001885	ENSMGAP00000010372
ENSMGAP00000010372	ENSMGAP00000001885
ENSMGAP00000011319	ENSMGAP00000007090
ENSMGAP00000007090	ENSMGAP00000011319
ENSMGAP00000011319	ENSMGAP00000001052
ENSMGAP00000001052	ENSMGAP00000011319
ENSMGAP00000007090	ENSMGAP00000001052
ENSMGAP00000001052	ENSMGAP00000007090
ENSMGAP00000003091	ENSMGAP00000002562
ENSMGAP00000002562	ENSMGAP00000003091
ENSMGAP00000003091	ENSMGAP00000011397
ENSMGAP00000011397	ENSMGAP00000003091
ENSMGAP00000002562	ENSMGAP00000011397
ENSMGAP00000011397	ENSMGAP00000002562
ENSMGAP00000018095	ENSMGAP00000009105
ENSMGAP00000009105	ENSMGAP00000018095
ENSMGAP00000013560	ENSMGAP00000001708
ENSMGAP00000001708	ENSMGAP00000013560
ENSMGAP00000000389	ENSMGAP00000015410
ENSMGAP00000015410	ENSMGAP00000000389
ENSMGAP00000006675	ENSMGAP00000013119
ENSMGAP00000013119	ENSMGAP00000006675
ENSMGAP00000006675	ENSMGAP00000016483
ENSMGAP00000016483	ENSMGAP00000006675
ENSMGAP00000006675	ENSMGAP00000002503
ENSMGAP00000002503	ENSMGAP00000006675
ENSMGAP00000013119	ENSMGAP00000016483
ENSMGAP00000016483	ENSMGAP00000013119
ENSMGAP00000013119	ENSMGAP00000002503
ENSMGAP00000002503	ENSMGAP00000013119
ENSMGAP00000016483	ENSMGAP00000002503
ENSMGAP00000002503	ENSMGAP00000016483
ENSMGAP00000009837	ENSMGAP00000012973
ENSMGAP00000012973	ENSMGAP00000009837
ENSMGAP00000009837	ENSMGAP00000015535
ENSMGAP00000015535	ENSMGAP00000009837
ENSMGAP00000009837	ENSMGAP00000004637
ENSMGAP00000004637	ENSMGAP00000009837
ENSMGAP00000012973	ENSMGAP00000015535
ENSMGAP00000015535	ENSMGAP00000012973
ENSMGAP00000012973	ENSMGAP00000004637
ENSMGAP00000004637	ENSMGAP00000012973
ENSMGAP00000015535	ENSMGAP00000004637
ENSMGAP00000004637	ENSMGAP00000015535
ENSMGAP00000016621	ENSMGAP00000017113
ENSMGAP00000017113	ENSMGAP00000016621
ENSMGAP00000016621	ENSMGAP00000017108
ENSMGAP00000017108	ENSMGAP00000016621
ENSMGAP00000016621	ENSMGAP00000006679
ENSMGAP00000006679	ENSMGAP00000016621
ENSMGAP00000016621	ENSMGAP00000007031
ENSMGAP00000007031	ENSMGAP00000016621
ENSMGAP00000016621	ENSMGAP00000014430
ENSMGAP00000014430	ENSMGAP00000016621
ENSMGAP00000017113	ENSMGAP00000017108
ENSMGAP00000017108	ENSMGAP00000017113
ENSMGAP00000017113	ENSMGAP00000006679
ENSMGAP00000006679	ENSMGAP00000017113
ENSMGAP00000017113	ENSMGAP00000007031
ENSMGAP00000007031	ENSMGAP00000017113
ENSMGAP00000017113	ENSMGAP00000014430
ENSMGAP00000014430	ENSMGAP00000017113
ENSMGAP00000017108	ENSMGAP00000006679
ENSMGAP00000006679	ENSMGAP00000017108
ENSMGAP00000017108	ENSMGAP00000007031
ENSMGAP00000007031	ENSMGAP00000017108
ENSMGAP00000017108	ENSMGAP00000014430
ENSMGAP00000014430	ENSMGAP00000017108
ENSMGAP00000006679	ENSMGAP00000007031
ENSMGAP00000007031	ENSMGAP00000006679
ENSMGAP00000006679	ENSMGAP00000014430
ENSMGAP00000014430	ENSMGAP00000006679
ENSMGAP00000007031	ENSMGAP00000014430
ENSMGAP00000014430	ENSMGAP00000007031
ENSMGAP00000011150	ENSMGAP00000001706
ENSMGAP00000001706	ENSMGAP00000011150
ENSMGAP00000003499	ENSMGAP00000001620
ENSMGAP00000001620	ENSMGAP00000003499
ENSMGAP00000014134	ENSMGAP00000014444
ENSMGAP00000014444	ENSMGAP00000014134
ENSMGAP00000014134	ENSMGAP00000011782
ENSMGAP00000011782	ENSMGAP00000014134
ENSMGAP00000014444	ENSMGAP00000011782
ENSMGAP00000011782	ENSMGAP00000014444
ENSMGAP00000006663	ENSMGAP00000001823
ENSMGAP00000001823	ENSMGAP00000006663
ENSMGAP00000006663	ENSMGAP00000008192
ENSMGAP00000008192	ENSMGAP00000006663
ENSMGAP00000001823	ENSMGAP00000008192
ENSMGAP00000008192	ENSMGAP00000001823
ENSMGAP00000004296	ENSMGAP00000011003
ENSMGAP00000011003	ENSMGAP00000004296
ENSMGAP00000002585	ENSMGAP00000009697
ENSMGAP00000009697	ENSMGAP00000002585
ENSMGAP00000002585	ENSMGAP00000013931
ENSMGAP00000013931	ENSMGAP00000002585
ENSMGAP00000009697	ENSMGAP00000013931
ENSMGAP00000013931	ENSMGAP00000009697
ENSMGAP00000004888	ENSMGAP00000015585
ENSMGAP00000015585	ENSMGAP00000004888
ENSMGAP00000018441	ENSMGAP00000015936
ENSMGAP00000015936	ENSMGAP00000018441
ENSMGAP00000015981	ENSMGAP00000012205
ENSMGAP00000012205	ENSMGAP00000015981
ENSMGAP00000015981	ENSMGAP00000001863
ENSMGAP00000001863	ENSMGAP00000015981
ENSMGAP00000015981	ENSMGAP00000000580
ENSMGAP00000000580	ENSMGAP00000015981
ENSMGAP00000012205	ENSMGAP00000001863
ENSMGAP00000001863	ENSMGAP00000012205
ENSMGAP00000012205	ENSMGAP00000000580
ENSMGAP00000000580	ENSMGAP00000012205
ENSMGAP00000001863	ENSMGAP00000000580
ENSMGAP00000000580	ENSMGAP00000001863
ENSMGAP00000004128	ENSMGAP00000004153
ENSMGAP00000004153	ENSMGAP00000004128
ENSMGAP00000010136	ENSMGAP00000000213
ENSMGAP00000000213	ENSMGAP00000010136
ENSMGAP00000010136	ENSMGAP00000004544
ENSMGAP00000004544	ENSMGAP00000010136
ENSMGAP00000000213	ENSMGAP00000004544
ENSMGAP00000004544	ENSMGAP00000000213
ENSMGAP00000016760	ENSMGAP00000016553
ENSMGAP00000016553	ENSMGAP00000016760
ENSMGAP00000005021	ENSMGAP00000013944
ENSMGAP00000013944	ENSMGAP00000005021
ENSMGAP00000006813	ENSMGAP00000002757
ENSMGAP00000002757	ENSMGAP00000006813
ENSMGAP00000002043	ENSMGAP00000010476
ENSMGAP00000010476	ENSMGAP00000002043
ENSMGAP00000005477	ENSMGAP00000009669
ENSMGAP00000009669	ENSMGAP00000005477
ENSMGAP00000005477	ENSMGAP00000012737
ENSMGAP00000012737	ENSMGAP00000005477
ENSMGAP00000009669	ENSMGAP00000012737
ENSMGAP00000012737	ENSMGAP00000009669
ENSMGAP00000005956	ENSMGAP00000010770
ENSMGAP00000010770	ENSMGAP00000005956
ENSMGAP00000016185	ENSMGAP00000018690
ENSMGAP00000018690	ENSMGAP00000016185
ENSMGAP00000016185	ENSMGAP00000016501
ENSMGAP00000016501	ENSMGAP00000016185
ENSMGAP00000016185	ENSMGAP00000008976
ENSMGAP00000008976	ENSMGAP00000016185
ENSMGAP00000018690	ENSMGAP00000016501
ENSMGAP00000016501	ENSMGAP00000018690
ENSMGAP00000018690	ENSMGAP00000008976
ENSMGAP00000008976	ENSMGAP00000018690
ENSMGAP00000016501	ENSMGAP00000008976
ENSMGAP00000008976	ENSMGAP00000016501
ENSMGAP00000017430	ENSMGAP00000000766
ENSMGAP00000000766	ENSMGAP00000017430
ENSMGAP00000017430	ENSMGAP00000005389
ENSMGAP00000005389	ENSMGAP00000017430
ENSMGAP00000000766	ENSMGAP00000005389
ENSMGAP00000005389	ENSMGAP00000000766
ENSMGAP00000011712	ENSMGAP00000011707
ENSMGAP00000011707	ENSMGAP00000011712
ENSMGAP00000003100	ENSMGAP00000013565
ENSMGAP00000013565	ENSMGAP00000003100
ENSMGAP00000003100	ENSMGAP00000011607
ENSMGAP00000011607	ENSMGAP00000003100
ENSMGAP00000013565	ENSMGAP00000011607
ENSMGAP00000011607	ENSMGAP00000013565
ENSMGAP00000015004	ENSMGAP00000007775
ENSMGAP00000007775	ENSMGAP00000015004
ENSMGAP00000011142	ENSMGAP00000011502
ENSMGAP00000011502	ENSMGAP00000011142
ENSMGAP00000011142	ENSMGAP00000000568
ENSMGAP00000000568	ENSMGAP00000011142
ENSMGAP00000011142	ENSMGAP00000010795
ENSMGAP00000010795	ENSMGAP00000011142
ENSMGAP00000011142	ENSMGAP00000010383
ENSMGAP00000010383	ENSMGAP00000011142
ENSMGAP00000011502	ENSMGAP00000000568
ENSMGAP00000000568	ENSMGAP00000011502
ENSMGAP00000011502	ENSMGAP00000010795
ENSMGAP00000010795	ENSMGAP00000011502
ENSMGAP00000011502	ENSMGAP00000010383
ENSMGAP00000010383	ENSMGAP00000011502
ENSMGAP00000000568	ENSMGAP00000010795
ENSMGAP00000010795	ENSMGAP00000000568
ENSMGAP00000000568	ENSMGAP00000010383
ENSMGAP00000010383	ENSMGAP00000000568
ENSMGAP00000010795	ENSMGAP00000010383
ENSMGAP00000010383	ENSMGAP00000010795
ENSMGAP00000007091	ENSMGAP00000011690
ENSMGAP00000011690	ENSMGAP00000007091
ENSMGAP00000007091	ENSMGAP00000001013
ENSMGAP00000001013	ENSMGAP00000007091
ENSMGAP00000011690	ENSMGAP00000001013
ENSMGAP00000001013	ENSMGAP00000011690
ENSMGAP00000006110	ENSMGAP00000010455
ENSMGAP00000010455	ENSMGAP00000006110
ENSMGAP00000003058	ENSMGAP00000005080
ENSMGAP00000005080	ENSMGAP00000003058
ENSMGAP00000000727	ENSMGAP00000002669
ENSMGAP00000002669	ENSMGAP00000000727
ENSMGAP00000000704	ENSMGAP00000009315
ENSMGAP00000009315	ENSMGAP00000000704
ENSMGAP00000003381	ENSMGAP00000008853
ENSMGAP00000008853	ENSMGAP00000003381
ENSMGAP00000003381	ENSMGAP00000002081
ENSMGAP00000002081	ENSMGAP00000003381
ENSMGAP00000008853	ENSMGAP00000002081
ENSMGAP00000002081	ENSMGAP00000008853
ENSMGAP00000008397	ENSMGAP00000005747
ENSMGAP00000005747	ENSMGAP00000008397
ENSMGAP00000008082	ENSMGAP00000010479
ENSMGAP00000010479	ENSMGAP00000008082
ENSMGAP00000002739	ENSMGAP00000002563
ENSMGAP00000002563	ENSMGAP00000002739
ENSMGAP00000018235	ENSMGAP00000012762
ENSMGAP00000012762	ENSMGAP00000018235
ENSMGAP00000007311	ENSMGAP00000001285
ENSMGAP00000001285	ENSMGAP00000007311
ENSMGAP00000007311	ENSMGAP00000011245
ENSMGAP00000011245	ENSMGAP00000007311
ENSMGAP00000001285	ENSMGAP00000011245
ENSMGAP00000011245	ENSMGAP00000001285
ENSMGAP00000016624	ENSMGAP00000004542
ENSMGAP00000004542	ENSMGAP00000016624
ENSMGAP00000016600	ENSMGAP00000016964
ENSMGAP00000016964	ENSMGAP00000016600
ENSMGAP00000016600	ENSMGAP00000014693
ENSMGAP00000014693	ENSMGAP00000016600
ENSMGAP00000016600	ENSMGAP00000016599
ENSMGAP00000016599	ENSMGAP00000016600
ENSMGAP00000016964	ENSMGAP00000014693
ENSMGAP00000014693	ENSMGAP00000016964
ENSMGAP00000016964	ENSMGAP00000016599
ENSMGAP00000016599	ENSMGAP00000016964
ENSMGAP00000014693	ENSMGAP00000016599
ENSMGAP00000016599	ENSMGAP00000014693
ENSMGAP00000000587	ENSMGAP00000014906
ENSMGAP00000014906	ENSMGAP00000000587
ENSMGAP00000004248	ENSMGAP00000011807
ENSMGAP00000011807	ENSMGAP00000004248
ENSMGAP00000016314	ENSMGAP00000016842
ENSMGAP00000016842	ENSMGAP00000016314
ENSMGAP00000016314	ENSMGAP00000014105
ENSMGAP00000014105	ENSMGAP00000016314
ENSMGAP00000016842	ENSMGAP00000014105
ENSMGAP00000014105	ENSMGAP00000016842
ENSMGAP00000009680	ENSMGAP00000011788
ENSMGAP00000011788	ENSMGAP00000009680
ENSMGAP00000009680	ENSMGAP00000011811
ENSMGAP00000011811	ENSMGAP00000009680
ENSMGAP00000009680	ENSMGAP00000009670
ENSMGAP00000009670	ENSMGAP00000009680
ENSMGAP00000009680	ENSMGAP00000004267
ENSMGAP00000004267	ENSMGAP00000009680
ENSMGAP00000011788	ENSMGAP00000011811
ENSMGAP00000011811	ENSMGAP00000011788
ENSMGAP00000011788	ENSMGAP00000009670
ENSMGAP00000009670	ENSMGAP00000011788
ENSMGAP00000011788	ENSMGAP00000004267
ENSMGAP00000004267	ENSMGAP00000011788
ENSMGAP00000011811	ENSMGAP00000009670
ENSMGAP00000009670	ENSMGAP00000011811
ENSMGAP00000011811	ENSMGAP00000004267
ENSMGAP00000004267	ENSMGAP00000011811
ENSMGAP00000009670	ENSMGAP00000004267
ENSMGAP00000004267	ENSMGAP00000009670
ENSMGAP00000000203	ENSMGAP00000003994
ENSMGAP00000003994	ENSMGAP00000000203
ENSMGAP00000008738	ENSMGAP00000012831
ENSMGAP00000012831	ENSMGAP00000008738
ENSMGAP00000000230	ENSMGAP00000001962
ENSMGAP00000001962	ENSMGAP00000000230
ENSMGAP00000000230	ENSMGAP00000013926
ENSMGAP00000013926	ENSMGAP00000000230
ENSMGAP00000001962	ENSMGAP00000013926
ENSMGAP00000013926	ENSMGAP00000001962
ENSMGAP00000000306	ENSMGAP00000015548
ENSMGAP00000015548	ENSMGAP00000000306
ENSMGAP00000012998	ENSMGAP00000004301
ENSMGAP00000004301	ENSMGAP00000012998
ENSMGAP00000012998	ENSMGAP00000015856
ENSMGAP00000015856	ENSMGAP00000012998
ENSMGAP00000004301	ENSMGAP00000015856
ENSMGAP00000015856	ENSMGAP00000004301
ENSMGAP00000008122	ENSMGAP00000018618
ENSMGAP00000018618	ENSMGAP00000008122
ENSMGAP00000016023	ENSMGAP00000012783
ENSMGAP00000012783	ENSMGAP00000016023
ENSMGAP00000002351	ENSMGAP00000004935
ENSMGAP00000004935	ENSMGAP00000002351
ENSMGAP00000009895	ENSMGAP00000015747
ENSMGAP00000015747	ENSMGAP00000009895
ENSMGAP00000009895	ENSMGAP00000003813
ENSMGAP00000003813	ENSMGAP00000009895
ENSMGAP00000015747	ENSMGAP00000003813
ENSMGAP00000003813	ENSMGAP00000015747
ENSMGAP00000007043	ENSMGAP00000002774
ENSMGAP00000002774	ENSMGAP00000007043
ENSMGAP00000001511	ENSMGAP00000018324
ENSMGAP00000018324	ENSMGAP00000001511
ENSMGAP00000001304	ENSMGAP00000013420
ENSMGAP00000013420	ENSMGAP00000001304
ENSMGAP00000001304	ENSMGAP00000014802
ENSMGAP00000014802	ENSMGAP00000001304
ENSMGAP00000001304	ENSMGAP00000000942
ENSMGAP00000000942	ENSMGAP00000001304
ENSMGAP00000013420	ENSMGAP00000014802
ENSMGAP00000014802	ENSMGAP00000013420
ENSMGAP00000013420	ENSMGAP00000000942
ENSMGAP00000000942	ENSMGAP00000013420
ENSMGAP00000014802	ENSMGAP00000000942
ENSMGAP00000000942	ENSMGAP00000014802
ENSMGAP00000006109	ENSMGAP00000005681
ENSMGAP00000005681	ENSMGAP00000006109
ENSMGAP00000003481	ENSMGAP00000002985
ENSMGAP00000002985	ENSMGAP00000003481
ENSMGAP00000013744	ENSMGAP00000004942
ENSMGAP00000004942	ENSMGAP00000013744
ENSMGAP00000018666	ENSMGAP00000005048
ENSMGAP00000005048	ENSMGAP00000018666
ENSMGAP00000006089	ENSMGAP00000019818
ENSMGAP00000019818	ENSMGAP00000006089
ENSMGAP00000015191	ENSMGAP00000014112
ENSMGAP00000014112	ENSMGAP00000015191
ENSMGAP00000015191	ENSMGAP00000001210
ENSMGAP00000001210	ENSMGAP00000015191
ENSMGAP00000014112	ENSMGAP00000001210
ENSMGAP00000001210	ENSMGAP00000014112
ENSMGAP00000015177	ENSMGAP00000009485
ENSMGAP00000009485	ENSMGAP00000015177
ENSMGAP00000015177	ENSMGAP00000015546
ENSMGAP00000015546	ENSMGAP00000015177
ENSMGAP00000015177	ENSMGAP00000008902
ENSMGAP00000008902	ENSMGAP00000015177
ENSMGAP00000015177	ENSMGAP00000018878
ENSMGAP00000018878	ENSMGAP00000015177
ENSMGAP00000009485	ENSMGAP00000015546
ENSMGAP00000015546	ENSMGAP00000009485
ENSMGAP00000009485	ENSMGAP00000008902
ENSMGAP00000008902	ENSMGAP00000009485
ENSMGAP00000009485	ENSMGAP00000018878
ENSMGAP00000018878	ENSMGAP00000009485
ENSMGAP00000015546	ENSMGAP00000008902
ENSMGAP00000008902	ENSMGAP00000015546
ENSMGAP00000015546	ENSMGAP00000018878
ENSMGAP00000018878	ENSMGAP00000015546
ENSMGAP00000008902	ENSMGAP00000018878
ENSMGAP00000018878	ENSMGAP00000008902
ENSMGAP00000004662	ENSMGAP00000011844
ENSMGAP00000011844	ENSMGAP00000004662
ENSMGAP00000018493	ENSMGAP00000008502
ENSMGAP00000008502	ENSMGAP00000018493
ENSMGAP00000018493	ENSMGAP00000008511
ENSMGAP00000008511	ENSMGAP00000018493
ENSMGAP00000008502	ENSMGAP00000008511
ENSMGAP00000008511	ENSMGAP00000008502
ENSMGAP00000014133	ENSMGAP00000005202
ENSMGAP00000005202	ENSMGAP00000014133
ENSMGAP00000000948	ENSMGAP00000013651
ENSMGAP00000013651	ENSMGAP00000000948
ENSMGAP00000005847	ENSMGAP00000000465
ENSMGAP00000000465	ENSMGAP00000005847
ENSMGAP00000001670	ENSMGAP00000012342
ENSMGAP00000012342	ENSMGAP00000001670
ENSMGAP00000001670	ENSMGAP00000008975
ENSMGAP00000008975	ENSMGAP00000001670
ENSMGAP00000012342	ENSMGAP00000008975
ENSMGAP00000008975	ENSMGAP00000012342
ENSMGAP00000017575	ENSMGAP00000003802
ENSMGAP00000003802	ENSMGAP00000017575
ENSMGAP00000012957	ENSMGAP00000006887
ENSMGAP00000006887	ENSMGAP00000012957
ENSMGAP00000012002	ENSMGAP00000016330
ENSMGAP00000016330	ENSMGAP00000012002
ENSMGAP00000012002	ENSMGAP00000000714
ENSMGAP00000000714	ENSMGAP00000012002
ENSMGAP00000012002	ENSMGAP00000010680
ENSMGAP00000010680	ENSMGAP00000012002
ENSMGAP00000012002	ENSMGAP00000013389
ENSMGAP00000013389	ENSMGAP00000012002
ENSMGAP00000016330	ENSMGAP00000000714
ENSMGAP00000000714	ENSMGAP00000016330
ENSMGAP00000016330	ENSMGAP00000010680
ENSMGAP00000010680	ENSMGAP00000016330
ENSMGAP00000016330	ENSMGAP00000013389
ENSMGAP00000013389	ENSMGAP00000016330
ENSMGAP00000000714	ENSMGAP00000010680
ENSMGAP00000010680	ENSMGAP00000000714
ENSMGAP00000000714	ENSMGAP00000013389
ENSMGAP00000013389	ENSMGAP00000000714
ENSMGAP00000010680	ENSMGAP00000013389
ENSMGAP00000013389	ENSMGAP00000010680
ENSMGAP00000000342	ENSMGAP00000005286
ENSMGAP00000005286	ENSMGAP00000000342
ENSMGAP00000000342	ENSMGAP00000004802
ENSMGAP00000004802	ENSMGAP00000000342
ENSMGAP00000000342	ENSMGAP00000004812
ENSMGAP00000004812	ENSMGAP00000000342
ENSMGAP00000000342	ENSMGAP00000006868
ENSMGAP00000006868	ENSMGAP00000000342
ENSMGAP00000000342	ENSMGAP00000012186
ENSMGAP00000012186	ENSMGAP00000000342
ENSMGAP00000005286	ENSMGAP00000004802
ENSMGAP00000004802	ENSMGAP00000005286
ENSMGAP00000005286	ENSMGAP00000004812
ENSMGAP00000004812	ENSMGAP00000005286
ENSMGAP00000005286	ENSMGAP00000006868
ENSMGAP00000006868	ENSMGAP00000005286
ENSMGAP00000005286	ENSMGAP00000012186
ENSMGAP00000012186	ENSMGAP00000005286
ENSMGAP00000004802	ENSMGAP00000004812
ENSMGAP00000004812	ENSMGAP00000004802
ENSMGAP00000004802	ENSMGAP00000006868
ENSMGAP00000006868	ENSMGAP00000004802
ENSMGAP00000004802	ENSMGAP00000012186
ENSMGAP00000012186	ENSMGAP00000004802
ENSMGAP00000004812	ENSMGAP00000006868
ENSMGAP00000006868	ENSMGAP00000004812
ENSMGAP00000004812	ENSMGAP00000012186
ENSMGAP00000012186	ENSMGAP00000004812
ENSMGAP00000006868	ENSMGAP00000012186
ENSMGAP00000012186	ENSMGAP00000006868
ENSMGAP00000015375	ENSMGAP00000013550
ENSMGAP00000013550	ENSMGAP00000015375
ENSMGAP00000009616	ENSMGAP00000004943
ENSMGAP00000004943	ENSMGAP00000009616
ENSMGAP00000002698	ENSMGAP00000001617
ENSMGAP00000001617	ENSMGAP00000002698
ENSMGAP00000001748	ENSMGAP00000000667
ENSMGAP00000000667	ENSMGAP00000001748
ENSMGAP00000013117	ENSMGAP00000005468
ENSMGAP00000005468	ENSMGAP00000013117
ENSMGAP00000018903	ENSMGAP00000012131
ENSMGAP00000012131	ENSMGAP00000018903
ENSMGAP00000013987	ENSMGAP00000001420
ENSMGAP00000001420	ENSMGAP00000013987
ENSMGAP00000013987	ENSMGAP00000010516
ENSMGAP00000010516	ENSMGAP00000013987
ENSMGAP00000001420	ENSMGAP00000010516
ENSMGAP00000010516	ENSMGAP00000001420
ENSMGAP00000000326	ENSMGAP00000004075
ENSMGAP00000004075	ENSMGAP00000000326
ENSMGAP00000000326	ENSMGAP00000005886
ENSMGAP00000005886	ENSMGAP00000000326
ENSMGAP00000004075	ENSMGAP00000005886
ENSMGAP00000005886	ENSMGAP00000004075
ENSMGAP00000002608	ENSMGAP00000007165
ENSMGAP00000007165	ENSMGAP00000002608
ENSMGAP00000009780	ENSMGAP00000015318
ENSMGAP00000015318	ENSMGAP00000009780
ENSMGAP00000014440	ENSMGAP00000007162
ENSMGAP00000007162	ENSMGAP00000014440
ENSMGAP00000006548	ENSMGAP00000011346
ENSMGAP00000011346	ENSMGAP00000006548
ENSMGAP00000012262	ENSMGAP00000001209
ENSMGAP00000001209	ENSMGAP00000012262
ENSMGAP00000012262	ENSMGAP00000018761
ENSMGAP00000018761	ENSMGAP00000012262
ENSMGAP00000001209	ENSMGAP00000018761
ENSMGAP00000018761	ENSMGAP00000001209
ENSMGAP00000015541	ENSMGAP00000013731
ENSMGAP00000013731	ENSMGAP00000015541
ENSMGAP00000001717	ENSMGAP00000009654
ENSMGAP00000009654	ENSMGAP00000001717
ENSMGAP00000001717	ENSMGAP00000007085
ENSMGAP00000007085	ENSMGAP00000001717
ENSMGAP00000001717	ENSMGAP00000017444
ENSMGAP00000017444	ENSMGAP00000001717
ENSMGAP00000009654	ENSMGAP00000007085
ENSMGAP00000007085	ENSMGAP00000009654
ENSMGAP00000009654	ENSMGAP00000017444
ENSMGAP00000017444	ENSMGAP00000009654
ENSMGAP00000007085	ENSMGAP00000017444
ENSMGAP00000017444	ENSMGAP00000007085
ENSMGAP00000003237	ENSMGAP00000016803
ENSMGAP00000016803	ENSMGAP00000003237
ENSMGAP00000003237	ENSMGAP00000016561
ENSMGAP00000016561	ENSMGAP00000003237
ENSMGAP00000016803	ENSMGAP00000016561
ENSMGAP00000016561	ENSMGAP00000016803
ENSMGAP00000017626	ENSMGAP00000019551
ENSMGAP00000019551	ENSMGAP00000017626
ENSMGAP00000004665	ENSMGAP00000000927
ENSMGAP00000000927	ENSMGAP00000004665
ENSMGAP00000001505	ENSMGAP00000001449
ENSMGAP00000001449	ENSMGAP00000001505
ENSMGAP00000006561	ENSMGAP00000003189
ENSMGAP00000003189	ENSMGAP00000006561
ENSMGAP00000006561	ENSMGAP00000015637
ENSMGAP00000015637	ENSMGAP00000006561
ENSMGAP00000003189	ENSMGAP00000015637
ENSMGAP00000015637	ENSMGAP00000003189
ENSMGAP00000010788	ENSMGAP00000003439
ENSMGAP00000003439	ENSMGAP00000010788
ENSMGAP00000013846	ENSMGAP00000000719
ENSMGAP00000000719	ENSMGAP00000013846
ENSMGAP00000013846	ENSMGAP00000005433
ENSMGAP00000005433	ENSMGAP00000013846
ENSMGAP00000000719	ENSMGAP00000005433
ENSMGAP00000005433	ENSMGAP00000000719
ENSMGAP00000012748	ENSMGAP00000008800
ENSMGAP00000008800	ENSMGAP00000012748
ENSMGAP00000012748	ENSMGAP00000012038
ENSMGAP00000012038	ENSMGAP00000012748
ENSMGAP00000008800	ENSMGAP00000012038
ENSMGAP00000012038	ENSMGAP00000008800
ENSMGAP00000017221	ENSMGAP00000011308
ENSMGAP00000011308	ENSMGAP00000017221
ENSMGAP00000006504	ENSMGAP00000016199
ENSMGAP00000016199	ENSMGAP00000006504
ENSMGAP00000001571	ENSMGAP00000005817
ENSMGAP00000005817	ENSMGAP00000001571
ENSMGAP00000001571	ENSMGAP00000014759
ENSMGAP00000014759	ENSMGAP00000001571
ENSMGAP00000001571	ENSMGAP00000009889
ENSMGAP00000009889	ENSMGAP00000001571
ENSMGAP00000005817	ENSMGAP00000014759
