ENSP00000354794	ENSP00000455426
ENSP00000370034	ENSP00000218032
ENSP00000360502	ENSP00000255266
ENSP00000255266	ENSP00000360502
ENSP00000360502	ENSP00000420295
ENSP00000420295	ENSP00000360502
ENSP00000255266	ENSP00000420295
ENSP00000420295	ENSP00000255266
ENSP00000351957	ENSP00000282096
ENSP00000282096	ENSP00000351957
ENSP00000351957	ENSP00000347046
ENSP00000347046	ENSP00000351957
ENSP00000282096	ENSP00000347046
ENSP00000347046	ENSP00000282096
ENSP00000309597	ENSP00000451263
ENSP00000451263	ENSP00000309597
ENSP00000309597	ENSP00000355583
ENSP00000355583	ENSP00000309597
ENSP00000451263	ENSP00000355583
ENSP00000355583	ENSP00000451263
ENSP00000366244	ENSP00000251849
ENSP00000251849	ENSP00000366244
ENSP00000366244	ENSP00000288602
ENSP00000288602	ENSP00000366244
ENSP00000251849	ENSP00000288602
ENSP00000288602	ENSP00000251849
ENSP00000339952	ENSP00000381958
ENSP00000381958	ENSP00000339952
ENSP00000215743	ENSP00000286614
ENSP00000286614	ENSP00000215743
ENSP00000215743	ENSP00000246186
ENSP00000246186	ENSP00000215743
ENSP00000215743	ENSP00000219271
ENSP00000219271	ENSP00000215743
ENSP00000215743	ENSP00000308208
ENSP00000308208	ENSP00000215743
ENSP00000286614	ENSP00000246186
ENSP00000246186	ENSP00000286614
ENSP00000286614	ENSP00000219271
ENSP00000219271	ENSP00000286614
ENSP00000286614	ENSP00000308208
ENSP00000308208	ENSP00000286614
ENSP00000246186	ENSP00000219271
ENSP00000219271	ENSP00000246186
ENSP00000246186	ENSP00000308208
ENSP00000308208	ENSP00000246186
ENSP00000219271	ENSP00000308208
ENSP00000308208	ENSP00000219271
ENSP00000260227	ENSP00000260228
ENSP00000260228	ENSP00000260227
ENSP00000260227	ENSP00000260302
ENSP00000260302	ENSP00000260227
ENSP00000260228	ENSP00000260302
ENSP00000260302	ENSP00000260228
ENSP00000337816	ENSP00000353767
ENSP00000353767	ENSP00000337816
ENSP00000286301	ENSP00000288135
ENSP00000288135	ENSP00000286301
ENSP00000286301	ENSP00000257290
ENSP00000257290	ENSP00000286301
ENSP00000286301	ENSP00000261799
ENSP00000261799	ENSP00000286301
ENSP00000288135	ENSP00000257290
ENSP00000257290	ENSP00000288135
ENSP00000288135	ENSP00000261799
ENSP00000261799	ENSP00000288135
ENSP00000257290	ENSP00000261799
ENSP00000261799	ENSP00000257290
ENSP00000339824	ENSP00000292408
ENSP00000292408	ENSP00000339824
ENSP00000339824	ENSP00000393312
ENSP00000393312	ENSP00000339824
ENSP00000339824	ENSP00000410294
ENSP00000410294	ENSP00000339824
ENSP00000292408	ENSP00000393312
ENSP00000393312	ENSP00000292408
ENSP00000292408	ENSP00000410294
ENSP00000410294	ENSP00000292408
ENSP00000393312	ENSP00000410294
ENSP00000410294	ENSP00000393312
ENSP00000282397	ENSP00000263923
ENSP00000263923	ENSP00000282397
ENSP00000282397	ENSP00000261937
ENSP00000261937	ENSP00000282397
ENSP00000263923	ENSP00000261937
ENSP00000261937	ENSP00000263923
ENSP00000303887	ENSP00000337697
ENSP00000337697	ENSP00000303887
ENSP00000303887	ENSP00000255448
ENSP00000255448	ENSP00000303887
ENSP00000337697	ENSP00000255448
ENSP00000255448	ENSP00000337697
ENSP00000339740	ENSP00000381412
ENSP00000381412	ENSP00000339740
ENSP00000339740	ENSP00000379098
ENSP00000379098	ENSP00000339740
ENSP00000339740	ENSP00000319060
ENSP00000319060	ENSP00000339740
ENSP00000339740	ENSP00000419195
ENSP00000419195	ENSP00000339740
ENSP00000381412	ENSP00000379098
ENSP00000379098	ENSP00000381412
ENSP00000381412	ENSP00000319060
ENSP00000319060	ENSP00000381412
ENSP00000381412	ENSP00000419195
ENSP00000419195	ENSP00000381412
ENSP00000379098	ENSP00000319060
ENSP00000319060	ENSP00000379098
ENSP00000379098	ENSP00000419195
ENSP00000419195	ENSP00000379098
ENSP00000319060	ENSP00000419195
ENSP00000419195	ENSP00000319060
ENSP00000276616	ENSP00000291041
ENSP00000291041	ENSP00000276616
ENSP00000368124	ENSP00000256460
ENSP00000256460	ENSP00000368124
ENSP00000368124	ENSP00000405950
ENSP00000405950	ENSP00000368124
ENSP00000368124	ENSP00000009105
ENSP00000009105	ENSP00000368124
ENSP00000256460	ENSP00000405950
ENSP00000405950	ENSP00000256460
ENSP00000256460	ENSP00000009105
ENSP00000009105	ENSP00000256460
ENSP00000405950	ENSP00000009105
ENSP00000009105	ENSP00000405950
ENSP00000443017	ENSP00000376663
ENSP00000376663	ENSP00000443017
ENSP00000443017	ENSP00000343282
ENSP00000343282	ENSP00000443017
ENSP00000443017	ENSP00000352980
ENSP00000352980	ENSP00000443017
ENSP00000443017	ENSP00000346316
ENSP00000346316	ENSP00000443017
ENSP00000443017	ENSP00000367034
ENSP00000367034	ENSP00000443017
ENSP00000376663	ENSP00000343282
ENSP00000343282	ENSP00000376663
ENSP00000376663	ENSP00000352980
ENSP00000352980	ENSP00000376663
ENSP00000376663	ENSP00000346316
ENSP00000346316	ENSP00000376663
ENSP00000376663	ENSP00000367034
ENSP00000367034	ENSP00000376663
ENSP00000343282	ENSP00000352980
ENSP00000352980	ENSP00000343282
ENSP00000343282	ENSP00000346316
ENSP00000346316	ENSP00000343282
ENSP00000343282	ENSP00000367034
ENSP00000367034	ENSP00000343282
ENSP00000352980	ENSP00000346316
ENSP00000346316	ENSP00000352980
ENSP00000352980	ENSP00000367034
ENSP00000367034	ENSP00000352980
ENSP00000346316	ENSP00000367034
ENSP00000367034	ENSP00000346316
ENSP00000353624	ENSP00000476824
ENSP00000476824	ENSP00000353624
ENSP00000353624	ENSP00000350159
ENSP00000350159	ENSP00000353624
ENSP00000353624	ENSP00000244537
ENSP00000244537	ENSP00000353624
ENSP00000476824	ENSP00000350159
ENSP00000350159	ENSP00000476824
ENSP00000476824	ENSP00000244537
ENSP00000244537	ENSP00000476824
ENSP00000350159	ENSP00000244537
ENSP00000244537	ENSP00000350159
ENSP00000155926	ENSP00000312150
ENSP00000312150	ENSP00000155926
ENSP00000155926	ENSP00000217233
ENSP00000217233	ENSP00000155926
ENSP00000312150	ENSP00000217233
ENSP00000217233	ENSP00000312150
ENSP00000298694	ENSP00000283426
ENSP00000283426	ENSP00000298694
ENSP00000298694	ENSP00000353646
ENSP00000353646	ENSP00000298694
ENSP00000298694	ENSP00000279024
ENSP00000279024	ENSP00000298694
ENSP00000283426	ENSP00000353646
ENSP00000353646	ENSP00000283426
ENSP00000283426	ENSP00000279024
ENSP00000279024	ENSP00000283426
ENSP00000353646	ENSP00000279024
ENSP00000279024	ENSP00000353646
ENSP00000240874	ENSP00000339299
ENSP00000339299	ENSP00000240874
ENSP00000240874	ENSP00000335560
ENSP00000335560	ENSP00000240874
ENSP00000339299	ENSP00000335560
ENSP00000335560	ENSP00000339299
ENSP00000261402	ENSP00000356125
ENSP00000356125	ENSP00000261402
ENSP00000360290	ENSP00000346148
ENSP00000346148	ENSP00000360290
ENSP00000430276	ENSP00000440374
ENSP00000440374	ENSP00000430276
ENSP00000430276	ENSP00000328118
ENSP00000328118	ENSP00000430276
ENSP00000440374	ENSP00000328118
ENSP00000328118	ENSP00000440374
ENSP00000315371	ENSP00000409126
ENSP00000409126	ENSP00000315371
ENSP00000376705	ENSP00000256737
ENSP00000256737	ENSP00000376705
ENSP00000376705	ENSP00000332788
ENSP00000332788	ENSP00000376705
ENSP00000256737	ENSP00000332788
ENSP00000332788	ENSP00000256737
ENSP00000314048	ENSP00000347454
ENSP00000347454	ENSP00000314048
ENSP00000325929	ENSP00000263925
ENSP00000263925	ENSP00000325929
ENSP00000351618	ENSP00000363921
ENSP00000363921	ENSP00000351618
ENSP00000323816	ENSP00000242057
ENSP00000242057	ENSP00000323816
ENSP00000469142	ENSP00000348460
ENSP00000348460	ENSP00000469142
ENSP00000290399	ENSP00000358210
ENSP00000358210	ENSP00000290399
ENSP00000263734	ENSP00000437955
ENSP00000437955	ENSP00000263734
ENSP00000263734	ENSP00000366898
ENSP00000366898	ENSP00000263734
ENSP00000437955	ENSP00000366898
ENSP00000366898	ENSP00000437955
ENSP00000266503	ENSP00000374357
ENSP00000374357	ENSP00000266503
ENSP00000351407	ENSP00000307479
ENSP00000307479	ENSP00000351407
ENSP00000292169	ENSP00000320430
ENSP00000320430	ENSP00000292169
ENSP00000292169	ENSP00000296370
ENSP00000296370	ENSP00000292169
ENSP00000320430	ENSP00000296370
ENSP00000296370	ENSP00000320430
ENSP00000339390	ENSP00000289746
ENSP00000289746	ENSP00000339390
ENSP00000339390	ENSP00000268613
ENSP00000268613	ENSP00000339390
ENSP00000289746	ENSP00000268613
ENSP00000268613	ENSP00000289746
ENSP00000353656	ENSP00000269141
ENSP00000269141	ENSP00000353656
ENSP00000360718	ENSP00000222120
ENSP00000222120	ENSP00000360718
ENSP00000360718	ENSP00000282878
ENSP00000282878	ENSP00000360718
ENSP00000360718	ENSP00000222256
ENSP00000222256	ENSP00000360718
ENSP00000222120	ENSP00000282878
ENSP00000282878	ENSP00000222120
ENSP00000222120	ENSP00000222256
ENSP00000222256	ENSP00000222120
ENSP00000282878	ENSP00000222256
ENSP00000222256	ENSP00000282878
ENSP00000310226	ENSP00000387286
ENSP00000387286	ENSP00000310226
ENSP00000210187	ENSP00000376390
ENSP00000376390	ENSP00000210187
ENSP00000298231	ENSP00000226382
ENSP00000226382	ENSP00000298231
ENSP00000370990	ENSP00000374240
ENSP00000374240	ENSP00000370990
ENSP00000332744	ENSP00000358807
ENSP00000358807	ENSP00000332744
ENSP00000332744	ENSP00000315417
ENSP00000315417	ENSP00000332744
ENSP00000358807	ENSP00000315417
ENSP00000315417	ENSP00000358807
ENSP00000361547	ENSP00000239461
ENSP00000239461	ENSP00000361547
ENSP00000376436	ENSP00000353344
ENSP00000353344	ENSP00000376436
ENSP00000384524	ENSP00000295727
ENSP00000295727	ENSP00000384524
ENSP00000433488	ENSP00000414150
ENSP00000414150	ENSP00000433488
ENSP00000306894	ENSP00000321835
ENSP00000321835	ENSP00000306894
ENSP00000306894	ENSP00000405327
ENSP00000405327	ENSP00000306894
ENSP00000321835	ENSP00000405327
ENSP00000405327	ENSP00000321835
ENSP00000382379	ENSP00000267116
ENSP00000267116	ENSP00000382379
ENSP00000265709	ENSP00000280772
ENSP00000280772	ENSP00000265709
ENSP00000265709	ENSP00000349588
ENSP00000349588	ENSP00000265709
ENSP00000280772	ENSP00000349588
ENSP00000349588	ENSP00000280772
ENSP00000360689	ENSP00000311579
ENSP00000311579	ENSP00000360689
ENSP00000357067	ENSP00000433295
ENSP00000433295	ENSP00000357067
ENSP00000357067	ENSP00000477437
ENSP00000477437	ENSP00000357067
ENSP00000433295	ENSP00000477437
ENSP00000477437	ENSP00000433295
ENSP00000243457	ENSP00000375756
ENSP00000375756	ENSP00000243457
ENSP00000243457	ENSP00000306497
ENSP00000306497	ENSP00000243457
ENSP00000243457	ENSP00000463778
ENSP00000463778	ENSP00000243457
ENSP00000375756	ENSP00000306497
ENSP00000306497	ENSP00000375756
ENSP00000375756	ENSP00000463778
ENSP00000463778	ENSP00000375756
ENSP00000306497	ENSP00000463778
ENSP00000463778	ENSP00000306497
ENSP00000435412	ENSP00000427015
ENSP00000427015	ENSP00000435412
ENSP00000435412	ENSP00000368884
ENSP00000368884	ENSP00000435412
ENSP00000435412	ENSP00000262752
ENSP00000262752	ENSP00000435412
ENSP00000427015	ENSP00000368884
ENSP00000368884	ENSP00000427015
ENSP00000427015	ENSP00000262752
ENSP00000262752	ENSP00000427015
ENSP00000368884	ENSP00000262752
ENSP00000262752	ENSP00000368884
ENSP00000333896	ENSP00000261991
ENSP00000261991	ENSP00000333896
ENSP00000376432	ENSP00000357068
ENSP00000357068	ENSP00000376432
ENSP00000376432	ENSP00000331698
ENSP00000331698	ENSP00000376432
ENSP00000376432	ENSP00000376438
ENSP00000376438	ENSP00000376432
ENSP00000376432	ENSP00000345708
ENSP00000345708	ENSP00000376432
ENSP00000376432	ENSP00000240662
ENSP00000240662	ENSP00000376432
ENSP00000357068	ENSP00000331698
ENSP00000331698	ENSP00000357068
ENSP00000357068	ENSP00000376438
ENSP00000376438	ENSP00000357068
ENSP00000357068	ENSP00000345708
ENSP00000345708	ENSP00000357068
ENSP00000357068	ENSP00000240662
ENSP00000240662	ENSP00000357068
ENSP00000331698	ENSP00000376438
ENSP00000376438	ENSP00000331698
ENSP00000331698	ENSP00000345708
ENSP00000345708	ENSP00000331698
ENSP00000331698	ENSP00000240662
ENSP00000240662	ENSP00000331698
ENSP00000376438	ENSP00000345708
ENSP00000345708	ENSP00000376438
ENSP00000376438	ENSP00000240662
ENSP00000240662	ENSP00000376438
ENSP00000345708	ENSP00000240662
ENSP00000240662	ENSP00000345708
ENSP00000361014	ENSP00000250896
ENSP00000250896	ENSP00000361014
ENSP00000356070	ENSP00000396467
ENSP00000396467	ENSP00000356070
ENSP00000337907	ENSP00000381425
ENSP00000381425	ENSP00000337907
ENSP00000337907	ENSP00000387278
ENSP00000387278	ENSP00000337907
ENSP00000381425	ENSP00000387278
ENSP00000387278	ENSP00000381425
ENSP00000269095	ENSP00000222644
ENSP00000222644	ENSP00000269095
ENSP00000345731	ENSP00000382428
ENSP00000382428	ENSP00000345731
ENSP00000345731	ENSP00000363480
ENSP00000363480	ENSP00000345731
ENSP00000345731	ENSP00000365272
ENSP00000365272	ENSP00000345731
ENSP00000382428	ENSP00000363480
ENSP00000363480	ENSP00000382428
ENSP00000382428	ENSP00000365272
ENSP00000365272	ENSP00000382428
ENSP00000363480	ENSP00000365272
ENSP00000365272	ENSP00000363480
ENSP00000362442	ENSP00000392660
ENSP00000392660	ENSP00000362442
ENSP00000362442	ENSP00000357131
ENSP00000357131	ENSP00000362442
ENSP00000392660	ENSP00000357131
ENSP00000357131	ENSP00000392660
ENSP00000295777	ENSP00000420621
ENSP00000420621	ENSP00000295777
ENSP00000338967	ENSP00000276211
ENSP00000276211	ENSP00000338967
ENSP00000223095	ENSP00000415786
ENSP00000415786	ENSP00000223095
ENSP00000223095	ENSP00000428316
ENSP00000428316	ENSP00000223095
ENSP00000415786	ENSP00000428316
ENSP00000428316	ENSP00000415786
ENSP00000338785	ENSP00000276297
ENSP00000276297	ENSP00000338785
ENSP00000338785	ENSP00000363727
ENSP00000363727	ENSP00000338785
ENSP00000276297	ENSP00000363727
ENSP00000363727	ENSP00000276297
ENSP00000261890	ENSP00000333547
ENSP00000333547	ENSP00000261890
ENSP00000261890	ENSP00000354376
ENSP00000354376	ENSP00000261890
ENSP00000333547	ENSP00000354376
ENSP00000354376	ENSP00000333547
ENSP00000358466	ENSP00000322594
ENSP00000322594	ENSP00000358466
ENSP00000358466	ENSP00000362932
ENSP00000362932	ENSP00000358466
ENSP00000322594	ENSP00000362932
ENSP00000362932	ENSP00000322594
ENSP00000319781	ENSP00000440167
ENSP00000440167	ENSP00000319781
ENSP00000219689	ENSP00000285199
ENSP00000285199	ENSP00000219689
ENSP00000265560	ENSP00000280377
ENSP00000280377	ENSP00000265560
ENSP00000265560	ENSP00000218348
ENSP00000218348	ENSP00000265560
ENSP00000280377	ENSP00000218348
ENSP00000218348	ENSP00000280377
ENSP00000366694	ENSP00000426548
ENSP00000426548	ENSP00000366694
ENSP00000366694	ENSP00000353129
ENSP00000353129	ENSP00000366694
ENSP00000426548	ENSP00000353129
ENSP00000353129	ENSP00000426548
ENSP00000394390	ENSP00000384367
ENSP00000384367	ENSP00000394390
ENSP00000316482	ENSP00000328352
ENSP00000328352	ENSP00000316482
ENSP00000316482	ENSP00000339340
ENSP00000339340	ENSP00000316482
ENSP00000316482	ENSP00000385144
ENSP00000385144	ENSP00000316482
ENSP00000316482	ENSP00000347188
ENSP00000347188	ENSP00000316482
ENSP00000328352	ENSP00000339340
ENSP00000339340	ENSP00000328352
ENSP00000328352	ENSP00000385144
ENSP00000385144	ENSP00000328352
ENSP00000328352	ENSP00000347188
ENSP00000347188	ENSP00000328352
ENSP00000339340	ENSP00000385144
ENSP00000385144	ENSP00000339340
ENSP00000339340	ENSP00000347188
ENSP00000347188	ENSP00000339340
ENSP00000385144	ENSP00000347188
ENSP00000347188	ENSP00000385144
ENSP00000309757	ENSP00000261292
ENSP00000261292	ENSP00000309757
ENSP00000309757	ENSP00000348425
ENSP00000348425	ENSP00000309757
ENSP00000261292	ENSP00000348425
ENSP00000348425	ENSP00000261292
ENSP00000427866	ENSP00000425394
ENSP00000425394	ENSP00000427866
ENSP00000427866	ENSP00000393511
ENSP00000393511	ENSP00000427866
ENSP00000427866	ENSP00000277895
ENSP00000277895	ENSP00000427866
ENSP00000425394	ENSP00000393511
ENSP00000393511	ENSP00000425394
ENSP00000425394	ENSP00000277895
ENSP00000277895	ENSP00000425394
ENSP00000393511	ENSP00000277895
ENSP00000277895	ENSP00000393511
ENSP00000466953	ENSP00000262713
ENSP00000262713	ENSP00000466953
ENSP00000324422	ENSP00000416387
ENSP00000416387	ENSP00000324422
ENSP00000200457	ENSP00000318089
ENSP00000318089	ENSP00000200457
ENSP00000405812	ENSP00000393066
ENSP00000393066	ENSP00000405812
ENSP00000405812	ENSP00000295736
ENSP00000295736	ENSP00000405812
ENSP00000405812	ENSP00000230993
ENSP00000230993	ENSP00000405812
ENSP00000405812	ENSP00000366861
ENSP00000366861	ENSP00000405812
ENSP00000405812	ENSP00000393557
ENSP00000393557	ENSP00000405812
ENSP00000393066	ENSP00000295736
ENSP00000295736	ENSP00000393066
ENSP00000393066	ENSP00000230993
ENSP00000230993	ENSP00000393066
ENSP00000393066	ENSP00000366861
ENSP00000366861	ENSP00000393066
ENSP00000393066	ENSP00000393557
ENSP00000393557	ENSP00000393066
ENSP00000295736	ENSP00000230993
ENSP00000230993	ENSP00000295736
ENSP00000295736	ENSP00000366861
ENSP00000366861	ENSP00000295736
ENSP00000295736	ENSP00000393557
ENSP00000393557	ENSP00000295736
ENSP00000230993	ENSP00000366861
ENSP00000366861	ENSP00000230993
ENSP00000230993	ENSP00000393557
ENSP00000393557	ENSP00000230993
ENSP00000366861	ENSP00000393557
ENSP00000393557	ENSP00000366861
ENSP00000262418	ENSP00000362867
ENSP00000362867	ENSP00000262418
ENSP00000262418	ENSP00000419412
ENSP00000419412	ENSP00000262418
ENSP00000362867	ENSP00000419412
ENSP00000419412	ENSP00000362867
ENSP00000440556	ENSP00000231188
ENSP00000231188	ENSP00000440556
ENSP00000440556	ENSP00000350348
ENSP00000350348	ENSP00000440556
ENSP00000231188	ENSP00000350348
ENSP00000350348	ENSP00000231188
ENSP00000378492	ENSP00000355316
ENSP00000355316	ENSP00000378492
ENSP00000402912	ENSP00000354896
ENSP00000354896	ENSP00000402912
ENSP00000364520	ENSP00000331867
ENSP00000331867	ENSP00000364520
ENSP00000364520	ENSP00000344411
ENSP00000344411	ENSP00000364520
ENSP00000331867	ENSP00000344411
ENSP00000344411	ENSP00000331867
ENSP00000300026	ENSP00000303057
ENSP00000303057	ENSP00000300026
ENSP00000340226	ENSP00000347684
ENSP00000347684	ENSP00000340226
ENSP00000362717	ENSP00000356357
ENSP00000356357	ENSP00000362717
ENSP00000254457	ENSP00000261731
ENSP00000261731	ENSP00000254457
ENSP00000360811	ENSP00000263726
ENSP00000263726	ENSP00000360811
ENSP00000230658	ENSP00000290759
ENSP00000290759	ENSP00000230658
ENSP00000377854	ENSP00000294638
ENSP00000294638	ENSP00000377854
ENSP00000434241	ENSP00000265969
ENSP00000265969	ENSP00000434241
ENSP00000434241	ENSP00000358802
ENSP00000358802	ENSP00000434241
ENSP00000434241	ENSP00000449253
ENSP00000449253	ENSP00000434241
ENSP00000265969	ENSP00000358802
ENSP00000358802	ENSP00000265969
ENSP00000265969	ENSP00000449253
ENSP00000449253	ENSP00000265969
ENSP00000358802	ENSP00000449253
ENSP00000449253	ENSP00000358802
ENSP00000333496	ENSP00000319591
ENSP00000319591	ENSP00000333496
ENSP00000333496	ENSP00000218176
ENSP00000218176	ENSP00000333496
ENSP00000319591	ENSP00000218176
ENSP00000218176	ENSP00000319591
ENSP00000358784	ENSP00000408321
ENSP00000408321	ENSP00000358784
ENSP00000358784	ENSP00000371985
ENSP00000371985	ENSP00000358784
ENSP00000358784	ENSP00000433109
ENSP00000433109	ENSP00000358784
ENSP00000408321	ENSP00000371985
ENSP00000371985	ENSP00000408321
ENSP00000408321	ENSP00000433109
ENSP00000433109	ENSP00000408321
ENSP00000371985	ENSP00000433109
ENSP00000433109	ENSP00000371985
ENSP00000252321	ENSP00000328511
ENSP00000328511	ENSP00000252321
ENSP00000252321	ENSP00000221444
ENSP00000221444	ENSP00000252321
ENSP00000252321	ENSP00000358786
ENSP00000358786	ENSP00000252321
ENSP00000328511	ENSP00000221444
ENSP00000221444	ENSP00000328511
ENSP00000328511	ENSP00000358786
ENSP00000358786	ENSP00000328511
ENSP00000221444	ENSP00000358786
ENSP00000358786	ENSP00000221444
ENSP00000377747	ENSP00000284049
ENSP00000284049	ENSP00000377747
ENSP00000262450	ENSP00000369716
ENSP00000369716	ENSP00000262450
ENSP00000262450	ENSP00000349508
ENSP00000349508	ENSP00000262450
ENSP00000369716	ENSP00000349508
ENSP00000349508	ENSP00000369716
ENSP00000382863	ENSP00000457466
ENSP00000457466	ENSP00000382863
ENSP00000364694	ENSP00000052754
ENSP00000052754	ENSP00000364694
ENSP00000364694	ENSP00000327336
ENSP00000327336	ENSP00000364694
ENSP00000052754	ENSP00000327336
ENSP00000327336	ENSP00000052754
ENSP00000398003	ENSP00000344758
ENSP00000344758	ENSP00000398003
ENSP00000332879	ENSP00000367292
ENSP00000367292	ENSP00000332879
ENSP00000332879	ENSP00000246841
ENSP00000246841	ENSP00000332879
ENSP00000367292	ENSP00000246841
ENSP00000246841	ENSP00000367292
ENSP00000347041	ENSP00000266718
ENSP00000266718	ENSP00000347041
ENSP00000347041	ENSP00000266719
ENSP00000266719	ENSP00000347041
ENSP00000347041	ENSP00000343924
ENSP00000343924	ENSP00000347041
ENSP00000347041	ENSP00000364700
ENSP00000364700	ENSP00000347041
ENSP00000266718	ENSP00000266719
ENSP00000266719	ENSP00000266718
ENSP00000266718	ENSP00000343924
ENSP00000343924	ENSP00000266718
ENSP00000266718	ENSP00000364700
ENSP00000364700	ENSP00000266718
ENSP00000266719	ENSP00000343924
ENSP00000343924	ENSP00000266719
ENSP00000266719	ENSP00000364700
ENSP00000364700	ENSP00000266719
ENSP00000343924	ENSP00000364700
ENSP00000364700	ENSP00000343924
ENSP00000308315	ENSP00000345175
ENSP00000345175	ENSP00000308315
ENSP00000378235	ENSP00000355109
ENSP00000355109	ENSP00000378235
ENSP00000468304	ENSP00000216237
ENSP00000216237	ENSP00000468304
ENSP00000284898	ENSP00000402107
ENSP00000402107	ENSP00000284898
ENSP00000284898	ENSP00000431962
ENSP00000431962	ENSP00000284898
ENSP00000402107	ENSP00000431962
ENSP00000431962	ENSP00000402107
ENSP00000358016	ENSP00000369380
ENSP00000369380	ENSP00000358016
ENSP00000386079	ENSP00000251900
ENSP00000251900	ENSP00000386079
ENSP00000423897	ENSP00000362206
ENSP00000362206	ENSP00000423897
ENSP00000423897	ENSP00000367075
ENSP00000367075	ENSP00000423897
ENSP00000362206	ENSP00000367075
ENSP00000367075	ENSP00000362206
ENSP00000312397	ENSP00000424198
ENSP00000424198	ENSP00000312397
ENSP00000336799	ENSP00000301071
ENSP00000301071	ENSP00000336799
ENSP00000336799	ENSP00000301072
ENSP00000301072	ENSP00000336799
ENSP00000301071	ENSP00000301072
ENSP00000301072	ENSP00000301071
ENSP00000357475	ENSP00000284509
ENSP00000284509	ENSP00000357475
ENSP00000321195	ENSP00000420387
ENSP00000420387	ENSP00000321195
ENSP00000321195	ENSP00000332756
ENSP00000332756	ENSP00000321195
ENSP00000420387	ENSP00000332756
ENSP00000332756	ENSP00000420387
ENSP00000324287	ENSP00000158762
ENSP00000158762	ENSP00000324287
ENSP00000324287	ENSP00000346733
ENSP00000346733	ENSP00000324287
ENSP00000158762	ENSP00000346733
ENSP00000346733	ENSP00000158762
ENSP00000239440	ENSP00000302895
ENSP00000302895	ENSP00000239440
ENSP00000239440	ENSP00000377233
ENSP00000377233	ENSP00000239440
ENSP00000302895	ENSP00000377233
ENSP00000377233	ENSP00000302895
ENSP00000307634	ENSP00000380413
ENSP00000380413	ENSP00000307634
ENSP00000350297	ENSP00000281419
ENSP00000281419	ENSP00000350297
ENSP00000350297	ENSP00000338769
ENSP00000338769	ENSP00000350297
ENSP00000350297	ENSP00000449241
ENSP00000449241	ENSP00000350297
ENSP00000281419	ENSP00000338769
ENSP00000338769	ENSP00000281419
ENSP00000281419	ENSP00000449241
ENSP00000449241	ENSP00000281419
ENSP00000338769	ENSP00000449241
ENSP00000449241	ENSP00000338769
ENSP00000262426	ENSP00000259806
ENSP00000259806	ENSP00000262426
ENSP00000299162	ENSP00000226247
ENSP00000226247	ENSP00000299162
ENSP00000335677	ENSP00000328720
ENSP00000328720	ENSP00000335677
ENSP00000312663	ENSP00000250699
ENSP00000250699	ENSP00000312663
ENSP00000260191	ENSP00000334854
ENSP00000334854	ENSP00000260191
ENSP00000265371	ENSP00000353582
ENSP00000353582	ENSP00000265371
ENSP00000321573	ENSP00000296955
ENSP00000296955	ENSP00000321573
ENSP00000356771	ENSP00000353393
ENSP00000353393	ENSP00000356771
ENSP00000356771	ENSP00000369320
ENSP00000369320	ENSP00000356771
ENSP00000356771	ENSP00000268150
ENSP00000268150	ENSP00000356771
ENSP00000356771	ENSP00000296591
ENSP00000296591	ENSP00000356771
ENSP00000353393	ENSP00000369320
ENSP00000369320	ENSP00000353393
ENSP00000353393	ENSP00000268150
ENSP00000268150	ENSP00000353393
ENSP00000353393	ENSP00000296591
ENSP00000296591	ENSP00000353393
ENSP00000369320	ENSP00000268150
ENSP00000268150	ENSP00000369320
ENSP00000369320	ENSP00000296591
ENSP00000296591	ENSP00000369320
ENSP00000268150	ENSP00000296591
ENSP00000296591	ENSP00000268150
ENSP00000360985	ENSP00000262215
ENSP00000262215	ENSP00000360985
ENSP00000354398	ENSP00000297044
ENSP00000297044	ENSP00000354398
ENSP00000354398	ENSP00000248901
ENSP00000248901	ENSP00000354398
ENSP00000354398	ENSP00000408236
ENSP00000408236	ENSP00000354398
ENSP00000354398	ENSP00000470383
ENSP00000470383	ENSP00000354398
ENSP00000297044	ENSP00000248901
ENSP00000248901	ENSP00000297044
ENSP00000297044	ENSP00000408236
ENSP00000408236	ENSP00000297044
ENSP00000297044	ENSP00000470383
ENSP00000470383	ENSP00000297044
ENSP00000248901	ENSP00000408236
ENSP00000408236	ENSP00000248901
ENSP00000248901	ENSP00000470383
ENSP00000470383	ENSP00000248901
ENSP00000437554	ENSP00000273221
ENSP00000273221	ENSP00000437554
ENSP00000437554	ENSP00000379712
ENSP00000379712	ENSP00000437554
ENSP00000273221	ENSP00000379712
ENSP00000379712	ENSP00000273221
ENSP00000387593	ENSP00000263635
ENSP00000263635	ENSP00000387593
ENSP00000345530	ENSP00000383199
ENSP00000383199	ENSP00000345530
ENSP00000262650	ENSP00000352069
ENSP00000352069	ENSP00000262650
ENSP00000262435	ENSP00000354621
ENSP00000354621	ENSP00000262435
ENSP00000379228	ENSP00000260983
ENSP00000260983	ENSP00000379228
ENSP00000351539	ENSP00000409107
ENSP00000409107	ENSP00000351539
ENSP00000351539	ENSP00000378286
ENSP00000378286	ENSP00000351539
ENSP00000351539	ENSP00000366902
ENSP00000366902	ENSP00000351539
ENSP00000351539	ENSP00000326240
ENSP00000326240	ENSP00000351539
ENSP00000351539	ENSP00000338807
ENSP00000338807	ENSP00000351539
ENSP00000409107	ENSP00000378286
ENSP00000378286	ENSP00000409107
ENSP00000409107	ENSP00000366902
