SINCAM006024	ENSACAP00000000005
SINCAM921620	ENSACAP00000014462
SINCAM011090	ENSACAP00000014464
SINCAM003841	ENSACAP00000014465
SINCAM006979	ENSACAP00000014466
SINCAM009881	ENSACAP00000014468
SINCAM004613	ENSACAP00000014469
SINCAM005914	ENSACAP00000014470
SINCAM011640	ENSACAP00000014471
SINCAM010849	ENSACAP00000014473
SINCAM001288	ENSACAP00000014475
SINCAM921830	ENSACAP00000014476
SINCAM008492	ENSACAP00000014479
SINCAM009879	ENSACAP00000014480
SINCAM010787	ENSACAP00000014481
SINCAM004017	ENSACAP00000014482
SINCAM921815	ENSACAP00000014485
SINCAM008491	ENSACAP00000014486
SINCAM006514	ENSACAP00000014487
SINCAM002201	ENSACAP00000014490
SINCAM006033	ENSACAP00000014491
SINCAM008719	ENSACAP00000014492
SINCAM012740	ENSACAP00000014493
SINCAM005132	ENSACAP00000014494
SINCAM008921	ENSACAP00000014496
SINCAM004016	ENSACAP00000014497
SINCAM003747	ENSACAP00000014499
SINCAM002663	ENSACAP00000014501
SINCAM008717	ENSACAP00000014503
SINCAM009660	ENSACAP00000014504
SINCAM010140	ENSACAP00000014506
SINCAM004128	ENSACAP00000014509
SINCAM002622	ENSACAP00000014511
SINCAM004669	ENSACAP00000014512
SINCAM004614	ENSACAP00000014514
SINCAM900129	ENSACAP00000014515
SINCAM011042	ENSACAP00000014516
SINCAM002623	ENSACAP00000014517
SINCAM012646	ENSACAP00000014518
SINCAM001289	ENSACAP00000014519
SINCAM015696	ENSACAP00000014520
SINCAM008328	ENSACAP00000014521
SINCAM921817	ENSACAP00000014522
SINCAM921738	ENSACAP00000014524
SINCAM011735	ENSACAP00000014525
SINCAM011641	ENSACAP00000014526
SINCAM005916	ENSACAP00000014527
SINCAM920528	ENSACAP00000014529
SINCAM013221	ENSACAP00000014530
SINCAM003272	ENSACAP00000014532
SINCAM920924	ENSACAP00000014533
SINCAM900150	ENSACAP00000014534
SINCAM921115	ENSACAP00000014538
SINCAM010493	ENSACAP00000014539
SINCAM921656	ENSACAP00000014540
SINCAM010270	ENSACAP00000014541
SINCAM920915	ENSACAP00000014542
SINCAM000475	ENSACAP00000014544
SINCAM008327	ENSACAP00000014546
SINCAM003270	ENSACAP00000014548
SINCAM007793	ENSACAP00000014549
SINCAM002624	ENSACAP00000014550
SINCAM004622	ENSACAP00000014552
SINCAM010496	ENSACAP00000014553
SINCAM921993	ENSACAP00000014554
SINCAM012579	ENSACAP00000014556
SINCAM009659	ENSACAP00000014557
SINCAM011304	ENSACAP00000014558
SINCAM004047	ENSACAP00000014559
SINCAM922069	ENSACAP00000014560
SINCAM922125	ENSACAP00000014563
SINCAM009310	ENSACAP00000014564
SINCAM003269	ENSACAP00000014566
SINCAM005452	ENSACAP00000014567
SINCAM008436	ENSACAP00000014568
SINCAM012576	ENSACAP00000014571
SINCAM011305	ENSACAP00000014576
SINCAM007577	ENSACAP00000014578
SINCAM006980	ENSACAP00000014581
SINCAM004048	ENSACAP00000014583
SINCAM922305	ENSACAP00000014586
SINCAM015047	ENSACAP00000014588
SINCAM922071	ENSACAP00000014589
SINCAM004621	ENSACAP00000014590
SINCAM920755	ENSACAP00000014592
SINCAM009311	ENSACAP00000014593
SINCAM008276	ENSACAP00000014596
SINCAM008638	ENSACAP00000014597
SINCAM007630	ENSACAP00000014598
SINCAM004620	ENSACAP00000014601
SINCAM015504	ENSACAP00000014603
SINCAM004054	ENSACAP00000014604
SINCAM010499	ENSACAP00000014607
SINCAM009930	ENSACAP00000014608
SINCAM921240	ENSACAP00000014611
SINCAM010139	ENSACAP00000014612
SINCAM921508	ENSACAP00000014615
SINCAM005917	ENSACAP00000014616
SINCAM012330	ENSACAP00000014617
SINCAM009875	ENSACAP00000014618
SINCAM922124	ENSACAP00000014622
SINCAM008651	ENSACAP00000014623
SINCAM011183	ENSACAP00000014624
SINCAM010662	ENSACAP00000014625
SINCAM014196	ENSACAP00000014626
SINCAM921350	ENSACAP00000014627
SINCAM013087	ENSACAP00000014628
SINCAM012416	ENSACAP00000014629
SINCAM003873	ENSACAP00000014630
SINCAM011637	ENSACAP00000014633
SINCAM008818	ENSACAP00000014637
SINCAM012935	ENSACAP00000014639
SINCAM014197	ENSACAP00000014640
SINCAM006982	ENSACAP00000014642
SINCAM015615	ENSACAP00000014644
SINCAM012745	ENSACAP00000014648
SINCAM001290	ENSACAP00000014650
SINCAM013712	ENSACAP00000014651
SINCAM000893	ENSACAP00000014653
SINCAM008447	ENSACAP00000014655
SINCAM003874	ENSACAP00000014658
SINCAM002231	ENSACAP00000014659
SINCAM013713	ENSACAP00000014660
SINCAM004538	ENSACAP00000014662
SINCAM002230	ENSACAP00000014663
SINCAM000736	ENSACAP00000014666
SINCAM009878	ENSACAP00000014667
SINCAM006003	ENSACAP00000014668
SINCAM922216	ENSACAP00000014669
SINCAM007778	ENSACAP00000014670
SINCAM002778	ENSACAP00000014671
SINCAM012575	ENSACAP00000014672
SINCAM009656	ENSACAP00000014673
SINCAM004673	ENSACAP00000014675
SINCAM004558	ENSACAP00000014676
SINCAM011043	ENSACAP00000014677
SINCAM001885	ENSACAP00000014679
SINCAM011044	ENSACAP00000014680
SINCAM004051	ENSACAP00000014681
SINCAM003268	ENSACAP00000014682
SINCAM011022	ENSACAP00000014683
SINCAM009842	ENSACAP00000014684
SINCAM921711	ENSACAP00000014685
SINCAM015297	ENSACAP00000014688
SINCAM921504	ENSACAP00000014690
SINCAM922163	ENSACAP00000014692
SINCAM007780	ENSACAP00000014695
SINCAM007875	ENSACAP00000014699
SINCAM922674	ENSACAP00000014702
SINCAM005890	ENSACAP00000014703
SINCAM006987	ENSACAP00000014706
SINCAM009825	ENSACAP00000014707
SINCAM006986	ENSACAP00000014709
SINCAM920703	ENSACAP00000014710
SINCAM003875	ENSACAP00000014711
SINCAM012574	ENSACAP00000014712
SINCAM010271	ENSACAP00000014713
SINCAM002625	ENSACAP00000014714
SINCAM011475	ENSACAP00000014715
SINCAM013589	ENSACAP00000014716
SINCAM010273	ENSACAP00000014717
SINCAM011519	ENSACAP00000014718
SINCAM010274	ENSACAP00000014719
SINCAM002229	ENSACAP00000014720
SINCAM000414	ENSACAP00000014722
SINCAM010091	ENSACAP00000014723
SINCAM921912	ENSACAP00000014724
SINCAM010466	ENSACAP00000014725
SINCAM005891	ENSACAP00000014726
SINCAM010090	ENSACAP00000014728
SINCAM004049	ENSACAP00000014730
SINCAM011037	ENSACAP00000014731
SINCAM005511	ENSACAP00000014732
SINCAM007888	ENSACAP00000014734
SINCAM001293	ENSACAP00000014735
SINCAM007350	ENSACAP00000014738
SINCAM004674	ENSACAP00000014741
SINCAM005131	ENSACAP00000014743
SINCAM010275	ENSACAP00000014745
SINCAM007007	ENSACAP00000014746
SINCAM010088	ENSACAP00000014748
SINCAM004557	ENSACAP00000014749
SINCAM921509	ENSACAP00000014750
SINCAM920920	ENSACAP00000014752
SINCAM009931	ENSACAP00000014753
SINCAM002228	ENSACAP00000014754
SINCAM900062	ENSACAP00000014756
SINCAM003341	ENSACAP00000014758
SINCAM010465	ENSACAP00000014760
SINCAM008324	ENSACAP00000014762
SINCAM922215	ENSACAP00000014763
SINCAM011033	ENSACAP00000014764
SINCAM013588	ENSACAP00000014765
SINCAM921457	ENSACAP00000014766
SINCAM008580	ENSACAP00000014768
SINCAM006653	ENSACAP00000014773
SINCAM012572	ENSACAP00000014774
SINCAM012513	ENSACAP00000014776
SINCAM005203	ENSACAP00000014777
SINCAM007887	ENSACAP00000014778
SINCAM005621	ENSACAP00000014779
SINCAM002227	ENSACAP00000014780
SINCAM014403	ENSACAP00000014782
SINCAM007816	ENSACAP00000014784
SINCAM012514	ENSACAP00000014786
SINCAM011516	ENSACAP00000014788
SINCAM005607	ENSACAP00000014790
SINCAM922757	ENSACAP00000014792
SINCAM005512	ENSACAP00000014794
SINCAM013560	ENSACAP00000014797
SINCAM010360	ENSACAP00000014801
SINCAM922758	ENSACAP00000014802
SINCAM008567	ENSACAP00000014804
SINCAM012515	ENSACAP00000014805
SINCAM007579	ENSACAP00000014806
SINCAM008277	ENSACAP00000014807
SINCAM007580	ENSACAP00000014808
SINCAM003267	ENSACAP00000014809
SINCAM008581	ENSACAP00000014810
SINCAM007582	ENSACAP00000014813
SINCAM900246	ENSACAP00000014814
SINCAM007138	ENSACAP00000014815
SINCAM011515	ENSACAP00000014816
SINCAM012516	ENSACAP00000014817
SINCAM012551	ENSACAP00000014818
SINCAM010077	ENSACAP00000014820
SINCAM015617	ENSACAP00000014821
SINCAM001294	ENSACAP00000014822
SINCAM007898	ENSACAP00000014823
SINCAM009676	ENSACAP00000014824
SINCAM008104	ENSACAP00000014827
SINCAM005513	ENSACAP00000014828
SINCAM009143	ENSACAP00000014829
SINCAM922157	ENSACAP00000014830
SINCAM008278	ENSACAP00000014831
SINCAM922190	ENSACAP00000014832
SINCAM900061	ENSACAP00000014833
SINCAM920921	ENSACAP00000014835
SINCAM003266	ENSACAP00000014838
SINCAM011039	ENSACAP00000014839
SINCAM008103	ENSACAP00000014840
SINCAM008573	ENSACAP00000014841
SINCAM001295	ENSACAP00000014842
SINCAM921278	ENSACAP00000014843
SINCAM000518	ENSACAP00000014844
SINCAM011680	ENSACAP00000014846
SINCAM009305	ENSACAP00000014847
SINCAM014476	ENSACAP00000014849
SINCAM003559	ENSACAP00000014850
SINCAM007137	ENSACAP00000014851
SINCAM005444	ENSACAP00000014854
SINCAM003840	ENSACAP00000014856
SINCAM004456	ENSACAP00000014859
SINCAM006824	ENSACAP00000014860
SINCAM004675	ENSACAP00000014861
SINCAM008279	ENSACAP00000014864
SINCAM011514	ENSACAP00000014865
SINCAM008102	ENSACAP00000014867
SINCAM011552	ENSACAP00000014868
SINCAM005467	ENSACAP00000014869
SINCAM005202	ENSACAP00000014871
SINCAM921207	ENSACAP00000014874
SINCAM013227	ENSACAP00000014875
SINCAM010081	ENSACAP00000014877
SINCAM001887	ENSACAP00000014878
SINCAM008561	ENSACAP00000014879
SINCAM009847	ENSACAP00000014880
SINCAM900060	ENSACAP00000014882
SINCAM007136	ENSACAP00000014883
SINCAM921268	ENSACAP00000014884
SINCAM012590	ENSACAP00000014885
SINCAM002626	ENSACAP00000014888
SINCAM005468	ENSACAP00000014890
SINCAM921213	ENSACAP00000014891
SINCAM003265	ENSACAP00000014892
SINCAM005624	ENSACAP00000014893
SINCAM010082	ENSACAP00000014895
SINCAM015618	ENSACAP00000014896
SINCAM010083	ENSACAP00000014898
SINCAM922250	ENSACAP00000014899
SINCAM920934	ENSACAP00000014901
SINCAM008015	ENSACAP00000014903
SINCAM005469	ENSACAP00000014904
SINCAM014563	ENSACAP00000014905
SINCAM920859	ENSACAP00000014906
SINCAM010987	ENSACAP00000014907
SINCAM003262	ENSACAP00000014908
SINCAM002628	ENSACAP00000014909
SINCAM921114	ENSACAP00000014910
SINCAM920933	ENSACAP00000014912
SINCAM921469	ENSACAP00000014913
SINCAM007870	ENSACAP00000014914
SINCAM007583	ENSACAP00000014915
SINCAM013152	ENSACAP00000014916
SINCAM005472	ENSACAP00000014919
SINCAM009868	ENSACAP00000014920
SINCAM007871	ENSACAP00000014921
SINCAM920932	ENSACAP00000014922
SINCAM010085	ENSACAP00000014923
SINCAM009675	ENSACAP00000014924
SINCAM922128	ENSACAP00000014925
SINCAM004676	ENSACAP00000014926
SINCAM921267	ENSACAP00000014927
SINCAM008101	ENSACAP00000014928
SINCAM012588	ENSACAP00000014929
SINCAM007872	ENSACAP00000014934
SINCAM011021	ENSACAP00000014940
SINCAM003433	ENSACAP00000014941
SINCAM003958	ENSACAP00000014942
SINCAM921145	ENSACAP00000014945
SINCAM921146	ENSACAP00000014947
SINCAM002629	ENSACAP00000014948
SINCAM004140	ENSACAP00000014949
SINCAM921919	ENSACAP00000014950
SINCAM005516	ENSACAP00000014951
SINCAM011579	ENSACAP00000014952
SINCAM012587	ENSACAP00000014953
SINCAM000272	ENSACAP00000014954
SINCAM900059	ENSACAP00000014956
SINCAM009673	ENSACAP00000014958
SINCAM007135	ENSACAP00000014959
SINCAM010359	ENSACAP00000014960
SINCAM010009	ENSACAP00000014961
SINCAM007841	ENSACAP00000014962
SINCAM008725	ENSACAP00000014965
SINCAM010991	ENSACAP00000014969
SINCAM011433	ENSACAP00000014970
SINCAM005487	ENSACAP00000014971
SINCAM012570	ENSACAP00000014972
SINCAM010992	ENSACAP00000014973
SINCAM007586	ENSACAP00000014975
SINCAM922696	ENSACAP00000014976
SINCAM007873	ENSACAP00000014977
SINCAM010008	ENSACAP00000014978
SINCAM011580	ENSACAP00000014979
SINCAM009933	ENSACAP00000014981
SINCAM011582	ENSACAP00000014982
SINCAM008566	ENSACAP00000014984
SINCAM010007	ENSACAP00000014985
SINCAM921867	ENSACAP00000014986
SINCAM005130	ENSACAP00000014987
SINCAM012328	ENSACAP00000014988
SINCAM014806	ENSACAP00000014989
SINCAM003959	ENSACAP00000014992
SINCAM003434	ENSACAP00000014993
SINCAM009196	ENSACAP00000014996
SINCAM005231	ENSACAP00000014998
SINCAM004678	ENSACAP00000015001
SINCAM008280	ENSACAP00000015002
SINCAM009672	ENSACAP00000015003
SINCAM014755	ENSACAP00000015004
SINCAM005625	ENSACAP00000015006
SINCAM920955	ENSACAP00000015007
SINCAM003560	ENSACAP00000015008
SINCAM010006	ENSACAP00000015009
SINCAM007587	ENSACAP00000015011
SINCAM014092	ENSACAP00000015012
SINCAM012585	ENSACAP00000015014
SINCAM012390	ENSACAP00000015015
SINCAM011359	ENSACAP00000015016
SINCAM010944	ENSACAP00000015017
SINCAM920935	ENSACAP00000015018
SINCAM011036	ENSACAP00000015020
SINCAM005886	ENSACAP00000015021
SINCAM013964	ENSACAP00000015022
SINCAM921702	ENSACAP00000015023
SINCAM011682	ENSACAP00000015027
SINCAM017533	ENSACAP00000015028
SINCAM922781	ENSACAP00000015030
SINCAM008452	ENSACAP00000015031
SINCAM920835	ENSACAP00000015034
SINCAM002021	ENSACAP00000015035
SINCAM008722	ENSACAP00000015036
SINCAM005488	ENSACAP00000015037
SINCAM013809	ENSACAP00000015043
SINCAM017682	ENSACAP00000015045
SINCAM001296	ENSACAP00000015046
SINCAM900057	ENSACAP00000015047
SINCAM014804	ENSACAP00000015048
SINCAM008564	ENSACAP00000015050
SINCAM006005	ENSACAP00000015052
SINCAM003117	ENSACAP00000015053
SINCAM900056	ENSACAP00000015054
SINCAM005630	ENSACAP00000015055
SINCAM003395	ENSACAP00000015056
SINCAM922252	ENSACAP00000015057
SINCAM012583	ENSACAP00000015058
SINCAM005229	ENSACAP00000015061
SINCAM011032	ENSACAP00000015062
SINCAM008037	ENSACAP00000015064
SINCAM008563	ENSACAP00000015065
SINCAM008255	ENSACAP00000015066
SINCAM007132	ENSACAP00000015067
SINCAM010277	ENSACAP00000015068
SINCAM014612	ENSACAP00000015069
SINCAM007131	ENSACAP00000015072
SINCAM006009	ENSACAP00000015074
SINCAM007220	ENSACAP00000015077
SINCAM003960	ENSACAP00000015078
SINCAM007680	ENSACAP00000015080
SINCAM008763	ENSACAP00000015081
SINCAM012582	ENSACAP00000015082
SINCAM900160	ENSACAP00000015083
SINCAM008256	ENSACAP00000015086
SINCAM007664	ENSACAP00000015089
SINCAM010174	ENSACAP00000015090
SINCAM009671	ENSACAP00000015092
SINCAM002023	ENSACAP00000015093
SINCAM921982	ENSACAP00000015094
SINCAM007038	ENSACAP00000015095
SINCAM007588	ENSACAP00000015098
SINCAM005489	ENSACAP00000015099
SINCAM007037	ENSACAP00000015100
SINCAM014500	ENSACAP00000015102
SINCAM009670	ENSACAP00000015104
SINCAM009669	ENSACAP00000015105
SINCAM922183	ENSACAP00000015106
SINCAM010606	ENSACAP00000015107
SINCAM005517	ENSACAP00000015108
SINCAM001348	ENSACAP00000015109
SINCAM002024	ENSACAP00000015110
SINCAM007036	ENSACAP00000015111
SINCAM013941	ENSACAP00000015112
SINCAM007815	ENSACAP00000015113
SINCAM001299	ENSACAP00000015114
SINCAM005631	ENSACAP00000015115
SINCAM005579	ENSACAP00000015116
SINCAM008258	ENSACAP00000015117
SINCAM016617	ENSACAP00000015119
SINCAM010005	ENSACAP00000015120
SINCAM001300	ENSACAP00000015121
SINCAM007589	ENSACAP00000015123
SINCAM920849	ENSACAP00000015125
SINCAM013933	ENSACAP00000015126
SINCAM007663	ENSACAP00000015127
SINCAM001302	ENSACAP00000015128
SINCAM011502	ENSACAP00000015129
SINCAM010004	ENSACAP00000015131
SINCAM001303	ENSACAP00000015133
SINCAM012505	ENSACAP00000015134
SINCAM007283	ENSACAP00000015135
SINCAM014168	ENSACAP00000015136
SINCAM008759	ENSACAP00000015139
SINCAM922326	ENSACAP00000015140
SINCAM900270	ENSACAP00000015141
SINCAM005125	ENSACAP00000015143
SINCAM922774	ENSACAP00000015145
SINCAM922733	ENSACAP00000015147
SINCAM005608	ENSACAP00000015148
SINCAM014974	ENSACAP00000015149
SINCAM008415	ENSACAP00000015150
SINCAM005609	ENSACAP00000015151
SINCAM005617	ENSACAP00000015152
SINCAM013918	ENSACAP00000015155
SINCAM015642	ENSACAP00000015156
SINCAM005158	ENSACAP00000015157
SINCAM013919	ENSACAP00000015158
SINCAM007033	ENSACAP00000015160
SINCAM007591	ENSACAP00000015161
SINCAM005159	ENSACAP00000015164
SINCAM006643	ENSACAP00000015165
SINCAM014712	ENSACAP00000015166
SINCAM008568	ENSACAP00000015167
SINCAM011103	ENSACAP00000015170
SINCAM008570	ENSACAP00000015171
SINCAM014809	ENSACAP00000015173
SINCAM013068	ENSACAP00000015174
SINCAM011030	ENSACAP00000015175
SINCAM003435	ENSACAP00000015176
SINCAM010998	ENSACAP00000015180
SINCAM002025	ENSACAP00000015181
SINCAM900166	ENSACAP00000015184
SINCAM006612	ENSACAP00000015187
SINCAM013482	ENSACAP00000015188
SINCAM922691	ENSACAP00000015192
SINCAM009668	ENSACAP00000015194
SINCAM015052	ENSACAP00000015195
SINCAM006965	ENSACAP00000015200
SINCAM005160	ENSACAP00000015201
SINCAM015781	ENSACAP00000015202
SINCAM001305	ENSACAP00000015205
SINCAM014520	ENSACAP00000015207
SINCAM921170	ENSACAP00000015209
SINCAM009485	ENSACAP00000015210
SINCAM005632	ENSACAP00000015211
SINCAM008732	ENSACAP00000015212
SINCAM014808	ENSACAP00000015214
SINCAM005161	ENSACAP00000015216
SINCAM008762	ENSACAP00000015218
SINCAM921685	ENSACAP00000015219
SINCAM920926	ENSACAP00000015220
SINCAM010835	ENSACAP00000015223
SINCAM920622	ENSACAP00000015224
SINCAM002015	ENSACAP00000015225
SINCAM010596	ENSACAP00000015226
SINCAM014521	ENSACAP00000015227
SINCAM922293	ENSACAP00000015228
SINCAM009484	ENSACAP00000015229
SINCAM006656	ENSACAP00000015231
SINCAM012506	ENSACAP00000015232
SINCAM014136	ENSACAP00000015233
SINCAM001309	ENSACAP00000015236
SINCAM005619	ENSACAP00000015237
SINCAM002207	ENSACAP00000015238
SINCAM013577	ENSACAP00000015239
SINCAM001310	ENSACAP00000015240
SINCAM014795	ENSACAP00000015241
SINCAM001311	ENSACAP00000015243
SINCAM922791	ENSACAP00000015244
SINCAM002145	ENSACAP00000015245
SINCAM005232	ENSACAP00000015246
SINCAM001312	ENSACAP00000015247
SINCAM922596	ENSACAP00000015248
SINCAM003963	ENSACAP00000015250
SINCAM006041	ENSACAP00000015252
SINCAM008803	ENSACAP00000015253
SINCAM922253	ENSACAP00000015255
SINCAM006037	ENSACAP00000015256
SINCAM012398	ENSACAP00000015257
SINCAM012507	ENSACAP00000015258
SINCAM921232	ENSACAP00000015259
SINCAM006658	ENSACAP00000015260
SINCAM001313	ENSACAP00000015261
SINCAM013833	ENSACAP00000015263
SINCAM012364	ENSACAP00000015264
SINCAM010097	ENSACAP00000015265
SINCAM014489	ENSACAP00000015269
SINCAM002208	ENSACAP00000015270
SINCAM014702	ENSACAP00000015271
SINCAM007592	ENSACAP00000015272
SINCAM005233	ENSACAP00000015273
SINCAM920927	ENSACAP00000015276
SINCAM920928	ENSACAP00000015278
SINCAM014141	ENSACAP00000015281
SINCAM921442	ENSACAP00000015283
SINCAM003653	ENSACAP00000015284
SINCAM013098	ENSACAP00000015285
SINCAM922456	ENSACAP00000015286
SINCAM016373	ENSACAP00000015287
SINCAM014705	ENSACAP00000015290
SINCAM001315	ENSACAP00000015302
SINCAM005241	ENSACAP00000015303
SINCAM015446	ENSACAP00000015304
SINCAM008024	ENSACAP00000015307
SINCAM010096	ENSACAP00000015308
SINCAM007594	ENSACAP00000015309
SINCAM015097	ENSACAP00000015310
SINCAM013664	ENSACAP00000015311
SINCAM010756	ENSACAP00000015312
SINCAM003965	ENSACAP00000015314
SINCAM008259	ENSACAP00000015315
SINCAM015445	ENSACAP00000015316
SINCAM014249	ENSACAP00000015318
SINCAM011975	ENSACAP00000015319
SINCAM014002	ENSACAP00000015320
SINCAM000186	ENSACAP00000015321
SINCAM012509	ENSACAP00000015327
SINCAM001269	ENSACAP00000015328
SINCAM920464	ENSACAP00000015329
SINCAM013605	ENSACAP00000015330
SINCAM013807	ENSACAP00000015331
SINCAM008625	ENSACAP00000015332
SINCAM001267	ENSACAP00000015333
SINCAM010173	ENSACAP00000015336
SINCAM922148	ENSACAP00000015337
SINCAM011684	ENSACAP00000015338
SINCAM014531	ENSACAP00000015341
SINCAM001266	ENSACAP00000015342
SINCAM011687	ENSACAP00000015347
SINCAM013041	ENSACAP00000015349
SINCAM006613	ENSACAP00000015351
SINCAM000645	ENSACAP00000015352
SINCAM000883	ENSACAP00000015353
SINCAM000646	ENSACAP00000015355
SINCAM012741	ENSACAP00000015356
SINCAM010093	ENSACAP00000015358
SINCAM012510	ENSACAP00000015359
SINCAM006330	ENSACAP00000015361
SINCAM921684	ENSACAP00000015362
SINCAM922322	ENSACAP00000015363
SINCAM014142	ENSACAP00000015364
SINCAM012511	ENSACAP00000015365
SINCAM005493	ENSACAP00000015367
SINCAM013967	ENSACAP00000015368
SINCAM011977	ENSACAP00000015369
SINCAM005061	ENSACAP00000015373
SINCAM002215	ENSACAP00000015374
SINCAM000647	ENSACAP00000015377
SINCAM922599	ENSACAP00000015378
SINCAM922409	ENSACAP00000015383
SINCAM006422	ENSACAP00000015384
SINCAM001265	ENSACAP00000015385
SINCAM007801	ENSACAP00000015386
SINCAM920845	ENSACAP00000015387
SINCAM000252	ENSACAP00000015388
SINCAM011659	ENSACAP00000015389
SINCAM000251	ENSACAP00000015390
SINCAM008713	ENSACAP00000015391
SINCAM012544	ENSACAP00000015393
SINCAM922410	ENSACAP00000015394
SINCAM005876	ENSACAP00000015398
SINCAM007926	ENSACAP00000015400
SINCAM008461	ENSACAP00000015401
SINCAM007596	ENSACAP00000015402
SINCAM010172	ENSACAP00000015403
SINCAM009293	ENSACAP00000015404
SINCAM014145	ENSACAP00000015405
SINCAM009292	ENSACAP00000015406
SINCAM010757	ENSACAP00000015407
SINCAM005521	ENSACAP00000015408
SINCAM005494	ENSACAP00000015411
SINCAM007597	ENSACAP00000015412
SINCAM009291	ENSACAP00000015413
SINCAM000250	ENSACAP00000015416
SINCAM011688	ENSACAP00000015417
SINCAM003310	ENSACAP00000015419
SINCAM010017	ENSACAP00000015420
SINCAM922181	ENSACAP00000015422
SINCAM920912	ENSACAP00000015423
SINCAM016551	ENSACAP00000015427
SINCAM014799	ENSACAP00000015428
SINCAM002209	ENSACAP00000015429
SINCAM005875	ENSACAP00000015430
SINCAM011658	ENSACAP00000015432
SINCAM922598	ENSACAP00000015433
SINCAM014501	ENSACAP00000015434
SINCAM013135	ENSACAP00000015435
SINCAM009112	ENSACAP00000015436
SINCAM014530	ENSACAP00000015437
SINCAM922471	ENSACAP00000015438
SINCAM009301	ENSACAP00000015439
SINCAM016768	ENSACAP00000015440
SINCAM005520	ENSACAP00000015441
SINCAM005874	ENSACAP00000015442
SINCAM011934	ENSACAP00000015443
SINCAM005463	ENSACAP00000015445
SINCAM920919	ENSACAP00000015446
SINCAM010015	ENSACAP00000015449
SINCAM014850	ENSACAP00000015450
SINCAM011671	ENSACAP00000015451
SINCAM000249	ENSACAP00000015452
SINCAM921735	ENSACAP00000015455
SINCAM008463	ENSACAP00000015457
SINCAM012494	ENSACAP00000015458
SINCAM006877	ENSACAP00000015459
SINCAM008528	ENSACAP00000015460
SINCAM000248	ENSACAP00000015461
SINCAM922603	ENSACAP00000015462
SINCAM009113	ENSACAP00000015463
SINCAM010763	ENSACAP00000015465
SINCAM006025	ENSACAP00000015466
SINCAM922533	ENSACAP00000015467
SINCAM008529	ENSACAP00000015468
SINCAM005462	ENSACAP00000015469
SINCAM012852	ENSACAP00000015470
SINCAM010014	ENSACAP00000015471
SINCAM921807	ENSACAP00000015473
SINCAM015743	ENSACAP00000015474
SINCAM011979	ENSACAP00000015475
SINCAM010011	ENSACAP00000015476
SINCAM009114	ENSACAP00000015477
SINCAM005461	ENSACAP00000015478
SINCAM010764	ENSACAP00000015479
SINCAM011690	ENSACAP00000015481
SINCAM002210	ENSACAP00000015482
SINCAM012283	ENSACAP00000015483
SINCAM006100	ENSACAP00000015486
SINCAM010199	ENSACAP00000015491
SINCAM002214	ENSACAP00000015492
SINCAM009115	ENSACAP00000015493
SINCAM922379	ENSACAP00000015498
SINCAM000247	ENSACAP00000015499
SINCAM007566	ENSACAP00000015500
SINCAM921696	ENSACAP00000015501
SINCAM922375	ENSACAP00000015504
SINCAM012560	ENSACAP00000015505
SINCAM008526	ENSACAP00000015507
SINCAM012282	ENSACAP00000015510
SINCAM014050	ENSACAP00000015511
SINCAM007204	ENSACAP00000015513
SINCAM011670	ENSACAP00000015515
SINCAM014049	ENSACAP00000015517
SINCAM921231	ENSACAP00000015518
SINCAM014506	ENSACAP00000015520
SINCAM008372	ENSACAP00000015522
SINCAM010010	ENSACAP00000015524
SINCAM010765	ENSACAP00000015525
SINCAM010766	ENSACAP00000015526
SINCAM921806	ENSACAP00000015527
SINCAM008523	ENSACAP00000015529
SINCAM001263	ENSACAP00000015532
SINCAM921991	ENSACAP00000015534
SINCAM011691	ENSACAP00000015536
SINCAM922558	ENSACAP00000015539
SINCAM011980	ENSACAP00000015541
SINCAM000648	ENSACAP00000015542
SINCAM005873	ENSACAP00000015543
SINCAM005870	ENSACAP00000015544
SINCAM010768	ENSACAP00000015545
SINCAM010018	ENSACAP00000015547
SINCAM921651	ENSACAP00000015550
SINCAM001262	ENSACAP00000015551
SINCAM008624	ENSACAP00000015552
SINCAM005850	ENSACAP00000015553
SINCAM008293	ENSACAP00000015554
SINCAM010155	ENSACAP00000015555
SINCAM921670	ENSACAP00000015556
SINCAM011629	ENSACAP00000015557
SINCAM002216	ENSACAP00000015558
SINCAM000649	ENSACAP00000015559
SINCAM011696	ENSACAP00000015560
SINCAM010769	ENSACAP00000015561
SINCAM006874	ENSACAP00000015566
SINCAM008374	ENSACAP00000015567
SINCAM014108	ENSACAP00000015568
SINCAM005460	ENSACAP00000015570
SINCAM010458	ENSACAP00000015572
SINCAM005519	ENSACAP00000015573
SINCAM000921	ENSACAP00000015577
SINCAM006873	ENSACAP00000015578
SINCAM921513	ENSACAP00000015580
SINCAM010169	ENSACAP00000015582
SINCAM014529	ENSACAP00000015583
SINCAM001708	ENSACAP00000015584
SINCAM004894	ENSACAP00000015585
SINCAM001261	ENSACAP00000015586
SINCAM011669	ENSACAP00000015587
SINCAM009346	ENSACAP00000015588
SINCAM014507	ENSACAP00000015589
SINCAM008261	ENSACAP00000015590
SINCAM006728	ENSACAP00000015591
SINCAM900044	ENSACAP00000015592
SINCAM012009	ENSACAP00000015593
SINCAM008522	ENSACAP00000015597
SINCAM012281	ENSACAP00000015599
SINCAM009845	ENSACAP00000015601
