PMZ_0046432-RA	ENSGALP00000000003
PMZ_0026538-RA	ENSGALP00000037260
PMZ_0048537-RA	ENSGALP00000037266
PMZ_0026390-RA	ENSGALP00000037266
PMZ_0011188-RA	ENSGALP00000037320
PMZ_0034728-RA	ENSGALP00000037338
PMZ_0046246-RA	ENSGALP00000037340
PMZ_0005942-RA	ENSGALP00000037340
PMZ_0042537-RA	ENSGALP00000037343
PMZ_0002577-RA	ENSGALP00000037344
PMZ_0033260-RA	ENSGALP00000037366
PMZ_0040335-RA	ENSGALP00000037370
PMZ_0041815-RA	ENSGALP00000037370
PMZ_0032638-RA	ENSGALP00000037377
PMZ_0046876-RA	ENSGALP00000037377
PMZ_0023196-RA	ENSGALP00000037382
PMZ_0031488-RA	ENSGALP00000037384
PMZ_0033012-RA	ENSGALP00000037394
PMZ_0008858-RA	ENSGALP00000037396
PMZ_0047182-RA	ENSGALP00000037406
PMZ_0030290-RA	ENSGALP00000037406
PMZ_0008791-RA	ENSGALP00000037408
PMZ_0048844-RA	ENSGALP00000037408
PMZ_0027582-RA	ENSGALP00000037410
PMZ_0040424-RA	ENSGALP00000037426
PMZ_0033552-RA	ENSGALP00000037427
PMZ_0040599-RA	ENSGALP00000037427
PMZ_0033773-RA	ENSGALP00000037432
PMZ_0031667-RA	ENSGALP00000037432
PMZ_0027911-RA	ENSGALP00000037437
PMZ_0030542-RA	ENSGALP00000037437
PMZ_0034442-RA	ENSGALP00000037440
PMZ_0046934-RA	ENSGALP00000037440
PMZ_0030640-RA	ENSGALP00000037444
PMZ_0048110-RA	ENSGALP00000037444
PMZ_0028794-RA	ENSGALP00000037454
PMZ_0033526-RA	ENSGALP00000037454
PMZ_0001525-RA	ENSGALP00000037458
PMZ_0026888-RA	ENSGALP00000037460
PMZ_0015686-RA	ENSGALP00000037460
PMZ_0043993-RA	ENSGALP00000037462
PMZ_0029782-RA	ENSGALP00000037462
PMZ_0047475-RA	ENSGALP00000037463
PMZ_0047674-RA	ENSGALP00000037469
PMZ_0048492-RA	ENSGALP00000037469
PMZ_0027443-RA	ENSGALP00000037470
PMZ_0028725-RA	ENSGALP00000037475
PMZ_0035690-RA	ENSGALP00000037475
PMZ_0041822-RA	ENSGALP00000037478
PMZ_0047019-RA	ENSGALP00000037478
PMZ_0040153-RA	ENSGALP00000037486
PMZ_0029856-RA	ENSGALP00000037486
PMZ_0028964-RA	ENSGALP00000037490
PMZ_0044344-RA	ENSGALP00000037507
PMZ_0043914-RA	ENSGALP00000037507
PMZ_0026387-RA	ENSGALP00000037522
PMZ_0044051-RA	ENSGALP00000037524
PMZ_0022122-RA	ENSGALP00000037532
PMZ_0032334-RA	ENSGALP00000037537
PMZ_0023418-RA	ENSGALP00000037556
PMZ_0011061-RA	ENSGALP00000037556
PMZ_0036957-RA	ENSGALP00000037557
PMZ_0045913-RA	ENSGALP00000037557
PMZ_0013781-RA	ENSGALP00000037559
PMZ_0048421-RA	ENSGALP00000037559
PMZ_0045214-RA	ENSGALP00000037562
PMZ_0044035-RA	ENSGALP00000037562
PMZ_0041635-RA	ENSGALP00000037563
PMZ_0044231-RA	ENSGALP00000037564
PMZ_0041206-RA	ENSGALP00000037564
PMZ_0020569-RA	ENSGALP00000037568
PMZ_0041944-RA	ENSGALP00000037579
PMZ_0031413-RA	ENSGALP00000037587
PMZ_0037145-RA	ENSGALP00000037587
PMZ_0043417-RA	ENSGALP00000037588
PMZ_0009511-RA	ENSGALP00000037588
PMZ_0043919-RA	ENSGALP00000037592
PMZ_0041943-RA	ENSGALP00000037597
PMZ_0027352-RA	ENSGALP00000037602
PMZ_0047678-RA	ENSGALP00000037602
PMZ_0041896-RA	ENSGALP00000037606
PMZ_0007373-RA	ENSGALP00000037618
PMZ_0043547-RA	ENSGALP00000037618
PMZ_0040385-RA	ENSGALP00000037625
PMZ_0045524-RA	ENSGALP00000037625
PMZ_0007438-RA	ENSGALP00000037627
PMZ_0017693-RA	ENSGALP00000037629
PMZ_0043382-RA	ENSGALP00000037629
PMZ_0034543-RA	ENSGALP00000037648
PMZ_0038088-RA	ENSGALP00000037648
PMZ_0001878-RA	ENSGALP00000037652
PMZ_0033124-RA	ENSGALP00000037663
PMZ_0023380-RA	ENSGALP00000037663
PMZ_0042092-RA	ENSGALP00000037684
PMZ_0029019-RA	ENSGALP00000037686
PMZ_0034807-RA	ENSGALP00000037686
PMZ_0043879-RA	ENSGALP00000037700
PMZ_0047107-RA	ENSGALP00000037700
PMZ_0046891-RA	ENSGALP00000037703
PMZ_0041314-RA	ENSGALP00000037704
PMZ_0027829-RA	ENSGALP00000037707
PMZ_0016748-RA	ENSGALP00000037708
PMZ_0034312-RA	ENSGALP00000037718
PMZ_0020526-RA	ENSGALP00000037718
PMZ_0043881-RA	ENSGALP00000037723
PMZ_0032889-RA	ENSGALP00000037723
PMZ_0036033-RA	ENSGALP00000037725
PMZ_0042560-RA	ENSGALP00000037734
PMZ_0048355-RA	ENSGALP00000037746
PMZ_0021147-RA	ENSGALP00000037753
PMZ_0030216-RA	ENSGALP00000037753
PMZ_0027836-RA	ENSGALP00000037763
PMZ_0028995-RA	ENSGALP00000037763
PMZ_0040731-RA	ENSGALP00000037772
PMZ_0040617-RA	ENSGALP00000037772
PMZ_0030774-RA	ENSGALP00000037775
PMZ_0033650-RA	ENSGALP00000037775
PMZ_0019526-RA	ENSGALP00000037807
PMZ_0003379-RA	ENSGALP00000037814
PMZ_0032491-RA	ENSGALP00000037814
PMZ_0029767-RA	ENSGALP00000037816
PMZ_0043076-RA	ENSGALP00000037816
PMZ_0042483-RA	ENSGALP00000037819
PMZ_0041558-RA	ENSGALP00000037819
PMZ_0030876-RA	ENSGALP00000037820
PMZ_0048909-RA	ENSGALP00000037834
PMZ_0043012-RA	ENSGALP00000037838
PMZ_0046010-RA	ENSGALP00000037838
PMZ_0046186-RA	ENSGALP00000037846
PMZ_0047222-RA	ENSGALP00000037846
PMZ_0042441-RA	ENSGALP00000037851
PMZ_0030455-RA	ENSGALP00000037866
PMZ_0036306-RA	ENSGALP00000037868
PMZ_0011710-RA	ENSGALP00000037877
PMZ_0048148-RA	ENSGALP00000037883
PMZ_0028108-RA	ENSGALP00000037893
PMZ_0034489-RA	ENSGALP00000037893
PMZ_0011728-RA	ENSGALP00000037894
PMZ_0030791-RA	ENSGALP00000037897
PMZ_0039088-RA	ENSGALP00000037897
PMZ_0041384-RA	ENSGALP00000037899
PMZ_0039025-RA	ENSGALP00000037899
PMZ_0039448-RA	ENSGALP00000037900
PMZ_0035822-RA	ENSGALP00000037900
PMZ_0040150-RA	ENSGALP00000037901
PMZ_0040149-RA	ENSGALP00000037901
PMZ_0045246-RA	ENSGALP00000037902
PMZ_0010285-RA	ENSGALP00000037902
PMZ_0048427-RA	ENSGALP00000037905
PMZ_0036119-RA	ENSGALP00000037905
PMZ_0030807-RA	ENSGALP00000037906
PMZ_0040532-RA	ENSGALP00000037924
PMZ_0001996-RA	ENSGALP00000037924
PMZ_0026355-RA	ENSGALP00000037925
PMZ_0047897-RA	ENSGALP00000037931
PMZ_0037971-RA	ENSGALP00000037931
PMZ_0005691-RA	ENSGALP00000037940
PMZ_0040504-RA	ENSGALP00000037948
PMZ_0032898-RA	ENSGALP00000037954
PMZ_0016613-RA	ENSGALP00000037954
PMZ_0026821-RA	ENSGALP00000037959
PMZ_0015149-RA	ENSGALP00000037962
PMZ_0046958-RA	ENSGALP00000037962
PMZ_0041827-RA	ENSGALP00000037968
PMZ_0017237-RA	ENSGALP00000037969
PMZ_0032536-RA	ENSGALP00000037969
PMZ_0013732-RA	ENSGALP00000037974
PMZ_0036839-RA	ENSGALP00000037976
PMZ_0027679-RA	ENSGALP00000037978
PMZ_0028346-RA	ENSGALP00000037978
PMZ_0026066-RA	ENSGALP00000037982
PMZ_0040955-RA	ENSGALP00000037982
PMZ_0042302-RA	ENSGALP00000037994
PMZ_0046636-RA	ENSGALP00000037994
PMZ_0001652-RA	ENSGALP00000037995
PMZ_0035283-RA	ENSGALP00000037995
PMZ_0044301-RA	ENSGALP00000037996
PMZ_0044758-RA	ENSGALP00000037997
PMZ_0013409-RA	ENSGALP00000037997
PMZ_0026146-RA	ENSGALP00000038005
PMZ_0026642-RA	ENSGALP00000038010
PMZ_0040244-RA	ENSGALP00000038010
PMZ_0033979-RA	ENSGALP00000038022
PMZ_0018788-RA	ENSGALP00000038022
PMZ_0046624-RA	ENSGALP00000038033
PMZ_0042841-RA	ENSGALP00000038041
PMZ_0037183-RA	ENSGALP00000038042
PMZ_0045793-RA	ENSGALP00000038042
PMZ_0041868-RA	ENSGALP00000038046
PMZ_0044045-RA	ENSGALP00000038052
PMZ_0044046-RA	ENSGALP00000038052
PMZ_0044501-RA	ENSGALP00000038056
PMZ_0042211-RA	ENSGALP00000038058
PMZ_0037474-RA	ENSGALP00000038058
PMZ_0009299-RA	ENSGALP00000038070
PMZ_0042160-RA	ENSGALP00000038072
PMZ_0031116-RA	ENSGALP00000038075
PMZ_0042128-RA	ENSGALP00000038075
PMZ_0026115-RA	ENSGALP00000038088
PMZ_0026810-RA	ENSGALP00000038088
PMZ_0028839-RA	ENSGALP00000038107
PMZ_0048632-RA	ENSGALP00000038107
PMZ_0034778-RA	ENSGALP00000038108
PMZ_0042131-RA	ENSGALP00000038109
PMZ_0011055-RA	ENSGALP00000038111
PMZ_0044032-RA	ENSGALP00000038111
PMZ_0038396-RA	ENSGALP00000038113
PMZ_0033485-RA	ENSGALP00000038113
PMZ_0046309-RA	ENSGALP00000038118
PMZ_0045599-RA	ENSGALP00000038118
PMZ_0045712-RA	ENSGALP00000038129
PMZ_0015055-RA	ENSGALP00000038129
PMZ_0030161-RA	ENSGALP00000038130
PMZ_0032293-RA	ENSGALP00000038130
PMZ_0042741-RA	ENSGALP00000038136
PMZ_0032997-RA	ENSGALP00000038139
PMZ_0019233-RA	ENSGALP00000038150
PMZ_0047008-RA	ENSGALP00000038150
PMZ_0030674-RA	ENSGALP00000038155
PMZ_0031965-RA	ENSGALP00000038157
PMZ_0032433-RA	ENSGALP00000038166
PMZ_0040151-RA	ENSGALP00000038166
PMZ_0033968-RA	ENSGALP00000038176
PMZ_0031437-RA	ENSGALP00000038179
PMZ_0046884-RA	ENSGALP00000038179
PMZ_0041093-RA	ENSGALP00000038180
PMZ_0045753-RA	ENSGALP00000038183
PMZ_0040650-RA	ENSGALP00000038183
PMZ_0028145-RA	ENSGALP00000038228
PMZ_0008251-RA	ENSGALP00000038228
PMZ_0046683-RA	ENSGALP00000038234
PMZ_0046266-RA	ENSGALP00000038234
PMZ_0046892-RA	ENSGALP00000038235
PMZ_0035874-RA	ENSGALP00000038239
PMZ_0001889-RA	ENSGALP00000038251
PMZ_0005155-RA	ENSGALP00000038251
PMZ_0038390-RA	ENSGALP00000038259
PMZ_0045120-RA	ENSGALP00000038259
PMZ_0041918-RA	ENSGALP00000038261
PMZ_0029975-RA	ENSGALP00000038261
PMZ_0000718-RA	ENSGALP00000038267
PMZ_0016217-RA	ENSGALP00000038272
PMZ_0041457-RA	ENSGALP00000038272
PMZ_0027479-RA	ENSGALP00000038276
PMZ_0012908-RA	ENSGALP00000038278
PMZ_0042795-RA	ENSGALP00000038280
PMZ_0029683-RA	ENSGALP00000038280
PMZ_0047786-RA	ENSGALP00000038287
PMZ_0029675-RA	ENSGALP00000038289
PMZ_0044016-RA	ENSGALP00000038289
PMZ_0045743-RA	ENSGALP00000038292
PMZ_0041732-RA	ENSGALP00000038292
PMZ_0045610-RA	ENSGALP00000038293
PMZ_0029200-RA	ENSGALP00000038293
PMZ_0044797-RA	ENSGALP00000038302
PMZ_0029932-RA	ENSGALP00000038302
PMZ_0044794-RA	ENSGALP00000038304
PMZ_0042237-RA	ENSGALP00000038307
PMZ_0044086-RA	ENSGALP00000038307
PMZ_0044818-RA	ENSGALP00000038313
PMZ_0018679-RA	ENSGALP00000038322
PMZ_0041208-RA	ENSGALP00000038330
PMZ_0034942-RA	ENSGALP00000038332
PMZ_0037122-RA	ENSGALP00000038338
PMZ_0042219-RA	ENSGALP00000038340
PMZ_0032046-RA	ENSGALP00000038344
PMZ_0033525-RA	ENSGALP00000038347
PMZ_0046569-RA	ENSGALP00000038347
PMZ_0010020-RA	ENSGALP00000038350
PMZ_0046993-RA	ENSGALP00000038351
PMZ_0003867-RA	ENSGALP00000038356
PMZ_0004373-RA	ENSGALP00000038356
PMZ_0026921-RA	ENSGALP00000038362
PMZ_0033916-RA	ENSGALP00000038362
PMZ_0030439-RA	ENSGALP00000038367
PMZ_0046335-RA	ENSGALP00000038367
PMZ_0012727-RA	ENSGALP00000038373
PMZ_0048924-RA	ENSGALP00000038373
PMZ_0015933-RA	ENSGALP00000038374
PMZ_0010867-RA	ENSGALP00000038374
PMZ_0036005-RA	ENSGALP00000038375
PMZ_0042748-RA	ENSGALP00000038375
PMZ_0048297-RA	ENSGALP00000038376
PMZ_0037558-RA	ENSGALP00000038376
PMZ_0000904-RA	ENSGALP00000038384
PMZ_0010183-RA	ENSGALP00000038403
PMZ_0037354-RA	ENSGALP00000038403
PMZ_0031336-RA	ENSGALP00000038408
PMZ_0043190-RA	ENSGALP00000038409
PMZ_0043189-RA	ENSGALP00000038409
PMZ_0039383-RA	ENSGALP00000038419
PMZ_0041681-RA	ENSGALP00000038419
PMZ_0033245-RA	ENSGALP00000038427
PMZ_0013991-RA	ENSGALP00000038427
PMZ_0029897-RA	ENSGALP00000038435
PMZ_0034611-RA	ENSGALP00000038435
PMZ_0033219-RA	ENSGALP00000038436
PMZ_0030088-RA	ENSGALP00000038437
PMZ_0038346-RA	ENSGALP00000038439
PMZ_0013809-RA	ENSGALP00000038446
PMZ_0045652-RA	ENSGALP00000038446
PMZ_0032112-RA	ENSGALP00000038457
PMZ_0012631-RA	ENSGALP00000038461
PMZ_0036080-RA	ENSGALP00000038463
PMZ_0042209-RA	ENSGALP00000038479
PMZ_0028783-RA	ENSGALP00000038490
PMZ_0046064-RA	ENSGALP00000038490
PMZ_0040152-RA	ENSGALP00000038496
PMZ_0035155-RA	ENSGALP00000038496
PMZ_0019915-RA	ENSGALP00000038497
PMZ_0014901-RA	ENSGALP00000038510
PMZ_0009882-RA	ENSGALP00000038511
PMZ_0036949-RA	ENSGALP00000038512
PMZ_0045010-RA	ENSGALP00000038516
PMZ_0018719-RA	ENSGALP00000038516
PMZ_0018040-RA	ENSGALP00000038523
PMZ_0034757-RA	ENSGALP00000038523
PMZ_0044689-RA	ENSGALP00000038526
PMZ_0036929-RA	ENSGALP00000038526
PMZ_0041921-RA	ENSGALP00000038530
PMZ_0043677-RA	ENSGALP00000038530
PMZ_0031371-RA	ENSGALP00000038531
PMZ_0028712-RA	ENSGALP00000038531
PMZ_0033279-RA	ENSGALP00000038541
PMZ_0042693-RA	ENSGALP00000038541
PMZ_0043369-RA	ENSGALP00000038543
PMZ_0047117-RA	ENSGALP00000038543
PMZ_0017172-RA	ENSGALP00000038563
PMZ_0044226-RA	ENSGALP00000038563
PMZ_0031335-RA	ENSGALP00000038570
PMZ_0047981-RA	ENSGALP00000038570
PMZ_0020974-RA	ENSGALP00000038574
PMZ_0017900-RA	ENSGALP00000038578
PMZ_0010929-RA	ENSGALP00000038580
PMZ_0044723-RA	ENSGALP00000038584
PMZ_0044724-RA	ENSGALP00000038584
PMZ_0033393-RA	ENSGALP00000038594
PMZ_0028848-RA	ENSGALP00000038611
PMZ_0046349-RA	ENSGALP00000038618
PMZ_0031318-RA	ENSGALP00000038622
PMZ_0014522-RA	ENSGALP00000038625
PMZ_0044715-RA	ENSGALP00000038625
PMZ_0011468-RA	ENSGALP00000038626
PMZ_0036349-RA	ENSGALP00000038626
PMZ_0041603-RA	ENSGALP00000038632
PMZ_0042052-RA	ENSGALP00000038646
PMZ_0046290-RA	ENSGALP00000038658
PMZ_0004434-RA	ENSGALP00000038658
PMZ_0038867-RA	ENSGALP00000038659
PMZ_0036229-RA	ENSGALP00000038659
PMZ_0012167-RA	ENSGALP00000038670
PMZ_0031316-RA	ENSGALP00000038671
PMZ_0031108-RA	ENSGALP00000038673
PMZ_0045243-RA	ENSGALP00000038673
PMZ_0041475-RA	ENSGALP00000038677
PMZ_0030424-RA	ENSGALP00000038684
PMZ_0047608-RA	ENSGALP00000038684
PMZ_0036554-RA	ENSGALP00000038688
PMZ_0045931-RA	ENSGALP00000038710
PMZ_0007870-RA	ENSGALP00000038735
PMZ_0030690-RA	ENSGALP00000038745
PMZ_0028144-RA	ENSGALP00000038745
PMZ_0033900-RA	ENSGALP00000038747
PMZ_0010065-RA	ENSGALP00000038747
PMZ_0027955-RA	ENSGALP00000038750
PMZ_0043300-RA	ENSGALP00000038753
PMZ_0044222-RA	ENSGALP00000038755
PMZ_0015056-RA	ENSGALP00000038757
PMZ_0035373-RA	ENSGALP00000038757
PMZ_0046245-RA	ENSGALP00000038761
PMZ_0012747-RA	ENSGALP00000038763
PMZ_0008249-RA	ENSGALP00000038763
PMZ_0011774-RA	ENSGALP00000038764
PMZ_0030641-RA	ENSGALP00000038764
PMZ_0013794-RA	ENSGALP00000038765
PMZ_0028784-RA	ENSGALP00000038766
PMZ_0030055-RA	ENSGALP00000038766
PMZ_0007599-RA	ENSGALP00000038767
PMZ_0048223-RA	ENSGALP00000038774
PMZ_0032190-RA	ENSGALP00000038774
PMZ_0012749-RA	ENSGALP00000038776
PMZ_0046805-RA	ENSGALP00000038776
PMZ_0031971-RA	ENSGALP00000038778
PMZ_0015674-RA	ENSGALP00000038778
PMZ_0041894-RA	ENSGALP00000038782
PMZ_0012126-RA	ENSGALP00000038782
PMZ_0046052-RA	ENSGALP00000038786
PMZ_0033329-RA	ENSGALP00000038797
PMZ_0036993-RA	ENSGALP00000038821
PMZ_0046539-RA	ENSGALP00000038821
PMZ_0045715-RA	ENSGALP00000038832
PMZ_0011621-RA	ENSGALP00000038835
PMZ_0028639-RA	ENSGALP00000038835
PMZ_0031682-RA	ENSGALP00000038839
PMZ_0004351-RA	ENSGALP00000038847
PMZ_0018661-RA	ENSGALP00000038852
PMZ_0029377-RA	ENSGALP00000038852
PMZ_0023561-RA	ENSGALP00000038853
PMZ_0033189-RA	ENSGALP00000038853
PMZ_0035234-RA	ENSGALP00000038858
PMZ_0033741-RA	ENSGALP00000038862
PMZ_0012577-RA	ENSGALP00000038869
PMZ_0041661-RA	ENSGALP00000038872
PMZ_0016701-RA	ENSGALP00000038876
PMZ_0032237-RA	ENSGALP00000038877
PMZ_0011345-RA	ENSGALP00000038878
PMZ_0028659-RA	ENSGALP00000038878
PMZ_0042222-RA	ENSGALP00000038879
PMZ_0028617-RA	ENSGALP00000038881
PMZ_0045898-RA	ENSGALP00000038881
PMZ_0044198-RA	ENSGALP00000038883
PMZ_0001078-RA	ENSGALP00000038883
PMZ_0004858-RA	ENSGALP00000038884
PMZ_0003352-RA	ENSGALP00000038884
PMZ_0034664-RA	ENSGALP00000038886
PMZ_0046215-RA	ENSGALP00000038886
PMZ_0041618-RA	ENSGALP00000038896
PMZ_0026024-RA	ENSGALP00000038897
PMZ_0043406-RA	ENSGALP00000038897
PMZ_0047601-RA	ENSGALP00000038901
PMZ_0011185-RA	ENSGALP00000038910
PMZ_0016186-RA	ENSGALP00000038910
PMZ_0011852-RA	ENSGALP00000038914
PMZ_0045333-RA	ENSGALP00000038915
PMZ_0026268-RA	ENSGALP00000038915
PMZ_0037943-RA	ENSGALP00000038922
PMZ_0040506-RA	ENSGALP00000038925
PMZ_0032774-RA	ENSGALP00000038925
PMZ_0041287-RA	ENSGALP00000038939
PMZ_0034736-RA	ENSGALP00000038939
PMZ_0041888-RA	ENSGALP00000038943
PMZ_0044951-RA	ENSGALP00000038957
PMZ_0032905-RA	ENSGALP00000038958
PMZ_0047815-RA	ENSGALP00000038958
PMZ_0042505-RA	ENSGALP00000038965
PMZ_0031516-RA	ENSGALP00000038965
PMZ_0029141-RA	ENSGALP00000038966
PMZ_0042832-RA	ENSGALP00000038976
PMZ_0042833-RA	ENSGALP00000038976
PMZ_0034266-RA	ENSGALP00000038979
PMZ_0048423-RA	ENSGALP00000038979
PMZ_0041808-RA	ENSGALP00000038984
PMZ_0042567-RA	ENSGALP00000038992
PMZ_0027004-RA	ENSGALP00000038993
PMZ_0048692-RA	ENSGALP00000038993
PMZ_0000270-RA	ENSGALP00000039002
PMZ_0008403-RA	ENSGALP00000039006
PMZ_0040649-RA	ENSGALP00000039006
PMZ_0026543-RA	ENSGALP00000039011
PMZ_0043314-RA	ENSGALP00000039011
PMZ_0004266-RA	ENSGALP00000039012
PMZ_0003736-RA	ENSGALP00000039013
PMZ_0045073-RA	ENSGALP00000039013
PMZ_0029349-RA	ENSGALP00000039014
PMZ_0029350-RA	ENSGALP00000039014
PMZ_0014741-RA	ENSGALP00000039023
PMZ_0046479-RA	ENSGALP00000039023
PMZ_0014882-RA	ENSGALP00000039039
PMZ_0012138-RA	ENSGALP00000039044
PMZ_0016432-RA	ENSGALP00000039050
PMZ_0038089-RA	ENSGALP00000039050
PMZ_0026021-RA	ENSGALP00000039055
PMZ_0000277-RA	ENSGALP00000039055
PMZ_0011415-RA	ENSGALP00000039068
PMZ_0013998-RA	ENSGALP00000039071
PMZ_0046404-RA	ENSGALP00000039128
PMZ_0043179-RA	ENSGALP00000039128
PMZ_0041664-RA	ENSGALP00000039133
PMZ_0042799-RA	ENSGALP00000039133
PMZ_0016386-RA	ENSGALP00000039135
PMZ_0042014-RA	ENSGALP00000039140
PMZ_0026301-RA	ENSGALP00000039140
PMZ_0018414-RA	ENSGALP00000039141
PMZ_0047587-RA	ENSGALP00000039141
PMZ_0028693-RA	ENSGALP00000039153
PMZ_0045473-RA	ENSGALP00000039153
PMZ_0040541-RA	ENSGALP00000039156
PMZ_0043554-RA	ENSGALP00000039156
PMZ_0006539-RA	ENSGALP00000039157
PMZ_0004401-RA	ENSGALP00000039157
PMZ_0005928-RA	ENSGALP00000039158
PMZ_0013109-RA	ENSGALP00000039164
PMZ_0029135-RA	ENSGALP00000039169
PMZ_0028364-RA	ENSGALP00000039169
PMZ_0002343-RA	ENSGALP00000039195
PMZ_0047921-RA	ENSGALP00000039195
PMZ_0026804-RA	ENSGALP00000039198
PMZ_0045078-RA	ENSGALP00000039198
PMZ_0042238-RA	ENSGALP00000039219
PMZ_0040774-RA	ENSGALP00000039221
PMZ_0006697-RA	ENSGALP00000039221
PMZ_0033356-RA	ENSGALP00000039235
PMZ_0048173-RA	ENSGALP00000039235
PMZ_0029719-RA	ENSGALP00000039243
PMZ_0042813-RA	ENSGALP00000039243
PMZ_0034897-RA	ENSGALP00000039246
PMZ_0036720-RA	ENSGALP00000039246
PMZ_0043437-RA	ENSGALP00000039251
PMZ_0043805-RA	ENSGALP00000039251
PMZ_0044612-RA	ENSGALP00000039257
PMZ_0011250-RA	ENSGALP00000039265
PMZ_0043913-RA	ENSGALP00000039265
PMZ_0015750-RA	ENSGALP00000039270
PMZ_0045003-RA	ENSGALP00000039270
PMZ_0009373-RA	ENSGALP00000039286
PMZ_0032379-RA	ENSGALP00000039286
PMZ_0010598-RA	ENSGALP00000039292
PMZ_0030675-RA	ENSGALP00000039311
PMZ_0031544-RA	ENSGALP00000039311
PMZ_0032603-RA	ENSGALP00000039313
PMZ_0013296-RA	ENSGALP00000039313
PMZ_0045995-RA	ENSGALP00000039316
PMZ_0030594-RA	ENSGALP00000039316
PMZ_0027623-RA	ENSGALP00000039319
PMZ_0045504-RA	ENSGALP00000039322
PMZ_0045861-RA	ENSGALP00000039326
PMZ_0016046-RA	ENSGALP00000039332
PMZ_0019826-RA	ENSGALP00000039341
PMZ_0044860-RA	ENSGALP00000039341
PMZ_0000203-RA	ENSGALP00000039342
PMZ_0041834-RA	ENSGALP00000039342
PMZ_0009441-RA	ENSGALP00000039343
PMZ_0040254-RA	ENSGALP00000039355
PMZ_0031356-RA	ENSGALP00000039355
PMZ_0041895-RA	ENSGALP00000039371
PMZ_0040027-RA	ENSGALP00000039371
PMZ_0008288-RA	ENSGALP00000039376
PMZ_0034556-RA	ENSGALP00000039376
PMZ_0032030-RA	ENSGALP00000039379
PMZ_0032264-RA	ENSGALP00000039379
PMZ_0045072-RA	ENSGALP00000039410
PMZ_0037429-RA	ENSGALP00000039411
PMZ_0042121-RA	ENSGALP00000039411
PMZ_0021720-RA	ENSGALP00000039428
PMZ_0041610-RA	ENSGALP00000039428
PMZ_0034721-RA	ENSGALP00000039434
PMZ_0031856-RA	ENSGALP00000039434
PMZ_0047391-RA	ENSGALP00000039447
PMZ_0033294-RA	ENSGALP00000039447
PMZ_0048311-RA	ENSGALP00000039455
PMZ_0033866-RA	ENSGALP00000039459
PMZ_0027205-RA	ENSGALP00000039467
PMZ_0006556-RA	ENSGALP00000039475
PMZ_0015914-RA	ENSGALP00000039475
PMZ_0032480-RA	ENSGALP00000039479
PMZ_0046433-RA	ENSGALP00000039479
PMZ_0032284-RA	ENSGALP00000039481
PMZ_0026769-RA	ENSGALP00000039481
PMZ_0015007-RA	ENSGALP00000039495
PMZ_0012038-RA	ENSGALP00000039495
PMZ_0043021-RA	ENSGALP00000039504
PMZ_0040793-RA	ENSGALP00000039504
PMZ_0013519-RA	ENSGALP00000039522
PMZ_0027897-RA	ENSGALP00000039526
PMZ_0018373-RA	ENSGALP00000039530
PMZ_0029726-RA	ENSGALP00000039530
PMZ_0028019-RA	ENSGALP00000039532
PMZ_0040398-RA	ENSGALP00000039532
PMZ_0031699-RA	ENSGALP00000039533
PMZ_0044813-RA	ENSGALP00000039544
PMZ_0026890-RA	ENSGALP00000039544
PMZ_0015139-RA	ENSGALP00000039547
PMZ_0036703-RA	ENSGALP00000039547
PMZ_0040968-RA	ENSGALP00000039552
PMZ_0042747-RA	ENSGALP00000039553
PMZ_0044267-RA	ENSGALP00000039554
PMZ_0015145-RA	ENSGALP00000039556
PMZ_0007835-RA	ENSGALP00000039562
PMZ_0038641-RA	ENSGALP00000039568
PMZ_0037621-RA	ENSGALP00000039568
PMZ_0026744-RA	ENSGALP00000039597
PMZ_0007940-RA	ENSGALP00000039597
PMZ_0041348-RA	ENSGALP00000039598
PMZ_0042190-RA	ENSGALP00000039598
PMZ_0034551-RA	ENSGALP00000039613
PMZ_0016119-RA	ENSGALP00000039613
PMZ_0046578-RA	ENSGALP00000039616
PMZ_0040189-RA	ENSGALP00000039616
PMZ_0045067-RA	ENSGALP00000039621
PMZ_0045066-RA	ENSGALP00000039621
PMZ_0033090-RA	ENSGALP00000039622
PMZ_0037147-RA	ENSGALP00000039626
PMZ_0031501-RA	ENSGALP00000039626
PMZ_0032140-RA	ENSGALP00000039634
PMZ_0039043-RA	ENSGALP00000039634
PMZ_0031030-RA	ENSGALP00000039641
PMZ_0036727-RA	ENSGALP00000039641
PMZ_0021218-RA	ENSGALP00000039645
PMZ_0022355-RA	ENSGALP00000039645
PMZ_0020271-RA	ENSGALP00000039646
PMZ_0048316-RA	ENSGALP00000039646
PMZ_0042255-RA	ENSGALP00000039652
PMZ_0007693-RA	ENSGALP00000039673
PMZ_0041113-RA	ENSGALP00000039679
PMZ_0045173-RA	ENSGALP00000039679
PMZ_0031946-RA	ENSGALP00000039697
PMZ_0006072-RA	ENSGALP00000039699
PMZ_0043385-RA	ENSGALP00000039705
PMZ_0036280-RA	ENSGALP00000039705
PMZ_0028921-RA	ENSGALP00000039708
PMZ_0037270-RA	ENSGALP00000039708
PMZ_0022487-RA	ENSGALP00000039710
PMZ_0018754-RA	ENSGALP00000039710
PMZ_0049022-RA	ENSGALP00000039712
PMZ_0038809-RA	ENSGALP00000039712
PMZ_0046359-RA	ENSGALP00000039722
PMZ_0042202-RA	ENSGALP00000039722
PMZ_0041504-RA	ENSGALP00000039728
