fgenesh2_pg.scaffold_351000043	ENSMODP00000015069
fgenesh2_pg.scaffold_100000025	ENSMODP00000025395
fgenesh2_pg.scaffold_100000026	ENSMODP00000012475
fgenesh2_pg.scaffold_100000060	ENSMODP00000033637
fgenesh2_pg.scaffold_100000086	ENSMODP00000017926
fgenesh2_pg.scaffold_101000007	ENSMODP00000020551
fgenesh2_pg.scaffold_101000029	ENSMODP00000038381
fgenesh2_pg.scaffold_101000030	ENSMODP00000026090
fgenesh2_pg.scaffold_101000059	ENSMODP00000022028
fgenesh2_pg.scaffold_101000070	ENSMODP00000034152
fgenesh2_pg.scaffold_101000076	ENSMODP00000024184
fgenesh2_pg.scaffold_102000087	ENSMODP00000001672
fgenesh2_pg.scaffold_103000014	ENSMODP00000021475
fgenesh2_pg.scaffold_103000016	ENSMODP00000017139
fgenesh2_pg.scaffold_103000028	ENSMODP00000039758
fgenesh2_pg.scaffold_104000008	ENSMODP00000009103
fgenesh2_pg.scaffold_104000014	ENSMODP00000021982
fgenesh2_pg.scaffold_104000021	ENSMODP00000007940
fgenesh2_pg.scaffold_104000021	ENSMODP00000019610
fgenesh2_pg.scaffold_104000025	ENSMODP00000005270
fgenesh2_pg.scaffold_104000051	ENSMODP00000010814
fgenesh2_pg.scaffold_104000069	ENSMODP00000023312
fgenesh2_pg.scaffold_105000009	ENSMODP00000032289
fgenesh2_pg.scaffold_105000009	ENSMODP00000029262
fgenesh2_pg.scaffold_105000027	ENSMODP00000029299
fgenesh2_pg.scaffold_105000053	ENSMODP00000035246
fgenesh2_pg.scaffold_105000083	ENSMODP00000037984
fgenesh2_pg.scaffold_105000087	ENSMODP00000025394
fgenesh2_pg.scaffold_105000087	ENSMODP00000037028
fgenesh2_pg.scaffold_105000111	ENSMODP00000022583
fgenesh2_pg.scaffold_105000112	ENSMODP00000022191
fgenesh2_pg.scaffold_105000117	ENSMODP00000022471
fgenesh2_pg.scaffold_105000118	ENSMODP00000038582
fgenesh2_pg.scaffold_106000012	ENSMODP00000039955
fgenesh2_pg.scaffold_106000013	ENSMODP00000018813
fgenesh2_pg.scaffold_106000050	ENSMODP00000007878
fgenesh2_pg.scaffold_106000060	ENSMODP00000032430
fgenesh2_pg.scaffold_106000063	ENSMODP00000026694
fgenesh2_pg.scaffold_106000063	ENSMODP00000004339
fgenesh2_pg.scaffold_106000077	ENSMODP00000040308
fgenesh2_pg.scaffold_106000101	ENSMODP00000018104
fgenesh2_pg.scaffold_107000036	ENSMODP00000038822
fgenesh2_pg.scaffold_107000036	ENSMODP00000039665
fgenesh2_pg.scaffold_107000036	ENSMODP00000039419
fgenesh2_pg.scaffold_107000036	ENSMODP00000039366
fgenesh2_pg.scaffold_107000036	ENSMODP00000041288
fgenesh2_pg.scaffold_107000049	ENSMODP00000014784
fgenesh2_pg.scaffold_107000057	ENSMODP00000011088
fgenesh2_pg.scaffold_107000058	ENSMODP00000009625
fgenesh2_pg.scaffold_107000072	ENSMODP00000018625
fgenesh2_pg.scaffold_107000072	ENSMODP00000020938
fgenesh2_pg.scaffold_107000072	ENSMODP00000001969
fgenesh2_pg.scaffold_107000078	ENSMODP00000007235
fgenesh2_pg.scaffold_107000087	ENSMODP00000024327
fgenesh2_pg.scaffold_107000099	ENSMODP00000029142
fgenesh2_pg.scaffold_108000014	ENSMODP00000010151
fgenesh2_pg.scaffold_108000017	ENSMODP00000029367
fgenesh2_pg.scaffold_108000020	ENSMODP00000015755
fgenesh2_pg.scaffold_108000041	ENSMODP00000024655
fgenesh2_pg.scaffold_109000029	ENSMODP00000007831
fgenesh2_pg.scaffold_109000077	ENSMODP00000005563
fgenesh2_pg.scaffold_110000066	ENSMODP00000038460
fgenesh2_pg.scaffold_110000093	ENSMODP00000037793
fgenesh2_pg.scaffold_110000109	ENSMODP00000020540
fgenesh2_pg.scaffold_110000114	ENSMODP00000003716
fgenesh2_pg.scaffold_111000008	ENSMODP00000014624
fgenesh2_pg.scaffold_111000011	ENSMODP00000038555
fgenesh2_pg.scaffold_111000015	ENSMODP00000037291
fgenesh2_pg.scaffold_111000017	ENSMODP00000027943
fgenesh2_pg.scaffold_111000017	ENSMODP00000023223
fgenesh2_pg.scaffold_111000036	ENSMODP00000038969
fgenesh2_pg.scaffold_111000055	ENSMODP00000017796
fgenesh2_pg.scaffold_111000079	ENSMODP00000021153
fgenesh2_pg.scaffold_111000101	ENSMODP00000023116
fgenesh2_pg.scaffold_111000107	ENSMODP00000003824
fgenesh2_pg.scaffold_111000113	ENSMODP00000003535
fgenesh2_pg.scaffold_111000114	ENSMODP00000041322
fgenesh2_pg.scaffold_112000004	ENSMODP00000004629
fgenesh2_pg.scaffold_112000008	ENSMODP00000018250
fgenesh2_pg.scaffold_112000023	ENSMODP00000023975
fgenesh2_pg.scaffold_112000045	ENSMODP00000017430
fgenesh2_pg.scaffold_112000049	ENSMODP00000026373
fgenesh2_pg.scaffold_112000050	ENSMODP00000036886
fgenesh2_pg.scaffold_112000056	ENSMODP00000032484
fgenesh2_pg.scaffold_112000057	ENSMODP00000020746
fgenesh2_pg.scaffold_112000058	ENSMODP00000004856
fgenesh2_pg.scaffold_112000062	ENSMODP00000005616
fgenesh2_pg.scaffold_112000069	ENSMODP00000007812
fgenesh2_pg.scaffold_112000073	ENSMODP00000004211
fgenesh2_pg.scaffold_112000090	ENSMODP00000008841
fgenesh2_pg.scaffold_112000105	ENSMODP00000007116
fgenesh2_pg.scaffold_113000007	ENSMODP00000002997
fgenesh2_pg.scaffold_113000010	ENSMODP00000025150
fgenesh2_pg.scaffold_113000022	ENSMODP00000040887
fgenesh2_pg.scaffold_113000031	ENSMODP00000025511
fgenesh2_pg.scaffold_113000036	ENSMODP00000004952
fgenesh2_pg.scaffold_113000042	ENSMODP00000002478
fgenesh2_pg.scaffold_113000049	ENSMODP00000038097
fgenesh2_pg.scaffold_113000054	ENSMODP00000017681
fgenesh2_pg.scaffold_113000071	ENSMODP00000038778
fgenesh2_pg.scaffold_113000077	ENSMODP00000001111
fgenesh2_pg.scaffold_113000077	ENSMODP00000040020
fgenesh2_pg.scaffold_113000083	ENSMODP00000007274
fgenesh2_pg.scaffold_113000084	ENSMODP00000023003
fgenesh2_pg.scaffold_113000087	ENSMODP00000013730
fgenesh2_pg.scaffold_114000012	ENSMODP00000033793
fgenesh2_pg.scaffold_114000018	ENSMODP00000023048
fgenesh2_pg.scaffold_114000033	ENSMODP00000022235
fgenesh2_pg.scaffold_114000034	ENSMODP00000023967
fgenesh2_pg.scaffold_114000041	ENSMODP00000031749
fgenesh2_pg.scaffold_114000041	ENSMODP00000014365
fgenesh2_pg.scaffold_114000041	ENSMODP00000039389
fgenesh2_pg.scaffold_114000044	ENSMODP00000025926
fgenesh2_pg.scaffold_114000072	ENSMODP00000001750
fgenesh2_pg.scaffold_114000074	ENSMODP00000024490
fgenesh2_pg.scaffold_114000074	ENSMODP00000031471
fgenesh2_pg.scaffold_114000074	ENSMODP00000028484
fgenesh2_pg.scaffold_114000081	ENSMODP00000018222
fgenesh2_pg.scaffold_114000095	ENSMODP00000003691
fgenesh2_pg.scaffold_114000105	ENSMODP00000011602
fgenesh2_pg.scaffold_114000105	ENSMODP00000002892
fgenesh2_pg.scaffold_114000105	ENSMODP00000005745
fgenesh2_pg.scaffold_114000111	ENSMODP00000002316
fgenesh2_pg.scaffold_114000112	ENSMODP00000004720
fgenesh2_pg.scaffold_114000117	ENSMODP00000040955
fgenesh2_pg.scaffold_115000039	ENSMODP00000015820
fgenesh2_pg.scaffold_115000086	ENSMODP00000020343
fgenesh2_pg.scaffold_115000091	ENSMODP00000009950
fgenesh2_pg.scaffold_115000092	ENSMODP00000020210
fgenesh2_pg.scaffold_115000097	ENSMODP00000009566
fgenesh2_pg.scaffold_115000098	ENSMODP00000026284
fgenesh2_pg.scaffold_115000107	ENSMODP00000017085
fgenesh2_pg.scaffold_115000108	ENSMODP00000024353
fgenesh2_pg.scaffold_115000108	ENSMODP00000017065
fgenesh2_pg.scaffold_115000111	ENSMODP00000003138
fgenesh2_pg.scaffold_116000009	ENSMODP00000026528
fgenesh2_pg.scaffold_116000011	ENSMODP00000006081
fgenesh2_pg.scaffold_116000026	ENSMODP00000031515
fgenesh2_pg.scaffold_116000026	ENSMODP00000041226
fgenesh2_pg.scaffold_116000033	ENSMODP00000024726
fgenesh2_pg.scaffold_116000033	ENSMODP00000016244
fgenesh2_pg.scaffold_116000052	ENSMODP00000025738
fgenesh2_pg.scaffold_116000073	ENSMODP00000012116
fgenesh2_pg.scaffold_116000076	ENSMODP00000005061
fgenesh2_pg.scaffold_116000079	ENSMODP00000025867
fgenesh2_pg.scaffold_116000088	ENSMODP00000011233
fgenesh2_pg.scaffold_116000102	ENSMODP00000019976
fgenesh2_pg.scaffold_116000106	ENSMODP00000019628
fgenesh2_pg.scaffold_117000002	ENSMODP00000017830
fgenesh2_pg.scaffold_117000014	ENSMODP00000011191
fgenesh2_pg.scaffold_117000017	ENSMODP00000026092
fgenesh2_pg.scaffold_117000031	ENSMODP00000007014
fgenesh2_pg.scaffold_117000038	ENSMODP00000018345
fgenesh2_pg.scaffold_117000045	ENSMODP00000038851
fgenesh2_pg.scaffold_117000061	ENSMODP00000013963
fgenesh2_pg.scaffold_117000074	ENSMODP00000003331
fgenesh2_pg.scaffold_117000075	ENSMODP00000010232
fgenesh2_pg.scaffold_117000083	ENSMODP00000008971
fgenesh2_pg.scaffold_118000027	ENSMODP00000006146
fgenesh2_pg.scaffold_118000028	ENSMODP00000014715
fgenesh2_pg.scaffold_118000030	ENSMODP00000012210
fgenesh2_pg.scaffold_118000033	ENSMODP00000021296
fgenesh2_pg.scaffold_118000033	ENSMODP00000015951
fgenesh2_pg.scaffold_118000045	ENSMODP00000023886
fgenesh2_pg.scaffold_118000060	ENSMODP00000014462
fgenesh2_pg.scaffold_118000064	ENSMODP00000017237
fgenesh2_pg.scaffold_118000071	ENSMODP00000016594
fgenesh2_pg.scaffold_118000076	ENSMODP00000029770
fgenesh2_pg.scaffold_118000079	ENSMODP00000039908
fgenesh2_pg.scaffold_118000083	ENSMODP00000003831
fgenesh2_pg.scaffold_118000085	ENSMODP00000003837
fgenesh2_pg.scaffold_119000002	ENSMODP00000040337
fgenesh2_pg.scaffold_119000003	ENSMODP00000006034
fgenesh2_pg.scaffold_119000004	ENSMODP00000040611
fgenesh2_pg.scaffold_119000022	ENSMODP00000025143
fgenesh2_pg.scaffold_119000031	ENSMODP00000012814
fgenesh2_pg.scaffold_119000035	ENSMODP00000029226
fgenesh2_pg.scaffold_119000043	ENSMODP00000006221
fgenesh2_pg.scaffold_119000043	ENSMODP00000038662
fgenesh2_pg.scaffold_119000045	ENSMODP00000019917
fgenesh2_pg.scaffold_119000046	ENSMODP00000000787
fgenesh2_pg.scaffold_119000071	ENSMODP00000011008
fgenesh2_pg.scaffold_119000091	ENSMODP00000009218
fgenesh2_pg.scaffold_119000096	ENSMODP00000017504
fgenesh2_pg.scaffold_120000010	ENSMODP00000020689
fgenesh2_pg.scaffold_120000014	ENSMODP00000039193
fgenesh2_pg.scaffold_120000014	ENSMODP00000025904
fgenesh2_pg.scaffold_120000015	ENSMODP00000001350
fgenesh2_pg.scaffold_120000036	ENSMODP00000023673
fgenesh2_pg.scaffold_120000041	ENSMODP00000006993
fgenesh2_pg.scaffold_120000043	ENSMODP00000028478
fgenesh2_pg.scaffold_120000047	ENSMODP00000009266
fgenesh2_pg.scaffold_120000050	ENSMODP00000004464
fgenesh2_pg.scaffold_120000059	ENSMODP00000010024
fgenesh2_pg.scaffold_120000064	ENSMODP00000003938
fgenesh2_pg.scaffold_120000066	ENSMODP00000010573
fgenesh2_pg.scaffold_120000070	ENSMODP00000007695
fgenesh2_pg.scaffold_120000071	ENSMODP00000024734
fgenesh2_pg.scaffold_120000081	ENSMODP00000009807
fgenesh2_pg.scaffold_120000083	ENSMODP00000020825
fgenesh2_pg.scaffold_120000084	ENSMODP00000009689
fgenesh2_pg.scaffold_120000091	ENSMODP00000026044
fgenesh2_pg.scaffold_120000098	ENSMODP00000001558
fgenesh2_pg.scaffold_120000107	ENSMODP00000026220
fgenesh2_pg.scaffold_120000111	ENSMODP00000019451
fgenesh2_pg.scaffold_120000111	ENSMODP00000028800
fgenesh2_pg.scaffold_120000112	ENSMODP00000039642
fgenesh2_pg.scaffold_120000116	ENSMODP00000029013
fgenesh2_pg.scaffold_120000118	ENSMODP00000040228
fgenesh2_pg.scaffold_120000120	ENSMODP00000017470
fgenesh2_pg.scaffold_120000120	ENSMODP00000027019
fgenesh2_pg.scaffold_121000016	ENSMODP00000014319
fgenesh2_pg.scaffold_121000017	ENSMODP00000023848
fgenesh2_pg.scaffold_121000025	ENSMODP00000011330
fgenesh2_pg.scaffold_121000025	ENSMODP00000001532
fgenesh2_pg.scaffold_121000025	ENSMODP00000016388
fgenesh2_pg.scaffold_121000028	ENSMODP00000027891
fgenesh2_pg.scaffold_121000034	ENSMODP00000019148
fgenesh2_pg.scaffold_121000038	ENSMODP00000016124
fgenesh2_pg.scaffold_121000042	ENSMODP00000040295
fgenesh2_pg.scaffold_121000043	ENSMODP00000039310
fgenesh2_pg.scaffold_121000044	ENSMODP00000014430
fgenesh2_pg.scaffold_121000055	ENSMODP00000010126
fgenesh2_pg.scaffold_121000057	ENSMODP00000016042
fgenesh2_pg.scaffold_121000061	ENSMODP00000038106
fgenesh2_pg.scaffold_121000064	ENSMODP00000006734
fgenesh2_pg.scaffold_121000065	ENSMODP00000039354
fgenesh2_pg.scaffold_121000066	ENSMODP00000016912
fgenesh2_pg.scaffold_121000079	ENSMODP00000017642
fgenesh2_pg.scaffold_121000082	ENSMODP00000024325
fgenesh2_pg.scaffold_121000082	ENSMODP00000002507
fgenesh2_pg.scaffold_121000086	ENSMODP00000011529
fgenesh2_pg.scaffold_122000032	ENSMODP00000022978
fgenesh2_pg.scaffold_122000042	ENSMODP00000008316
fgenesh2_pg.scaffold_122000048	ENSMODP00000040761
fgenesh2_pg.scaffold_122000051	ENSMODP00000012994
fgenesh2_pg.scaffold_122000054	ENSMODP00000029159
fgenesh2_pg.scaffold_122000058	ENSMODP00000020924
fgenesh2_pg.scaffold_122000058	ENSMODP00000022293
fgenesh2_pg.scaffold_122000066	ENSMODP00000035538
fgenesh2_pg.scaffold_122000071	ENSMODP00000024338
fgenesh2_pg.scaffold_122000073	ENSMODP00000024379
fgenesh2_pg.scaffold_122000076	ENSMODP00000018092
fgenesh2_pg.scaffold_122000082	ENSMODP00000010223
fgenesh2_pg.scaffold_122000091	ENSMODP00000024146
fgenesh2_pg.scaffold_123000001	ENSMODP00000013456
fgenesh2_pg.scaffold_123000001	ENSMODP00000022110
fgenesh2_pg.scaffold_123000034	ENSMODP00000013704
fgenesh2_pg.scaffold_123000041	ENSMODP00000023140
fgenesh2_pg.scaffold_123000070	ENSMODP00000034506
fgenesh2_pg.scaffold_123000072	ENSMODP00000009035
fgenesh2_pg.scaffold_123000073	ENSMODP00000007888
fgenesh2_pg.scaffold_123000076	ENSMODP00000008326
fgenesh2_pg.scaffold_123000097	ENSMODP00000034720
fgenesh2_pg.scaffold_123000103	ENSMODP00000008879
fgenesh2_pg.scaffold_124000002	ENSMODP00000013953
fgenesh2_pg.scaffold_124000003	ENSMODP00000002893
fgenesh2_pg.scaffold_124000004	ENSMODP00000015613
fgenesh2_pg.scaffold_124000005	ENSMODP00000013956
fgenesh2_pg.scaffold_124000008	ENSMODP00000026334
fgenesh2_pg.scaffold_124000010	ENSMODP00000026330
fgenesh2_pg.scaffold_124000010	ENSMODP00000009974
fgenesh2_pg.scaffold_124000011	ENSMODP00000006448
fgenesh2_pg.scaffold_124000017	ENSMODP00000022211
fgenesh2_pg.scaffold_124000018	ENSMODP00000023572
fgenesh2_pg.scaffold_124000036	ENSMODP00000040042
fgenesh2_pg.scaffold_124000040	ENSMODP00000024277
fgenesh2_pg.scaffold_124000041	ENSMODP00000021045
fgenesh2_pg.scaffold_124000041	ENSMODP00000037024
fgenesh2_pg.scaffold_124000054	ENSMODP00000021562
fgenesh2_pg.scaffold_124000059	ENSMODP00000006418
fgenesh2_pg.scaffold_124000069	ENSMODP00000022938
fgenesh2_pg.scaffold_124000084	ENSMODP00000018105
fgenesh2_pg.scaffold_124000089	ENSMODP00000009330
fgenesh2_pg.scaffold_124000091	ENSMODP00000008871
fgenesh2_pg.scaffold_124000092	ENSMODP00000012269
fgenesh2_pg.scaffold_125000001	ENSMODP00000030937
fgenesh2_pg.scaffold_125000001	ENSMODP00000018392
fgenesh2_pg.scaffold_125000031	ENSMODP00000003555
fgenesh2_pg.scaffold_125000032	ENSMODP00000018982
fgenesh2_pg.scaffold_125000048	ENSMODP00000039922
fgenesh2_pg.scaffold_125000051	ENSMODP00000004374
fgenesh2_pg.scaffold_125000079	ENSMODP00000013195
fgenesh2_pg.scaffold_125000079	ENSMODP00000026495
fgenesh2_pg.scaffold_125000108	ENSMODP00000034118
fgenesh2_pg.scaffold_125000109	ENSMODP00000028433
fgenesh2_pg.scaffold_125000123	ENSMODP00000007548
fgenesh2_pg.scaffold_126000006	ENSMODP00000018631
fgenesh2_pg.scaffold_126000011	ENSMODP00000021198
fgenesh2_pg.scaffold_126000013	ENSMODP00000012155
fgenesh2_pg.scaffold_126000019	ENSMODP00000016083
fgenesh2_pg.scaffold_126000020	ENSMODP00000006400
fgenesh2_pg.scaffold_126000051	ENSMODP00000038231
fgenesh2_pg.scaffold_126000070	ENSMODP00000024027
fgenesh2_pg.scaffold_126000078	ENSMODP00000014403
fgenesh2_pg.scaffold_126000078	ENSMODP00000018089
fgenesh2_pg.scaffold_126000078	ENSMODP00000035644
fgenesh2_pg.scaffold_126000078	ENSMODP00000034212
fgenesh2_pg.scaffold_126000078	ENSMODP00000021746
fgenesh2_pg.scaffold_126000079	ENSMODP00000021989
fgenesh2_pg.scaffold_126000082	ENSMODP00000001963
fgenesh2_pg.scaffold_126000084	ENSMODP00000015932
fgenesh2_pg.scaffold_126000086	ENSMODP00000036121
fgenesh2_pg.scaffold_126000092	ENSMODP00000018585
fgenesh2_pg.scaffold_126000095	ENSMODP00000028524
fgenesh2_pg.scaffold_126000095	ENSMODP00000039578
fgenesh2_pg.scaffold_127000005	ENSMODP00000018313
fgenesh2_pg.scaffold_127000006	ENSMODP00000008195
fgenesh2_pg.scaffold_127000006	ENSMODP00000041019
fgenesh2_pg.scaffold_127000037	ENSMODP00000009803
fgenesh2_pg.scaffold_127000037	ENSMODP00000024019
fgenesh2_pg.scaffold_127000038	ENSMODP00000028973
fgenesh2_pg.scaffold_127000044	ENSMODP00000017320
fgenesh2_pg.scaffold_127000055	ENSMODP00000040492
fgenesh2_pg.scaffold_127000066	ENSMODP00000026288
fgenesh2_pg.scaffold_127000066	ENSMODP00000003264
fgenesh2_pg.scaffold_127000075	ENSMODP00000025950
fgenesh2_pg.scaffold_127000075	ENSMODP00000013561
fgenesh2_pg.scaffold_127000082	ENSMODP00000022242
fgenesh2_pg.scaffold_127000083	ENSMODP00000003203
fgenesh2_pg.scaffold_128000008	ENSMODP00000015819
fgenesh2_pg.scaffold_128000010	ENSMODP00000005233
fgenesh2_pg.scaffold_128000013	ENSMODP00000005293
fgenesh2_pg.scaffold_128000018	ENSMODP00000030547
fgenesh2_pg.scaffold_128000025	ENSMODP00000010943
fgenesh2_pg.scaffold_128000034	ENSMODP00000009237
fgenesh2_pg.scaffold_128000041	ENSMODP00000025441
fgenesh2_pg.scaffold_128000042	ENSMODP00000019384
fgenesh2_pg.scaffold_128000057	ENSMODP00000005975
fgenesh2_pg.scaffold_128000059	ENSMODP00000038600
fgenesh2_pg.scaffold_128000065	ENSMODP00000031582
fgenesh2_pg.scaffold_128000076	ENSMODP00000013387
fgenesh2_pg.scaffold_128000079	ENSMODP00000040541
fgenesh2_pg.scaffold_128000089	ENSMODP00000015543
fgenesh2_pg.scaffold_128000092	ENSMODP00000017732
fgenesh2_pg.scaffold_128000103	ENSMODP00000020828
fgenesh2_pg.scaffold_128000108	ENSMODP00000018835
fgenesh2_pg.scaffold_129000004	ENSMODP00000014547
fgenesh2_pg.scaffold_129000013	ENSMODP00000013949
fgenesh2_pg.scaffold_129000015	ENSMODP00000013391
fgenesh2_pg.scaffold_129000023	ENSMODP00000038973
fgenesh2_pg.scaffold_129000032	ENSMODP00000013221
fgenesh2_pg.scaffold_129000033	ENSMODP00000011100
fgenesh2_pg.scaffold_129000033	ENSMODP00000008229
fgenesh2_pg.scaffold_129000036	ENSMODP00000020794
fgenesh2_pg.scaffold_129000038	ENSMODP00000003281
fgenesh2_pg.scaffold_129000046	ENSMODP00000036892
fgenesh2_pg.scaffold_129000048	ENSMODP00000012329
fgenesh2_pg.scaffold_129000050	ENSMODP00000024031
fgenesh2_pg.scaffold_129000066	ENSMODP00000012487
fgenesh2_pg.scaffold_129000080	ENSMODP00000015042
fgenesh2_pg.scaffold_129000080	ENSMODP00000025108
fgenesh2_pg.scaffold_129000080	ENSMODP00000025655
fgenesh2_pg.scaffold_129000080	ENSMODP00000018938
fgenesh2_pg.scaffold_129000080	ENSMODP00000008340
fgenesh2_pg.scaffold_129000089	ENSMODP00000001783
fgenesh2_pg.scaffold_129000089	ENSMODP00000033089
fgenesh2_pg.scaffold_130000001	ENSMODP00000006646
fgenesh2_pg.scaffold_130000002	ENSMODP00000003028
fgenesh2_pg.scaffold_130000007	ENSMODP00000010705
fgenesh2_pg.scaffold_130000023	ENSMODP00000016992
fgenesh2_pg.scaffold_130000051	ENSMODP00000006195
fgenesh2_pg.scaffold_130000053	ENSMODP00000019657
fgenesh2_pg.scaffold_130000069	ENSMODP00000036084
fgenesh2_pg.scaffold_130000079	ENSMODP00000009469
fgenesh2_pg.scaffold_130000079	ENSMODP00000031919
fgenesh2_pg.scaffold_130000079	ENSMODP00000031395
fgenesh2_pg.scaffold_130000096	ENSMODP00000008860
fgenesh2_pg.scaffold_130000103	ENSMODP00000001278
fgenesh2_pg.scaffold_130000103	ENSMODP00000006028
fgenesh2_pg.scaffold_130000108	ENSMODP00000019559
fgenesh2_pg.scaffold_131000015	ENSMODP00000001615
fgenesh2_pg.scaffold_131000023	ENSMODP00000037257
fgenesh2_pg.scaffold_131000043	ENSMODP00000004244
fgenesh2_pg.scaffold_131000050	ENSMODP00000037511
fgenesh2_pg.scaffold_131000055	ENSMODP00000014786
fgenesh2_pg.scaffold_131000057	ENSMODP00000015324
fgenesh2_pg.scaffold_131000061	ENSMODP00000025916
fgenesh2_pg.scaffold_131000065	ENSMODP00000005041
fgenesh2_pg.scaffold_131000066	ENSMODP00000032522
fgenesh2_pg.scaffold_131000069	ENSMODP00000016276
fgenesh2_pg.scaffold_131000076	ENSMODP00000023895
fgenesh2_pg.scaffold_132000005	ENSMODP00000033823
fgenesh2_pg.scaffold_132000039	ENSMODP00000016559
fgenesh2_pg.scaffold_132000041	ENSMODP00000028459
fgenesh2_pg.scaffold_132000048	ENSMODP00000007157
fgenesh2_pg.scaffold_132000055	ENSMODP00000008427
fgenesh2_pg.scaffold_132000058	ENSMODP00000011310
fgenesh2_pg.scaffold_132000059	ENSMODP00000039019
fgenesh2_pg.scaffold_132000061	ENSMODP00000038606
fgenesh2_pg.scaffold_132000077	ENSMODP00000020630
fgenesh2_pg.scaffold_133000006	ENSMODP00000040651
fgenesh2_pg.scaffold_133000012	ENSMODP00000011494
fgenesh2_pg.scaffold_133000019	ENSMODP00000009350
fgenesh2_pg.scaffold_133000038	ENSMODP00000009748
fgenesh2_pg.scaffold_133000039	ENSMODP00000019039
fgenesh2_pg.scaffold_133000041	ENSMODP00000012275
fgenesh2_pg.scaffold_133000044	ENSMODP00000002598
fgenesh2_pg.scaffold_133000053	ENSMODP00000038821
fgenesh2_pg.scaffold_133000055	ENSMODP00000011799
fgenesh2_pg.scaffold_133000065	ENSMODP00000009180
fgenesh2_pg.scaffold_134000010	ENSMODP00000002551
fgenesh2_pg.scaffold_134000010	ENSMODP00000019964
fgenesh2_pg.scaffold_134000016	ENSMODP00000023839
fgenesh2_pg.scaffold_134000045	ENSMODP00000019425
fgenesh2_pg.scaffold_134000059	ENSMODP00000014717
fgenesh2_pg.scaffold_135000014	ENSMODP00000004110
fgenesh2_pg.scaffold_135000018	ENSMODP00000039327
fgenesh2_pg.scaffold_135000023	ENSMODP00000006691
fgenesh2_pg.scaffold_135000024	ENSMODP00000039106
fgenesh2_pg.scaffold_135000030	ENSMODP00000005371
fgenesh2_pg.scaffold_135000036	ENSMODP00000032527
fgenesh2_pg.scaffold_135000042	ENSMODP00000000730
fgenesh2_pg.scaffold_135000045	ENSMODP00000036788
fgenesh2_pg.scaffold_135000047	ENSMODP00000001340
fgenesh2_pg.scaffold_135000048	ENSMODP00000006605
fgenesh2_pg.scaffold_135000052	ENSMODP00000012645
fgenesh2_pg.scaffold_135000052	ENSMODP00000024554
fgenesh2_pg.scaffold_135000056	ENSMODP00000010602
fgenesh2_pg.scaffold_135000059	ENSMODP00000022828
fgenesh2_pg.scaffold_135000059	ENSMODP00000036899
fgenesh2_pg.scaffold_135000081	ENSMODP00000026348
fgenesh2_pg.scaffold_135000088	ENSMODP00000004793
fgenesh2_pg.scaffold_135000090	ENSMODP00000004282
fgenesh2_pg.scaffold_135000090	ENSMODP00000011052
fgenesh2_pg.scaffold_135000095	ENSMODP00000021841
fgenesh2_pg.scaffold_135000100	ENSMODP00000004788
fgenesh2_pg.scaffold_136000020	ENSMODP00000036401
fgenesh2_pg.scaffold_136000026	ENSMODP00000007650
fgenesh2_pg.scaffold_136000026	ENSMODP00000015866
fgenesh2_pg.scaffold_136000029	ENSMODP00000007639
fgenesh2_pg.scaffold_136000029	ENSMODP00000026541
fgenesh2_pg.scaffold_136000034	ENSMODP00000033946
fgenesh2_pg.scaffold_136000038	ENSMODP00000040015
fgenesh2_pg.scaffold_136000045	ENSMODP00000003885
fgenesh2_pg.scaffold_136000050	ENSMODP00000009501
fgenesh2_pg.scaffold_136000063	ENSMODP00000000902
fgenesh2_pg.scaffold_136000067	ENSMODP00000011986
fgenesh2_pg.scaffold_136000067	ENSMODP00000026078
fgenesh2_pg.scaffold_136000069	ENSMODP00000026079
fgenesh2_pg.scaffold_137000001	ENSMODP00000016507
fgenesh2_pg.scaffold_137000012	ENSMODP00000019153
fgenesh2_pg.scaffold_137000013	ENSMODP00000038234
fgenesh2_pg.scaffold_137000016	ENSMODP00000019154
fgenesh2_pg.scaffold_137000024	ENSMODP00000009442
fgenesh2_pg.scaffold_137000025	ENSMODP00000004184
fgenesh2_pg.scaffold_137000032	ENSMODP00000004216
fgenesh2_pg.scaffold_137000046	ENSMODP00000015710
fgenesh2_pg.scaffold_137000052	ENSMODP00000023873
fgenesh2_pg.scaffold_137000055	ENSMODP00000038633
fgenesh2_pg.scaffold_137000068	ENSMODP00000036285
fgenesh2_pg.scaffold_137000074	ENSMODP00000039584
fgenesh2_pg.scaffold_137000080	ENSMODP00000015567
fgenesh2_pg.scaffold_138000002	ENSMODP00000012089
fgenesh2_pg.scaffold_138000013	ENSMODP00000004145
fgenesh2_pg.scaffold_138000031	ENSMODP00000010622
fgenesh2_pg.scaffold_138000039	ENSMODP00000005765
fgenesh2_pg.scaffold_138000042	ENSMODP00000004844
fgenesh2_pg.scaffold_138000045	ENSMODP00000035957
fgenesh2_pg.scaffold_138000080	ENSMODP00000004502
fgenesh2_pg.scaffold_138000093	ENSMODP00000000769
fgenesh2_pg.scaffold_138000097	ENSMODP00000001310
fgenesh2_pg.scaffold_138000097	ENSMODP00000006649
fgenesh2_pg.scaffold_139000015	ENSMODP00000011697
fgenesh2_pg.scaffold_139000041	ENSMODP00000018575
fgenesh2_pg.scaffold_139000043	ENSMODP00000035424
