ENSP00000001008	SINCAM006004
ENSP00000370503	SINCAM003094
ENSP00000370508	SINCAM004835
ENSP00000370517	SINCAM014148
ENSP00000370521	SINCAM008709
ENSP00000370542	SINCAM003036
ENSP00000370543	SINCAM004030
ENSP00000370546	SINCAM004983
ENSP00000370555	SINCAM921410
ENSP00000370557	SINCAM008562
ENSP00000370568	SINCAM005870
ENSP00000370571	SINCAM920962
ENSP00000370593	SINCAM000902
ENSP00000370607	SINCAM000124
ENSP00000370611	SINCAM001286
ENSP00000370621	SINCAM014864
ENSP00000370625	SINCAM000840
ENSP00000370639	SINCAM921408
ENSP00000370648	SINCAM003043
ENSP00000370653	SINCAM003012
ENSP00000370669	SINCAM921666
ENSP00000370671	SINCAM005823
ENSP00000370673	SINCAM005822
ENSP00000370695	SINCAM000558
ENSP00000370697	SINCAM004976
ENSP00000370698	SINCAM001290
ENSP00000370710	SINCAM000904
ENSP00000370713	SINCAM001569
ENSP00000370719	SINCAM004031
ENSP00000370724	SINCAM003007
ENSP00000370736	SINCAM000556
ENSP00000370737	SINCAM000905
ENSP00000370741	SINCAM011069
ENSP00000370744	SINCAM005547
ENSP00000370745	SINCAM003006
ENSP00000370748	SINCAM001572
ENSP00000370761	SINCAM005553
ENSP00000370803	SINCAM922018
ENSP00000370812	SINCAM920622
ENSP00000370839	SINCAM000540
ENSP00000370849	SINCAM011343
ENSP00000370882	SINCAM000536
ENSP00000370886	SINCAM000910
ENSP00000370891	SINCAM922412
ENSP00000370896	SINCAM003002
ENSP00000370912	SINCAM920502
ENSP00000370936	SINCAM002979
ENSP00000370938	SINCAM921376
ENSP00000370964	SINCAM005581
ENSP00000370966	SINCAM004032
ENSP00000370968	SINCAM008583
ENSP00000370984	SINCAM000521
ENSP00000370989	SINCAM000914
ENSP00000370997	SINCAM002999
ENSP00000371000	SINCAM004828
ENSP00000371051	SINCAM008577
ENSP00000371067	SINCAM012925
ENSP00000371070	SINCAM004826
ENSP00000371073	SINCAM921402
ENSP00000371084	SINCAM000513
ENSP00000371101	SINCAM921077
ENSP00000371110	SINCAM014808
ENSP00000371133	SINCAM013150
ENSP00000371152	SINCAM920506
ENSP00000371155	SINCAM004824
ENSP00000371169	SINCAM000140
ENSP00000371184	SINCAM002995
ENSP00000371193	SINCAM011320
ENSP00000371200	SINCAM012781
ENSP00000371201	SINCAM000503
ENSP00000371212	SINCAM000501
ENSP00000371219	SINCAM000499
ENSP00000371221	SINCAM004823
ENSP00000371230	SINCAM000141
ENSP00000371253	SINCAM004021
ENSP00000371264	SINCAM920717
ENSP00000371267	SINCAM002989
ENSP00000371278	SINCAM000142
ENSP00000371294	SINCAM012808
ENSP00000371297	SINCAM922382
ENSP00000371307	SINCAM005248
ENSP00000371308	SINCAM004797
ENSP00000371318	SINCAM011755
ENSP00000371321	SINCAM000490
ENSP00000371331	SINCAM011587
ENSP00000371341	SINCAM009318
ENSP00000371345	SINCAM011369
ENSP00000371347	SINCAM921550
ENSP00000371393	SINCAM000482
ENSP00000371394	SINCAM011642
ENSP00000371397	SINCAM009187
ENSP00000371398	SINCAM000981
ENSP00000371419	SINCAM004798
ENSP00000371420	SINCAM920735
ENSP00000371434	SINCAM920559
ENSP00000371469	SINCAM010302
ENSP00000371471	SINCAM002974
ENSP00000371472	SINCAM008200
ENSP00000371475	SINCAM013164
ENSP00000371483	SINCAM000471
ENSP00000371503	SINCAM003209
ENSP00000371511	SINCAM016175
ENSP00000371512	SINCAM000569
ENSP00000371514	SINCAM012722
ENSP00000371517	SINCAM001385
ENSP00000371529	SINCAM002884
ENSP00000371532	SINCAM000979
ENSP00000371535	SINCAM920495
ENSP00000371546	SINCAM007366
ENSP00000371548	SINCAM920494
ENSP00000371554	SINCAM000464
ENSP00000371559	SINCAM002965
ENSP00000371572	SINCAM007501
ENSP00000371576	SINCAM004821
ENSP00000371577	SINCAM900259
ENSP00000371586	SINCAM007359
ENSP00000371587	SINCAM000456
ENSP00000371594	SINCAM900193
ENSP00000371607	SINCAM004819
ENSP00000371614	SINCAM011646
ENSP00000371638	SINCAM015140
ENSP00000371661	SINCAM000453
ENSP00000371686	SINCAM015141
ENSP00000371689	SINCAM001935
ENSP00000371693	SINCAM004818
ENSP00000371711	SINCAM000977
ENSP00000371735	SINCAM004816
ENSP00000371740	SINCAM000976
ENSP00000371789	SINCAM017055
ENSP00000371790	SINCAM000571
ENSP00000371798	SINCAM011434
ENSP00000371800	SINCAM007515
ENSP00000371805	SINCAM011432
ENSP00000371811	SINCAM004813
ENSP00000371846	SINCAM011514
ENSP00000371875	SINCAM000434
ENSP00000371897	SINCAM008283
ENSP00000371905	SINCAM004812
ENSP00000371923	SINCAM003083
ENSP00000371936	SINCAM002120
ENSP00000371940	SINCAM920846
ENSP00000371958	SINCAM005603
ENSP00000371973	SINCAM004809
ENSP00000371975	SINCAM923011
ENSP00000371985	SINCAM005609
ENSP00000371994	SINCAM920823
ENSP00000372005	SINCAM009161
ENSP00000372023	SINCAM007696
ENSP00000372035	SINCAM004808
ENSP00000372056	SINCAM002010
ENSP00000372067	SINCAM005618
ENSP00000372088	SINCAM008418
ENSP00000372120	SINCAM000271
ENSP00000372169	SINCAM005897
ENSP00000372170	SINCAM000268
ENSP00000372191	SINCAM005629
ENSP00000372193	SINCAM011362
ENSP00000372199	SINCAM004135
ENSP00000372206	SINCAM004806
ENSP00000372210	SINCAM011513
ENSP00000372322	SINCAM006468
ENSP00000372335	SINCAM000680
ENSP00000372351	SINCAM000686
ENSP00000372390	SINCAM921459
ENSP00000372394	SINCAM000690
ENSP00000372459	SINCAM001434
ENSP00000372654	SINCAM002693
ENSP00000372689	SINCAM009453
ENSP00000372720	SINCAM002474
ENSP00000372750	SINCAM008257
ENSP00000372804	SINCAM002757
ENSP00000372857	SINCAM001917
ENSP00000372955	SINCAM009791
ENSP00000372959	SINCAM002650
ENSP00000373073	SINCAM009819
ENSP00000373153	SINCAM921547
ENSP00000373169	SINCAM004600
ENSP00000373176	SINCAM004520
ENSP00000373191	SINCAM921255
ENSP00000373215	SINCAM009692
ENSP00000373244	SINCAM920829
ENSP00000373272	SINCAM010662
ENSP00000373277	SINCAM016214
ENSP00000373278	SINCAM001954
ENSP00000373298	SINCAM001957
ENSP00000373301	SINCAM001778
ENSP00000373304	SINCAM009877
ENSP00000373331	SINCAM922137
ENSP00000373340	SINCAM009742
ENSP00000373343	SINCAM009729
ENSP00000373347	SINCAM009848
ENSP00000373354	SINCAM009647
ENSP00000373360	SINCAM009173
ENSP00000373364	SINCAM920572
ENSP00000373399	SINCAM007817
ENSP00000373404	SINCAM003689
ENSP00000373420	SINCAM921813
ENSP00000373433	SINCAM006044
ENSP00000373450	SINCAM002579
ENSP00000373472	SINCAM013091
ENSP00000373474	SINCAM000148
ENSP00000373477	SINCAM921829
ENSP00000373485	SINCAM010570
ENSP00000373487	SINCAM014123
ENSP00000373509	SINCAM002365
ENSP00000373518	SINCAM013083
ENSP00000373539	SINCAM005698
ENSP00000373565	SINCAM002729
ENSP00000373566	SINCAM000408
ENSP00000373570	SINCAM000918
ENSP00000373575	SINCAM003262
ENSP00000373586	SINCAM009371
ENSP00000373594	SINCAM900178
ENSP00000373600	SINCAM900130
ENSP00000373610	SINCAM011248
ENSP00000373620	SINCAM006551
ENSP00000373640	SINCAM013284
ENSP00000373647	SINCAM011060
ENSP00000373648	SINCAM002477
ENSP00000373657	SINCAM008791
ENSP00000373669	SINCAM009860
ENSP00000373674	SINCAM921979
ENSP00000373684	SINCAM005651
ENSP00000373700	SINCAM003940
ENSP00000373702	SINCAM002189
ENSP00000373713	SINCAM001912
ENSP00000373715	SINCAM001104
ENSP00000373734	SINCAM005976
ENSP00000373752	SINCAM001269
ENSP00000373783	SINCAM014271
ENSP00000373808	SINCAM001217
ENSP00000373827	SINCAM009551
ENSP00000373828	SINCAM011361
ENSP00000373846	SINCAM921345
ENSP00000373860	SINCAM922816
ENSP00000373884	SINCAM008259
ENSP00000373905	SINCAM017347
ENSP00000373918	SINCAM001495
ENSP00000373937	SINCAM900075
ENSP00000373948	SINCAM001709
ENSP00000373952	SINCAM010464
ENSP00000373964	SINCAM008790
ENSP00000373979	SINCAM002484
ENSP00000374014	SINCAM012968
ENSP00000374029	SINCAM920448
ENSP00000374036	SINCAM007656
ENSP00000374037	SINCAM010411
ENSP00000374045	SINCAM000879
ENSP00000374049	SINCAM011256
ENSP00000374069	SINCAM001542
ENSP00000374125	SINCAM001472
ENSP00000374135	SINCAM006390
ENSP00000374152	SINCAM000776
ENSP00000374183	SINCAM007796
ENSP00000374205	SINCAM921621
ENSP00000374212	SINCAM007609
ENSP00000374218	SINCAM006438
ENSP00000374234	SINCAM007001
ENSP00000374240	SINCAM009508
ENSP00000374265	SINCAM008238
ENSP00000374268	SINCAM922125
ENSP00000374274	SINCAM015663
ENSP00000374280	SINCAM008458
ENSP00000374309	SINCAM002649
ENSP00000374323	SINCAM921346
ENSP00000374328	SINCAM921129
ENSP00000374332	SINCAM921545
ENSP00000374354	SINCAM004886
ENSP00000374357	SINCAM015166
ENSP00000374359	SINCAM009818
ENSP00000374387	SINCAM000163
ENSP00000374390	SINCAM009251
ENSP00000374399	SINCAM008167
ENSP00000374409	SINCAM006777
ENSP00000374423	SINCAM005873
ENSP00000374444	SINCAM003442
ENSP00000374447	SINCAM004409
ENSP00000374455	SINCAM010284
ENSP00000374467	SINCAM011599
ENSP00000374490	SINCAM012526
ENSP00000374501	SINCAM000695
ENSP00000374507	SINCAM008500
ENSP00000374529	SINCAM008054
ENSP00000374552	SINCAM011435
ENSP00000374566	SINCAM012572
ENSP00000374633	SINCAM006080
ENSP00000374782	SINCAM002828
ENSP00000374819	SINCAM015393
ENSP00000374826	SINCAM002262
ENSP00000374831	SINCAM007409
ENSP00000374835	SINCAM016089
ENSP00000374843	SINCAM002264
ENSP00000374854	SINCAM007396
ENSP00000374859	SINCAM007407
ENSP00000374864	SINCAM002263
ENSP00000374876	SINCAM015498
ENSP00000374981	SINCAM005192
ENSP00000374985	SINCAM002259
ENSP00000374990	SINCAM017020
ENSP00000375001	SINCAM015178
ENSP00000375005	SINCAM922956
ENSP00000375011	SINCAM000713
ENSP00000375015	SINCAM922967
ENSP00000375021	SINCAM018044
ENSP00000375036	SINCAM017021
ENSP00000375053	SINCAM007862
ENSP00000375063	SINCAM015852
ENSP00000375066	SINCAM007562
ENSP00000375067	SINCAM008762
ENSP00000375080	SINCAM004970
ENSP00000375082	SINCAM004480
ENSP00000375086	SINCAM009443
ENSP00000375151	SINCAM920538
ENSP00000375248	SINCAM008669
ENSP00000375311	SINCAM011585
ENSP00000375649	SINCAM012456
ENSP00000375711	SINCAM014874
ENSP00000375726	SINCAM014843
ENSP00000375730	SINCAM008968
ENSP00000375756	SINCAM012311
ENSP00000375767	SINCAM007632
ENSP00000375778	SINCAM012181
ENSP00000375834	SINCAM009400
ENSP00000375836	SINCAM009401
ENSP00000375840	SINCAM009405
ENSP00000375844	SINCAM009336
ENSP00000375847	SINCAM009436
ENSP00000375849	SINCAM921958
ENSP00000375855	SINCAM005197
ENSP00000375872	SINCAM009354
ENSP00000375894	SINCAM009359
ENSP00000375907	SINCAM009272
ENSP00000375909	SINCAM009311
ENSP00000375914	SINCAM009287
ENSP00000375919	SINCAM008225
ENSP00000375921	SINCAM009490
ENSP00000375942	SINCAM008344
ENSP00000375951	SINCAM921544
ENSP00000375956	SINCAM003553
ENSP00000375978	SINCAM006302
ENSP00000375986	SINCAM003546
ENSP00000376024	SINCAM921182
ENSP00000376056	SINCAM921579
ENSP00000376070	SINCAM921561
ENSP00000376071	SINCAM006470
ENSP00000376077	SINCAM006512
ENSP00000376103	SINCAM922068
ENSP00000376127	SINCAM012944
ENSP00000376132	SINCAM006632
ENSP00000376134	SINCAM006634
ENSP00000376139	SINCAM012367
ENSP00000376141	SINCAM006640
ENSP00000376142	SINCAM006641
ENSP00000376154	SINCAM012600
ENSP00000376167	SINCAM012596
ENSP00000376184	SINCAM009297
ENSP00000376188	SINCAM012974
ENSP00000376204	SINCAM016621
ENSP00000376213	SINCAM012985
ENSP00000376220	SINCAM007594
ENSP00000376224	SINCAM003143
ENSP00000376227	SINCAM921919
ENSP00000376246	SINCAM009147
ENSP00000376250	SINCAM009120
ENSP00000376258	SINCAM007544
ENSP00000376268	SINCAM012616
ENSP00000376272	SINCAM009282
ENSP00000376276	SINCAM012608
ENSP00000376287	SINCAM006569
ENSP00000376293	SINCAM006695
ENSP00000376304	SINCAM921674
ENSP00000376306	SINCAM007431
ENSP00000376307	SINCAM008432
ENSP00000376309	SINCAM006700
ENSP00000376317	SINCAM007464
ENSP00000376322	SINCAM006711
ENSP00000376330	SINCAM921596
ENSP00000376333	SINCAM012422
ENSP00000376335	SINCAM921597
ENSP00000376337	SINCAM008529
ENSP00000376345	SINCAM012636
ENSP00000376368	SINCAM003367
ENSP00000376390	SINCAM012633
ENSP00000376403	SINCAM012515
ENSP00000376410	SINCAM008183
ENSP00000376417	SINCAM003354
ENSP00000376419	SINCAM006745
ENSP00000376421	SINCAM012579
ENSP00000376432	SINCAM013863
ENSP00000376436	SINCAM013861
ENSP00000376438	SINCAM012537
ENSP00000376440	SINCAM007532
ENSP00000376443	SINCAM012570
ENSP00000376445	SINCAM922706
ENSP00000376453	SINCAM006790
ENSP00000376456	SINCAM921612
ENSP00000376457	SINCAM009553
ENSP00000376458	SINCAM013893
ENSP00000376465	SINCAM921613
ENSP00000376472	SINCAM922724
ENSP00000376505	SINCAM921623
ENSP00000376506	SINCAM009526
ENSP00000376522	SINCAM012458
ENSP00000376523	SINCAM013897
ENSP00000376534	SINCAM006810
ENSP00000376543	SINCAM014026
ENSP00000376544	SINCAM013560
ENSP00000376553	SINCAM007658
ENSP00000376568	SINCAM009509
ENSP00000376570	SINCAM006763
ENSP00000376572	SINCAM007846
ENSP00000376583	SINCAM005630
ENSP00000376587	SINCAM009545
ENSP00000376597	SINCAM006381
ENSP00000376603	SINCAM921114
ENSP00000376608	SINCAM006385
ENSP00000376609	SINCAM007265
ENSP00000376611	SINCAM005703
ENSP00000376615	SINCAM005700
ENSP00000376652	SINCAM008151
ENSP00000376658	SINCAM012354
ENSP00000376702	SINCAM922657
ENSP00000376705	SINCAM005642
ENSP00000376732	SINCAM005971
ENSP00000376753	SINCAM005333
ENSP00000376765	SINCAM017684
ENSP00000376767	SINCAM013918
ENSP00000376776	SINCAM007888
ENSP00000376786	SINCAM013971
ENSP00000376792	SINCAM007270
ENSP00000376799	SINCAM004786
ENSP00000376800	SINCAM921023
ENSP00000376807	SINCAM010459
ENSP00000376808	SINCAM004782
ENSP00000376809	SINCAM008066
ENSP00000376811	SINCAM010455
ENSP00000376822	SINCAM006433
ENSP00000376827	SINCAM015315
ENSP00000376840	SINCAM005600
ENSP00000376848	SINCAM921631
ENSP00000376855	SINCAM006424
ENSP00000376865	SINCAM004769
ENSP00000376889	SINCAM012682
ENSP00000376899	SINCAM004223
ENSP00000376902	SINCAM010471
ENSP00000376910	SINCAM005759
ENSP00000376911	SINCAM008079
ENSP00000376914	SINCAM001922
ENSP00000376921	SINCAM007971
ENSP00000376924	SINCAM006141
ENSP00000376930	SINCAM009885
ENSP00000376943	SINCAM003391
ENSP00000376945	SINCAM922853
ENSP00000376952	SINCAM012440
ENSP00000376955	SINCAM012331
ENSP00000376965	SINCAM008084
ENSP00000376989	SINCAM005952
ENSP00000376992	SINCAM012341
ENSP00000377003	SINCAM005748
ENSP00000377004	SINCAM013405
ENSP00000377007	SINCAM922046
ENSP00000377015	SINCAM004685
ENSP00000377024	SINCAM009937
ENSP00000377027	SINCAM004742
ENSP00000377036	SINCAM007917
ENSP00000377040	SINCAM005844
ENSP00000377043	SINCAM013321
ENSP00000377047	SINCAM015965
ENSP00000377051	SINCAM921367
ENSP00000377055	SINCAM004697
ENSP00000377059	SINCAM013307
ENSP00000377060	SINCAM013306
ENSP00000377061	SINCAM009794
ENSP00000377118	SINCAM921400
ENSP00000377123	SINCAM004934
ENSP00000377140	SINCAM004945
ENSP00000377148	SINCAM010478
ENSP00000377170	SINCAM014242
ENSP00000377176	SINCAM004003
ENSP00000377192	SINCAM017815
ENSP00000377197	SINCAM010676
ENSP00000377218	SINCAM000604
ENSP00000377232	SINCAM007829
ENSP00000377233	SINCAM011033
ENSP00000377252	SINCAM005719
ENSP00000377257	SINCAM010671
ENSP00000377262	SINCAM922511
ENSP00000377265	SINCAM003312
ENSP00000377275	SINCAM006238
ENSP00000377280	SINCAM000637
ENSP00000377284	SINCAM014478
ENSP00000377298	SINCAM004011
ENSP00000377311	SINCAM922863
ENSP00000377344	SINCAM000169
ENSP00000377353	SINCAM010090
ENSP00000377357	SINCAM007285
ENSP00000377369	SINCAM008502
ENSP00000377370	SINCAM004556
ENSP00000377372	SINCAM004558
ENSP00000377374	SINCAM010009
ENSP00000377380	SINCAM014097
ENSP00000377381	SINCAM007283
ENSP00000377384	SINCAM013426
ENSP00000377390	SINCAM011644
ENSP00000377396	SINCAM000195
ENSP00000377401	SINCAM003747
ENSP00000377424	SINCAM003749
ENSP00000377428	SINCAM004530
ENSP00000377446	SINCAM000724
ENSP00000377470	SINCAM013420
ENSP00000377486	SINCAM003122
ENSP00000377492	SINCAM010294
ENSP00000377494	SINCAM921268
ENSP00000377496	SINCAM010562
ENSP00000377504	SINCAM012850
ENSP00000377508	SINCAM013291
ENSP00000377520	SINCAM011498
ENSP00000377532	SINCAM014995
ENSP00000377536	SINCAM010086
ENSP00000377545	SINCAM010074
ENSP00000377549	SINCAM010072
ENSP00000377577	SINCAM921689
ENSP00000377617	SINCAM014259
ENSP00000377633	SINCAM922842
ENSP00000377640	SINCAM004177
ENSP00000377655	SINCAM004173
ENSP00000377665	SINCAM008008
ENSP00000377681	SINCAM922360
ENSP00000377686	SINCAM013363
ENSP00000377690	SINCAM013159
ENSP00000377696	SINCAM921256
ENSP00000377699	SINCAM010865
ENSP00000377700	SINCAM921257
ENSP00000377710	SINCAM010862
ENSP00000377717	SINCAM004167
ENSP00000377721	SINCAM900089
ENSP00000377724	SINCAM013374
ENSP00000377747	SINCAM922589
ENSP00000377769	SINCAM004565
ENSP00000377778	SINCAM013446
ENSP00000377779	SINCAM004268
ENSP00000377782	SINCAM000292
ENSP00000377783	SINCAM004429
ENSP00000377784	SINCAM006237
ENSP00000377789	SINCAM010270
ENSP00000377793	SINCAM922607
ENSP00000377801	SINCAM013178
ENSP00000377807	SINCAM922303
ENSP00000377823	SINCAM010644
ENSP00000377833	SINCAM921822
ENSP00000377836	SINCAM010855
ENSP00000377840	SINCAM013288
ENSP00000377854	SINCAM007949
ENSP00000377862	SINCAM000078
ENSP00000377867	SINCAM010848
ENSP00000377871	SINCAM000020
ENSP00000377878	SINCAM013323
ENSP00000377895	SINCAM010018
ENSP00000377918	SINCAM921716
ENSP00000377941	SINCAM008230
ENSP00000377948	SINCAM011408
ENSP00000377954	SINCAM010200
ENSP00000377958	SINCAM003805
ENSP00000377969	SINCAM014489
ENSP00000377971	SINCAM012933
ENSP00000377980	SINCAM002107
ENSP00000378028	SINCAM009928
ENSP00000378058	SINCAM003820
ENSP00000378067	SINCAM008588
ENSP00000378074	SINCAM013258
ENSP00000378089	SINCAM922620
ENSP00000378099	SINCAM003827
ENSP00000378105	SINCAM007031
ENSP00000378130	SINCAM920465
ENSP00000378132	SINCAM010537
ENSP00000378145	SINCAM000257
ENSP00000378152	SINCAM010531
ENSP00000378161	SINCAM003834
ENSP00000378163	SINCAM000075
ENSP00000378165	SINCAM012673
ENSP00000378166	SINCAM922371
ENSP00000378167	SINCAM009915
ENSP00000378176	SINCAM000331
ENSP00000378177	SINCAM900114
ENSP00000378181	SINCAM010522
ENSP00000378191	SINCAM015079
ENSP00000378193	SINCAM006209
ENSP00000378195	SINCAM015259
ENSP00000378201	SINCAM921696
ENSP00000378217	SINCAM009839
ENSP00000378230	SINCAM007512
ENSP00000378236	SINCAM003948
ENSP00000378248	SINCAM920543
ENSP00000378260	SINCAM010980
ENSP00000378265	SINCAM000799
ENSP00000378275	SINCAM010178
ENSP00000378284	SINCAM010123
ENSP00000378288	SINCAM010503
ENSP00000378289	SINCAM921847
ENSP00000378295	SINCAM011559
ENSP00000378307	SINCAM009584
ENSP00000378312	SINCAM008680
ENSP00000378323	SINCAM000790
ENSP00000378326	SINCAM010672
ENSP00000378338	SINCAM008675
ENSP00000378349	SINCAM013147
ENSP00000378350	SINCAM010127
ENSP00000378356	SINCAM010126
ENSP00000378360	SINCAM011531
ENSP00000378364	SINCAM014191
ENSP00000378368	SINCAM008765
ENSP00000378394	SINCAM921821
ENSP00000378399	SINCAM008086
ENSP00000378401	SINCAM009956
ENSP00000378402	SINCAM013272
ENSP00000378405	SINCAM008825
ENSP00000378409	SINCAM007071
ENSP00000378414	SINCAM014174
ENSP00000378416	SINCAM009603
ENSP00000378418	SINCAM921598
ENSP00000378427	SINCAM009979
ENSP00000378431	SINCAM000029
ENSP00000378437	SINCAM000028
ENSP00000378451	SINCAM009986
ENSP00000378464	SINCAM013218
ENSP00000378485	SINCAM012751
ENSP00000378529	SINCAM012868
ENSP00000378548	SINCAM921662
ENSP00000378557	SINCAM008325
ENSP00000378563	SINCAM014679
ENSP00000378569	SINCAM005562
ENSP00000378577	SINCAM008851
ENSP00000378588	SINCAM921664
ENSP00000378605	SINCAM008843
ENSP00000378611	SINCAM000392
ENSP00000378624	SINCAM000024
ENSP00000378635	SINCAM010739
ENSP00000378690	SINCAM008547
ENSP00000378699	SINCAM007118
ENSP00000378710	SINCAM001544
ENSP00000378721	SINCAM006956
ENSP00000378725	SINCAM008343
ENSP00000378733	SINCAM008161
ENSP00000378736	SINCAM008726
ENSP00000378769	SINCAM003930
ENSP00000378784	SINCAM920831
ENSP00000378789	SINCAM004834
ENSP00000378807	SINCAM001078
ENSP00000378812	SINCAM008559
ENSP00000378830	SINCAM922159
ENSP00000378854	SINCAM008555
ENSP00000378855	SINCAM008228
ENSP00000378856	SINCAM922882
ENSP00000378857	SINCAM009785
ENSP00000378877	SINCAM007878
ENSP00000378887	SINCAM011126
ENSP00000378888	SINCAM014621
ENSP00000378897	SINCAM921866
ENSP00000378914	SINCAM008613
ENSP00000378920	SINCAM009722
ENSP00000378935	SINCAM005862
ENSP00000378938	SINCAM002328
ENSP00000378945	SINCAM007061
ENSP00000378965	SINCAM002319
ENSP00000378972	SINCAM005123
ENSP00000378992	SINCAM005576
ENSP00000379008	SINCAM011059
ENSP00000379025	SINCAM012656
ENSP00000379032	SINCAM011666
ENSP00000379038	SINCAM006235
ENSP00000379042	SINCAM008215
ENSP00000379047	SINCAM009741
ENSP00000379065	SINCAM002514
ENSP00000379092	SINCAM000858
ENSP00000379098	SINCAM014355
ENSP00000379108	SINCAM000855
ENSP00000379111	SINCAM011187
ENSP00000379118	SINCAM006968
ENSP00000379133	SINCAM011459
ENSP00000379140	SINCAM921836
ENSP00000379144	SINCAM011173
ENSP00000379154	SINCAM007089
ENSP00000379156	SINCAM011212
ENSP00000379157	SINCAM001141
ENSP00000379176	SINCAM921643
ENSP00000379182	SINCAM011887
ENSP00000379183	SINCAM006085
ENSP00000379201	SINCAM008193
ENSP00000379203	SINCAM002997
ENSP00000379204	SINCAM002284
ENSP00000379213	SINCAM006016
ENSP00000379217	SINCAM921989
ENSP00000379218	SINCAM920748
ENSP00000379226	SINCAM011039
ENSP00000379228	SINCAM002175
ENSP00000379241	SINCAM001017
ENSP00000379256	SINCAM002444
ENSP00000379258	SINCAM001679
ENSP00000379263	SINCAM012657
ENSP00000379269	SINCAM012658
ENSP00000379287	SINCAM002806
ENSP00000379290	SINCAM011961
ENSP00000379294	SINCAM001154
ENSP00000379310	SINCAM005555
ENSP00000379322	SINCAM005881
ENSP00000379326	SINCAM011674
ENSP00000379330	SINCAM011966
ENSP00000379339	SINCAM921635
ENSP00000379346	SINCAM011969
ENSP00000379350	SINCAM001625
ENSP00000379364	SINCAM014261
ENSP00000379366	SINCAM000851
ENSP00000379367	SINCAM011314
ENSP00000379369	SINCAM900140
ENSP00000379372	SINCAM922689
ENSP00000379377	SINCAM013198
ENSP00000379386	SINCAM005569
ENSP00000379390	SINCAM002275
ENSP00000379396	SINCAM011688
ENSP00000379412	SINCAM011953
ENSP00000379430	SINCAM002465
ENSP00000379434	SINCAM008113
ENSP00000379441	SINCAM001245
ENSP00000379451	SINCAM921219
ENSP00000379457	SINCAM005002
ENSP00000379462	SINCAM921659
ENSP00000379472	SINCAM001897
ENSP00000379475	SINCAM922869
ENSP00000379496	SINCAM002250
ENSP00000379500	SINCAM922226
ENSP00000379503	SINCAM002450
ENSP00000379506	SINCAM001700
ENSP00000379512	SINCAM920949
ENSP00000379514	SINCAM001526
ENSP00000379531	SINCAM011346
ENSP00000379568	SINCAM001594
ENSP00000379601	SINCAM900079
ENSP00000379602	SINCAM922840
ENSP00000379612	SINCAM001968
ENSP00000379616	SINCAM011332
ENSP00000379619	SINCAM922670
ENSP00000379621	SINCAM920809
ENSP00000379640	SINCAM001978
ENSP00000379643	SINCAM011331
ENSP00000379644	SINCAM011609
ENSP00000379654	SINCAM011329
ENSP00000379658	SINCAM921020
ENSP00000379669	SINCAM922014
ENSP00000379678	SINCAM000971
ENSP00000379683	SINCAM900023
ENSP00000379691	SINCAM011327
ENSP00000379696	SINCAM002598
ENSP00000379701	SINCAM010388
ENSP00000379709	SINCAM001744
ENSP00000379739	SINCAM005462
ENSP00000379754	SINCAM001186
ENSP00000379762	SINCAM014745
ENSP00000379773	SINCAM011080
ENSP00000379802	SINCAM922217
ENSP00000379804	SINCAM001758
ENSP00000379818	SINCAM011085
ENSP00000379822	SINCAM013279
ENSP00000379823	SINCAM004892
ENSP00000379836	SINCAM001256
ENSP00000379838	SINCAM922020
ENSP00000379839	SINCAM000804
ENSP00000379842	SINCAM002575
ENSP00000379845	SINCAM011368
ENSP00000379847	SINCAM922238
ENSP00000379862	SINCAM008276
ENSP00000379865	SINCAM920806
ENSP00000379880	SINCAM920720
ENSP00000379888	SINCAM920912
ENSP00000379894	SINCAM011100
ENSP00000379895	SINCAM013125
ENSP00000379898	SINCAM920739
ENSP00000379901	SINCAM002072
ENSP00000379931	SINCAM921593
ENSP00000379946	SINCAM015150
ENSP00000380026	SINCAM922372
ENSP00000380033	SINCAM014895
ENSP00000380034	SINCAM922408
ENSP00000380037	SINCAM922424
ENSP00000380044	SINCAM014727
ENSP00000380054	SINCAM001780
ENSP00000380071	SINCAM011147
ENSP00000380074	SINCAM001294
ENSP00000380081	SINCAM011428
ENSP00000380093	SINCAM014755
ENSP00000380109	SINCAM013972
ENSP00000380136	SINCAM014267
ENSP00000380150	SINCAM011124
ENSP00000380157	SINCAM001317
ENSP00000380165	SINCAM015032
ENSP00000380174	SINCAM008281
ENSP00000380178	SINCAM008581
ENSP00000380184	SINCAM000322
ENSP00000380185	SINCAM005545
ENSP00000380227	SINCAM006682
ENSP00000380242	SINCAM011158
ENSP00000380251	SINCAM922402
ENSP00000380252	SINCAM006699
ENSP00000380256	SINCAM011259
ENSP00000380271	SINCAM006725
ENSP00000380281	SINCAM011129
ENSP00000380283	SINCAM011132
ENSP00000380308	SINCAM922768
ENSP00000380315	SINCAM003307
ENSP00000380318	SINCAM014718
ENSP00000380322	SINCAM008772
ENSP00000380334	SINCAM014732
ENSP00000380336	SINCAM000943
ENSP00000380349	SINCAM921684
ENSP00000380365	SINCAM921401
ENSP00000380378	SINCAM008635
ENSP00000380379	SINCAM005902
ENSP00000380386	SINCAM005904
ENSP00000380401	SINCAM014907
ENSP00000380413	SINCAM002788
ENSP00000380414	SINCAM001842
ENSP00000380432	SINCAM922212
ENSP00000380450	SINCAM011413
ENSP00000380453	SINCAM006771
