SINCAM011582	ENSLOCP00000000004
SINCAM000546	ENSLOCP00000017414
SINCAM000548	ENSLOCP00000017417
SINCAM008243	ENSLOCP00000017419
SINCAM000549	ENSLOCP00000017421
SINCAM922608	ENSLOCP00000017422
SINCAM009636	ENSLOCP00000017425
SINCAM000550	ENSLOCP00000017426
SINCAM013172	ENSLOCP00000017427
SINCAM013181	ENSLOCP00000017431
SINCAM013182	ENSLOCP00000017434
SINCAM008244	ENSLOCP00000017435
SINCAM009637	ENSLOCP00000017436
SINCAM013183	ENSLOCP00000017437
SINCAM009638	ENSLOCP00000017440
SINCAM013184	ENSLOCP00000017441
SINCAM008245	ENSLOCP00000017442
SINCAM009908	ENSLOCP00000017444
SINCAM000552	ENSLOCP00000017446
SINCAM013185	ENSLOCP00000017447
SINCAM017211	ENSLOCP00000017448
SINCAM008246	ENSLOCP00000017450
SINCAM017349	ENSLOCP00000017452
SINCAM008247	ENSLOCP00000017455
SINCAM921648	ENSLOCP00000017456
SINCAM008407	ENSLOCP00000017457
SINCAM000553	ENSLOCP00000017458
SINCAM922892	ENSLOCP00000017459
SINCAM011195	ENSLOCP00000017461
SINCAM013186	ENSLOCP00000017462
SINCAM013160	ENSLOCP00000017464
SINCAM001195	ENSLOCP00000017465
SINCAM011045	ENSLOCP00000017466
SINCAM008248	ENSLOCP00000017467
SINCAM000615	ENSLOCP00000017468
SINCAM015355	ENSLOCP00000017470
SINCAM008249	ENSLOCP00000017472
SINCAM000554	ENSLOCP00000017473
SINCAM008250	ENSLOCP00000017475
SINCAM009911	ENSLOCP00000017476
SINCAM013163	ENSLOCP00000017479
SINCAM009912	ENSLOCP00000017481
SINCAM008251	ENSLOCP00000017482
SINCAM015119	ENSLOCP00000017483
SINCAM013164	ENSLOCP00000017486
SINCAM008367	ENSLOCP00000017487
SINCAM015353	ENSLOCP00000017489
SINCAM921671	ENSLOCP00000017490
SINCAM009914	ENSLOCP00000017491
SINCAM013166	ENSLOCP00000017492
SINCAM922146	ENSLOCP00000017493
SINCAM009903	ENSLOCP00000017495
SINCAM921672	ENSLOCP00000017496
SINCAM015150	ENSLOCP00000017497
SINCAM008395	ENSLOCP00000017504
SINCAM008352	ENSLOCP00000017505
SINCAM009862	ENSLOCP00000017506
SINCAM015118	ENSLOCP00000017507
SINCAM013167	ENSLOCP00000017508
SINCAM015122	ENSLOCP00000017509
SINCAM009861	ENSLOCP00000017510
SINCAM009841	ENSLOCP00000017511
SINCAM013060	ENSLOCP00000017512
SINCAM015123	ENSLOCP00000017513
SINCAM013059	ENSLOCP00000017514
SINCAM009845	ENSLOCP00000017515
SINCAM016154	ENSLOCP00000017519
SINCAM009834	ENSLOCP00000017521
SINCAM009867	ENSLOCP00000017525
SINCAM017683	ENSLOCP00000017527
SINCAM013058	ENSLOCP00000017530
SINCAM009865	ENSLOCP00000017531
SINCAM922588	ENSLOCP00000017532
SINCAM013068	ENSLOCP00000017533
SINCAM009575	ENSLOCP00000017534
SINCAM014990	ENSLOCP00000017535
SINCAM009574	ENSLOCP00000017536
SINCAM009887	ENSLOCP00000017537
SINCAM009886	ENSLOCP00000017538
SINCAM900083	ENSLOCP00000017539
SINCAM900084	ENSLOCP00000017543
SINCAM009890	ENSLOCP00000017544
SINCAM009889	ENSLOCP00000017545
SINCAM013193	ENSLOCP00000017547
SINCAM013194	ENSLOCP00000017548
SINCAM922298	ENSLOCP00000017549
SINCAM922483	ENSLOCP00000017550
SINCAM922299	ENSLOCP00000017552
SINCAM013151	ENSLOCP00000017553
SINCAM013244	ENSLOCP00000017555
SINCAM010848	ENSLOCP00000017556
SINCAM013243	ENSLOCP00000017557
SINCAM010849	ENSLOCP00000017558
SINCAM922479	ENSLOCP00000017561
SINCAM013241	ENSLOCP00000017564
SINCAM013240	ENSLOCP00000017565
SINCAM922288	ENSLOCP00000017566
SINCAM013239	ENSLOCP00000017568
SINCAM009896	ENSLOCP00000017569
SINCAM015349	ENSLOCP00000017572
SINCAM017815	ENSLOCP00000017573
SINCAM013152	ENSLOCP00000017576
SINCAM010814	ENSLOCP00000017578
SINCAM013155	ENSLOCP00000017581
SINCAM006017	ENSLOCP00000017586
SINCAM015454	ENSLOCP00000017589
SINCAM010999	ENSLOCP00000017590
SINCAM017663	ENSLOCP00000017591
SINCAM015117	ENSLOCP00000017592
SINCAM009720	ENSLOCP00000017595
SINCAM013153	ENSLOCP00000017597
SINCAM010980	ENSLOCP00000017598
SINCAM014591	ENSLOCP00000017600
SINCAM013255	ENSLOCP00000017601
SINCAM015114	ENSLOCP00000017602
SINCAM010981	ENSLOCP00000017606
SINCAM922597	ENSLOCP00000017609
SINCAM922143	ENSLOCP00000017610
SINCAM015120	ENSLOCP00000017612
SINCAM922598	ENSLOCP00000017618
SINCAM005861	ENSLOCP00000017620
SINCAM016468	ENSLOCP00000017623
SINCAM010703	ENSLOCP00000017627
SINCAM010715	ENSLOCP00000017631
SINCAM922599	ENSLOCP00000017634
SINCAM009775	ENSLOCP00000017635
SINCAM013101	ENSLOCP00000017637
SINCAM015125	ENSLOCP00000017640
SINCAM010716	ENSLOCP00000017641
SINCAM010717	ENSLOCP00000017642
SINCAM900096	ENSLOCP00000017646
SINCAM922272	ENSLOCP00000017647
SINCAM900095	ENSLOCP00000017648
SINCAM010719	ENSLOCP00000017649
SINCAM922141	ENSLOCP00000017652
SINCAM900094	ENSLOCP00000017653
SINCAM015124	ENSLOCP00000017654
SINCAM014793	ENSLOCP00000017656
SINCAM006049	ENSLOCP00000017657
SINCAM009784	ENSLOCP00000017666
SINCAM900093	ENSLOCP00000017668
SINCAM009783	ENSLOCP00000017671
SINCAM900092	ENSLOCP00000017673
SINCAM900091	ENSLOCP00000017678
SINCAM009828	ENSLOCP00000017679
SINCAM008229	ENSLOCP00000017681
SINCAM000861	ENSLOCP00000017682
SINCAM013062	ENSLOCP00000017684
SINCAM014871	ENSLOCP00000017686
SINCAM921933	ENSLOCP00000017688
SINCAM013063	ENSLOCP00000017691
SINCAM008383	ENSLOCP00000017696
SINCAM009785	ENSLOCP00000017700
SINCAM922894	ENSLOCP00000017701
SINCAM013066	ENSLOCP00000017702
SINCAM008538	ENSLOCP00000017704
SINCAM009853	ENSLOCP00000017707
SINCAM922591	ENSLOCP00000017709
SINCAM009726	ENSLOCP00000017711
SINCAM922589	ENSLOCP00000017712
SINCAM009786	ENSLOCP00000017713
SINCAM015110	ENSLOCP00000017714
SINCAM002731	ENSLOCP00000017717
SINCAM013064	ENSLOCP00000017719
SINCAM017251	ENSLOCP00000017722
SINCAM009832	ENSLOCP00000017724
SINCAM900088	ENSLOCP00000017726
SINCAM011003	ENSLOCP00000017727
SINCAM900089	ENSLOCP00000017729
SINCAM922147	ENSLOCP00000017730
SINCAM900090	ENSLOCP00000017733
SINCAM922149	ENSLOCP00000017734
SINCAM011723	ENSLOCP00000017742
SINCAM900086	ENSLOCP00000017744
SINCAM014681	ENSLOCP00000017748
SINCAM922320	ENSLOCP00000017749
SINCAM900085	ENSLOCP00000017750
SINCAM921049	ENSLOCP00000017751
SINCAM010955	ENSLOCP00000017753
SINCAM013159	ENSLOCP00000017756
SINCAM013158	ENSLOCP00000017759
SINCAM010956	ENSLOCP00000017760
SINCAM009860	ENSLOCP00000017762
SINCAM002768	ENSLOCP00000017763
SINCAM010723	ENSLOCP00000017767
SINCAM010724	ENSLOCP00000017772
SINCAM009762	ENSLOCP00000017773
SINCAM009760	ENSLOCP00000017776
SINCAM009777	ENSLOCP00000017778
SINCAM010740	ENSLOCP00000017779
SINCAM009805	ENSLOCP00000017782
SINCAM009821	ENSLOCP00000017784
SINCAM009880	ENSLOCP00000017786
SINCAM013157	ENSLOCP00000017791
SINCAM922605	ENSLOCP00000017798
SINCAM003000	ENSLOCP00000017799
SINCAM010743	ENSLOCP00000017801
SINCAM922040	ENSLOCP00000017805
SINCAM009838	ENSLOCP00000017806
SINCAM011001	ENSLOCP00000017807
SINCAM010913	ENSLOCP00000017809
SINCAM922041	ENSLOCP00000017811
SINCAM009839	ENSLOCP00000017813
SINCAM013918	ENSLOCP00000017816
SINCAM922606	ENSLOCP00000017817
SINCAM009714	ENSLOCP00000017818
SINCAM010907	ENSLOCP00000017820
SINCAM009713	ENSLOCP00000017821
SINCAM010908	ENSLOCP00000017822
SINCAM010911	ENSLOCP00000017824
SINCAM010909	ENSLOCP00000017825
SINCAM009585	ENSLOCP00000017826
SINCAM010912	ENSLOCP00000017829
SINCAM013606	ENSLOCP00000017831
SINCAM923117	ENSLOCP00000017832
SINCAM010906	ENSLOCP00000017833
SINCAM013138	ENSLOCP00000017834
SINCAM009581	ENSLOCP00000017839
SINCAM012454	ENSLOCP00000017840
SINCAM015111	ENSLOCP00000017845
SINCAM922159	ENSLOCP00000017846
SINCAM010905	ENSLOCP00000017849
SINCAM013067	ENSLOCP00000017857
SINCAM922276	ENSLOCP00000017859
SINCAM922158	ENSLOCP00000017862
SINCAM009743	ENSLOCP00000017863
SINCAM010972	ENSLOCP00000017866
SINCAM010970	ENSLOCP00000017873
SINCAM922980	ENSLOCP00000017874
SINCAM922979	ENSLOCP00000017878
SINCAM013048	ENSLOCP00000017879
SINCAM013051	ENSLOCP00000017880
SINCAM017263	ENSLOCP00000017882
SINCAM009806	ENSLOCP00000017884
SINCAM013052	ENSLOCP00000017885
SINCAM009807	ENSLOCP00000017891
SINCAM013053	ENSLOCP00000017892
SINCAM009809	ENSLOCP00000017894
SINCAM010950	ENSLOCP00000017895
SINCAM009811	ENSLOCP00000017901
SINCAM922153	ENSLOCP00000017903
SINCAM013238	ENSLOCP00000017905
SINCAM013236	ENSLOCP00000017906
SINCAM009791	ENSLOCP00000017908
SINCAM015728	ENSLOCP00000017912
SINCAM017264	ENSLOCP00000017913
SINCAM007713	ENSLOCP00000017916
SINCAM922136	ENSLOCP00000017917
SINCAM010949	ENSLOCP00000017918
SINCAM013055	ENSLOCP00000017922
SINCAM009833	ENSLOCP00000017924
SINCAM013054	ENSLOCP00000017929
SINCAM018019	ENSLOCP00000017930
SINCAM009772	ENSLOCP00000017931
SINCAM015209	ENSLOCP00000017935
SINCAM010947	ENSLOCP00000017936
SINCAM009788	ENSLOCP00000017937
SINCAM016152	ENSLOCP00000017938
SINCAM921403	ENSLOCP00000017939
SINCAM923041	ENSLOCP00000017941
SINCAM922157	ENSLOCP00000017943
SINCAM013211	ENSLOCP00000017945
SINCAM003843	ENSLOCP00000017947
SINCAM013210	ENSLOCP00000017952
SINCAM010944	ENSLOCP00000017954
SINCAM013209	ENSLOCP00000017957
SINCAM017213	ENSLOCP00000017958
SINCAM004152	ENSLOCP00000017962
SINCAM013208	ENSLOCP00000017966
SINCAM010940	ENSLOCP00000017970
SINCAM922938	ENSLOCP00000017971
SINCAM010939	ENSLOCP00000017973
SINCAM010938	ENSLOCP00000017974
SINCAM015145	ENSLOCP00000017978
SINCAM922318	ENSLOCP00000017980
SINCAM015146	ENSLOCP00000017981
SINCAM012096	ENSLOCP00000017982
SINCAM015144	ENSLOCP00000017983
SINCAM013763	ENSLOCP00000017984
SINCAM005142	ENSLOCP00000017985
SINCAM922702	ENSLOCP00000017989
SINCAM010934	ENSLOCP00000017991
SINCAM013218	ENSLOCP00000017992
SINCAM015109	ENSLOCP00000017993
SINCAM010933	ENSLOCP00000017994
SINCAM015108	ENSLOCP00000017995
SINCAM013222	ENSLOCP00000017998
SINCAM010931	ENSLOCP00000018002
SINCAM922891	ENSLOCP00000018003
SINCAM015106	ENSLOCP00000018005
SINCAM923048	ENSLOCP00000018006
SINCAM015804	ENSLOCP00000018007
SINCAM010930	ENSLOCP00000018009
SINCAM013221	ENSLOCP00000018011
SINCAM013220	ENSLOCP00000018012
SINCAM013225	ENSLOCP00000018013
SINCAM010929	ENSLOCP00000018014
SINCAM013226	ENSLOCP00000018016
SINCAM922596	ENSLOCP00000018019
SINCAM015042	ENSLOCP00000018020
SINCAM004793	ENSLOCP00000018025
SINCAM013098	ENSLOCP00000018027
SINCAM900250	ENSLOCP00000018032
SINCAM011715	ENSLOCP00000018033
SINCAM003675	ENSLOCP00000018035
SINCAM015169	ENSLOCP00000018036
SINCAM013260	ENSLOCP00000018037
SINCAM900247	ENSLOCP00000018038
SINCAM016150	ENSLOCP00000018043
SINCAM013259	ENSLOCP00000018044
SINCAM016151	ENSLOCP00000018045
SINCAM922255	ENSLOCP00000018047
SINCAM015686	ENSLOCP00000018048
SINCAM015803	ENSLOCP00000018050
SINCAM922323	ENSLOCP00000018051
SINCAM013258	ENSLOCP00000018053
SINCAM011735	ENSLOCP00000018055
SINCAM004302	ENSLOCP00000018059
SINCAM015735	ENSLOCP00000018060
SINCAM011662	ENSLOCP00000018062
SINCAM013262	ENSLOCP00000018065
SINCAM922620	ENSLOCP00000018066
SINCAM011012	ENSLOCP00000018067
SINCAM013263	ENSLOCP00000018069
SINCAM011663	ENSLOCP00000018071
SINCAM013264	ENSLOCP00000018073
SINCAM011011	ENSLOCP00000018074
SINCAM013149	ENSLOCP00000018075
SINCAM011025	ENSLOCP00000018076
SINCAM013148	ENSLOCP00000018080
SINCAM011664	ENSLOCP00000018083
SINCAM010192	ENSLOCP00000018085
SINCAM013147	ENSLOCP00000018089
SINCAM921682	ENSLOCP00000018091
SINCAM013145	ENSLOCP00000018095
SINCAM008544	ENSLOCP00000018097
SINCAM004859	ENSLOCP00000018098
SINCAM008543	ENSLOCP00000018101
SINCAM011015	ENSLOCP00000018102
SINCAM011027	ENSLOCP00000018105
SINCAM900180	ENSLOCP00000018107
SINCAM008402	ENSLOCP00000018110
SINCAM011006	ENSLOCP00000018113
SINCAM900179	ENSLOCP00000018117
SINCAM015229	ENSLOCP00000018118
SINCAM010987	ENSLOCP00000018124
SINCAM900178	ENSLOCP00000018126
SINCAM010968	ENSLOCP00000018130
SINCAM900177	ENSLOCP00000018134
SINCAM015232	ENSLOCP00000018135
SINCAM010989	ENSLOCP00000018136
SINCAM900149	ENSLOCP00000018137
SINCAM003940	ENSLOCP00000018139
SINCAM010988	ENSLOCP00000018141
SINCAM010985	ENSLOCP00000018142
SINCAM008404	ENSLOCP00000018147
SINCAM900246	ENSLOCP00000018148
SINCAM010990	ENSLOCP00000018150
SINCAM010903	ENSLOCP00000018152
SINCAM008406	ENSLOCP00000018153
SINCAM922152	ENSLOCP00000018156
SINCAM010902	ENSLOCP00000018157
SINCAM008401	ENSLOCP00000018158
SINCAM900146	ENSLOCP00000018164
SINCAM923050	ENSLOCP00000018167
SINCAM922927	ENSLOCP00000018168
SINCAM921683	ENSLOCP00000018170
SINCAM922928	ENSLOCP00000018174
SINCAM008153	ENSLOCP00000018176
SINCAM004719	ENSLOCP00000018179
SINCAM008152	ENSLOCP00000018185
SINCAM900144	ENSLOCP00000018190
SINCAM004721	ENSLOCP00000018193
SINCAM922310	ENSLOCP00000018195
SINCAM015405	ENSLOCP00000018196
SINCAM003941	ENSLOCP00000018199
SINCAM900143	ENSLOCP00000018200
SINCAM922309	ENSLOCP00000018201
SINCAM900142	ENSLOCP00000018202
SINCAM016470	ENSLOCP00000018205
SINCAM922308	ENSLOCP00000018207
SINCAM900141	ENSLOCP00000018210
SINCAM010895	ENSLOCP00000018212
SINCAM010894	ENSLOCP00000018215
SINCAM922689	ENSLOCP00000018218
SINCAM010893	ENSLOCP00000018219
SINCAM010892	ENSLOCP00000018223
SINCAM016148	ENSLOCP00000018224
SINCAM000565	ENSLOCP00000018225
SINCAM016657	ENSLOCP00000018226
SINCAM013199	ENSLOCP00000018227
SINCAM013036	ENSLOCP00000018229
SINCAM016303	ENSLOCP00000018232
SINCAM013200	ENSLOCP00000018233
SINCAM922351	ENSLOCP00000018238
SINCAM011035	ENSLOCP00000018239
SINCAM017122	ENSLOCP00000018240
SINCAM922690	ENSLOCP00000018243
SINCAM000532	ENSLOCP00000018251
SINCAM010767	ENSLOCP00000018252
SINCAM016660	ENSLOCP00000018254
SINCAM010768	ENSLOCP00000018255
SINCAM013885	ENSLOCP00000018258
SINCAM011040	ENSLOCP00000018260
SINCAM015930	ENSLOCP00000018262
SINCAM900163	ENSLOCP00000018263
SINCAM017809	ENSLOCP00000018265
SINCAM900162	ENSLOCP00000018266
SINCAM016659	ENSLOCP00000018267
SINCAM900161	ENSLOCP00000018273
SINCAM008097	ENSLOCP00000018274
SINCAM011042	ENSLOCP00000018276
SINCAM900160	ENSLOCP00000018278
SINCAM017715	ENSLOCP00000018281
SINCAM900159	ENSLOCP00000018284
SINCAM017682	ENSLOCP00000018286
SINCAM011043	ENSLOCP00000018291
SINCAM016680	ENSLOCP00000018292
SINCAM016682	ENSLOCP00000018293
SINCAM008059	ENSLOCP00000018295
SINCAM010780	ENSLOCP00000018296
SINCAM900158	ENSLOCP00000018299
SINCAM017012	ENSLOCP00000018305
SINCAM011750	ENSLOCP00000018307
SINCAM900156	ENSLOCP00000018308
SINCAM010784	ENSLOCP00000018311
SINCAM010786	ENSLOCP00000018313
SINCAM008496	ENSLOCP00000018315
SINCAM922691	ENSLOCP00000018317
SINCAM008211	ENSLOCP00000018318
SINCAM921897	ENSLOCP00000018319
SINCAM900153	ENSLOCP00000018322
SINCAM015806	ENSLOCP00000018323
SINCAM010779	ENSLOCP00000018324
SINCAM014248	ENSLOCP00000018325
SINCAM900152	ENSLOCP00000018327
SINCAM004339	ENSLOCP00000018330
SINCAM010766	ENSLOCP00000018333
SINCAM900272	ENSLOCP00000018336
SINCAM010816	ENSLOCP00000018337
SINCAM010817	ENSLOCP00000018338
SINCAM014249	ENSLOCP00000018339
SINCAM900271	ENSLOCP00000018340
SINCAM010818	ENSLOCP00000018341
SINCAM013271	ENSLOCP00000018343
SINCAM010979	ENSLOCP00000018346
SINCAM014250	ENSLOCP00000018347
SINCAM013250	ENSLOCP00000018349
SINCAM010996	ENSLOCP00000018350
SINCAM013249	ENSLOCP00000018354
SINCAM010994	ENSLOCP00000018357
SINCAM013254	ENSLOCP00000018361
SINCAM010991	ENSLOCP00000018367
SINCAM900172	ENSLOCP00000018370
SINCAM014309	ENSLOCP00000018371
SINCAM011024	ENSLOCP00000018372
SINCAM016025	ENSLOCP00000018373
SINCAM011019	ENSLOCP00000018376
SINCAM922697	ENSLOCP00000018379
SINCAM011018	ENSLOCP00000018380
SINCAM011021	ENSLOCP00000018381
SINCAM014294	ENSLOCP00000018382
SINCAM922699	ENSLOCP00000018383
SINCAM014302	ENSLOCP00000018387
SINCAM014301	ENSLOCP00000018388
SINCAM007333	ENSLOCP00000018389
SINCAM011020	ENSLOCP00000018390
SINCAM014299	ENSLOCP00000018392
SINCAM922700	ENSLOCP00000018394
SINCAM010775	ENSLOCP00000018396
SINCAM922701	ENSLOCP00000018399
SINCAM922828	ENSLOCP00000018400
SINCAM922829	ENSLOCP00000018401
SINCAM010698	ENSLOCP00000018402
SINCAM922289	ENSLOCP00000018403
SINCAM922614	ENSLOCP00000018404
SINCAM010762	ENSLOCP00000018405
SINCAM010778	ENSLOCP00000018407
SINCAM014255	ENSLOCP00000018408
SINCAM013197	ENSLOCP00000018409
SINCAM014247	ENSLOCP00000018411
SINCAM014246	ENSLOCP00000018414
SINCAM010777	ENSLOCP00000018415
SINCAM010728	ENSLOCP00000018417
SINCAM010727	ENSLOCP00000018420
SINCAM922278	ENSLOCP00000018421
SINCAM014251	ENSLOCP00000018423
SINCAM010697	ENSLOCP00000018424
SINCAM014344	ENSLOCP00000018425
SINCAM010696	ENSLOCP00000018426
SINCAM006943	ENSLOCP00000018430
SINCAM013196	ENSLOCP00000018431
SINCAM922613	ENSLOCP00000018432
SINCAM014347	ENSLOCP00000018434
SINCAM010765	ENSLOCP00000018436
SINCAM013188	ENSLOCP00000018437
SINCAM010764	ENSLOCP00000018438
SINCAM010763	ENSLOCP00000018439
SINCAM014348	ENSLOCP00000018440
SINCAM014293	ENSLOCP00000018441
SINCAM010758	ENSLOCP00000018442
SINCAM014318	ENSLOCP00000018443
SINCAM920526	ENSLOCP00000018445
SINCAM013187	ENSLOCP00000018447
SINCAM010834	ENSLOCP00000018450
SINCAM922292	ENSLOCP00000018452
SINCAM010831	ENSLOCP00000018453
SINCAM013278	ENSLOCP00000018454
SINCAM013277	ENSLOCP00000018459
SINCAM014282	ENSLOCP00000018460
SINCAM013275	ENSLOCP00000018461
SINCAM010828	ENSLOCP00000018462
SINCAM922621	ENSLOCP00000018463
SINCAM013267	ENSLOCP00000018465
SINCAM922291	ENSLOCP00000018466
SINCAM013266	ENSLOCP00000018468
SINCAM013190	ENSLOCP00000018469
SINCAM013191	ENSLOCP00000018470
SINCAM005695	ENSLOCP00000018471
SINCAM014338	ENSLOCP00000018472
SINCAM005699	ENSLOCP00000018473
SINCAM013192	ENSLOCP00000018474
SINCAM014339	ENSLOCP00000018475
SINCAM013268	ENSLOCP00000018476
SINCAM922622	ENSLOCP00000018477
SINCAM005700	ENSLOCP00000018478
SINCAM014264	ENSLOCP00000018480
SINCAM010827	ENSLOCP00000018481
SINCAM922623	ENSLOCP00000018484
SINCAM010826	ENSLOCP00000018487
SINCAM013252	ENSLOCP00000018488
SINCAM005701	ENSLOCP00000018492
SINCAM005703	ENSLOCP00000018495
SINCAM004737	ENSLOCP00000018496
SINCAM013280	ENSLOCP00000018497
SINCAM922806	ENSLOCP00000018498
SINCAM000917	ENSLOCP00000018499
SINCAM005704	ENSLOCP00000018500
SINCAM013582	ENSLOCP00000018506
SINCAM005706	ENSLOCP00000018507
SINCAM005708	ENSLOCP00000018512
SINCAM922695	ENSLOCP00000018513
SINCAM010822	ENSLOCP00000018514
SINCAM011604	ENSLOCP00000018515
SINCAM900167	ENSLOCP00000018516
SINCAM900165	ENSLOCP00000018518
SINCAM010820	ENSLOCP00000018519
SINCAM014333	ENSLOCP00000018520
SINCAM005709	ENSLOCP00000018521
SINCAM900166	ENSLOCP00000018522
SINCAM005518	ENSLOCP00000018523
SINCAM007104	ENSLOCP00000018526
SINCAM013272	ENSLOCP00000018528
SINCAM005520	ENSLOCP00000018532
SINCAM014311	ENSLOCP00000018533
SINCAM011016	ENSLOCP00000018534
SINCAM010850	ENSLOCP00000018535
SINCAM013273	ENSLOCP00000018536
SINCAM010783	ENSLOCP00000018537
SINCAM922809	ENSLOCP00000018538
SINCAM005852	ENSLOCP00000018540
SINCAM013274	ENSLOCP00000018541
SINCAM010851	ENSLOCP00000018542
SINCAM013170	ENSLOCP00000018543
SINCAM005064	ENSLOCP00000018545
SINCAM017680	ENSLOCP00000018547
SINCAM921890	ENSLOCP00000018549
SINCAM013168	ENSLOCP00000018551
SINCAM922810	ENSLOCP00000018552
SINCAM006025	ENSLOCP00000018554
SINCAM922841	ENSLOCP00000018555
SINCAM922587	ENSLOCP00000018557
SINCAM922300	ENSLOCP00000018560
SINCAM922842	ENSLOCP00000018561
SINCAM006027	ENSLOCP00000018562
SINCAM011502	ENSLOCP00000018564
SINCAM014352	ENSLOCP00000018565
SINCAM001745	ENSLOCP00000018566
SINCAM013180	ENSLOCP00000018567
SINCAM922301	ENSLOCP00000018568
SINCAM014353	ENSLOCP00000018570
SINCAM922303	ENSLOCP00000018571
SINCAM010859	ENSLOCP00000018573
SINCAM005974	ENSLOCP00000018575
SINCAM005975	ENSLOCP00000018577
SINCAM017649	ENSLOCP00000018580
SINCAM014281	ENSLOCP00000018581
SINCAM010860	ENSLOCP00000018582
SINCAM005977	ENSLOCP00000018583
SINCAM922612	ENSLOCP00000018584
SINCAM014280	ENSLOCP00000018585
SINCAM014278	ENSLOCP00000018586
SINCAM014279	ENSLOCP00000018588
SINCAM005978	ENSLOCP00000018589
SINCAM010861	ENSLOCP00000018591
SINCAM922610	ENSLOCP00000018593
SINCAM921014	ENSLOCP00000018594
SINCAM013178	ENSLOCP00000018596
SINCAM013177	ENSLOCP00000018597
SINCAM010863	ENSLOCP00000018599
SINCAM010865	ENSLOCP00000018601
SINCAM921015	ENSLOCP00000018602
SINCAM921578	ENSLOCP00000018604
SINCAM013056	ENSLOCP00000018608
SINCAM010867	ENSLOCP00000018610
SINCAM014342	ENSLOCP00000018611
SINCAM013321	ENSLOCP00000018612
SINCAM010868	ENSLOCP00000018614
SINCAM005933	ENSLOCP00000018616
SINCAM014787	ENSLOCP00000018617
SINCAM012279	ENSLOCP00000018620
SINCAM013232	ENSLOCP00000018622
SINCAM922834	ENSLOCP00000018623
SINCAM005930	ENSLOCP00000018624
SINCAM006035	ENSLOCP00000018627
SINCAM006037	ENSLOCP00000018628
SINCAM922835	ENSLOCP00000018629
SINCAM922836	ENSLOCP00000018630
SINCAM013231	ENSLOCP00000018631
SINCAM010869	ENSLOCP00000018632
SINCAM006038	ENSLOCP00000018634
SINCAM013230	ENSLOCP00000018635
SINCAM010870	ENSLOCP00000018637
SINCAM014343	ENSLOCP00000018639
SINCAM013228	ENSLOCP00000018641
SINCAM921885	ENSLOCP00000018642
SINCAM013229	ENSLOCP00000018643
SINCAM006039	ENSLOCP00000018644
SINCAM013227	ENSLOCP00000018646
SINCAM010872	ENSLOCP00000018648
SINCAM010875	ENSLOCP00000018650
SINCAM010877	ENSLOCP00000018653
SINCAM921026	ENSLOCP00000018656
SINCAM014295	ENSLOCP00000018657
SINCAM921027	ENSLOCP00000018658
SINCAM010879	ENSLOCP00000018660
SINCAM014296	ENSLOCP00000018661
SINCAM006042	ENSLOCP00000018662
SINCAM014373	ENSLOCP00000018663
SINCAM920964	ENSLOCP00000018664
SINCAM920963	ENSLOCP00000018666
SINCAM003202	ENSLOCP00000018668
SINCAM005664	ENSLOCP00000018669
SINCAM922831	ENSLOCP00000018670
SINCAM005660	ENSLOCP00000018672
SINCAM005661	ENSLOCP00000018673
SINCAM922832	ENSLOCP00000018674
SINCAM005662	ENSLOCP00000018675
SINCAM920960	ENSLOCP00000018677
SINCAM014390	ENSLOCP00000018678
SINCAM920961	ENSLOCP00000018680
SINCAM005659	ENSLOCP00000018681
SINCAM014389	ENSLOCP00000018682
SINCAM005658	ENSLOCP00000018683
SINCAM017917	ENSLOCP00000018684
SINCAM014388	ENSLOCP00000018685
SINCAM014385	ENSLOCP00000018687
SINCAM011036	ENSLOCP00000018691
SINCAM005656	ENSLOCP00000018692
SINCAM014384	ENSLOCP00000018694
SINCAM016251	ENSLOCP00000018699
SINCAM014383	ENSLOCP00000018701
SINCAM922327	ENSLOCP00000018702
SINCAM009764	ENSLOCP00000018703
SINCAM005640	ENSLOCP00000018705
SINCAM005641	ENSLOCP00000018706
SINCAM014382	ENSLOCP00000018708
SINCAM005642	ENSLOCP00000018709
SINCAM005644	ENSLOCP00000018710
SINCAM014381	ENSLOCP00000018711
SINCAM014380	ENSLOCP00000018712
SINCAM012335	ENSLOCP00000018713
SINCAM014408	ENSLOCP00000018714
SINCAM008355	ENSLOCP00000018716
SINCAM922250	ENSLOCP00000018717
SINCAM014401	ENSLOCP00000018718
SINCAM005647	ENSLOCP00000018719
SINCAM014398	ENSLOCP00000018720
SINCAM005648	ENSLOCP00000018721
SINCAM014400	ENSLOCP00000018724
SINCAM011039	ENSLOCP00000018725
SINCAM005649	ENSLOCP00000018726
SINCAM010951	ENSLOCP00000018728
SINCAM010952	ENSLOCP00000018731
SINCAM005651	ENSLOCP00000018733
SINCAM010953	ENSLOCP00000018735
SINCAM922311	ENSLOCP00000018739
SINCAM000128	ENSLOCP00000018741
SINCAM922314	ENSLOCP00000018742
SINCAM010918	ENSLOCP00000018743
SINCAM920958	ENSLOCP00000018744
SINCAM010919	ENSLOCP00000018747
SINCAM005637	ENSLOCP00000018748
SINCAM922316	ENSLOCP00000018751
SINCAM922317	ENSLOCP00000018752
SINCAM010923	ENSLOCP00000018754
SINCAM010922	ENSLOCP00000018755
SINCAM010925	ENSLOCP00000018756
SINCAM010926	ENSLOCP00000018757
SINCAM014266	ENSLOCP00000018758
