SINLEJ010065	EDO25319
SINLEJ012549	EDO45394
SINLEJ000362	EDO45397
SINLEJ011486	EDO45398
SINLEJ019286	EDO45401
SINLEJ019328	EDO45401
SINLEJ009527	EDO45402
SINLEJ017889	EDO45404
SINLEJ018237	EDO45404
SINLEJ008965	EDO45404
SINLEJ015679	EDO45405
SINLEJ007232	EDO45405
SINLEJ011385	EDO45405
SINLEJ011391	EDO45405
SINLEJ007233	EDO45406
SINLEJ011392	EDO45406
SINLEJ015191	EDO45407
SINLEJ013117	EDO45408
SINLEJ003866	EDO45411
SINLEJ013690	EDO45414
SINLEJ001754	EDO45414
SINLEJ001755	EDO45414
SINLEJ013689	EDO45414
SINLEJ012262	EDO45420
SINLEJ010264	EDO45421
SINLEJ007358	EDO45421
SINLEJ009406	EDO45421
SINLEJ007359	EDO45421
SINLEJ009584	EDO45423
SINLEJ007205	EDO45424
SINLEJ017170	EDO45424
SINLEJ015706	EDO45424
SINLEJ013744	EDO45425
SINLEJ008793	EDO45425
SINLEJ012362	EDO45427
SINLEJ000634	EDO45427
SINLEJ007441	EDO45432
SINLEJ011441	EDO45432
SINLEJ001800	EDO45432
SINLEJ011442	EDO45432
SINLEJ012435	EDO45439
SINLEJ012436	EDO45439
SINLEJ009226	EDO45445
SINLEJ010929	EDO45447
SINLEJ010930	EDO45447
SINLEJ014379	EDO45449
SINLEJ018861	EDO45453
SINLEJ009745	EDO45454
SINLEJ015960	EDO45454
SINLEJ010604	EDO45455
SINLEJ010690	EDO45461
SINLEJ015439	EDO45461
SINLEJ019084	EDO45461
SINLEJ005523	EDO45463
SINLEJ005524	EDO45463
SINLEJ017840	EDO45469
SINLEJ015353	EDO45469
SINLEJ003740	EDO45472
SINLEJ017390	EDO45483
SINLEJ016103	EDO45483
SINLEJ018918	EDO45483
SINLEJ016674	EDO45483
SINLEJ005134	EDO45484
SINLEJ008036	EDO45485
SINLEJ006418	EDO45486
SINLEJ010658	EDO45487
SINLEJ015467	EDO45487
SINLEJ007577	EDO45493
SINLEJ012086	EDO45493
SINLEJ019147	EDO45494
SINLEJ015548	EDO45496
SINLEJ008753	EDO45496
SINLEJ006565	EDO45496
SINLEJ014164	EDO45497
SINLEJ018940	EDO45498
SINLEJ002673	EDO45506
SINLEJ008314	EDO45507
SINLEJ004440	EDO45509
SINLEJ016598	EDO45514
SINLEJ009639	EDO45514
SINLEJ008246	EDO45514
SINLEJ009641	EDO45514
SINLEJ010596	EDO45515
SINLEJ006584	EDO45515
SINLEJ014871	EDO45517
SINLEJ011668	EDO45517
SINLEJ006792	EDO45523
SINLEJ006601	EDO45525
SINLEJ010548	EDO45525
SINLEJ010809	EDO45526
SINLEJ013554	EDO45527
SINLEJ013556	EDO45527
SINLEJ013557	EDO45527
SINLEJ013555	EDO45527
SINLEJ012625	EDO45530
SINLEJ010862	EDO45532
SINLEJ017832	EDO45532
SINLEJ003683	EDO45533
SINLEJ600301	EDO45535
SINLEJ017198	EDO45537
SINLEJ000539	EDO45538
SINLEJ008414	EDO45538
SINLEJ010871	EDO45543
SINLEJ004955	EDO45543
SINLEJ013188	EDO45543
SINLEJ014512	EDO45543
SINLEJ012849	EDO45547
SINLEJ012850	EDO45547
SINLEJ002887	EDO45549
SINLEJ009701	EDO45549
SINLEJ004074	EDO45550
SINLEJ005911	EDO45550
SINLEJ001173	EDO45550
SINLEJ005821	EDO45550
SINLEJ000456	EDO45553
SINLEJ012808	EDO45553
SINLEJ012807	EDO45553
SINLEJ013490	EDO45556
SINLEJ017756	EDO45563
SINLEJ001450	EDO45563
SINLEJ014739	EDO45563
SINLEJ006375	EDO45564
SINLEJ001595	EDO45565
SINLEJ011935	EDO45565
SINLEJ004061	EDO45567
SINLEJ000291	EDO45571
SINLEJ015906	EDO45571
SINLEJ015907	EDO45571
SINLEJ001333	EDO45572
SINLEJ004199	EDO45573
SINLEJ010749	EDO45576
SINLEJ000269	EDO45579
SINLEJ003505	EDO45579
SINLEJ000271	EDO45583
SINLEJ017367	EDO45584
SINLEJ014249	EDO45584
SINLEJ012305	EDO45584
SINLEJ001683	EDO45589
SINLEJ009108	EDO45590
SINLEJ011810	EDO45596
SINLEJ010899	EDO45605
SINLEJ000504	EDO45609
SINLEJ000503	EDO45613
SINLEJ012872	EDO45617
SINLEJ014201	EDO45618
SINLEJ014306	EDO45619
SINLEJ014298	EDO45619
SINLEJ004050	EDO45620
SINLEJ004151	EDO45621
SINLEJ000606	EDO45622
SINLEJ004134	EDO45622
SINLEJ010831	EDO45622
SINLEJ003915	EDO45623
SINLEJ003916	EDO45624
SINLEJ010006	EDO45624
SINLEJ010235	EDO45624
SINLEJ008505	EDO45624
SINLEJ013784	EDO45625
SINLEJ012879	EDO45633
SINLEJ010825	EDO45635
SINLEJ014263	EDO45635
SINLEJ004630	EDO45637
SINLEJ000505	EDO45638
SINLEJ009908	EDO45640
SINLEJ017015	EDO45640
SINLEJ005861	EDO45640
SINLEJ000720	EDO45640
SINLEJ010258	EDO45644
SINLEJ010257	EDO45644
SINLEJ011598	EDO45649
SINLEJ011599	EDO45649
SINLEJ004032	EDO45649
SINLEJ000458	EDO45650
SINLEJ600360	EDO45653
SINLEJ015198	EDO45653
SINLEJ014642	EDO45655
SINLEJ006273	EDO45659
SINLEJ006233	EDO45660
SINLEJ009332	EDO45660
SINLEJ004818	EDO45660
SINLEJ006220	EDO45663
SINLEJ019461	EDO45664
SINLEJ019436	EDO45664
SINLEJ019391	EDO45664
SINLEJ017778	EDO45664
SINLEJ009132	EDO45665
SINLEJ010414	EDO45666
SINLEJ006292	EDO45667
SINLEJ018340	EDO45667
SINLEJ018797	EDO45667
SINLEJ005396	EDO45670
SINLEJ005395	EDO45670
SINLEJ000402	EDO45675
SINLEJ010777	EDO45676
SINLEJ000580	EDO45676
SINLEJ016871	EDO45676
SINLEJ000287	EDO45684
SINLEJ004011	EDO45684
SINLEJ004007	EDO45684
SINLEJ000288	EDO45684
SINLEJ003902	EDO45692
SINLEJ014406	EDO45692
SINLEJ004177	EDO45693
SINLEJ003932	EDO45694
SINLEJ015884	EDO45697
SINLEJ012795	EDO45700
SINLEJ003026	EDO45709
SINLEJ003028	EDO45709
SINLEJ005582	EDO45710
SINLEJ009555	EDO45713
SINLEJ009594	EDO45713
SINLEJ013128	EDO45714
SINLEJ005675	EDO45717
SINLEJ018732	EDO45720
SINLEJ001608	EDO45720
SINLEJ010406	EDO45720
SINLEJ004825	EDO45720
SINLEJ008043	EDO45733
SINLEJ011784	EDO45738
SINLEJ015875	EDO45740
SINLEJ004409	EDO45740
SINLEJ012861	EDO45741
SINLEJ014681	EDO45742
SINLEJ000534	EDO45743
SINLEJ012833	EDO45743
SINLEJ012189	EDO45743
SINLEJ012190	EDO45743
SINLEJ018679	EDO45745
SINLEJ000448	EDO45746
SINLEJ014872	EDO45746
SINLEJ016424	EDO45755
SINLEJ016423	EDO45755
SINLEJ004396	EDO45756
SINLEJ012301	EDO45756
SINLEJ004397	EDO45756
SINLEJ000382	EDO45757
SINLEJ000383	EDO45757
SINLEJ000612	EDO45758
SINLEJ003942	EDO45759
SINLEJ008261	EDO45760
SINLEJ004278	EDO45760
SINLEJ007051	EDO45762
SINLEJ012933	EDO45763
SINLEJ019176	EDO45764
SINLEJ009873	EDO45764
SINLEJ019248	EDO45764
SINLEJ018750	EDO45764
SINLEJ012937	EDO45767
SINLEJ000279	EDO45769
SINLEJ014270	EDO45769
SINLEJ012078	EDO45769
SINLEJ000546	EDO45771
SINLEJ000548	EDO45771
SINLEJ000547	EDO45771
SINLEJ008115	EDO45774
SINLEJ009374	EDO45776
SINLEJ013781	EDO45778
SINLEJ004374	EDO45778
SINLEJ015294	EDO45782
SINLEJ600037	EDO45782
SINLEJ003503	EDO45782
SINLEJ001648	EDO45782
SINLEJ003504	EDO45783
SINLEJ015295	EDO45783
SINLEJ013864	EDO45783
SINLEJ004622	EDO45783
SINLEJ009087	EDO45784
SINLEJ015138	EDO45787
SINLEJ002915	EDO45787
SINLEJ012520	EDO45788
SINLEJ004854	EDO45789
SINLEJ008822	EDO45789
SINLEJ003182	EDO45790
SINLEJ006784	EDO45790
SINLEJ013813	EDO45792
SINLEJ003420	EDO45793
SINLEJ003358	EDO45795
SINLEJ003357	EDO45795
SINLEJ015135	EDO45796
SINLEJ600012	EDO45797
SINLEJ600013	EDO45797
SINLEJ600319	EDO45799
SINLEJ003415	EDO45799
SINLEJ003414	EDO45799
SINLEJ000042	EDO45799
SINLEJ015584	EDO45801
SINLEJ600161	EDO45803
SINLEJ600160	EDO45803
SINLEJ016473	EDO45806
SINLEJ010335	EDO45806
SINLEJ016475	EDO45806
SINLEJ010333	EDO45806
SINLEJ007871	EDO45811
SINLEJ018912	EDO45812
SINLEJ003364	EDO45813
SINLEJ600312	EDO45813
SINLEJ013589	EDO45813
SINLEJ001994	EDO45813
SINLEJ013621	EDO45816
SINLEJ010394	EDO45820
SINLEJ007608	EDO45822
SINLEJ600137	EDO45824
SINLEJ600138	EDO45824
SINLEJ011435	EDO45826
SINLEJ011436	EDO45826
SINLEJ003753	EDO45826
SINLEJ001390	EDO45827
SINLEJ600408	EDO45827
SINLEJ003263	EDO45827
SINLEJ001159	EDO45828
SINLEJ005662	EDO45828
SINLEJ003470	EDO45829
SINLEJ015341	EDO45829
SINLEJ001407	EDO45830
SINLEJ003486	EDO45830
SINLEJ600382	EDO45830
SINLEJ600203	EDO45831
SINLEJ003467	EDO45831
SINLEJ013836	EDO45831
SINLEJ001639	EDO45831
SINLEJ017392	EDO45833
SINLEJ003254	EDO45833
SINLEJ003404	EDO45834
SINLEJ004801	EDO45834
SINLEJ008486	EDO45834
SINLEJ005099	EDO45834
SINLEJ600090	EDO45835
SINLEJ600091	EDO45835
SINLEJ600089	EDO45835
SINLEJ003335	EDO45837
SINLEJ005250	EDO45837
SINLEJ005255	EDO45837
SINLEJ007465	EDO45837
SINLEJ013343	EDO45838
SINLEJ001651	EDO45839
SINLEJ004870	EDO45839
SINLEJ014104	EDO45839
SINLEJ006213	EDO45839
SINLEJ600118	EDO45840
SINLEJ001211	EDO45841
SINLEJ016762	EDO45841
SINLEJ016476	EDO45842
SINLEJ016735	EDO45842
SINLEJ016477	EDO45842
SINLEJ016734	EDO45842
SINLEJ003289	EDO45844
SINLEJ600198	EDO45844
SINLEJ003332	EDO45844
SINLEJ010615	EDO45844
SINLEJ017663	EDO45845
SINLEJ012342	EDO45845
SINLEJ006076	EDO45846
SINLEJ000813	EDO45846
SINLEJ017246	EDO45850
SINLEJ012654	EDO45851
SINLEJ003966	EDO45852
SINLEJ010804	EDO45852
SINLEJ010803	EDO45852
SINLEJ012958	EDO45852
SINLEJ013888	EDO45855
SINLEJ002868	EDO45857
SINLEJ001966	EDO45858
SINLEJ000741	EDO45858
SINLEJ600463	EDO45858
SINLEJ001136	EDO45858
SINLEJ013362	EDO45860
SINLEJ013363	EDO45860
SINLEJ013654	EDO45863
SINLEJ004783	EDO45864
SINLEJ013874	EDO45864
SINLEJ003457	EDO45864
SINLEJ014441	EDO45865
SINLEJ005859	EDO45866
SINLEJ001055	EDO45866
SINLEJ010366	EDO45868
SINLEJ016323	EDO45868
SINLEJ008901	EDO45868
SINLEJ003499	EDO45868
SINLEJ003485	EDO45869
SINLEJ015333	EDO45869
SINLEJ006676	EDO45870
SINLEJ010274	EDO45870
SINLEJ017786	EDO45872
SINLEJ007262	EDO45873
SINLEJ007264	EDO45873
SINLEJ012263	EDO45873
SINLEJ006724	EDO45880
SINLEJ009682	EDO45883
SINLEJ018729	EDO45883
SINLEJ015287	EDO45883
SINLEJ007880	EDO45883
SINLEJ006775	EDO45884
SINLEJ012442	EDO45884
SINLEJ016790	EDO45884
SINLEJ000016	EDO45884
SINLEJ600201	EDO45887
SINLEJ004866	EDO45887
SINLEJ004867	EDO45887
SINLEJ016041	EDO45887
SINLEJ001627	EDO45888
SINLEJ003297	EDO45888
SINLEJ013804	EDO45888
SINLEJ600219	EDO45888
SINLEJ600249	EDO45889
SINLEJ001456	EDO45889
SINLEJ003246	EDO45889
SINLEJ005803	EDO45890
SINLEJ005802	EDO45890
SINLEJ001933	EDO45891
SINLEJ001934	EDO45891
SINLEJ018105	EDO45892
SINLEJ600122	EDO45893
SINLEJ600123	EDO45893
SINLEJ019451	EDO45894
SINLEJ017196	EDO45894
SINLEJ017193	EDO45894
SINLEJ003309	EDO45896
SINLEJ600489	EDO45896
SINLEJ004822	EDO45896
SINLEJ600490	EDO45896
SINLEJ600157	EDO45897
SINLEJ600156	EDO45897
SINLEJ013798	EDO45897
SINLEJ006788	EDO45897
SINLEJ003531	EDO45900
SINLEJ009041	EDO45900
SINLEJ600033	EDO45902
SINLEJ015412	EDO45905
SINLEJ003363	EDO45906
SINLEJ001535	EDO45909
SINLEJ001196	EDO45911
SINLEJ016780	EDO45911
SINLEJ001197	EDO45911
SINLEJ016779	EDO45911
SINLEJ009252	EDO45913
SINLEJ019463	EDO45913
SINLEJ019457	EDO45913
SINLEJ009251	EDO45914
SINLEJ011211	EDO45916
SINLEJ001559	EDO45920
SINLEJ008709	EDO45924
SINLEJ018011	EDO45926
SINLEJ003657	EDO45926
SINLEJ014015	EDO45927
SINLEJ015841	EDO45927
SINLEJ009308	EDO45931
SINLEJ011224	EDO45931
SINLEJ011223	EDO45931
SINLEJ009307	EDO45931
SINLEJ004246	EDO45932
SINLEJ004247	EDO45932
SINLEJ006727	EDO45932
SINLEJ013063	EDO45936
SINLEJ013062	EDO45936
SINLEJ013061	EDO45936
SINLEJ019299	EDO45936
SINLEJ017632	EDO45939
SINLEJ012978	EDO45943
SINLEJ009296	EDO45944
SINLEJ009171	EDO45945
SINLEJ009172	EDO45945
SINLEJ004964	EDO45945
SINLEJ003845	EDO45945
SINLEJ013041	EDO45947
SINLEJ013036	EDO45947
SINLEJ008741	EDO45947
SINLEJ005084	EDO45947
SINLEJ013090	EDO45950
SINLEJ003873	EDO45951
SINLEJ018746	EDO45952
SINLEJ018359	EDO45952
SINLEJ010805	EDO45953
SINLEJ011988	EDO45953
SINLEJ007355	EDO45955
SINLEJ004078	EDO45955
SINLEJ013018	EDO45956
SINLEJ008761	EDO45956
SINLEJ013019	EDO45956
SINLEJ007832	EDO45956
SINLEJ015825	EDO45957
SINLEJ009327	EDO45958
SINLEJ015865	EDO45958
SINLEJ004977	EDO45960
SINLEJ013922	EDO45961
SINLEJ013089	EDO45961
SINLEJ018315	EDO45961
SINLEJ008819	EDO45965
SINLEJ013046	EDO45965
SINLEJ009160	EDO45965
SINLEJ011255	EDO45965
SINLEJ009161	EDO45967
SINLEJ011256	EDO45967
SINLEJ011240	EDO45968
SINLEJ015092	EDO45969
SINLEJ009238	EDO45972
SINLEJ009237	EDO45972
SINLEJ009236	EDO45972
SINLEJ018609	EDO45972
SINLEJ012979	EDO45974
SINLEJ009253	EDO45975
SINLEJ016153	EDO45977
SINLEJ007663	EDO45977
SINLEJ007309	EDO45977
SINLEJ008097	EDO45977
SINLEJ008050	EDO45985
SINLEJ008856	EDO45986
SINLEJ016141	EDO45991
SINLEJ014762	EDO45991
SINLEJ011206	EDO45992
SINLEJ009187	EDO45995
SINLEJ013025	EDO45998
SINLEJ013026	EDO45998
SINLEJ014038	EDO45999
SINLEJ014037	EDO45999
SINLEJ013080	EDO46002
SINLEJ010209	EDO46002
SINLEJ012964	EDO46005
SINLEJ009258	EDO46005
SINLEJ009259	EDO46005
SINLEJ017735	EDO46006
SINLEJ017593	EDO46006
SINLEJ015876	EDO46007
SINLEJ009174	EDO46007
SINLEJ008070	EDO46011
SINLEJ008069	EDO46011
SINLEJ011159	EDO46014
SINLEJ013044	EDO46015
SINLEJ018631	EDO46021
SINLEJ013425	EDO46023
SINLEJ013441	EDO46025
SINLEJ018168	EDO46028
SINLEJ010778	EDO46028
SINLEJ018167	EDO46028
SINLEJ005374	EDO46030
SINLEJ002131	EDO46030
SINLEJ009012	EDO46030
SINLEJ011131	EDO46030
SINLEJ017926	EDO46032
SINLEJ014584	EDO46035
SINLEJ015662	EDO46035
SINLEJ007249	EDO46035
SINLEJ003113	EDO46036
SINLEJ017576	EDO46036
SINLEJ019446	EDO46042
SINLEJ003085	EDO46043
SINLEJ014318	EDO46045
SINLEJ010244	EDO46047
SINLEJ013966	EDO46056
SINLEJ003839	EDO46056
SINLEJ014811	EDO46059
SINLEJ010161	EDO46059
SINLEJ014809	EDO46060
SINLEJ014810	EDO46060
SINLEJ018647	EDO46060
SINLEJ014815	EDO46061
SINLEJ013409	EDO46062
SINLEJ010005	EDO46063
SINLEJ015901	EDO46064
SINLEJ000281	EDO46064
SINLEJ015902	EDO46064
SINLEJ000282	EDO46064
SINLEJ015883	EDO46071
SINLEJ004195	EDO46071
SINLEJ015882	EDO46071
SINLEJ011006	EDO46071
SINLEJ014253	EDO46072
SINLEJ012812	EDO46073
SINLEJ012815	EDO46073
SINLEJ010785	EDO46073
SINLEJ018288	EDO46073
SINLEJ017993	EDO46075
SINLEJ005605	EDO46075
SINLEJ018064	EDO46075
SINLEJ005239	EDO46081
SINLEJ000293	EDO46081
SINLEJ008933	EDO46081
SINLEJ011481	EDO46081
SINLEJ009910	EDO46083
SINLEJ014178	EDO46083
SINLEJ008835	EDO46084
SINLEJ004719	EDO46084
SINLEJ006441	EDO46084
SINLEJ006453	EDO46084
SINLEJ013361	EDO46085
SINLEJ005177	EDO46087
SINLEJ017047	EDO46087
SINLEJ001738	EDO46087
SINLEJ017393	EDO46087
SINLEJ002997	EDO46088
SINLEJ009882	EDO46089
SINLEJ011376	EDO46093
SINLEJ014581	EDO46097
SINLEJ015776	EDO46099
SINLEJ015680	EDO46099
SINLEJ009546	EDO46099
SINLEJ001099	EDO46100
SINLEJ004366	EDO46105
SINLEJ002860	EDO46105
SINLEJ013144	EDO46107
SINLEJ007566	EDO46107
SINLEJ015184	EDO46114
SINLEJ000629	EDO46117
SINLEJ014203	EDO46120
SINLEJ010728	EDO46120
SINLEJ014202	EDO46120
SINLEJ016427	EDO46122
SINLEJ016426	EDO46122
SINLEJ014257	EDO46122
SINLEJ014256	EDO46122
SINLEJ009859	EDO46123
SINLEJ013745	EDO46129
SINLEJ013746	EDO46129
SINLEJ002850	EDO46129
SINLEJ006636	EDO46132
SINLEJ006817	EDO46132
SINLEJ010001	EDO46133
SINLEJ012427	EDO46133
SINLEJ019348	EDO46133
SINLEJ019222	EDO46133
SINLEJ004817	EDO46134
SINLEJ001552	EDO46135
SINLEJ014881	EDO46142
SINLEJ015078	EDO46142
SINLEJ015771	EDO46144
SINLEJ012302	EDO46144
SINLEJ010074	EDO46144
SINLEJ019126	EDO46144
SINLEJ011332	EDO46145
SINLEJ010697	EDO46145
SINLEJ004798	EDO46145
SINLEJ009532	EDO46149
SINLEJ009531	EDO46149
SINLEJ012350	EDO46151
SINLEJ009453	EDO46151
SINLEJ012351	EDO46151
SINLEJ009452	EDO46151
SINLEJ015635	EDO46152
SINLEJ011077	EDO46152
SINLEJ014689	EDO46152
SINLEJ016751	EDO46156
SINLEJ011689	EDO46162
SINLEJ017030	EDO46167
SINLEJ012478	EDO46167
SINLEJ012479	EDO46167
SINLEJ012084	EDO46168
SINLEJ013857	EDO46168
SINLEJ017960	EDO46169
SINLEJ017961	EDO46169
SINLEJ004805	EDO46173
SINLEJ004806	EDO46173
SINLEJ600247	EDO46174
SINLEJ010337	EDO46175
SINLEJ010338	EDO46175
SINLEJ007033	EDO46176
SINLEJ003018	EDO46176
SINLEJ012180	EDO46176
SINLEJ004702	EDO46178
SINLEJ007991	EDO46181
SINLEJ011501	EDO46185
SINLEJ013673	EDO46185
SINLEJ000914	EDO46186
SINLEJ006135	EDO46189
SINLEJ018021	EDO46189
SINLEJ018298	EDO46189
SINLEJ014093	EDO46189
SINLEJ010008	EDO46193
SINLEJ017916	EDO46193
SINLEJ010876	EDO46194
SINLEJ011406	EDO46197
SINLEJ015663	EDO46198
SINLEJ015049	EDO46199
SINLEJ014209	EDO46201
SINLEJ010256	EDO46206
SINLEJ010255	EDO46206
SINLEJ010254	EDO46206
SINLEJ002922	EDO46207
SINLEJ007913	EDO46207
SINLEJ012000	EDO46207
SINLEJ017416	EDO46207
SINLEJ011236	EDO46213
SINLEJ009402	EDO46214
SINLEJ011312	EDO46215
SINLEJ010023	EDO46216
SINLEJ000979	EDO46217
SINLEJ001869	EDO46219
SINLEJ003152	EDO46221
SINLEJ004649	EDO46221
SINLEJ015155	EDO46221
SINLEJ012083	EDO46227
SINLEJ018335	EDO46227
SINLEJ018333	EDO46227
SINLEJ018544	EDO46227
SINLEJ005987	EDO46231
SINLEJ005986	EDO46231
SINLEJ001098	EDO46231
SINLEJ001189	EDO46232
SINLEJ004868	EDO46233
SINLEJ016387	EDO46234
SINLEJ019398	EDO46238
SINLEJ018561	EDO46238
SINLEJ014875	EDO46238
SINLEJ002138	EDO46238
SINLEJ001368	EDO46239
SINLEJ005836	EDO46239
SINLEJ017276	EDO46241
SINLEJ005814	EDO46243
SINLEJ017320	EDO46243
SINLEJ000772	EDO46243
SINLEJ001416	EDO46245
SINLEJ001265	EDO46245
SINLEJ002923	EDO46254
SINLEJ006704	EDO46255
SINLEJ007035	EDO46255
SINLEJ008423	EDO46256
SINLEJ008422	EDO46256
SINLEJ009018	EDO46260
SINLEJ012971	EDO46262
SINLEJ014706	EDO46262
SINLEJ012109	EDO46264
SINLEJ007759	EDO46264
SINLEJ010556	EDO46266
SINLEJ016987	EDO46272
SINLEJ017347	EDO46274
SINLEJ017345	EDO46274
SINLEJ014532	EDO46274
SINLEJ009673	EDO46274
SINLEJ005692	EDO46276
SINLEJ011291	EDO46277
SINLEJ006912	EDO46279
SINLEJ015275	EDO46279
SINLEJ003327	EDO46281
SINLEJ008665	EDO46282
SINLEJ013900	EDO46283
SINLEJ007651	EDO46285
SINLEJ008551	EDO46287
SINLEJ009346	EDO46287
SINLEJ006532	EDO46288
SINLEJ010580	EDO46288
SINLEJ016544	EDO46289
SINLEJ019364	EDO46289
SINLEJ004982	EDO46290
SINLEJ008510	EDO46295
SINLEJ009672	EDO46295
SINLEJ006420	EDO46295
SINLEJ015543	EDO46295
SINLEJ006549	EDO46297
SINLEJ007959	EDO46303
SINLEJ004532	EDO46304
SINLEJ006284	EDO46304
SINLEJ015739	EDO46305
SINLEJ009625	EDO46306
SINLEJ019318	EDO46312
SINLEJ019382	EDO46312
SINLEJ005660	EDO46314
SINLEJ003809	EDO46314
SINLEJ005327	EDO46315
SINLEJ005659	EDO46316
SINLEJ011966	EDO46317
SINLEJ004756	EDO46317
SINLEJ001285	EDO46317
SINLEJ003343	EDO46317
SINLEJ006562	EDO46319
SINLEJ010674	EDO46319
SINLEJ015452	EDO46319
SINLEJ007117	EDO46325
SINLEJ007116	EDO46325
SINLEJ000610	EDO46327
SINLEJ005020	EDO46328
SINLEJ016514	EDO46328
SINLEJ014701	EDO46328
SINLEJ013024	EDO46331
SINLEJ007514	EDO46331
SINLEJ010379	EDO46333
SINLEJ010691	EDO46335
SINLEJ006561	EDO46335
SINLEJ000396	EDO46339
SINLEJ001694	EDO46340
SINLEJ001692	EDO46341
SINLEJ002690	EDO46342
SINLEJ014453	EDO46342
SINLEJ002062	EDO46342
SINLEJ016018	EDO46343
SINLEJ006747	EDO46346
SINLEJ006748	EDO46346
SINLEJ009831	EDO46347
SINLEJ014643	EDO46350
SINLEJ006147	EDO46350
SINLEJ015812	EDO46352
SINLEJ018709	EDO46354
SINLEJ008936	EDO46354
SINLEJ019435	EDO46356
SINLEJ004619	EDO46357
SINLEJ010300	EDO46357
SINLEJ005045	EDO46357
SINLEJ001901	EDO46358
SINLEJ011715	EDO46358
SINLEJ011654	EDO46359
SINLEJ011653	EDO46359
SINLEJ015438	EDO46361
SINLEJ004187	EDO46361
SINLEJ008290	EDO46368
SINLEJ008289	EDO46368
SINLEJ002672	EDO46368
SINLEJ002671	EDO46368
SINLEJ007720	EDO46370
SINLEJ002840	EDO46372
SINLEJ017025	EDO46374
SINLEJ017919	EDO46374
SINLEJ006831	EDO46375
SINLEJ013497	EDO46375
SINLEJ011407	EDO46375
SINLEJ011954	EDO46377
SINLEJ004149	EDO46378
SINLEJ004570	EDO46379
SINLEJ016173	EDO46381
SINLEJ013207	EDO46381
SINLEJ011248	EDO46386
SINLEJ005676	EDO46387
SINLEJ009302	EDO46387
SINLEJ010622	EDO46387
SINLEJ000581	EDO46391
SINLEJ009360	EDO46394
SINLEJ006000	EDO46395
SINLEJ009244	EDO46396
SINLEJ009247	EDO46396
SINLEJ013003	EDO46396
SINLEJ013005	EDO46396
SINLEJ018445	EDO46401
SINLEJ018450	EDO46401
SINLEJ003567	EDO46402
SINLEJ017041	EDO46404
SINLEJ004731	EDO46406
SINLEJ007551	EDO46406
SINLEJ014319	EDO46406
SINLEJ003448	EDO46406
SINLEJ013122	EDO46407
SINLEJ008784	EDO46410
SINLEJ008786	EDO46410
SINLEJ008785	EDO46410
SINLEJ005900	EDO46410
SINLEJ008884	EDO46411
SINLEJ600078	EDO46411
SINLEJ003150	EDO46414
SINLEJ012989	EDO46417
SINLEJ018557	EDO46417
SINLEJ009364	EDO46417
SINLEJ006944	EDO46418
SINLEJ006943	EDO46418
SINLEJ007037	EDO46419
SINLEJ008511	EDO46429
SINLEJ003196	EDO46429
SINLEJ001418	EDO46430
SINLEJ015216	EDO46431
SINLEJ006915	EDO46431
SINLEJ015278	EDO46431
SINLEJ006858	EDO46431
SINLEJ007838	EDO46439
SINLEJ008442	EDO46440
SINLEJ018419	EDO46442
SINLEJ006928	EDO46443
SINLEJ005468	EDO46444
SINLEJ009833	EDO46449
SINLEJ009249	EDO46450
SINLEJ009248	EDO46450
SINLEJ017245	EDO46453
SINLEJ013069	EDO46455
SINLEJ010222	EDO46457
SINLEJ010223	EDO46457
SINLEJ010230	EDO46457
SINLEJ017419	EDO46457
SINLEJ010802	EDO46465
SINLEJ015117	EDO46465
SINLEJ014305	EDO46465
SINLEJ015116	EDO46465
SINLEJ004426	EDO46467
SINLEJ003226	EDO46467
SINLEJ011195	EDO46468
SINLEJ013084	EDO46470
SINLEJ013083	EDO46470
SINLEJ013082	EDO46470
SINLEJ005094	EDO46470
SINLEJ017118	EDO46472
SINLEJ011174	EDO46472
SINLEJ008705	EDO46475
SINLEJ600098	EDO46476
SINLEJ600166	EDO46476
SINLEJ001346	EDO46476
SINLEJ013187	EDO46477
SINLEJ013012	EDO46479
SINLEJ013015	EDO46479
SINLEJ009052	EDO46479
SINLEJ009276	EDO46480
SINLEJ009343	EDO46484
SINLEJ005807	EDO46484
SINLEJ015828	EDO46484
SINLEJ017655	EDO46487
SINLEJ011093	EDO46487
SINLEJ008885	EDO46487
SINLEJ010326	EDO46487
SINLEJ015826	EDO46488
SINLEJ012896	EDO46495
SINLEJ007154	EDO46495
SINLEJ017858	EDO46496
SINLEJ001872	EDO46496
SINLEJ015944	EDO46498
SINLEJ017474	EDO46506
SINLEJ000651	EDO46513
SINLEJ006617	EDO46515
SINLEJ006045	EDO46518
SINLEJ000728	EDO46518
SINLEJ014320	EDO46518
SINLEJ003951	EDO46518
SINLEJ018909	EDO46520
SINLEJ004548	EDO46523
SINLEJ001912	EDO46523
SINLEJ014180	EDO46523
SINLEJ000615	EDO46525
SINLEJ000624	EDO46525
SINLEJ000616	EDO46525
SINLEJ002067	EDO46525
SINLEJ000479	EDO46526
SINLEJ017496	EDO46532
SINLEJ017488	EDO46532
SINLEJ017823	EDO46533
SINLEJ017369	EDO46534
SINLEJ011417	EDO46536
SINLEJ017206	EDO46536
SINLEJ000599	EDO46538
SINLEJ012893	EDO46538
SINLEJ006517	EDO46542
SINLEJ017860	EDO46542
SINLEJ018477	EDO46542
SINLEJ004603	EDO46542
