ENSGALP00000038461	fgenesh2_pg.scaffold_351000043
ENSGALP00000040998	fgenesh2_pg.scaffold_138000085
ENSGALP00000017271	fgenesh2_pg.scaffold_138000093
ENSGALP00000020157	fgenesh2_pg.scaffold_138000097
ENSGALP00000001372	fgenesh2_pg.scaffold_139000003
ENSGALP00000019335	fgenesh2_pg.scaffold_139000015
ENSGALP00000012612	fgenesh2_pg.scaffold_139000035
ENSGALP00000004856	fgenesh2_pg.scaffold_139000041
ENSGALP00000021030	fgenesh2_pg.scaffold_139000049
ENSGALP00000020458	fgenesh2_pg.scaffold_139000064
ENSGALP00000040604	fgenesh2_pg.scaffold_139000069
ENSGALP00000036349	fgenesh2_pg.scaffold_139000087
ENSGALP00000006927	fgenesh2_pg.scaffold_139000093
ENSGALP00000008841	fgenesh2_pg.scaffold_140000005
ENSGALP00000017469	fgenesh2_pg.scaffold_140000005
ENSGALP00000004122	fgenesh2_pg.scaffold_140000005
ENSGALP00000029435	fgenesh2_pg.scaffold_140000005
ENSGALP00000016035	fgenesh2_pg.scaffold_140000038
ENSGALP00000013815	fgenesh2_pg.scaffold_140000041
ENSGALP00000000760	fgenesh2_pg.scaffold_140000052
ENSGALP00000025593	fgenesh2_pg.scaffold_140000052
ENSGALP00000017173	fgenesh2_pg.scaffold_140000053
ENSGALP00000007873	fgenesh2_pg.scaffold_140000056
ENSGALP00000043011	fgenesh2_pg.scaffold_140000093
ENSGALP00000000091	fgenesh2_pg.scaffold_140000099
ENSGALP00000018843	fgenesh2_pg.scaffold_141000001
ENSGALP00000002348	fgenesh2_pg.scaffold_141000022
ENSGALP00000027660	fgenesh2_pg.scaffold_141000026
ENSGALP00000029718	fgenesh2_pg.scaffold_141000054
ENSGALP00000029773	fgenesh2_pg.scaffold_141000064
ENSGALP00000023468	fgenesh2_pg.scaffold_141000077
ENSGALP00000043226	fgenesh2_pg.scaffold_141000077
ENSGALP00000024202	fgenesh2_pg.scaffold_141000113
ENSGALP00000035641	fgenesh2_pg.scaffold_141000114
ENSGALP00000000638	fgenesh2_pg.scaffold_142000005
ENSGALP00000043364	fgenesh2_pg.scaffold_142000014
ENSGALP00000040688	fgenesh2_pg.scaffold_142000014
ENSGALP00000015053	fgenesh2_pg.scaffold_142000016
ENSGALP00000015047	fgenesh2_pg.scaffold_142000020
ENSGALP00000028203	fgenesh2_pg.scaffold_142000026
ENSGALP00000024701	fgenesh2_pg.scaffold_142000037
ENSGALP00000010493	fgenesh2_pg.scaffold_142000037
ENSGALP00000023364	fgenesh2_pg.scaffold_142000042
ENSGALP00000036135	fgenesh2_pg.scaffold_142000045
ENSGALP00000014499	fgenesh2_pg.scaffold_142000048
ENSGALP00000002536	fgenesh2_pg.scaffold_142000049
ENSGALP00000002175	fgenesh2_pg.scaffold_142000066
ENSGALP00000037040	fgenesh2_pg.scaffold_142000078
ENSGALP00000031652	fgenesh2_pg.scaffold_143000002
ENSGALP00000022799	fgenesh2_pg.scaffold_143000028
ENSGALP00000015359	fgenesh2_pg.scaffold_143000037
ENSGALP00000023384	fgenesh2_pg.scaffold_143000050
ENSGALP00000040049	fgenesh2_pg.scaffold_143000056
ENSGALP00000025663	fgenesh2_pg.scaffold_143000056
ENSGALP00000020666	fgenesh2_pg.scaffold_143000061
ENSGALP00000016100	fgenesh2_pg.scaffold_144000040
ENSGALP00000041917	fgenesh2_pg.scaffold_144000051
ENSGALP00000032611	fgenesh2_pg.scaffold_144000056
ENSGALP00000037404	fgenesh2_pg.scaffold_144000057
ENSGALP00000041721	fgenesh2_pg.scaffold_144000081
ENSGALP00000024012	fgenesh2_pg.scaffold_144000115
ENSGALP00000024969	fgenesh2_pg.scaffold_145000006
ENSGALP00000040733	fgenesh2_pg.scaffold_145000017
ENSGALP00000041542	fgenesh2_pg.scaffold_145000018
ENSGALP00000041143	fgenesh2_pg.scaffold_145000018
ENSGALP00000015797	fgenesh2_pg.scaffold_145000020
ENSGALP00000021648	fgenesh2_pg.scaffold_145000025
ENSGALP00000031005	fgenesh2_pg.scaffold_145000033
ENSGALP00000023158	fgenesh2_pg.scaffold_145000033
ENSGALP00000042884	fgenesh2_pg.scaffold_145000037
ENSGALP00000005299	fgenesh2_pg.scaffold_145000043
ENSGALP00000011470	fgenesh2_pg.scaffold_145000047
ENSGALP00000006409	fgenesh2_pg.scaffold_145000049
ENSGALP00000042120	fgenesh2_pg.scaffold_145000054
ENSGALP00000041839	fgenesh2_pg.scaffold_145000055
ENSGALP00000041288	fgenesh2_pg.scaffold_145000056
ENSGALP00000001151	fgenesh2_pg.scaffold_145000060
ENSGALP00000013251	fgenesh2_pg.scaffold_145000075
ENSGALP00000038897	fgenesh2_pg.scaffold_145000083
ENSGALP00000002695	fgenesh2_pg.scaffold_145000091
ENSGALP00000005227	fgenesh2_pg.scaffold_145000093
ENSGALP00000003414	fgenesh2_pg.scaffold_145000108
ENSGALP00000030147	fgenesh2_pg.scaffold_146000004
ENSGALP00000041847	fgenesh2_pg.scaffold_146000011
ENSGALP00000026354	fgenesh2_pg.scaffold_146000012
ENSGALP00000004539	fgenesh2_pg.scaffold_146000019
ENSGALP00000039890	fgenesh2_pg.scaffold_146000022
ENSGALP00000038852	fgenesh2_pg.scaffold_146000026
ENSGALP00000026148	fgenesh2_pg.scaffold_146000032
ENSGALP00000002705	fgenesh2_pg.scaffold_146000034
ENSGALP00000003207	fgenesh2_pg.scaffold_146000043
ENSGALP00000041462	fgenesh2_pg.scaffold_146000044
ENSGALP00000011511	fgenesh2_pg.scaffold_146000049
ENSGALP00000023880	fgenesh2_pg.scaffold_146000055
ENSGALP00000009996	fgenesh2_pg.scaffold_146000057
ENSGALP00000023872	fgenesh2_pg.scaffold_146000067
ENSGALP00000042859	fgenesh2_pg.scaffold_146000069
ENSGALP00000038618	fgenesh2_pg.scaffold_146000073
ENSGALP00000024843	fgenesh2_pg.scaffold_146000073
ENSGALP00000026563	fgenesh2_pg.scaffold_146000073
ENSGALP00000005308	fgenesh2_pg.scaffold_146000074
ENSGALP00000025029	fgenesh2_pg.scaffold_146000089
ENSGALP00000022425	fgenesh2_pg.scaffold_146000089
ENSGALP00000041988	fgenesh2_pg.scaffold_146000097
ENSGALP00000021124	fgenesh2_pg.scaffold_147000019
ENSGALP00000016311	fgenesh2_pg.scaffold_147000022
ENSGALP00000009219	fgenesh2_pg.scaffold_147000025
ENSGALP00000023627	fgenesh2_pg.scaffold_147000033
ENSGALP00000003941	fgenesh2_pg.scaffold_147000052
ENSGALP00000025747	fgenesh2_pg.scaffold_147000053
ENSGALP00000001225	fgenesh2_pg.scaffold_147000061
ENSGALP00000007867	fgenesh2_pg.scaffold_147000067
ENSGALP00000002912	fgenesh2_pg.scaffold_147000068
ENSGALP00000034081	fgenesh2_pg.scaffold_147000069
ENSGALP00000021686	fgenesh2_pg.scaffold_147000080
ENSGALP00000033566	fgenesh2_pg.scaffold_147000081
ENSGALP00000011258	fgenesh2_pg.scaffold_147000086
ENSGALP00000006144	fgenesh2_pg.scaffold_147000099
ENSGALP00000041451	fgenesh2_pg.scaffold_148000009
ENSGALP00000024859	fgenesh2_pg.scaffold_148000020
ENSGALP00000042097	fgenesh2_pg.scaffold_148000034
ENSGALP00000004573	fgenesh2_pg.scaffold_148000054
ENSGALP00000006590	fgenesh2_pg.scaffold_148000061
ENSGALP00000034156	fgenesh2_pg.scaffold_149000012
ENSGALP00000005274	fgenesh2_pg.scaffold_149000013
ENSGALP00000002246	fgenesh2_pg.scaffold_149000037
ENSGALP00000026006	fgenesh2_pg.scaffold_149000053
ENSGALP00000041425	fgenesh2_pg.scaffold_149000053
ENSGALP00000004095	fgenesh2_pg.scaffold_149000078
ENSGALP00000033364	fgenesh2_pg.scaffold_149000085
ENSGALP00000007370	fgenesh2_pg.scaffold_149000104
ENSGALP00000000730	fgenesh2_pg.scaffold_150000021
ENSGALP00000003893	fgenesh2_pg.scaffold_150000023
ENSGALP00000003291	fgenesh2_pg.scaffold_150000028
ENSGALP00000016742	fgenesh2_pg.scaffold_150000039
ENSGALP00000004291	fgenesh2_pg.scaffold_150000047
ENSGALP00000042976	fgenesh2_pg.scaffold_150000101
ENSGALP00000001681	fgenesh2_pg.scaffold_150000101
ENSGALP00000023718	fgenesh2_pg.scaffold_150000101
ENSGALP00000019967	fgenesh2_pg.scaffold_151000010
ENSGALP00000018970	fgenesh2_pg.scaffold_151000014
ENSGALP00000032884	fgenesh2_pg.scaffold_151000045
ENSGALP00000033465	fgenesh2_pg.scaffold_151000047
ENSGALP00000041072	fgenesh2_pg.scaffold_151000050
ENSGALP00000036878	fgenesh2_pg.scaffold_151000051
ENSGALP00000025196	fgenesh2_pg.scaffold_151000063
ENSGALP00000042280	fgenesh2_pg.scaffold_151000064
ENSGALP00000037677	fgenesh2_pg.scaffold_151000080
ENSGALP00000042978	fgenesh2_pg.scaffold_151000089
ENSGALP00000005876	fgenesh2_pg.scaffold_151000091
ENSGALP00000032462	fgenesh2_pg.scaffold_151000091
ENSGALP00000009416	fgenesh2_pg.scaffold_151000095
ENSGALP00000032713	fgenesh2_pg.scaffold_152000069
ENSGALP00000039107	fgenesh2_pg.scaffold_152000069
ENSGALP00000004246	fgenesh2_pg.scaffold_152000095
ENSGALP00000007425	fgenesh2_pg.scaffold_152000109
ENSGALP00000013726	fgenesh2_pg.scaffold_153000005
ENSGALP00000043087	fgenesh2_pg.scaffold_153000005
ENSGALP00000041915	fgenesh2_pg.scaffold_153000018
ENSGALP00000040897	fgenesh2_pg.scaffold_153000031
ENSGALP00000042420	fgenesh2_pg.scaffold_153000031
ENSGALP00000024932	fgenesh2_pg.scaffold_153000038
ENSGALP00000040201	fgenesh2_pg.scaffold_153000039
ENSGALP00000013488	fgenesh2_pg.scaffold_153000051
ENSGALP00000007805	fgenesh2_pg.scaffold_153000066
ENSGALP00000019655	fgenesh2_pg.scaffold_153000066
ENSGALP00000026465	fgenesh2_pg.scaffold_153000077
ENSGALP00000008644	fgenesh2_pg.scaffold_153000078
ENSGALP00000042557	fgenesh2_pg.scaffold_153000080
ENSGALP00000038626	fgenesh2_pg.scaffold_153000083
ENSGALP00000041073	fgenesh2_pg.scaffold_154000008
ENSGALP00000012133	fgenesh2_pg.scaffold_154000015
ENSGALP00000002674	fgenesh2_pg.scaffold_154000041
ENSGALP00000017852	fgenesh2_pg.scaffold_154000059
ENSGALP00000041520	fgenesh2_pg.scaffold_154000064
ENSGALP00000043024	fgenesh2_pg.scaffold_154000065
ENSGALP00000014460	fgenesh2_pg.scaffold_154000066
ENSGALP00000020462	fgenesh2_pg.scaffold_154000068
ENSGALP00000021543	fgenesh2_pg.scaffold_154000069
ENSGALP00000041223	fgenesh2_pg.scaffold_154000074
ENSGALP00000001441	fgenesh2_pg.scaffold_155000002
ENSGALP00000041602	fgenesh2_pg.scaffold_155000043
ENSGALP00000012864	fgenesh2_pg.scaffold_155000065
ENSGALP00000006880	fgenesh2_pg.scaffold_155000068
ENSGALP00000042240	fgenesh2_pg.scaffold_155000068
ENSGALP00000002112	fgenesh2_pg.scaffold_155000096
ENSGALP00000001856	fgenesh2_pg.scaffold_155000101
ENSGALP00000041515	fgenesh2_pg.scaffold_155000104
ENSGALP00000042138	fgenesh2_pg.scaffold_155000105
ENSGALP00000040420	fgenesh2_pg.scaffold_156000007
ENSGALP00000024767	fgenesh2_pg.scaffold_156000050
ENSGALP00000008340	fgenesh2_pg.scaffold_156000051
ENSGALP00000033262	fgenesh2_pg.scaffold_156000051
ENSGALP00000001568	fgenesh2_pg.scaffold_156000051
ENSGALP00000003021	fgenesh2_pg.scaffold_156000051
ENSGALP00000022734	fgenesh2_pg.scaffold_156000060
ENSGALP00000016380	fgenesh2_pg.scaffold_156000083
ENSGALP00000037248	fgenesh2_pg.scaffold_156000087
ENSGALP00000023936	fgenesh2_pg.scaffold_156000094
ENSGALP00000013074	fgenesh2_pg.scaffold_157000014
ENSGALP00000006355	fgenesh2_pg.scaffold_157000022
ENSGALP00000013474	fgenesh2_pg.scaffold_157000028
ENSGALP00000031115	fgenesh2_pg.scaffold_157000033
ENSGALP00000001365	fgenesh2_pg.scaffold_157000045
ENSGALP00000027364	fgenesh2_pg.scaffold_157000052
ENSGALP00000042407	fgenesh2_pg.scaffold_157000061
ENSGALP00000030293	fgenesh2_pg.scaffold_157000061
ENSGALP00000040351	fgenesh2_pg.scaffold_157000061
ENSGALP00000039491	fgenesh2_pg.scaffold_157000062
ENSGALP00000006979	fgenesh2_pg.scaffold_157000071
ENSGALP00000003374	fgenesh2_pg.scaffold_157000086
ENSGALP00000000233	fgenesh2_pg.scaffold_157000095
ENSGALP00000008144	fgenesh2_pg.scaffold_157000100
ENSGALP00000041888	fgenesh2_pg.scaffold_157000101
ENSGALP00000041016	fgenesh2_pg.scaffold_158000010
ENSGALP00000026638	fgenesh2_pg.scaffold_158000017
ENSGALP00000019644	fgenesh2_pg.scaffold_158000055
ENSGALP00000001483	fgenesh2_pg.scaffold_158000056
ENSGALP00000039753	fgenesh2_pg.scaffold_158000064
ENSGALP00000011914	fgenesh2_pg.scaffold_158000071
ENSGALP00000010208	fgenesh2_pg.scaffold_159000034
ENSGALP00000041465	fgenesh2_pg.scaffold_159000045
ENSGALP00000038479	fgenesh2_pg.scaffold_159000049
ENSGALP00000003466	fgenesh2_pg.scaffold_159000049
ENSGALP00000041402	fgenesh2_pg.scaffold_159000049
ENSGALP00000011066	fgenesh2_pg.scaffold_159000067
ENSGALP00000010308	fgenesh2_pg.scaffold_159000068
ENSGALP00000003426	fgenesh2_pg.scaffold_159000073
ENSGALP00000033676	fgenesh2_pg.scaffold_159000098
ENSGALP00000006752	fgenesh2_pg.scaffold_159000101
ENSGALP00000025795	fgenesh2_pg.scaffold_160000007
ENSGALP00000024595	fgenesh2_pg.scaffold_160000018
ENSGALP00000021407	fgenesh2_pg.scaffold_160000024
ENSGALP00000037069	fgenesh2_pg.scaffold_160000024
ENSGALP00000017038	fgenesh2_pg.scaffold_160000033
ENSGALP00000040559	fgenesh2_pg.scaffold_160000040
ENSGALP00000023931	fgenesh2_pg.scaffold_160000042
ENSGALP00000025755	fgenesh2_pg.scaffold_160000107
ENSGALP00000032653	fgenesh2_pg.scaffold_160000109
ENSGALP00000026526	fgenesh2_pg.scaffold_160000114
ENSGALP00000025411	fgenesh2_pg.scaffold_160000116
ENSGALP00000000018	fgenesh2_pg.scaffold_160000116
ENSGALP00000022096	fgenesh2_pg.scaffold_161000010
ENSGALP00000036145	fgenesh2_pg.scaffold_161000012
ENSGALP00000027337	fgenesh2_pg.scaffold_161000030
ENSGALP00000007376	fgenesh2_pg.scaffold_161000046
ENSGALP00000011706	fgenesh2_pg.scaffold_161000072
ENSGALP00000013373	fgenesh2_pg.scaffold_161000073
ENSGALP00000036900	fgenesh2_pg.scaffold_161000079
ENSGALP00000013340	fgenesh2_pg.scaffold_161000083
ENSGALP00000005650	fgenesh2_pg.scaffold_161000087
ENSGALP00000019244	fgenesh2_pg.scaffold_162000025
ENSGALP00000040364	fgenesh2_pg.scaffold_162000044
ENSGALP00000033809	fgenesh2_pg.scaffold_163000010
ENSGALP00000007236	fgenesh2_pg.scaffold_163000016
ENSGALP00000014603	fgenesh2_pg.scaffold_163000017
ENSGALP00000023051	fgenesh2_pg.scaffold_163000020
ENSGALP00000011825	fgenesh2_pg.scaffold_163000021
ENSGALP00000011060	fgenesh2_pg.scaffold_164000013
ENSGALP00000004725	fgenesh2_pg.scaffold_164000022
ENSGALP00000019133	fgenesh2_pg.scaffold_164000024
ENSGALP00000023412	fgenesh2_pg.scaffold_164000028
ENSGALP00000025896	fgenesh2_pg.scaffold_164000029
ENSGALP00000013642	fgenesh2_pg.scaffold_164000044
ENSGALP00000008280	fgenesh2_pg.scaffold_164000047
ENSGALP00000015096	fgenesh2_pg.scaffold_164000053
ENSGALP00000014738	fgenesh2_pg.scaffold_165000021
ENSGALP00000000544	fgenesh2_pg.scaffold_165000021
ENSGALP00000025903	fgenesh2_pg.scaffold_165000021
ENSGALP00000016520	fgenesh2_pg.scaffold_165000021
ENSGALP00000040986	fgenesh2_pg.scaffold_165000021
ENSGALP00000010641	fgenesh2_pg.scaffold_165000026
ENSGALP00000027898	fgenesh2_pg.scaffold_165000039
ENSGALP00000027426	fgenesh2_pg.scaffold_165000056
ENSGALP00000001823	fgenesh2_pg.scaffold_165000081
ENSGALP00000013131	fgenesh2_pg.scaffold_165000081
ENSGALP00000021055	fgenesh2_pg.scaffold_165000092
ENSGALP00000039428	fgenesh2_pg.scaffold_165000096
ENSGALP00000040598	fgenesh2_pg.scaffold_165000098
ENSGALP00000018712	fgenesh2_pg.scaffold_166000018
ENSGALP00000014659	fgenesh2_pg.scaffold_166000021
ENSGALP00000006993	fgenesh2_pg.scaffold_166000022
ENSGALP00000043399	fgenesh2_pg.scaffold_166000022
ENSGALP00000040675	fgenesh2_pg.scaffold_166000022
ENSGALP00000004648	fgenesh2_pg.scaffold_166000037
ENSGALP00000000929	fgenesh2_pg.scaffold_166000045
ENSGALP00000036056	fgenesh2_pg.scaffold_166000057
ENSGALP00000012694	fgenesh2_pg.scaffold_166000060
ENSGALP00000026192	fgenesh2_pg.scaffold_166000064
ENSGALP00000035768	fgenesh2_pg.scaffold_166000069
ENSGALP00000040848	fgenesh2_pg.scaffold_166000075
ENSGALP00000010006	fgenesh2_pg.scaffold_166000079
ENSGALP00000036138	fgenesh2_pg.scaffold_166000081
ENSGALP00000010011	fgenesh2_pg.scaffold_166000081
ENSGALP00000001051	fgenesh2_pg.scaffold_166000082
ENSGALP00000023938	fgenesh2_pg.scaffold_166000082
ENSGALP00000042979	fgenesh2_pg.scaffold_166000084
ENSGALP00000024160	fgenesh2_pg.scaffold_166000090
ENSGALP00000020844	fgenesh2_pg.scaffold_167000004
ENSGALP00000020850	fgenesh2_pg.scaffold_167000007
ENSGALP00000023167	fgenesh2_pg.scaffold_167000016
ENSGALP00000000871	fgenesh2_pg.scaffold_167000034
ENSGALP00000012657	fgenesh2_pg.scaffold_167000034
ENSGALP00000019042	fgenesh2_pg.scaffold_167000036
ENSGALP00000009748	fgenesh2_pg.scaffold_167000047
ENSGALP00000019820	fgenesh2_pg.scaffold_167000061
ENSGALP00000019833	fgenesh2_pg.scaffold_167000062
ENSGALP00000021538	fgenesh2_pg.scaffold_167000067
ENSGALP00000012443	fgenesh2_pg.scaffold_167000080
ENSGALP00000010760	fgenesh2_pg.scaffold_167000082
ENSGALP00000040769	fgenesh2_pg.scaffold_167000085
ENSGALP00000025771	fgenesh2_pg.scaffold_167000087
ENSGALP00000036331	fgenesh2_pg.scaffold_167000105
ENSGALP00000003279	fgenesh2_pg.scaffold_167000105
ENSGALP00000040250	fgenesh2_pg.scaffold_167000105
ENSGALP00000037676	fgenesh2_pg.scaffold_168000004
ENSGALP00000041286	fgenesh2_pg.scaffold_168000023
ENSGALP00000001877	fgenesh2_pg.scaffold_168000038
ENSGALP00000002281	fgenesh2_pg.scaffold_168000042
ENSGALP00000042836	fgenesh2_pg.scaffold_168000047
ENSGALP00000010955	fgenesh2_pg.scaffold_168000062
ENSGALP00000021738	fgenesh2_pg.scaffold_169000005
ENSGALP00000043180	fgenesh2_pg.scaffold_169000010
ENSGALP00000014135	fgenesh2_pg.scaffold_169000036
ENSGALP00000006535	fgenesh2_pg.scaffold_169000061
ENSGALP00000007012	fgenesh2_pg.scaffold_169000063
ENSGALP00000027196	fgenesh2_pg.scaffold_169000065
ENSGALP00000034012	fgenesh2_pg.scaffold_169000068
ENSGALP00000023546	fgenesh2_pg.scaffold_169000072
ENSGALP00000009688	fgenesh2_pg.scaffold_170000002
ENSGALP00000033269	fgenesh2_pg.scaffold_170000020
ENSGALP00000042229	fgenesh2_pg.scaffold_170000020
ENSGALP00000033391	fgenesh2_pg.scaffold_170000020
ENSGALP00000041139	fgenesh2_pg.scaffold_170000020
ENSGALP00000039358	fgenesh2_pg.scaffold_170000020
ENSGALP00000024609	fgenesh2_pg.scaffold_170000023
ENSGALP00000026714	fgenesh2_pg.scaffold_170000023
ENSGALP00000041329	fgenesh2_pg.scaffold_170000023
ENSGALP00000007952	fgenesh2_pg.scaffold_170000029
ENSGALP00000000579	fgenesh2_pg.scaffold_170000046
ENSGALP00000036316	fgenesh2_pg.scaffold_170000047
ENSGALP00000026347	fgenesh2_pg.scaffold_170000058
ENSGALP00000026607	fgenesh2_pg.scaffold_170000066
ENSGALP00000017570	fgenesh2_pg.scaffold_171000002
ENSGALP00000011799	fgenesh2_pg.scaffold_171000007
ENSGALP00000039810	fgenesh2_pg.scaffold_171000067
ENSGALP00000042156	fgenesh2_pg.scaffold_172000008
ENSGALP00000038761	fgenesh2_pg.scaffold_172000011
ENSGALP00000042587	fgenesh2_pg.scaffold_172000018
ENSGALP00000024142	fgenesh2_pg.scaffold_172000063
ENSGALP00000028997	fgenesh2_pg.scaffold_172000069
ENSGALP00000020475	fgenesh2_pg.scaffold_173000007
ENSGALP00000042707	fgenesh2_pg.scaffold_173000024
ENSGALP00000021785	fgenesh2_pg.scaffold_173000024
ENSGALP00000022821	fgenesh2_pg.scaffold_174000005
ENSGALP00000002008	fgenesh2_pg.scaffold_174000005
ENSGALP00000032390	fgenesh2_pg.scaffold_174000011
ENSGALP00000011529	fgenesh2_pg.scaffold_174000016
ENSGALP00000023025	fgenesh2_pg.scaffold_174000054
ENSGALP00000000645	fgenesh2_pg.scaffold_174000065
ENSGALP00000022756	fgenesh2_pg.scaffold_174000069
ENSGALP00000026689	fgenesh2_pg.scaffold_174000070
ENSGALP00000041118	fgenesh2_pg.scaffold_174000073
ENSGALP00000003784	fgenesh2_pg.scaffold_174000083
ENSGALP00000001166	fgenesh2_pg.scaffold_175000006
ENSGALP00000043092	fgenesh2_pg.scaffold_175000015
ENSGALP00000035830	fgenesh2_pg.scaffold_175000015
ENSGALP00000015286	fgenesh2_pg.scaffold_175000015
ENSGALP00000013260	fgenesh2_pg.scaffold_175000015
ENSGALP00000028126	fgenesh2_pg.scaffold_175000015
ENSGALP00000031013	fgenesh2_pg.scaffold_175000022
ENSGALP00000026853	fgenesh2_pg.scaffold_175000023
ENSGALP00000005376	fgenesh2_pg.scaffold_175000025
ENSGALP00000041422	fgenesh2_pg.scaffold_175000031
ENSGALP00000024451	fgenesh2_pg.scaffold_175000035
ENSGALP00000008770	fgenesh2_pg.scaffold_175000043
ENSGALP00000004392	fgenesh2_pg.scaffold_175000048
ENSGALP00000040877	fgenesh2_pg.scaffold_175000054
ENSGALP00000043041	fgenesh2_pg.scaffold_175000056
ENSGALP00000013350	fgenesh2_pg.scaffold_175000062
ENSGALP00000020548	fgenesh2_pg.scaffold_175000062
ENSGALP00000032149	fgenesh2_pg.scaffold_175000063
ENSGALP00000022459	fgenesh2_pg.scaffold_176000013
ENSGALP00000041480	fgenesh2_pg.scaffold_176000014
ENSGALP00000001995	fgenesh2_pg.scaffold_176000027
ENSGALP00000042852	fgenesh2_pg.scaffold_176000032
ENSGALP00000039645	fgenesh2_pg.scaffold_176000043
ENSGALP00000041591	fgenesh2_pg.scaffold_176000049
ENSGALP00000022098	fgenesh2_pg.scaffold_176000055
ENSGALP00000023837	fgenesh2_pg.scaffold_176000063
ENSGALP00000025495	fgenesh2_pg.scaffold_176000066
ENSGALP00000027716	fgenesh2_pg.scaffold_176000077
ENSGALP00000024885	fgenesh2_pg.scaffold_176000086
ENSGALP00000042632	fgenesh2_pg.scaffold_177000006
ENSGALP00000033981	fgenesh2_pg.scaffold_177000008
ENSGALP00000041651	fgenesh2_pg.scaffold_177000011
ENSGALP00000030626	fgenesh2_pg.scaffold_177000013
ENSGALP00000041031	fgenesh2_pg.scaffold_177000017
ENSGALP00000020875	fgenesh2_pg.scaffold_177000019
ENSGALP00000016121	fgenesh2_pg.scaffold_177000037
ENSGALP00000002413	fgenesh2_pg.scaffold_177000050
ENSGALP00000041138	fgenesh2_pg.scaffold_177000052
ENSGALP00000009229	fgenesh2_pg.scaffold_177000058
ENSGALP00000018114	fgenesh2_pg.scaffold_177000066
ENSGALP00000021294	fgenesh2_pg.scaffold_177000068
ENSGALP00000021289	fgenesh2_pg.scaffold_177000077
ENSGALP00000035861	fgenesh2_pg.scaffold_177000082
ENSGALP00000018777	fgenesh2_pg.scaffold_177000087
ENSGALP00000032803	fgenesh2_pg.scaffold_177000088
ENSGALP00000011455	fgenesh2_pg.scaffold_178000001
ENSGALP00000008240	fgenesh2_pg.scaffold_178000004
ENSGALP00000007969	fgenesh2_pg.scaffold_178000006
ENSGALP00000009538	fgenesh2_pg.scaffold_178000014
ENSGALP00000000354	fgenesh2_pg.scaffold_178000028
ENSGALP00000007109	fgenesh2_pg.scaffold_178000032
ENSGALP00000034213	fgenesh2_pg.scaffold_178000034
ENSGALP00000018028	fgenesh2_pg.scaffold_179000003
ENSGALP00000009820	fgenesh2_pg.scaffold_179000003
ENSGALP00000019565	fgenesh2_pg.scaffold_179000009
ENSGALP00000023447	fgenesh2_pg.scaffold_179000054
ENSGALP00000027376	fgenesh2_pg.scaffold_180000015
ENSGALP00000029498	fgenesh2_pg.scaffold_180000015
ENSGALP00000013237	fgenesh2_pg.scaffold_180000015
ENSGALP00000027645	fgenesh2_pg.scaffold_180000056
ENSGALP00000019664	fgenesh2_pg.scaffold_180000074
ENSGALP00000009581	fgenesh2_pg.scaffold_181000004
ENSGALP00000024289	fgenesh2_pg.scaffold_181000005
ENSGALP00000043303	fgenesh2_pg.scaffold_181000007
ENSGALP00000007684	fgenesh2_pg.scaffold_181000010
ENSGALP00000043150	fgenesh2_pg.scaffold_181000040
ENSGALP00000025631	fgenesh2_pg.scaffold_181000044
ENSGALP00000037133	fgenesh2_pg.scaffold_182000015
ENSGALP00000006606	fgenesh2_pg.scaffold_182000037
ENSGALP00000000569	fgenesh2_pg.scaffold_182000037
ENSGALP00000005024	fgenesh2_pg.scaffold_182000037
ENSGALP00000008020	fgenesh2_pg.scaffold_182000041
ENSGALP00000037198	fgenesh2_pg.scaffold_183000008
ENSGALP00000008329	fgenesh2_pg.scaffold_183000009
ENSGALP00000022073	fgenesh2_pg.scaffold_183000010
ENSGALP00000009037	fgenesh2_pg.scaffold_183000013
ENSGALP00000040383	fgenesh2_pg.scaffold_183000020
ENSGALP00000033801	fgenesh2_pg.scaffold_183000026
ENSGALP00000030468	fgenesh2_pg.scaffold_183000029
ENSGALP00000036957	fgenesh2_pg.scaffold_183000031
ENSGALP00000021762	fgenesh2_pg.scaffold_183000032
ENSGALP00000008362	fgenesh2_pg.scaffold_183000045
ENSGALP00000021121	fgenesh2_pg.scaffold_183000069
ENSGALP00000041779	fgenesh2_pg.scaffold_183000107
ENSGALP00000009130	fgenesh2_pg.scaffold_184000003
ENSGALP00000042660	fgenesh2_pg.scaffold_184000032
ENSGALP00000004786	fgenesh2_pg.scaffold_184000033
ENSGALP00000030970	fgenesh2_pg.scaffold_184000042
ENSGALP00000031000	fgenesh2_pg.scaffold_184000046
ENSGALP00000025853	fgenesh2_pg.scaffold_184000062
ENSGALP00000041427	fgenesh2_pg.scaffold_185000011
ENSGALP00000041204	fgenesh2_pg.scaffold_185000019
ENSGALP00000002502	fgenesh2_pg.scaffold_185000027
ENSGALP00000015060	fgenesh2_pg.scaffold_185000031
ENSGALP00000017235	fgenesh2_pg.scaffold_185000037
ENSGALP00000041747	fgenesh2_pg.scaffold_185000039
ENSGALP00000043106	fgenesh2_pg.scaffold_185000043
ENSGALP00000043304	fgenesh2_pg.scaffold_185000054
ENSGALP00000037865	fgenesh2_pg.scaffold_185000054
ENSGALP00000025054	fgenesh2_pg.scaffold_185000060
ENSGALP00000009512	fgenesh2_pg.scaffold_185000084
ENSGALP00000027767	fgenesh2_pg.scaffold_185000084
