ENSGALP00000000002	SINCAM006085
ENSGALP00000036879	SINCAM003575
ENSGALP00000036880	SINCAM001154
ENSGALP00000036895	SINCAM001141
ENSGALP00000036897	SINCAM001955
ENSGALP00000036898	SINCAM015213
ENSGALP00000036900	SINCAM008502
ENSGALP00000036909	SINCAM003526
ENSGALP00000036915	SINCAM008509
ENSGALP00000036922	SINCAM900214
ENSGALP00000036925	SINCAM003790
ENSGALP00000036948	SINCAM008048
ENSGALP00000036952	SINCAM006760
ENSGALP00000036953	SINCAM014155
ENSGALP00000036957	SINCAM006761
ENSGALP00000036962	SINCAM921546
ENSGALP00000036963	SINCAM001945
ENSGALP00000036964	SINCAM000891
ENSGALP00000036966	SINCAM000008
ENSGALP00000036970	SINCAM017294
ENSGALP00000036972	SINCAM002192
ENSGALP00000036979	SINCAM012828
ENSGALP00000036990	SINCAM000112
ENSGALP00000036991	SINCAM006366
ENSGALP00000036996	SINCAM014732
ENSGALP00000037001	SINCAM011244
ENSGALP00000037005	SINCAM001960
ENSGALP00000037008	SINCAM920724
ENSGALP00000037011	SINCAM008301
ENSGALP00000037012	SINCAM006382
ENSGALP00000037020	SINCAM000082
ENSGALP00000037022	SINCAM001971
ENSGALP00000037032	SINCAM006388
ENSGALP00000037040	SINCAM000807
ENSGALP00000037046	SINCAM008291
ENSGALP00000037069	SINCAM001121
ENSGALP00000037074	SINCAM006419
ENSGALP00000037081	SINCAM001787
ENSGALP00000037084	SINCAM002039
ENSGALP00000037099	SINCAM014715
ENSGALP00000037100	SINCAM014716
ENSGALP00000037101	SINCAM006431
ENSGALP00000037103	SINCAM001105
ENSGALP00000037111	SINCAM000400
ENSGALP00000037124	SINCAM000410
ENSGALP00000037126	SINCAM921651
ENSGALP00000037144	SINCAM001009
ENSGALP00000037150	SINCAM002062
ENSGALP00000037153	SINCAM000829
ENSGALP00000037166	SINCAM003501
ENSGALP00000037167	SINCAM014823
ENSGALP00000037169	SINCAM014824
ENSGALP00000037170	SINCAM000840
ENSGALP00000037171	SINCAM003485
ENSGALP00000037183	SINCAM006759
ENSGALP00000037185	SINCAM014835
ENSGALP00000037199	SINCAM921548
ENSGALP00000037201	SINCAM003403
ENSGALP00000037202	SINCAM921139
ENSGALP00000037203	SINCAM002079
ENSGALP00000037209	SINCAM000320
ENSGALP00000037222	SINCAM000424
ENSGALP00000037229	SINCAM002094
ENSGALP00000037230	SINCAM013164
ENSGALP00000037232	SINCAM007499
ENSGALP00000037247	SINCAM005033
ENSGALP00000037248	SINCAM005036
ENSGALP00000037250	SINCAM007493
ENSGALP00000037252	SINCAM003687
ENSGALP00000037260	SINCAM005000
ENSGALP00000037320	SINCAM002106
ENSGALP00000037338	SINCAM002107
ENSGALP00000037340	SINCAM000820
ENSGALP00000037344	SINCAM006304
ENSGALP00000037357	SINCAM008233
ENSGALP00000037359	SINCAM005997
ENSGALP00000037366	SINCAM005103
ENSGALP00000037370	SINCAM922771
ENSGALP00000037374	SINCAM007515
ENSGALP00000037377	SINCAM005968
ENSGALP00000037382	SINCAM003786
ENSGALP00000037394	SINCAM013098
ENSGALP00000037396	SINCAM921204
ENSGALP00000037398	SINCAM014062
ENSGALP00000037404	SINCAM005044
ENSGALP00000037406	SINCAM003721
ENSGALP00000037408	SINCAM013093
ENSGALP00000037410	SINCAM921537
ENSGALP00000037426	SINCAM005448
ENSGALP00000037427	SINCAM001703
ENSGALP00000037431	SINCAM007640
ENSGALP00000037432	SINCAM007642
ENSGALP00000037434	SINCAM000968
ENSGALP00000037435	SINCAM000969
ENSGALP00000037437	SINCAM921026
ENSGALP00000037439	SINCAM921543
ENSGALP00000037440	SINCAM921265
ENSGALP00000037444	SINCAM014132
ENSGALP00000037454	SINCAM003880
ENSGALP00000037458	SINCAM000604
ENSGALP00000037460	SINCAM013114
ENSGALP00000037462	SINCAM920938
ENSGALP00000037463	SINCAM007468
ENSGALP00000037469	SINCAM012438
ENSGALP00000037470	SINCAM000602
ENSGALP00000037475	SINCAM003924
ENSGALP00000037478	SINCAM006281
ENSGALP00000037486	SINCAM011063
ENSGALP00000037490	SINCAM005525
ENSGALP00000037507	SINCAM005009
ENSGALP00000037522	SINCAM012689
ENSGALP00000037524	SINCAM014143
ENSGALP00000037526	SINCAM008455
ENSGALP00000037532	SINCAM922520
ENSGALP00000037537	SINCAM000918
ENSGALP00000037554	SINCAM922182
ENSGALP00000037556	SINCAM000905
ENSGALP00000037557	SINCAM920674
ENSGALP00000037559	SINCAM005425
ENSGALP00000037562	SINCAM005688
ENSGALP00000037563	SINCAM007451
ENSGALP00000037564	SINCAM012490
ENSGALP00000037575	SINCAM922186
ENSGALP00000037579	SINCAM011480
ENSGALP00000037584	SINCAM007354
ENSGALP00000037587	SINCAM012925
ENSGALP00000037588	SINCAM920482
ENSGALP00000037592	SINCAM005461
ENSGALP00000037597	SINCAM011484
ENSGALP00000037602	SINCAM922660
ENSGALP00000037606	SINCAM005767
ENSGALP00000037618	SINCAM921615
ENSGALP00000037625	SINCAM900016
ENSGALP00000037627	SINCAM007369
ENSGALP00000037628	SINCAM000809
ENSGALP00000037629	SINCAM000808
ENSGALP00000037639	SINCAM012565
ENSGALP00000037648	SINCAM000977
ENSGALP00000037652	SINCAM921614
ENSGALP00000037658	SINCAM001607
ENSGALP00000037663	SINCAM007225
ENSGALP00000037676	SINCAM012587
ENSGALP00000037677	SINCAM000240
ENSGALP00000037686	SINCAM012513
ENSGALP00000037700	SINCAM920605
ENSGALP00000037703	SINCAM005753
ENSGALP00000037704	SINCAM012577
ENSGALP00000037707	SINCAM012534
ENSGALP00000037713	SINCAM012543
ENSGALP00000037717	SINCAM013156
ENSGALP00000037718	SINCAM012539
ENSGALP00000037723	SINCAM005481
ENSGALP00000037725	SINCAM001216
ENSGALP00000037734	SINCAM008242
ENSGALP00000037746	SINCAM921418
ENSGALP00000037753	SINCAM005420
ENSGALP00000037767	SINCAM007194
ENSGALP00000037772	SINCAM003868
ENSGALP00000037775	SINCAM013060
ENSGALP00000037778	SINCAM000218
ENSGALP00000037794	SINCAM001234
ENSGALP00000037807	SINCAM013055
ENSGALP00000037814	SINCAM006730
ENSGALP00000037816	SINCAM920904
ENSGALP00000037819	SINCAM007213
ENSGALP00000037820	SINCAM920609
ENSGALP00000037829	SINCAM011460
ENSGALP00000037838	SINCAM003709
ENSGALP00000037846	SINCAM005784
ENSGALP00000037851	SINCAM007224
ENSGALP00000037856	SINCAM921447
ENSGALP00000037858	SINCAM921448
ENSGALP00000037865	SINCAM000694
ENSGALP00000037866	SINCAM007231
ENSGALP00000037868	SINCAM007999
ENSGALP00000037871	SINCAM921596
ENSGALP00000037877	SINCAM900105
ENSGALP00000037883	SINCAM007237
ENSGALP00000037893	SINCAM014462
ENSGALP00000037894	SINCAM001540
ENSGALP00000037896	SINCAM006709
ENSGALP00000037897	SINCAM006707
ENSGALP00000037899	SINCAM006705
ENSGALP00000037900	SINCAM006704
ENSGALP00000037901	SINCAM000649
ENSGALP00000037905	SINCAM016360
ENSGALP00000037906	SINCAM008016
ENSGALP00000037924	SINCAM006700
ENSGALP00000037925	SINCAM001533
ENSGALP00000037931	SINCAM010414
ENSGALP00000037940	SINCAM007255
ENSGALP00000037948	SINCAM013125
ENSGALP00000037954	SINCAM016171
ENSGALP00000037959	SINCAM013127
ENSGALP00000037962	SINCAM008034
ENSGALP00000037968	SINCAM006693
ENSGALP00000037969	SINCAM007794
ENSGALP00000037974	SINCAM007259
ENSGALP00000037976	SINCAM920617
ENSGALP00000037978	SINCAM922762
ENSGALP00000037982	SINCAM013130
ENSGALP00000037987	SINCAM005729
ENSGALP00000037994	SINCAM010305
ENSGALP00000037995	SINCAM005730
ENSGALP00000037996	SINCAM920459
ENSGALP00000037997	SINCAM000202
ENSGALP00000037999	SINCAM920621
ENSGALP00000038005	SINCAM001643
ENSGALP00000038010	SINCAM006684
ENSGALP00000038011	SINCAM920458
ENSGALP00000038012	SINCAM001642
ENSGALP00000038021	SINCAM010450
ENSGALP00000038022	SINCAM012695
ENSGALP00000038038	SINCAM001293
ENSGALP00000038041	SINCAM010411
ENSGALP00000038042	SINCAM005855
ENSGALP00000038052	SINCAM010514
ENSGALP00000038056	SINCAM010458
ENSGALP00000038058	SINCAM010456
ENSGALP00000038070	SINCAM008897
ENSGALP00000038072	SINCAM006021
ENSGALP00000038075	SINCAM006020
ENSGALP00000038087	SINCAM001311
ENSGALP00000038107	SINCAM007736
ENSGALP00000038108	SINCAM011962
ENSGALP00000038109	SINCAM005824
ENSGALP00000038111	SINCAM005826
ENSGALP00000038118	SINCAM009221
ENSGALP00000038121	SINCAM921516
ENSGALP00000038129	SINCAM007792
ENSGALP00000038130	SINCAM009222
ENSGALP00000038139	SINCAM001323
ENSGALP00000038155	SINCAM003624
ENSGALP00000038157	SINCAM004222
ENSGALP00000038158	SINCAM009227
ENSGALP00000038161	SINCAM009230
ENSGALP00000038166	SINCAM012602
ENSGALP00000038176	SINCAM012638
ENSGALP00000038179	SINCAM003636
ENSGALP00000038180	SINCAM001476
ENSGALP00000038183	SINCAM900018
ENSGALP00000038200	SINCAM011897
ENSGALP00000038209	SINCAM921453
ENSGALP00000038215	SINCAM900023
ENSGALP00000038228	SINCAM922215
ENSGALP00000038233	SINCAM017351
ENSGALP00000038234	SINCAM010999
ENSGALP00000038239	SINCAM010388
ENSGALP00000038251	SINCAM006873
ENSGALP00000038259	SINCAM008653
ENSGALP00000038260	SINCAM010914
ENSGALP00000038261	SINCAM005619
ENSGALP00000038267	SINCAM014795
ENSGALP00000038272	SINCAM011914
ENSGALP00000038276	SINCAM900036
ENSGALP00000038280	SINCAM017915
ENSGALP00000038287	SINCAM920898
ENSGALP00000038289	SINCAM006880
ENSGALP00000038290	SINCAM010925
ENSGALP00000038292	SINCAM900037
ENSGALP00000038293	SINCAM010927
ENSGALP00000038304	SINCAM009509
ENSGALP00000038307	SINCAM011910
ENSGALP00000038313	SINCAM013723
ENSGALP00000038316	SINCAM011921
ENSGALP00000038322	SINCAM007533
ENSGALP00000038330	SINCAM012520
ENSGALP00000038334	SINCAM013636
ENSGALP00000038337	SINCAM010948
ENSGALP00000038338	SINCAM922403
ENSGALP00000038340	SINCAM922053
ENSGALP00000038344	SINCAM000206
ENSGALP00000038347	SINCAM011876
ENSGALP00000038350	SINCAM922046
ENSGALP00000038351	SINCAM009516
ENSGALP00000038356	SINCAM012705
ENSGALP00000038357	SINCAM007313
ENSGALP00000038367	SINCAM010944
ENSGALP00000038373	SINCAM008738
ENSGALP00000038375	SINCAM008739
ENSGALP00000038376	SINCAM013543
ENSGALP00000038384	SINCAM900071
ENSGALP00000038397	SINCAM001514
ENSGALP00000038403	SINCAM921970
ENSGALP00000038404	SINCAM006083
ENSGALP00000038405	SINCAM011585
ENSGALP00000038408	SINCAM013688
ENSGALP00000038409	SINCAM001385
ENSGALP00000038411	SINCAM006079
ENSGALP00000038419	SINCAM921457
ENSGALP00000038424	SINCAM922549
ENSGALP00000038427	SINCAM007551
ENSGALP00000038429	SINCAM016283
ENSGALP00000038432	SINCAM010355
ENSGALP00000038435	SINCAM011942
ENSGALP00000038436	SINCAM008756
ENSGALP00000038437	SINCAM007550
ENSGALP00000038439	SINCAM922513
ENSGALP00000038446	SINCAM011939
ENSGALP00000038448	SINCAM000763
ENSGALP00000038449	SINCAM006076
ENSGALP00000038457	SINCAM013711
ENSGALP00000038461	SINCAM007543
ENSGALP00000038463	SINCAM922883
ENSGALP00000038479	SINCAM921226
ENSGALP00000038490	SINCAM012829
ENSGALP00000038496	SINCAM012659
ENSGALP00000038497	SINCAM011184
ENSGALP00000038507	SINCAM006890
ENSGALP00000038510	SINCAM006889
ENSGALP00000038511	SINCAM011535
ENSGALP00000038512	SINCAM006887
ENSGALP00000038513	SINCAM009115
ENSGALP00000038516	SINCAM920829
ENSGALP00000038523	SINCAM007537
ENSGALP00000038526	SINCAM009344
ENSGALP00000038530	SINCAM005819
ENSGALP00000038531	SINCAM012610
ENSGALP00000038541	SINCAM012612
ENSGALP00000038563	SINCAM005229
ENSGALP00000038570	SINCAM009136
ENSGALP00000038574	SINCAM003887
ENSGALP00000038578	SINCAM004152
ENSGALP00000038580	SINCAM921713
ENSGALP00000038587	SINCAM008015
ENSGALP00000038592	SINCAM921441
ENSGALP00000038593	SINCAM010322
ENSGALP00000038594	SINCAM013041
ENSGALP00000038601	SINCAM008615
ENSGALP00000038609	SINCAM007300
ENSGALP00000038611	SINCAM003766
ENSGALP00000038618	SINCAM011752
ENSGALP00000038622	SINCAM011076
ENSGALP00000038625	SINCAM005207
ENSGALP00000038626	SINCAM011545
ENSGALP00000038630	SINCAM011602
ENSGALP00000038632	SINCAM921262
ENSGALP00000038637	SINCAM922402
ENSGALP00000038639	SINCAM012941
ENSGALP00000038646	SINCAM003760
ENSGALP00000038654	SINCAM006634
ENSGALP00000038658	SINCAM008266
ENSGALP00000038659	SINCAM921909
ENSGALP00000038670	SINCAM011072
ENSGALP00000038671	SINCAM920932
ENSGALP00000038673	SINCAM005513
ENSGALP00000038677	SINCAM014409
ENSGALP00000038678	SINCAM014974
ENSGALP00000038684	SINCAM011592
ENSGALP00000038688	SINCAM009556
ENSGALP00000038691	SINCAM010952
ENSGALP00000038704	SINCAM012015
ENSGALP00000038731	SINCAM922318
ENSGALP00000038735	SINCAM009469
ENSGALP00000038745	SINCAM006510
ENSGALP00000038747	SINCAM003794
ENSGALP00000038750	SINCAM007586
ENSGALP00000038753	SINCAM011293
ENSGALP00000038755	SINCAM006833
ENSGALP00000038757	SINCAM007828
ENSGALP00000038761	SINCAM001372
ENSGALP00000038763	SINCAM011276
ENSGALP00000038764	SINCAM007933
ENSGALP00000038765	SINCAM008817
ENSGALP00000038766	SINCAM900146
ENSGALP00000038767	SINCAM007292
ENSGALP00000038774	SINCAM007934
ENSGALP00000038776	SINCAM011272
ENSGALP00000038778	SINCAM009566
ENSGALP00000038782	SINCAM011605
ENSGALP00000038786	SINCAM920647
ENSGALP00000038796	SINCAM922881
ENSGALP00000038797	SINCAM007580
ENSGALP00000038800	SINCAM010746
ENSGALP00000038821	SINCAM011615
ENSGALP00000038829	SINCAM013788
ENSGALP00000038831	SINCAM011363
ENSGALP00000038835	SINCAM921228
ENSGALP00000038838	SINCAM900152
ENSGALP00000038839	SINCAM010518
ENSGALP00000038843	SINCAM013789
ENSGALP00000038847	SINCAM009163
ENSGALP00000038852	SINCAM013075
ENSGALP00000038853	SINCAM008688
ENSGALP00000038858	SINCAM013640
ENSGALP00000038862	SINCAM001434
ENSGALP00000038869	SINCAM001431
ENSGALP00000038872	SINCAM007184
ENSGALP00000038876	SINCAM003933
ENSGALP00000038877	SINCAM007966
ENSGALP00000038878	SINCAM006545
ENSGALP00000038879	SINCAM010524
ENSGALP00000038883	SINCAM007182
ENSGALP00000038884	SINCAM008765
ENSGALP00000038885	SINCAM005141
ENSGALP00000038886	SINCAM005128
ENSGALP00000038896	SINCAM015317
ENSGALP00000038897	SINCAM006108
ENSGALP00000038899	SINCAM007181
ENSGALP00000038910	SINCAM006107
ENSGALP00000038914	SINCAM010531
ENSGALP00000038918	SINCAM011869
ENSGALP00000038921	SINCAM011385
ENSGALP00000038922	SINCAM010532
ENSGALP00000038925	SINCAM001390
ENSGALP00000038939	SINCAM015230
ENSGALP00000038943	SINCAM922695
ENSGALP00000038957	SINCAM922651
ENSGALP00000038958	SINCAM006102
ENSGALP00000038965	SINCAM007164
ENSGALP00000038966	SINCAM010803
ENSGALP00000038974	SINCAM921936
ENSGALP00000038976	SINCAM008809
ENSGALP00000038979	SINCAM921490
ENSGALP00000038984	SINCAM013502
ENSGALP00000038992	SINCAM005262
ENSGALP00000038993	SINCAM009201
ENSGALP00000038994	SINCAM922505
ENSGALP00000039002	SINCAM006099
ENSGALP00000039011	SINCAM011083
ENSGALP00000039012	SINCAM006463
ENSGALP00000039013	SINCAM001401
ENSGALP00000039014	SINCAM000883
ENSGALP00000039021	SINCAM013734
ENSGALP00000039023	SINCAM013740
ENSGALP00000039028	SINCAM010202
ENSGALP00000039032	SINCAM009173
ENSGALP00000039039	SINCAM922567
ENSGALP00000039044	SINCAM011084
ENSGALP00000039050	SINCAM009170
ENSGALP00000039053	SINCAM013430
ENSGALP00000039055	SINCAM006215
ENSGALP00000039064	SINCAM007723
ENSGALP00000039068	SINCAM922265
ENSGALP00000039071	SINCAM009928
ENSGALP00000039087	SINCAM012383
ENSGALP00000039107	SINCAM921515
ENSGALP00000039111	SINCAM010184
ENSGALP00000039128	SINCAM007143
ENSGALP00000039130	SINCAM010217
ENSGALP00000039133	SINCAM008793
ENSGALP00000039135	SINCAM911044
ENSGALP00000039140	SINCAM003641
ENSGALP00000039141	SINCAM011347
ENSGALP00000039149	SINCAM010603
ENSGALP00000039153	SINCAM006611
ENSGALP00000039156	SINCAM900265
ENSGALP00000039157	SINCAM013298
ENSGALP00000039158	SINCAM921419
ENSGALP00000039162	SINCAM011996
ENSGALP00000039164	SINCAM006014
ENSGALP00000039169	SINCAM900264
ENSGALP00000039176	SINCAM012586
ENSGALP00000039195	SINCAM005150
ENSGALP00000039196	SINCAM007740
ENSGALP00000039198	SINCAM011336
ENSGALP00000039205	SINCAM006935
ENSGALP00000039206	SINCAM010849
ENSGALP00000039213	SINCAM006940
ENSGALP00000039217	SINCAM922417
ENSGALP00000039219	SINCAM001067
ENSGALP00000039221	SINCAM003664
ENSGALP00000039229	SINCAM015154
ENSGALP00000039235	SINCAM922536
ENSGALP00000039237	SINCAM009997
ENSGALP00000039243	SINCAM007704
ENSGALP00000039246	SINCAM922702
ENSGALP00000039249	SINCAM922617
ENSGALP00000039257	SINCAM009183
ENSGALP00000039261	SINCAM921468
ENSGALP00000039265	SINCAM010668
ENSGALP00000039271	SINCAM016470
ENSGALP00000039286	SINCAM007747
ENSGALP00000039300	SINCAM921851
ENSGALP00000039305	SINCAM012301
ENSGALP00000039311	SINCAM007756
ENSGALP00000039313	SINCAM011724
ENSGALP00000039315	SINCAM012073
ENSGALP00000039316	SINCAM006186
ENSGALP00000039319	SINCAM005151
ENSGALP00000039322	SINCAM013230
ENSGALP00000039326	SINCAM013287
ENSGALP00000039332	SINCAM003386
ENSGALP00000039334	SINCAM009330
ENSGALP00000039341	SINCAM006955
ENSGALP00000039342	SINCAM013350
ENSGALP00000039343	SINCAM006956
ENSGALP00000039358	SINCAM005266
ENSGALP00000039359	SINCAM006162
ENSGALP00000039371	SINCAM011670
ENSGALP00000039376	SINCAM001804
ENSGALP00000039379	SINCAM922571
ENSGALP00000039387	SINCAM001005
ENSGALP00000039394	SINCAM010998
ENSGALP00000039399	SINCAM922247
ENSGALP00000039402	SINCAM009312
ENSGALP00000039406	SINCAM012397
ENSGALP00000039411	SINCAM922573
ENSGALP00000039428	SINCAM012101
ENSGALP00000039433	SINCAM009947
ENSGALP00000039434	SINCAM003829
ENSGALP00000039442	SINCAM011187
ENSGALP00000039444	SINCAM015226
ENSGALP00000039447	SINCAM007459
ENSGALP00000039455	SINCAM008750
ENSGALP00000039459	SINCAM005285
ENSGALP00000039467	SINCAM007777
ENSGALP00000039475	SINCAM011688
ENSGALP00000039479	SINCAM922508
ENSGALP00000039481	SINCAM922480
ENSGALP00000039491	SINCAM922510
ENSGALP00000039504	SINCAM003815
ENSGALP00000039522	SINCAM015001
ENSGALP00000039530	SINCAM010056
ENSGALP00000039532	SINCAM013252
ENSGALP00000039544	SINCAM921918
ENSGALP00000039547	SINCAM008568
ENSGALP00000039552	SINCAM011512
ENSGALP00000039553	SINCAM007876
ENSGALP00000039554	SINCAM921847
ENSGALP00000039556	SINCAM012184
ENSGALP00000039562	SINCAM921038
ENSGALP00000039568	SINCAM007849
ENSGALP00000039589	SINCAM921999
ENSGALP00000039597	SINCAM922560
ENSGALP00000039598	SINCAM001705
ENSGALP00000039603	SINCAM007862
ENSGALP00000039608	SINCAM011677
ENSGALP00000039613	SINCAM006256
ENSGALP00000039621	SINCAM008422
ENSGALP00000039622	SINCAM011785
ENSGALP00000039623	SINCAM013818
ENSGALP00000039626	SINCAM011055
ENSGALP00000039634	SINCAM003404
ENSGALP00000039641	SINCAM010606
ENSGALP00000039645	SINCAM921683
ENSGALP00000039646	SINCAM921492
ENSGALP00000039649	SINCAM008581
ENSGALP00000039652	SINCAM010637
ENSGALP00000039657	SINCAM008949
ENSGALP00000039672	SINCAM013801
ENSGALP00000039673	SINCAM009219
ENSGALP00000039675	SINCAM921751
ENSGALP00000039679	SINCAM004579
ENSGALP00000039682	SINCAM007854
ENSGALP00000039697	SINCAM017277
ENSGALP00000039699	SINCAM922658
ENSGALP00000039700	SINCAM007027
ENSGALP00000039704	SINCAM922385
ENSGALP00000039705	SINCAM007028
ENSGALP00000039708	SINCAM013568
ENSGALP00000039710	SINCAM921476
ENSGALP00000039712	SINCAM013809
ENSGALP00000039721	SINCAM008393
ENSGALP00000039722	SINCAM012299
ENSGALP00000039726	SINCAM922805
ENSGALP00000039730	SINCAM009259
ENSGALP00000039731	SINCAM013564
ENSGALP00000039734	SINCAM921747
ENSGALP00000039750	SINCAM010795
ENSGALP00000039752	SINCAM922657
ENSGALP00000039753	SINCAM018095
ENSGALP00000039755	SINCAM011579
ENSGALP00000039757	SINCAM014011
ENSGALP00000039758	SINCAM922282
ENSGALP00000039761	SINCAM922078
ENSGALP00000039765	SINCAM010790
ENSGALP00000039766	SINCAM009436
ENSGALP00000039776	SINCAM012831
ENSGALP00000039779	SINCAM922270
ENSGALP00000039780	SINCAM014290
ENSGALP00000039786	SINCAM008846
ENSGALP00000039789	SINCAM013676
ENSGALP00000039792	SINCAM006964
ENSGALP00000039796	SINCAM014012
ENSGALP00000039808	SINCAM013538
ENSGALP00000039809	SINCAM921750
ENSGALP00000039814	SINCAM010829
ENSGALP00000039827	SINCAM012261
ENSGALP00000039829	SINCAM012260
ENSGALP00000039842	SINCAM013921
ENSGALP00000039846	SINCAM009935
ENSGALP00000039853	SINCAM922327
ENSGALP00000039859	SINCAM011128
ENSGALP00000039860	SINCAM014275
ENSGALP00000039861	SINCAM922806
ENSGALP00000039863	SINCAM011857
ENSGALP00000039865	SINCAM011198
ENSGALP00000039872	SINCAM013593
ENSGALP00000039878	SINCAM017511
ENSGALP00000039879	SINCAM013592
ENSGALP00000039883	SINCAM007793
ENSGALP00000039886	SINCAM013981
ENSGALP00000039890	SINCAM007075
ENSGALP00000039891	SINCAM011027
ENSGALP00000039893	SINCAM007692
ENSGALP00000039900	SINCAM003342
ENSGALP00000039901	SINCAM007079
ENSGALP00000039903	SINCAM012356
ENSGALP00000039905	SINCAM008843
ENSGALP00000039912	SINCAM922531
ENSGALP00000039913	SINCAM014281
ENSGALP00000039922	SINCAM900247
ENSGALP00000039924	SINCAM016177
ENSGALP00000039927	SINCAM012273
ENSGALP00000039929	SINCAM922636
ENSGALP00000039931	SINCAM013545
ENSGALP00000039943	SINCAM010929
ENSGALP00000039948	SINCAM008873
ENSGALP00000039951	SINCAM011214
ENSGALP00000039953	SINCAM009507
ENSGALP00000039960	SINCAM014379
ENSGALP00000039974	SINCAM009084
ENSGALP00000039976	SINCAM014297
ENSGALP00000039978	SINCAM006915
ENSGALP00000039979	SINCAM009080
ENSGALP00000039995	SINCAM922036
ENSGALP00000040021	SINCAM009099
ENSGALP00000040027	SINCAM009497
ENSGALP00000040033	SINCAM017782
ENSGALP00000040036	SINCAM014005
ENSGALP00000040047	SINCAM009494
ENSGALP00000040051	SINCAM010020
ENSGALP00000040054	SINCAM008921
ENSGALP00000040060	SINCAM013540
ENSGALP00000040063	SINCAM013539
ENSGALP00000040065	SINCAM014026
ENSGALP00000040088	SINCAM921861
ENSGALP00000040101	SINCAM012981
ENSGALP00000040143	SINCAM015526
ENSGALP00000040167	SINCAM011408
ENSGALP00000040172	SINCAM011158
ENSGALP00000040176	SINCAM900232
ENSGALP00000040189	SINCAM921840
ENSGALP00000040190	SINCAM012951
ENSGALP00000040192	SINCAM921842
ENSGALP00000040195	SINCAM010090
ENSGALP00000040201	SINCAM000436
ENSGALP00000040207	SINCAM011144
ENSGALP00000040238	SINCAM007119
ENSGALP00000040240	SINCAM010096
ENSGALP00000040250	SINCAM011220
ENSGALP00000040258	SINCAM013184
ENSGALP00000040272	SINCAM011225
ENSGALP00000040278	SINCAM013860
ENSGALP00000040280	SINCAM013859
ENSGALP00000040321	SINCAM923036
ENSGALP00000040326	SINCAM013021
ENSGALP00000040331	SINCAM007087
ENSGALP00000040337	SINCAM011323
ENSGALP00000040351	SINCAM008974
ENSGALP00000040364	SINCAM015415
ENSGALP00000040376	SINCAM007033
ENSGALP00000040377	SINCAM922484
ENSGALP00000040383	SINCAM007034
ENSGALP00000040387	SINCAM006544
ENSGALP00000040409	SINCAM009392
ENSGALP00000040417	SINCAM012875
ENSGALP00000040420	SINCAM922456
ENSGALP00000040424	SINCAM009001
ENSGALP00000040427	SINCAM012878
ENSGALP00000040439	SINCAM012850
ENSGALP00000040443	SINCAM009361
ENSGALP00000040446	SINCAM010226
ENSGALP00000040452	SINCAM012731
ENSGALP00000040460	SINCAM012753
ENSGALP00000040466	SINCAM009440
ENSGALP00000040471	SINCAM012883
ENSGALP00000040476	SINCAM010049
ENSGALP00000040481	SINCAM014196
ENSGALP00000040486	SINCAM922367
ENSGALP00000040506	SINCAM922773
ENSGALP00000040523	SINCAM009369
ENSGALP00000040533	SINCAM011553
ENSGALP00000040546	SINCAM922208
ENSGALP00000040565	SINCAM922620
ENSGALP00000040567	SINCAM922640
ENSGALP00000040587	SINCAM921673
ENSGALP00000040598	SINCAM011757
ENSGALP00000040599	SINCAM013849
ENSGALP00000040600	SINCAM000816
ENSGALP00000040603	SINCAM002100
ENSGALP00000040604	SINCAM000679
ENSGALP00000040610	SINCAM014938
ENSGALP00000040618	SINCAM005014
ENSGALP00000040619	SINCAM005870
ENSGALP00000040621	SINCAM001276
ENSGALP00000040622	SINCAM922783
ENSGALP00000040624	SINCAM923078
ENSGALP00000040625	SINCAM007673
ENSGALP00000040631	SINCAM009593
ENSGALP00000040632	SINCAM004372
ENSGALP00000040633	SINCAM010661
ENSGALP00000040637	SINCAM011830
ENSGALP00000040638	SINCAM014382
ENSGALP00000040640	SINCAM922890
ENSGALP00000040641	SINCAM921239
ENSGALP00000040646	SINCAM922486
ENSGALP00000040648	SINCAM002006
ENSGALP00000040649	SINCAM005413
ENSGALP00000040651	SINCAM001381
ENSGALP00000040653	SINCAM015192
ENSGALP00000040655	SINCAM003675
ENSGALP00000040656	SINCAM007995
ENSGALP00000040658	SINCAM012747
ENSGALP00000040661	SINCAM015556
ENSGALP00000040662	SINCAM920812
ENSGALP00000040663	SINCAM015546
ENSGALP00000040665	SINCAM000764
ENSGALP00000040666	SINCAM001692
ENSGALP00000040670	SINCAM012658
ENSGALP00000040671	SINCAM003735
ENSGALP00000040674	SINCAM920495
ENSGALP00000040677	SINCAM008240
ENSGALP00000040682	SINCAM013138
ENSGALP00000040685	SINCAM013448
ENSGALP00000040688	SINCAM923010
ENSGALP00000040689	SINCAM014880
ENSGALP00000040690	SINCAM013555
ENSGALP00000040691	SINCAM010153
ENSGALP00000040695	SINCAM008959
ENSGALP00000040698	SINCAM006240
ENSGALP00000040702	SINCAM009438
ENSGALP00000040703	SINCAM922400
ENSGALP00000040704	SINCAM000063
ENSGALP00000040705	SINCAM003750
ENSGALP00000040708	SINCAM922821
ENSGALP00000040709	SINCAM010180
ENSGALP00000040714	SINCAM922392
ENSGALP00000040716	SINCAM002137
ENSGALP00000040717	SINCAM011751
ENSGALP00000040718	SINCAM003835
ENSGALP00000040720	SINCAM012882
ENSGALP00000040722	SINCAM013842
ENSGALP00000040723	SINCAM002312
ENSGALP00000040726	SINCAM001392
