ENSACAP00000000005	SINCAM006024
ENSACAP00000016711	SINCAM003297
ENSACAP00000016713	SINCAM009943
ENSACAP00000016714	SINCAM012392
ENSACAP00000016716	SINCAM013420
ENSACAP00000016718	SINCAM008706
ENSACAP00000016721	SINCAM005396
ENSACAP00000016722	SINCAM012388
ENSACAP00000016725	SINCAM922702
ENSACAP00000016726	SINCAM006747
ENSACAP00000016729	SINCAM003296
ENSACAP00000016730	SINCAM005555
ENSACAP00000016731	SINCAM013299
ENSACAP00000016732	SINCAM920455
ENSACAP00000016733	SINCAM012882
ENSACAP00000016734	SINCAM922577
ENSACAP00000016735	SINCAM005958
ENSACAP00000016736	SINCAM005959
ENSACAP00000016738	SINCAM008509
ENSACAP00000016739	SINCAM009740
ENSACAP00000016741	SINCAM012881
ENSACAP00000016742	SINCAM010451
ENSACAP00000016746	SINCAM008033
ENSACAP00000016747	SINCAM922848
ENSACAP00000016750	SINCAM922803
ENSACAP00000016751	SINCAM004356
ENSACAP00000016752	SINCAM921123
ENSACAP00000016753	SINCAM004357
ENSACAP00000016755	SINCAM921524
ENSACAP00000016756	SINCAM009108
ENSACAP00000016757	SINCAM014173
ENSACAP00000016758	SINCAM011885
ENSACAP00000016759	SINCAM005240
ENSACAP00000016761	SINCAM006746
ENSACAP00000016762	SINCAM010452
ENSACAP00000016763	SINCAM007262
ENSACAP00000016764	SINCAM920897
ENSACAP00000016765	SINCAM006745
ENSACAP00000016766	SINCAM006744
ENSACAP00000016767	SINCAM004358
ENSACAP00000016769	SINCAM921308
ENSACAP00000016770	SINCAM010625
ENSACAP00000016771	SINCAM014313
ENSACAP00000016772	SINCAM005388
ENSACAP00000016774	SINCAM011834
ENSACAP00000016775	SINCAM009107
ENSACAP00000016777	SINCAM014792
ENSACAP00000016778	SINCAM008508
ENSACAP00000016780	SINCAM921599
ENSACAP00000016781	SINCAM014474
ENSACAP00000016782	SINCAM004372
ENSACAP00000016783	SINCAM006743
ENSACAP00000016784	SINCAM002774
ENSACAP00000016785	SINCAM012874
ENSACAP00000016789	SINCAM014549
ENSACAP00000016791	SINCAM010454
ENSACAP00000016793	SINCAM921600
ENSACAP00000016795	SINCAM922701
ENSACAP00000016799	SINCAM922751
ENSACAP00000016800	SINCAM002043
ENSACAP00000016801	SINCAM014419
ENSACAP00000016803	SINCAM005568
ENSACAP00000016806	SINCAM012865
ENSACAP00000016808	SINCAM010455
ENSACAP00000016810	SINCAM013298
ENSACAP00000016812	SINCAM003293
ENSACAP00000016814	SINCAM922700
ENSACAP00000016815	SINCAM013297
ENSACAP00000016816	SINCAM007260
ENSACAP00000016817	SINCAM012914
ENSACAP00000016818	SINCAM922511
ENSACAP00000016819	SINCAM006742
ENSACAP00000016820	SINCAM007934
ENSACAP00000016822	SINCAM006158
ENSACAP00000016824	SINCAM920571
ENSACAP00000016825	SINCAM005509
ENSACAP00000016826	SINCAM922336
ENSACAP00000016827	SINCAM922319
ENSACAP00000016828	SINCAM012196
ENSACAP00000016829	SINCAM013229
ENSACAP00000016831	SINCAM008510
ENSACAP00000016832	SINCAM014791
ENSACAP00000016837	SINCAM006696
ENSACAP00000016838	SINCAM009106
ENSACAP00000016840	SINCAM006156
ENSACAP00000016841	SINCAM013228
ENSACAP00000016843	SINCAM922617
ENSACAP00000016846	SINCAM014015
ENSACAP00000016847	SINCAM007259
ENSACAP00000016848	SINCAM005569
ENSACAP00000016849	SINCAM014013
ENSACAP00000016850	SINCAM922756
ENSACAP00000016854	SINCAM006739
ENSACAP00000016855	SINCAM005572
ENSACAP00000016857	SINCAM001000
ENSACAP00000016859	SINCAM013657
ENSACAP00000016860	SINCAM014852
ENSACAP00000016862	SINCAM008602
ENSACAP00000016865	SINCAM006157
ENSACAP00000016866	SINCAM014853
ENSACAP00000016867	SINCAM014012
ENSACAP00000016870	SINCAM006004
ENSACAP00000016871	SINCAM006154
ENSACAP00000016872	SINCAM014153
ENSACAP00000016873	SINCAM007258
ENSACAP00000016876	SINCAM922479
ENSACAP00000016877	SINCAM010456
ENSACAP00000016880	SINCAM013293
ENSACAP00000016881	SINCAM013243
ENSACAP00000016882	SINCAM014464
ENSACAP00000016884	SINCAM013244
ENSACAP00000016885	SINCAM013400
ENSACAP00000016889	SINCAM007746
ENSACAP00000016894	SINCAM922632
ENSACAP00000016896	SINCAM013401
ENSACAP00000016897	SINCAM010672
ENSACAP00000016898	SINCAM009067
ENSACAP00000016899	SINCAM013931
ENSACAP00000016903	SINCAM013402
ENSACAP00000016904	SINCAM014465
ENSACAP00000016905	SINCAM013241
ENSACAP00000016906	SINCAM010459
ENSACAP00000016907	SINCAM009954
ENSACAP00000016913	SINCAM014616
ENSACAP00000016915	SINCAM015211
ENSACAP00000016921	SINCAM014152
ENSACAP00000016922	SINCAM010408
ENSACAP00000016923	SINCAM009066
ENSACAP00000016925	SINCAM014752
ENSACAP00000016926	SINCAM007256
ENSACAP00000016927	SINCAM008515
ENSACAP00000016930	SINCAM006784
ENSACAP00000016933	SINCAM015514
ENSACAP00000016934	SINCAM009064
ENSACAP00000016937	SINCAM009060
ENSACAP00000016943	SINCAM921611
ENSACAP00000016945	SINCAM009093
ENSACAP00000016947	SINCAM007918
ENSACAP00000016948	SINCAM922633
ENSACAP00000016949	SINCAM014150
ENSACAP00000016952	SINCAM006695
ENSACAP00000016953	SINCAM007919
ENSACAP00000016954	SINCAM016596
ENSACAP00000016956	SINCAM009666
ENSACAP00000016958	SINCAM016015
ENSACAP00000016960	SINCAM921691
ENSACAP00000016965	SINCAM006694
ENSACAP00000016966	SINCAM008819
ENSACAP00000016969	SINCAM013491
ENSACAP00000016971	SINCAM006693
ENSACAP00000016976	SINCAM006692
ENSACAP00000016977	SINCAM014483
ENSACAP00000016978	SINCAM008475
ENSACAP00000016980	SINCAM005574
ENSACAP00000016981	SINCAM009092
ENSACAP00000016982	SINCAM008477
ENSACAP00000016983	SINCAM008917
ENSACAP00000016984	SINCAM005565
ENSACAP00000016986	SINCAM015819
ENSACAP00000016988	SINCAM005201
ENSACAP00000016989	SINCAM009091
ENSACAP00000016992	SINCAM009090
ENSACAP00000016996	SINCAM008918
ENSACAP00000016997	SINCAM008478
ENSACAP00000016999	SINCAM007252
ENSACAP00000017000	SINCAM014787
ENSACAP00000017001	SINCAM007774
ENSACAP00000017005	SINCAM009089
ENSACAP00000017006	SINCAM008479
ENSACAP00000017009	SINCAM922470
ENSACAP00000017011	SINCAM014451
ENSACAP00000017012	SINCAM007251
ENSACAP00000017014	SINCAM009057
ENSACAP00000017016	SINCAM008968
ENSACAP00000017019	SINCAM006690
ENSACAP00000017023	SINCAM005561
ENSACAP00000017026	SINCAM003431
ENSACAP00000017031	SINCAM921522
ENSACAP00000017032	SINCAM008480
ENSACAP00000017035	SINCAM000927
ENSACAP00000017036	SINCAM014456
ENSACAP00000017037	SINCAM003432
ENSACAP00000017038	SINCAM001705
ENSACAP00000017039	SINCAM012387
ENSACAP00000017040	SINCAM005559
ENSACAP00000017043	SINCAM007249
ENSACAP00000017047	SINCAM008481
ENSACAP00000017052	SINCAM014459
ENSACAP00000017053	SINCAM014556
ENSACAP00000017059	SINCAM014856
ENSACAP00000017060	SINCAM003260
ENSACAP00000017062	SINCAM012368
ENSACAP00000017063	SINCAM008923
ENSACAP00000017064	SINCAM921111
ENSACAP00000017065	SINCAM013525
ENSACAP00000017071	SINCAM005558
ENSACAP00000017072	SINCAM000929
ENSACAP00000017076	SINCAM003259
ENSACAP00000017077	SINCAM013526
ENSACAP00000017078	SINCAM008924
ENSACAP00000017080	SINCAM900288
ENSACAP00000017081	SINCAM008485
ENSACAP00000017082	SINCAM012367
ENSACAP00000017086	SINCAM007245
ENSACAP00000017089	SINCAM012960
ENSACAP00000017090	SINCAM000930
ENSACAP00000017091	SINCAM006689
ENSACAP00000017093	SINCAM011400
ENSACAP00000017094	SINCAM000931
ENSACAP00000017095	SINCAM013663
ENSACAP00000017096	SINCAM920551
ENSACAP00000017099	SINCAM005557
ENSACAP00000017100	SINCAM003240
ENSACAP00000017101	SINCAM005567
ENSACAP00000017105	SINCAM002166
ENSACAP00000017110	SINCAM008486
ENSACAP00000017111	SINCAM922206
ENSACAP00000017116	SINCAM012366
ENSACAP00000017119	SINCAM014858
ENSACAP00000017120	SINCAM000934
ENSACAP00000017124	SINCAM013528
ENSACAP00000017126	SINCAM003257
ENSACAP00000017127	SINCAM007243
ENSACAP00000017128	SINCAM014743
ENSACAP00000017130	SINCAM013683
ENSACAP00000017131	SINCAM000898
ENSACAP00000017133	SINCAM000897
ENSACAP00000017135	SINCAM010729
ENSACAP00000017137	SINCAM922204
ENSACAP00000017139	SINCAM003256
ENSACAP00000017140	SINCAM006685
ENSACAP00000017141	SINCAM014744
ENSACAP00000017145	SINCAM923085
ENSACAP00000017147	SINCAM012377
ENSACAP00000017150	SINCAM003254
ENSACAP00000017151	SINCAM008487
ENSACAP00000017152	SINCAM005566
ENSACAP00000017155	SINCAM000895
ENSACAP00000017156	SINCAM012692
ENSACAP00000017158	SINCAM006684
ENSACAP00000017159	SINCAM015989
ENSACAP00000017160	SINCAM013575
ENSACAP00000017162	SINCAM922569
ENSACAP00000017165	SINCAM009793
ENSACAP00000017166	SINCAM015461
ENSACAP00000017167	SINCAM011052
ENSACAP00000017169	SINCAM015664
ENSACAP00000017174	SINCAM012382
ENSACAP00000017175	SINCAM921884
ENSACAP00000017177	SINCAM008488
ENSACAP00000017178	SINCAM012381
ENSACAP00000017180	SINCAM015006
ENSACAP00000017182	SINCAM009912
ENSACAP00000017183	SINCAM007738
ENSACAP00000017185	SINCAM002169
ENSACAP00000017189	SINCAM013691
ENSACAP00000017190	SINCAM921883
ENSACAP00000017191	SINCAM921882
ENSACAP00000017192	SINCAM013287
ENSACAP00000017193	SINCAM002171
ENSACAP00000017194	SINCAM007241
ENSACAP00000017195	SINCAM012379
ENSACAP00000017196	SINCAM003773
ENSACAP00000017197	SINCAM011509
ENSACAP00000017199	SINCAM005760
ENSACAP00000017200	SINCAM002173
ENSACAP00000017201	SINCAM001673
ENSACAP00000017204	SINCAM011558
ENSACAP00000017205	SINCAM005580
ENSACAP00000017206	SINCAM012904
ENSACAP00000017207	SINCAM015896
ENSACAP00000017208	SINCAM015897
ENSACAP00000017209	SINCAM922462
ENSACAP00000017210	SINCAM015388
ENSACAP00000017211	SINCAM007239
ENSACAP00000017212	SINCAM012378
ENSACAP00000017213	SINCAM002174
ENSACAP00000017214	SINCAM007238
ENSACAP00000017215	SINCAM007237
ENSACAP00000017219	SINCAM920566
ENSACAP00000017224	SINCAM007236
ENSACAP00000017225	SINCAM007234
ENSACAP00000017228	SINCAM014750
ENSACAP00000017230	SINCAM002175
ENSACAP00000017231	SINCAM011512
ENSACAP00000017233	SINCAM920680
ENSACAP00000017234	SINCAM005581
ENSACAP00000017235	SINCAM005629
ENSACAP00000017237	SINCAM000984
ENSACAP00000017240	SINCAM000985
ENSACAP00000017241	SINCAM013370
ENSACAP00000017246	SINCAM017246
ENSACAP00000017248	SINCAM002460
ENSACAP00000017250	SINCAM007233
ENSACAP00000017252	SINCAM005582
ENSACAP00000017256	SINCAM012665
ENSACAP00000017258	SINCAM000986
ENSACAP00000017259	SINCAM012666
ENSACAP00000017260	SINCAM011513
ENSACAP00000017262	SINCAM013369
ENSACAP00000017263	SINCAM000830
ENSACAP00000017265	SINCAM007232
ENSACAP00000017266	SINCAM001762
ENSACAP00000017267	SINCAM001689
ENSACAP00000017269	SINCAM900181
ENSACAP00000017270	SINCAM012375
ENSACAP00000017271	SINCAM006236
ENSACAP00000017275	SINCAM012374
ENSACAP00000017276	SINCAM012653
ENSACAP00000017277	SINCAM921985
ENSACAP00000017279	SINCAM005583
ENSACAP00000017280	SINCAM011402
ENSACAP00000017281	SINCAM013433
ENSACAP00000017283	SINCAM013434
ENSACAP00000017285	SINCAM007231
ENSACAP00000017286	SINCAM012662
ENSACAP00000017287	SINCAM011559
ENSACAP00000017290	SINCAM923117
ENSACAP00000017291	SINCAM921984
ENSACAP00000017292	SINCAM900182
ENSACAP00000017295	SINCAM013555
ENSACAP00000017296	SINCAM007229
ENSACAP00000017297	SINCAM001679
ENSACAP00000017300	SINCAM012652
ENSACAP00000017302	SINCAM001680
ENSACAP00000017303	SINCAM012660
ENSACAP00000017305	SINCAM011444
ENSACAP00000017308	SINCAM012659
ENSACAP00000017310	SINCAM009434
ENSACAP00000017311	SINCAM920726
ENSACAP00000017313	SINCAM005584
ENSACAP00000017314	SINCAM012658
ENSACAP00000017316	SINCAM001682
ENSACAP00000017317	SINCAM922047
ENSACAP00000017318	SINCAM006174
ENSACAP00000017320	SINCAM004889
ENSACAP00000017321	SINCAM011563
ENSACAP00000017322	SINCAM001990
ENSACAP00000017326	SINCAM001683
ENSACAP00000017327	SINCAM009523
ENSACAP00000017328	SINCAM900184
ENSACAP00000017329	SINCAM012657
ENSACAP00000017330	SINCAM001684
ENSACAP00000017333	SINCAM920668
ENSACAP00000017336	SINCAM004280
ENSACAP00000017337	SINCAM921973
ENSACAP00000017338	SINCAM015736
ENSACAP00000017344	SINCAM008969
ENSACAP00000017345	SINCAM900185
ENSACAP00000017346	SINCAM922202
ENSACAP00000017350	SINCAM921761
ENSACAP00000017351	SINCAM013114
ENSACAP00000017352	SINCAM012656
ENSACAP00000017353	SINCAM003878
ENSACAP00000017354	SINCAM921760
ENSACAP00000017355	SINCAM011568
ENSACAP00000017356	SINCAM900188
ENSACAP00000017357	SINCAM921759
ENSACAP00000017358	SINCAM922729
ENSACAP00000017359	SINCAM922464
ENSACAP00000017361	SINCAM004888
ENSACAP00000017362	SINCAM011567
ENSACAP00000017365	SINCAM900189
ENSACAP00000017366	SINCAM008979
ENSACAP00000017367	SINCAM012655
ENSACAP00000017368	SINCAM008980
ENSACAP00000017370	SINCAM004887
ENSACAP00000017372	SINCAM001687
ENSACAP00000017374	SINCAM012654
ENSACAP00000017375	SINCAM006153
ENSACAP00000017376	SINCAM008981
ENSACAP00000017377	SINCAM922197
ENSACAP00000017380	SINCAM001688
ENSACAP00000017382	SINCAM001880
ENSACAP00000017383	SINCAM001879
ENSACAP00000017384	SINCAM004886
ENSACAP00000017385	SINCAM008982
ENSACAP00000017386	SINCAM002258
ENSACAP00000017389	SINCAM922458
ENSACAP00000017390	SINCAM002257
ENSACAP00000017391	SINCAM922201
ENSACAP00000017392	SINCAM001878
ENSACAP00000017393	SINCAM013871
ENSACAP00000017394	SINCAM900190
ENSACAP00000017395	SINCAM004885
ENSACAP00000017396	SINCAM007484
ENSACAP00000017397	SINCAM921769
ENSACAP00000017398	SINCAM920701
ENSACAP00000017402	SINCAM922200
ENSACAP00000017404	SINCAM006460
ENSACAP00000017406	SINCAM921274
ENSACAP00000017407	SINCAM013872
ENSACAP00000017408	SINCAM003187
ENSACAP00000017410	SINCAM011906
ENSACAP00000017411	SINCAM921104
ENSACAP00000017412	SINCAM922229
ENSACAP00000017414	SINCAM922199
ENSACAP00000017415	SINCAM011566
ENSACAP00000017419	SINCAM900261
ENSACAP00000017420	SINCAM000987
ENSACAP00000017421	SINCAM001822
ENSACAP00000017422	SINCAM005338
ENSACAP00000017423	SINCAM000989
ENSACAP00000017424	SINCAM922710
ENSACAP00000017426	SINCAM920689
ENSACAP00000017428	SINCAM922198
ENSACAP00000017429	SINCAM013912
ENSACAP00000017433	SINCAM011573
ENSACAP00000017434	SINCAM002781
ENSACAP00000017435	SINCAM001823
ENSACAP00000017437	SINCAM012612
ENSACAP00000017438	SINCAM003186
ENSACAP00000017442	SINCAM001754
ENSACAP00000017444	SINCAM013913
ENSACAP00000017446	SINCAM012611
ENSACAP00000017448	SINCAM011574
ENSACAP00000017449	SINCAM011577
ENSACAP00000017450	SINCAM012610
ENSACAP00000017451	SINCAM003185
ENSACAP00000017452	SINCAM004151
ENSACAP00000017453	SINCAM012768
ENSACAP00000017455	SINCAM011578
ENSACAP00000017456	SINCAM001824
ENSACAP00000017457	SINCAM012648
ENSACAP00000017459	SINCAM001826
ENSACAP00000017461	SINCAM005735
ENSACAP00000017463	SINCAM922726
ENSACAP00000017464	SINCAM922165
ENSACAP00000017465	SINCAM000991
ENSACAP00000017466	SINCAM922228
ENSACAP00000017467	SINCAM922227
ENSACAP00000017469	SINCAM013723
ENSACAP00000017470	SINCAM922444
ENSACAP00000017472	SINCAM922657
ENSACAP00000017473	SINCAM000993
ENSACAP00000017476	SINCAM007935
ENSACAP00000017477	SINCAM013625
ENSACAP00000017478	SINCAM920562
ENSACAP00000017479	SINCAM922593
ENSACAP00000017480	SINCAM011531
ENSACAP00000017481	SINCAM009294
ENSACAP00000017486	SINCAM013639
ENSACAP00000017487	SINCAM000865
ENSACAP00000017488	SINCAM013806
ENSACAP00000017490	SINCAM011548
ENSACAP00000017491	SINCAM000866
ENSACAP00000017492	SINCAM009030
ENSACAP00000017494	SINCAM013805
ENSACAP00000017495	SINCAM009021
ENSACAP00000017496	SINCAM009020
ENSACAP00000017497	SINCAM004438
ENSACAP00000017498	SINCAM012930
ENSACAP00000017499	SINCAM009019
ENSACAP00000017500	SINCAM014941
ENSACAP00000017501	SINCAM000867
ENSACAP00000017504	SINCAM008844
ENSACAP00000017506	SINCAM015041
ENSACAP00000017509	SINCAM009016
ENSACAP00000017510	SINCAM921764
ENSACAP00000017511	SINCAM017532
ENSACAP00000017513	SINCAM009041
ENSACAP00000017514	SINCAM000870
ENSACAP00000017515	SINCAM007032
ENSACAP00000017516	SINCAM000871
ENSACAP00000017517	SINCAM006964
ENSACAP00000017518	SINCAM920548
ENSACAP00000017523	SINCAM921786
ENSACAP00000017526	SINCAM003077
ENSACAP00000017529	SINCAM000872
ENSACAP00000017535	SINCAM921712
ENSACAP00000017536	SINCAM009036
ENSACAP00000017541	SINCAM009037
ENSACAP00000017543	SINCAM009039
ENSACAP00000017549	SINCAM921766
ENSACAP00000017551	SINCAM009055
ENSACAP00000017555	SINCAM921754
ENSACAP00000017556	SINCAM008955
ENSACAP00000017557	SINCAM921755
ENSACAP00000017559	SINCAM004109
ENSACAP00000017560	SINCAM004108
ENSACAP00000017561	SINCAM002746
ENSACAP00000017562	SINCAM016317
ENSACAP00000017563	SINCAM921251
ENSACAP00000017566	SINCAM009054
ENSACAP00000017567	SINCAM921112
ENSACAP00000017570	SINCAM003113
ENSACAP00000017572	SINCAM004107
ENSACAP00000017574	SINCAM004106
ENSACAP00000017575	SINCAM008911
ENSACAP00000017576	SINCAM921253
ENSACAP00000017577	SINCAM002744
ENSACAP00000017578	SINCAM008910
ENSACAP00000017579	SINCAM921252
ENSACAP00000017580	SINCAM002743
ENSACAP00000017581	SINCAM008909
ENSACAP00000017582	SINCAM004120
ENSACAP00000017583	SINCAM016483
ENSACAP00000017585	SINCAM002740
ENSACAP00000017586	SINCAM007952
ENSACAP00000017587	SINCAM004119
ENSACAP00000017591	SINCAM922860
ENSACAP00000017595	SINCAM004116
ENSACAP00000017600	SINCAM900223
ENSACAP00000017602	SINCAM002809
ENSACAP00000017603	SINCAM002440
ENSACAP00000017605	SINCAM002438
ENSACAP00000017606	SINCAM013352
ENSACAP00000017607	SINCAM008208
ENSACAP00000017608	SINCAM002436
ENSACAP00000017609	SINCAM013351
ENSACAP00000017610	SINCAM002435
ENSACAP00000017611	SINCAM008207
ENSACAP00000017612	SINCAM013292
ENSACAP00000017613	SINCAM008206
ENSACAP00000017614	SINCAM921384
ENSACAP00000017615	SINCAM009526
ENSACAP00000017616	SINCAM900224
ENSACAP00000017617	SINCAM008205
ENSACAP00000017618	SINCAM921975
ENSACAP00000017619	SINCAM010752
ENSACAP00000017620	SINCAM009532
ENSACAP00000017621	SINCAM013291
ENSACAP00000017622	SINCAM018040
ENSACAP00000017623	SINCAM009533
ENSACAP00000017625	SINCAM922936
ENSACAP00000017627	SINCAM921356
ENSACAP00000017628	SINCAM006704
ENSACAP00000017629	SINCAM013289
ENSACAP00000017632	SINCAM006705
ENSACAP00000017634	SINCAM922780
ENSACAP00000017636	SINCAM006709
ENSACAP00000017639	SINCAM006711
ENSACAP00000017640	SINCAM006712
ENSACAP00000017642	SINCAM004639
ENSACAP00000017643	SINCAM013529
ENSACAP00000017645	SINCAM013397
ENSACAP00000017648	SINCAM012105
ENSACAP00000017650	SINCAM921354
ENSACAP00000017651	SINCAM921353
ENSACAP00000017652	SINCAM005834
ENSACAP00000017656	SINCAM921352
ENSACAP00000017658	SINCAM013398
ENSACAP00000017660	SINCAM011190
ENSACAP00000017663	SINCAM013494
ENSACAP00000017664	SINCAM012079
ENSACAP00000017665	SINCAM012078
ENSACAP00000017669	SINCAM921351
ENSACAP00000017670	SINCAM012076
ENSACAP00000017672	SINCAM013835
ENSACAP00000017673	SINCAM013493
ENSACAP00000017674	SINCAM007769
ENSACAP00000017675	SINCAM013492
ENSACAP00000017677	SINCAM013490
ENSACAP00000017680	SINCAM007766
ENSACAP00000017682	SINCAM002331
ENSACAP00000017683	SINCAM002523
ENSACAP00000017684	SINCAM922647
ENSACAP00000017685	SINCAM002524
ENSACAP00000017686	SINCAM013487
ENSACAP00000017687	SINCAM002526
ENSACAP00000017688	SINCAM920799
ENSACAP00000017689	SINCAM013423
ENSACAP00000017690	SINCAM013424
ENSACAP00000017691	SINCAM002527
ENSACAP00000017693	SINCAM002528
ENSACAP00000017694	SINCAM002529
ENSACAP00000017695	SINCAM013343
ENSACAP00000017696	SINCAM011832
ENSACAP00000017698	SINCAM002533
ENSACAP00000017700	SINCAM009031
ENSACAP00000017702	SINCAM002536
ENSACAP00000017703	SINCAM002537
ENSACAP00000017711	SINCAM002538
ENSACAP00000017713	SINCAM002539
ENSACAP00000017714	SINCAM002540
ENSACAP00000017716	SINCAM002542
ENSACAP00000017717	SINCAM001426
ENSACAP00000017718	SINCAM011839
ENSACAP00000017720	SINCAM002545
ENSACAP00000017721	SINCAM001428
ENSACAP00000017722	SINCAM014353
ENSACAP00000017723	SINCAM001429
ENSACAP00000017725	SINCAM014352
ENSACAP00000017726	SINCAM001431
ENSACAP00000017727	SINCAM001433
ENSACAP00000017729	SINCAM001434
ENSACAP00000017730	SINCAM001436
ENSACAP00000017731	SINCAM001437
ENSACAP00000017732	SINCAM014282
ENSACAP00000017735	SINCAM003458
ENSACAP00000017745	SINCAM009651
ENSACAP00000017757	SINCAM920463
ENSACAP00000017759	SINCAM007289
ENSACAP00000017761	SINCAM009237
ENSACAP00000017769	SINCAM002667
ENSACAP00000017772	SINCAM001464
ENSACAP00000017773	SINCAM012371
ENSACAP00000017777	SINCAM006952
ENSACAP00000017779	SINCAM000714
ENSACAP00000017794	SINCAM014326
ENSACAP00000017805	SINCAM006067
ENSACAP00000017807	SINCAM921972
ENSACAP00000017808	SINCAM006981
ENSACAP00000017815	SINCAM921174
ENSACAP00000017821	SINCAM004584
ENSACAP00000017826	SINCAM002260
ENSACAP00000017839	SINCAM000095
ENSACAP00000017841	SINCAM011893
ENSACAP00000017850	SINCAM005363
ENSACAP00000017851	SINCAM005368
ENSACAP00000017857	SINCAM006350
ENSACAP00000017858	SINCAM009662
ENSACAP00000017871	SINCAM004314
ENSACAP00000017883	SINCAM920981
ENSACAP00000017884	SINCAM007392
ENSACAP00000017887	SINCAM920761
ENSACAP00000017892	SINCAM002535
ENSACAP00000017894	SINCAM003220
ENSACAP00000017896	SINCAM015078
ENSACAP00000017899	SINCAM013719
ENSACAP00000017905	SINCAM018080
ENSACAP00000017912	SINCAM015190
ENSACAP00000017915	SINCAM921292
ENSACAP00000017921	SINCAM012260
ENSACAP00000017924	SINCAM002235
ENSACAP00000017940	SINCAM011998
ENSACAP00000017949	SINCAM921311
ENSACAP00000017950	SINCAM012941
ENSACAP00000017966	SINCAM001995
ENSACAP00000017976	SINCAM012193
ENSACAP00000017984	SINCAM015269
ENSACAP00000017990	SINCAM000775
ENSACAP00000017991	SINCAM000366
ENSACAP00000018000	SINCAM015761
ENSACAP00000018007	SINCAM920431
ENSACAP00000018008	SINCAM005738
ENSACAP00000018009	SINCAM009880
ENSACAP00000018012	SINCAM000372
ENSACAP00000018013	SINCAM005441
ENSACAP00000018017	SINCAM006503
ENSACAP00000018025	SINCAM014288
ENSACAP00000018027	SINCAM921560
ENSACAP00000018033	SINCAM002279
ENSACAP00000018039	SINCAM001593
ENSACAP00000018042	SINCAM008062
ENSACAP00000018052	SINCAM014598
ENSACAP00000018054	SINCAM015391
ENSACAP00000018066	SINCAM920889
ENSACAP00000018067	SINCAM004564
ENSACAP00000018071	SINCAM009581
ENSACAP00000018075	SINCAM920994
ENSACAP00000018089	SINCAM014306
ENSACAP00000018090	SINCAM000700
ENSACAP00000018097	SINCAM006016
ENSACAP00000018100	SINCAM005102
ENSACAP00000018106	SINCAM012369
ENSACAP00000018108	SINCAM010030
ENSACAP00000018111	SINCAM016314
ENSACAP00000018113	SINCAM014467
ENSACAP00000018119	SINCAM015471
ENSACAP00000018122	SINCAM900023
ENSACAP00000018130	SINCAM012796
ENSACAP00000018133	SINCAM005940
ENSACAP00000018138	SINCAM008604
ENSACAP00000018142	SINCAM011557
ENSACAP00000018145	SINCAM001150
ENSACAP00000018157	SINCAM010157
ENSACAP00000018158	SINCAM010086
ENSACAP00000018161	SINCAM015416
ENSACAP00000018176	SINCAM010016
ENSACAP00000018180	SINCAM005464
ENSACAP00000018181	SINCAM002069
ENSACAP00000018182	SINCAM005492
ENSACAP00000018183	SINCAM013049
ENSACAP00000018187	SINCAM016831
ENSACAP00000018194	SINCAM011493
ENSACAP00000018201	SINCAM007741
ENSACAP00000018206	SINCAM002254
ENSACAP00000018216	SINCAM900065
ENSACAP00000018223	SINCAM900177
ENSACAP00000018224	SINCAM003182
ENSACAP00000018226	SINCAM012718
ENSACAP00000018227	SINCAM001920
ENSACAP00000018228	SINCAM001438
ENSACAP00000018237	SINCAM921472
ENSACAP00000018247	SINCAM922739
ENSACAP00000018250	SINCAM922743
ENSACAP00000018251	SINCAM922754
ENSACAP00000018255	SINCAM000791
ENSACAP00000018257	SINCAM011235
ENSACAP00000018279	SINCAM007542
ENSACAP00000018283	SINCAM004603
ENSACAP00000018293	SINCAM923058
ENSACAP00000018297	SINCAM002193
ENSACAP00000018300	SINCAM015509
ENSACAP00000018311	SINCAM015358
ENSACAP00000018314	SINCAM002038
ENSACAP00000018316	SINCAM012581
ENSACAP00000018320	SINCAM921220
ENSACAP00000018321	SINCAM921102
ENSACAP00000018328	SINCAM012239
ENSACAP00000018331	SINCAM900253
ENSACAP00000018332	SINCAM008727
ENSACAP00000018342	SINCAM922399
ENSACAP00000018348	SINCAM000692
ENSACAP00000018355	SINCAM010189
ENSACAP00000018362	SINCAM006868
ENSACAP00000018365	SINCAM005275
ENSACAP00000018375	SINCAM004976
ENSACAP00000018376	SINCAM009683
ENSACAP00000018377	SINCAM001767
ENSACAP00000018384	SINCAM000434
ENSACAP00000018400	SINCAM921406
ENSACAP00000018401	SINCAM004033
ENSACAP00000018405	SINCAM011703
ENSACAP00000018411	SINCAM900137
ENSACAP00000018412	SINCAM009236
ENSACAP00000018417	SINCAM000042
ENSACAP00000018420	SINCAM015121
ENSACAP00000018426	SINCAM010470
ENSACAP00000018430	SINCAM009615
ENSACAP00000018440	SINCAM006245
ENSACAP00000018442	SINCAM009631
ENSACAP00000018445	SINCAM921168
ENSACAP00000018448	SINCAM003422
ENSACAP00000018456	SINCAM003893
ENSACAP00000018458	SINCAM921362
ENSACAP00000018459	SINCAM003083
ENSACAP00000018460	SINCAM008664
ENSACAP00000018464	SINCAM010709
ENSACAP00000018466	SINCAM013976
ENSACAP00000018472	SINCAM000622
ENSACAP00000018473	SINCAM005783
ENSACAP00000018475	SINCAM012508
ENSACAP00000018479	SINCAM922014
ENSACAP00000018493	SINCAM004573
