fgenesh2_pg.scaffold_351000043	ENSCAFP00000012213
fgenesh2_pg.scaffold_72000072	ENSCAFP00000042632
fgenesh2_pg.scaffold_73000007	ENSCAFP00000042082
fgenesh2_pg.scaffold_73000013	ENSCAFP00000038334
fgenesh2_pg.scaffold_73000013	ENSCAFP00000041906
fgenesh2_pg.scaffold_73000020	ENSCAFP00000000704
fgenesh2_pg.scaffold_73000024	ENSCAFP00000031024
fgenesh2_pg.scaffold_73000033	ENSCAFP00000000672
fgenesh2_pg.scaffold_73000040	ENSCAFP00000020922
fgenesh2_pg.scaffold_73000064	ENSCAFP00000005401
fgenesh2_pg.scaffold_73000079	ENSCAFP00000028344
fgenesh2_pg.scaffold_73000092	ENSCAFP00000000631
fgenesh2_pg.scaffold_73000097	ENSCAFP00000029954
fgenesh2_pg.scaffold_73000098	ENSCAFP00000013170
fgenesh2_pg.scaffold_73000100	ENSCAFP00000030574
fgenesh2_pg.scaffold_73000121	ENSCAFP00000033588
fgenesh2_pg.scaffold_73000123	ENSCAFP00000012036
fgenesh2_pg.scaffold_73000126	ENSCAFP00000001302
fgenesh2_pg.scaffold_73000151	ENSCAFP00000019598
fgenesh2_pg.scaffold_73000152	ENSCAFP00000017553
fgenesh2_pg.scaffold_73000155	ENSCAFP00000001448
fgenesh2_pg.scaffold_73000155	ENSCAFP00000005763
fgenesh2_pg.scaffold_74000010	ENSCAFP00000017949
fgenesh2_pg.scaffold_74000010	ENSCAFP00000013985
fgenesh2_pg.scaffold_74000010	ENSCAFP00000010021
fgenesh2_pg.scaffold_74000013	ENSCAFP00000026057
fgenesh2_pg.scaffold_74000027	ENSCAFP00000033716
fgenesh2_pg.scaffold_74000034	ENSCAFP00000027777
fgenesh2_pg.scaffold_74000072	ENSCAFP00000040560
fgenesh2_pg.scaffold_74000104	ENSCAFP00000039601
fgenesh2_pg.scaffold_74000125	ENSCAFP00000012593
fgenesh2_pg.scaffold_74000135	ENSCAFP00000015948
fgenesh2_pg.scaffold_74000156	ENSCAFP00000039737
fgenesh2_pg.scaffold_74000183	ENSCAFP00000040030
fgenesh2_pg.scaffold_75000013	ENSCAFP00000024515
fgenesh2_pg.scaffold_75000023	ENSCAFP00000001997
fgenesh2_pg.scaffold_75000074	ENSCAFP00000011311
fgenesh2_pg.scaffold_75000083	ENSCAFP00000013021
fgenesh2_pg.scaffold_75000096	ENSCAFP00000002257
fgenesh2_pg.scaffold_75000136	ENSCAFP00000041472
fgenesh2_pg.scaffold_76000008	ENSCAFP00000021705
fgenesh2_pg.scaffold_76000033	ENSCAFP00000038911
fgenesh2_pg.scaffold_76000036	ENSCAFP00000029683
fgenesh2_pg.scaffold_76000037	ENSCAFP00000012296
fgenesh2_pg.scaffold_76000037	ENSCAFP00000012302
fgenesh2_pg.scaffold_76000054	ENSCAFP00000008085
fgenesh2_pg.scaffold_76000071	ENSCAFP00000032284
fgenesh2_pg.scaffold_76000100	ENSCAFP00000041942
fgenesh2_pg.scaffold_76000114	ENSCAFP00000017362
fgenesh2_pg.scaffold_76000146	ENSCAFP00000039540
fgenesh2_pg.scaffold_76000150	ENSCAFP00000006684
fgenesh2_pg.scaffold_77000013	ENSCAFP00000019339
fgenesh2_pg.scaffold_77000045	ENSCAFP00000000610
fgenesh2_pg.scaffold_77000057	ENSCAFP00000013219
fgenesh2_pg.scaffold_77000073	ENSCAFP00000014581
fgenesh2_pg.scaffold_77000117	ENSCAFP00000027843
fgenesh2_pg.scaffold_77000124	ENSCAFP00000012049
fgenesh2_pg.scaffold_77000146	ENSCAFP00000001519
fgenesh2_pg.scaffold_78000017	ENSCAFP00000010256
fgenesh2_pg.scaffold_78000018	ENSCAFP00000013195
fgenesh2_pg.scaffold_78000037	ENSCAFP00000010693
fgenesh2_pg.scaffold_78000061	ENSCAFP00000021063
fgenesh2_pg.scaffold_78000064	ENSCAFP00000017671
fgenesh2_pg.scaffold_78000068	ENSCAFP00000000880
fgenesh2_pg.scaffold_78000072	ENSCAFP00000013388
fgenesh2_pg.scaffold_78000077	ENSCAFP00000004638
fgenesh2_pg.scaffold_78000100	ENSCAFP00000020032
fgenesh2_pg.scaffold_78000101	ENSCAFP00000003257
fgenesh2_pg.scaffold_78000112	ENSCAFP00000017280
fgenesh2_pg.scaffold_79000015	ENSCAFP00000011348
fgenesh2_pg.scaffold_79000057	ENSCAFP00000018839
fgenesh2_pg.scaffold_79000061	ENSCAFP00000009946
fgenesh2_pg.scaffold_79000079	ENSCAFP00000025910
fgenesh2_pg.scaffold_79000100	ENSCAFP00000036423
fgenesh2_pg.scaffold_79000117	ENSCAFP00000017092
fgenesh2_pg.scaffold_79000142	ENSCAFP00000041372
fgenesh2_pg.scaffold_80000014	ENSCAFP00000023250
fgenesh2_pg.scaffold_80000039	ENSCAFP00000011048
fgenesh2_pg.scaffold_80000053	ENSCAFP00000012252
fgenesh2_pg.scaffold_80000087	ENSCAFP00000013248
fgenesh2_pg.scaffold_81000003	ENSCAFP00000006809
fgenesh2_pg.scaffold_81000021	ENSCAFP00000006376
fgenesh2_pg.scaffold_81000028	ENSCAFP00000012390
fgenesh2_pg.scaffold_81000032	ENSCAFP00000006635
fgenesh2_pg.scaffold_81000041	ENSCAFP00000040055
fgenesh2_pg.scaffold_81000071	ENSCAFP00000006673
fgenesh2_pg.scaffold_81000129	ENSCAFP00000017996
fgenesh2_pg.scaffold_82000002	ENSCAFP00000040721
fgenesh2_pg.scaffold_82000014	ENSCAFP00000043136
fgenesh2_pg.scaffold_82000018	ENSCAFP00000041943
fgenesh2_pg.scaffold_82000019	ENSCAFP00000024121
fgenesh2_pg.scaffold_82000019	ENSCAFP00000014219
fgenesh2_pg.scaffold_82000022	ENSCAFP00000014076
fgenesh2_pg.scaffold_82000042	ENSCAFP00000011700
fgenesh2_pg.scaffold_82000042	ENSCAFP00000012663
fgenesh2_pg.scaffold_82000043	ENSCAFP00000002872
fgenesh2_pg.scaffold_82000054	ENSCAFP00000020302
fgenesh2_pg.scaffold_82000063	ENSCAFP00000040250
fgenesh2_pg.scaffold_82000063	ENSCAFP00000028269
fgenesh2_pg.scaffold_82000071	ENSCAFP00000026278
fgenesh2_pg.scaffold_83000021	ENSCAFP00000017561
fgenesh2_pg.scaffold_83000031	ENSCAFP00000022458
fgenesh2_pg.scaffold_83000037	ENSCAFP00000019411
fgenesh2_pg.scaffold_83000038	ENSCAFP00000042990
fgenesh2_pg.scaffold_83000078	ENSCAFP00000017582
fgenesh2_pg.scaffold_83000092	ENSCAFP00000008513
fgenesh2_pg.scaffold_83000094	ENSCAFP00000025680
fgenesh2_pg.scaffold_83000103	ENSCAFP00000040911
fgenesh2_pg.scaffold_83000108	ENSCAFP00000017289
fgenesh2_pg.scaffold_84000028	ENSCAFP00000017810
fgenesh2_pg.scaffold_84000037	ENSCAFP00000009908
fgenesh2_pg.scaffold_84000038	ENSCAFP00000038668
fgenesh2_pg.scaffold_84000043	ENSCAFP00000035108
fgenesh2_pg.scaffold_84000044	ENSCAFP00000038432
fgenesh2_pg.scaffold_84000067	ENSCAFP00000042685
fgenesh2_pg.scaffold_84000097	ENSCAFP00000023048
fgenesh2_pg.scaffold_84000130	ENSCAFP00000002258
fgenesh2_pg.scaffold_86000014	ENSCAFP00000021088
fgenesh2_pg.scaffold_86000079	ENSCAFP00000024849
fgenesh2_pg.scaffold_86000087	ENSCAFP00000017438
fgenesh2_pg.scaffold_86000120	ENSCAFP00000038239
fgenesh2_pg.scaffold_87000052	ENSCAFP00000007468
fgenesh2_pg.scaffold_87000055	ENSCAFP00000034492
fgenesh2_pg.scaffold_87000072	ENSCAFP00000037151
fgenesh2_pg.scaffold_87000072	ENSCAFP00000037851
fgenesh2_pg.scaffold_88000016	ENSCAFP00000009050
fgenesh2_pg.scaffold_88000018	ENSCAFP00000003684
fgenesh2_pg.scaffold_88000018	ENSCAFP00000013637
fgenesh2_pg.scaffold_88000029	ENSCAFP00000005827
fgenesh2_pg.scaffold_88000029	ENSCAFP00000018177
fgenesh2_pg.scaffold_88000049	ENSCAFP00000039892
fgenesh2_pg.scaffold_88000052	ENSCAFP00000020760
fgenesh2_pg.scaffold_88000056	ENSCAFP00000020728
fgenesh2_pg.scaffold_88000056	ENSCAFP00000013787
fgenesh2_pg.scaffold_88000056	ENSCAFP00000036965
fgenesh2_pg.scaffold_88000056	ENSCAFP00000034340
fgenesh2_pg.scaffold_88000056	ENSCAFP00000004428
fgenesh2_pg.scaffold_88000072	ENSCAFP00000008776
fgenesh2_pg.scaffold_88000085	ENSCAFP00000001323
fgenesh2_pg.scaffold_88000088	ENSCAFP00000021562
fgenesh2_pg.scaffold_89000011	ENSCAFP00000003866
fgenesh2_pg.scaffold_89000014	ENSCAFP00000026175
fgenesh2_pg.scaffold_89000016	ENSCAFP00000013573
fgenesh2_pg.scaffold_89000020	ENSCAFP00000026821
fgenesh2_pg.scaffold_89000025	ENSCAFP00000036729
fgenesh2_pg.scaffold_89000051	ENSCAFP00000028064
fgenesh2_pg.scaffold_89000108	ENSCAFP00000038184
fgenesh2_pg.scaffold_89000112	ENSCAFP00000018525
fgenesh2_pg.scaffold_90000005	ENSCAFP00000028590
fgenesh2_pg.scaffold_90000019	ENSCAFP00000010623
fgenesh2_pg.scaffold_90000019	ENSCAFP00000034226
fgenesh2_pg.scaffold_90000034	ENSCAFP00000001443
fgenesh2_pg.scaffold_90000045	ENSCAFP00000001361
fgenesh2_pg.scaffold_90000059	ENSCAFP00000039890
fgenesh2_pg.scaffold_90000077	ENSCAFP00000000729
fgenesh2_pg.scaffold_90000088	ENSCAFP00000008041
fgenesh2_pg.scaffold_90000092	ENSCAFP00000003630
fgenesh2_pg.scaffold_90000096	ENSCAFP00000007917
fgenesh2_pg.scaffold_90000096	ENSCAFP00000015107
fgenesh2_pg.scaffold_90000115	ENSCAFP00000030230
fgenesh2_pg.scaffold_90000141	ENSCAFP00000020859
fgenesh2_pg.scaffold_91000014	ENSCAFP00000039620
fgenesh2_pg.scaffold_91000017	ENSCAFP00000042570
fgenesh2_pg.scaffold_91000038	ENSCAFP00000001248
fgenesh2_pg.scaffold_91000044	ENSCAFP00000020578
fgenesh2_pg.scaffold_91000055	ENSCAFP00000026669
fgenesh2_pg.scaffold_91000064	ENSCAFP00000035960
fgenesh2_pg.scaffold_91000130	ENSCAFP00000041022
fgenesh2_pg.scaffold_91000131	ENSCAFP00000012605
fgenesh2_pg.scaffold_91000131	ENSCAFP00000012608
fgenesh2_pg.scaffold_91000137	ENSCAFP00000042126
fgenesh2_pg.scaffold_92000009	ENSCAFP00000038811
fgenesh2_pg.scaffold_92000023	ENSCAFP00000028835
fgenesh2_pg.scaffold_92000042	ENSCAFP00000024377
fgenesh2_pg.scaffold_92000045	ENSCAFP00000022197
fgenesh2_pg.scaffold_92000055	ENSCAFP00000008270
fgenesh2_pg.scaffold_92000068	ENSCAFP00000006719
fgenesh2_pg.scaffold_92000069	ENSCAFP00000010508
fgenesh2_pg.scaffold_92000071	ENSCAFP00000012041
fgenesh2_pg.scaffold_92000071	ENSCAFP00000015974
fgenesh2_pg.scaffold_92000074	ENSCAFP00000021539
fgenesh2_pg.scaffold_92000076	ENSCAFP00000036284
fgenesh2_pg.scaffold_92000078	ENSCAFP00000013031
fgenesh2_pg.scaffold_93000045	ENSCAFP00000014332
fgenesh2_pg.scaffold_93000049	ENSCAFP00000034632
fgenesh2_pg.scaffold_93000105	ENSCAFP00000023956
fgenesh2_pg.scaffold_93000116	ENSCAFP00000008257
fgenesh2_pg.scaffold_94000026	ENSCAFP00000011083
fgenesh2_pg.scaffold_94000043	ENSCAFP00000038252
fgenesh2_pg.scaffold_94000045	ENSCAFP00000037248
fgenesh2_pg.scaffold_94000051	ENSCAFP00000024402
fgenesh2_pg.scaffold_94000086	ENSCAFP00000034710
fgenesh2_pg.scaffold_94000107	ENSCAFP00000012581
fgenesh2_pg.scaffold_94000115	ENSCAFP00000008964
fgenesh2_pg.scaffold_94000115	ENSCAFP00000035845
fgenesh2_pg.scaffold_94000122	ENSCAFP00000032147
fgenesh2_pg.scaffold_94000128	ENSCAFP00000025224
fgenesh2_pg.scaffold_94000131	ENSCAFP00000035629
fgenesh2_pg.scaffold_95000008	ENSCAFP00000000145
fgenesh2_pg.scaffold_95000018	ENSCAFP00000014408
fgenesh2_pg.scaffold_95000036	ENSCAFP00000042469
fgenesh2_pg.scaffold_95000057	ENSCAFP00000041755
fgenesh2_pg.scaffold_95000077	ENSCAFP00000042277
fgenesh2_pg.scaffold_96000003	ENSCAFP00000024095
fgenesh2_pg.scaffold_96000010	ENSCAFP00000038749
fgenesh2_pg.scaffold_96000046	ENSCAFP00000027603
fgenesh2_pg.scaffold_96000055	ENSCAFP00000000705
fgenesh2_pg.scaffold_96000060	ENSCAFP00000021277
fgenesh2_pg.scaffold_96000073	ENSCAFP00000040298
fgenesh2_pg.scaffold_96000092	ENSCAFP00000009958
fgenesh2_pg.scaffold_96000092	ENSCAFP00000021989
fgenesh2_pg.scaffold_96000092	ENSCAFP00000018077
fgenesh2_pg.scaffold_96000092	ENSCAFP00000041399
fgenesh2_pg.scaffold_96000095	ENSCAFP00000029075
fgenesh2_pg.scaffold_96000121	ENSCAFP00000018042
fgenesh2_pg.scaffold_96000125	ENSCAFP00000022602
fgenesh2_pg.scaffold_96000130	ENSCAFP00000036912
fgenesh2_pg.scaffold_97000069	ENSCAFP00000038587
fgenesh2_pg.scaffold_97000109	ENSCAFP00000010650
fgenesh2_pg.scaffold_97000117	ENSCAFP00000003356
fgenesh2_pg.scaffold_97000135	ENSCAFP00000009363
fgenesh2_pg.scaffold_98000039	ENSCAFP00000037123
fgenesh2_pg.scaffold_98000043	ENSCAFP00000024386
fgenesh2_pg.scaffold_98000043	ENSCAFP00000035626
fgenesh2_pg.scaffold_98000043	ENSCAFP00000000356
fgenesh2_pg.scaffold_98000047	ENSCAFP00000015605
fgenesh2_pg.scaffold_98000047	ENSCAFP00000041409
fgenesh2_pg.scaffold_99000005	ENSCAFP00000003845
fgenesh2_pg.scaffold_99000017	ENSCAFP00000037953
fgenesh2_pg.scaffold_99000033	ENSCAFP00000000691
fgenesh2_pg.scaffold_99000044	ENSCAFP00000028575
fgenesh2_pg.scaffold_99000044	ENSCAFP00000027182
fgenesh2_pg.scaffold_99000044	ENSCAFP00000030968
fgenesh2_pg.scaffold_99000069	ENSCAFP00000006783
fgenesh2_pg.scaffold_99000075	ENSCAFP00000002626
fgenesh2_pg.scaffold_101000004	ENSCAFP00000042702
fgenesh2_pg.scaffold_101000036	ENSCAFP00000003124
fgenesh2_pg.scaffold_101000042	ENSCAFP00000014394
fgenesh2_pg.scaffold_101000059	ENSCAFP00000001512
fgenesh2_pg.scaffold_101000060	ENSCAFP00000000539
fgenesh2_pg.scaffold_101000069	ENSCAFP00000016436
fgenesh2_pg.scaffold_101000076	ENSCAFP00000023059
fgenesh2_pg.scaffold_102000035	ENSCAFP00000036429
fgenesh2_pg.scaffold_102000087	ENSCAFP00000043056
fgenesh2_pg.scaffold_104000014	ENSCAFP00000020309
fgenesh2_pg.scaffold_104000021	ENSCAFP00000015876
fgenesh2_pg.scaffold_104000021	ENSCAFP00000025057
fgenesh2_pg.scaffold_104000025	ENSCAFP00000026292
fgenesh2_pg.scaffold_104000069	ENSCAFP00000003628
fgenesh2_pg.scaffold_104000077	ENSCAFP00000001710
fgenesh2_pg.scaffold_104000077	ENSCAFP00000005237
fgenesh2_pg.scaffold_105000009	ENSCAFP00000028789
fgenesh2_pg.scaffold_105000016	ENSCAFP00000006905
fgenesh2_pg.scaffold_105000016	ENSCAFP00000015515
fgenesh2_pg.scaffold_105000027	ENSCAFP00000000486
fgenesh2_pg.scaffold_105000042	ENSCAFP00000004108
fgenesh2_pg.scaffold_105000053	ENSCAFP00000025264
fgenesh2_pg.scaffold_105000053	ENSCAFP00000042965
fgenesh2_pg.scaffold_105000053	ENSCAFP00000036787
fgenesh2_pg.scaffold_105000053	ENSCAFP00000038868
fgenesh2_pg.scaffold_105000055	ENSCAFP00000010319
fgenesh2_pg.scaffold_105000083	ENSCAFP00000026969
fgenesh2_pg.scaffold_105000087	ENSCAFP00000027458
fgenesh2_pg.scaffold_105000087	ENSCAFP00000027972
fgenesh2_pg.scaffold_105000087	ENSCAFP00000027486
fgenesh2_pg.scaffold_105000111	ENSCAFP00000005179
fgenesh2_pg.scaffold_105000112	ENSCAFP00000001324
fgenesh2_pg.scaffold_105000117	ENSCAFP00000005564
fgenesh2_pg.scaffold_105000118	ENSCAFP00000013042
fgenesh2_pg.scaffold_105000118	ENSCAFP00000014015
fgenesh2_pg.scaffold_105000136	ENSCAFP00000024132
fgenesh2_pg.scaffold_106000050	ENSCAFP00000024746
fgenesh2_pg.scaffold_106000060	ENSCAFP00000024135
fgenesh2_pg.scaffold_106000063	ENSCAFP00000028125
fgenesh2_pg.scaffold_106000063	ENSCAFP00000021656
fgenesh2_pg.scaffold_106000068	ENSCAFP00000008611
fgenesh2_pg.scaffold_106000071	ENSCAFP00000027869
fgenesh2_pg.scaffold_106000096	ENSCAFP00000027152
fgenesh2_pg.scaffold_106000108	ENSCAFP00000029204
fgenesh2_pg.scaffold_107000031	ENSCAFP00000017515
fgenesh2_pg.scaffold_107000036	ENSCAFP00000041307
fgenesh2_pg.scaffold_107000049	ENSCAFP00000015234
fgenesh2_pg.scaffold_107000058	ENSCAFP00000002943
fgenesh2_pg.scaffold_107000072	ENSCAFP00000031657
fgenesh2_pg.scaffold_107000072	ENSCAFP00000023203
fgenesh2_pg.scaffold_107000072	ENSCAFP00000023347
fgenesh2_pg.scaffold_107000078	ENSCAFP00000016989
fgenesh2_pg.scaffold_107000087	ENSCAFP00000017865
fgenesh2_pg.scaffold_108000007	ENSCAFP00000022816
fgenesh2_pg.scaffold_108000014	ENSCAFP00000018528
fgenesh2_pg.scaffold_108000017	ENSCAFP00000029125
fgenesh2_pg.scaffold_108000020	ENSCAFP00000029451
fgenesh2_pg.scaffold_108000041	ENSCAFP00000029980
fgenesh2_pg.scaffold_108000058	ENSCAFP00000031352
fgenesh2_pg.scaffold_108000069	ENSCAFP00000010776
fgenesh2_pg.scaffold_109000003	ENSCAFP00000032983
fgenesh2_pg.scaffold_109000009	ENSCAFP00000024086
fgenesh2_pg.scaffold_109000029	ENSCAFP00000038109
fgenesh2_pg.scaffold_109000053	ENSCAFP00000003029
fgenesh2_pg.scaffold_109000053	ENSCAFP00000001281
fgenesh2_pg.scaffold_109000063	ENSCAFP00000023373
fgenesh2_pg.scaffold_109000077	ENSCAFP00000039424
fgenesh2_pg.scaffold_110000023	ENSCAFP00000037985
fgenesh2_pg.scaffold_110000066	ENSCAFP00000027680
fgenesh2_pg.scaffold_110000083	ENSCAFP00000005890
fgenesh2_pg.scaffold_110000097	ENSCAFP00000041227
fgenesh2_pg.scaffold_110000114	ENSCAFP00000036121
fgenesh2_pg.scaffold_111000008	ENSCAFP00000012705
fgenesh2_pg.scaffold_111000008	ENSCAFP00000028768
fgenesh2_pg.scaffold_111000011	ENSCAFP00000031253
fgenesh2_pg.scaffold_111000015	ENSCAFP00000039049
fgenesh2_pg.scaffold_111000017	ENSCAFP00000039845
fgenesh2_pg.scaffold_111000017	ENSCAFP00000043028
fgenesh2_pg.scaffold_111000028	ENSCAFP00000028258
fgenesh2_pg.scaffold_111000079	ENSCAFP00000032424
fgenesh2_pg.scaffold_111000101	ENSCAFP00000014756
fgenesh2_pg.scaffold_111000107	ENSCAFP00000010123
fgenesh2_pg.scaffold_111000108	ENSCAFP00000014286
fgenesh2_pg.scaffold_111000113	ENSCAFP00000010559
fgenesh2_pg.scaffold_111000116	ENSCAFP00000040966
fgenesh2_pg.scaffold_112000004	ENSCAFP00000020494
fgenesh2_pg.scaffold_112000023	ENSCAFP00000027303
fgenesh2_pg.scaffold_112000034	ENSCAFP00000034478
fgenesh2_pg.scaffold_112000049	ENSCAFP00000032467
fgenesh2_pg.scaffold_112000050	ENSCAFP00000026699
fgenesh2_pg.scaffold_112000055	ENSCAFP00000030394
fgenesh2_pg.scaffold_112000056	ENSCAFP00000029172
fgenesh2_pg.scaffold_112000057	ENSCAFP00000029155
fgenesh2_pg.scaffold_112000059	ENSCAFP00000004883
fgenesh2_pg.scaffold_112000061	ENSCAFP00000036681
fgenesh2_pg.scaffold_112000062	ENSCAFP00000016008
fgenesh2_pg.scaffold_112000069	ENSCAFP00000015973
fgenesh2_pg.scaffold_112000073	ENSCAFP00000009078
fgenesh2_pg.scaffold_112000090	ENSCAFP00000007006
fgenesh2_pg.scaffold_113000007	ENSCAFP00000021903
fgenesh2_pg.scaffold_113000010	ENSCAFP00000016147
fgenesh2_pg.scaffold_113000010	ENSCAFP00000011829
fgenesh2_pg.scaffold_113000020	ENSCAFP00000005115
fgenesh2_pg.scaffold_113000029	ENSCAFP00000039755
fgenesh2_pg.scaffold_113000031	ENSCAFP00000034132
fgenesh2_pg.scaffold_113000033	ENSCAFP00000032891
fgenesh2_pg.scaffold_113000042	ENSCAFP00000002558
fgenesh2_pg.scaffold_113000049	ENSCAFP00000000734
fgenesh2_pg.scaffold_113000051	ENSCAFP00000011585
fgenesh2_pg.scaffold_113000054	ENSCAFP00000026209
fgenesh2_pg.scaffold_113000055	ENSCAFP00000032304
fgenesh2_pg.scaffold_113000060	ENSCAFP00000016162
fgenesh2_pg.scaffold_113000074	ENSCAFP00000037715
fgenesh2_pg.scaffold_113000077	ENSCAFP00000028160
fgenesh2_pg.scaffold_113000077	ENSCAFP00000029648
fgenesh2_pg.scaffold_113000081	ENSCAFP00000018974
fgenesh2_pg.scaffold_113000084	ENSCAFP00000040289
fgenesh2_pg.scaffold_113000087	ENSCAFP00000025065
fgenesh2_pg.scaffold_114000041	ENSCAFP00000025201
fgenesh2_pg.scaffold_114000041	ENSCAFP00000004129
fgenesh2_pg.scaffold_114000059	ENSCAFP00000008981
fgenesh2_pg.scaffold_114000067	ENSCAFP00000018809
fgenesh2_pg.scaffold_114000069	ENSCAFP00000029070
fgenesh2_pg.scaffold_114000074	ENSCAFP00000017382
fgenesh2_pg.scaffold_114000074	ENSCAFP00000022393
fgenesh2_pg.scaffold_114000081	ENSCAFP00000020844
fgenesh2_pg.scaffold_114000105	ENSCAFP00000011347
fgenesh2_pg.scaffold_114000105	ENSCAFP00000013517
fgenesh2_pg.scaffold_114000105	ENSCAFP00000015298
fgenesh2_pg.scaffold_114000105	ENSCAFP00000007286
fgenesh2_pg.scaffold_114000111	ENSCAFP00000027562
fgenesh2_pg.scaffold_114000112	ENSCAFP00000029708
fgenesh2_pg.scaffold_115000031	ENSCAFP00000041449
fgenesh2_pg.scaffold_115000061	ENSCAFP00000020003
fgenesh2_pg.scaffold_115000062	ENSCAFP00000015742
fgenesh2_pg.scaffold_115000076	ENSCAFP00000001006
fgenesh2_pg.scaffold_115000086	ENSCAFP00000018477
fgenesh2_pg.scaffold_115000091	ENSCAFP00000025131
fgenesh2_pg.scaffold_115000097	ENSCAFP00000022412
fgenesh2_pg.scaffold_115000098	ENSCAFP00000015206
fgenesh2_pg.scaffold_115000107	ENSCAFP00000000297
fgenesh2_pg.scaffold_115000108	ENSCAFP00000037111
fgenesh2_pg.scaffold_115000108	ENSCAFP00000000293
fgenesh2_pg.scaffold_115000111	ENSCAFP00000038873
fgenesh2_pg.scaffold_116000009	ENSCAFP00000015513
fgenesh2_pg.scaffold_116000011	ENSCAFP00000029580
fgenesh2_pg.scaffold_116000026	ENSCAFP00000011548
fgenesh2_pg.scaffold_116000026	ENSCAFP00000020298
fgenesh2_pg.scaffold_116000033	ENSCAFP00000029861
fgenesh2_pg.scaffold_116000033	ENSCAFP00000029276
fgenesh2_pg.scaffold_116000052	ENSCAFP00000002624
fgenesh2_pg.scaffold_116000072	ENSCAFP00000039726
fgenesh2_pg.scaffold_116000073	ENSCAFP00000010895
fgenesh2_pg.scaffold_116000076	ENSCAFP00000012158
fgenesh2_pg.scaffold_116000079	ENSCAFP00000003073
fgenesh2_pg.scaffold_116000086	ENSCAFP00000009698
fgenesh2_pg.scaffold_116000088	ENSCAFP00000010073
fgenesh2_pg.scaffold_116000102	ENSCAFP00000021891
fgenesh2_pg.scaffold_117000002	ENSCAFP00000042142
fgenesh2_pg.scaffold_117000009	ENSCAFP00000037142
fgenesh2_pg.scaffold_117000014	ENSCAFP00000010932
fgenesh2_pg.scaffold_117000017	ENSCAFP00000002305
fgenesh2_pg.scaffold_117000038	ENSCAFP00000021636
fgenesh2_pg.scaffold_117000075	ENSCAFP00000025610
fgenesh2_pg.scaffold_118000010	ENSCAFP00000022793
fgenesh2_pg.scaffold_118000017	ENSCAFP00000004476
fgenesh2_pg.scaffold_118000027	ENSCAFP00000028637
fgenesh2_pg.scaffold_118000028	ENSCAFP00000037945
fgenesh2_pg.scaffold_118000030	ENSCAFP00000019494
fgenesh2_pg.scaffold_118000033	ENSCAFP00000042819
fgenesh2_pg.scaffold_118000033	ENSCAFP00000039552
fgenesh2_pg.scaffold_118000045	ENSCAFP00000027015
fgenesh2_pg.scaffold_118000060	ENSCAFP00000041940
fgenesh2_pg.scaffold_118000074	ENSCAFP00000007296
fgenesh2_pg.scaffold_118000076	ENSCAFP00000026635
fgenesh2_pg.scaffold_118000079	ENSCAFP00000019972
fgenesh2_pg.scaffold_118000083	ENSCAFP00000025697
fgenesh2_pg.scaffold_118000083	ENSCAFP00000015146
fgenesh2_pg.scaffold_118000085	ENSCAFP00000015138
fgenesh2_pg.scaffold_119000002	ENSCAFP00000011771
fgenesh2_pg.scaffold_119000003	ENSCAFP00000007518
fgenesh2_pg.scaffold_119000013	ENSCAFP00000010824
fgenesh2_pg.scaffold_119000022	ENSCAFP00000000444
fgenesh2_pg.scaffold_119000031	ENSCAFP00000020867
fgenesh2_pg.scaffold_119000043	ENSCAFP00000009088
fgenesh2_pg.scaffold_119000045	ENSCAFP00000042415
fgenesh2_pg.scaffold_119000046	ENSCAFP00000007437
fgenesh2_pg.scaffold_119000062	ENSCAFP00000037571
fgenesh2_pg.scaffold_119000071	ENSCAFP00000018202
fgenesh2_pg.scaffold_119000091	ENSCAFP00000024734
fgenesh2_pg.scaffold_119000096	ENSCAFP00000018744
fgenesh2_pg.scaffold_120000014	ENSCAFP00000020775
fgenesh2_pg.scaffold_120000014	ENSCAFP00000015475
fgenesh2_pg.scaffold_120000015	ENSCAFP00000023068
fgenesh2_pg.scaffold_120000034	ENSCAFP00000040009
fgenesh2_pg.scaffold_120000036	ENSCAFP00000039772
fgenesh2_pg.scaffold_120000041	ENSCAFP00000006056
fgenesh2_pg.scaffold_120000042	ENSCAFP00000001506
fgenesh2_pg.scaffold_120000047	ENSCAFP00000035473
fgenesh2_pg.scaffold_120000050	ENSCAFP00000043039
fgenesh2_pg.scaffold_120000059	ENSCAFP00000018254
fgenesh2_pg.scaffold_120000061	ENSCAFP00000021476
fgenesh2_pg.scaffold_120000066	ENSCAFP00000016946
fgenesh2_pg.scaffold_120000070	ENSCAFP00000034905
fgenesh2_pg.scaffold_120000071	ENSCAFP00000037132
fgenesh2_pg.scaffold_120000083	ENSCAFP00000024278
fgenesh2_pg.scaffold_120000084	ENSCAFP00000036038
fgenesh2_pg.scaffold_120000091	ENSCAFP00000003703
fgenesh2_pg.scaffold_120000097	ENSCAFP00000004806
fgenesh2_pg.scaffold_120000098	ENSCAFP00000012391
fgenesh2_pg.scaffold_120000102	ENSCAFP00000006694
fgenesh2_pg.scaffold_120000111	ENSCAFP00000037010
fgenesh2_pg.scaffold_120000112	ENSCAFP00000041363
fgenesh2_pg.scaffold_120000116	ENSCAFP00000012350
fgenesh2_pg.scaffold_120000118	ENSCAFP00000018628
fgenesh2_pg.scaffold_120000120	ENSCAFP00000010092
