SINCAM006085	ENSGALP00000000002
SINCAM013055	ENSGALP00000037807
SINCAM006730	ENSGALP00000037814
SINCAM920904	ENSGALP00000037816
SINCAM007213	ENSGALP00000037819
SINCAM920609	ENSGALP00000037820
SINCAM011460	ENSGALP00000037829
SINCAM003709	ENSGALP00000037838
SINCAM005784	ENSGALP00000037846
SINCAM007224	ENSGALP00000037851
SINCAM921447	ENSGALP00000037856
SINCAM921448	ENSGALP00000037858
SINCAM000694	ENSGALP00000037865
SINCAM007231	ENSGALP00000037866
SINCAM007999	ENSGALP00000037868
SINCAM921596	ENSGALP00000037871
SINCAM900105	ENSGALP00000037877
SINCAM007237	ENSGALP00000037883
SINCAM014462	ENSGALP00000037893
SINCAM001540	ENSGALP00000037894
SINCAM006709	ENSGALP00000037896
SINCAM006707	ENSGALP00000037897
SINCAM006705	ENSGALP00000037899
SINCAM006704	ENSGALP00000037900
SINCAM000649	ENSGALP00000037901
SINCAM016360	ENSGALP00000037905
SINCAM008016	ENSGALP00000037906
SINCAM006700	ENSGALP00000037924
SINCAM001533	ENSGALP00000037925
SINCAM010414	ENSGALP00000037931
SINCAM007255	ENSGALP00000037940
SINCAM013125	ENSGALP00000037948
SINCAM016171	ENSGALP00000037954
SINCAM013127	ENSGALP00000037959
SINCAM008034	ENSGALP00000037962
SINCAM006693	ENSGALP00000037968
SINCAM007794	ENSGALP00000037969
SINCAM007259	ENSGALP00000037974
SINCAM920617	ENSGALP00000037976
SINCAM922762	ENSGALP00000037978
SINCAM013130	ENSGALP00000037982
SINCAM005729	ENSGALP00000037987
SINCAM010305	ENSGALP00000037994
SINCAM005730	ENSGALP00000037995
SINCAM920459	ENSGALP00000037996
SINCAM000202	ENSGALP00000037997
SINCAM920621	ENSGALP00000037999
SINCAM001643	ENSGALP00000038005
SINCAM006684	ENSGALP00000038010
SINCAM920458	ENSGALP00000038011
SINCAM001642	ENSGALP00000038012
SINCAM010450	ENSGALP00000038021
SINCAM012695	ENSGALP00000038022
SINCAM001293	ENSGALP00000038038
SINCAM010411	ENSGALP00000038041
SINCAM005855	ENSGALP00000038042
SINCAM010514	ENSGALP00000038052
SINCAM010458	ENSGALP00000038056
SINCAM010456	ENSGALP00000038058
SINCAM008897	ENSGALP00000038070
SINCAM006021	ENSGALP00000038072
SINCAM006020	ENSGALP00000038075
SINCAM001311	ENSGALP00000038087
SINCAM007736	ENSGALP00000038107
SINCAM011962	ENSGALP00000038108
SINCAM005824	ENSGALP00000038109
SINCAM005826	ENSGALP00000038111
SINCAM009221	ENSGALP00000038118
SINCAM921516	ENSGALP00000038121
SINCAM007792	ENSGALP00000038129
SINCAM009222	ENSGALP00000038130
SINCAM001323	ENSGALP00000038139
SINCAM003624	ENSGALP00000038155
SINCAM004222	ENSGALP00000038157
SINCAM009227	ENSGALP00000038158
SINCAM009230	ENSGALP00000038161
SINCAM012602	ENSGALP00000038166
SINCAM012638	ENSGALP00000038176
SINCAM003636	ENSGALP00000038179
SINCAM001476	ENSGALP00000038180
SINCAM900018	ENSGALP00000038183
SINCAM011897	ENSGALP00000038200
SINCAM921453	ENSGALP00000038209
SINCAM900023	ENSGALP00000038215
SINCAM922215	ENSGALP00000038228
SINCAM017351	ENSGALP00000038233
SINCAM010999	ENSGALP00000038234
SINCAM010388	ENSGALP00000038239
SINCAM006873	ENSGALP00000038251
SINCAM008653	ENSGALP00000038259
SINCAM010914	ENSGALP00000038260
SINCAM005619	ENSGALP00000038261
SINCAM014795	ENSGALP00000038267
SINCAM011914	ENSGALP00000038272
SINCAM900036	ENSGALP00000038276
SINCAM017915	ENSGALP00000038280
SINCAM920898	ENSGALP00000038287
SINCAM006880	ENSGALP00000038289
SINCAM010925	ENSGALP00000038290
SINCAM900037	ENSGALP00000038292
SINCAM010927	ENSGALP00000038293
SINCAM009509	ENSGALP00000038304
SINCAM011910	ENSGALP00000038307
SINCAM013723	ENSGALP00000038313
SINCAM011921	ENSGALP00000038316
SINCAM007533	ENSGALP00000038322
SINCAM012520	ENSGALP00000038330
SINCAM013636	ENSGALP00000038334
SINCAM010948	ENSGALP00000038337
SINCAM922403	ENSGALP00000038338
SINCAM922053	ENSGALP00000038340
SINCAM000206	ENSGALP00000038344
SINCAM011876	ENSGALP00000038347
SINCAM922046	ENSGALP00000038350
SINCAM009516	ENSGALP00000038351
SINCAM012705	ENSGALP00000038356
SINCAM007313	ENSGALP00000038357
SINCAM010944	ENSGALP00000038367
SINCAM008738	ENSGALP00000038373
SINCAM008739	ENSGALP00000038375
SINCAM013543	ENSGALP00000038376
SINCAM900071	ENSGALP00000038384
SINCAM001514	ENSGALP00000038397
SINCAM921970	ENSGALP00000038403
SINCAM006083	ENSGALP00000038404
SINCAM011585	ENSGALP00000038405
SINCAM013688	ENSGALP00000038408
SINCAM001385	ENSGALP00000038409
SINCAM006079	ENSGALP00000038411
SINCAM921457	ENSGALP00000038419
SINCAM922549	ENSGALP00000038424
SINCAM007551	ENSGALP00000038427
SINCAM016283	ENSGALP00000038429
SINCAM010355	ENSGALP00000038432
SINCAM011942	ENSGALP00000038435
SINCAM008756	ENSGALP00000038436
SINCAM007550	ENSGALP00000038437
SINCAM922513	ENSGALP00000038439
SINCAM011939	ENSGALP00000038446
SINCAM000763	ENSGALP00000038448
SINCAM006076	ENSGALP00000038449
SINCAM013711	ENSGALP00000038457
SINCAM007543	ENSGALP00000038461
SINCAM922883	ENSGALP00000038463
SINCAM921226	ENSGALP00000038479
SINCAM012829	ENSGALP00000038490
SINCAM012659	ENSGALP00000038496
SINCAM011184	ENSGALP00000038497
SINCAM006890	ENSGALP00000038507
SINCAM006889	ENSGALP00000038510
SINCAM011535	ENSGALP00000038511
SINCAM006887	ENSGALP00000038512
SINCAM009115	ENSGALP00000038513
SINCAM920829	ENSGALP00000038516
SINCAM007537	ENSGALP00000038523
SINCAM009344	ENSGALP00000038526
SINCAM005819	ENSGALP00000038530
SINCAM012610	ENSGALP00000038531
SINCAM012612	ENSGALP00000038541
SINCAM005229	ENSGALP00000038563
SINCAM009136	ENSGALP00000038570
SINCAM003887	ENSGALP00000038574
SINCAM004152	ENSGALP00000038578
SINCAM921713	ENSGALP00000038580
SINCAM008015	ENSGALP00000038587
SINCAM921441	ENSGALP00000038592
SINCAM010322	ENSGALP00000038593
SINCAM013041	ENSGALP00000038594
SINCAM008615	ENSGALP00000038601
SINCAM007300	ENSGALP00000038609
SINCAM003766	ENSGALP00000038611
SINCAM011752	ENSGALP00000038618
SINCAM011076	ENSGALP00000038622
SINCAM005207	ENSGALP00000038625
SINCAM011545	ENSGALP00000038626
SINCAM011602	ENSGALP00000038630
SINCAM921262	ENSGALP00000038632
SINCAM922402	ENSGALP00000038637
SINCAM012941	ENSGALP00000038639
SINCAM003760	ENSGALP00000038646
SINCAM006634	ENSGALP00000038654
SINCAM008266	ENSGALP00000038658
SINCAM921909	ENSGALP00000038659
SINCAM011072	ENSGALP00000038670
SINCAM920932	ENSGALP00000038671
SINCAM005513	ENSGALP00000038673
SINCAM014409	ENSGALP00000038677
SINCAM014974	ENSGALP00000038678
SINCAM011592	ENSGALP00000038684
SINCAM009556	ENSGALP00000038688
SINCAM010952	ENSGALP00000038691
SINCAM012015	ENSGALP00000038704
SINCAM922318	ENSGALP00000038731
SINCAM009469	ENSGALP00000038735
SINCAM006510	ENSGALP00000038745
SINCAM003794	ENSGALP00000038747
SINCAM007586	ENSGALP00000038750
SINCAM011293	ENSGALP00000038753
SINCAM006833	ENSGALP00000038755
SINCAM007828	ENSGALP00000038757
SINCAM001372	ENSGALP00000038761
SINCAM011276	ENSGALP00000038763
SINCAM007933	ENSGALP00000038764
SINCAM008817	ENSGALP00000038765
SINCAM900146	ENSGALP00000038766
SINCAM007292	ENSGALP00000038767
SINCAM007934	ENSGALP00000038774
SINCAM011272	ENSGALP00000038776
SINCAM009566	ENSGALP00000038778
SINCAM011605	ENSGALP00000038782
SINCAM920647	ENSGALP00000038786
SINCAM922881	ENSGALP00000038796
SINCAM007580	ENSGALP00000038797
SINCAM010746	ENSGALP00000038800
SINCAM011615	ENSGALP00000038821
SINCAM013788	ENSGALP00000038829
SINCAM011363	ENSGALP00000038831
SINCAM921228	ENSGALP00000038835
SINCAM900152	ENSGALP00000038838
SINCAM010518	ENSGALP00000038839
SINCAM013789	ENSGALP00000038843
SINCAM009163	ENSGALP00000038847
SINCAM013075	ENSGALP00000038852
SINCAM008688	ENSGALP00000038853
SINCAM013640	ENSGALP00000038858
SINCAM001434	ENSGALP00000038862
SINCAM001431	ENSGALP00000038869
SINCAM007184	ENSGALP00000038872
SINCAM003933	ENSGALP00000038876
SINCAM007966	ENSGALP00000038877
SINCAM006545	ENSGALP00000038878
SINCAM010524	ENSGALP00000038879
SINCAM007182	ENSGALP00000038883
SINCAM008765	ENSGALP00000038884
SINCAM005141	ENSGALP00000038885
SINCAM005128	ENSGALP00000038886
SINCAM015317	ENSGALP00000038896
SINCAM006108	ENSGALP00000038897
SINCAM007181	ENSGALP00000038899
SINCAM006107	ENSGALP00000038910
SINCAM010531	ENSGALP00000038914
SINCAM011869	ENSGALP00000038918
SINCAM011385	ENSGALP00000038921
SINCAM010532	ENSGALP00000038922
SINCAM001390	ENSGALP00000038925
SINCAM015230	ENSGALP00000038939
SINCAM922695	ENSGALP00000038943
SINCAM922651	ENSGALP00000038957
SINCAM006102	ENSGALP00000038958
SINCAM007164	ENSGALP00000038965
SINCAM010803	ENSGALP00000038966
SINCAM921936	ENSGALP00000038974
SINCAM008809	ENSGALP00000038976
SINCAM921490	ENSGALP00000038979
SINCAM013502	ENSGALP00000038984
SINCAM005262	ENSGALP00000038992
SINCAM009201	ENSGALP00000038993
SINCAM922505	ENSGALP00000038994
SINCAM006099	ENSGALP00000039002
SINCAM011083	ENSGALP00000039011
SINCAM006463	ENSGALP00000039012
SINCAM001401	ENSGALP00000039013
SINCAM000883	ENSGALP00000039014
SINCAM013734	ENSGALP00000039021
SINCAM013740	ENSGALP00000039023
SINCAM010202	ENSGALP00000039028
SINCAM009173	ENSGALP00000039032
SINCAM922567	ENSGALP00000039039
SINCAM011084	ENSGALP00000039044
SINCAM009170	ENSGALP00000039050
SINCAM013430	ENSGALP00000039053
SINCAM006215	ENSGALP00000039055
SINCAM007723	ENSGALP00000039064
SINCAM922265	ENSGALP00000039068
SINCAM009928	ENSGALP00000039071
SINCAM012383	ENSGALP00000039087
SINCAM921515	ENSGALP00000039107
SINCAM010184	ENSGALP00000039111
SINCAM007143	ENSGALP00000039128
SINCAM010217	ENSGALP00000039130
SINCAM008793	ENSGALP00000039133
SINCAM911044	ENSGALP00000039135
SINCAM003641	ENSGALP00000039140
SINCAM011347	ENSGALP00000039141
SINCAM010603	ENSGALP00000039149
SINCAM006611	ENSGALP00000039153
SINCAM900265	ENSGALP00000039156
SINCAM013298	ENSGALP00000039157
SINCAM921419	ENSGALP00000039158
SINCAM011996	ENSGALP00000039162
SINCAM006014	ENSGALP00000039164
SINCAM900264	ENSGALP00000039169
SINCAM012586	ENSGALP00000039176
SINCAM005150	ENSGALP00000039195
SINCAM007740	ENSGALP00000039196
SINCAM011336	ENSGALP00000039198
SINCAM006935	ENSGALP00000039205
SINCAM010849	ENSGALP00000039206
SINCAM006940	ENSGALP00000039213
SINCAM922417	ENSGALP00000039217
SINCAM001067	ENSGALP00000039219
SINCAM003664	ENSGALP00000039221
SINCAM015154	ENSGALP00000039229
SINCAM922536	ENSGALP00000039235
SINCAM009997	ENSGALP00000039237
SINCAM007704	ENSGALP00000039243
SINCAM922702	ENSGALP00000039246
SINCAM922617	ENSGALP00000039249
SINCAM009183	ENSGALP00000039257
SINCAM921468	ENSGALP00000039261
SINCAM010668	ENSGALP00000039265
SINCAM016470	ENSGALP00000039271
SINCAM007747	ENSGALP00000039286
SINCAM921851	ENSGALP00000039300
SINCAM012301	ENSGALP00000039305
SINCAM007756	ENSGALP00000039311
SINCAM011724	ENSGALP00000039313
SINCAM012073	ENSGALP00000039315
SINCAM006186	ENSGALP00000039316
SINCAM005151	ENSGALP00000039319
SINCAM013230	ENSGALP00000039322
SINCAM013287	ENSGALP00000039326
SINCAM003386	ENSGALP00000039332
SINCAM009330	ENSGALP00000039334
SINCAM006955	ENSGALP00000039341
SINCAM013350	ENSGALP00000039342
SINCAM006956	ENSGALP00000039343
SINCAM005266	ENSGALP00000039358
SINCAM006162	ENSGALP00000039359
SINCAM011670	ENSGALP00000039371
SINCAM001804	ENSGALP00000039376
SINCAM922571	ENSGALP00000039379
SINCAM001005	ENSGALP00000039387
SINCAM010998	ENSGALP00000039394
SINCAM922247	ENSGALP00000039399
SINCAM009312	ENSGALP00000039402
SINCAM012397	ENSGALP00000039406
SINCAM922573	ENSGALP00000039411
SINCAM012101	ENSGALP00000039428
SINCAM009947	ENSGALP00000039433
SINCAM003829	ENSGALP00000039434
SINCAM011187	ENSGALP00000039442
SINCAM015226	ENSGALP00000039444
SINCAM007459	ENSGALP00000039447
SINCAM008750	ENSGALP00000039455
SINCAM005285	ENSGALP00000039459
SINCAM007777	ENSGALP00000039467
SINCAM011688	ENSGALP00000039475
SINCAM922508	ENSGALP00000039479
SINCAM922480	ENSGALP00000039481
SINCAM922510	ENSGALP00000039491
SINCAM003815	ENSGALP00000039504
SINCAM015001	ENSGALP00000039522
SINCAM010056	ENSGALP00000039530
SINCAM013252	ENSGALP00000039532
SINCAM921918	ENSGALP00000039544
SINCAM008568	ENSGALP00000039547
SINCAM011512	ENSGALP00000039552
SINCAM007876	ENSGALP00000039553
SINCAM921847	ENSGALP00000039554
SINCAM012184	ENSGALP00000039556
SINCAM921038	ENSGALP00000039562
SINCAM007849	ENSGALP00000039568
SINCAM921999	ENSGALP00000039589
SINCAM922560	ENSGALP00000039597
SINCAM001705	ENSGALP00000039598
SINCAM007862	ENSGALP00000039603
SINCAM011677	ENSGALP00000039608
SINCAM006256	ENSGALP00000039613
SINCAM008422	ENSGALP00000039621
SINCAM011785	ENSGALP00000039622
SINCAM013818	ENSGALP00000039623
SINCAM011055	ENSGALP00000039626
SINCAM003404	ENSGALP00000039634
SINCAM010606	ENSGALP00000039641
SINCAM921683	ENSGALP00000039645
SINCAM921492	ENSGALP00000039646
SINCAM008581	ENSGALP00000039649
SINCAM010637	ENSGALP00000039652
SINCAM008949	ENSGALP00000039657
SINCAM013801	ENSGALP00000039672
SINCAM009219	ENSGALP00000039673
SINCAM921751	ENSGALP00000039675
SINCAM004579	ENSGALP00000039679
SINCAM007854	ENSGALP00000039682
SINCAM017277	ENSGALP00000039697
SINCAM922658	ENSGALP00000039699
SINCAM007027	ENSGALP00000039700
SINCAM922385	ENSGALP00000039704
SINCAM007028	ENSGALP00000039705
SINCAM013568	ENSGALP00000039708
SINCAM921476	ENSGALP00000039710
SINCAM013809	ENSGALP00000039712
SINCAM008393	ENSGALP00000039721
SINCAM012299	ENSGALP00000039722
SINCAM922805	ENSGALP00000039726
SINCAM009259	ENSGALP00000039730
SINCAM013564	ENSGALP00000039731
SINCAM921747	ENSGALP00000039734
SINCAM010795	ENSGALP00000039750
SINCAM922657	ENSGALP00000039752
SINCAM018095	ENSGALP00000039753
SINCAM011579	ENSGALP00000039755
SINCAM014011	ENSGALP00000039757
SINCAM922282	ENSGALP00000039758
SINCAM922078	ENSGALP00000039761
SINCAM010790	ENSGALP00000039765
SINCAM009436	ENSGALP00000039766
SINCAM012831	ENSGALP00000039776
SINCAM922270	ENSGALP00000039779
SINCAM014290	ENSGALP00000039780
SINCAM008846	ENSGALP00000039786
SINCAM013676	ENSGALP00000039789
SINCAM006964	ENSGALP00000039792
SINCAM014012	ENSGALP00000039796
SINCAM013538	ENSGALP00000039808
SINCAM921750	ENSGALP00000039809
SINCAM010829	ENSGALP00000039814
SINCAM012261	ENSGALP00000039827
SINCAM012260	ENSGALP00000039829
SINCAM013921	ENSGALP00000039842
SINCAM009935	ENSGALP00000039846
SINCAM922327	ENSGALP00000039853
SINCAM011128	ENSGALP00000039859
SINCAM014275	ENSGALP00000039860
SINCAM922806	ENSGALP00000039861
SINCAM011857	ENSGALP00000039863
SINCAM011198	ENSGALP00000039865
SINCAM013593	ENSGALP00000039872
SINCAM017511	ENSGALP00000039878
SINCAM013592	ENSGALP00000039879
SINCAM007793	ENSGALP00000039883
SINCAM013981	ENSGALP00000039886
SINCAM007075	ENSGALP00000039890
SINCAM011027	ENSGALP00000039891
SINCAM007692	ENSGALP00000039893
SINCAM003342	ENSGALP00000039900
SINCAM007079	ENSGALP00000039901
SINCAM012356	ENSGALP00000039903
SINCAM008843	ENSGALP00000039905
SINCAM922531	ENSGALP00000039912
SINCAM014281	ENSGALP00000039913
SINCAM900247	ENSGALP00000039922
SINCAM016177	ENSGALP00000039924
SINCAM012273	ENSGALP00000039927
SINCAM922636	ENSGALP00000039929
SINCAM013545	ENSGALP00000039931
SINCAM010929	ENSGALP00000039943
SINCAM008873	ENSGALP00000039948
SINCAM011214	ENSGALP00000039951
SINCAM009507	ENSGALP00000039953
SINCAM014379	ENSGALP00000039960
SINCAM009084	ENSGALP00000039974
SINCAM014297	ENSGALP00000039976
SINCAM006915	ENSGALP00000039978
SINCAM009080	ENSGALP00000039979
SINCAM922036	ENSGALP00000039995
SINCAM009099	ENSGALP00000040021
SINCAM009497	ENSGALP00000040027
SINCAM017782	ENSGALP00000040033
SINCAM014005	ENSGALP00000040036
SINCAM009494	ENSGALP00000040047
SINCAM010020	ENSGALP00000040051
SINCAM008921	ENSGALP00000040054
SINCAM013540	ENSGALP00000040060
SINCAM013539	ENSGALP00000040063
SINCAM014026	ENSGALP00000040065
SINCAM921861	ENSGALP00000040088
SINCAM012981	ENSGALP00000040101
SINCAM015526	ENSGALP00000040143
SINCAM011408	ENSGALP00000040167
SINCAM011158	ENSGALP00000040172
SINCAM900232	ENSGALP00000040176
SINCAM921840	ENSGALP00000040189
SINCAM012951	ENSGALP00000040190
SINCAM921842	ENSGALP00000040192
SINCAM010090	ENSGALP00000040195
SINCAM000436	ENSGALP00000040201
SINCAM011144	ENSGALP00000040207
SINCAM007119	ENSGALP00000040238
SINCAM010096	ENSGALP00000040240
SINCAM011220	ENSGALP00000040250
SINCAM013184	ENSGALP00000040258
SINCAM011225	ENSGALP00000040272
SINCAM013860	ENSGALP00000040278
SINCAM013859	ENSGALP00000040280
SINCAM923036	ENSGALP00000040321
SINCAM013021	ENSGALP00000040326
SINCAM007087	ENSGALP00000040331
SINCAM011323	ENSGALP00000040337
SINCAM008974	ENSGALP00000040351
SINCAM015415	ENSGALP00000040364
SINCAM007033	ENSGALP00000040376
SINCAM922484	ENSGALP00000040377
SINCAM007034	ENSGALP00000040383
SINCAM006544	ENSGALP00000040387
SINCAM009392	ENSGALP00000040409
SINCAM012875	ENSGALP00000040417
SINCAM922456	ENSGALP00000040420
SINCAM009001	ENSGALP00000040424
SINCAM012878	ENSGALP00000040427
SINCAM012850	ENSGALP00000040439
SINCAM009361	ENSGALP00000040443
SINCAM010226	ENSGALP00000040446
SINCAM012731	ENSGALP00000040452
SINCAM012753	ENSGALP00000040460
SINCAM009440	ENSGALP00000040466
SINCAM012883	ENSGALP00000040471
SINCAM010049	ENSGALP00000040476
SINCAM014196	ENSGALP00000040481
SINCAM922367	ENSGALP00000040486
SINCAM922773	ENSGALP00000040506
SINCAM009369	ENSGALP00000040523
SINCAM011553	ENSGALP00000040533
SINCAM922208	ENSGALP00000040546
SINCAM922620	ENSGALP00000040565
SINCAM922640	ENSGALP00000040567
SINCAM921673	ENSGALP00000040587
SINCAM011757	ENSGALP00000040598
SINCAM013849	ENSGALP00000040599
SINCAM000816	ENSGALP00000040600
SINCAM002100	ENSGALP00000040603
SINCAM000679	ENSGALP00000040604
SINCAM014938	ENSGALP00000040610
SINCAM005014	ENSGALP00000040618
SINCAM005870	ENSGALP00000040619
SINCAM001276	ENSGALP00000040621
SINCAM922783	ENSGALP00000040622
SINCAM923078	ENSGALP00000040624
SINCAM007673	ENSGALP00000040625
SINCAM009593	ENSGALP00000040631
SINCAM004372	ENSGALP00000040632
SINCAM010661	ENSGALP00000040633
SINCAM011830	ENSGALP00000040637
SINCAM014382	ENSGALP00000040638
SINCAM922890	ENSGALP00000040640
SINCAM921239	ENSGALP00000040641
SINCAM922486	ENSGALP00000040646
SINCAM002006	ENSGALP00000040648
SINCAM005413	ENSGALP00000040649
SINCAM001381	ENSGALP00000040651
SINCAM015192	ENSGALP00000040653
SINCAM003675	ENSGALP00000040655
SINCAM007995	ENSGALP00000040656
SINCAM012747	ENSGALP00000040658
SINCAM015556	ENSGALP00000040661
SINCAM920812	ENSGALP00000040662
SINCAM015546	ENSGALP00000040663
SINCAM000764	ENSGALP00000040665
SINCAM001692	ENSGALP00000040666
SINCAM012658	ENSGALP00000040670
SINCAM003735	ENSGALP00000040671
SINCAM920495	ENSGALP00000040674
SINCAM008240	ENSGALP00000040677
SINCAM013138	ENSGALP00000040682
SINCAM013448	ENSGALP00000040685
SINCAM923010	ENSGALP00000040688
SINCAM014880	ENSGALP00000040689
SINCAM013555	ENSGALP00000040690
SINCAM010153	ENSGALP00000040691
SINCAM008959	ENSGALP00000040695
SINCAM006240	ENSGALP00000040698
SINCAM009438	ENSGALP00000040702
SINCAM922400	ENSGALP00000040703
SINCAM000063	ENSGALP00000040704
SINCAM003750	ENSGALP00000040705
SINCAM922821	ENSGALP00000040708
SINCAM010180	ENSGALP00000040709
SINCAM922392	ENSGALP00000040714
SINCAM002137	ENSGALP00000040716
SINCAM011751	ENSGALP00000040717
SINCAM003835	ENSGALP00000040718
SINCAM012882	ENSGALP00000040720
SINCAM013842	ENSGALP00000040722
SINCAM002312	ENSGALP00000040723
SINCAM001392	ENSGALP00000040726
SINCAM001019	ENSGALP00000040728
SINCAM007467	ENSGALP00000040730
SINCAM011305	ENSGALP00000040731
SINCAM920529	ENSGALP00000040733
SINCAM009584	ENSGALP00000040734
SINCAM007447	ENSGALP00000040735
SINCAM008564	ENSGALP00000040736
SINCAM003181	ENSGALP00000040737
SINCAM003083	ENSGALP00000040738
SINCAM920642	ENSGALP00000040741
SINCAM013118	ENSGALP00000040742
SINCAM921972	ENSGALP00000040745
SINCAM920764	ENSGALP00000040748
SINCAM900030	ENSGALP00000040749
SINCAM006749	ENSGALP00000040750
SINCAM000034	ENSGALP00000040753
SINCAM000759	ENSGALP00000040755
SINCAM012624	ENSGALP00000040758
SINCAM006630	ENSGALP00000040762
SINCAM921169	ENSGALP00000040765
SINCAM011811	ENSGALP00000040766
SINCAM921099	ENSGALP00000040768
SINCAM005655	ENSGALP00000040769
SINCAM003838	ENSGALP00000040770
SINCAM014085	ENSGALP00000040776
SINCAM000898	ENSGALP00000040780
SINCAM014057	ENSGALP00000040782
SINCAM012946	ENSGALP00000040783
SINCAM000174	ENSGALP00000040784
SINCAM922533	ENSGALP00000040785
SINCAM013793	ENSGALP00000040786
SINCAM013301	ENSGALP00000040790
SINCAM015336	ENSGALP00000040791
SINCAM004987	ENSGALP00000040792
SINCAM004794	ENSGALP00000040794
SINCAM921981	ENSGALP00000040798
SINCAM007229	ENSGALP00000040803
SINCAM002875	ENSGALP00000040805
SINCAM921494	ENSGALP00000040806
SINCAM000086	ENSGALP00000040810
SINCAM014067	ENSGALP00000040813
SINCAM011170	ENSGALP00000040814
SINCAM003965	ENSGALP00000040816
SINCAM921988	ENSGALP00000040818
SINCAM005012	ENSGALP00000040819
SINCAM002583	ENSGALP00000040823
SINCAM014129	ENSGALP00000040827
SINCAM010306	ENSGALP00000040830
SINCAM009985	ENSGALP00000040832
SINCAM012621	ENSGALP00000040833
SINCAM003612	ENSGALP00000040836
SINCAM008806	ENSGALP00000040837
SINCAM003063	ENSGALP00000040840
SINCAM005013	ENSGALP00000040842
SINCAM921778	ENSGALP00000040847
SINCAM003258	ENSGALP00000040848
SINCAM004717	ENSGALP00000040860
SINCAM009024	ENSGALP00000040862
SINCAM012675	ENSGALP00000040867
SINCAM009729	ENSGALP00000040868
SINCAM900255	ENSGALP00000040869
SINCAM014114	ENSGALP00000040872
SINCAM006236	ENSGALP00000040873
SINCAM013655	ENSGALP00000040875
SINCAM012235	ENSGALP00000040876
SINCAM005662	ENSGALP00000040877
SINCAM011082	ENSGALP00000040878
SINCAM009449	ENSGALP00000040880
SINCAM008322	ENSGALP00000040888
SINCAM920548	ENSGALP00000040889
SINCAM014048	ENSGALP00000040891
SINCAM009903	ENSGALP00000040892
SINCAM005059	ENSGALP00000040893
SINCAM014807	ENSGALP00000040895
SINCAM006842	ENSGALP00000040897
SINCAM003467	ENSGALP00000040900
SINCAM015216	ENSGALP00000040901
SINCAM920777	ENSGALP00000040906
SINCAM922260	ENSGALP00000040912
SINCAM921483	ENSGALP00000040914
SINCAM000986	ENSGALP00000040915
SINCAM920578	ENSGALP00000040916
SINCAM009175	ENSGALP00000040918
SINCAM011833	ENSGALP00000040921
SINCAM922492	ENSGALP00000040922
SINCAM900151	ENSGALP00000040925
SINCAM012945	ENSGALP00000040926
SINCAM002384	ENSGALP00000040927
SINCAM920982	ENSGALP00000040928
SINCAM001371	ENSGALP00000040930
SINCAM001512	ENSGALP00000040931
SINCAM015052	ENSGALP00000040933
SINCAM004463	ENSGALP00000040934
SINCAM012378	ENSGALP00000040936
SINCAM002005	ENSGALP00000040937
SINCAM921205	ENSGALP00000040938
SINCAM008802	ENSGALP00000040939
SINCAM012844	ENSGALP00000040940
SINCAM004930	ENSGALP00000040941
SINCAM004600	ENSGALP00000040947
SINCAM010766	ENSGALP00000040953
SINCAM921603	ENSGALP00000040954
SINCAM013306	ENSGALP00000040955
SINCAM012931	ENSGALP00000040956
SINCAM006087	ENSGALP00000040957
SINCAM015191	ENSGALP00000040958
SINCAM009192	ENSGALP00000040959
SINCAM012366	ENSGALP00000040960
SINCAM013992	ENSGALP00000040964
SINCAM920703	ENSGALP00000040967
SINCAM006981	ENSGALP00000040968
SINCAM007007	ENSGALP00000040969
SINCAM014193	ENSGALP00000040974
SINCAM005166	ENSGALP00000040975
SINCAM001443	ENSGALP00000040979
SINCAM006395	ENSGALP00000040980
SINCAM900132	ENSGALP00000040983
SINCAM012722	ENSGALP00000040986
SINCAM007140	ENSGALP00000040987
SINCAM003248	ENSGALP00000040988
SINCAM007613	ENSGALP00000040989
SINCAM008241	ENSGALP00000040991
SINCAM009611	ENSGALP00000040993
SINCAM012959	ENSGALP00000040997
SINCAM010470	ENSGALP00000040998
SINCAM009606	ENSGALP00000040999
SINCAM014043	ENSGALP00000041002
SINCAM922687	ENSGALP00000041003
SINCAM014736	ENSGALP00000041007
SINCAM003188	ENSGALP00000041009
SINCAM016046	ENSGALP00000041010
SINCAM003870	ENSGALP00000041013
SINCAM004495	ENSGALP00000041023
SINCAM003903	ENSGALP00000041024
SINCAM002347	ENSGALP00000041025
SINCAM008963	ENSGALP00000041026
SINCAM004682	ENSGALP00000041028
SINCAM922086	ENSGALP00000041030
SINCAM922437	ENSGALP00000041031
SINCAM005737	ENSGALP00000041034
SINCAM010088	ENSGALP00000041037
SINCAM016154	ENSGALP00000041039
SINCAM005952	ENSGALP00000041041
SINCAM006168	ENSGALP00000041043
SINCAM012793	ENSGALP00000041044
SINCAM006482	ENSGALP00000041045
SINCAM922826	ENSGALP00000041046
SINCAM012588	ENSGALP00000041048
SINCAM921947	ENSGALP00000041050
SINCAM000858	ENSGALP00000041051
SINCAM006926	ENSGALP00000041053
SINCAM013115	ENSGALP00000041054
SINCAM921371	ENSGALP00000041055
SINCAM922358	ENSGALP00000041057
SINCAM009886	ENSGALP00000041058
SINCAM000589	ENSGALP00000041061
SINCAM001357	ENSGALP00000041062
SINCAM014801	ENSGALP00000041067
SINCAM001125	ENSGALP00000041068
SINCAM008692	ENSGALP00000041070
