ENSMUSP00000000001	SINCAM012129
ENSMUSP00000103943	SINCAM002457
ENSMUSP00000103947	SINCAM010546
ENSMUSP00000103958	SINCAM008700
ENSMUSP00000103983	SINCAM002564
ENSMUSP00000103990	SINCAM015690
ENSMUSP00000104009	SINCAM002416
ENSMUSP00000104010	SINCAM920778
ENSMUSP00000104024	SINCAM015850
ENSMUSP00000104037	SINCAM008680
ENSMUSP00000104039	SINCAM008682
ENSMUSP00000104040	SINCAM017211
ENSMUSP00000104046	SINCAM009212
ENSMUSP00000104069	SINCAM008800
ENSMUSP00000104072	SINCAM010705
ENSMUSP00000104116	SINCAM012808
ENSMUSP00000104144	SINCAM008897
ENSMUSP00000104146	SINCAM008714
ENSMUSP00000104149	SINCAM015148
ENSMUSP00000104150	SINCAM008708
ENSMUSP00000104155	SINCAM007632
ENSMUSP00000104158	SINCAM018091
ENSMUSP00000104167	SINCAM008573
ENSMUSP00000104168	SINCAM015019
ENSMUSP00000104179	SINCAM922961
ENSMUSP00000104216	SINCAM922905
ENSMUSP00000104217	SINCAM007943
ENSMUSP00000104223	SINCAM014793
ENSMUSP00000104234	SINCAM013606
ENSMUSP00000104273	SINCAM009334
ENSMUSP00000104293	SINCAM017700
ENSMUSP00000104299	SINCAM017063
ENSMUSP00000104314	SINCAM012612
ENSMUSP00000104322	SINCAM012388
ENSMUSP00000104329	SINCAM000014
ENSMUSP00000104335	SINCAM012378
ENSMUSP00000104342	SINCAM012658
ENSMUSP00000104361	SINCAM011166
ENSMUSP00000104363	SINCAM011164
ENSMUSP00000104390	SINCAM003450
ENSMUSP00000104405	SINCAM003590
ENSMUSP00000104407	SINCAM001484
ENSMUSP00000104411	SINCAM001480
ENSMUSP00000104417	SINCAM012016
ENSMUSP00000104459	SINCAM011986
ENSMUSP00000104460	SINCAM010449
ENSMUSP00000104478	SINCAM009961
ENSMUSP00000104484	SINCAM012010
ENSMUSP00000104485	SINCAM010205
ENSMUSP00000104496	SINCAM010454
ENSMUSP00000104500	SINCAM010208
ENSMUSP00000104506	SINCAM922429
ENSMUSP00000104511	SINCAM010268
ENSMUSP00000104519	SINCAM011872
ENSMUSP00000104529	SINCAM012063
ENSMUSP00000104533	SINCAM922345
ENSMUSP00000104543	SINCAM011879
ENSMUSP00000104548	SINCAM010000
ENSMUSP00000104567	SINCAM009574
ENSMUSP00000104573	SINCAM017355
ENSMUSP00000104587	SINCAM013642
ENSMUSP00000104640	SINCAM923118
ENSMUSP00000104682	SINCAM923078
ENSMUSP00000104700	SINCAM922342
ENSMUSP00000104703	SINCAM011892
ENSMUSP00000104725	SINCAM009984
ENSMUSP00000104727	SINCAM010372
ENSMUSP00000104728	SINCAM922755
ENSMUSP00000104730	SINCAM922044
ENSMUSP00000104731	SINCAM009942
ENSMUSP00000104732	SINCAM010367
ENSMUSP00000104770	SINCAM010056
ENSMUSP00000104785	SINCAM922405
ENSMUSP00000104795	SINCAM003709
ENSMUSP00000104815	SINCAM011967
ENSMUSP00000104825	SINCAM010711
ENSMUSP00000104836	SINCAM016076
ENSMUSP00000104837	SINCAM011977
ENSMUSP00000104844	SINCAM011980
ENSMUSP00000104855	SINCAM922378
ENSMUSP00000104861	SINCAM012006
ENSMUSP00000104864	SINCAM001310
ENSMUSP00000104865	SINCAM003199
ENSMUSP00000104872	SINCAM012001
ENSMUSP00000104878	SINCAM005863
ENSMUSP00000104883	SINCAM010147
ENSMUSP00000104889	SINCAM012052
ENSMUSP00000104890	SINCAM001288
ENSMUSP00000104895	SINCAM001286
ENSMUSP00000104906	SINCAM006061
ENSMUSP00000104907	SINCAM006063
ENSMUSP00000104923	SINCAM011910
ENSMUSP00000104931	SINCAM010545
ENSMUSP00000104939	SINCAM011873
ENSMUSP00000104957	SINCAM920611
ENSMUSP00000104964	SINCAM010175
ENSMUSP00000104976	SINCAM011894
ENSMUSP00000104977	SINCAM006091
ENSMUSP00000104979	SINCAM010583
ENSMUSP00000105007	SINCAM006077
ENSMUSP00000105028	SINCAM001201
ENSMUSP00000105045	SINCAM922424
ENSMUSP00000105047	SINCAM011994
ENSMUSP00000105049	SINCAM005881
ENSMUSP00000105051	SINCAM005887
ENSMUSP00000105053	SINCAM001209
ENSMUSP00000105057	SINCAM015259
ENSMUSP00000105071	SINCAM011848
ENSMUSP00000105094	SINCAM012046
ENSMUSP00000105136	SINCAM011161
ENSMUSP00000105140	SINCAM921207
ENSMUSP00000105149	SINCAM011947
ENSMUSP00000105173	SINCAM001175
ENSMUSP00000105174	SINCAM922099
ENSMUSP00000105179	SINCAM001172
ENSMUSP00000105181	SINCAM014822
ENSMUSP00000105183	SINCAM922105
ENSMUSP00000105184	SINCAM003806
ENSMUSP00000105191	SINCAM003800
ENSMUSP00000105207	SINCAM014832
ENSMUSP00000105212	SINCAM001150
ENSMUSP00000105216	SINCAM011802
ENSMUSP00000105223	SINCAM003778
ENSMUSP00000105234	SINCAM014715
ENSMUSP00000105237	SINCAM011761
ENSMUSP00000105240	SINCAM011782
ENSMUSP00000105250	SINCAM010527
ENSMUSP00000105255	SINCAM014765
ENSMUSP00000105264	SINCAM922386
ENSMUSP00000105272	SINCAM001806
ENSMUSP00000105282	SINCAM010515
ENSMUSP00000105295	SINCAM012034
ENSMUSP00000105303	SINCAM002146
ENSMUSP00000105307	SINCAM011816
ENSMUSP00000105308	SINCAM922072
ENSMUSP00000105312	SINCAM014702
ENSMUSP00000105313	SINCAM002036
ENSMUSP00000105321	SINCAM002002
ENSMUSP00000105348	SINCAM008414
ENSMUSP00000105353	SINCAM011938
ENSMUSP00000105358	SINCAM014477
ENSMUSP00000105359	SINCAM014363
ENSMUSP00000105363	SINCAM014479
ENSMUSP00000105375	SINCAM003741
ENSMUSP00000105413	SINCAM922395
ENSMUSP00000105425	SINCAM011835
ENSMUSP00000105445	SINCAM012070
ENSMUSP00000105473	SINCAM011808
ENSMUSP00000105486	SINCAM008152
ENSMUSP00000105493	SINCAM007456
ENSMUSP00000105501	SINCAM922382
ENSMUSP00000105522	SINCAM003637
ENSMUSP00000105527	SINCAM921693
ENSMUSP00000105531	SINCAM010134
ENSMUSP00000105536	SINCAM007486
ENSMUSP00000105539	SINCAM000225
ENSMUSP00000105560	SINCAM003678
ENSMUSP00000105569	SINCAM007491
ENSMUSP00000105594	SINCAM003661
ENSMUSP00000105602	SINCAM017588
ENSMUSP00000105613	SINCAM003666
ENSMUSP00000105620	SINCAM007426
ENSMUSP00000105628	SINCAM008068
ENSMUSP00000105657	SINCAM003600
ENSMUSP00000105663	SINCAM002643
ENSMUSP00000105680	SINCAM012915
ENSMUSP00000105684	SINCAM921197
ENSMUSP00000105691	SINCAM922451
ENSMUSP00000105693	SINCAM921694
ENSMUSP00000105714	SINCAM009632
ENSMUSP00000105716	SINCAM003913
ENSMUSP00000105719	SINCAM012956
ENSMUSP00000105732	SINCAM008108
ENSMUSP00000105736	SINCAM003920
ENSMUSP00000105740	SINCAM008111
ENSMUSP00000105743	SINCAM008435
ENSMUSP00000105751	SINCAM012995
ENSMUSP00000105754	SINCAM012939
ENSMUSP00000105769	SINCAM003702
ENSMUSP00000105783	SINCAM002482
ENSMUSP00000105790	SINCAM001653
ENSMUSP00000105793	SINCAM014321
ENSMUSP00000105796	SINCAM012945
ENSMUSP00000105797	SINCAM002328
ENSMUSP00000105815	SINCAM014946
ENSMUSP00000105822	SINCAM002277
ENSMUSP00000105828	SINCAM000720
ENSMUSP00000105847	SINCAM920528
ENSMUSP00000105850	SINCAM002315
ENSMUSP00000105861	SINCAM010151
ENSMUSP00000105862	SINCAM002291
ENSMUSP00000105883	SINCAM008042
ENSMUSP00000105884	SINCAM000204
ENSMUSP00000105891	SINCAM920522
ENSMUSP00000105904	SINCAM001816
ENSMUSP00000105905	SINCAM921690
ENSMUSP00000105923	SINCAM008378
ENSMUSP00000105926	SINCAM002367
ENSMUSP00000105949	SINCAM003398
ENSMUSP00000105953	SINCAM003397
ENSMUSP00000105954	SINCAM003395
ENSMUSP00000105965	SINCAM002445
ENSMUSP00000105970	SINCAM003391
ENSMUSP00000105976	SINCAM008352
ENSMUSP00000105985	SINCAM008348
ENSMUSP00000106002	SINCAM014372
ENSMUSP00000106004	SINCAM014408
ENSMUSP00000106010	SINCAM000595
ENSMUSP00000106013	SINCAM001863
ENSMUSP00000106014	SINCAM002703
ENSMUSP00000106017	SINCAM014379
ENSMUSP00000106018	SINCAM008243
ENSMUSP00000106025	SINCAM008241
ENSMUSP00000106038	SINCAM920683
ENSMUSP00000106046	SINCAM013128
ENSMUSP00000106063	SINCAM014627
ENSMUSP00000106076	SINCAM922671
ENSMUSP00000106081	SINCAM921633
ENSMUSP00000106087	SINCAM001932
ENSMUSP00000106118	SINCAM000818
ENSMUSP00000106128	SINCAM921384
ENSMUSP00000106133	SINCAM013133
ENSMUSP00000106137	SINCAM001679
ENSMUSP00000106145	SINCAM002175
ENSMUSP00000106152	SINCAM016175
ENSMUSP00000106163	SINCAM003446
ENSMUSP00000106180	SINCAM013216
ENSMUSP00000106188	SINCAM003442
ENSMUSP00000106199	SINCAM008197
ENSMUSP00000106212	SINCAM921359
ENSMUSP00000106232	SINCAM922596
ENSMUSP00000106242	SINCAM013182
ENSMUSP00000106251	SINCAM008127
ENSMUSP00000106266	SINCAM001577
ENSMUSP00000106278	SINCAM013164
ENSMUSP00000106302	SINCAM006570
ENSMUSP00000106308	SINCAM008300
ENSMUSP00000106315	SINCAM008307
ENSMUSP00000106329	SINCAM921669
ENSMUSP00000106336	SINCAM008292
ENSMUSP00000106345	SINCAM011239
ENSMUSP00000106353	SINCAM008283
ENSMUSP00000106358	SINCAM921392
ENSMUSP00000106359	SINCAM011246
ENSMUSP00000106361	SINCAM921999
ENSMUSP00000106401	SINCAM008399
ENSMUSP00000106420	SINCAM008402
ENSMUSP00000106436	SINCAM002950
ENSMUSP00000106441	SINCAM008388
ENSMUSP00000106443	SINCAM014953
ENSMUSP00000106460	SINCAM011149
ENSMUSP00000106480	SINCAM921236
ENSMUSP00000106481	SINCAM005517
ENSMUSP00000106489	SINCAM014802
ENSMUSP00000106500	SINCAM922305
ENSMUSP00000106509	SINCAM002956
ENSMUSP00000106518	SINCAM003992
ENSMUSP00000106519	SINCAM004399
ENSMUSP00000106534	SINCAM004416
ENSMUSP00000106559	SINCAM015061
ENSMUSP00000106561	SINCAM017872
ENSMUSP00000106567	SINCAM002978
ENSMUSP00000106596	SINCAM921318
ENSMUSP00000106598	SINCAM007793
ENSMUSP00000106664	SINCAM015049
ENSMUSP00000106667	SINCAM922915
ENSMUSP00000106692	SINCAM011732
ENSMUSP00000106699	SINCAM014449
ENSMUSP00000106709	SINCAM015265
ENSMUSP00000106724	SINCAM014258
ENSMUSP00000106735	SINCAM003516
ENSMUSP00000106743	SINCAM011720
ENSMUSP00000106746	SINCAM003887
ENSMUSP00000106747	SINCAM922257
ENSMUSP00000106756	SINCAM011738
ENSMUSP00000106770	SINCAM922240
ENSMUSP00000106772	SINCAM008828
ENSMUSP00000106782	SINCAM008750
ENSMUSP00000106801	SINCAM008839
ENSMUSP00000106861	SINCAM014029
ENSMUSP00000106862	SINCAM011656
ENSMUSP00000106865	SINCAM004818
ENSMUSP00000106869	SINCAM011659
ENSMUSP00000106896	SINCAM012296
ENSMUSP00000106897	SINCAM922796
ENSMUSP00000106905	SINCAM011470
ENSMUSP00000106929	SINCAM008731
ENSMUSP00000106931	SINCAM007738
ENSMUSP00000106934	SINCAM011480
ENSMUSP00000106945	SINCAM004672
ENSMUSP00000106963	SINCAM011476
ENSMUSP00000106965	SINCAM011472
ENSMUSP00000106970	SINCAM011664
ENSMUSP00000106975	SINCAM007604
ENSMUSP00000106978	SINCAM007602
ENSMUSP00000106999	SINCAM005262
ENSMUSP00000107035	SINCAM001582
ENSMUSP00000107047	SINCAM921271
ENSMUSP00000107060	SINCAM004206
ENSMUSP00000107062	SINCAM921269
ENSMUSP00000107069	SINCAM002234
ENSMUSP00000107080	SINCAM922326
ENSMUSP00000107150	SINCAM010476
ENSMUSP00000107160	SINCAM005974
ENSMUSP00000107182	SINCAM005976
ENSMUSP00000107188	SINCAM921013
ENSMUSP00000107192	SINCAM007557
ENSMUSP00000107195	SINCAM005977
ENSMUSP00000107210	SINCAM007282
ENSMUSP00000107214	SINCAM921439
ENSMUSP00000107228	SINCAM015263
ENSMUSP00000107231	SINCAM921892
ENSMUSP00000107234	SINCAM000254
ENSMUSP00000107238	SINCAM005160
ENSMUSP00000107245	SINCAM005159
ENSMUSP00000107250	SINCAM920957
ENSMUSP00000107284	SINCAM007271
ENSMUSP00000107292	SINCAM005647
ENSMUSP00000107297	SINCAM007541
ENSMUSP00000107298	SINCAM005131
ENSMUSP00000107333	SINCAM005550
ENSMUSP00000107337	SINCAM920947
ENSMUSP00000107347	SINCAM006659
ENSMUSP00000107364	SINCAM012629
ENSMUSP00000107367	SINCAM007530
ENSMUSP00000107370	SINCAM006881
ENSMUSP00000107380	SINCAM007526
ENSMUSP00000107381	SINCAM007525
ENSMUSP00000107387	SINCAM005167
ENSMUSP00000107388	SINCAM005561
ENSMUSP00000107398	SINCAM005565
ENSMUSP00000107399	SINCAM001954
ENSMUSP00000107415	SINCAM006677
ENSMUSP00000107421	SINCAM008227
ENSMUSP00000107434	SINCAM005566
ENSMUSP00000107439	SINCAM010117
ENSMUSP00000107447	SINCAM010662
ENSMUSP00000107448	SINCAM921647
ENSMUSP00000107451	SINCAM922092
ENSMUSP00000107466	SINCAM008217
ENSMUSP00000107477	SINCAM006690
ENSMUSP00000107492	SINCAM001675
ENSMUSP00000107498	SINCAM006815
ENSMUSP00000107503	SINCAM001674
ENSMUSP00000107510	SINCAM001672
ENSMUSP00000107539	SINCAM006979
ENSMUSP00000107544	SINCAM005196
ENSMUSP00000107548	SINCAM006981
ENSMUSP00000107551	SINCAM015819
ENSMUSP00000107576	SINCAM006934
ENSMUSP00000107579	SINCAM007309
ENSMUSP00000107587	SINCAM006932
ENSMUSP00000107598	SINCAM007468
ENSMUSP00000107609	SINCAM007464
ENSMUSP00000107620	SINCAM005278
ENSMUSP00000107627	SINCAM014089
ENSMUSP00000107628	SINCAM007428
ENSMUSP00000107655	SINCAM006716
ENSMUSP00000107656	SINCAM005283
ENSMUSP00000107657	SINCAM005284
ENSMUSP00000107658	SINCAM001957
ENSMUSP00000107677	SINCAM013470
ENSMUSP00000107678	SINCAM007295
ENSMUSP00000107695	SINCAM012357
ENSMUSP00000107697	SINCAM007415
ENSMUSP00000107701	SINCAM009788
ENSMUSP00000107725	SINCAM007441
ENSMUSP00000107727	SINCAM009584
ENSMUSP00000107733	SINCAM004382
ENSMUSP00000107743	SINCAM005397
ENSMUSP00000107765	SINCAM004336
ENSMUSP00000107770	SINCAM922768
ENSMUSP00000107775	SINCAM004338
ENSMUSP00000107779	SINCAM006010
ENSMUSP00000107793	SINCAM004341
ENSMUSP00000107796	SINCAM005620
ENSMUSP00000107803	SINCAM007667
ENSMUSP00000107804	SINCAM921606
ENSMUSP00000107806	SINCAM921304
ENSMUSP00000107829	SINCAM009839
ENSMUSP00000107841	SINCAM920953
ENSMUSP00000107848	SINCAM004345
ENSMUSP00000107850	SINCAM921900
ENSMUSP00000107851	SINCAM922540
ENSMUSP00000107856	SINCAM922539
ENSMUSP00000107857	SINCAM003950
ENSMUSP00000107863	SINCAM920950
ENSMUSP00000107869	SINCAM009636
ENSMUSP00000107874	SINCAM004352
ENSMUSP00000107890	SINCAM004356
ENSMUSP00000107899	SINCAM004357
ENSMUSP00000107911	SINCAM007663
ENSMUSP00000107913	SINCAM921308
ENSMUSP00000107914	SINCAM922168
ENSMUSP00000107927	SINCAM003962
ENSMUSP00000107939	SINCAM006788
ENSMUSP00000107955	SINCAM921447
ENSMUSP00000107965	SINCAM921612
ENSMUSP00000107976	SINCAM012108
ENSMUSP00000107978	SINCAM007693
ENSMUSP00000108004	SINCAM007686
ENSMUSP00000108008	SINCAM003617
ENSMUSP00000108012	SINCAM012156
ENSMUSP00000108019	SINCAM004373
ENSMUSP00000108039	SINCAM006798
ENSMUSP00000108075	SINCAM004378
ENSMUSP00000108090	SINCAM004376
ENSMUSP00000108096	SINCAM007329
ENSMUSP00000108099	SINCAM921620
ENSMUSP00000108117	SINCAM003485
ENSMUSP00000108124	SINCAM921463
ENSMUSP00000108126	SINCAM003488
ENSMUSP00000108131	SINCAM007722
ENSMUSP00000108140	SINCAM004519
ENSMUSP00000108143	SINCAM009603
ENSMUSP00000108148	SINCAM921281
ENSMUSP00000108160	SINCAM015989
ENSMUSP00000108169	SINCAM006810
ENSMUSP00000108191	SINCAM010780
ENSMUSP00000108193	SINCAM010777
ENSMUSP00000108202	SINCAM006418
ENSMUSP00000108225	SINCAM006424
ENSMUSP00000108235	SINCAM006770
ENSMUSP00000108249	SINCAM920721
ENSMUSP00000108254	SINCAM006763
ENSMUSP00000108260	SINCAM006433
ENSMUSP00000108261	SINCAM015439
ENSMUSP00000108263	SINCAM006434
ENSMUSP00000108290	SINCAM005374
ENSMUSP00000108296	SINCAM920794
ENSMUSP00000108306	SINCAM920996
ENSMUSP00000108310	SINCAM005368
ENSMUSP00000108313	SINCAM006366
ENSMUSP00000108318	SINCAM005367
ENSMUSP00000108321	SINCAM002756
ENSMUSP00000108329	SINCAM016969
ENSMUSP00000108331	SINCAM005892
ENSMUSP00000108337	SINCAM920688
ENSMUSP00000108340	SINCAM922041
ENSMUSP00000108360	SINCAM006031
ENSMUSP00000108371	SINCAM920726
ENSMUSP00000108397	SINCAM005895
ENSMUSP00000108413	SINCAM921001
ENSMUSP00000108429	SINCAM006385
ENSMUSP00000108438	SINCAM010839
ENSMUSP00000108449	SINCAM920994
ENSMUSP00000108455	SINCAM010982
ENSMUSP00000108462	SINCAM002125
ENSMUSP00000108464	SINCAM007598
ENSMUSP00000108468	SINCAM000393
ENSMUSP00000108484	SINCAM010976
ENSMUSP00000108493	SINCAM008017
ENSMUSP00000108498	SINCAM921531
ENSMUSP00000108499	SINCAM010975
ENSMUSP00000108506	SINCAM009433
ENSMUSP00000108517	SINCAM015471
ENSMUSP00000108521	SINCAM006971
ENSMUSP00000108526	SINCAM009425
ENSMUSP00000108531	SINCAM920489
ENSMUSP00000108532	SINCAM006442
ENSMUSP00000108536	SINCAM010970
ENSMUSP00000108553	SINCAM011003
ENSMUSP00000108562	SINCAM007944
ENSMUSP00000108573	SINCAM014028
ENSMUSP00000108580	SINCAM009611
ENSMUSP00000108583	SINCAM000380
ENSMUSP00000108584	SINCAM007949
ENSMUSP00000108593	SINCAM920484
ENSMUSP00000108595	SINCAM011001
ENSMUSP00000108617	SINCAM010722
ENSMUSP00000108620	SINCAM004391
ENSMUSP00000108622	SINCAM009436
ENSMUSP00000108629	SINCAM000373
ENSMUSP00000108631	SINCAM010728
ENSMUSP00000108649	SINCAM922310
ENSMUSP00000108651	SINCAM009254
ENSMUSP00000108653	SINCAM922309
ENSMUSP00000108660	SINCAM007988
ENSMUSP00000108678	SINCAM000409
ENSMUSP00000108683	SINCAM013091
ENSMUSP00000108686	SINCAM010895
ENSMUSP00000108692	SINCAM010733
ENSMUSP00000108715	SINCAM922137
ENSMUSP00000108716	SINCAM000160
ENSMUSP00000108717	SINCAM006477
ENSMUSP00000108726	SINCAM000400
ENSMUSP00000108742	SINCAM009742
ENSMUSP00000108771	SINCAM009730
ENSMUSP00000108774	SINCAM003244
ENSMUSP00000108783	SINCAM007999
ENSMUSP00000108786	SINCAM011564
ENSMUSP00000108815	SINCAM009354
ENSMUSP00000108825	SINCAM007874
ENSMUSP00000108828	SINCAM921835
ENSMUSP00000108838	SINCAM009462
ENSMUSP00000108841	SINCAM003254
ENSMUSP00000108859	SINCAM009335
ENSMUSP00000108871	SINCAM003249
ENSMUSP00000108889	SINCAM009654
ENSMUSP00000108895	SINCAM009183
ENSMUSP00000108928	SINCAM010787
ENSMUSP00000108931	SINCAM921914
ENSMUSP00000108940	SINCAM005123
ENSMUSP00000108948	SINCAM009664
ENSMUSP00000108960	SINCAM007829
ENSMUSP00000108961	SINCAM003854
ENSMUSP00000108982	SINCAM009668
ENSMUSP00000108987	SINCAM009476
ENSMUSP00000108996	SINCAM014996
ENSMUSP00000109010	SINCAM014977
ENSMUSP00000109036	SINCAM010816
ENSMUSP00000109039	SINCAM010817
ENSMUSP00000109048	SINCAM002930
ENSMUSP00000109049	SINCAM010820
ENSMUSP00000109064	SINCAM009448
ENSMUSP00000109067	SINCAM007358
ENSMUSP00000109084	SINCAM005128
ENSMUSP00000109087	SINCAM920943
ENSMUSP00000109089	SINCAM008485
ENSMUSP00000109093	SINCAM009854
ENSMUSP00000109108	SINCAM922293
ENSMUSP00000109109	SINCAM003726
ENSMUSP00000109121	SINCAM000558
ENSMUSP00000109130	SINCAM016869
ENSMUSP00000109140	SINCAM009499
ENSMUSP00000109144	SINCAM000554
ENSMUSP00000109151	SINCAM003652
ENSMUSP00000109152	SINCAM015271
ENSMUSP00000109158	SINCAM009815
ENSMUSP00000109160	SINCAM014491
ENSMUSP00000109161	SINCAM012983
ENSMUSP00000109164	SINCAM000546
ENSMUSP00000109175	SINCAM003745
ENSMUSP00000109197	SINCAM006272
ENSMUSP00000109203	SINCAM010966
ENSMUSP00000109214	SINCAM006288
ENSMUSP00000109229	SINCAM003013
ENSMUSP00000109230	SINCAM922153
ENSMUSP00000109236	SINCAM009791
ENSMUSP00000109237	SINCAM009789
ENSMUSP00000109245	SINCAM017662
ENSMUSP00000109257	SINCAM922276
ENSMUSP00000109267	SINCAM014350
ENSMUSP00000109271	SINCAM016046
ENSMUSP00000109288	SINCAM014347
ENSMUSP00000109291	SINCAM007961
ENSMUSP00000109299	SINCAM922958
ENSMUSP00000109305	SINCAM921822
ENSMUSP00000109312	SINCAM014159
ENSMUSP00000109336	SINCAM015712
ENSMUSP00000109337	SINCAM001357
ENSMUSP00000109340	SINCAM007833
ENSMUSP00000109348	SINCAM921490
ENSMUSP00000109355	SINCAM000501
ENSMUSP00000109363	SINCAM004074
ENSMUSP00000109366	SINCAM005921
ENSMUSP00000109367	SINCAM000498
ENSMUSP00000109382	SINCAM921028
ENSMUSP00000109388	SINCAM921488
ENSMUSP00000109397	SINCAM004080
ENSMUSP00000109409	SINCAM011006
ENSMUSP00000109425	SINCAM004086
ENSMUSP00000109431	SINCAM005214
ENSMUSP00000109451	SINCAM006266
ENSMUSP00000109477	SINCAM004092
ENSMUSP00000109484	SINCAM007977
ENSMUSP00000109493	SINCAM004091
ENSMUSP00000109502	SINCAM922318
ENSMUSP00000109510	SINCAM010938
ENSMUSP00000109547	SINCAM004098
ENSMUSP00000109548	SINCAM004604
ENSMUSP00000109552	SINCAM015562
ENSMUSP00000109571	SINCAM002586
ENSMUSP00000109584	SINCAM004033
ENSMUSP00000109585	SINCAM007891
ENSMUSP00000109599	SINCAM004546
ENSMUSP00000109606	SINCAM011640
ENSMUSP00000109608	SINCAM004030
ENSMUSP00000109609	SINCAM004545
ENSMUSP00000109612	SINCAM921591
ENSMUSP00000109613	SINCAM000763
ENSMUSP00000109630	SINCAM011644
ENSMUSP00000109633	SINCAM004541
ENSMUSP00000109635	SINCAM004031
ENSMUSP00000109640	SINCAM007899
ENSMUSP00000109651	SINCAM006602
ENSMUSP00000109653	SINCAM007901
ENSMUSP00000109659	SINCAM004537
ENSMUSP00000109671	SINCAM004022
ENSMUSP00000109687	SINCAM017680
ENSMUSP00000109703	SINCAM014373
ENSMUSP00000109728	SINCAM006529
ENSMUSP00000109734	SINCAM920467
ENSMUSP00000109737	SINCAM007911
ENSMUSP00000109759	SINCAM004531
ENSMUSP00000109761	SINCAM000267
ENSMUSP00000109767	SINCAM921580
ENSMUSP00000109794	SINCAM006539
ENSMUSP00000109795	SINCAM000272
ENSMUSP00000109796	SINCAM007800
ENSMUSP00000109815	SINCAM000710
ENSMUSP00000109833	SINCAM004053
ENSMUSP00000109838	SINCAM013229
ENSMUSP00000109855	SINCAM921494
ENSMUSP00000109858	SINCAM004047
ENSMUSP00000109880	SINCAM005371
ENSMUSP00000109881	SINCAM006513
ENSMUSP00000109884	SINCAM921573
ENSMUSP00000109886	SINCAM006516
ENSMUSP00000109899	SINCAM007772
ENSMUSP00000109901	SINCAM013151
ENSMUSP00000109907	SINCAM010032
ENSMUSP00000109914	SINCAM006519
ENSMUSP00000109915	SINCAM013147
ENSMUSP00000109931	SINCAM004117
ENSMUSP00000109936	SINCAM002172
ENSMUSP00000109960	SINCAM002252
ENSMUSP00000109975	SINCAM007861
ENSMUSP00000109979	SINCAM000662
ENSMUSP00000109980	SINCAM921349
ENSMUSP00000109989	SINCAM007863
ENSMUSP00000109995	SINCAM007846
ENSMUSP00000110011	SINCAM004162
ENSMUSP00000110021	SINCAM012727
ENSMUSP00000110022	SINCAM007858
ENSMUSP00000110052	SINCAM921583
ENSMUSP00000110057	SINCAM006557
ENSMUSP00000110077	SINCAM001978
ENSMUSP00000110087	SINCAM004175
ENSMUSP00000110093	SINCAM000696
ENSMUSP00000110103	SINCAM001984
ENSMUSP00000110109	SINCAM009828
ENSMUSP00000110115	SINCAM004190
ENSMUSP00000110118	SINCAM013910
ENSMUSP00000110128	SINCAM006646
ENSMUSP00000110158	SINCAM006637
ENSMUSP00000110175	SINCAM001594
ENSMUSP00000110179	SINCAM003924
ENSMUSP00000110192	SINCAM900163
ENSMUSP00000110196	SINCAM008743
ENSMUSP00000110198	SINCAM010769
ENSMUSP00000110202	SINCAM004073
ENSMUSP00000110209	SINCAM921267
ENSMUSP00000110221	SINCAM011311
ENSMUSP00000110223	SINCAM010902
ENSMUSP00000110233	SINCAM004564
ENSMUSP00000110238	SINCAM003308
ENSMUSP00000110250	SINCAM003310
ENSMUSP00000110274	SINCAM001743
ENSMUSP00000110287	SINCAM001739
ENSMUSP00000110288	SINCAM002165
ENSMUSP00000110314	SINCAM004439
ENSMUSP00000110316	SINCAM001459
ENSMUSP00000110342	SINCAM004559
ENSMUSP00000110348	SINCAM921088
ENSMUSP00000110349	SINCAM012230
ENSMUSP00000110353	SINCAM013926
ENSMUSP00000110357	SINCAM004308
ENSMUSP00000110371	SINCAM001727
ENSMUSP00000110377	SINCAM003058
ENSMUSP00000110389	SINCAM920647
ENSMUSP00000110401	SINCAM001721
ENSMUSP00000110411	SINCAM004216
ENSMUSP00000110413	SINCAM004738
ENSMUSP00000110414	SINCAM010864
ENSMUSP00000110417	SINCAM010862
ENSMUSP00000110425	SINCAM001441
ENSMUSP00000110434	SINCAM003068
ENSMUSP00000110435	SINCAM004248
ENSMUSP00000110447	SINCAM011741
ENSMUSP00000110466	SINCAM017653
ENSMUSP00000110477	SINCAM006328
ENSMUSP00000110489	SINCAM014005
ENSMUSP00000110491	SINCAM012286
ENSMUSP00000110498	SINCAM012285
ENSMUSP00000110499	SINCAM012284
ENSMUSP00000110513	SINCAM012283
ENSMUSP00000110515	SINCAM014027
ENSMUSP00000110520	SINCAM012282
ENSMUSP00000110528	SINCAM006443
ENSMUSP00000110532	SINCAM012280
ENSMUSP00000110545	SINCAM001424
ENSMUSP00000110547	SINCAM006180
ENSMUSP00000110558	SINCAM005960
ENSMUSP00000110563	SINCAM921548
ENSMUSP00000110574	SINCAM006177
ENSMUSP00000110586	SINCAM010698
ENSMUSP00000110593	SINCAM001417
ENSMUSP00000110606	SINCAM013897
ENSMUSP00000110627	SINCAM011382
ENSMUSP00000110636	SINCAM001410
ENSMUSP00000110639	SINCAM011381
ENSMUSP00000110641	SINCAM922349
ENSMUSP00000110645	SINCAM005968
ENSMUSP00000110648	SINCAM921046
ENSMUSP00000110662	SINCAM006197
ENSMUSP00000110669	SINCAM008507
ENSMUSP00000110673	SINCAM005599
ENSMUSP00000110690	SINCAM922717
ENSMUSP00000110711	SINCAM010944
