EDO25316	PMZ_0031287-RA
EDO45232	PMZ_0041129-RA
EDO45232	PMZ_0046999-RA
EDO45232	PMZ_0044338-RA
EDO45234	PMZ_0048671-RA
EDO45234	PMZ_0048790-RA
EDO45236	PMZ_0021927-RA
EDO45237	PMZ_0029977-RA
EDO45240	PMZ_0041117-RA
EDO45240	PMZ_0038646-RA
EDO45240	PMZ_0048363-RA
EDO45240	PMZ_0037283-RA
EDO45244	PMZ_0040194-RA
EDO45245	PMZ_0036374-RA
EDO45249	PMZ_0036189-RA
EDO45251	PMZ_0036822-RA
EDO45252	PMZ_0031003-RA
EDO45253	PMZ_0040472-RA
EDO45253	PMZ_0037860-RA
EDO45254	PMZ_0045749-RA
EDO45254	PMZ_0033620-RA
EDO45255	PMZ_0045023-RA
EDO45255	PMZ_0032009-RA
EDO45255	PMZ_0040769-RA
EDO45256	PMZ_0048317-RA
EDO45258	PMZ_0046645-RA
EDO45265	PMZ_0042484-RA
EDO45265	PMZ_0013105-RA
EDO45265	PMZ_0040307-RA
EDO45265	PMZ_0018441-RA
EDO45266	PMZ_0041143-RA
EDO45266	PMZ_0045626-RA
EDO45266	PMZ_0030199-RA
EDO45271	PMZ_0049036-RA
EDO45275	PMZ_0026761-RA
EDO45275	PMZ_0034371-RA
EDO45275	PMZ_0006250-RA
EDO45278	PMZ_0040369-RA
EDO45278	PMZ_0030036-RA
EDO45282	PMZ_0030864-RA
EDO45283	PMZ_0036695-RA
EDO45283	PMZ_0032554-RA
EDO45286	PMZ_0045911-RA
EDO45287	PMZ_0047065-RA
EDO45288	PMZ_0040594-RA
EDO45290	PMZ_0041097-RA
EDO45291	PMZ_0038588-RA
EDO45291	PMZ_0038974-RA
EDO45293	PMZ_0045943-RA
EDO45297	PMZ_0039105-RA
EDO45302	PMZ_0047255-RA
EDO45306	PMZ_0032489-RA
EDO45308	PMZ_0033149-RA
EDO45310	PMZ_0033570-RA
EDO45310	PMZ_0033128-RA
EDO45311	PMZ_0019460-RA
EDO45311	PMZ_0031321-RA
EDO45311	PMZ_0032561-RA
EDO45311	PMZ_0034747-RA
EDO45313	PMZ_0034159-RA
EDO45314	PMZ_0043071-RA
EDO45315	PMZ_0045960-RA
EDO45317	PMZ_0030909-RA
EDO45319	PMZ_0043175-RA
EDO45320	PMZ_0043851-RA
EDO45321	PMZ_0045344-RA
EDO45322	PMZ_0047435-RA
EDO45322	PMZ_0047624-RA
EDO45322	PMZ_0035670-RA
EDO45322	PMZ_0043116-RA
EDO45324	PMZ_0027953-RA
EDO45327	PMZ_0044856-RA
EDO45329	PMZ_0005816-RA
EDO45331	PMZ_0002632-RA
EDO45331	PMZ_0034695-RA
EDO45332	PMZ_0028951-RA
EDO45332	PMZ_0043238-RA
EDO45333	PMZ_0002328-RA
EDO45333	PMZ_0029399-RA
EDO45333	PMZ_0044391-RA
EDO45333	PMZ_0044390-RA
EDO45334	PMZ_0043980-RA
EDO45338	PMZ_0046124-RA
EDO45339	PMZ_0028774-RA
EDO45340	PMZ_0014798-RA
EDO45343	PMZ_0028262-RA
EDO45343	PMZ_0027006-RA
EDO45343	PMZ_0043992-RA
EDO45343	PMZ_0026109-RA
EDO45344	PMZ_0014997-RA
EDO45346	PMZ_0028200-RA
EDO45346	PMZ_0007629-RA
EDO45347	PMZ_0016515-RA
EDO45350	PMZ_0044372-RA
EDO45352	PMZ_0042939-RA
EDO45355	PMZ_0010281-RA
EDO45355	PMZ_0042924-RA
EDO45357	PMZ_0032933-RA
EDO45357	PMZ_0046440-RA
EDO45358	PMZ_0023777-RA
EDO45359	PMZ_0034296-RA
EDO45363	PMZ_0045085-RA
EDO45363	PMZ_0040434-RA
EDO45363	PMZ_0048923-RA
EDO45367	PMZ_0032804-RA
EDO45378	PMZ_0048291-RA
EDO45379	PMZ_0009585-RA
EDO45379	PMZ_0043908-RA
EDO45380	PMZ_0029044-RA
EDO45380	PMZ_0035159-RA
EDO45381	PMZ_0019639-RA
EDO45382	PMZ_0029265-RA
EDO45382	PMZ_0032022-RA
EDO45382	PMZ_0041079-RA
EDO45382	PMZ_0040927-RA
EDO45383	PMZ_0042164-RA
EDO45383	PMZ_0010801-RA
EDO45383	PMZ_0016787-RA
EDO45383	PMZ_0023847-RA
EDO45386	PMZ_0033454-RA
EDO45388	PMZ_0035646-RA
EDO45388	PMZ_0045422-RA
EDO45388	PMZ_0048379-RA
EDO45388	PMZ_0046770-RA
EDO45389	PMZ_0041322-RA
EDO45390	PMZ_0045678-RA
EDO45391	PMZ_0010169-RA
EDO45391	PMZ_0047429-RA
EDO45391	PMZ_0047738-RA
EDO45392	PMZ_0042620-RA
EDO45394	PMZ_0005871-RA
EDO45394	PMZ_0044314-RA
EDO45394	PMZ_0028801-RA
EDO45396	PMZ_0028705-RA
EDO45396	PMZ_0022807-RA
EDO45397	PMZ_0030547-RA
EDO45398	PMZ_0022779-RA
EDO45398	PMZ_0045729-RA
EDO45401	PMZ_0022600-RA
EDO45402	PMZ_0014654-RA
EDO45404	PMZ_0015004-RA
EDO45404	PMZ_0047853-RA
EDO45405	PMZ_0029295-RA
EDO45405	PMZ_0028063-RA
EDO45405	PMZ_0031113-RA
EDO45406	PMZ_0006873-RA
EDO45406	PMZ_0043987-RA
EDO45406	PMZ_0044461-RA
EDO45406	PMZ_0048112-RA
EDO45410	PMZ_0041757-RA
EDO45411	PMZ_0023231-RA
EDO45413	PMZ_0011452-RA
EDO45414	PMZ_0028001-RA
EDO45414	PMZ_0006622-RA
EDO45414	PMZ_0047094-RA
EDO45414	PMZ_0035787-RA
EDO45415	PMZ_0048916-RA
EDO45417	PMZ_0042537-RA
EDO45420	PMZ_0004005-RA
EDO45421	PMZ_0029496-RA
EDO45421	PMZ_0011738-RA
EDO45421	PMZ_0012130-RA
EDO45421	PMZ_0026339-RA
EDO45423	PMZ_0019055-RA
EDO45424	PMZ_0043979-RA
EDO45425	PMZ_0023825-RA
EDO45425	PMZ_0019263-RA
EDO45425	PMZ_0014539-RA
EDO45427	PMZ_0021861-RA
EDO45427	PMZ_0044425-RA
EDO45431	PMZ_0045216-RA
EDO45432	PMZ_0040704-RA
EDO45432	PMZ_0043952-RA
EDO45432	PMZ_0045214-RA
EDO45432	PMZ_0035304-RA
EDO45438	PMZ_0035542-RA
EDO45439	PMZ_0044370-RA
EDO45439	PMZ_0044369-RA
EDO45440	PMZ_0043885-RA
EDO45441	PMZ_0033243-RA
EDO45442	PMZ_0015242-RA
EDO45445	PMZ_0004678-RA
EDO45455	PMZ_0044293-RA
EDO45456	PMZ_0033275-RA
EDO45458	PMZ_0037391-RA
EDO45458	PMZ_0040458-RA
EDO45462	PMZ_0031005-RA
EDO45462	PMZ_0028248-RA
EDO45463	PMZ_0041236-RA
EDO45463	PMZ_0017900-RA
EDO45465	PMZ_0003672-RA
EDO45469	PMZ_0019710-RA
EDO45469	PMZ_0046594-RA
EDO45472	PMZ_0041687-RA
EDO45474	PMZ_0034605-RA
EDO45474	PMZ_0035206-RA
EDO45478	PMZ_0003253-RA
EDO45483	PMZ_0038986-RA
EDO45483	PMZ_0048656-RA
EDO45483	PMZ_0012008-RA
EDO45483	PMZ_0023120-RA
EDO45484	PMZ_0030550-RA
EDO45485	PMZ_0048706-RA
EDO45487	PMZ_0009827-RA
EDO45487	PMZ_0027152-RA
EDO45487	PMZ_0032990-RA
EDO45487	PMZ_0030472-RA
EDO45488	PMZ_0019996-RA
EDO45490	PMZ_0047088-RA
EDO45493	PMZ_0048555-RA
EDO45493	PMZ_0036264-RA
EDO45493	PMZ_0013804-RA
EDO45496	PMZ_0001525-RA
EDO45496	PMZ_0032480-RA
EDO45497	PMZ_0041308-RA
EDO45498	PMZ_0033467-RA
EDO45507	PMZ_0048370-RA
EDO45507	PMZ_0047029-RA
EDO45508	PMZ_0030027-RA
EDO45513	PMZ_0006486-RA
EDO45514	PMZ_0006649-RA
EDO45514	PMZ_0043657-RA
EDO45514	PMZ_0032896-RA
EDO45514	PMZ_0041240-RA
EDO45515	PMZ_0033542-RA
EDO45515	PMZ_0002023-RA
EDO45515	PMZ_0040971-RA
EDO45517	PMZ_0027796-RA
EDO45517	PMZ_0039121-RA
EDO45517	PMZ_0036599-RA
EDO45517	PMZ_0036952-RA
EDO45519	PMZ_0048397-RA
EDO45525	PMZ_0012239-RA
EDO45525	PMZ_0031564-RA
EDO45527	PMZ_0011217-RA
EDO45532	PMZ_0000614-RA
EDO45532	PMZ_0043230-RA
EDO45537	PMZ_0009245-RA
EDO45537	PMZ_0046578-RA
EDO45541	PMZ_0047103-RA
EDO45543	PMZ_0029693-RA
EDO45543	PMZ_0042070-RA
EDO45544	PMZ_0036892-RA
EDO45547	PMZ_0013656-RA
EDO45547	PMZ_0007397-RA
EDO45549	PMZ_0012914-RA
EDO45550	PMZ_0001339-RA
EDO45550	PMZ_0011834-RA
EDO45550	PMZ_0031694-RA
EDO45550	PMZ_0046298-RA
EDO45553	PMZ_0046060-RA
EDO45553	PMZ_0029374-RA
EDO45562	PMZ_0001054-RA
EDO45562	PMZ_0017169-RA
EDO45562	PMZ_0016909-RA
EDO45563	PMZ_0034168-RA
EDO45563	PMZ_0035907-RA
EDO45563	PMZ_0048709-RA
EDO45564	PMZ_0045281-RA
EDO45564	PMZ_0046131-RA
EDO45565	PMZ_0038794-RA
EDO45567	PMZ_0041762-RA
EDO45571	PMZ_0031359-RA
EDO45571	PMZ_0035546-RA
EDO45571	PMZ_0027681-RA
EDO45571	PMZ_0043245-RA
EDO45573	PMZ_0027637-RA
EDO45576	PMZ_0018528-RA
EDO45578	PMZ_0046542-RA
EDO45579	PMZ_0030971-RA
EDO45579	PMZ_0004024-RA
EDO45579	PMZ_0037687-RA
EDO45582	PMZ_0048728-RA
EDO45583	PMZ_0003749-RA
EDO45584	PMZ_0030361-RA
EDO45584	PMZ_0044932-RA
EDO45598	PMZ_0047942-RA
EDO45599	PMZ_0038978-RA
EDO45600	PMZ_0032161-RA
EDO45605	PMZ_0026939-RA
EDO45609	PMZ_0008791-RA
EDO45609	PMZ_0042664-RA
EDO45617	PMZ_0005252-RA
EDO45618	PMZ_0034738-RA
EDO45619	PMZ_0045769-RA
EDO45620	PMZ_0012085-RA
EDO45621	PMZ_0018681-RA
EDO45622	PMZ_0031761-RA
EDO45622	PMZ_0016648-RA
EDO45622	PMZ_0034547-RA
EDO45623	PMZ_0045971-RA
EDO45623	PMZ_0045970-RA
EDO45624	PMZ_0040477-RA
EDO45624	PMZ_0032776-RA
EDO45624	PMZ_0027358-RA
EDO45625	PMZ_0044967-RA
EDO45626	PMZ_0045152-RA
EDO45627	PMZ_0044030-RA
EDO45633	PMZ_0045522-RA
EDO45635	PMZ_0043204-RA
EDO45635	PMZ_0046368-RA
EDO45638	PMZ_0008790-RA
EDO45640	PMZ_0003952-RA
EDO45640	PMZ_0045086-RA
EDO45640	PMZ_0044160-RA
EDO45640	PMZ_0006383-RA
EDO45644	PMZ_0043624-RA
EDO45646	PMZ_0016033-RA
EDO45650	PMZ_0040452-RA
EDO45653	PMZ_0011133-RA
EDO45653	PMZ_0032803-RA
EDO45655	PMZ_0044612-RA
EDO45655	PMZ_0029200-RA
EDO45659	PMZ_0042910-RA
EDO45659	PMZ_0042909-RA
EDO45660	PMZ_0019667-RA
EDO45663	PMZ_0000485-RA
EDO45664	PMZ_0027888-RA
EDO45664	PMZ_0038353-RA
EDO45665	PMZ_0043297-RA
EDO45665	PMZ_0032003-RA
EDO45667	PMZ_0023761-RA
EDO45667	PMZ_0034201-RA
EDO45667	PMZ_0045850-RA
EDO45667	PMZ_0027123-RA
EDO45670	PMZ_0003109-RA
EDO45675	PMZ_0031047-RA
EDO45675	PMZ_0026134-RA
EDO45675	PMZ_0046429-RA
EDO45676	PMZ_0026768-RA
EDO45676	PMZ_0047572-RA
EDO45676	PMZ_0032287-RA
EDO45676	PMZ_0032393-RA
EDO45677	PMZ_0039357-RA
EDO45684	PMZ_0026887-RA
EDO45684	PMZ_0040401-RA
EDO45684	PMZ_0040402-RA
EDO45684	PMZ_0047470-RA
EDO45690	PMZ_0048074-RA
EDO45692	PMZ_0001032-RA
EDO45693	PMZ_0002865-RA
EDO45694	PMZ_0033605-RA
EDO45697	PMZ_0027833-RA
EDO45700	PMZ_0046054-RA
EDO45702	PMZ_0001057-RA
EDO45705	PMZ_0013409-RA
EDO45709	PMZ_0040125-RA
EDO45709	PMZ_0035983-RA
EDO45710	PMZ_0033512-RA
EDO45714	PMZ_0044479-RA
EDO45715	PMZ_0044808-RA
EDO45717	PMZ_0003174-RA
EDO45720	PMZ_0038907-RA
EDO45720	PMZ_0031813-RA
EDO45720	PMZ_0043516-RA
EDO45720	PMZ_0041858-RA
EDO45722	PMZ_0040086-RA
EDO45735	PMZ_0032459-RA
EDO45738	PMZ_0017359-RA
EDO45740	PMZ_0043253-RA
EDO45740	PMZ_0043254-RA
EDO45743	PMZ_0031257-RA
EDO45743	PMZ_0037207-RA
EDO45743	PMZ_0044675-RA
EDO45746	PMZ_0040450-RA
EDO45756	PMZ_0009571-RA
EDO45756	PMZ_0037146-RA
EDO45756	PMZ_0034612-RA
EDO45756	PMZ_0038114-RA
EDO45757	PMZ_0026246-RA
EDO45757	PMZ_0040437-RA
EDO45758	PMZ_0044348-RA
EDO45758	PMZ_0043058-RA
EDO45762	PMZ_0020293-RA
EDO45763	PMZ_0030297-RA
EDO45764	PMZ_0038527-RA
EDO45764	PMZ_0048765-RA
EDO45764	PMZ_0001510-RA
EDO45764	PMZ_0030948-RA
EDO45766	PMZ_0044530-RA
EDO45767	PMZ_0016730-RA
EDO45769	PMZ_0006723-RA
EDO45771	PMZ_0027082-RA
EDO45776	PMZ_0003319-RA
EDO45778	PMZ_0044969-RA
EDO45778	PMZ_0047001-RA
EDO45780	PMZ_0047108-RA
EDO45782	PMZ_0027428-RA
EDO45782	PMZ_0027378-RA
EDO45782	PMZ_0032923-RA
EDO45782	PMZ_0036081-RA
EDO45783	PMZ_0026332-RA
EDO45783	PMZ_0033949-RA
EDO45783	PMZ_0003622-RA
EDO45783	PMZ_0041814-RA
EDO45784	PMZ_0043316-RA
EDO45787	PMZ_0007137-RA
EDO45787	PMZ_0042709-RA
EDO45788	PMZ_0046549-RA
EDO45788	PMZ_0048623-RA
EDO45789	PMZ_0041867-RA
EDO45790	PMZ_0008394-RA
EDO45790	PMZ_0006662-RA
EDO45790	PMZ_0047006-RA
EDO45790	PMZ_0047340-RA
EDO45792	PMZ_0044956-RA
EDO45793	PMZ_0028635-RA
EDO45794	PMZ_0027069-RA
EDO45794	PMZ_0041346-RA
EDO45795	PMZ_0041393-RA
EDO45795	PMZ_0047518-RA
EDO45796	PMZ_0013477-RA
EDO45796	PMZ_0011391-RA
EDO45796	PMZ_0047807-RA
EDO45796	PMZ_0034099-RA
EDO45797	PMZ_0021035-RA
EDO45797	PMZ_0045453-RA
EDO45797	PMZ_0047500-RA
EDO45798	PMZ_0030186-RA
EDO45799	PMZ_0011657-RA
EDO45799	PMZ_0028900-RA
EDO45799	PMZ_0040592-RA
EDO45803	PMZ_0026160-RA
EDO45803	PMZ_0043170-RA
EDO45806	PMZ_0031740-RA
EDO45806	PMZ_0043490-RA
EDO45806	PMZ_0026857-RA
EDO45806	PMZ_0001646-RA
EDO45807	PMZ_0030806-RA
EDO45812	PMZ_0009146-RA
EDO45812	PMZ_0047997-RA
EDO45812	PMZ_0045770-RA
EDO45813	PMZ_0003584-RA
EDO45813	PMZ_0001861-RA
EDO45820	PMZ_0015470-RA
EDO45824	PMZ_0006768-RA
EDO45826	PMZ_0033045-RA
EDO45826	PMZ_0041692-RA
EDO45827	PMZ_0040562-RA
EDO45827	PMZ_0040274-RA
EDO45827	PMZ_0034479-RA
EDO45828	PMZ_0001491-RA
EDO45828	PMZ_0003194-RA
EDO45829	PMZ_0033546-RA
EDO45829	PMZ_0041433-RA
EDO45829	PMZ_0030237-RA
EDO45829	PMZ_0043118-RA
EDO45830	PMZ_0017361-RA
EDO45830	PMZ_0031270-RA
EDO45831	PMZ_0027337-RA
EDO45831	PMZ_0032333-RA
EDO45831	PMZ_0008762-RA
EDO45831	PMZ_0030924-RA
EDO45833	PMZ_0007705-RA
EDO45834	PMZ_0027371-RA
EDO45834	PMZ_0040634-RA
EDO45834	PMZ_0046679-RA
EDO45835	PMZ_0006307-RA
EDO45835	PMZ_0040667-RA
EDO45835	PMZ_0037671-RA
EDO45835	PMZ_0044249-RA
EDO45837	PMZ_0030389-RA
EDO45839	PMZ_0003389-RA
EDO45839	PMZ_0026033-RA
EDO45839	PMZ_0004307-RA
EDO45839	PMZ_0046420-RA
EDO45840	PMZ_0005600-RA
EDO45841	PMZ_0040230-RA
EDO45841	PMZ_0048484-RA
EDO45842	PMZ_0014147-RA
EDO45842	PMZ_0030717-RA
EDO45844	PMZ_0027033-RA
EDO45844	PMZ_0026633-RA
EDO45844	PMZ_0027434-RA
EDO45844	PMZ_0033419-RA
EDO45845	PMZ_0033796-RA
EDO45846	PMZ_0028735-RA
EDO45846	PMZ_0010587-RA
EDO45850	PMZ_0008004-RA
EDO45851	PMZ_0045572-RA
EDO45851	PMZ_0045573-RA
EDO45851	PMZ_0046872-RA
EDO45852	PMZ_0043221-RA
EDO45852	PMZ_0024111-RA
EDO45852	PMZ_0006234-RA
EDO45852	PMZ_0032884-RA
EDO45855	PMZ_0022192-RA
EDO45855	PMZ_0035233-RA
EDO45856	PMZ_0046223-RA
EDO45858	PMZ_0044208-RA
EDO45858	PMZ_0042568-RA
EDO45858	PMZ_0040723-RA
EDO45858	PMZ_0034364-RA
EDO45860	PMZ_0046103-RA
EDO45860	PMZ_0032456-RA
EDO45860	PMZ_0041124-RA
EDO45861	PMZ_0042476-RA
EDO45861	PMZ_0009530-RA
EDO45863	PMZ_0029649-RA
EDO45863	PMZ_0007600-RA
EDO45864	PMZ_0041851-RA
EDO45864	PMZ_0020820-RA
EDO45864	PMZ_0034271-RA
EDO45864	PMZ_0041413-RA
EDO45865	PMZ_0008166-RA
EDO45866	PMZ_0042633-RA
EDO45866	PMZ_0027041-RA
EDO45866	PMZ_0028815-RA
EDO45868	PMZ_0026951-RA
EDO45868	PMZ_0036351-RA
EDO45868	PMZ_0026955-RA
EDO45868	PMZ_0041429-RA
EDO45869	PMZ_0030111-RA
EDO45869	PMZ_0036674-RA
EDO45870	PMZ_0003587-RA
EDO45870	PMZ_0008452-RA
EDO45870	PMZ_0037259-RA
EDO45873	PMZ_0044003-RA
EDO45873	PMZ_0045233-RA
EDO45873	PMZ_0007911-RA
EDO45873	PMZ_0048015-RA
EDO45883	PMZ_0043666-RA
EDO45884	PMZ_0029565-RA
EDO45884	PMZ_0036632-RA
EDO45884	PMZ_0007640-RA
EDO45884	PMZ_0044365-RA
EDO45885	PMZ_0000682-RA
EDO45885	PMZ_0047226-RA
EDO45887	PMZ_0032892-RA
EDO45887	PMZ_0035567-RA
EDO45888	PMZ_0027193-RA
EDO45888	PMZ_0026962-RA
EDO45888	PMZ_0040613-RA
EDO45888	PMZ_0032372-RA
EDO45889	PMZ_0020749-RA
EDO45889	PMZ_0040285-RA
EDO45889	PMZ_0029208-RA
EDO45890	PMZ_0007186-RA
EDO45890	PMZ_0047198-RA
EDO45890	PMZ_0043432-RA
EDO45891	PMZ_0026479-RA
EDO45891	PMZ_0037668-RA
EDO45892	PMZ_0038370-RA
EDO45893	PMZ_0040661-RA
EDO45893	PMZ_0047793-RA
EDO45895	PMZ_0046289-RA
EDO45896	PMZ_0035822-RA
EDO45896	PMZ_0025023-RA
EDO45896	PMZ_0040330-RA
EDO45897	PMZ_0006316-RA
EDO45897	PMZ_0012150-RA
EDO45897	PMZ_0028056-RA
EDO45897	PMZ_0034135-RA
EDO45900	PMZ_0028922-RA
EDO45902	PMZ_0009267-RA
EDO45902	PMZ_0001843-RA
EDO45903	PMZ_0004400-RA
EDO45903	PMZ_0025009-RA
EDO45903	PMZ_0048325-RA
EDO45909	PMZ_0026223-RA
EDO45910	PMZ_0046978-RA
EDO45911	PMZ_0046778-RA
EDO45911	PMZ_0022340-RA
EDO45911	PMZ_0040241-RA
EDO45911	PMZ_0041657-RA
EDO45913	PMZ_0042274-RA
EDO45914	PMZ_0042275-RA
EDO45914	PMZ_0036770-RA
EDO45923	PMZ_0031478-RA
EDO45924	PMZ_0013041-RA
EDO45926	PMZ_0010322-RA
EDO45927	PMZ_0043638-RA
EDO45927	PMZ_0036889-RA
EDO45927	PMZ_0029033-RA
EDO45927	PMZ_0035918-RA
EDO45931	PMZ_0019087-RA
EDO45931	PMZ_0027633-RA
EDO45931	PMZ_0045854-RA
EDO45932	PMZ_0041577-RA
EDO45934	PMZ_0033082-RA
EDO45934	PMZ_0035762-RA
EDO45935	PMZ_0014622-RA
EDO45936	PMZ_0038137-RA
EDO45939	PMZ_0044088-RA
EDO45940	PMZ_0030813-RA
EDO45940	PMZ_0043845-RA
EDO45940	PMZ_0045446-RA
EDO45941	PMZ_0040883-RA
EDO45943	PMZ_0033562-RA
EDO45944	PMZ_0011852-RA
EDO45945	PMZ_0006892-RA
EDO45945	PMZ_0041098-RA
EDO45945	PMZ_0037056-RA
EDO45945	PMZ_0037902-RA
EDO45946	PMZ_0008859-RA
EDO45947	PMZ_0023629-RA
EDO45947	PMZ_0034687-RA
EDO45947	PMZ_0048272-RA
EDO45948	PMZ_0048922-RA
EDO45950	PMZ_0044510-RA
EDO45951	PMZ_0046217-RA
EDO45952	PMZ_0046231-RA
EDO45952	PMZ_0031357-RA
EDO45955	PMZ_0045638-RA
EDO45956	PMZ_0030710-RA
EDO45956	PMZ_0016161-RA
EDO45957	PMZ_0006031-RA
EDO45961	PMZ_0045865-RA
EDO45961	PMZ_0044511-RA
EDO45962	PMZ_0033788-RA
EDO45962	PMZ_0046520-RA
EDO45962	PMZ_0045150-RA
EDO45963	PMZ_0047334-RA
EDO45964	PMZ_0039104-RA
EDO45965	PMZ_0001420-RA
EDO45965	PMZ_0044057-RA
EDO45967	PMZ_0042327-RA
EDO45967	PMZ_0042328-RA
EDO45967	PMZ_0037672-RA
EDO45968	PMZ_0044065-RA
EDO45968	PMZ_0017148-RA
EDO45969	PMZ_0045382-RA
EDO45971	PMZ_0044071-RA
EDO45972	PMZ_0018290-RA
EDO45972	PMZ_0002938-RA
EDO45974	PMZ_0005469-RA
EDO45975	PMZ_0046910-RA
EDO45975	PMZ_0031985-RA
EDO45975	PMZ_0014487-RA
EDO45976	PMZ_0047440-RA
EDO45977	PMZ_0001743-RA
EDO45977	PMZ_0028216-RA
EDO45977	PMZ_0036699-RA
EDO45977	PMZ_0023163-RA
EDO45985	PMZ_0034416-RA
EDO45986	PMZ_0008287-RA
EDO45991	PMZ_0016309-RA
EDO45991	PMZ_0041311-RA
EDO45992	PMZ_0044138-RA
EDO45995	PMZ_0026369-RA
EDO45995	PMZ_0045906-RA
EDO45997	PMZ_0045205-RA
EDO45998	PMZ_0044533-RA
EDO46001	PMZ_0047683-RA
EDO46002	PMZ_0031944-RA
EDO46002	PMZ_0046334-RA
EDO46005	PMZ_0004810-RA
EDO46005	PMZ_0044552-RA
EDO46005	PMZ_0044553-RA
EDO46005	PMZ_0042548-RA
EDO46006	PMZ_0043643-RA
EDO46007	PMZ_0014705-RA
EDO46007	PMZ_0042318-RA
EDO46007	PMZ_0043252-RA
EDO46008	PMZ_0048938-RA
EDO46011	PMZ_0027834-RA
EDO46011	PMZ_0044315-RA
EDO46012	PMZ_0042708-RA
EDO46014	PMZ_0044105-RA
EDO46015	PMZ_0008440-RA
EDO46015	PMZ_0045464-RA
EDO46019	PMZ_0012673-RA
EDO46020	PMZ_0041978-RA
EDO46023	PMZ_0046097-RA
EDO46025	PMZ_0034725-RA
EDO46025	PMZ_0038291-RA
EDO46028	PMZ_0043239-RA
EDO46028	PMZ_0046893-RA
EDO46028	PMZ_0047904-RA
EDO46030	PMZ_0039260-RA
EDO46030	PMZ_0027048-RA
EDO46030	PMZ_0018611-RA
EDO46030	PMZ_0045163-RA
EDO46034	PMZ_0032495-RA
EDO46035	PMZ_0035487-RA
EDO46035	PMZ_0004520-RA
EDO46036	PMZ_0011591-RA
EDO46037	PMZ_0037781-RA
EDO46041	PMZ_0045438-RA
EDO46042	PMZ_0035989-RA
EDO46042	PMZ_0035150-RA
EDO46042	PMZ_0035892-RA
EDO46042	PMZ_0036516-RA
EDO46043	PMZ_0001450-RA
EDO46045	PMZ_0043474-RA
EDO46047	PMZ_0011998-RA
EDO46047	PMZ_0044761-RA
EDO46054	PMZ_0031400-RA
EDO46056	PMZ_0031473-RA
EDO46057	PMZ_0047655-RA
EDO46059	PMZ_0034999-RA
EDO46059	PMZ_0043103-RA
EDO46059	PMZ_0043591-RA
EDO46059	PMZ_0042645-RA
EDO46060	PMZ_0045589-RA
EDO46060	PMZ_0033691-RA
EDO46060	PMZ_0046751-RA
EDO46060	PMZ_0046752-RA
EDO46061	PMZ_0045592-RA
EDO46062	PMZ_0018688-RA
EDO46064	PMZ_0015388-RA
EDO46064	PMZ_0037209-RA
EDO46064	PMZ_0034964-RA
EDO46064	PMZ_0032207-RA
EDO46065	PMZ_0040399-RA
EDO46067	PMZ_0034954-RA
EDO46070	PMZ_0031292-RA
EDO46070	PMZ_0031368-RA
EDO46071	PMZ_0030140-RA
EDO46071	PMZ_0003727-RA
EDO46071	PMZ_0048286-RA
EDO46071	PMZ_0047546-RA
EDO46072	PMZ_0036941-RA
EDO46072	PMZ_0046804-RA
EDO46073	PMZ_0032996-RA
EDO46073	PMZ_0043235-RA
EDO46073	PMZ_0032552-RA
EDO46073	PMZ_0018537-RA
EDO46075	PMZ_0046442-RA
EDO46076	PMZ_0044453-RA
EDO46081	PMZ_0040404-RA
EDO46081	PMZ_0032021-RA
EDO46081	PMZ_0041318-RA
EDO46081	PMZ_0043782-RA
EDO46084	PMZ_0029296-RA
EDO46084	PMZ_0020653-RA
EDO46084	PMZ_0041360-RA
EDO46084	PMZ_0044292-RA
EDO46085	PMZ_0041125-RA
EDO46085	PMZ_0047693-RA
EDO46085	PMZ_0047285-RA
EDO46087	PMZ_0046074-RA
EDO46087	PMZ_0048348-RA
EDO46087	PMZ_0009789-RA
EDO46087	PMZ_0029076-RA
EDO46088	PMZ_0018176-RA
EDO46092	PMZ_0027255-RA
EDO46093	PMZ_0033791-RA
EDO46093	PMZ_0007690-RA
EDO46093	PMZ_0041071-RA
EDO46093	PMZ_0034077-RA
EDO46097	PMZ_0044592-RA
EDO46100	PMZ_0040218-RA
EDO46104	PMZ_0049001-RA
EDO46104	PMZ_0048901-RA
EDO46105	PMZ_0007415-RA
EDO46107	PMZ_0029086-RA
EDO46107	PMZ_0048169-RA
EDO46107	PMZ_0048870-RA
EDO46107	PMZ_0001351-RA
EDO46108	PMZ_0045266-RA
EDO46109	PMZ_0041226-RA
EDO46110	PMZ_0045800-RA
EDO46111	PMZ_0047447-RA
EDO46113	PMZ_0045591-RA
EDO46113	PMZ_0016340-RA
EDO46114	PMZ_0042497-RA
EDO46114	PMZ_0042498-RA
EDO46116	PMZ_0012056-RA
EDO46116	PMZ_0012612-RA
EDO46117	PMZ_0029162-RA
EDO46119	PMZ_0047510-RA
EDO46120	PMZ_0043271-RA
EDO46120	PMZ_0034739-RA
EDO46120	PMZ_0033268-RA
EDO46120	PMZ_0030502-RA
EDO46121	PMZ_0028085-RA
EDO46122	PMZ_0017966-RA
EDO46122	PMZ_0001578-RA
EDO46122	PMZ_0029160-RA
EDO46123	PMZ_0043842-RA
EDO46123	PMZ_0043841-RA
EDO46129	PMZ_0045807-RA
EDO46129	PMZ_0045806-RA
EDO46132	PMZ_0019817-RA
EDO46133	PMZ_0044379-RA
EDO46133	PMZ_0032640-RA
