SINCAM000004	ENSDARP00000101228
SINCAM015166	ENSDARP00000004223
SINCAM015166	ENSDARP00000089031
SINCAM015167	ENSDARP00000104507
SINCAM015169	ENSDARP00000056303
SINCAM015169	ENSDARP00000045677
SINCAM015178	ENSDARP00000126008
SINCAM015178	ENSDARP00000109065
SINCAM015191	ENSDARP00000084277
SINCAM015191	ENSDARP00000101193
SINCAM015193	ENSDARP00000126712
SINCAM015193	ENSDARP00000107702
SINCAM015197	ENSDARP00000077832
SINCAM015197	ENSDARP00000082327
SINCAM015210	ENSDARP00000129264
SINCAM015211	ENSDARP00000111637
SINCAM015213	ENSDARP00000098454
SINCAM015214	ENSDARP00000060688
SINCAM015215	ENSDARP00000120332
SINCAM015216	ENSDARP00000094124
SINCAM015218	ENSDARP00000058706
SINCAM015218	ENSDARP00000010866
SINCAM015222	ENSDARP00000100537
SINCAM015222	ENSDARP00000026184
SINCAM015225	ENSDARP00000124677
SINCAM015228	ENSDARP00000007140
SINCAM015228	ENSDARP00000111663
SINCAM015229	ENSDARP00000065940
SINCAM015229	ENSDARP00000065939
SINCAM015230	ENSDARP00000110877
SINCAM015231	ENSDARP00000109399
SINCAM015232	ENSDARP00000118154
SINCAM015236	ENSDARP00000113279
SINCAM015236	ENSDARP00000089576
SINCAM015252	ENSDARP00000110950
SINCAM015256	ENSDARP00000121110
SINCAM015259	ENSDARP00000091593
SINCAM015259	ENSDARP00000105834
SINCAM015260	ENSDARP00000098829
SINCAM015260	ENSDARP00000113266
SINCAM015261	ENSDARP00000115626
SINCAM015262	ENSDARP00000071970
SINCAM015263	ENSDARP00000106520
SINCAM015263	ENSDARP00000103681
SINCAM015264	ENSDARP00000107008
SINCAM015265	ENSDARP00000091884
SINCAM015265	ENSDARP00000122727
SINCAM015266	ENSDARP00000073803
SINCAM015268	ENSDARP00000100297
SINCAM015269	ENSDARP00000091898
SINCAM015269	ENSDARP00000091585
SINCAM015273	ENSDARP00000105790
SINCAM015275	ENSDARP00000097712
SINCAM015275	ENSDARP00000129456
SINCAM015279	ENSDARP00000106383
SINCAM015280	ENSDARP00000123928
SINCAM015280	ENSDARP00000121674
SINCAM015281	ENSDARP00000110868
SINCAM015285	ENSDARP00000117703
SINCAM015285	ENSDARP00000126680
SINCAM015293	ENSDARP00000067975
SINCAM015293	ENSDARP00000111607
SINCAM015295	ENSDARP00000118821
SINCAM015295	ENSDARP00000116272
SINCAM015298	ENSDARP00000116195
SINCAM015298	ENSDARP00000116592
SINCAM015308	ENSDARP00000102076
SINCAM015315	ENSDARP00000077569
SINCAM015315	ENSDARP00000108593
SINCAM015316	ENSDARP00000104660
SINCAM015317	ENSDARP00000006458
SINCAM015317	ENSDARP00000128030
SINCAM015318	ENSDARP00000107532
SINCAM015318	ENSDARP00000047357
SINCAM015335	ENSDARP00000125631
SINCAM015339	ENSDARP00000111033
SINCAM015339	ENSDARP00000068532
SINCAM015341	ENSDARP00000008857
SINCAM015341	ENSDARP00000126819
SINCAM015343	ENSDARP00000123783
SINCAM015344	ENSDARP00000093844
SINCAM015344	ENSDARP00000087820
SINCAM015346	ENSDARP00000037522
SINCAM015347	ENSDARP00000066985
SINCAM015353	ENSDARP00000025160
SINCAM015354	ENSDARP00000113150
SINCAM015354	ENSDARP00000122366
SINCAM015357	ENSDARP00000109786
SINCAM015358	ENSDARP00000119009
SINCAM015359	ENSDARP00000098052
SINCAM015359	ENSDARP00000107592
SINCAM015366	ENSDARP00000115690
SINCAM015368	ENSDARP00000042516
SINCAM015368	ENSDARP00000071653
SINCAM015370	ENSDARP00000120969
SINCAM015370	ENSDARP00000063415
SINCAM015374	ENSDARP00000117072
SINCAM015381	ENSDARP00000125424
SINCAM015381	ENSDARP00000125182
SINCAM015400	ENSDARP00000121849
SINCAM015401	ENSDARP00000111172
SINCAM015401	ENSDARP00000096895
SINCAM015403	ENSDARP00000127009
SINCAM015403	ENSDARP00000126931
SINCAM015405	ENSDARP00000047911
SINCAM015409	ENSDARP00000126142
SINCAM015414	ENSDARP00000125860
SINCAM015414	ENSDARP00000125920
SINCAM015416	ENSDARP00000069612
SINCAM015427	ENSDARP00000124029
SINCAM015429	ENSDARP00000108442
SINCAM015429	ENSDARP00000084982
SINCAM015437	ENSDARP00000048190
SINCAM015439	ENSDARP00000101769
SINCAM015443	ENSDARP00000032715
SINCAM015443	ENSDARP00000023007
SINCAM015445	ENSDARP00000116965
SINCAM015455	ENSDARP00000109847
SINCAM015459	ENSDARP00000060764
SINCAM015460	ENSDARP00000047133
SINCAM015461	ENSDARP00000069553
SINCAM015463	ENSDARP00000104107
SINCAM015464	ENSDARP00000075541
SINCAM015464	ENSDARP00000116995
SINCAM015465	ENSDARP00000013423
SINCAM015465	ENSDARP00000062253
SINCAM015466	ENSDARP00000003850
SINCAM015467	ENSDARP00000002982
SINCAM015470	ENSDARP00000036675
SINCAM015473	ENSDARP00000125693
SINCAM015475	ENSDARP00000111085
SINCAM015497	ENSDARP00000059472
SINCAM015497	ENSDARP00000089148
SINCAM015498	ENSDARP00000087940
SINCAM015498	ENSDARP00000072703
SINCAM015504	ENSDARP00000129372
SINCAM015504	ENSDARP00000125748
SINCAM015509	ENSDARP00000102323
SINCAM015513	ENSDARP00000084036
SINCAM015513	ENSDARP00000114430
SINCAM015527	ENSDARP00000115834
SINCAM015529	ENSDARP00000126029
SINCAM015536	ENSDARP00000058064
SINCAM015542	ENSDARP00000067943
SINCAM015542	ENSDARP00000127047
SINCAM015543	ENSDARP00000101613
SINCAM015546	ENSDARP00000073156
SINCAM015546	ENSDARP00000074173
SINCAM015549	ENSDARP00000023168
SINCAM015549	ENSDARP00000040442
SINCAM015551	ENSDARP00000091267
SINCAM015560	ENSDARP00000101856
SINCAM015562	ENSDARP00000093188
SINCAM015562	ENSDARP00000093570
SINCAM015568	ENSDARP00000099736
SINCAM015580	ENSDARP00000092411
SINCAM015580	ENSDARP00000088987
SINCAM015585	ENSDARP00000070793
SINCAM015585	ENSDARP00000095876
SINCAM015592	ENSDARP00000105301
SINCAM015605	ENSDARP00000111782
SINCAM015605	ENSDARP00000105328
SINCAM015612	ENSDARP00000121697
SINCAM015612	ENSDARP00000062736
SINCAM015613	ENSDARP00000120330
SINCAM015613	ENSDARP00000075729
SINCAM015614	ENSDARP00000062907
SINCAM015615	ENSDARP00000124236
SINCAM015615	ENSDARP00000106093
SINCAM015616	ENSDARP00000071650
SINCAM015617	ENSDARP00000071885
SINCAM015617	ENSDARP00000088034
SINCAM015618	ENSDARP00000079159
SINCAM015619	ENSDARP00000118578
SINCAM015619	ENSDARP00000111796
SINCAM015622	ENSDARP00000101758
SINCAM015667	ENSDARP00000106176
SINCAM015667	ENSDARP00000060116
SINCAM015692	ENSDARP00000126513
SINCAM015712	ENSDARP00000095885
SINCAM015712	ENSDARP00000095364
SINCAM015732	ENSDARP00000067853
SINCAM015732	ENSDARP00000093501
SINCAM015735	ENSDARP00000080685
SINCAM015742	ENSDARP00000028924
SINCAM015742	ENSDARP00000127120
SINCAM015759	ENSDARP00000052861
SINCAM015759	ENSDARP00000117497
SINCAM015761	ENSDARP00000073707
SINCAM015761	ENSDARP00000103413
SINCAM015764	ENSDARP00000087736
SINCAM015781	ENSDARP00000128271
SINCAM015781	ENSDARP00000075802
SINCAM015786	ENSDARP00000035976
SINCAM015801	ENSDARP00000120183
SINCAM015802	ENSDARP00000068779
SINCAM015803	ENSDARP00000114270
SINCAM015803	ENSDARP00000122093
SINCAM015804	ENSDARP00000114070
SINCAM015804	ENSDARP00000112244
SINCAM015831	ENSDARP00000110068
SINCAM015855	ENSDARP00000106498
SINCAM015859	ENSDARP00000101746
SINCAM015863	ENSDARP00000052440
SINCAM015863	ENSDARP00000092080
SINCAM015901	ENSDARP00000065922
SINCAM015903	ENSDARP00000119708
SINCAM015912	ENSDARP00000081856
SINCAM015919	ENSDARP00000128771
SINCAM015929	ENSDARP00000103160
SINCAM015958	ENSDARP00000028046
SINCAM015958	ENSDARP00000060865
SINCAM015967	ENSDARP00000120871
SINCAM015976	ENSDARP00000116343
SINCAM015986	ENSDARP00000101878
SINCAM015989	ENSDARP00000118962
SINCAM015989	ENSDARP00000125402
SINCAM015992	ENSDARP00000113337
SINCAM015993	ENSDARP00000115233
SINCAM015993	ENSDARP00000111359
SINCAM015995	ENSDARP00000100000
SINCAM015997	ENSDARP00000060265
SINCAM015997	ENSDARP00000115706
SINCAM016001	ENSDARP00000127024
SINCAM016003	ENSDARP00000036480
SINCAM016005	ENSDARP00000066815
SINCAM016005	ENSDARP00000061725
SINCAM016007	ENSDARP00000099011
SINCAM016021	ENSDARP00000048976
SINCAM016024	ENSDARP00000112783
SINCAM016025	ENSDARP00000068063
SINCAM016039	ENSDARP00000123686
SINCAM016039	ENSDARP00000045113
SINCAM016043	ENSDARP00000006420
SINCAM016048	ENSDARP00000002453
SINCAM016060	ENSDARP00000100998
SINCAM016060	ENSDARP00000052863
SINCAM016063	ENSDARP00000104181
SINCAM016064	ENSDARP00000029170
SINCAM016077	ENSDARP00000118018
SINCAM016080	ENSDARP00000114423
SINCAM016083	ENSDARP00000093941
SINCAM016089	ENSDARP00000107351
SINCAM016104	ENSDARP00000103536
SINCAM016111	ENSDARP00000024748
SINCAM016111	ENSDARP00000006001
SINCAM016122	ENSDARP00000083446
SINCAM016128	ENSDARP00000127939
SINCAM016128	ENSDARP00000105512
SINCAM016133	ENSDARP00000109917
SINCAM016133	ENSDARP00000090840
SINCAM016134	ENSDARP00000117548
SINCAM016134	ENSDARP00000104629
SINCAM016135	ENSDARP00000129679
SINCAM016135	ENSDARP00000116450
SINCAM016141	ENSDARP00000111696
SINCAM016144	ENSDARP00000052540
SINCAM016144	ENSDARP00000072044
SINCAM016145	ENSDARP00000099798
SINCAM016145	ENSDARP00000128952
SINCAM016150	ENSDARP00000027914
SINCAM016150	ENSDARP00000057600
SINCAM016151	ENSDARP00000057732
SINCAM016152	ENSDARP00000059284
SINCAM016152	ENSDARP00000115104
SINCAM016153	ENSDARP00000060097
SINCAM016154	ENSDARP00000113544
SINCAM016176	ENSDARP00000038893
SINCAM016180	ENSDARP00000076416
SINCAM016180	ENSDARP00000079165
SINCAM016181	ENSDARP00000094655
SINCAM016190	ENSDARP00000093301
SINCAM016194	ENSDARP00000109735
SINCAM016201	ENSDARP00000007503
SINCAM016229	ENSDARP00000071435
SINCAM016229	ENSDARP00000065113
SINCAM016232	ENSDARP00000091555
SINCAM016233	ENSDARP00000100591
SINCAM016233	ENSDARP00000073075
SINCAM016253	ENSDARP00000109407
SINCAM016254	ENSDARP00000112716
SINCAM016254	ENSDARP00000118718
SINCAM016266	ENSDARP00000076693
SINCAM016280	ENSDARP00000093122
SINCAM016296	ENSDARP00000117679
SINCAM016303	ENSDARP00000006410
SINCAM016303	ENSDARP00000052859
SINCAM016315	ENSDARP00000070081
SINCAM016349	ENSDARP00000129857
SINCAM016359	ENSDARP00000089455
SINCAM016361	ENSDARP00000099477
SINCAM016361	ENSDARP00000115843
SINCAM016373	ENSDARP00000115443
SINCAM016431	ENSDARP00000128881
SINCAM016431	ENSDARP00000129166
SINCAM016447	ENSDARP00000007438
SINCAM016449	ENSDARP00000068947
SINCAM016450	ENSDARP00000098757
SINCAM016468	ENSDARP00000115723
SINCAM016468	ENSDARP00000051183
SINCAM016469	ENSDARP00000019234
SINCAM016472	ENSDARP00000012506
SINCAM016473	ENSDARP00000019858
SINCAM016473	ENSDARP00000103038
SINCAM016483	ENSDARP00000055098
SINCAM016483	ENSDARP00000018673
SINCAM016488	ENSDARP00000107209
SINCAM016504	ENSDARP00000034555
SINCAM016504	ENSDARP00000121933
SINCAM016512	ENSDARP00000057100
SINCAM016512	ENSDARP00000073072
SINCAM016525	ENSDARP00000024616
SINCAM016538	ENSDARP00000108529
SINCAM016562	ENSDARP00000108989
SINCAM016562	ENSDARP00000113741
SINCAM016580	ENSDARP00000025226
SINCAM016595	ENSDARP00000072675
SINCAM016595	ENSDARP00000067714
SINCAM016596	ENSDARP00000057223
SINCAM016596	ENSDARP00000067869
SINCAM016621	ENSDARP00000052914
SINCAM016622	ENSDARP00000069761
SINCAM016656	ENSDARP00000129226
SINCAM016657	ENSDARP00000129304
SINCAM016658	ENSDARP00000123105
SINCAM016659	ENSDARP00000082680
SINCAM016659	ENSDARP00000084331
SINCAM016660	ENSDARP00000059193
SINCAM016660	ENSDARP00000104495
SINCAM016662	ENSDARP00000005886
SINCAM016667	ENSDARP00000099732
SINCAM016674	ENSDARP00000010800
SINCAM016674	ENSDARP00000120505
SINCAM016682	ENSDARP00000003749
SINCAM016682	ENSDARP00000105674
SINCAM016702	ENSDARP00000119142
SINCAM016702	ENSDARP00000070181
SINCAM016703	ENSDARP00000050171
SINCAM016703	ENSDARP00000008119
SINCAM016725	ENSDARP00000080300
SINCAM016725	ENSDARP00000091705
SINCAM016732	ENSDARP00000104442
SINCAM016734	ENSDARP00000034643
SINCAM016738	ENSDARP00000108147
SINCAM016760	ENSDARP00000119741
SINCAM016760	ENSDARP00000116515
SINCAM016771	ENSDARP00000017569
SINCAM016773	ENSDARP00000084654
SINCAM016782	ENSDARP00000084624
SINCAM016782	ENSDARP00000064311
SINCAM016843	ENSDARP00000125422
SINCAM016850	ENSDARP00000100723
SINCAM016850	ENSDARP00000102649
SINCAM016851	ENSDARP00000090075
SINCAM016851	ENSDARP00000128472
SINCAM016869	ENSDARP00000075249
SINCAM016869	ENSDARP00000110853
SINCAM016870	ENSDARP00000070677
SINCAM016899	ENSDARP00000075341
SINCAM016899	ENSDARP00000102111
SINCAM016909	ENSDARP00000099056
SINCAM016909	ENSDARP00000073778
SINCAM016911	ENSDARP00000127209
SINCAM016970	ENSDARP00000107175
SINCAM016970	ENSDARP00000106721
SINCAM017013	ENSDARP00000124404
SINCAM017013	ENSDARP00000098601
SINCAM017021	ENSDARP00000126004
SINCAM017021	ENSDARP00000125647
SINCAM017041	ENSDARP00000123568
SINCAM017041	ENSDARP00000006047
SINCAM017055	ENSDARP00000100073
SINCAM017073	ENSDARP00000079889
SINCAM017183	ENSDARP00000110223
SINCAM017211	ENSDARP00000007567
SINCAM017213	ENSDARP00000102275
SINCAM017233	ENSDARP00000048639
SINCAM017263	ENSDARP00000105296
SINCAM017263	ENSDARP00000115888
SINCAM017264	ENSDARP00000075497
SINCAM017277	ENSDARP00000005097
SINCAM017278	ENSDARP00000086688
SINCAM017279	ENSDARP00000025069
SINCAM017279	ENSDARP00000121022
SINCAM017351	ENSDARP00000107705
SINCAM017351	ENSDARP00000094398
SINCAM017366	ENSDARP00000098305
SINCAM017366	ENSDARP00000100188
SINCAM017380	ENSDARP00000002618
SINCAM017381	ENSDARP00000096176
SINCAM017381	ENSDARP00000008065
SINCAM017386	ENSDARP00000060126
SINCAM017386	ENSDARP00000060125
SINCAM017394	ENSDARP00000019376
SINCAM017405	ENSDARP00000106157
SINCAM017408	ENSDARP00000006590
SINCAM017410	ENSDARP00000083711
SINCAM017411	ENSDARP00000111839
SINCAM017411	ENSDARP00000083980
SINCAM017486	ENSDARP00000081732
SINCAM017510	ENSDARP00000108792
SINCAM017511	ENSDARP00000086571
SINCAM017522	ENSDARP00000107416
SINCAM017524	ENSDARP00000109164
SINCAM017524	ENSDARP00000104681
SINCAM017531	ENSDARP00000083528
SINCAM017594	ENSDARP00000108633
SINCAM017594	ENSDARP00000112938
SINCAM017595	ENSDARP00000111654
SINCAM017596	ENSDARP00000007488
SINCAM017596	ENSDARP00000099245
SINCAM017600	ENSDARP00000084789
SINCAM017600	ENSDARP00000117874
SINCAM017604	ENSDARP00000122362
SINCAM017607	ENSDARP00000026640
SINCAM017607	ENSDARP00000128719
SINCAM017627	ENSDARP00000007708
SINCAM017649	ENSDARP00000111509
SINCAM017650	ENSDARP00000004577
SINCAM017650	ENSDARP00000045615
SINCAM017653	ENSDARP00000073031
SINCAM017659	ENSDARP00000073663
SINCAM017659	ENSDARP00000068628
SINCAM017663	ENSDARP00000004624
SINCAM017680	ENSDARP00000114249
SINCAM017682	ENSDARP00000075223
SINCAM017683	ENSDARP00000082921
SINCAM017684	ENSDARP00000006375
SINCAM017700	ENSDARP00000104001
SINCAM017700	ENSDARP00000126566
SINCAM017715	ENSDARP00000046647
SINCAM017715	ENSDARP00000113222
SINCAM017722	ENSDARP00000091442
SINCAM017722	ENSDARP00000110812
SINCAM017782	ENSDARP00000119800
SINCAM017782	ENSDARP00000100330
SINCAM017807	ENSDARP00000007198
SINCAM017807	ENSDARP00000068527
SINCAM017809	ENSDARP00000002767
SINCAM017811	ENSDARP00000118135
SINCAM017815	ENSDARP00000115363
SINCAM017872	ENSDARP00000042900
SINCAM017872	ENSDARP00000100182
SINCAM017873	ENSDARP00000103747
SINCAM017873	ENSDARP00000060382
SINCAM017880	ENSDARP00000105365
SINCAM017888	ENSDARP00000096098
SINCAM017935	ENSDARP00000048868
SINCAM017958	ENSDARP00000104164
SINCAM017968	ENSDARP00000038024
SINCAM017968	ENSDARP00000112825
SINCAM017969	ENSDARP00000128879
SINCAM017971	ENSDARP00000111075
SINCAM017974	ENSDARP00000060294
SINCAM017974	ENSDARP00000103731
SINCAM017978	ENSDARP00000104575
SINCAM017980	ENSDARP00000094633
SINCAM017980	ENSDARP00000123537
SINCAM017984	ENSDARP00000091193
SINCAM017984	ENSDARP00000080259
SINCAM017987	ENSDARP00000105429
SINCAM017987	ENSDARP00000097536
SINCAM017989	ENSDARP00000111046
SINCAM017989	ENSDARP00000087955
SINCAM018006	ENSDARP00000070582
SINCAM018009	ENSDARP00000120959
SINCAM018024	ENSDARP00000117990
SINCAM018028	ENSDARP00000099393
SINCAM018040	ENSDARP00000023371
SINCAM018064	ENSDARP00000123667
SINCAM018064	ENSDARP00000121139
SINCAM018090	ENSDARP00000126250
SINCAM018095	ENSDARP00000099330
SINCAM018108	ENSDARP00000095527
SINCAM018108	ENSDARP00000024255
SINCAM020422	ENSDARP00000093863
SINCAM900006	ENSDARP00000017949
SINCAM900006	ENSDARP00000108924
SINCAM900012	ENSDARP00000102130
SINCAM900012	ENSDARP00000093091
SINCAM900014	ENSDARP00000015783
SINCAM900014	ENSDARP00000105743
SINCAM900016	ENSDARP00000088419
SINCAM900016	ENSDARP00000029891
SINCAM900017	ENSDARP00000076941
SINCAM900017	ENSDARP00000121443
SINCAM900018	ENSDARP00000030499
SINCAM900021	ENSDARP00000082368
SINCAM900021	ENSDARP00000124137
SINCAM900022	ENSDARP00000124840
SINCAM900023	ENSDARP00000111604
SINCAM900023	ENSDARP00000107907
SINCAM900027	ENSDARP00000105698
SINCAM900029	ENSDARP00000072160
SINCAM900030	ENSDARP00000034206
SINCAM900030	ENSDARP00000011941
SINCAM900031	ENSDARP00000108208
SINCAM900032	ENSDARP00000072190
SINCAM900032	ENSDARP00000011435
SINCAM900036	ENSDARP00000082470
SINCAM900036	ENSDARP00000058336
SINCAM900037	ENSDARP00000058335
SINCAM900037	ENSDARP00000082579
SINCAM900038	ENSDARP00000059207
SINCAM900038	ENSDARP00000123502
SINCAM900039	ENSDARP00000026697
SINCAM900043	ENSDARP00000126868
SINCAM900043	ENSDARP00000103591
SINCAM900044	ENSDARP00000118867
SINCAM900045	ENSDARP00000076931
SINCAM900050	ENSDARP00000005687
SINCAM900054	ENSDARP00000127593
SINCAM900057	ENSDARP00000052538
SINCAM900057	ENSDARP00000044970
SINCAM900059	ENSDARP00000101817
SINCAM900059	ENSDARP00000125764
SINCAM900060	ENSDARP00000110737
SINCAM900060	ENSDARP00000029637
SINCAM900061	ENSDARP00000004845
SINCAM900061	ENSDARP00000116319
SINCAM900062	ENSDARP00000090413
SINCAM900062	ENSDARP00000016064
SINCAM900065	ENSDARP00000103340
SINCAM900069	ENSDARP00000100137
SINCAM900069	ENSDARP00000121119
SINCAM900070	ENSDARP00000109926
SINCAM900071	ENSDARP00000026137
SINCAM900072	ENSDARP00000102179
SINCAM900072	ENSDARP00000097638
SINCAM900075	ENSDARP00000076784
SINCAM900075	ENSDARP00000059192
SINCAM900076	ENSDARP00000020801
SINCAM900077	ENSDARP00000110968
SINCAM900077	ENSDARP00000110994
SINCAM900080	ENSDARP00000095488
SINCAM900081	ENSDARP00000112802
SINCAM900081	ENSDARP00000029422
SINCAM900082	ENSDARP00000108450
SINCAM900082	ENSDARP00000107720
SINCAM900083	ENSDARP00000129394
SINCAM900083	ENSDARP00000023877
SINCAM900085	ENSDARP00000074610
SINCAM900086	ENSDARP00000110624
SINCAM900086	ENSDARP00000115546
SINCAM900087	ENSDARP00000090237
SINCAM900088	ENSDARP00000052420
SINCAM900088	ENSDARP00000128041
SINCAM900089	ENSDARP00000116750
SINCAM900089	ENSDARP00000059975
SINCAM900090	ENSDARP00000101279
SINCAM900091	ENSDARP00000090285
SINCAM900093	ENSDARP00000093820
SINCAM900094	ENSDARP00000116301
SINCAM900094	ENSDARP00000101863
SINCAM900095	ENSDARP00000024217
SINCAM900095	ENSDARP00000010177
SINCAM900096	ENSDARP00000027389
SINCAM900096	ENSDARP00000094415
SINCAM900097	ENSDARP00000118571
SINCAM900098	ENSDARP00000103259
SINCAM900098	ENSDARP00000124540
SINCAM900099	ENSDARP00000103737
SINCAM900102	ENSDARP00000052749
SINCAM900104	ENSDARP00000053859
SINCAM900105	ENSDARP00000103194
SINCAM900109	ENSDARP00000103526
SINCAM900110	ENSDARP00000058341
SINCAM900111	ENSDARP00000011815
SINCAM900112	ENSDARP00000102404
SINCAM900113	ENSDARP00000093291
SINCAM900114	ENSDARP00000075789
SINCAM900116	ENSDARP00000110276
SINCAM900116	ENSDARP00000110017
SINCAM900123	ENSDARP00000062271
SINCAM900124	ENSDARP00000091495
SINCAM900124	ENSDARP00000102579
SINCAM900127	ENSDARP00000102159
SINCAM900127	ENSDARP00000099879
SINCAM900128	ENSDARP00000106315
SINCAM900130	ENSDARP00000033785
SINCAM900130	ENSDARP00000106476
SINCAM900131	ENSDARP00000095309
SINCAM900131	ENSDARP00000091916
SINCAM900132	ENSDARP00000079033
SINCAM900133	ENSDARP00000107467
SINCAM900136	ENSDARP00000014777
SINCAM900136	ENSDARP00000097627
SINCAM900137	ENSDARP00000012311
SINCAM900137	ENSDARP00000033575
SINCAM900139	ENSDARP00000077013
SINCAM900139	ENSDARP00000077905
SINCAM900140	ENSDARP00000107636
SINCAM900140	ENSDARP00000109160
SINCAM900142	ENSDARP00000104472
SINCAM900143	ENSDARP00000106236
SINCAM900143	ENSDARP00000090251
SINCAM900144	ENSDARP00000102140
SINCAM900145	ENSDARP00000082020
SINCAM900146	ENSDARP00000014065
SINCAM900146	ENSDARP00000113805
SINCAM900147	ENSDARP00000039656
SINCAM900149	ENSDARP00000059799
SINCAM900151	ENSDARP00000011743
SINCAM900151	ENSDARP00000069062
SINCAM900152	ENSDARP00000094353
SINCAM900152	ENSDARP00000123924
SINCAM900153	ENSDARP00000109462
SINCAM900153	ENSDARP00000110352
SINCAM900156	ENSDARP00000067113
SINCAM900159	ENSDARP00000081187
SINCAM900160	ENSDARP00000083499
SINCAM900160	ENSDARP00000096116
SINCAM900161	ENSDARP00000110072
SINCAM900161	ENSDARP00000105578
SINCAM900162	ENSDARP00000098090
SINCAM900162	ENSDARP00000107125
SINCAM900163	ENSDARP00000098514
SINCAM900165	ENSDARP00000110861
SINCAM900165	ENSDARP00000027560
SINCAM900166	ENSDARP00000117524
SINCAM900166	ENSDARP00000052121
SINCAM900167	ENSDARP00000111917
SINCAM900167	ENSDARP00000123895
SINCAM900172	ENSDARP00000067478
SINCAM900172	ENSDARP00000108078
SINCAM900173	ENSDARP00000068073
SINCAM900176	ENSDARP00000088466
SINCAM900176	ENSDARP00000119776
SINCAM900177	ENSDARP00000070020
SINCAM900178	ENSDARP00000111213
SINCAM900179	ENSDARP00000064522
SINCAM900181	ENSDARP00000054208
SINCAM900181	ENSDARP00000117529
SINCAM900182	ENSDARP00000054207
SINCAM900184	ENSDARP00000028693
SINCAM900185	ENSDARP00000053277
SINCAM900188	ENSDARP00000101048
SINCAM900188	ENSDARP00000120885
SINCAM900189	ENSDARP00000011148
SINCAM900192	ENSDARP00000023235
SINCAM900192	ENSDARP00000009700
SINCAM900193	ENSDARP00000056513
SINCAM900194	ENSDARP00000108967
SINCAM900194	ENSDARP00000025540
SINCAM900195	ENSDARP00000122788
SINCAM900195	ENSDARP00000006727
SINCAM900201	ENSDARP00000101065
SINCAM900201	ENSDARP00000096896
SINCAM900202	ENSDARP00000123531
SINCAM900203	ENSDARP00000058694
SINCAM900209	ENSDARP00000110335
SINCAM900209	ENSDARP00000022030
SINCAM900210	ENSDARP00000106457
SINCAM900214	ENSDARP00000004706
SINCAM900214	ENSDARP00000127693
SINCAM900217	ENSDARP00000065044
SINCAM900217	ENSDARP00000100011
SINCAM900218	ENSDARP00000127043
SINCAM900218	ENSDARP00000095157
SINCAM900219	ENSDARP00000072528
SINCAM900220	ENSDARP00000041303
SINCAM900221	ENSDARP00000000004
SINCAM900222	ENSDARP00000000005
SINCAM900222	ENSDARP00000040034
SINCAM900223	ENSDARP00000082874
SINCAM900224	ENSDARP00000082902
SINCAM900224	ENSDARP00000077934
SINCAM900226	ENSDARP00000103824
SINCAM900226	ENSDARP00000088818
SINCAM900231	ENSDARP00000115200
SINCAM900232	ENSDARP00000079290
SINCAM900233	ENSDARP00000107368
SINCAM900233	ENSDARP00000088338
SINCAM900235	ENSDARP00000014351
SINCAM900236	ENSDARP00000075057
SINCAM900236	ENSDARP00000117549
SINCAM900237	ENSDARP00000106068
SINCAM900238	ENSDARP00000098492
SINCAM900238	ENSDARP00000092040
SINCAM900240	ENSDARP00000018399
SINCAM900244	ENSDARP00000037227
SINCAM900245	ENSDARP00000052788
SINCAM900246	ENSDARP00000014106
SINCAM900249	ENSDARP00000087973
SINCAM900250	ENSDARP00000116874
SINCAM900250	ENSDARP00000122975
SINCAM900252	ENSDARP00000017246
SINCAM900253	ENSDARP00000099420
SINCAM900255	ENSDARP00000110708
SINCAM900255	ENSDARP00000018477
SINCAM900256	ENSDARP00000098626
SINCAM900257	ENSDARP00000099783
SINCAM900257	ENSDARP00000077643
SINCAM900259	ENSDARP00000077996
SINCAM900260	ENSDARP00000051069
SINCAM900260	ENSDARP00000075209
SINCAM900261	ENSDARP00000115879
SINCAM900264	ENSDARP00000086551
SINCAM900264	ENSDARP00000086547
SINCAM900265	ENSDARP00000116091
SINCAM900266	ENSDARP00000102396
SINCAM900266	ENSDARP00000078422
SINCAM900267	ENSDARP00000098728
SINCAM900269	ENSDARP00000079522
SINCAM900270	ENSDARP00000111777
SINCAM900270	ENSDARP00000112597
SINCAM900271	ENSDARP00000127935
SINCAM900271	ENSDARP00000079254
SINCAM900272	ENSDARP00000031559
SINCAM900280	ENSDARP00000113874
SINCAM900282	ENSDARP00000097754
SINCAM900283	ENSDARP00000102789
SINCAM900283	ENSDARP00000101018
SINCAM900285	ENSDARP00000084112
SINCAM900285	ENSDARP00000004610
SINCAM900286	ENSDARP00000034038
SINCAM900286	ENSDARP00000043402
SINCAM900287	ENSDARP00000091982
SINCAM911044	ENSDARP00000124284
SINCAM911044	ENSDARP00000129469
SINCAM920423	ENSDARP00000104526
SINCAM920427	ENSDARP00000120522
SINCAM920427	ENSDARP00000028630
SINCAM920428	ENSDARP00000112407
SINCAM920428	ENSDARP00000101420
SINCAM920431	ENSDARP00000074848
SINCAM920431	ENSDARP00000125766
SINCAM920432	ENSDARP00000055565
SINCAM920433	ENSDARP00000103325
SINCAM920433	ENSDARP00000111245
SINCAM920434	ENSDARP00000101927
SINCAM920434	ENSDARP00000040306
SINCAM920435	ENSDARP00000065670
SINCAM920438	ENSDARP00000004965
SINCAM920438	ENSDARP00000114091
SINCAM920439	ENSDARP00000105508
