ENSP00000001008	SINLEJ016677
ENSP00000392252	SINLEJ010276
ENSP00000392270	SINLEJ016581
ENSP00000392318	SINLEJ002105
ENSP00000392330	SINLEJ013753
ENSP00000392398	SINLEJ006416
ENSP00000392423	SINLEJ009587
ENSP00000392423	SINLEJ009588
ENSP00000392500	SINLEJ011830
ENSP00000392500	SINLEJ014877
ENSP00000392678	SINLEJ013586
ENSP00000392678	SINLEJ018374
ENSP00000392709	SINLEJ010417
ENSP00000392709	SINLEJ010418
ENSP00000392762	SINLEJ011726
ENSP00000392859	SINLEJ015831
ENSP00000392859	SINLEJ008829
ENSP00000392896	SINLEJ011163
ENSP00000392913	SINLEJ003818
ENSP00000392985	SINLEJ013181
ENSP00000393066	SINLEJ600341
ENSP00000393066	SINLEJ003334
ENSP00000393097	SINLEJ006397
ENSP00000393099	SINLEJ005108
ENSP00000393099	SINLEJ014531
ENSP00000393139	SINLEJ008066
ENSP00000393161	SINLEJ001924
ENSP00000393161	SINLEJ005924
ENSP00000393183	SINLEJ011474
ENSP00000393183	SINLEJ011455
ENSP00000393222	SINLEJ010349
ENSP00000393241	SINLEJ018291
ENSP00000393275	SINLEJ004466
ENSP00000393275	SINLEJ017240
ENSP00000393312	SINLEJ017705
ENSP00000393313	SINLEJ012454
ENSP00000393313	SINLEJ012453
ENSP00000393316	SINLEJ002190
ENSP00000393316	SINLEJ017336
ENSP00000393324	SINLEJ009500
ENSP00000393333	SINLEJ017015
ENSP00000393379	SINLEJ015329
ENSP00000393379	SINLEJ003212
ENSP00000393453	SINLEJ015213
ENSP00000393453	SINLEJ011961
ENSP00000393539	SINLEJ003538
ENSP00000393541	SINLEJ009049
ENSP00000393557	SINLEJ010615
ENSP00000393557	SINLEJ006622
ENSP00000393583	SINLEJ009078
ENSP00000393596	SINLEJ001833
ENSP00000393596	SINLEJ001827
ENSP00000393667	SINLEJ001221
ENSP00000393667	SINLEJ600332
ENSP00000393776	SINLEJ009976
ENSP00000393840	SINLEJ001989
ENSP00000393854	SINLEJ018226
ENSP00000393854	SINLEJ019462
ENSP00000393922	SINLEJ000541
ENSP00000393978	SINLEJ600036
ENSP00000393987	SINLEJ012278
ENSP00000394033	SINLEJ001190
ENSP00000394051	SINLEJ001303
ENSP00000394071	SINLEJ009547
ENSP00000394071	SINLEJ007306
ENSP00000394085	SINLEJ008994
ENSP00000394183	SINLEJ003129
ENSP00000394248	SINLEJ011776
ENSP00000394248	SINLEJ015966
ENSP00000394331	SINLEJ007153
ENSP00000394352	SINLEJ014571
ENSP00000394394	SINLEJ014032
ENSP00000394394	SINLEJ014033
ENSP00000394405	SINLEJ002994
ENSP00000394484	SINLEJ600300
ENSP00000394484	SINLEJ003353
ENSP00000394487	SINLEJ011438
ENSP00000394487	SINLEJ003782
ENSP00000394624	SINLEJ002855
ENSP00000394624	SINLEJ008408
ENSP00000394700	SINLEJ004943
ENSP00000394720	SINLEJ000315
ENSP00000394720	SINLEJ004463
ENSP00000394794	SINLEJ006602
ENSP00000394863	SINLEJ015770
ENSP00000394869	SINLEJ008681
ENSP00000394869	SINLEJ008680
ENSP00000394899	SINLEJ016955
ENSP00000394954	SINLEJ011017
ENSP00000394954	SINLEJ009108
ENSP00000395012	SINLEJ011722
ENSP00000395220	SINLEJ012770
ENSP00000395220	SINLEJ015029
ENSP00000395232	SINLEJ017037
ENSP00000395244	SINLEJ009514
ENSP00000395249	SINLEJ013912
ENSP00000395259	SINLEJ019246
ENSP00000395359	SINLEJ003105
ENSP00000395461	SINLEJ003545
ENSP00000395473	SINLEJ015454
ENSP00000395473	SINLEJ010670
ENSP00000395535	SINLEJ014318
ENSP00000395535	SINLEJ010244
ENSP00000395574	SINLEJ008684
ENSP00000395608	SINLEJ000924
ENSP00000395608	SINLEJ009224
ENSP00000395654	SINLEJ010056
ENSP00000395654	SINLEJ012467
ENSP00000395772	SINLEJ012317
ENSP00000395929	SINLEJ012041
ENSP00000395995	SINLEJ004757
ENSP00000396068	SINLEJ010362
ENSP00000396068	SINLEJ010363
ENSP00000396103	SINLEJ006769
ENSP00000396103	SINLEJ017051
ENSP00000396117	SINLEJ000255
ENSP00000396225	SINLEJ006324
ENSP00000396259	SINLEJ006495
ENSP00000396259	SINLEJ006496
ENSP00000396301	SINLEJ002835
ENSP00000396320	SINLEJ003277
ENSP00000396320	SINLEJ004788
ENSP00000396421	SINLEJ017955
ENSP00000396421	SINLEJ017956
ENSP00000396441	SINLEJ000519
ENSP00000396441	SINLEJ000520
ENSP00000396445	SINLEJ008838
ENSP00000396452	SINLEJ013473
ENSP00000396452	SINLEJ013472
ENSP00000396467	SINLEJ010122
ENSP00000396538	SINLEJ008739
ENSP00000396620	SINLEJ006833
ENSP00000396622	SINLEJ005928
ENSP00000396628	SINLEJ010181
ENSP00000396673	SINLEJ016389
ENSP00000396704	SINLEJ010328
ENSP00000396704	SINLEJ013895
ENSP00000396722	SINLEJ018773
ENSP00000396722	SINLEJ016012
ENSP00000396732	SINLEJ018737
ENSP00000396732	SINLEJ016806
ENSP00000396747	SINLEJ015093
ENSP00000396749	SINLEJ017893
ENSP00000396843	SINLEJ000196
ENSP00000396843	SINLEJ000197
ENSP00000396896	SINLEJ002036
ENSP00000396918	SINLEJ018914
ENSP00000396918	SINLEJ015941
ENSP00000396937	SINLEJ013259
ENSP00000396937	SINLEJ010913
ENSP00000396995	SINLEJ016330
ENSP00000397026	SINLEJ012696
ENSP00000397026	SINLEJ012698
ENSP00000397172	SINLEJ009618
ENSP00000397249	SINLEJ600204
ENSP00000397249	SINLEJ003459
ENSP00000397259	SINLEJ001535
ENSP00000397289	SINLEJ007875
ENSP00000397289	SINLEJ007874
ENSP00000397297	SINLEJ016594
ENSP00000397297	SINLEJ019424
ENSP00000397415	SINLEJ012424
ENSP00000397435	SINLEJ013406
ENSP00000397435	SINLEJ017711
ENSP00000397441	SINLEJ017648
ENSP00000397552	SINLEJ007778
ENSP00000397552	SINLEJ012219
ENSP00000397563	SINLEJ010830
ENSP00000397644	SINLEJ012906
ENSP00000397655	SINLEJ015776
ENSP00000397679	SINLEJ010494
ENSP00000397679	SINLEJ003050
ENSP00000397759	SINLEJ017039
ENSP00000397798	SINLEJ013784
ENSP00000397879	SINLEJ004681
ENSP00000397881	SINLEJ002106
ENSP00000397908	SINLEJ008611
ENSP00000397947	SINLEJ013881
ENSP00000398048	SINLEJ015434
ENSP00000398063	SINLEJ010289
ENSP00000398064	SINLEJ001520
ENSP00000398076	SINLEJ012990
ENSP00000398083	SINLEJ007345
ENSP00000398105	SINLEJ005870
ENSP00000398124	SINLEJ011125
ENSP00000398131	SINLEJ014778
ENSP00000398181	SINLEJ008477
ENSP00000398350	SINLEJ002185
ENSP00000398401	SINLEJ010311
ENSP00000398410	SINLEJ001720
ENSP00000398410	SINLEJ000091
ENSP00000398481	SINLEJ009406
ENSP00000398481	SINLEJ010265
ENSP00000398495	SINLEJ014413
ENSP00000398597	SINLEJ002923
ENSP00000398610	SINLEJ002826
ENSP00000398610	SINLEJ010653
ENSP00000398722	SINLEJ010745
ENSP00000398736	SINLEJ005688
ENSP00000398778	SINLEJ007051
ENSP00000398789	SINLEJ003451
ENSP00000398789	SINLEJ003453
ENSP00000398798	SINLEJ001531
ENSP00000398798	SINLEJ001529
ENSP00000398803	SINLEJ005819
ENSP00000398803	SINLEJ005818
ENSP00000398824	SINLEJ007519
ENSP00000398824	SINLEJ008197
ENSP00000398861	SINLEJ007320
ENSP00000398880	SINLEJ004805
ENSP00000398882	SINLEJ009929
ENSP00000398930	SINLEJ003393
ENSP00000398930	SINLEJ003392
ENSP00000398945	SINLEJ013359
ENSP00000398945	SINLEJ013360
ENSP00000399013	SINLEJ003406
ENSP00000399013	SINLEJ004801
ENSP00000399078	SINLEJ017223
ENSP00000399421	SINLEJ007427
ENSP00000399465	SINLEJ013822
ENSP00000399511	SINLEJ014829
ENSP00000399518	SINLEJ001623
ENSP00000399547	SINLEJ006075
ENSP00000399664	SINLEJ006574
ENSP00000399679	SINLEJ018882
ENSP00000399679	SINLEJ008074
ENSP00000399700	SINLEJ004881
ENSP00000399718	SINLEJ000975
ENSP00000399732	SINLEJ006023
ENSP00000399732	SINLEJ006022
ENSP00000399797	SINLEJ012408
ENSP00000399797	SINLEJ012409
ENSP00000399805	SINLEJ015767
ENSP00000399808	SINLEJ003309
ENSP00000399808	SINLEJ001607
ENSP00000399862	SINLEJ008697
ENSP00000399862	SINLEJ008696
ENSP00000399903	SINLEJ004858
ENSP00000399968	SINLEJ006790
ENSP00000399968	SINLEJ016343
ENSP00000399970	SINLEJ012011
ENSP00000399982	SINLEJ001210
ENSP00000399982	SINLEJ016763
ENSP00000400011	SINLEJ016719
ENSP00000400011	SINLEJ017585
ENSP00000400099	SINLEJ015844
ENSP00000400101	SINLEJ001575
ENSP00000400168	SINLEJ002976
ENSP00000400175	SINLEJ015800
ENSP00000400175	SINLEJ010094
ENSP00000400252	SINLEJ006125
ENSP00000400252	SINLEJ006440
ENSP00000400258	SINLEJ006682
ENSP00000400258	SINLEJ008438
ENSP00000400312	SINLEJ010734
ENSP00000400341	SINLEJ014514
ENSP00000400341	SINLEJ006005
ENSP00000400365	SINLEJ009742
ENSP00000400365	SINLEJ008646
ENSP00000400433	SINLEJ010620
ENSP00000400433	SINLEJ010621
ENSP00000400459	SINLEJ012773
ENSP00000400459	SINLEJ015046
ENSP00000400467	SINLEJ006207
ENSP00000400467	SINLEJ006206
ENSP00000400513	SINLEJ001512
ENSP00000400591	SINLEJ016148
ENSP00000400646	SINLEJ005196
ENSP00000400646	SINLEJ017186
ENSP00000400717	SINLEJ008961
ENSP00000400717	SINLEJ010980
ENSP00000400815	SINLEJ005361
ENSP00000400815	SINLEJ005360
ENSP00000400821	SINLEJ006623
ENSP00000400821	SINLEJ010629
ENSP00000400870	SINLEJ003483
ENSP00000400870	SINLEJ003484
ENSP00000400878	SINLEJ016100
ENSP00000400882	SINLEJ005084
ENSP00000400887	SINLEJ000608
ENSP00000400895	SINLEJ004697
ENSP00000400906	SINLEJ011641
ENSP00000400908	SINLEJ017444
ENSP00000400908	SINLEJ007544
ENSP00000400932	SINLEJ017895
ENSP00000400958	SINLEJ015812
ENSP00000400984	SINLEJ013073
ENSP00000401018	SINLEJ011166
ENSP00000401060	SINLEJ007265
ENSP00000401089	SINLEJ004108
ENSP00000401089	SINLEJ010839
ENSP00000401112	SINLEJ001622
ENSP00000401112	SINLEJ001621
ENSP00000401145	SINLEJ016602
ENSP00000401191	SINLEJ016092
ENSP00000401197	SINLEJ013706
ENSP00000401197	SINLEJ011347
ENSP00000401277	SINLEJ013705
ENSP00000401303	SINLEJ014202
ENSP00000401371	SINLEJ012015
ENSP00000401371	SINLEJ012014
ENSP00000401399	SINLEJ013909
ENSP00000401399	SINLEJ013910
ENSP00000401437	SINLEJ006401
ENSP00000401437	SINLEJ005680
ENSP00000401445	SINLEJ009048
ENSP00000401445	SINLEJ014772
ENSP00000401470	SINLEJ005240
ENSP00000401508	SINLEJ017858
ENSP00000401514	SINLEJ017846
ENSP00000401514	SINLEJ017847
ENSP00000401566	SINLEJ006436
ENSP00000401721	SINLEJ010314
ENSP00000401853	SINLEJ015772
ENSP00000401853	SINLEJ007381
ENSP00000401859	SINLEJ011421
ENSP00000401878	SINLEJ010090
ENSP00000401907	SINLEJ010644
ENSP00000401907	SINLEJ006402
ENSP00000401966	SINLEJ018947
ENSP00000402000	SINLEJ011509
ENSP00000402038	SINLEJ011597
ENSP00000402084	SINLEJ015741
ENSP00000402107	SINLEJ002771
ENSP00000402107	SINLEJ014073
ENSP00000402152	SINLEJ009303
ENSP00000402152	SINLEJ009322
ENSP00000402257	SINLEJ016326
ENSP00000402257	SINLEJ008898
ENSP00000402343	SINLEJ013115
ENSP00000402373	SINLEJ017751
ENSP00000402389	SINLEJ015924
ENSP00000402389	SINLEJ015946
ENSP00000402460	SINLEJ007822
ENSP00000402460	SINLEJ007818
ENSP00000402505	SINLEJ000438
ENSP00000402505	SINLEJ000439
ENSP00000402515	SINLEJ009067
ENSP00000402584	SINLEJ016720
ENSP00000402653	SINLEJ000369
ENSP00000402653	SINLEJ000368
ENSP00000402697	SINLEJ000313
ENSP00000402697	SINLEJ010828
ENSP00000402758	SINLEJ013806
ENSP00000402783	SINLEJ018691
ENSP00000402861	SINLEJ001617
ENSP00000402861	SINLEJ003147
ENSP00000402912	SINLEJ015070
ENSP00000402912	SINLEJ015073
ENSP00000402935	SINLEJ600168
ENSP00000403104	SINLEJ007649
ENSP00000403104	SINLEJ007650
ENSP00000403117	SINLEJ011794
ENSP00000403117	SINLEJ011793
ENSP00000403172	SINLEJ018852
ENSP00000403293	SINLEJ006859
ENSP00000403293	SINLEJ015218
ENSP00000403397	SINLEJ007646
ENSP00000403397	SINLEJ001761
ENSP00000403400	SINLEJ015884
ENSP00000403465	SINLEJ004306
ENSP00000403465	SINLEJ004305
ENSP00000403536	SINLEJ012896
ENSP00000403536	SINLEJ007154
ENSP00000403644	SINLEJ005581
ENSP00000403683	SINLEJ001356
ENSP00000403701	SINLEJ013444
ENSP00000403701	SINLEJ018959
ENSP00000403755	SINLEJ006724
ENSP00000403802	SINLEJ006131
ENSP00000403802	SINLEJ006132
ENSP00000403910	SINLEJ001994
ENSP00000403920	SINLEJ010478
ENSP00000403925	SINLEJ600128
ENSP00000404042	SINLEJ015169
ENSP00000404092	SINLEJ006734
ENSP00000404100	SINLEJ017379
ENSP00000404100	SINLEJ007497
ENSP00000404121	SINLEJ016706
ENSP00000404122	SINLEJ010061
ENSP00000404127	SINLEJ018802
ENSP00000404151	SINLEJ004965
ENSP00000404151	SINLEJ005837
ENSP00000404179	SINLEJ009509
ENSP00000404179	SINLEJ011409
ENSP00000404203	SINLEJ000527
ENSP00000404220	SINLEJ001764
ENSP00000404251	SINLEJ010220
ENSP00000404251	SINLEJ010228
ENSP00000404296	SINLEJ019251
ENSP00000404296	SINLEJ018709
ENSP00000404304	SINLEJ014070
ENSP00000404375	SINLEJ019343
ENSP00000404381	SINLEJ005681
ENSP00000404381	SINLEJ010602
ENSP00000404676	SINLEJ004234
ENSP00000404718	SINLEJ019368
ENSP00000404854	SINLEJ011177
ENSP00000404860	SINLEJ013412
ENSP00000404860	SINLEJ011723
ENSP00000404923	SINLEJ009075
ENSP00000404991	SINLEJ011571
ENSP00000404991	SINLEJ003763
ENSP00000405068	SINLEJ004252
ENSP00000405176	SINLEJ001629
ENSP00000405176	SINLEJ003455
ENSP00000405222	SINLEJ004257
ENSP00000405252	SINLEJ008465
ENSP00000405252	SINLEJ008458
ENSP00000405289	SINLEJ019224
ENSP00000405327	SINLEJ600153
ENSP00000405327	SINLEJ003426
ENSP00000405330	SINLEJ005914
ENSP00000405330	SINLEJ005915
ENSP00000405388	SINLEJ005239
ENSP00000405388	SINLEJ008933
ENSP00000405405	SINLEJ016008
ENSP00000405405	SINLEJ014570
ENSP00000405423	SINLEJ010490
ENSP00000405424	SINLEJ016360
ENSP00000405456	SINLEJ017157
ENSP00000405456	SINLEJ005965
ENSP00000405482	SINLEJ016250
ENSP00000405514	SINLEJ003395
ENSP00000405514	SINLEJ003394
ENSP00000405537	SINLEJ003911
ENSP00000405573	SINLEJ009219
ENSP00000405573	SINLEJ013955
ENSP00000405574	SINLEJ013365
ENSP00000405574	SINLEJ017274
ENSP00000405611	SINLEJ015922
ENSP00000405611	SINLEJ011935
ENSP00000405620	SINLEJ600106
ENSP00000405620	SINLEJ600105
ENSP00000405635	SINLEJ014049
ENSP00000405708	SINLEJ011780
ENSP00000405726	SINLEJ016514
ENSP00000405738	SINLEJ008727
ENSP00000405738	SINLEJ011197
ENSP00000405812	SINLEJ003332
ENSP00000405812	SINLEJ004843
ENSP00000405890	SINLEJ014342
ENSP00000405890	SINLEJ005760
ENSP00000405926	SINLEJ012143
ENSP00000405926	SINLEJ010840
ENSP00000405963	SINLEJ000526
ENSP00000405963	SINLEJ000525
ENSP00000406012	SINLEJ012134
ENSP00000406022	SINLEJ006509
ENSP00000406022	SINLEJ006510
ENSP00000406037	SINLEJ018580
ENSP00000406037	SINLEJ018581
ENSP00000406046	SINLEJ007540
ENSP00000406084	SINLEJ005984
ENSP00000406157	SINLEJ016499
ENSP00000406157	SINLEJ016500
ENSP00000406162	SINLEJ016867
ENSP00000406201	SINLEJ017235
ENSP00000406209	SINLEJ011011
ENSP00000406220	SINLEJ005577
ENSP00000406229	SINLEJ018024
ENSP00000406229	SINLEJ006135
ENSP00000406261	SINLEJ002847
ENSP00000406367	SINLEJ004511
ENSP00000406367	SINLEJ004513
ENSP00000406463	SINLEJ013883
ENSP00000406463	SINLEJ013882
ENSP00000406472	SINLEJ001226
ENSP00000406482	SINLEJ001496
ENSP00000406482	SINLEJ001498
ENSP00000406485	SINLEJ003549
ENSP00000406490	SINLEJ001340
ENSP00000406490	SINLEJ001341
ENSP00000406577	SINLEJ012819
ENSP00000406674	SINLEJ018936
ENSP00000406738	SINLEJ016388
ENSP00000406738	SINLEJ600501
ENSP00000406751	SINLEJ004012
ENSP00000406751	SINLEJ004008
ENSP00000406885	SINLEJ004680
ENSP00000406933	SINLEJ012326
ENSP00000407112	SINLEJ009589
ENSP00000407118	SINLEJ009679
ENSP00000407118	SINLEJ008354
ENSP00000407158	SINLEJ002709
ENSP00000407301	SINLEJ008787
ENSP00000407323	SINLEJ009931
ENSP00000407401	SINLEJ007783
ENSP00000407401	SINLEJ007784
ENSP00000407552	SINLEJ017418
ENSP00000407552	SINLEJ014748
ENSP00000407586	SINLEJ017668
ENSP00000407613	SINLEJ600033
ENSP00000407724	SINLEJ017537
ENSP00000407724	SINLEJ017538
ENSP00000407726	SINLEJ017350
ENSP00000407726	SINLEJ017358
ENSP00000407818	SINLEJ006176
ENSP00000407818	SINLEJ006177
ENSP00000407958	SINLEJ017419
ENSP00000407958	SINLEJ008981
ENSP00000407978	SINLEJ018632
ENSP00000407978	SINLEJ004592
ENSP00000408005	SINLEJ014707
ENSP00000408005	SINLEJ011024
ENSP00000408058	SINLEJ005543
ENSP00000408108	SINLEJ001000
ENSP00000408108	SINLEJ001927
ENSP00000408205	SINLEJ017520
ENSP00000408205	SINLEJ013305
ENSP00000408236	SINLEJ002748
ENSP00000408236	SINLEJ010988
ENSP00000408295	SINLEJ011659
ENSP00000408342	SINLEJ013531
ENSP00000408395	SINLEJ003090
ENSP00000408411	SINLEJ014895
ENSP00000408411	SINLEJ011825
ENSP00000408429	SINLEJ004007
ENSP00000408429	SINLEJ004011
ENSP00000408581	SINLEJ003800
ENSP00000408581	SINLEJ003799
ENSP00000408617	SINLEJ016756
ENSP00000408617	SINLEJ016494
ENSP00000408695	SINLEJ014727
ENSP00000408695	SINLEJ014728
ENSP00000408792	SINLEJ001592
ENSP00000408792	SINLEJ010463
ENSP00000408860	SINLEJ014392
ENSP00000408910	SINLEJ001505
ENSP00000408979	SINLEJ017458
ENSP00000409007	SINLEJ012487
ENSP00000409016	SINLEJ014565
ENSP00000409107	SINLEJ005839
ENSP00000409126	SINLEJ008207
ENSP00000409126	SINLEJ010848
ENSP00000409171	SINLEJ010248
ENSP00000409171	SINLEJ009485
ENSP00000409231	SINLEJ000175
ENSP00000409256	SINLEJ016251
ENSP00000409315	SINLEJ003873
ENSP00000409378	SINLEJ007515
ENSP00000409378	SINLEJ013142
ENSP00000409382	SINLEJ016866
ENSP00000409382	SINLEJ016252
ENSP00000409423	SINLEJ015128
ENSP00000409544	SINLEJ019382
ENSP00000409544	SINLEJ019318
ENSP00000409581	SINLEJ018537
ENSP00000409581	SINLEJ011847
ENSP00000409612	SINLEJ003865
ENSP00000409612	SINLEJ000897
ENSP00000409637	SINLEJ003148
ENSP00000409637	SINLEJ001619
ENSP00000409667	SINLEJ004004
ENSP00000409952	SINLEJ018332
ENSP00000410007	SINLEJ001742
ENSP00000410041	SINLEJ007908
ENSP00000410041	SINLEJ001689
ENSP00000410059	SINLEJ005817
ENSP00000410157	SINLEJ002726
ENSP00000410186	SINLEJ001658
ENSP00000410186	SINLEJ001657
ENSP00000410192	SINLEJ005929
ENSP00000410192	SINLEJ005930
ENSP00000410198	SINLEJ000156
ENSP00000410216	SINLEJ000248
ENSP00000410257	SINLEJ004060
ENSP00000410294	SINLEJ015127
ENSP00000410309	SINLEJ001318
ENSP00000410339	SINLEJ016030
ENSP00000410403	SINLEJ014965
ENSP00000410403	SINLEJ003598
ENSP00000410447	SINLEJ010486
ENSP00000410584	SINLEJ003930
ENSP00000410626	SINLEJ012987
ENSP00000410626	SINLEJ013290
ENSP00000410689	SINLEJ015132
ENSP00000410732	SINLEJ014150
ENSP00000410759	SINLEJ009516
ENSP00000410768	SINLEJ008380
ENSP00000410768	SINLEJ006834
ENSP00000410769	SINLEJ012333
ENSP00000410804	SINLEJ013685
ENSP00000410804	SINLEJ011429
ENSP00000410811	SINLEJ003157
ENSP00000410811	SINLEJ001551
ENSP00000410815	SINLEJ007804
ENSP00000410818	SINLEJ018255
ENSP00000410818	SINLEJ018253
ENSP00000410833	SINLEJ016903
ENSP00000410852	SINLEJ003635
ENSP00000410852	SINLEJ014930
ENSP00000410862	SINLEJ600352
ENSP00000410926	SINLEJ600215
ENSP00000411012	SINLEJ013025
ENSP00000411012	SINLEJ013026
ENSP00000411096	SINLEJ003188
ENSP00000411096	SINLEJ003185
ENSP00000411152	SINLEJ005067
ENSP00000411169	SINLEJ006679
ENSP00000411197	SINLEJ007138
ENSP00000411197	SINLEJ007137
ENSP00000411250	SINLEJ013830
ENSP00000411253	SINLEJ013889
ENSP00000411397	SINLEJ005066
ENSP00000411397	SINLEJ001873
ENSP00000411409	SINLEJ005352
ENSP00000411418	SINLEJ004612
ENSP00000411418	SINLEJ004613
ENSP00000411471	SINLEJ007789
ENSP00000411528	SINLEJ019219
ENSP00000411528	SINLEJ019250
ENSP00000411565	SINLEJ013436
ENSP00000411593	SINLEJ017747
ENSP00000411593	SINLEJ018161
ENSP00000411618	SINLEJ018796
ENSP00000411688	SINLEJ006438
ENSP00000411688	SINLEJ005740
ENSP00000411770	SINLEJ008254
ENSP00000411770	SINLEJ019132
ENSP00000411784	SINLEJ012096
ENSP00000411822	SINLEJ011486
ENSP00000411825	SINLEJ003358
ENSP00000411825	SINLEJ003357
ENSP00000411831	SINLEJ007395
ENSP00000411932	SINLEJ007412
ENSP00000411932	SINLEJ007413
ENSP00000412178	SINLEJ013141
ENSP00000412292	SINLEJ017311
ENSP00000412324	SINLEJ005894
ENSP00000412365	SINLEJ005784
ENSP00000412461	SINLEJ010546
ENSP00000412524	SINLEJ001455
ENSP00000412549	SINLEJ013942
ENSP00000412566	SINLEJ014061
ENSP00000412698	SINLEJ006283
ENSP00000412733	SINLEJ009869
ENSP00000412733	SINLEJ017988
ENSP00000412788	SINLEJ009864
ENSP00000412788	SINLEJ009862
ENSP00000412886	SINLEJ008929
ENSP00000412886	SINLEJ018093
ENSP00000412922	SINLEJ005713
ENSP00000412940	SINLEJ010010
ENSP00000412940	SINLEJ010009
ENSP00000413001	SINLEJ004094
ENSP00000413064	SINLEJ004259
ENSP00000413074	SINLEJ000569
ENSP00000413133	SINLEJ012939
ENSP00000413133	SINLEJ012940
ENSP00000413196	SINLEJ014080
ENSP00000413196	SINLEJ014079
ENSP00000413234	SINLEJ008185
ENSP00000413234	SINLEJ007614
ENSP00000413241	SINLEJ017727
ENSP00000413241	SINLEJ017726
ENSP00000413436	SINLEJ015696
ENSP00000413436	SINLEJ007215
ENSP00000413445	SINLEJ011339
ENSP00000413445	SINLEJ007370
ENSP00000413483	SINLEJ004616
ENSP00000413496	SINLEJ019255
ENSP00000413496	SINLEJ019268
ENSP00000413520	SINLEJ014759
ENSP00000413520	SINLEJ014760
ENSP00000413572	SINLEJ011613
ENSP00000413575	SINLEJ003524
ENSP00000413575	SINLEJ003525
ENSP00000413592	SINLEJ006210
ENSP00000413592	SINLEJ004110
ENSP00000413625	SINLEJ005594
ENSP00000413632	SINLEJ013902
ENSP00000413632	SINLEJ013901
ENSP00000413697	SINLEJ016784
ENSP00000413697	SINLEJ009148
ENSP00000413720	SINLEJ016263
ENSP00000413861	SINLEJ017804
ENSP00000413908	SINLEJ001460
ENSP00000413929	SINLEJ005118
ENSP00000414002	SINLEJ008022
ENSP00000414147	SINLEJ003018
ENSP00000414147	SINLEJ007033
ENSP00000414237	SINLEJ011503
ENSP00000414287	SINLEJ015791
ENSP00000414287	SINLEJ013648
ENSP00000414321	SINLEJ018706
ENSP00000414321	SINLEJ018052
ENSP00000414334	SINLEJ009302
ENSP00000414398	SINLEJ016736
ENSP00000414398	SINLEJ016478
ENSP00000414415	SINLEJ015634
ENSP00000414415	SINLEJ004236
ENSP00000414516	SINLEJ008827
ENSP00000414558	SINLEJ011272
ENSP00000414635	SINLEJ007798
ENSP00000414635	SINLEJ007793
ENSP00000414670	SINLEJ018863
ENSP00000414670	SINLEJ011378
ENSP00000414774	SINLEJ011947
ENSP00000414786	SINLEJ008842
ENSP00000414851	SINLEJ600182
ENSP00000414884	SINLEJ005834
ENSP00000414887	SINLEJ014233
ENSP00000414906	SINLEJ006587
ENSP00000414921	SINLEJ018893
ENSP00000414921	SINLEJ009863
ENSP00000414982	SINLEJ002043
ENSP00000414982	SINLEJ006024
ENSP00000415078	SINLEJ000361
ENSP00000415090	SINLEJ011858
ENSP00000415115	SINLEJ010454
ENSP00000415151	SINLEJ009269
ENSP00000415183	SINLEJ016257
ENSP00000415183	SINLEJ017695
ENSP00000415200	SINLEJ001012
ENSP00000415203	SINLEJ000011
ENSP00000415299	SINLEJ004047
ENSP00000415332	SINLEJ010415
ENSP00000415433	SINLEJ003049
ENSP00000415434	SINLEJ015296
ENSP00000415436	SINLEJ001705
ENSP00000415454	SINLEJ000630
ENSP00000415454	SINLEJ017385
ENSP00000415491	SINLEJ006456
ENSP00000415528	SINLEJ015121
ENSP00000415556	SINLEJ015826
ENSP00000415635	SINLEJ003586
ENSP00000415635	SINLEJ014976
ENSP00000415662	SINLEJ018722
ENSP00000415769	SINLEJ018639
ENSP00000415786	SINLEJ008159
ENSP00000415885	SINLEJ006977
ENSP00000415885	SINLEJ005995
ENSP00000415899	SINLEJ010130
ENSP00000415899	SINLEJ010131
ENSP00000415900	SINLEJ000886
ENSP00000415968	SINLEJ005575
ENSP00000415968	SINLEJ005576
ENSP00000415998	SINLEJ003146
ENSP00000415998	SINLEJ004811
ENSP00000416015	SINLEJ007643
ENSP00000416015	SINLEJ007642
ENSP00000416037	SINLEJ002990
ENSP00000416050	SINLEJ011965
ENSP00000416097	SINLEJ014366
ENSP00000416097	SINLEJ005642
ENSP00000416146	SINLEJ010158
ENSP00000416146	SINLEJ018987
ENSP00000416154	SINLEJ005319
ENSP00000416154	SINLEJ017412
ENSP00000416168	SINLEJ016949
ENSP00000416250	SINLEJ003176
ENSP00000416255	SINLEJ016959
ENSP00000416255	SINLEJ016958
ENSP00000416263	SINLEJ004857
ENSP00000416290	SINLEJ007064
ENSP00000416293	SINLEJ007722
ENSP00000416293	SINLEJ012147
ENSP00000416330	SINLEJ006189
ENSP00000416330	SINLEJ007025
ENSP00000416418	SINLEJ009220
ENSP00000416429	SINLEJ012289
ENSP00000416508	SINLEJ003820
ENSP00000416508	SINLEJ003821
ENSP00000416515	SINLEJ010910
ENSP00000416523	SINLEJ004464
ENSP00000416549	SINLEJ008821
ENSP00000416549	SINLEJ002728
ENSP00000416558	SINLEJ017938
ENSP00000416561	SINLEJ006118
ENSP00000416583	SINLEJ016583
ENSP00000416658	SINLEJ013296
ENSP00000416662	SINLEJ017660
ENSP00000416683	SINLEJ009039
ENSP00000416707	SINLEJ009748
ENSP00000416707	SINLEJ002781
ENSP00000416739	SINLEJ012998
