fgenesh2_pg.scaffold_351000043	ENSP00000261819
fgenesh2_pg.scaffold_26000058	ENSP00000468969
fgenesh2_pg.scaffold_26000063	ENSP00000380074
fgenesh2_pg.scaffold_26000075	ENSP00000349959
fgenesh2_pg.scaffold_26000092	ENSP00000412237
fgenesh2_pg.scaffold_26000116	ENSP00000364814
fgenesh2_pg.scaffold_26000121	ENSP00000351480
fgenesh2_pg.scaffold_26000156	ENSP00000469464
fgenesh2_pg.scaffold_26000157	ENSP00000396648
fgenesh2_pg.scaffold_26000169	ENSP00000259631
fgenesh2_pg.scaffold_26000173	ENSP00000261811
fgenesh2_pg.scaffold_26000186	ENSP00000346964
fgenesh2_pg.scaffold_26000190	ENSP00000360222
fgenesh2_pg.scaffold_26000200	ENSP00000330612
fgenesh2_pg.scaffold_26000207	ENSP00000360961
fgenesh2_pg.scaffold_26000216	ENSP00000265107
fgenesh2_pg.scaffold_26000218	ENSP00000417764
fgenesh2_pg.scaffold_26000220	ENSP00000256246
fgenesh2_pg.scaffold_27000016	ENSP00000349124
fgenesh2_pg.scaffold_27000065	ENSP00000300811
fgenesh2_pg.scaffold_27000071	ENSP00000343493
fgenesh2_pg.scaffold_27000081	ENSP00000373354
fgenesh2_pg.scaffold_27000083	ENSP00000306253
fgenesh2_pg.scaffold_27000083	ENSP00000363435
fgenesh2_pg.scaffold_27000135	ENSP00000368102
fgenesh2_pg.scaffold_27000156	ENSP00000352185
fgenesh2_pg.scaffold_27000166	ENSP00000440207
fgenesh2_pg.scaffold_28000003	ENSP00000294664
fgenesh2_pg.scaffold_28000018	ENSP00000216862
fgenesh2_pg.scaffold_28000018	ENSP00000268053
fgenesh2_pg.scaffold_28000037	ENSP00000375566
fgenesh2_pg.scaffold_28000038	ENSP00000300952
fgenesh2_pg.scaffold_28000041	ENSP00000382423
fgenesh2_pg.scaffold_28000071	ENSP00000391592
fgenesh2_pg.scaffold_28000071	ENSP00000175756
fgenesh2_pg.scaffold_28000081	ENSP00000442840
fgenesh2_pg.scaffold_28000082	ENSP00000360421
fgenesh2_pg.scaffold_28000088	ENSP00000389414
fgenesh2_pg.scaffold_28000098	ENSP00000294724
fgenesh2_pg.scaffold_28000108	ENSP00000407323
fgenesh2_pg.scaffold_28000136	ENSP00000302768
fgenesh2_pg.scaffold_29000025	ENSP00000263686
fgenesh2_pg.scaffold_29000026	ENSP00000381895
fgenesh2_pg.scaffold_29000046	ENSP00000470570
fgenesh2_pg.scaffold_29000053	ENSP00000356448
fgenesh2_pg.scaffold_29000058	ENSP00000259845
fgenesh2_pg.scaffold_29000090	ENSP00000251127
fgenesh2_pg.scaffold_29000123	ENSP00000250003
fgenesh2_pg.scaffold_29000123	ENSP00000228641
fgenesh2_pg.scaffold_29000159	ENSP00000394032
fgenesh2_pg.scaffold_30000020	ENSP00000292782
fgenesh2_pg.scaffold_30000020	ENSP00000319482
fgenesh2_pg.scaffold_30000020	ENSP00000260247
fgenesh2_pg.scaffold_30000070	ENSP00000263681
fgenesh2_pg.scaffold_30000072	ENSP00000235628
fgenesh2_pg.scaffold_30000108	ENSP00000317379
fgenesh2_pg.scaffold_30000111	ENSP00000265239
fgenesh2_pg.scaffold_30000119	ENSP00000342518
fgenesh2_pg.scaffold_30000124	ENSP00000417654
fgenesh2_pg.scaffold_30000144	ENSP00000344331
fgenesh2_pg.scaffold_30000156	ENSP00000276201
fgenesh2_pg.scaffold_30000159	ENSP00000252338
fgenesh2_pg.scaffold_30000161	ENSP00000384359
fgenesh2_pg.scaffold_30000182	ENSP00000365643
fgenesh2_pg.scaffold_30000183	ENSP00000361788
fgenesh2_pg.scaffold_30000196	ENSP00000320232
fgenesh2_pg.scaffold_30000240	ENSP00000366246
fgenesh2_pg.scaffold_30000240	ENSP00000264039
fgenesh2_pg.scaffold_30000240	ENSP00000292377
fgenesh2_pg.scaffold_31000038	ENSP00000319506
fgenesh2_pg.scaffold_31000045	ENSP00000399899
fgenesh2_pg.scaffold_31000063	ENSP00000265362
fgenesh2_pg.scaffold_31000063	ENSP00000261918
fgenesh2_pg.scaffold_31000070	ENSP00000196548
fgenesh2_pg.scaffold_31000075	ENSP00000380315
fgenesh2_pg.scaffold_31000075	ENSP00000388311
fgenesh2_pg.scaffold_31000075	ENSP00000325038
fgenesh2_pg.scaffold_31000075	ENSP00000473484
fgenesh2_pg.scaffold_31000077	ENSP00000357219
fgenesh2_pg.scaffold_31000083	ENSP00000382900
fgenesh2_pg.scaffold_31000120	ENSP00000428002
fgenesh2_pg.scaffold_31000121	ENSP00000357812
fgenesh2_pg.scaffold_31000122	ENSP00000476359
fgenesh2_pg.scaffold_31000124	ENSP00000437812
fgenesh2_pg.scaffold_31000140	ENSP00000265162
fgenesh2_pg.scaffold_31000140	ENSP00000296754
fgenesh2_pg.scaffold_32000004	ENSP00000378506
fgenesh2_pg.scaffold_32000011	ENSP00000341610
fgenesh2_pg.scaffold_32000024	ENSP00000333680
fgenesh2_pg.scaffold_32000032	ENSP00000052754
fgenesh2_pg.scaffold_32000083	ENSP00000435342
fgenesh2_pg.scaffold_32000084	ENSP00000370058
fgenesh2_pg.scaffold_32000162	ENSP00000255476
fgenesh2_pg.scaffold_32000180	ENSP00000308548
fgenesh2_pg.scaffold_32000186	ENSP00000359404
fgenesh2_pg.scaffold_32000216	ENSP00000295124
fgenesh2_pg.scaffold_33000031	ENSP00000429571
fgenesh2_pg.scaffold_33000036	ENSP00000361867
fgenesh2_pg.scaffold_33000069	ENSP00000215531
fgenesh2_pg.scaffold_33000095	ENSP00000350358
fgenesh2_pg.scaffold_33000118	ENSP00000358563
fgenesh2_pg.scaffold_33000120	ENSP00000204961
fgenesh2_pg.scaffold_33000140	ENSP00000014930
fgenesh2_pg.scaffold_33000142	ENSP00000475750
fgenesh2_pg.scaffold_33000146	ENSP00000468788
fgenesh2_pg.scaffold_33000150	ENSP00000296564
fgenesh2_pg.scaffold_33000159	ENSP00000224862
fgenesh2_pg.scaffold_33000199	ENSP00000267064
fgenesh2_pg.scaffold_34000011	ENSP00000473139
fgenesh2_pg.scaffold_34000030	ENSP00000363250
fgenesh2_pg.scaffold_34000039	ENSP00000356969
fgenesh2_pg.scaffold_34000067	ENSP00000336987
fgenesh2_pg.scaffold_34000089	ENSP00000384290
fgenesh2_pg.scaffold_34000090	ENSP00000471223
fgenesh2_pg.scaffold_34000095	ENSP00000333401
fgenesh2_pg.scaffold_34000100	ENSP00000312672
fgenesh2_pg.scaffold_34000103	ENSP00000363103
fgenesh2_pg.scaffold_34000104	ENSP00000394484
fgenesh2_pg.scaffold_34000126	ENSP00000436691
fgenesh2_pg.scaffold_34000169	ENSP00000470865
fgenesh2_pg.scaffold_34000178	ENSP00000313816
fgenesh2_pg.scaffold_34000204	ENSP00000435142
fgenesh2_pg.scaffold_34000215	ENSP00000323183
fgenesh2_pg.scaffold_34000224	ENSP00000312277
fgenesh2_pg.scaffold_34000235	ENSP00000360166
fgenesh2_pg.scaffold_35000015	ENSP00000389009
fgenesh2_pg.scaffold_35000038	ENSP00000251312
fgenesh2_pg.scaffold_35000068	ENSP00000220763
fgenesh2_pg.scaffold_35000072	ENSP00000445247
fgenesh2_pg.scaffold_35000087	ENSP00000355607
fgenesh2_pg.scaffold_35000104	ENSP00000260191
fgenesh2_pg.scaffold_35000115	ENSP00000335615
fgenesh2_pg.scaffold_35000138	ENSP00000406084
fgenesh2_pg.scaffold_35000138	ENSP00000270223
fgenesh2_pg.scaffold_35000154	ENSP00000353010
fgenesh2_pg.scaffold_35000154	ENSP00000366475
fgenesh2_pg.scaffold_35000174	ENSP00000375849
fgenesh2_pg.scaffold_35000183	ENSP00000263791
fgenesh2_pg.scaffold_36000014	ENSP00000263071
fgenesh2_pg.scaffold_36000053	ENSP00000398890
fgenesh2_pg.scaffold_36000056	ENSP00000303469
fgenesh2_pg.scaffold_36000060	ENSP00000410711
fgenesh2_pg.scaffold_36000088	ENSP00000411004
fgenesh2_pg.scaffold_36000090	ENSP00000341737
fgenesh2_pg.scaffold_36000091	ENSP00000308546
fgenesh2_pg.scaffold_36000101	ENSP00000271628
fgenesh2_pg.scaffold_36000122	ENSP00000419235
fgenesh2_pg.scaffold_37000038	ENSP00000277165
fgenesh2_pg.scaffold_37000043	ENSP00000331106
fgenesh2_pg.scaffold_37000049	ENSP00000365962
fgenesh2_pg.scaffold_37000070	ENSP00000454903
fgenesh2_pg.scaffold_37000104	ENSP00000469810
fgenesh2_pg.scaffold_37000108	ENSP00000366934
fgenesh2_pg.scaffold_37000114	ENSP00000454370
fgenesh2_pg.scaffold_37000140	ENSP00000266025
fgenesh2_pg.scaffold_37000171	ENSP00000370531
fgenesh2_pg.scaffold_38000019	ENSP00000324127
fgenesh2_pg.scaffold_38000028	ENSP00000332530
fgenesh2_pg.scaffold_38000046	ENSP00000253496
fgenesh2_pg.scaffold_38000079	ENSP00000462106
fgenesh2_pg.scaffold_38000113	ENSP00000381768
fgenesh2_pg.scaffold_38000127	ENSP00000337354
fgenesh2_pg.scaffold_38000135	ENSP00000308405
fgenesh2_pg.scaffold_39000017	ENSP00000306864
fgenesh2_pg.scaffold_39000031	ENSP00000363495
fgenesh2_pg.scaffold_39000046	ENSP00000346955
fgenesh2_pg.scaffold_39000076	ENSP00000295966
fgenesh2_pg.scaffold_39000091	ENSP00000308057
fgenesh2_pg.scaffold_39000108	ENSP00000329507
fgenesh2_pg.scaffold_39000110	ENSP00000375622
fgenesh2_pg.scaffold_39000122	ENSP00000352846
fgenesh2_pg.scaffold_39000127	ENSP00000249861
fgenesh2_pg.scaffold_40000035	ENSP00000255152
fgenesh2_pg.scaffold_40000071	ENSP00000427951
fgenesh2_pg.scaffold_40000073	ENSP00000292586
fgenesh2_pg.scaffold_40000079	ENSP00000262648
fgenesh2_pg.scaffold_40000087	ENSP00000444978
fgenesh2_pg.scaffold_40000087	ENSP00000381607
fgenesh2_pg.scaffold_40000099	ENSP00000367727
fgenesh2_pg.scaffold_40000116	ENSP00000358794
fgenesh2_pg.scaffold_40000137	ENSP00000352268
fgenesh2_pg.scaffold_40000157	ENSP00000273905
fgenesh2_pg.scaffold_40000158	ENSP00000245312
fgenesh2_pg.scaffold_40000176	ENSP00000410269
fgenesh2_pg.scaffold_40000182	ENSP00000463741
fgenesh2_pg.scaffold_40000211	ENSP00000313699
fgenesh2_pg.scaffold_40000211	ENSP00000353393
fgenesh2_pg.scaffold_41000041	ENSP00000298298
fgenesh2_pg.scaffold_41000045	ENSP00000217305
fgenesh2_pg.scaffold_41000052	ENSP00000355306
fgenesh2_pg.scaffold_41000085	ENSP00000386846
fgenesh2_pg.scaffold_41000093	ENSP00000325519
fgenesh2_pg.scaffold_42000016	ENSP00000360240
fgenesh2_pg.scaffold_42000033	ENSP00000441567
fgenesh2_pg.scaffold_42000075	ENSP00000386962
fgenesh2_pg.scaffold_42000103	ENSP00000355652
fgenesh2_pg.scaffold_42000103	ENSP00000220507
fgenesh2_pg.scaffold_42000136	ENSP00000238628
fgenesh2_pg.scaffold_42000138	ENSP00000355902
fgenesh2_pg.scaffold_42000138	ENSP00000261530
fgenesh2_pg.scaffold_42000143	ENSP00000356224
fgenesh2_pg.scaffold_42000145	ENSP00000298912
fgenesh2_pg.scaffold_42000165	ENSP00000399732
fgenesh2_pg.scaffold_43000016	ENSP00000444788
fgenesh2_pg.scaffold_43000048	ENSP00000325425
fgenesh2_pg.scaffold_43000055	ENSP00000442186
fgenesh2_pg.scaffold_43000077	ENSP00000440163
fgenesh2_pg.scaffold_43000090	ENSP00000381378
fgenesh2_pg.scaffold_43000095	ENSP00000256707
fgenesh2_pg.scaffold_43000107	ENSP00000186436
fgenesh2_pg.scaffold_43000107	ENSP00000386787
fgenesh2_pg.scaffold_43000121	ENSP00000440190
fgenesh2_pg.scaffold_43000134	ENSP00000242109
fgenesh2_pg.scaffold_43000154	ENSP00000376623
fgenesh2_pg.scaffold_44000017	ENSP00000262340
fgenesh2_pg.scaffold_44000018	ENSP00000280245
fgenesh2_pg.scaffold_44000033	ENSP00000258062
fgenesh2_pg.scaffold_44000046	ENSP00000349824
fgenesh2_pg.scaffold_44000100	ENSP00000356936
fgenesh2_pg.scaffold_44000102	ENSP00000437481
fgenesh2_pg.scaffold_44000144	ENSP00000283871
fgenesh2_pg.scaffold_45000005	ENSP00000369461
fgenesh2_pg.scaffold_45000018	ENSP00000340434
fgenesh2_pg.scaffold_45000022	ENSP00000313921
fgenesh2_pg.scaffold_45000071	ENSP00000437872
fgenesh2_pg.scaffold_45000072	ENSP00000379182
fgenesh2_pg.scaffold_45000080	ENSP00000408367
fgenesh2_pg.scaffold_45000083	ENSP00000319412
fgenesh2_pg.scaffold_45000095	ENSP00000255674
fgenesh2_pg.scaffold_45000096	ENSP00000258200
fgenesh2_pg.scaffold_45000097	ENSP00000360776
fgenesh2_pg.scaffold_45000111	ENSP00000305702
fgenesh2_pg.scaffold_45000132	ENSP00000267017
fgenesh2_pg.scaffold_45000142	ENSP00000462418
fgenesh2_pg.scaffold_45000145	ENSP00000384967
fgenesh2_pg.scaffold_46000022	ENSP00000355877
fgenesh2_pg.scaffold_46000031	ENSP00000342938
fgenesh2_pg.scaffold_46000038	ENSP00000308976
fgenesh2_pg.scaffold_46000049	ENSP00000348564
fgenesh2_pg.scaffold_46000050	ENSP00000316609
fgenesh2_pg.scaffold_46000056	ENSP00000252530
fgenesh2_pg.scaffold_46000126	ENSP00000354643
fgenesh2_pg.scaffold_46000131	ENSP00000362027
fgenesh2_pg.scaffold_46000136	ENSP00000363433
fgenesh2_pg.scaffold_46000149	ENSP00000294168
fgenesh2_pg.scaffold_47000020	ENSP00000375011
fgenesh2_pg.scaffold_47000028	ENSP00000449841
fgenesh2_pg.scaffold_47000030	ENSP00000262585
fgenesh2_pg.scaffold_47000035	ENSP00000427407
fgenesh2_pg.scaffold_47000058	ENSP00000281030
fgenesh2_pg.scaffold_47000116	ENSP00000417261
fgenesh2_pg.scaffold_47000119	ENSP00000399700
fgenesh2_pg.scaffold_47000121	ENSP00000443135
fgenesh2_pg.scaffold_47000124	ENSP00000371419
fgenesh2_pg.scaffold_47000132	ENSP00000457682
fgenesh2_pg.scaffold_48000044	ENSP00000386039
fgenesh2_pg.scaffold_48000048	ENSP00000411140
fgenesh2_pg.scaffold_48000070	ENSP00000368872
fgenesh2_pg.scaffold_48000071	ENSP00000328336
fgenesh2_pg.scaffold_48000087	ENSP00000253719
fgenesh2_pg.scaffold_48000087	ENSP00000350911
fgenesh2_pg.scaffold_48000087	ENSP00000272190
fgenesh2_pg.scaffold_48000087	ENSP00000362116
fgenesh2_pg.scaffold_48000126	ENSP00000343140
fgenesh2_pg.scaffold_49000028	ENSP00000353238
fgenesh2_pg.scaffold_49000029	ENSP00000311436
fgenesh2_pg.scaffold_49000029	ENSP00000356632
fgenesh2_pg.scaffold_49000056	ENSP00000419160
fgenesh2_pg.scaffold_49000058	ENSP00000376293
fgenesh2_pg.scaffold_49000069	ENSP00000455507
fgenesh2_pg.scaffold_49000112	ENSP00000362707
fgenesh2_pg.scaffold_49000117	ENSP00000472192
fgenesh2_pg.scaffold_49000124	ENSP00000342344
fgenesh2_pg.scaffold_50000002	ENSP00000259253
fgenesh2_pg.scaffold_50000006	ENSP00000471625
fgenesh2_pg.scaffold_50000030	ENSP00000357501
fgenesh2_pg.scaffold_50000042	ENSP00000367439
fgenesh2_pg.scaffold_50000044	ENSP00000312774
fgenesh2_pg.scaffold_50000065	ENSP00000354813
fgenesh2_pg.scaffold_50000083	ENSP00000371054
fgenesh2_pg.scaffold_50000095	ENSP00000264613
fgenesh2_pg.scaffold_50000095	ENSP00000356771
fgenesh2_pg.scaffold_50000096	ENSP00000249044
fgenesh2_pg.scaffold_50000115	ENSP00000368908
fgenesh2_pg.scaffold_50000123	ENSP00000303490
fgenesh2_pg.scaffold_50000128	ENSP00000433277
fgenesh2_pg.scaffold_50000131	ENSP00000242827
fgenesh2_pg.scaffold_51000019	ENSP00000367910
fgenesh2_pg.scaffold_51000026	ENSP00000364935
fgenesh2_pg.scaffold_51000027	ENSP00000367746
fgenesh2_pg.scaffold_51000033	ENSP00000263563
fgenesh2_pg.scaffold_51000034	ENSP00000195455
fgenesh2_pg.scaffold_51000045	ENSP00000291860
fgenesh2_pg.scaffold_51000046	ENSP00000332049
fgenesh2_pg.scaffold_51000048	ENSP00000354090
fgenesh2_pg.scaffold_51000050	ENSP00000384432
fgenesh2_pg.scaffold_51000051	ENSP00000264036
fgenesh2_pg.scaffold_51000054	ENSP00000374850
fgenesh2_pg.scaffold_51000055	ENSP00000415283
fgenesh2_pg.scaffold_51000056	ENSP00000452332
fgenesh2_pg.scaffold_51000060	ENSP00000401502
fgenesh2_pg.scaffold_51000061	ENSP00000374846
fgenesh2_pg.scaffold_51000066	ENSP00000340839
fgenesh2_pg.scaffold_51000066	ENSP00000386616
fgenesh2_pg.scaffold_51000098	ENSP00000247815
fgenesh2_pg.scaffold_51000106	ENSP00000355317
fgenesh2_pg.scaffold_52000002	ENSP00000358494
fgenesh2_pg.scaffold_52000019	ENSP00000332225
fgenesh2_pg.scaffold_52000030	ENSP00000473185
fgenesh2_pg.scaffold_52000051	ENSP00000298352
fgenesh2_pg.scaffold_52000056	ENSP00000355512
fgenesh2_pg.scaffold_52000062	ENSP00000377948
fgenesh2_pg.scaffold_52000081	ENSP00000367433
fgenesh2_pg.scaffold_52000099	ENSP00000230381
fgenesh2_pg.scaffold_53000006	ENSP00000348738
fgenesh2_pg.scaffold_53000019	ENSP00000240691
fgenesh2_pg.scaffold_53000068	ENSP00000468959
fgenesh2_pg.scaffold_53000069	ENSP00000276571
fgenesh2_pg.scaffold_53000099	ENSP00000369889
fgenesh2_pg.scaffold_53000122	ENSP00000470218
fgenesh2_pg.scaffold_53000144	ENSP00000387498
fgenesh2_pg.scaffold_53000146	ENSP00000354518
fgenesh2_pg.scaffold_54000033	ENSP00000383145
fgenesh2_pg.scaffold_54000119	ENSP00000290219
fgenesh2_pg.scaffold_54000144	ENSP00000249075
fgenesh2_pg.scaffold_54000156	ENSP00000250615
fgenesh2_pg.scaffold_54000161	ENSP00000276282
fgenesh2_pg.scaffold_54000162	ENSP00000274063
fgenesh2_pg.scaffold_54000162	ENSP00000266066
fgenesh2_pg.scaffold_55000013	ENSP00000025301
fgenesh2_pg.scaffold_55000028	ENSP00000428417
fgenesh2_pg.scaffold_55000053	ENSP00000317000
fgenesh2_pg.scaffold_55000066	ENSP00000365063
fgenesh2_pg.scaffold_55000090	ENSP00000333018
fgenesh2_pg.scaffold_55000094	ENSP00000282020
fgenesh2_pg.scaffold_55000106	ENSP00000228938
fgenesh2_pg.scaffold_56000065	ENSP00000416864
fgenesh2_pg.scaffold_56000069	ENSP00000356849
fgenesh2_pg.scaffold_56000080	ENSP00000392481
fgenesh2_pg.scaffold_56000085	ENSP00000233668
fgenesh2_pg.scaffold_56000123	ENSP00000450911
fgenesh2_pg.scaffold_56000139	ENSP00000376823
fgenesh2_pg.scaffold_56000142	ENSP00000454303
fgenesh2_pg.scaffold_56000148	ENSP00000408342
fgenesh2_pg.scaffold_56000154	ENSP00000372170
fgenesh2_pg.scaffold_56000160	ENSP00000304051
fgenesh2_pg.scaffold_57000050	ENSP00000379701
fgenesh2_pg.scaffold_57000072	ENSP00000387426
fgenesh2_pg.scaffold_57000079	ENSP00000363205
fgenesh2_pg.scaffold_57000079	ENSP00000443983
fgenesh2_pg.scaffold_57000092	ENSP00000446100
fgenesh2_pg.scaffold_57000133	ENSP00000297423
fgenesh2_pg.scaffold_57000140	ENSP00000276654
fgenesh2_pg.scaffold_57000140	ENSP00000352601
fgenesh2_pg.scaffold_57000148	ENSP00000264992
fgenesh2_pg.scaffold_58000011	ENSP00000252512
fgenesh2_pg.scaffold_58000015	ENSP00000435355
fgenesh2_pg.scaffold_58000055	ENSP00000375063
fgenesh2_pg.scaffold_58000066	ENSP00000341237
fgenesh2_pg.scaffold_58000098	ENSP00000384092
fgenesh2_pg.scaffold_58000102	ENSP00000329158
fgenesh2_pg.scaffold_58000103	ENSP00000358140
fgenesh2_pg.scaffold_58000106	ENSP00000421048
fgenesh2_pg.scaffold_58000113	ENSP00000379869
fgenesh2_pg.scaffold_58000131	ENSP00000279544
fgenesh2_pg.scaffold_58000132	ENSP00000325377
fgenesh2_pg.scaffold_58000137	ENSP00000329419
fgenesh2_pg.scaffold_58000145	ENSP00000359483
fgenesh2_pg.scaffold_58000166	ENSP00000290438
fgenesh2_pg.scaffold_59000015	ENSP00000307264
fgenesh2_pg.scaffold_59000015	ENSP00000438205
fgenesh2_pg.scaffold_59000021	ENSP00000304956
fgenesh2_pg.scaffold_59000023	ENSP00000359490
fgenesh2_pg.scaffold_59000027	ENSP00000370673
fgenesh2_pg.scaffold_59000033	ENSP00000054668
fgenesh2_pg.scaffold_59000043	ENSP00000367440
fgenesh2_pg.scaffold_59000052	ENSP00000474182
fgenesh2_pg.scaffold_59000054	ENSP00000427882
fgenesh2_pg.scaffold_59000067	ENSP00000343023
fgenesh2_pg.scaffold_59000069	ENSP00000453436
fgenesh2_pg.scaffold_59000071	ENSP00000355672
fgenesh2_pg.scaffold_59000072	ENSP00000397911
fgenesh2_pg.scaffold_59000104	ENSP00000465368
fgenesh2_pg.scaffold_60000039	ENSP00000267229
fgenesh2_pg.scaffold_60000053	ENSP00000395590
fgenesh2_pg.scaffold_60000067	ENSP00000409542
fgenesh2_pg.scaffold_60000070	ENSP00000348968
fgenesh2_pg.scaffold_60000125	ENSP00000357651
fgenesh2_pg.scaffold_61000018	ENSP00000420075
fgenesh2_pg.scaffold_61000046	ENSP00000397312
fgenesh2_pg.scaffold_61000050	ENSP00000293889
fgenesh2_pg.scaffold_61000073	ENSP00000403566
fgenesh2_pg.scaffold_61000089	ENSP00000344219
fgenesh2_pg.scaffold_61000094	ENSP00000301698
fgenesh2_pg.scaffold_61000112	ENSP00000302537
fgenesh2_pg.scaffold_61000117	ENSP00000284629
fgenesh2_pg.scaffold_61000129	ENSP00000406191
fgenesh2_pg.scaffold_61000139	ENSP00000418268
fgenesh2_pg.scaffold_61000144	ENSP00000347324
fgenesh2_pg.scaffold_61000144	ENSP00000365693
fgenesh2_pg.scaffold_61000145	ENSP00000384026
fgenesh2_pg.scaffold_61000154	ENSP00000384234
fgenesh2_pg.scaffold_61000170	ENSP00000317331
fgenesh2_pg.scaffold_62000044	ENSP00000343818
fgenesh2_pg.scaffold_62000044	ENSP00000358363
fgenesh2_pg.scaffold_62000070	ENSP00000398410
fgenesh2_pg.scaffold_62000071	ENSP00000435188
fgenesh2_pg.scaffold_62000073	ENSP00000341051
fgenesh2_pg.scaffold_62000079	ENSP00000256343
fgenesh2_pg.scaffold_62000086	ENSP00000381711
fgenesh2_pg.scaffold_62000112	ENSP00000330098
fgenesh2_pg.scaffold_62000118	ENSP00000250056
fgenesh2_pg.scaffold_62000125	ENSP00000343171
fgenesh2_pg.scaffold_62000127	ENSP00000289619
fgenesh2_pg.scaffold_63000004	ENSP00000369643
fgenesh2_pg.scaffold_63000007	ENSP00000465932
fgenesh2_pg.scaffold_63000013	ENSP00000417898
fgenesh2_pg.scaffold_63000066	ENSP00000317469
fgenesh2_pg.scaffold_63000068	ENSP00000369853
fgenesh2_pg.scaffold_63000069	ENSP00000340635
fgenesh2_pg.scaffold_63000132	ENSP00000433967
fgenesh2_pg.scaffold_63000132	ENSP00000454374
fgenesh2_pg.scaffold_63000135	ENSP00000375022
fgenesh2_pg.scaffold_64000006	ENSP00000295049
fgenesh2_pg.scaffold_64000040	ENSP00000343847
fgenesh2_pg.scaffold_64000045	ENSP00000364361
fgenesh2_pg.scaffold_64000079	ENSP00000229402
fgenesh2_pg.scaffold_64000081	ENSP00000381429
fgenesh2_pg.scaffold_65000009	ENSP00000424400
fgenesh2_pg.scaffold_65000011	ENSP00000361704
fgenesh2_pg.scaffold_65000038	ENSP00000329920
fgenesh2_pg.scaffold_65000053	ENSP00000379607
fgenesh2_pg.scaffold_65000092	ENSP00000271638
fgenesh2_pg.scaffold_65000096	ENSP00000265260
fgenesh2_pg.scaffold_65000105	ENSP00000386146
fgenesh2_pg.scaffold_65000135	ENSP00000376048
fgenesh2_pg.scaffold_65000146	ENSP00000230301
fgenesh2_pg.scaffold_65000149	ENSP00000367882
fgenesh2_pg.scaffold_66000001	ENSP00000366030
fgenesh2_pg.scaffold_66000053	ENSP00000355011
fgenesh2_pg.scaffold_66000066	ENSP00000454565
fgenesh2_pg.scaffold_66000089	ENSP00000381032
fgenesh2_pg.scaffold_66000116	ENSP00000312002
fgenesh2_pg.scaffold_67000001	ENSP00000394546
fgenesh2_pg.scaffold_67000004	ENSP00000319377
fgenesh2_pg.scaffold_67000011	ENSP00000268483
fgenesh2_pg.scaffold_67000014	ENSP00000280082
fgenesh2_pg.scaffold_67000062	ENSP00000378365
fgenesh2_pg.scaffold_67000063	ENSP00000216117
fgenesh2_pg.scaffold_67000114	ENSP00000352455
fgenesh2_pg.scaffold_68000031	ENSP00000216602
fgenesh2_pg.scaffold_68000035	ENSP00000354152
fgenesh2_pg.scaffold_68000044	ENSP00000414982
fgenesh2_pg.scaffold_68000055	ENSP00000247178
fgenesh2_pg.scaffold_68000096	ENSP00000324277
fgenesh2_pg.scaffold_68000114	ENSP00000350050
fgenesh2_pg.scaffold_68000122	ENSP00000346927
fgenesh2_pg.scaffold_68000134	ENSP00000355958
fgenesh2_pg.scaffold_68000145	ENSP00000355964
fgenesh2_pg.scaffold_68000146	ENSP00000355217
fgenesh2_pg.scaffold_68000146	ENSP00000366998
fgenesh2_pg.scaffold_68000149	ENSP00000306528
fgenesh2_pg.scaffold_68000162	ENSP00000431376
fgenesh2_pg.scaffold_69000001	ENSP00000380871
fgenesh2_pg.scaffold_69000009	ENSP00000326630
fgenesh2_pg.scaffold_69000010	ENSP00000411506
fgenesh2_pg.scaffold_69000030	ENSP00000217131
fgenesh2_pg.scaffold_69000042	ENSP00000435565
fgenesh2_pg.scaffold_69000042	ENSP00000339971
fgenesh2_pg.scaffold_69000042	ENSP00000381857
fgenesh2_pg.scaffold_69000042	ENSP00000356733
fgenesh2_pg.scaffold_69000071	ENSP00000385502
fgenesh2_pg.scaffold_69000080	ENSP00000403130
fgenesh2_pg.scaffold_69000127	ENSP00000306760
fgenesh2_pg.scaffold_69000132	ENSP00000262144
fgenesh2_pg.scaffold_69000141	ENSP00000389709
fgenesh2_pg.scaffold_70000031	ENSP00000381494
fgenesh2_pg.scaffold_70000050	ENSP00000435877
fgenesh2_pg.scaffold_70000089	ENSP00000304235
fgenesh2_pg.scaffold_70000116	ENSP00000333012
fgenesh2_pg.scaffold_71000001	ENSP00000264193
fgenesh2_pg.scaffold_71000004	ENSP00000204549
fgenesh2_pg.scaffold_71000005	ENSP00000315644
fgenesh2_pg.scaffold_71000011	ENSP00000249806
fgenesh2_pg.scaffold_71000020	ENSP00000300091
fgenesh2_pg.scaffold_71000029	ENSP00000244217
fgenesh2_pg.scaffold_71000048	ENSP00000369346
fgenesh2_pg.scaffold_71000063	ENSP00000468500
fgenesh2_pg.scaffold_71000076	ENSP00000309338
fgenesh2_pg.scaffold_71000081	ENSP00000373640
fgenesh2_pg.scaffold_71000098	ENSP00000472286
fgenesh2_pg.scaffold_71000103	ENSP00000310031
fgenesh2_pg.scaffold_71000152	ENSP00000296438
fgenesh2_pg.scaffold_71000161	ENSP00000222032
fgenesh2_pg.scaffold_72000012	ENSP00000356299
fgenesh2_pg.scaffold_72000015	ENSP00000367125
fgenesh2_pg.scaffold_72000028	ENSP00000263847
fgenesh2_pg.scaffold_72000037	ENSP00000357757
fgenesh2_pg.scaffold_72000081	ENSP00000294889
fgenesh2_pg.scaffold_72000085	ENSP00000376227
