ENSTGUP00000000001	SINCAM013965
ENSTGUP00000013040	SINCAM004773
ENSTGUP00000013041	SINCAM005918
ENSTGUP00000013043	SINCAM004772
ENSTGUP00000013044	SINCAM004779
ENSTGUP00000013045	SINCAM004771
ENSTGUP00000013046	SINCAM015210
ENSTGUP00000013047	SINCAM008516
ENSTGUP00000013048	SINCAM921697
ENSTGUP00000013049	SINCAM921746
ENSTGUP00000013050	SINCAM005868
ENSTGUP00000013052	SINCAM004354
ENSTGUP00000013054	SINCAM008512
ENSTGUP00000013055	SINCAM008511
ENSTGUP00000013058	SINCAM006015
ENSTGUP00000013059	SINCAM002643
ENSTGUP00000013060	SINCAM006016
ENSTGUP00000013061	SINCAM005823
ENSTGUP00000013062	SINCAM002642
ENSTGUP00000013063	SINCAM004770
ENSTGUP00000013065	SINCAM009084
ENSTGUP00000013066	SINCAM005821
ENSTGUP00000013067	SINCAM004769
ENSTGUP00000013068	SINCAM002641
ENSTGUP00000013070	SINCAM920821
ENSTGUP00000013071	SINCAM002639
ENSTGUP00000013072	SINCAM003816
ENSTGUP00000013074	SINCAM005818
ENSTGUP00000013075	SINCAM005817
ENSTGUP00000013076	SINCAM002576
ENSTGUP00000013078	SINCAM005816
ENSTGUP00000013079	SINCAM008057
ENSTGUP00000013080	SINCAM002889
ENSTGUP00000013082	SINCAM008056
ENSTGUP00000013083	SINCAM002890
ENSTGUP00000013084	SINCAM005815
ENSTGUP00000013085	SINCAM005813
ENSTGUP00000013086	SINCAM002891
ENSTGUP00000013087	SINCAM920989
ENSTGUP00000013088	SINCAM016049
ENSTGUP00000013089	SINCAM008055
ENSTGUP00000013090	SINCAM002893
ENSTGUP00000013091	SINCAM921067
ENSTGUP00000013092	SINCAM008054
ENSTGUP00000013094	SINCAM005810
ENSTGUP00000013095	SINCAM003978
ENSTGUP00000013096	SINCAM004767
ENSTGUP00000013097	SINCAM004766
ENSTGUP00000013098	SINCAM002577
ENSTGUP00000013100	SINCAM017524
ENSTGUP00000013101	SINCAM002894
ENSTGUP00000013103	SINCAM920764
ENSTGUP00000013110	SINCAM008153
ENSTGUP00000013113	SINCAM001545
ENSTGUP00000013115	SINCAM001580
ENSTGUP00000013116	SINCAM001582
ENSTGUP00000013117	SINCAM004313
ENSTGUP00000013118	SINCAM008152
ENSTGUP00000013120	SINCAM921299
ENSTGUP00000013121	SINCAM001581
ENSTGUP00000013123	SINCAM002897
ENSTGUP00000013124	SINCAM008151
ENSTGUP00000013125	SINCAM004316
ENSTGUP00000013126	SINCAM008149
ENSTGUP00000013129	SINCAM004318
ENSTGUP00000013130	SINCAM008148
ENSTGUP00000013132	SINCAM009073
ENSTGUP00000013134	SINCAM008147
ENSTGUP00000013137	SINCAM002901
ENSTGUP00000013138	SINCAM008146
ENSTGUP00000013139	SINCAM004317
ENSTGUP00000013140	SINCAM002903
ENSTGUP00000013141	SINCAM004320
ENSTGUP00000013144	SINCAM008145
ENSTGUP00000013146	SINCAM002905
ENSTGUP00000013147	SINCAM017588
ENSTGUP00000013148	SINCAM008144
ENSTGUP00000013149	SINCAM002324
ENSTGUP00000013151	SINCAM008143
ENSTGUP00000013154	SINCAM002906
ENSTGUP00000013155	SINCAM004644
ENSTGUP00000013159	SINCAM008142
ENSTGUP00000013160	SINCAM002907
ENSTGUP00000013161	SINCAM008141
ENSTGUP00000013162	SINCAM002909
ENSTGUP00000013163	SINCAM000884
ENSTGUP00000013165	SINCAM004646
ENSTGUP00000013167	SINCAM015716
ENSTGUP00000013168	SINCAM002729
ENSTGUP00000013169	SINCAM004647
ENSTGUP00000013170	SINCAM008140
ENSTGUP00000013171	SINCAM002911
ENSTGUP00000013172	SINCAM002912
ENSTGUP00000013173	SINCAM002913
ENSTGUP00000013174	SINCAM001562
ENSTGUP00000013175	SINCAM002914
ENSTGUP00000013176	SINCAM014005
ENSTGUP00000013180	SINCAM921359
ENSTGUP00000013181	SINCAM004649
ENSTGUP00000013182	SINCAM001560
ENSTGUP00000013183	SINCAM004650
ENSTGUP00000013186	SINCAM008138
ENSTGUP00000013187	SINCAM004652
ENSTGUP00000013188	SINCAM008136
ENSTGUP00000013189	SINCAM004653
ENSTGUP00000013190	SINCAM008135
ENSTGUP00000013191	SINCAM004654
ENSTGUP00000013192	SINCAM008154
ENSTGUP00000013195	SINCAM008155
ENSTGUP00000013196	SINCAM004655
ENSTGUP00000013197	SINCAM004656
ENSTGUP00000013198	SINCAM008156
ENSTGUP00000013200	SINCAM008158
ENSTGUP00000013201	SINCAM004657
ENSTGUP00000013202	SINCAM004660
ENSTGUP00000013203	SINCAM921636
ENSTGUP00000013204	SINCAM921637
ENSTGUP00000013205	SINCAM002919
ENSTGUP00000013206	SINCAM004661
ENSTGUP00000013208	SINCAM002920
ENSTGUP00000013210	SINCAM008160
ENSTGUP00000013211	SINCAM002284
ENSTGUP00000013212	SINCAM008161
ENSTGUP00000013214	SINCAM008162
ENSTGUP00000013215	SINCAM921749
ENSTGUP00000013216	SINCAM004664
ENSTGUP00000013219	SINCAM008163
ENSTGUP00000013220	SINCAM002924
ENSTGUP00000013222	SINCAM015062
ENSTGUP00000013223	SINCAM004665
ENSTGUP00000013224	SINCAM002925
ENSTGUP00000013225	SINCAM004137
ENSTGUP00000013226	SINCAM002926
ENSTGUP00000013227	SINCAM922944
ENSTGUP00000013228	SINCAM008164
ENSTGUP00000013229	SINCAM002927
ENSTGUP00000013230	SINCAM921361
ENSTGUP00000013233	SINCAM002930
ENSTGUP00000013234	SINCAM002933
ENSTGUP00000013241	SINCAM008165
ENSTGUP00000013244	SINCAM002934
ENSTGUP00000013245	SINCAM007748
ENSTGUP00000013247	SINCAM921068
ENSTGUP00000013248	SINCAM008167
ENSTGUP00000013249	SINCAM008168
ENSTGUP00000013251	SINCAM002935
ENSTGUP00000013252	SINCAM008169
ENSTGUP00000013253	SINCAM004668
ENSTGUP00000013254	SINCAM008172
ENSTGUP00000013255	SINCAM002936
ENSTGUP00000013256	SINCAM004669
ENSTGUP00000013257	SINCAM002937
ENSTGUP00000013259	SINCAM008170
ENSTGUP00000013260	SINCAM004670
ENSTGUP00000013261	SINCAM002938
ENSTGUP00000013262	SINCAM008173
ENSTGUP00000013265	SINCAM008174
ENSTGUP00000013270	SINCAM921070
ENSTGUP00000013271	SINCAM921638
ENSTGUP00000013272	SINCAM002941
ENSTGUP00000013273	SINCAM004671
ENSTGUP00000013274	SINCAM921639
ENSTGUP00000013275	SINCAM008176
ENSTGUP00000013276	SINCAM002940
ENSTGUP00000013278	SINCAM921071
ENSTGUP00000013280	SINCAM008177
ENSTGUP00000013282	SINCAM004673
ENSTGUP00000013283	SINCAM004674
ENSTGUP00000013284	SINCAM008183
ENSTGUP00000013285	SINCAM014987
ENSTGUP00000013286	SINCAM921640
ENSTGUP00000013289	SINCAM004675
ENSTGUP00000013291	SINCAM008186
ENSTGUP00000013292	SINCAM002511
ENSTGUP00000013293	SINCAM004676
ENSTGUP00000013294	SINCAM004677
ENSTGUP00000013296	SINCAM008187
ENSTGUP00000013298	SINCAM922980
ENSTGUP00000013299	SINCAM004678
ENSTGUP00000013300	SINCAM005165
ENSTGUP00000013301	SINCAM004680
ENSTGUP00000013302	SINCAM008191
ENSTGUP00000013303	SINCAM008531
ENSTGUP00000013304	SINCAM921366
ENSTGUP00000013305	SINCAM002945
ENSTGUP00000013306	SINCAM002947
ENSTGUP00000013307	SINCAM008530
ENSTGUP00000013310	SINCAM008528
ENSTGUP00000013311	SINCAM002948
ENSTGUP00000013312	SINCAM008529
ENSTGUP00000013313	SINCAM921072
ENSTGUP00000013314	SINCAM016231
ENSTGUP00000013315	SINCAM921696
ENSTGUP00000013316	SINCAM003315
ENSTGUP00000013317	SINCAM008526
ENSTGUP00000013318	SINCAM921369
ENSTGUP00000013320	SINCAM002949
ENSTGUP00000013321	SINCAM004697
ENSTGUP00000013322	SINCAM008523
ENSTGUP00000013324	SINCAM002950
ENSTGUP00000013326	SINCAM002951
ENSTGUP00000013327	SINCAM004695
ENSTGUP00000013328	SINCAM002952
ENSTGUP00000013329	SINCAM002953
ENSTGUP00000013330	SINCAM008522
ENSTGUP00000013331	SINCAM921368
ENSTGUP00000013332	SINCAM002955
ENSTGUP00000013333	SINCAM921367
ENSTGUP00000013335	SINCAM002956
ENSTGUP00000013337	SINCAM002957
ENSTGUP00000013338	SINCAM002958
ENSTGUP00000013339	SINCAM017850
ENSTGUP00000013340	SINCAM004693
ENSTGUP00000013341	SINCAM008518
ENSTGUP00000013342	SINCAM008085
ENSTGUP00000013343	SINCAM008086
ENSTGUP00000013344	SINCAM002959
ENSTGUP00000013345	SINCAM004691
ENSTGUP00000013346	SINCAM921729
ENSTGUP00000013347	SINCAM004689
ENSTGUP00000013348	SINCAM008088
ENSTGUP00000013349	SINCAM921632
ENSTGUP00000013350	SINCAM004688
ENSTGUP00000013351	SINCAM008089
ENSTGUP00000013352	SINCAM004686
ENSTGUP00000013353	SINCAM002522
ENSTGUP00000013355	SINCAM002962
ENSTGUP00000013356	SINCAM008090
ENSTGUP00000013357	SINCAM002964
ENSTGUP00000013358	SINCAM008091
ENSTGUP00000013359	SINCAM002965
ENSTGUP00000013360	SINCAM921633
ENSTGUP00000013362	SINCAM002966
ENSTGUP00000013364	SINCAM002967
ENSTGUP00000013365	SINCAM921634
ENSTGUP00000013366	SINCAM004685
ENSTGUP00000013367	SINCAM002968
ENSTGUP00000013368	SINCAM008093
ENSTGUP00000013369	SINCAM921073
ENSTGUP00000013370	SINCAM004684
ENSTGUP00000013371	SINCAM921074
ENSTGUP00000013372	SINCAM001837
ENSTGUP00000013373	SINCAM008094
ENSTGUP00000013375	SINCAM008095
ENSTGUP00000013376	SINCAM004683
ENSTGUP00000013377	SINCAM002973
ENSTGUP00000013378	SINCAM008096
ENSTGUP00000013379	SINCAM002974
ENSTGUP00000013380	SINCAM008097
ENSTGUP00000013381	SINCAM008099
ENSTGUP00000013382	SINCAM002975
ENSTGUP00000013384	SINCAM002976
ENSTGUP00000013385	SINCAM008101
ENSTGUP00000013386	SINCAM004703
ENSTGUP00000013387	SINCAM000771
ENSTGUP00000013388	SINCAM002977
ENSTGUP00000013389	SINCAM008102
ENSTGUP00000013390	SINCAM004705
ENSTGUP00000013391	SINCAM002978
ENSTGUP00000013392	SINCAM008104
ENSTGUP00000013394	SINCAM008323
ENSTGUP00000013395	SINCAM004706
ENSTGUP00000013396	SINCAM008324
ENSTGUP00000013397	SINCAM004707
ENSTGUP00000013398	SINCAM004708
ENSTGUP00000013399	SINCAM002984
ENSTGUP00000013400	SINCAM002985
ENSTGUP00000013401	SINCAM004931
ENSTGUP00000013402	SINCAM008325
ENSTGUP00000013403	SINCAM921398
ENSTGUP00000013407	SINCAM008326
ENSTGUP00000013409	SINCAM008327
ENSTGUP00000013410	SINCAM002986
ENSTGUP00000013411	SINCAM015473
ENSTGUP00000013412	SINCAM015470
ENSTGUP00000013413	SINCAM002987
ENSTGUP00000013414	SINCAM004056
ENSTGUP00000013415	SINCAM008328
ENSTGUP00000013416	SINCAM921664
ENSTGUP00000013418	SINCAM004990
ENSTGUP00000013419	SINCAM013602
ENSTGUP00000013420	SINCAM002988
ENSTGUP00000013421	SINCAM008330
ENSTGUP00000013422	SINCAM002989
ENSTGUP00000013423	SINCAM002990
ENSTGUP00000013425	SINCAM016213
ENSTGUP00000013426	SINCAM008331
ENSTGUP00000013427	SINCAM002991
ENSTGUP00000013428	SINCAM002992
ENSTGUP00000013429	SINCAM921411
ENSTGUP00000013430	SINCAM008916
ENSTGUP00000013431	SINCAM002995
ENSTGUP00000013432	SINCAM008333
ENSTGUP00000013433	SINCAM921076
ENSTGUP00000013434	SINCAM008335
ENSTGUP00000013436	SINCAM008336
ENSTGUP00000013437	SINCAM008338
ENSTGUP00000013438	SINCAM009408
ENSTGUP00000013439	SINCAM008339
ENSTGUP00000013440	SINCAM921077
ENSTGUP00000013441	SINCAM008340
ENSTGUP00000013443	SINCAM002997
ENSTGUP00000013444	SINCAM008341
ENSTGUP00000013445	SINCAM010977
ENSTGUP00000013446	SINCAM921412
ENSTGUP00000013447	SINCAM921413
ENSTGUP00000013448	SINCAM012629
ENSTGUP00000013449	SINCAM008342
ENSTGUP00000013451	SINCAM008889
ENSTGUP00000013453	SINCAM921078
ENSTGUP00000013454	SINCAM002999
ENSTGUP00000013455	SINCAM922320
ENSTGUP00000013457	SINCAM008343
ENSTGUP00000013459	SINCAM008344
ENSTGUP00000013460	SINCAM008345
ENSTGUP00000013462	SINCAM003001
ENSTGUP00000013463	SINCAM008346
ENSTGUP00000013464	SINCAM014726
ENSTGUP00000013465	SINCAM008347
ENSTGUP00000013467	SINCAM008228
ENSTGUP00000013468	SINCAM002979
ENSTGUP00000013469	SINCAM008227
ENSTGUP00000013472	SINCAM002487
ENSTGUP00000013474	SINCAM008226
ENSTGUP00000013475	SINCAM017532
ENSTGUP00000013476	SINCAM008225
ENSTGUP00000013477	SINCAM003003
ENSTGUP00000013478	SINCAM008224
ENSTGUP00000013479	SINCAM003004
ENSTGUP00000013480	SINCAM921079
ENSTGUP00000013481	SINCAM921647
ENSTGUP00000013482	SINCAM921646
ENSTGUP00000013484	SINCAM008222
ENSTGUP00000013485	SINCAM003005
ENSTGUP00000013486	SINCAM008221
ENSTGUP00000013487	SINCAM921645
ENSTGUP00000013490	SINCAM921644
ENSTGUP00000013491	SINCAM008219
ENSTGUP00000013492	SINCAM008217
ENSTGUP00000013493	SINCAM003006
ENSTGUP00000013497	SINCAM008216
ENSTGUP00000013498	SINCAM003007
ENSTGUP00000013499	SINCAM921081
ENSTGUP00000013500	SINCAM008215
ENSTGUP00000013503	SINCAM013575
ENSTGUP00000013505	SINCAM008212
ENSTGUP00000013506	SINCAM003011
ENSTGUP00000013511	SINCAM920859
ENSTGUP00000013512	SINCAM003012
ENSTGUP00000013514	SINCAM921082
ENSTGUP00000013515	SINCAM007186
ENSTGUP00000013517	SINCAM003041
ENSTGUP00000013519	SINCAM003043
ENSTGUP00000013520	SINCAM003046
ENSTGUP00000013522	SINCAM003040
ENSTGUP00000013523	SINCAM008207
ENSTGUP00000013525	SINCAM008206
ENSTGUP00000013527	SINCAM921087
ENSTGUP00000013528	SINCAM013576
ENSTGUP00000013530	SINCAM008205
ENSTGUP00000013532	SINCAM013742
ENSTGUP00000013534	SINCAM921086
ENSTGUP00000013537	SINCAM921085
ENSTGUP00000013539	SINCAM003038
ENSTGUP00000013540	SINCAM921772
ENSTGUP00000013542	SINCAM921713
ENSTGUP00000013543	SINCAM006005
ENSTGUP00000013544	SINCAM008200
ENSTGUP00000013545	SINCAM006006
ENSTGUP00000013547	SINCAM006009
ENSTGUP00000013548	SINCAM921773
ENSTGUP00000013549	SINCAM006010
ENSTGUP00000013550	SINCAM008199
ENSTGUP00000013552	SINCAM006012
ENSTGUP00000013553	SINCAM003034
ENSTGUP00000013554	SINCAM921084
ENSTGUP00000013555	SINCAM003033
ENSTGUP00000013556	SINCAM003032
ENSTGUP00000013557	SINCAM003031
ENSTGUP00000013558	SINCAM014746
ENSTGUP00000013559	SINCAM008198
ENSTGUP00000013560	SINCAM005620
ENSTGUP00000013561	SINCAM005616
ENSTGUP00000013562	SINCAM005617
ENSTGUP00000013563	SINCAM003029
ENSTGUP00000013565	SINCAM921083
ENSTGUP00000013566	SINCAM008197
ENSTGUP00000013567	SINCAM005618
ENSTGUP00000013568	SINCAM003027
ENSTGUP00000013570	SINCAM921643
ENSTGUP00000013572	SINCAM008196
ENSTGUP00000013573	SINCAM013685
ENSTGUP00000013574	SINCAM921642
ENSTGUP00000013575	SINCAM003026
ENSTGUP00000013576	SINCAM015502
ENSTGUP00000013578	SINCAM003025
ENSTGUP00000013580	SINCAM003021
ENSTGUP00000013581	SINCAM003020
ENSTGUP00000013582	SINCAM003116
ENSTGUP00000013584	SINCAM008194
ENSTGUP00000013585	SINCAM006967
ENSTGUP00000013586	SINCAM008193
ENSTGUP00000013587	SINCAM003625
ENSTGUP00000013588	SINCAM012412
ENSTGUP00000013589	SINCAM008133
ENSTGUP00000013590	SINCAM003119
ENSTGUP00000013595	SINCAM016843
ENSTGUP00000013596	SINCAM008132
ENSTGUP00000013597	SINCAM003122
ENSTGUP00000013598	SINCAM003123
ENSTGUP00000013599	SINCAM003127
ENSTGUP00000013601	SINCAM008131
ENSTGUP00000013602	SINCAM921096
ENSTGUP00000013604	SINCAM003128
ENSTGUP00000013605	SINCAM003129
ENSTGUP00000013606	SINCAM008130
ENSTGUP00000013608	SINCAM008127
ENSTGUP00000013609	SINCAM003013
ENSTGUP00000013610	SINCAM013689
ENSTGUP00000013613	SINCAM008123
ENSTGUP00000013618	SINCAM003015
ENSTGUP00000013619	SINCAM005149
ENSTGUP00000013620	SINCAM008120
ENSTGUP00000013621	SINCAM008119
ENSTGUP00000013622	SINCAM009175
ENSTGUP00000013623	SINCAM003016
ENSTGUP00000013625	SINCAM003018
ENSTGUP00000013627	SINCAM008115
ENSTGUP00000013628	SINCAM013732
ENSTGUP00000013629	SINCAM003934
ENSTGUP00000013630	SINCAM003115
ENSTGUP00000013631	SINCAM008113
ENSTGUP00000013632	SINCAM008316
ENSTGUP00000013633	SINCAM013738
ENSTGUP00000013634	SINCAM003114
ENSTGUP00000013635	SINCAM003113
ENSTGUP00000013636	SINCAM003112
ENSTGUP00000013637	SINCAM003111
ENSTGUP00000013640	SINCAM003110
ENSTGUP00000013641	SINCAM004024
ENSTGUP00000013642	SINCAM003108
ENSTGUP00000013645	SINCAM003107
ENSTGUP00000013646	SINCAM004397
ENSTGUP00000013648	SINCAM921095
ENSTGUP00000013649	SINCAM003105
ENSTGUP00000013650	SINCAM921290
ENSTGUP00000013652	SINCAM011047
ENSTGUP00000013656	SINCAM003102
ENSTGUP00000013657	SINCAM003313
ENSTGUP00000013659	SINCAM003312
ENSTGUP00000013660	SINCAM016667
ENSTGUP00000013661	SINCAM920771
ENSTGUP00000013665	SINCAM002822
ENSTGUP00000013667	SINCAM009571
ENSTGUP00000013668	SINCAM002821
ENSTGUP00000013669	SINCAM009039
ENSTGUP00000013671	SINCAM016201
ENSTGUP00000013685	SINCAM015617
ENSTGUP00000013687	SINCAM015618
ENSTGUP00000013689	SINCAM008920
ENSTGUP00000013694	SINCAM003096
ENSTGUP00000013696	SINCAM003095
ENSTGUP00000013697	SINCAM003089
ENSTGUP00000013699	SINCAM015183
ENSTGUP00000013701	SINCAM003090
ENSTGUP00000013703	SINCAM003093
ENSTGUP00000013704	SINCAM003088
ENSTGUP00000013705	SINCAM003085
ENSTGUP00000013712	SINCAM921784
ENSTGUP00000013713	SINCAM013597
ENSTGUP00000013714	SINCAM002845
ENSTGUP00000013716	SINCAM002842
ENSTGUP00000013720	SINCAM002841
ENSTGUP00000013721	SINCAM015427
ENSTGUP00000013725	SINCAM002838
ENSTGUP00000013727	SINCAM015269
ENSTGUP00000013735	SINCAM921277
ENSTGUP00000013736	SINCAM921275
ENSTGUP00000013737	SINCAM004241
ENSTGUP00000013739	SINCAM004242
ENSTGUP00000013740	SINCAM004243
ENSTGUP00000013742	SINCAM004229
ENSTGUP00000013743	SINCAM004238
ENSTGUP00000013744	SINCAM004233
ENSTGUP00000013745	SINCAM004234
ENSTGUP00000013747	SINCAM004235
ENSTGUP00000013748	SINCAM004237
ENSTGUP00000013749	SINCAM004231
ENSTGUP00000013750	SINCAM004230
ENSTGUP00000013752	SINCAM005185
ENSTGUP00000013753	SINCAM004439
ENSTGUP00000013754	SINCAM004440
ENSTGUP00000013755	SINCAM004441
ENSTGUP00000013756	SINCAM922736
ENSTGUP00000013757	SINCAM004528
ENSTGUP00000013758	SINCAM004227
ENSTGUP00000013761	SINCAM922590
ENSTGUP00000013762	SINCAM013654
ENSTGUP00000013764	SINCAM008634
ENSTGUP00000013765	SINCAM921276
ENSTGUP00000013766	SINCAM004248
ENSTGUP00000013767	SINCAM004247
ENSTGUP00000013768	SINCAM004246
ENSTGUP00000013769	SINCAM004245
ENSTGUP00000013770	SINCAM004244
ENSTGUP00000013771	SINCAM004216
ENSTGUP00000013772	SINCAM004217
ENSTGUP00000013774	SINCAM004218
ENSTGUP00000013775	SINCAM004219
ENSTGUP00000013776	SINCAM004221
ENSTGUP00000013778	SINCAM004252
ENSTGUP00000013779	SINCAM004215
ENSTGUP00000013780	SINCAM921302
ENSTGUP00000013781	SINCAM004331
ENSTGUP00000013784	SINCAM004330
ENSTGUP00000013785	SINCAM004329
ENSTGUP00000013786	SINCAM921301
ENSTGUP00000013787	SINCAM004327
ENSTGUP00000013788	SINCAM004328
ENSTGUP00000013789	SINCAM004151
ENSTGUP00000013790	SINCAM014941
ENSTGUP00000013791	SINCAM921274
ENSTGUP00000013792	SINCAM004599
ENSTGUP00000013793	SINCAM004672
ENSTGUP00000013794	SINCAM004598
ENSTGUP00000013795	SINCAM004597
ENSTGUP00000013796	SINCAM921343
ENSTGUP00000013797	SINCAM004556
ENSTGUP00000013798	SINCAM004557
ENSTGUP00000013799	SINCAM004558
ENSTGUP00000013800	SINCAM004559
ENSTGUP00000013801	SINCAM004600
ENSTGUP00000013802	SINCAM004601
ENSTGUP00000013803	SINCAM004602
ENSTGUP00000013805	SINCAM004603
ENSTGUP00000013806	SINCAM004436
ENSTGUP00000013807	SINCAM004438
ENSTGUP00000013811	SINCAM921270
ENSTGUP00000013814	SINCAM004530
ENSTGUP00000013816	SINCAM010465
ENSTGUP00000013817	SINCAM921297
ENSTGUP00000013818	SINCAM004251
ENSTGUP00000013819	SINCAM004520
ENSTGUP00000013820	SINCAM004562
ENSTGUP00000013821	SINCAM900222
ENSTGUP00000013822	SINCAM900221
ENSTGUP00000013823	SINCAM900220
ENSTGUP00000013824	SINCAM900219
ENSTGUP00000013826	SINCAM004326
ENSTGUP00000013827	SINCAM004325
ENSTGUP00000013828	SINCAM004324
ENSTGUP00000013829	SINCAM004323
ENSTGUP00000013830	SINCAM004322
ENSTGUP00000013832	SINCAM004154
ENSTGUP00000013833	SINCAM004157
ENSTGUP00000013834	SINCAM921348
ENSTGUP00000013835	SINCAM004640
ENSTGUP00000013836	SINCAM004226
ENSTGUP00000013837	SINCAM004070
ENSTGUP00000013838	SINCAM004167
ENSTGUP00000013839	SINCAM004165
ENSTGUP00000013840	SINCAM004135
ENSTGUP00000013842	SINCAM004069
ENSTGUP00000013843	SINCAM921246
ENSTGUP00000013844	SINCAM921245
ENSTGUP00000013845	SINCAM000306
ENSTGUP00000013846	SINCAM004927
ENSTGUP00000013847	SINCAM004928
ENSTGUP00000013848	SINCAM004929
ENSTGUP00000013849	SINCAM004009
ENSTGUP00000013852	SINCAM004007
ENSTGUP00000013853	SINCAM004006
ENSTGUP00000013854	SINCAM010971
ENSTGUP00000013855	SINCAM004005
ENSTGUP00000013856	SINCAM921112
ENSTGUP00000013857	SINCAM016348
ENSTGUP00000013858	SINCAM004612
ENSTGUP00000013860	SINCAM004531
ENSTGUP00000013862	SINCAM004535
ENSTGUP00000013863	SINCAM004536
ENSTGUP00000013864	SINCAM004071
ENSTGUP00000013865	SINCAM004924
ENSTGUP00000013868	SINCAM921395
ENSTGUP00000013869	SINCAM011036
ENSTGUP00000013872	SINCAM004921
ENSTGUP00000013873	SINCAM004920
ENSTGUP00000013875	SINCAM004919
ENSTGUP00000013876	SINCAM004916
ENSTGUP00000013878	SINCAM921394
ENSTGUP00000013879	SINCAM004912
ENSTGUP00000013880	SINCAM004914
ENSTGUP00000013881	SINCAM010988
ENSTGUP00000013882	SINCAM922329
ENSTGUP00000013883	SINCAM004129
ENSTGUP00000013885	SINCAM004130
ENSTGUP00000013886	SINCAM004136
ENSTGUP00000013887	SINCAM016160
ENSTGUP00000013890	SINCAM004140
ENSTGUP00000013891	SINCAM013731
ENSTGUP00000013892	SINCAM004429
ENSTGUP00000013893	SINCAM004565
ENSTGUP00000013894	SINCAM004566
ENSTGUP00000013895	SINCAM004568
ENSTGUP00000013896	SINCAM921346
ENSTGUP00000013897	SINCAM010735
ENSTGUP00000013899	SINCAM004617
ENSTGUP00000013900	SINCAM921347
ENSTGUP00000013901	SINCAM921349
ENSTGUP00000013902	SINCAM004641
ENSTGUP00000013903	SINCAM004642
ENSTGUP00000013904	SINCAM921269
ENSTGUP00000013905	SINCAM004205
ENSTGUP00000013906	SINCAM004206
ENSTGUP00000013908	SINCAM004212
ENSTGUP00000013909	SINCAM004210
ENSTGUP00000013910	SINCAM004209
ENSTGUP00000013911	SINCAM004208
ENSTGUP00000013912	SINCAM921271
ENSTGUP00000013915	SINCAM004223
ENSTGUP00000013917	SINCAM004225
ENSTGUP00000013920	SINCAM006524
ENSTGUP00000013922	SINCAM011757
ENSTGUP00000013923	SINCAM011758
ENSTGUP00000013924	SINCAM004446
ENSTGUP00000013926	SINCAM004445
ENSTGUP00000013927	SINCAM921315
ENSTGUP00000013929	SINCAM004444
ENSTGUP00000013930	SINCAM004443
ENSTGUP00000013931	SINCAM004143
ENSTGUP00000013932	SINCAM004144
ENSTGUP00000013933	SINCAM004145
ENSTGUP00000013935	SINCAM004117
ENSTGUP00000013937	SINCAM004118
ENSTGUP00000013938	SINCAM004115
ENSTGUP00000013939	SINCAM004113
ENSTGUP00000013942	SINCAM004111
ENSTGUP00000013943	SINCAM004041
ENSTGUP00000013944	SINCAM922282
ENSTGUP00000013946	SINCAM004044
ENSTGUP00000013948	SINCAM013899
ENSTGUP00000013950	SINCAM004047
ENSTGUP00000013951	SINCAM004048
ENSTGUP00000013952	SINCAM004049
ENSTGUP00000013953	SINCAM004050
ENSTGUP00000013954	SINCAM004051
ENSTGUP00000013955	SINCAM004052
ENSTGUP00000013957	SINCAM004054
ENSTGUP00000013958	SINCAM004128
ENSTGUP00000013961	SINCAM013559
ENSTGUP00000013962	SINCAM921242
ENSTGUP00000013963	SINCAM004055
ENSTGUP00000013964	SINCAM004998
ENSTGUP00000013965	SINCAM004999
ENSTGUP00000013966	SINCAM004995
ENSTGUP00000013967	SINCAM004994
ENSTGUP00000013969	SINCAM922319
ENSTGUP00000013970	SINCAM921243
ENSTGUP00000013974	SINCAM011033
ENSTGUP00000013978	SINCAM017028
ENSTGUP00000013981	SINCAM003121
ENSTGUP00000013984	SINCAM004011
ENSTGUP00000013987	SINCAM000246
ENSTGUP00000013988	SINCAM004611
ENSTGUP00000013989	SINCAM004610
ENSTGUP00000013990	SINCAM004609
ENSTGUP00000013991	SINCAM004607
ENSTGUP00000013992	SINCAM004606
ENSTGUP00000013993	SINCAM921345
ENSTGUP00000013994	SINCAM004564
ENSTGUP00000013996	SINCAM921267
ENSTGUP00000013997	SINCAM921268
ENSTGUP00000013998	SINCAM004456
ENSTGUP00000013999	SINCAM921278
ENSTGUP00000014001	SINCAM921279
ENSTGUP00000014003	SINCAM004455
ENSTGUP00000014004	SINCAM921264
ENSTGUP00000014007	SINCAM004203
ENSTGUP00000014009	SINCAM004197
ENSTGUP00000014010	SINCAM004196
ENSTGUP00000014011	SINCAM011436
ENSTGUP00000014012	SINCAM921263
ENSTGUP00000014013	SINCAM002195
ENSTGUP00000014015	SINCAM004191
ENSTGUP00000014016	SINCAM004190
ENSTGUP00000014017	SINCAM004189
ENSTGUP00000014018	SINCAM921259
ENSTGUP00000014020	SINCAM004187
ENSTGUP00000014021	SINCAM004180
ENSTGUP00000014022	SINCAM004178
ENSTGUP00000014023	SINCAM004177
ENSTGUP00000014024	SINCAM004176
ENSTGUP00000014025	SINCAM004175
ENSTGUP00000014026	SINCAM004174
ENSTGUP00000014027	SINCAM002276
ENSTGUP00000014029	SINCAM004173
ENSTGUP00000014030	SINCAM004172
ENSTGUP00000014034	SINCAM004171
ENSTGUP00000014035	SINCAM004170
ENSTGUP00000014036	SINCAM013873
ENSTGUP00000014037	SINCAM921255
