PMZ_0041611-RA	ENSLOCP00000000001
PMZ_0048302-RA	ENSLOCP00000016795
PMZ_0018764-RA	ENSLOCP00000016796
PMZ_0043129-RA	ENSLOCP00000016797
PMZ_0019005-RA	ENSLOCP00000016799
PMZ_0035064-RA	ENSLOCP00000016800
PMZ_0002667-RA	ENSLOCP00000016800
PMZ_0046029-RA	ENSLOCP00000016801
PMZ_0046695-RA	ENSLOCP00000016804
PMZ_0041106-RA	ENSLOCP00000016805
PMZ_0035758-RA	ENSLOCP00000016805
PMZ_0029706-RA	ENSLOCP00000016807
PMZ_0048084-RA	ENSLOCP00000016808
PMZ_0046459-RA	ENSLOCP00000016808
PMZ_0004057-RA	ENSLOCP00000016816
PMZ_0029581-RA	ENSLOCP00000016817
PMZ_0015580-RA	ENSLOCP00000016819
PMZ_0033093-RA	ENSLOCP00000016820
PMZ_0044703-RA	ENSLOCP00000016824
PMZ_0041139-RA	ENSLOCP00000016825
PMZ_0046944-RA	ENSLOCP00000016825
PMZ_0014127-RA	ENSLOCP00000016826
PMZ_0041396-RA	ENSLOCP00000016826
PMZ_0028785-RA	ENSLOCP00000016827
PMZ_0008007-RA	ENSLOCP00000016834
PMZ_0045292-RA	ENSLOCP00000016836
PMZ_0035606-RA	ENSLOCP00000016837
PMZ_0036583-RA	ENSLOCP00000016837
PMZ_0017761-RA	ENSLOCP00000016839
PMZ_0005541-RA	ENSLOCP00000016839
PMZ_0027812-RA	ENSLOCP00000016841
PMZ_0026553-RA	ENSLOCP00000016841
PMZ_0048392-RA	ENSLOCP00000016842
PMZ_0012269-RA	ENSLOCP00000016845
PMZ_0047972-RA	ENSLOCP00000016845
PMZ_0006585-RA	ENSLOCP00000016846
PMZ_0031297-RA	ENSLOCP00000016847
PMZ_0042749-RA	ENSLOCP00000016847
PMZ_0048915-RA	ENSLOCP00000016850
PMZ_0018375-RA	ENSLOCP00000016851
PMZ_0037142-RA	ENSLOCP00000016851
PMZ_0015494-RA	ENSLOCP00000016852
PMZ_0022880-RA	ENSLOCP00000016852
PMZ_0047821-RA	ENSLOCP00000016854
PMZ_0032944-RA	ENSLOCP00000016855
PMZ_0046680-RA	ENSLOCP00000016855
PMZ_0045950-RA	ENSLOCP00000016857
PMZ_0011833-RA	ENSLOCP00000016859
PMZ_0027285-RA	ENSLOCP00000016861
PMZ_0014890-RA	ENSLOCP00000016861
PMZ_0046697-RA	ENSLOCP00000016868
PMZ_0046696-RA	ENSLOCP00000016868
PMZ_0009259-RA	ENSLOCP00000016869
PMZ_0043087-RA	ENSLOCP00000016869
PMZ_0032947-RA	ENSLOCP00000016870
PMZ_0040681-RA	ENSLOCP00000016871
PMZ_0021437-RA	ENSLOCP00000016872
PMZ_0045666-RA	ENSLOCP00000016876
PMZ_0040348-RA	ENSLOCP00000016882
PMZ_0047555-RA	ENSLOCP00000016883
PMZ_0041316-RA	ENSLOCP00000016884
PMZ_0034500-RA	ENSLOCP00000016884
PMZ_0046667-RA	ENSLOCP00000016885
PMZ_0043638-RA	ENSLOCP00000016890
PMZ_0036419-RA	ENSLOCP00000016893
PMZ_0019684-RA	ENSLOCP00000016894
PMZ_0030046-RA	ENSLOCP00000016894
PMZ_0012937-RA	ENSLOCP00000016896
PMZ_0033702-RA	ENSLOCP00000016897
PMZ_0041833-RA	ENSLOCP00000016897
PMZ_0045239-RA	ENSLOCP00000016898
PMZ_0047931-RA	ENSLOCP00000016898
PMZ_0030200-RA	ENSLOCP00000016899
PMZ_0045592-RA	ENSLOCP00000016900
PMZ_0028922-RA	ENSLOCP00000016901
PMZ_0015067-RA	ENSLOCP00000016902
PMZ_0035120-RA	ENSLOCP00000016904
PMZ_0036750-RA	ENSLOCP00000016905
PMZ_0040347-RA	ENSLOCP00000016907
PMZ_0026137-RA	ENSLOCP00000016910
PMZ_0032983-RA	ENSLOCP00000016910
PMZ_0043329-RA	ENSLOCP00000016912
PMZ_0033560-RA	ENSLOCP00000016912
PMZ_0043978-RA	ENSLOCP00000016913
PMZ_0042174-RA	ENSLOCP00000016913
PMZ_0027984-RA	ENSLOCP00000016918
PMZ_0044832-RA	ENSLOCP00000016918
PMZ_0043862-RA	ENSLOCP00000016921
PMZ_0006084-RA	ENSLOCP00000016922
PMZ_0012746-RA	ENSLOCP00000016923
PMZ_0045513-RA	ENSLOCP00000016923
PMZ_0002542-RA	ENSLOCP00000016926
PMZ_0046914-RA	ENSLOCP00000016927
PMZ_0046913-RA	ENSLOCP00000016927
PMZ_0041608-RA	ENSLOCP00000016929
PMZ_0019132-RA	ENSLOCP00000016930
PMZ_0042733-RA	ENSLOCP00000016937
PMZ_0028955-RA	ENSLOCP00000016938
PMZ_0001525-RA	ENSLOCP00000016939
PMZ_0022628-RA	ENSLOCP00000016943
PMZ_0001037-RA	ENSLOCP00000016944
PMZ_0028891-RA	ENSLOCP00000016944
PMZ_0032147-RA	ENSLOCP00000016946
PMZ_0039346-RA	ENSLOCP00000016946
PMZ_0010126-RA	ENSLOCP00000016948
PMZ_0030249-RA	ENSLOCP00000016949
PMZ_0034759-RA	ENSLOCP00000016949
PMZ_0040679-RA	ENSLOCP00000016953
PMZ_0001038-RA	ENSLOCP00000016954
PMZ_0006480-RA	ENSLOCP00000016954
PMZ_0041584-RA	ENSLOCP00000016957
PMZ_0011496-RA	ENSLOCP00000016957
PMZ_0026781-RA	ENSLOCP00000016958
PMZ_0027443-RA	ENSLOCP00000016959
PMZ_0011169-RA	ENSLOCP00000016963
PMZ_0028826-RA	ENSLOCP00000016963
PMZ_0004411-RA	ENSLOCP00000016968
PMZ_0002709-RA	ENSLOCP00000016971
PMZ_0028218-RA	ENSLOCP00000016971
PMZ_0041129-RA	ENSLOCP00000016972
PMZ_0033713-RA	ENSLOCP00000016975
PMZ_0042965-RA	ENSLOCP00000016975
PMZ_0001517-RA	ENSLOCP00000016976
PMZ_0033845-RA	ENSLOCP00000016977
PMZ_0008790-RA	ENSLOCP00000016978
PMZ_0004410-RA	ENSLOCP00000016980
PMZ_0015400-RA	ENSLOCP00000016980
PMZ_0026218-RA	ENSLOCP00000016982
PMZ_0042730-RA	ENSLOCP00000016987
PMZ_0012267-RA	ENSLOCP00000016989
PMZ_0042104-RA	ENSLOCP00000016989
PMZ_0026546-RA	ENSLOCP00000016990
PMZ_0046635-RA	ENSLOCP00000016990
PMZ_0007515-RA	ENSLOCP00000016991
PMZ_0044427-RA	ENSLOCP00000016994
PMZ_0035818-RA	ENSLOCP00000016994
PMZ_0011716-RA	ENSLOCP00000016995
PMZ_0032548-RA	ENSLOCP00000016997
PMZ_0029482-RA	ENSLOCP00000017000
PMZ_0044960-RA	ENSLOCP00000017000
PMZ_0027352-RA	ENSLOCP00000017001
PMZ_0047678-RA	ENSLOCP00000017001
PMZ_0032441-RA	ENSLOCP00000017002
PMZ_0011715-RA	ENSLOCP00000017002
PMZ_0028961-RA	ENSLOCP00000017006
PMZ_0000491-RA	ENSLOCP00000017007
PMZ_0002906-RA	ENSLOCP00000017009
PMZ_0012996-RA	ENSLOCP00000017010
PMZ_0032876-RA	ENSLOCP00000017010
PMZ_0045216-RA	ENSLOCP00000017011
PMZ_0043184-RA	ENSLOCP00000017012
PMZ_0027522-RA	ENSLOCP00000017013
PMZ_0040392-RA	ENSLOCP00000017013
PMZ_0043952-RA	ENSLOCP00000017014
PMZ_0045214-RA	ENSLOCP00000017014
PMZ_0046406-RA	ENSLOCP00000017015
PMZ_0021802-RA	ENSLOCP00000017017
PMZ_0036131-RA	ENSLOCP00000017017
PMZ_0048483-RA	ENSLOCP00000017018
PMZ_0048193-RA	ENSLOCP00000017018
PMZ_0002907-RA	ENSLOCP00000017019
PMZ_0047666-RA	ENSLOCP00000017019
PMZ_0028200-RA	ENSLOCP00000017020
PMZ_0022283-RA	ENSLOCP00000017020
PMZ_0019084-RA	ENSLOCP00000017021
PMZ_0001741-RA	ENSLOCP00000017021
PMZ_0041109-RA	ENSLOCP00000017023
PMZ_0026216-RA	ENSLOCP00000017026
PMZ_0045899-RA	ENSLOCP00000017026
PMZ_0029582-RA	ENSLOCP00000017027
PMZ_0034725-RA	ENSLOCP00000017029
PMZ_0038291-RA	ENSLOCP00000017029
PMZ_0044767-RA	ENSLOCP00000017030
PMZ_0043623-RA	ENSLOCP00000017031
PMZ_0035265-RA	ENSLOCP00000017031
PMZ_0043415-RA	ENSLOCP00000017033
PMZ_0047981-RA	ENSLOCP00000017034
PMZ_0026887-RA	ENSLOCP00000017036
PMZ_0040401-RA	ENSLOCP00000017036
PMZ_0026888-RA	ENSLOCP00000017040
PMZ_0038063-RA	ENSLOCP00000017040
PMZ_0016195-RA	ENSLOCP00000017041
PMZ_0026875-RA	ENSLOCP00000017043
PMZ_0004167-RA	ENSLOCP00000017043
PMZ_0044652-RA	ENSLOCP00000017045
PMZ_0043450-RA	ENSLOCP00000017046
PMZ_0043330-RA	ENSLOCP00000017047
PMZ_0021844-RA	ENSLOCP00000017048
PMZ_0029108-RA	ENSLOCP00000017050
PMZ_0038653-RA	ENSLOCP00000017051
PMZ_0037209-RA	ENSLOCP00000017053
PMZ_0034964-RA	ENSLOCP00000017053
PMZ_0042367-RA	ENSLOCP00000017055
PMZ_0031097-RA	ENSLOCP00000017056
PMZ_0047776-RA	ENSLOCP00000017056
PMZ_0046048-RA	ENSLOCP00000017060
PMZ_0030505-RA	ENSLOCP00000017060
PMZ_0040051-RA	ENSLOCP00000017061
PMZ_0046668-RA	ENSLOCP00000017065
PMZ_0037416-RA	ENSLOCP00000017065
PMZ_0044234-RA	ENSLOCP00000017071
PMZ_0010306-RA	ENSLOCP00000017072
PMZ_0037801-RA	ENSLOCP00000017072
PMZ_0035355-RA	ENSLOCP00000017076
PMZ_0045114-RA	ENSLOCP00000017076
PMZ_0027376-RA	ENSLOCP00000017077
PMZ_0048488-RA	ENSLOCP00000017079
PMZ_0036098-RA	ENSLOCP00000017080
PMZ_0035751-RA	ENSLOCP00000017084
PMZ_0019781-RA	ENSLOCP00000017085
PMZ_0042514-RA	ENSLOCP00000017085
PMZ_0040503-RA	ENSLOCP00000017087
PMZ_0042710-RA	ENSLOCP00000017090
PMZ_0042709-RA	ENSLOCP00000017090
PMZ_0045389-RA	ENSLOCP00000017091
PMZ_0046060-RA	ENSLOCP00000017096
PMZ_0032258-RA	ENSLOCP00000017098
PMZ_0034669-RA	ENSLOCP00000017098
PMZ_0045836-RA	ENSLOCP00000017102
PMZ_0046673-RA	ENSLOCP00000017105
PMZ_0038328-RA	ENSLOCP00000017105
PMZ_0041582-RA	ENSLOCP00000017106
PMZ_0040451-RA	ENSLOCP00000017107
PMZ_0033383-RA	ENSLOCP00000017109
PMZ_0029474-RA	ENSLOCP00000017110
PMZ_0047157-RA	ENSLOCP00000017110
PMZ_0033101-RA	ENSLOCP00000017112
PMZ_0037184-RA	ENSLOCP00000017112
PMZ_0020692-RA	ENSLOCP00000017113
PMZ_0036625-RA	ENSLOCP00000017113
PMZ_0044225-RA	ENSLOCP00000017115
PMZ_0037362-RA	ENSLOCP00000017116
PMZ_0032995-RA	ENSLOCP00000017117
PMZ_0036702-RA	ENSLOCP00000017121
PMZ_0034972-RA	ENSLOCP00000017123
PMZ_0033194-RA	ENSLOCP00000017124
PMZ_0012580-RA	ENSLOCP00000017125
PMZ_0017941-RA	ENSLOCP00000017126
PMZ_0012578-RA	ENSLOCP00000017127
PMZ_0042861-RA	ENSLOCP00000017129
PMZ_0028353-RA	ENSLOCP00000017130
PMZ_0043187-RA	ENSLOCP00000017130
PMZ_0035337-RA	ENSLOCP00000017132
PMZ_0008345-RA	ENSLOCP00000017132
PMZ_0043953-RA	ENSLOCP00000017133
PMZ_0043954-RA	ENSLOCP00000017133
PMZ_0032431-RA	ENSLOCP00000017134
PMZ_0030373-RA	ENSLOCP00000017134
PMZ_0043156-RA	ENSLOCP00000017138
PMZ_0040251-RA	ENSLOCP00000017138
PMZ_0014113-RA	ENSLOCP00000017141
PMZ_0033985-RA	ENSLOCP00000017141
PMZ_0034663-RA	ENSLOCP00000017145
PMZ_0023993-RA	ENSLOCP00000017145
PMZ_0021132-RA	ENSLOCP00000017146
PMZ_0044011-RA	ENSLOCP00000017150
PMZ_0030904-RA	ENSLOCP00000017150
PMZ_0029376-RA	ENSLOCP00000017153
PMZ_0046416-RA	ENSLOCP00000017155
PMZ_0047733-RA	ENSLOCP00000017155
PMZ_0045180-RA	ENSLOCP00000017157
PMZ_0033180-RA	ENSLOCP00000017157
PMZ_0043346-RA	ENSLOCP00000017159
PMZ_0030577-RA	ENSLOCP00000017159
PMZ_0040452-RA	ENSLOCP00000017160
PMZ_0007432-RA	ENSLOCP00000017165
PMZ_0040454-RA	ENSLOCP00000017167
PMZ_0040453-RA	ENSLOCP00000017167
PMZ_0018087-RA	ENSLOCP00000017169
PMZ_0033809-RA	ENSLOCP00000017170
PMZ_0008307-RA	ENSLOCP00000017170
PMZ_0041206-RA	ENSLOCP00000017171
PMZ_0044231-RA	ENSLOCP00000017171
PMZ_0029377-RA	ENSLOCP00000017173
PMZ_0029762-RA	ENSLOCP00000017175
PMZ_0028336-RA	ENSLOCP00000017175
PMZ_0007389-RA	ENSLOCP00000017180
PMZ_0001444-RA	ENSLOCP00000017180
PMZ_0043121-RA	ENSLOCP00000017184
PMZ_0047024-RA	ENSLOCP00000017184
PMZ_0033247-RA	ENSLOCP00000017186
PMZ_0029549-RA	ENSLOCP00000017189
PMZ_0029938-RA	ENSLOCP00000017192
PMZ_0044008-RA	ENSLOCP00000017193
PMZ_0029401-RA	ENSLOCP00000017193
PMZ_0011953-RA	ENSLOCP00000017194
PMZ_0041765-RA	ENSLOCP00000017194
PMZ_0044009-RA	ENSLOCP00000017196
PMZ_0036845-RA	ENSLOCP00000017196
PMZ_0035814-RA	ENSLOCP00000017198
PMZ_0010673-RA	ENSLOCP00000017199
PMZ_0036331-RA	ENSLOCP00000017199
PMZ_0040078-RA	ENSLOCP00000017200
PMZ_0034313-RA	ENSLOCP00000017200
PMZ_0028983-RA	ENSLOCP00000017203
PMZ_0020067-RA	ENSLOCP00000017205
PMZ_0029494-RA	ENSLOCP00000017207
PMZ_0046983-RA	ENSLOCP00000017207
PMZ_0009304-RA	ENSLOCP00000017208
PMZ_0047131-RA	ENSLOCP00000017208
PMZ_0031428-RA	ENSLOCP00000017209
PMZ_0042006-RA	ENSLOCP00000017209
PMZ_0012365-RA	ENSLOCP00000017211
PMZ_0012289-RA	ENSLOCP00000017218
PMZ_0003504-RA	ENSLOCP00000017218
PMZ_0040462-RA	ENSLOCP00000017219
PMZ_0036048-RA	ENSLOCP00000017219
PMZ_0035095-RA	ENSLOCP00000017220
PMZ_0030329-RA	ENSLOCP00000017223
PMZ_0043264-RA	ENSLOCP00000017223
PMZ_0014200-RA	ENSLOCP00000017224
PMZ_0031561-RA	ENSLOCP00000017224
PMZ_0045833-RA	ENSLOCP00000017225
PMZ_0006486-RA	ENSLOCP00000017227
PMZ_0046604-RA	ENSLOCP00000017229
PMZ_0029908-RA	ENSLOCP00000017229
PMZ_0016742-RA	ENSLOCP00000017232
PMZ_0044831-RA	ENSLOCP00000017233
PMZ_0011537-RA	ENSLOCP00000017236
PMZ_0041767-RA	ENSLOCP00000017236
PMZ_0033818-RA	ENSLOCP00000017238
PMZ_0044437-RA	ENSLOCP00000017238
PMZ_0040776-RA	ENSLOCP00000017239
PMZ_0022779-RA	ENSLOCP00000017242
PMZ_0029030-RA	ENSLOCP00000017243
PMZ_0046617-RA	ENSLOCP00000017248
PMZ_0044180-RA	ENSLOCP00000017249
PMZ_0031904-RA	ENSLOCP00000017252
PMZ_0044972-RA	ENSLOCP00000017252
PMZ_0012202-RA	ENSLOCP00000017255
PMZ_0042945-RA	ENSLOCP00000017257
PMZ_0038023-RA	ENSLOCP00000017257
PMZ_0026822-RA	ENSLOCP00000017258
PMZ_0038001-RA	ENSLOCP00000017259
PMZ_0044184-RA	ENSLOCP00000017262
PMZ_0035598-RA	ENSLOCP00000017263
PMZ_0004362-RA	ENSLOCP00000017265
PMZ_0027231-RA	ENSLOCP00000017265
PMZ_0042944-RA	ENSLOCP00000017267
PMZ_0042567-RA	ENSLOCP00000017270
PMZ_0009445-RA	ENSLOCP00000017272
PMZ_0048094-RA	ENSLOCP00000017272
PMZ_0030458-RA	ENSLOCP00000017273
PMZ_0043168-RA	ENSLOCP00000017274
PMZ_0027317-RA	ENSLOCP00000017274
PMZ_0026761-RA	ENSLOCP00000017275
PMZ_0034371-RA	ENSLOCP00000017275
PMZ_0031934-RA	ENSLOCP00000017277
PMZ_0042551-RA	ENSLOCP00000017277
PMZ_0043619-RA	ENSLOCP00000017279
PMZ_0045464-RA	ENSLOCP00000017281
PMZ_0005620-RA	ENSLOCP00000017282
PMZ_0042942-RA	ENSLOCP00000017285
PMZ_0028868-RA	ENSLOCP00000017285
PMZ_0043621-RA	ENSLOCP00000017286
PMZ_0043620-RA	ENSLOCP00000017286
PMZ_0044475-RA	ENSLOCP00000017287
PMZ_0040466-RA	ENSLOCP00000017289
PMZ_0004600-RA	ENSLOCP00000017289
PMZ_0045597-RA	ENSLOCP00000017290
PMZ_0045651-RA	ENSLOCP00000017290
PMZ_0030074-RA	ENSLOCP00000017292
PMZ_0013675-RA	ENSLOCP00000017292
PMZ_0043191-RA	ENSLOCP00000017293
PMZ_0046650-RA	ENSLOCP00000017294
PMZ_0035518-RA	ENSLOCP00000017294
PMZ_0018902-RA	ENSLOCP00000017295
PMZ_0029241-RA	ENSLOCP00000017295
PMZ_0007061-RA	ENSLOCP00000017296
PMZ_0019539-RA	ENSLOCP00000017298
PMZ_0011897-RA	ENSLOCP00000017300
PMZ_0047686-RA	ENSLOCP00000017300
PMZ_0028792-RA	ENSLOCP00000017301
PMZ_0034752-RA	ENSLOCP00000017307
PMZ_0022050-RA	ENSLOCP00000017307
PMZ_0030334-RA	ENSLOCP00000017308
PMZ_0015096-RA	ENSLOCP00000017311
PMZ_0040715-RA	ENSLOCP00000017311
PMZ_0048347-RA	ENSLOCP00000017313
PMZ_0030515-RA	ENSLOCP00000017313
PMZ_0048413-RA	ENSLOCP00000017314
PMZ_0027233-RA	ENSLOCP00000017314
PMZ_0020716-RA	ENSLOCP00000017315
PMZ_0048030-RA	ENSLOCP00000017315
PMZ_0036711-RA	ENSLOCP00000017316
PMZ_0031171-RA	ENSLOCP00000017316
PMZ_0046086-RA	ENSLOCP00000017320
PMZ_0041717-RA	ENSLOCP00000017323
PMZ_0041715-RA	ENSLOCP00000017323
PMZ_0031003-RA	ENSLOCP00000017324
PMZ_0031110-RA	ENSLOCP00000017326
PMZ_0016408-RA	ENSLOCP00000017327
PMZ_0037735-RA	ENSLOCP00000017328
PMZ_0014919-RA	ENSLOCP00000017330
PMZ_0031918-RA	ENSLOCP00000017330
PMZ_0038771-RA	ENSLOCP00000017331
PMZ_0008791-RA	ENSLOCP00000017333
PMZ_0048844-RA	ENSLOCP00000017333
PMZ_0035571-RA	ENSLOCP00000017337
PMZ_0010206-RA	ENSLOCP00000017341
PMZ_0028903-RA	ENSLOCP00000017341
PMZ_0047590-RA	ENSLOCP00000017342
PMZ_0005298-RA	ENSLOCP00000017342
PMZ_0013967-RA	ENSLOCP00000017343
PMZ_0042583-RA	ENSLOCP00000017343
PMZ_0028001-RA	ENSLOCP00000017344
PMZ_0047094-RA	ENSLOCP00000017344
PMZ_0038162-RA	ENSLOCP00000017345
PMZ_0017966-RA	ENSLOCP00000017346
PMZ_0029160-RA	ENSLOCP00000017346
PMZ_0043460-RA	ENSLOCP00000017351
PMZ_0045283-RA	ENSLOCP00000017353
PMZ_0026774-RA	ENSLOCP00000017354
PMZ_0045732-RA	ENSLOCP00000017354
PMZ_0036854-RA	ENSLOCP00000017355
PMZ_0048822-RA	ENSLOCP00000017357
PMZ_0036982-RA	ENSLOCP00000017358
PMZ_0036983-RA	ENSLOCP00000017358
PMZ_0014716-RA	ENSLOCP00000017362
PMZ_0046448-RA	ENSLOCP00000017362
PMZ_0035834-RA	ENSLOCP00000017364
PMZ_0032081-RA	ENSLOCP00000017364
PMZ_0031113-RA	ENSLOCP00000017369
PMZ_0006873-RA	ENSLOCP00000017369
PMZ_0007830-RA	ENSLOCP00000017373
PMZ_0032940-RA	ENSLOCP00000017373
PMZ_0027136-RA	ENSLOCP00000017375
PMZ_0034627-RA	ENSLOCP00000017375
PMZ_0042872-RA	ENSLOCP00000017376
PMZ_0002253-RA	ENSLOCP00000017377
PMZ_0043094-RA	ENSLOCP00000017379
PMZ_0022308-RA	ENSLOCP00000017380
PMZ_0034743-RA	ENSLOCP00000017380
PMZ_0012359-RA	ENSLOCP00000017382
PMZ_0043098-RA	ENSLOCP00000017382
PMZ_0040385-RA	ENSLOCP00000017383
PMZ_0045524-RA	ENSLOCP00000017383
PMZ_0043037-RA	ENSLOCP00000017385
PMZ_0010066-RA	ENSLOCP00000017388
PMZ_0035547-RA	ENSLOCP00000017388
PMZ_0041911-RA	ENSLOCP00000017398
PMZ_0042877-RA	ENSLOCP00000017399
PMZ_0042875-RA	ENSLOCP00000017399
PMZ_0044695-RA	ENSLOCP00000017400
PMZ_0008664-RA	ENSLOCP00000017403
PMZ_0040224-RA	ENSLOCP00000017404
PMZ_0007253-RA	ENSLOCP00000017406
PMZ_0042560-RA	ENSLOCP00000017409
PMZ_0034698-RA	ENSLOCP00000017410
PMZ_0010251-RA	ENSLOCP00000017412
PMZ_0026450-RA	ENSLOCP00000017412
PMZ_0042878-RA	ENSLOCP00000017414
PMZ_0029657-RA	ENSLOCP00000017414
PMZ_0015409-RA	ENSLOCP00000017415
PMZ_0045516-RA	ENSLOCP00000017415
PMZ_0043103-RA	ENSLOCP00000017417
PMZ_0037595-RA	ENSLOCP00000017417
PMZ_0042563-RA	ENSLOCP00000017419
PMZ_0007703-RA	ENSLOCP00000017419
PMZ_0026518-RA	ENSLOCP00000017422
PMZ_0036716-RA	ENSLOCP00000017424
PMZ_0008360-RA	ENSLOCP00000017424
PMZ_0043604-RA	ENSLOCP00000017425
PMZ_0048033-RA	ENSLOCP00000017425
PMZ_0038907-RA	ENSLOCP00000017426
PMZ_0043100-RA	ENSLOCP00000017426
PMZ_0031432-RA	ENSLOCP00000017431
PMZ_0045778-RA	ENSLOCP00000017431
PMZ_0008755-RA	ENSLOCP00000017434
PMZ_0044220-RA	ENSLOCP00000017435
PMZ_0044219-RA	ENSLOCP00000017435
PMZ_0043268-RA	ENSLOCP00000017436
PMZ_0045788-RA	ENSLOCP00000017436
PMZ_0026244-RA	ENSLOCP00000017437
PMZ_0029796-RA	ENSLOCP00000017437
PMZ_0043641-RA	ENSLOCP00000017440
PMZ_0003766-RA	ENSLOCP00000017441
PMZ_0016962-RA	ENSLOCP00000017442
PMZ_0046003-RA	ENSLOCP00000017444
PMZ_0031816-RA	ENSLOCP00000017446
PMZ_0018175-RA	ENSLOCP00000017446
PMZ_0003767-RA	ENSLOCP00000017447
PMZ_0046366-RA	ENSLOCP00000017447
PMZ_0002478-RA	ENSLOCP00000017450
PMZ_0036550-RA	ENSLOCP00000017450
PMZ_0044469-RA	ENSLOCP00000017452
PMZ_0046184-RA	ENSLOCP00000017452
PMZ_0031310-RA	ENSLOCP00000017453
PMZ_0042040-RA	ENSLOCP00000017457
PMZ_0035148-RA	ENSLOCP00000017458
PMZ_0043105-RA	ENSLOCP00000017458
PMZ_0015524-RA	ENSLOCP00000017461
PMZ_0001162-RA	ENSLOCP00000017461
PMZ_0014121-RA	ENSLOCP00000017462
PMZ_0032781-RA	ENSLOCP00000017462
PMZ_0040377-RA	ENSLOCP00000017465
PMZ_0042577-RA	ENSLOCP00000017466
PMZ_0007011-RA	ENSLOCP00000017467
PMZ_0047432-RA	ENSLOCP00000017467
PMZ_0030410-RA	ENSLOCP00000017470
PMZ_0026947-RA	ENSLOCP00000017473
PMZ_0015019-RA	ENSLOCP00000017475
PMZ_0035737-RA	ENSLOCP00000017476
PMZ_0017370-RA	ENSLOCP00000017477
PMZ_0036053-RA	ENSLOCP00000017477
PMZ_0000569-RA	ENSLOCP00000017479
PMZ_0032365-RA	ENSLOCP00000017481
PMZ_0039337-RA	ENSLOCP00000017481
PMZ_0001482-RA	ENSLOCP00000017483
PMZ_0026431-RA	ENSLOCP00000017486
PMZ_0011173-RA	ENSLOCP00000017487
PMZ_0045063-RA	ENSLOCP00000017487
PMZ_0018798-RA	ENSLOCP00000017489
PMZ_0042590-RA	ENSLOCP00000017490
PMZ_0041791-RA	ENSLOCP00000017492
PMZ_0018156-RA	ENSLOCP00000017492
PMZ_0042152-RA	ENSLOCP00000017495
PMZ_0042996-RA	ENSLOCP00000017497
PMZ_0042029-RA	ENSLOCP00000017504
PMZ_0042974-RA	ENSLOCP00000017504
PMZ_0027514-RA	ENSLOCP00000017505
PMZ_0028646-RA	ENSLOCP00000017505
PMZ_0045240-RA	ENSLOCP00000017506
PMZ_0048229-RA	ENSLOCP00000017506
PMZ_0045977-RA	ENSLOCP00000017507
PMZ_0040518-RA	ENSLOCP00000017508
PMZ_0009552-RA	ENSLOCP00000017509
PMZ_0047468-RA	ENSLOCP00000017509
PMZ_0042151-RA	ENSLOCP00000017510
PMZ_0043574-RA	ENSLOCP00000017510
PMZ_0008095-RA	ENSLOCP00000017511
PMZ_0036976-RA	ENSLOCP00000017513
PMZ_0045907-RA	ENSLOCP00000017514
PMZ_0018443-RA	ENSLOCP00000017515
PMZ_0002451-RA	ENSLOCP00000017518
PMZ_0035261-RA	ENSLOCP00000017518
PMZ_0045046-RA	ENSLOCP00000017522
PMZ_0046200-RA	ENSLOCP00000017527
PMZ_0028844-RA	ENSLOCP00000017528
PMZ_0013273-RA	ENSLOCP00000017530
PMZ_0026606-RA	ENSLOCP00000017531
PMZ_0036743-RA	ENSLOCP00000017531
PMZ_0040474-RA	ENSLOCP00000017532
PMZ_0001145-RA	ENSLOCP00000017533
PMZ_0009407-RA	ENSLOCP00000017533
PMZ_0027659-RA	ENSLOCP00000017534
PMZ_0002511-RA	ENSLOCP00000017535
PMZ_0042581-RA	ENSLOCP00000017535
PMZ_0019639-RA	ENSLOCP00000017536
PMZ_0014652-RA	ENSLOCP00000017537
PMZ_0019638-RA	ENSLOCP00000017537
PMZ_0021326-RA	ENSLOCP00000017538
PMZ_0046322-RA	ENSLOCP00000017538
PMZ_0017634-RA	ENSLOCP00000017539
PMZ_0034973-RA	ENSLOCP00000017544
PMZ_0020358-RA	ENSLOCP00000017544
PMZ_0034812-RA	ENSLOCP00000017546
PMZ_0040467-RA	ENSLOCP00000017546
PMZ_0002870-RA	ENSLOCP00000017547
PMZ_0030281-RA	ENSLOCP00000017547
PMZ_0010263-RA	ENSLOCP00000017549
PMZ_0032655-RA	ENSLOCP00000017550
PMZ_0038009-RA	ENSLOCP00000017550
PMZ_0040379-RA	ENSLOCP00000017553
PMZ_0035968-RA	ENSLOCP00000017553
PMZ_0039032-RA	ENSLOCP00000017554
PMZ_0041720-RA	ENSLOCP00000017555
PMZ_0048939-RA	ENSLOCP00000017556
PMZ_0030297-RA	ENSLOCP00000017557
PMZ_0014316-RA	ENSLOCP00000017559
PMZ_0045801-RA	ENSLOCP00000017560
PMZ_0003567-RA	ENSLOCP00000017560
PMZ_0040378-RA	ENSLOCP00000017561
PMZ_0033469-RA	ENSLOCP00000017561
PMZ_0043240-RA	ENSLOCP00000017565
PMZ_0047046-RA	ENSLOCP00000017566
PMZ_0012009-RA	ENSLOCP00000017569
PMZ_0048123-RA	ENSLOCP00000017569
PMZ_0033858-RA	ENSLOCP00000017572
PMZ_0047001-RA	ENSLOCP00000017572
PMZ_0045227-RA	ENSLOCP00000017573
PMZ_0045226-RA	ENSLOCP00000017573
PMZ_0006723-RA	ENSLOCP00000017576
