SINCAM000007	SINLEJ008012
SINCAM900182	SINLEJ000185
SINCAM900183	SINLEJ000427
SINCAM900184	SINLEJ004219
SINCAM900184	SINLEJ004218
SINCAM900185	SINLEJ015906
SINCAM900185	SINLEJ000290
SINCAM900188	SINLEJ004000
SINCAM900188	SINLEJ000283
SINCAM900189	SINLEJ015903
SINCAM900190	SINLEJ000281
SINCAM900190	SINLEJ015902
SINCAM900191	SINLEJ012474
SINCAM900192	SINLEJ009974
SINCAM900194	SINLEJ012569
SINCAM900194	SINLEJ009973
SINCAM900195	SINLEJ018680
SINCAM900195	SINLEJ018679
SINCAM900201	SINLEJ013647
SINCAM900202	SINLEJ004264
SINCAM900203	SINLEJ003921
SINCAM900203	SINLEJ017574
SINCAM900209	SINLEJ008982
SINCAM900209	SINLEJ012923
SINCAM900210	SINLEJ000482
SINCAM900210	SINLEJ003912
SINCAM900214	SINLEJ009303
SINCAM900214	SINLEJ009304
SINCAM900217	SINLEJ017833
SINCAM900217	SINLEJ010863
SINCAM900222	SINLEJ001765
SINCAM900222	SINLEJ001766
SINCAM900223	SINLEJ013363
SINCAM900223	SINLEJ013362
SINCAM900224	SINLEJ017719
SINCAM900224	SINLEJ017718
SINCAM900226	SINLEJ012790
SINCAM900226	SINLEJ010737
SINCAM900231	SINLEJ013519
SINCAM900237	SINLEJ006805
SINCAM900237	SINLEJ008359
SINCAM900238	SINLEJ009170
SINCAM900240	SINLEJ003272
SINCAM900244	SINLEJ017721
SINCAM900245	SINLEJ014157
SINCAM900245	SINLEJ014168
SINCAM900253	SINLEJ000273
SINCAM900253	SINLEJ000272
SINCAM900254	SINLEJ004014
SINCAM900255	SINLEJ010776
SINCAM900255	SINLEJ012919
SINCAM900257	SINLEJ004396
SINCAM900257	SINLEJ012301
SINCAM900260	SINLEJ003915
SINCAM900264	SINLEJ004642
SINCAM900264	SINLEJ600480
SINCAM900266	SINLEJ013020
SINCAM900266	SINLEJ011233
SINCAM900270	SINLEJ014352
SINCAM900283	SINLEJ003830
SINCAM900284	SINLEJ009008
SINCAM900285	SINLEJ002925
SINCAM900286	SINLEJ002948
SINCAM900286	SINLEJ002949
SINCAM900287	SINLEJ014921
SINCAM900287	SINLEJ011512
SINCAM900288	SINLEJ013842
SINCAM911044	SINLEJ006320
SINCAM920427	SINLEJ006972
SINCAM920427	SINLEJ006971
SINCAM920428	SINLEJ005875
SINCAM920431	SINLEJ014662
SINCAM920431	SINLEJ005629
SINCAM920432	SINLEJ004208
SINCAM920433	SINLEJ015878
SINCAM920433	SINLEJ012934
SINCAM920434	SINLEJ011602
SINCAM920435	SINLEJ004509
SINCAM920435	SINLEJ009913
SINCAM920437	SINLEJ006424
SINCAM920438	SINLEJ007952
SINCAM920439	SINLEJ011971
SINCAM920440	SINLEJ014797
SINCAM920440	SINLEJ014795
SINCAM920442	SINLEJ018915
SINCAM920446	SINLEJ010567
SINCAM920446	SINLEJ010566
SINCAM920447	SINLEJ010564
SINCAM920451	SINLEJ013250
SINCAM920453	SINLEJ004451
SINCAM920453	SINLEJ008024
SINCAM920459	SINLEJ010575
SINCAM920462	SINLEJ003646
SINCAM920462	SINLEJ014918
SINCAM920464	SINLEJ006256
SINCAM920464	SINLEJ000928
SINCAM920465	SINLEJ010617
SINCAM920467	SINLEJ004457
SINCAM920467	SINLEJ016091
SINCAM920469	SINLEJ004350
SINCAM920469	SINLEJ010670
SINCAM920471	SINLEJ004460
SINCAM920478	SINLEJ017106
SINCAM920478	SINLEJ007078
SINCAM920482	SINLEJ006534
SINCAM920482	SINLEJ006535
SINCAM920484	SINLEJ010560
SINCAM920484	SINLEJ006325
SINCAM920488	SINLEJ016933
SINCAM920489	SINLEJ016935
SINCAM920489	SINLEJ016931
SINCAM920492	SINLEJ004527
SINCAM920492	SINLEJ011987
SINCAM920494	SINLEJ015209
SINCAM920495	SINLEJ007958
SINCAM920499	SINLEJ006218
SINCAM920500	SINLEJ002821
SINCAM920500	SINLEJ002822
SINCAM920502	SINLEJ007186
SINCAM920502	SINLEJ000098
SINCAM920503	SINLEJ006200
SINCAM920506	SINLEJ000916
SINCAM920507	SINLEJ004239
SINCAM920508	SINLEJ010500
SINCAM920508	SINLEJ000882
SINCAM920509	SINLEJ015450
SINCAM920509	SINLEJ010676
SINCAM920510	SINLEJ018339
SINCAM920511	SINLEJ010691
SINCAM920511	SINLEJ006561
SINCAM920513	SINLEJ006577
SINCAM920513	SINLEJ006576
SINCAM920514	SINLEJ006556
SINCAM920514	SINLEJ006555
SINCAM920515	SINLEJ018156
SINCAM920515	SINLEJ019254
SINCAM920519	SINLEJ010524
SINCAM920521	SINLEJ007953
SINCAM920521	SINLEJ004490
SINCAM920522	SINLEJ015098
SINCAM920523	SINLEJ015099
SINCAM920526	SINLEJ015142
SINCAM920527	SINLEJ015150
SINCAM920528	SINLEJ004288
SINCAM920528	SINLEJ007069
SINCAM920529	SINLEJ004417
SINCAM920529	SINLEJ004418
SINCAM920531	SINLEJ015141
SINCAM920533	SINLEJ018914
SINCAM920533	SINLEJ018913
SINCAM920535	SINLEJ004381
SINCAM920537	SINLEJ011863
SINCAM920539	SINLEJ004413
SINCAM920541	SINLEJ017024
SINCAM920544	SINLEJ016704
SINCAM920545	SINLEJ004534
SINCAM920545	SINLEJ004339
SINCAM920548	SINLEJ000195
SINCAM920548	SINLEJ000824
SINCAM920549	SINLEJ000381
SINCAM920550	SINLEJ014240
SINCAM920550	SINLEJ010774
SINCAM920553	SINLEJ012935
SINCAM920553	SINLEJ018319
SINCAM920558	SINLEJ009948
SINCAM920558	SINLEJ015860
SINCAM920561	SINLEJ004133
SINCAM920562	SINLEJ000425
SINCAM920562	SINLEJ000424
SINCAM920563	SINLEJ009930
SINCAM920564	SINLEJ009932
SINCAM920567	SINLEJ010061
SINCAM920568	SINLEJ014195
SINCAM920569	SINLEJ009880
SINCAM920569	SINLEJ000378
SINCAM920572	SINLEJ003970
SINCAM920572	SINLEJ010523
SINCAM920573	SINLEJ001791
SINCAM920574	SINLEJ004099
SINCAM920575	SINLEJ004101
SINCAM920576	SINLEJ012879
SINCAM920576	SINLEJ012878
SINCAM920578	SINLEJ000593
SINCAM920579	SINLEJ000630
SINCAM920579	SINLEJ016089
SINCAM920581	SINLEJ014631
SINCAM920582	SINLEJ017567
SINCAM920582	SINLEJ017568
SINCAM920583	SINLEJ004654
SINCAM920583	SINLEJ017635
SINCAM920585	SINLEJ004025
SINCAM920587	SINLEJ004016
SINCAM920589	SINLEJ012941
SINCAM920591	SINLEJ000609
SINCAM920591	SINLEJ010716
SINCAM920593	SINLEJ010882
SINCAM920594	SINLEJ010827
SINCAM920595	SINLEJ006210
SINCAM920596	SINLEJ010726
SINCAM920598	SINLEJ010885
SINCAM920602	SINLEJ000276
SINCAM920602	SINLEJ000274
SINCAM920603	SINLEJ012907
SINCAM920603	SINLEJ004484
SINCAM920605	SINLEJ009976
SINCAM920607	SINLEJ015867
SINCAM920607	SINLEJ010757
SINCAM920609	SINLEJ005879
SINCAM920610	SINLEJ004201
SINCAM920612	SINLEJ009986
SINCAM920613	SINLEJ010023
SINCAM920613	SINLEJ008037
SINCAM920615	SINLEJ017317
SINCAM920615	SINLEJ014878
SINCAM920616	SINLEJ003961
SINCAM920616	SINLEJ010807
SINCAM920617	SINLEJ017009
SINCAM920618	SINLEJ010069
SINCAM920619	SINLEJ012482
SINCAM920619	SINLEJ012481
SINCAM920621	SINLEJ010000
SINCAM920623	SINLEJ000572
SINCAM920624	SINLEJ017457
SINCAM920624	SINLEJ003919
SINCAM920625	SINLEJ000575
SINCAM920625	SINLEJ000574
SINCAM920626	SINLEJ004199
SINCAM920627	SINLEJ004182
SINCAM920628	SINLEJ016788
SINCAM920629	SINLEJ012564
SINCAM920629	SINLEJ018602
SINCAM920630	SINLEJ003980
SINCAM920632	SINLEJ004066
SINCAM920633	SINLEJ004067
SINCAM920634	SINLEJ004070
SINCAM920635	SINLEJ000448
SINCAM920637	SINLEJ014275
SINCAM920637	SINLEJ003936
SINCAM920638	SINLEJ003933
SINCAM920641	SINLEJ007720
SINCAM920642	SINLEJ000545
SINCAM920643	SINLEJ012830
SINCAM920644	SINLEJ000498
SINCAM920646	SINLEJ003964
SINCAM920646	SINLEJ010801
SINCAM920650	SINLEJ012487
SINCAM920651	SINLEJ018142
SINCAM920651	SINLEJ018367
SINCAM920652	SINLEJ000081
SINCAM920652	SINLEJ012229
SINCAM920655	SINLEJ001469
SINCAM920655	SINLEJ013670
SINCAM920656	SINLEJ001712
SINCAM920656	SINLEJ600260
SINCAM920658	SINLEJ017960
SINCAM920658	SINLEJ017961
SINCAM920659	SINLEJ011200
SINCAM920660	SINLEJ001376
SINCAM920660	SINLEJ001375
SINCAM920661	SINLEJ010359
SINCAM920664	SINLEJ003269
SINCAM920664	SINLEJ600378
SINCAM920665	SINLEJ600377
SINCAM920666	SINLEJ008832
SINCAM920666	SINLEJ012983
SINCAM920667	SINLEJ008833
SINCAM920669	SINLEJ015315
SINCAM920672	SINLEJ012094
SINCAM920674	SINLEJ007908
SINCAM920674	SINLEJ001689
SINCAM920675	SINLEJ600062
SINCAM920679	SINLEJ007224
SINCAM920679	SINLEJ015686
SINCAM920680	SINLEJ600214
SINCAM920681	SINLEJ013083
SINCAM920682	SINLEJ004695
SINCAM920683	SINLEJ003518
SINCAM920684	SINLEJ008702
SINCAM920684	SINLEJ008703
SINCAM920685	SINLEJ003450
SINCAM920685	SINLEJ012771
SINCAM920686	SINLEJ008464
SINCAM920687	SINLEJ008683
SINCAM920687	SINLEJ014527
SINCAM920691	SINLEJ018237
SINCAM920691	SINLEJ017889
SINCAM920692	SINLEJ009810
SINCAM920693	SINLEJ002668
SINCAM920702	SINLEJ018745
SINCAM920706	SINLEJ008704
SINCAM920707	SINLEJ008711
SINCAM920708	SINLEJ009352
SINCAM920714	SINLEJ009185
SINCAM920714	SINLEJ008734
SINCAM920718	SINLEJ010328
SINCAM920718	SINLEJ013895
SINCAM920719	SINLEJ004873
SINCAM920719	SINLEJ004872
SINCAM920720	SINLEJ013890
SINCAM920721	SINLEJ004869
SINCAM920721	SINLEJ004868
SINCAM920722	SINLEJ600339
SINCAM920722	SINLEJ600340
SINCAM920726	SINLEJ017633
SINCAM920728	SINLEJ600437
SINCAM920728	SINLEJ013798
SINCAM920730	SINLEJ001374
SINCAM920731	SINLEJ001702
SINCAM920731	SINLEJ009032
SINCAM920732	SINLEJ010434
SINCAM920733	SINLEJ004875
SINCAM920733	SINLEJ001280
SINCAM920734	SINLEJ600335
SINCAM920735	SINLEJ003294
SINCAM920736	SINLEJ600221
SINCAM920738	SINLEJ001592
SINCAM920738	SINLEJ004724
SINCAM920739	SINLEJ600155
SINCAM920739	SINLEJ001257
SINCAM920740	SINLEJ013831
SINCAM920740	SINLEJ010443
SINCAM920742	SINLEJ013862
SINCAM920742	SINLEJ013863
SINCAM920743	SINLEJ600315
SINCAM920744	SINLEJ010473
SINCAM920744	SINLEJ001550
SINCAM920747	SINLEJ004847
SINCAM920747	SINLEJ001311
SINCAM920748	SINLEJ001228
SINCAM920751	SINLEJ015316
SINCAM920752	SINLEJ008787
SINCAM920753	SINLEJ017115
SINCAM920753	SINLEJ011178
SINCAM920754	SINLEJ001367
SINCAM920755	SINLEJ008697
SINCAM920755	SINLEJ008696
SINCAM920759	SINLEJ003233
SINCAM920759	SINLEJ003232
SINCAM920760	SINLEJ001573
SINCAM920761	SINLEJ016982
SINCAM920766	SINLEJ008643
SINCAM920766	SINLEJ002850
SINCAM920767	SINLEJ009813
SINCAM920767	SINLEJ006566
SINCAM920768	SINLEJ008304
SINCAM920768	SINLEJ008305
SINCAM920769	SINLEJ016983
SINCAM920771	SINLEJ008345
SINCAM920771	SINLEJ008346
SINCAM920773	SINLEJ016359
SINCAM920773	SINLEJ008427
SINCAM920775	SINLEJ013109
SINCAM920775	SINLEJ009235
SINCAM920778	SINLEJ008867
SINCAM920782	SINLEJ008738
SINCAM920784	SINLEJ005472
SINCAM920786	SINLEJ008243
SINCAM920786	SINLEJ008244
SINCAM920787	SINLEJ009657
SINCAM920787	SINLEJ008620
SINCAM920788	SINLEJ008616
SINCAM920788	SINLEJ008617
SINCAM920789	SINLEJ008545
SINCAM920789	SINLEJ009630
SINCAM920790	SINLEJ005500
SINCAM920790	SINLEJ004675
SINCAM920791	SINLEJ008625
SINCAM920792	SINLEJ009652
SINCAM920794	SINLEJ008413
SINCAM920794	SINLEJ012075
SINCAM920795	SINLEJ008644
SINCAM920796	SINLEJ016985
SINCAM920797	SINLEJ006885
SINCAM920797	SINLEJ015247
SINCAM920798	SINLEJ016356
SINCAM920799	SINLEJ017687
SINCAM920800	SINLEJ009826
SINCAM920800	SINLEJ002861
SINCAM920801	SINLEJ017474
SINCAM920801	SINLEJ008348
SINCAM920802	SINLEJ006733
SINCAM920803	SINLEJ003122
SINCAM920804	SINLEJ008270
SINCAM920804	SINLEJ009624
SINCAM920805	SINLEJ012729
SINCAM920805	SINLEJ012725
SINCAM920806	SINLEJ009729
SINCAM920808	SINLEJ006859
SINCAM920808	SINLEJ015218
SINCAM920810	SINLEJ012969
SINCAM920810	SINLEJ003132
SINCAM920811	SINLEJ011110
SINCAM920815	SINLEJ008284
SINCAM920816	SINLEJ008393
SINCAM920816	SINLEJ008394
SINCAM920817	SINLEJ008286
SINCAM920819	SINLEJ005435
SINCAM920820	SINLEJ008395
SINCAM920821	SINLEJ018308
SINCAM920821	SINLEJ018309
SINCAM920824	SINLEJ008367
SINCAM920824	SINLEJ008613
SINCAM920827	SINLEJ015832
SINCAM920829	SINLEJ013916
SINCAM920830	SINLEJ003274
SINCAM920830	SINLEJ013873
SINCAM920831	SINLEJ016363
SINCAM920832	SINLEJ011243
SINCAM920832	SINLEJ017818
SINCAM920836	SINLEJ010010
SINCAM920836	SINLEJ010009
SINCAM920838	SINLEJ000031
SINCAM920838	SINLEJ000377
SINCAM920841	SINLEJ000346
SINCAM920842	SINLEJ000141
SINCAM920843	SINLEJ000142
SINCAM920846	SINLEJ010002
SINCAM920846	SINLEJ012486
SINCAM920847	SINLEJ009883
SINCAM920848	SINLEJ000367
SINCAM920855	SINLEJ016946
SINCAM920855	SINLEJ016947
SINCAM920856	SINLEJ016016
SINCAM920856	SINLEJ016948
SINCAM920859	SINLEJ005645
SINCAM920861	SINLEJ005637
SINCAM920862	SINLEJ005641
SINCAM920864	SINLEJ005718
SINCAM920865	SINLEJ005717
SINCAM920867	SINLEJ005646
SINCAM920867	SINLEJ016289
SINCAM920868	SINLEJ017141
SINCAM920868	SINLEJ016462
SINCAM920870	SINLEJ004752
SINCAM920871	SINLEJ017305
SINCAM920872	SINLEJ005533
SINCAM920874	SINLEJ015767
SINCAM920875	SINLEJ003865
SINCAM920876	SINLEJ005561
SINCAM920876	SINLEJ014441
SINCAM920877	SINLEJ005566
SINCAM920877	SINLEJ005567
SINCAM920878	SINLEJ005568
SINCAM920880	SINLEJ014337
SINCAM920881	SINLEJ017015
SINCAM920882	SINLEJ009821
SINCAM920882	SINLEJ004229
SINCAM920884	SINLEJ009843
SINCAM920885	SINLEJ000730
SINCAM920885	SINLEJ000729
SINCAM920887	SINLEJ006560
SINCAM920887	SINLEJ013419
SINCAM920890	SINLEJ018816
SINCAM920891	SINLEJ005726
SINCAM920891	SINLEJ005725
SINCAM920892	SINLEJ014421
SINCAM920892	SINLEJ005723
SINCAM920894	SINLEJ005586
SINCAM920896	SINLEJ000324
SINCAM920897	SINLEJ012444
SINCAM920900	SINLEJ000332
SINCAM920900	SINLEJ000333
SINCAM920901	SINLEJ011344
SINCAM920901	SINLEJ007787
SINCAM920903	SINLEJ010062
SINCAM920903	SINLEJ010063
SINCAM920905	SINLEJ018832
SINCAM920905	SINLEJ018595
SINCAM920906	SINLEJ010066
SINCAM920908	SINLEJ009668
SINCAM920908	SINLEJ012532
SINCAM920909	SINLEJ009937
SINCAM920911	SINLEJ012498
SINCAM920914	SINLEJ000349
SINCAM920915	SINLEJ009935
SINCAM920915	SINLEJ009936
SINCAM920916	SINLEJ009933
SINCAM920916	SINLEJ009934
SINCAM920917	SINLEJ015602
SINCAM920920	SINLEJ010041
SINCAM920921	SINLEJ010042
SINCAM920921	SINLEJ000903
SINCAM920923	SINLEJ009989
SINCAM920923	SINLEJ000008
SINCAM920924	SINLEJ009911
SINCAM920925	SINLEJ009990
SINCAM920926	SINLEJ009939
SINCAM920929	SINLEJ000321
SINCAM920932	SINLEJ018759
SINCAM920932	SINLEJ018758
SINCAM920933	SINLEJ013753
SINCAM920934	SINLEJ018486
SINCAM920934	SINLEJ017734
SINCAM920936	SINLEJ003639
SINCAM920936	SINLEJ014926
SINCAM920937	SINLEJ012313
SINCAM920938	SINLEJ015663
SINCAM920938	SINLEJ007247
SINCAM920939	SINLEJ009437
SINCAM920939	SINLEJ009441
SINCAM920940	SINLEJ015664
SINCAM920940	SINLEJ007246
SINCAM920941	SINLEJ011476
SINCAM920942	SINLEJ013729
SINCAM920943	SINLEJ017165
SINCAM920943	SINLEJ007198
SINCAM920945	SINLEJ009535
SINCAM920946	SINLEJ012310
SINCAM920946	SINLEJ009536
SINCAM920949	SINLEJ016584
SINCAM920950	SINLEJ016594
SINCAM920950	SINLEJ002738
SINCAM920951	SINLEJ002787
SINCAM920952	SINLEJ018266
SINCAM920952	SINLEJ003849
SINCAM920954	SINLEJ008132
SINCAM920954	SINLEJ013239
SINCAM920957	SINLEJ007474
SINCAM920957	SINLEJ007477
SINCAM920962	SINLEJ007458
SINCAM920963	SINLEJ013200
SINCAM920963	SINLEJ013204
SINCAM920964	SINLEJ007530
SINCAM920965	SINLEJ008104
SINCAM920966	SINLEJ002699
SINCAM920968	SINLEJ018752
SINCAM920971	SINLEJ011342
SINCAM920971	SINLEJ007378
SINCAM920972	SINLEJ011457
SINCAM920972	SINLEJ011456
SINCAM920973	SINLEJ013691
SINCAM920975	SINLEJ012386
SINCAM920975	SINLEJ012387
SINCAM920976	SINLEJ001403
SINCAM920977	SINLEJ012265
SINCAM920978	SINLEJ013289
SINCAM920980	SINLEJ017543
SINCAM920980	SINLEJ002789
SINCAM920982	SINLEJ013231
SINCAM920983	SINLEJ016182
SINCAM920984	SINLEJ008106
SINCAM920985	SINLEJ019427
SINCAM920986	SINLEJ002990
SINCAM920988	SINLEJ007415
SINCAM920991	SINLEJ011417
SINCAM920991	SINLEJ009502
SINCAM920992	SINLEJ012412
SINCAM920992	SINLEJ012410
SINCAM920994	SINLEJ012404
SINCAM920994	SINLEJ012403
SINCAM920995	SINLEJ007454
SINCAM920996	SINLEJ007452
SINCAM920998	SINLEJ007268
SINCAM920998	SINLEJ013679
SINCAM921000	SINLEJ009607
SINCAM921000	SINLEJ011388
SINCAM921001	SINLEJ009605
SINCAM921001	SINLEJ010199
SINCAM921003	SINLEJ015678
SINCAM921003	SINLEJ005294
SINCAM921007	SINLEJ011326
SINCAM921007	SINLEJ014919
SINCAM921008	SINLEJ009514
SINCAM921009	SINLEJ009522
SINCAM921009	SINLEJ010125
SINCAM921010	SINLEJ009525
SINCAM921010	SINLEJ009524
SINCAM921011	SINLEJ011612
SINCAM921011	SINLEJ016250
SINCAM921014	SINLEJ016126
SINCAM921014	SINLEJ016180
SINCAM921015	SINLEJ007616
SINCAM921018	SINLEJ012332
SINCAM921018	SINLEJ012331
SINCAM921020	SINLEJ016864
SINCAM921020	SINLEJ017661
SINCAM921022	SINLEJ009462
SINCAM921026	SINLEJ004653
SINCAM921027	SINLEJ000629
SINCAM921028	SINLEJ007394
SINCAM921030	SINLEJ011447
SINCAM921031	SINLEJ007400
SINCAM921033	SINLEJ015811
SINCAM921034	SINLEJ017733
SINCAM921034	SINLEJ017595
SINCAM921035	SINLEJ011319
SINCAM921036	SINLEJ009488
SINCAM921036	SINLEJ009489
SINCAM921037	SINLEJ011490
SINCAM921037	SINLEJ001440
SINCAM921038	SINLEJ004225
SINCAM921041	SINLEJ002149
SINCAM921041	SINLEJ001103
SINCAM921042	SINLEJ007229
SINCAM921042	SINLEJ015682
SINCAM921043	SINLEJ009573
SINCAM921045	SINLEJ017164
SINCAM921045	SINLEJ007197
SINCAM921046	SINLEJ013754
SINCAM921046	SINLEJ013755
SINCAM921047	SINLEJ009477
SINCAM921047	SINLEJ009479
SINCAM921048	SINLEJ015780
SINCAM921049	SINLEJ015781
SINCAM921055	SINLEJ005024
SINCAM921055	SINLEJ005921
SINCAM921056	SINLEJ012184
SINCAM921058	SINLEJ008246
SINCAM921061	SINLEJ013296
SINCAM921065	SINLEJ017035
SINCAM921065	SINLEJ017036
SINCAM921066	SINLEJ006823
SINCAM921066	SINLEJ003128
SINCAM921068	SINLEJ006781
SINCAM921068	SINLEJ009687
SINCAM921070	SINLEJ002687
SINCAM921071	SINLEJ006697
SINCAM921071	SINLEJ016344
SINCAM921072	SINLEJ008436
SINCAM921073	SINLEJ002981
SINCAM921074	SINLEJ008254
SINCAM921074	SINLEJ019132
SINCAM921076	SINLEJ005443
SINCAM921076	SINLEJ006880
SINCAM921077	SINLEJ015241
SINCAM921077	SINLEJ006879
SINCAM921078	SINLEJ008575
SINCAM921078	SINLEJ008277
SINCAM921081	SINLEJ005490
SINCAM921081	SINLEJ008389
SINCAM921083	SINLEJ006813
SINCAM921083	SINLEJ004206
SINCAM921084	SINLEJ009807
SINCAM921086	SINLEJ006831
SINCAM921087	SINLEJ002858
SINCAM921087	SINLEJ004344
SINCAM921089	SINLEJ008632
SINCAM921090	SINLEJ008318
SINCAM921090	SINLEJ005465
SINCAM921091	SINLEJ008312
SINCAM921091	SINLEJ005522
SINCAM921093	SINLEJ002799
SINCAM921093	SINLEJ002800
SINCAM921095	SINLEJ012740
SINCAM921095	SINLEJ012741
SINCAM921096	SINLEJ017937
SINCAM921097	SINLEJ008052
SINCAM921097	SINLEJ007989
SINCAM921098	SINLEJ007971
SINCAM921099	SINLEJ005455
SINCAM921102	SINLEJ008546
SINCAM921104	SINLEJ017940
SINCAM921108	SINLEJ005810
SINCAM921111	SINLEJ013548
SINCAM921112	SINLEJ013544
SINCAM921112	SINLEJ013543
SINCAM921114	SINLEJ008084
SINCAM921115	SINLEJ013587
SINCAM921116	SINLEJ017951
SINCAM921118	SINLEJ015052
SINCAM921119	SINLEJ009774
SINCAM921119	SINLEJ009773
SINCAM921120	SINLEJ005519
SINCAM921121	SINLEJ017037
SINCAM921122	SINLEJ008269
SINCAM921122	SINLEJ008266
SINCAM921124	SINLEJ015080
SINCAM921125	SINLEJ019179
SINCAM921125	SINLEJ015028
SINCAM921128	SINLEJ000101
SINCAM921129	SINLEJ008086
SINCAM921130	SINLEJ014998
SINCAM921130	SINLEJ014997
SINCAM921132	SINLEJ012127
SINCAM921135	SINLEJ016453
SINCAM921136	SINLEJ000832
SINCAM921136	SINLEJ005958
SINCAM921140	SINLEJ005854
SINCAM921142	SINLEJ015918
SINCAM921143	SINLEJ015038
SINCAM921144	SINLEJ004906
SINCAM921145	SINLEJ006015
SINCAM921145	SINLEJ014547
SINCAM921147	SINLEJ600277
SINCAM921148	SINLEJ005942
SINCAM921148	SINLEJ005941
SINCAM921149	SINLEJ001854
SINCAM921150	SINLEJ001903
SINCAM921153	SINLEJ001052
SINCAM921153	SINLEJ001054
SINCAM921156	SINLEJ001736
SINCAM921159	SINLEJ004719
SINCAM921160	SINLEJ002131
SINCAM921160	SINLEJ006006
SINCAM921161	SINLEJ012682
SINCAM921161	SINLEJ012683
SINCAM921162	SINLEJ012629
SINCAM921162	SINLEJ012630
SINCAM921164	SINLEJ012612
SINCAM921164	SINLEJ013604
SINCAM921165	SINLEJ013605
SINCAM921165	SINLEJ016013
SINCAM921166	SINLEJ013554
SINCAM921166	SINLEJ013555
SINCAM921167	SINLEJ006026
SINCAM921167	SINLEJ006025
SINCAM921168	SINLEJ003123
SINCAM921168	SINLEJ000907
SINCAM921169	SINLEJ005124
SINCAM921172	SINLEJ006091
SINCAM921173	SINLEJ001116
SINCAM921173	SINLEJ014504
SINCAM921175	SINLEJ002126
SINCAM921176	SINLEJ002125
SINCAM921176	SINLEJ000978
SINCAM921178	SINLEJ001120
SINCAM921179	SINLEJ002043
SINCAM921179	SINLEJ006024
SINCAM921182	SINLEJ012721
SINCAM921182	SINLEJ014208
SINCAM921184	SINLEJ006028
SINCAM921184	SINLEJ000695
SINCAM921185	SINLEJ001138
SINCAM921187	SINLEJ017003
SINCAM921187	SINLEJ000856
SINCAM921189	SINLEJ004977
SINCAM921189	SINLEJ004975
SINCAM921190	SINLEJ001075
SINCAM921192	SINLEJ016713
SINCAM921193	SINLEJ002006
SINCAM921193	SINLEJ000786
SINCAM921194	SINLEJ000947
SINCAM921194	SINLEJ005979
SINCAM921195	SINLEJ001924
SINCAM921195	SINLEJ005924
SINCAM921196	SINLEJ005139
SINCAM921196	SINLEJ002110
SINCAM921199	SINLEJ005853
SINCAM921200	SINLEJ005177
SINCAM921200	SINLEJ002041
SINCAM921201	SINLEJ005176
SINCAM921201	SINLEJ016234
SINCAM921203	SINLEJ016719
SINCAM921203	SINLEJ017585
SINCAM921204	SINLEJ016715
SINCAM921205	SINLEJ002190
SINCAM921205	SINLEJ017336
SINCAM921206	SINLEJ002170
SINCAM921207	SINLEJ017016
SINCAM921207	SINLEJ017959
SINCAM921210	SINLEJ002099
SINCAM921210	SINLEJ002098
SINCAM921211	SINLEJ005073
SINCAM921213	SINLEJ001889
SINCAM921213	SINLEJ001888
SINCAM921215	SINLEJ004643
SINCAM921217	SINLEJ001872
SINCAM921218	SINLEJ018860
SINCAM921218	SINLEJ000160
SINCAM921219	SINLEJ019467
SINCAM921219	SINLEJ017850
SINCAM921221	SINLEJ001930
SINCAM921222	SINLEJ005022
SINCAM921222	SINLEJ005021
SINCAM921224	SINLEJ009273
SINCAM921227	SINLEJ005212
SINCAM921227	SINLEJ017175
SINCAM921228	SINLEJ006041
SINCAM921228	SINLEJ006042
SINCAM921230	SINLEJ000766
SINCAM921230	SINLEJ000645
SINCAM921232	SINLEJ001970
SINCAM921232	SINLEJ005032
SINCAM921233	SINLEJ001969
SINCAM921233	SINLEJ001139
SINCAM921235	SINLEJ001964
SINCAM921235	SINLEJ005101
SINCAM921236	SINLEJ000954
SINCAM921236	SINLEJ000955
SINCAM921237	SINLEJ006017
SINCAM921240	SINLEJ002022
SINCAM921245	SINLEJ004004
SINCAM921245	SINLEJ004003
SINCAM921246	SINLEJ012712
SINCAM921247	SINLEJ002017
SINCAM921247	SINLEJ002019
SINCAM921250	SINLEJ012733
SINCAM921250	SINLEJ012738
SINCAM921256	SINLEJ004899
SINCAM921257	SINLEJ016142
SINCAM921259	SINLEJ016936
SINCAM921261	SINLEJ014654
SINCAM921266	SINLEJ002710
SINCAM921266	SINLEJ600121
SINCAM921267	SINLEJ007166
SINCAM921267	SINLEJ009906
SINCAM921268	SINLEJ018789
SINCAM921268	SINLEJ018790
SINCAM921269	SINLEJ014562
SINCAM921269	SINLEJ018850
SINCAM921271	SINLEJ016133
SINCAM921271	SINLEJ016021
SINCAM921273	SINLEJ018934
SINCAM921274	SINLEJ012766
SINCAM921275	SINLEJ015100
SINCAM921278	SINLEJ016008
SINCAM921278	SINLEJ014570
SINCAM921280	SINLEJ012677
SINCAM921282	SINLEJ004910
SINCAM921282	SINLEJ004912
SINCAM921283	SINLEJ019100
SINCAM921283	SINLEJ002762
SINCAM921285	SINLEJ011801
SINCAM921285	SINLEJ013431
SINCAM921287	SINLEJ008159
SINCAM921289	SINLEJ016884
SINCAM921289	SINLEJ016885
SINCAM921290	SINLEJ012304
SINCAM921292	SINLEJ019381
SINCAM921292	SINLEJ017520
SINCAM921293	SINLEJ014832
SINCAM921293	SINLEJ011821
SINCAM921295	SINLEJ006344
