PMZ_0000016-RA	SINLEJ014510
PMZ_0042525-RA	SINLEJ017299
PMZ_0042526-RA	SINLEJ012008
PMZ_0042527-RA	SINLEJ012009
PMZ_0042528-RA	SINLEJ012014
PMZ_0042530-RA	SINLEJ012018
PMZ_0042531-RA	SINLEJ012028
PMZ_0042532-RA	SINLEJ012031
PMZ_0042535-RA	SINLEJ012034
PMZ_0042536-RA	SINLEJ012035
PMZ_0042539-RA	SINLEJ012038
PMZ_0042541-RA	SINLEJ012042
PMZ_0042542-RA	SINLEJ012044
PMZ_0042543-RA	SINLEJ012045
PMZ_0042544-RA	SINLEJ012046
PMZ_0042545-RA	SINLEJ012047
PMZ_0042546-RA	SINLEJ012050
PMZ_0042547-RA	SINLEJ012052
PMZ_0042548-RA	SINLEJ004337
PMZ_0042549-RA	SINLEJ012054
PMZ_0042553-RA	SINLEJ012057
PMZ_0042555-RA	SINLEJ012059
PMZ_0042556-RA	SINLEJ000862
PMZ_0042560-RA	SINLEJ000870
PMZ_0042561-RA	SINLEJ000871
PMZ_0042562-RA	SINLEJ000872
PMZ_0042563-RA	SINLEJ000873
PMZ_0042566-RA	SINLEJ000879
PMZ_0042567-RA	SINLEJ000739
PMZ_0042568-RA	SINLEJ000740
PMZ_0042569-RA	SINLEJ600009
PMZ_0042570-RA	SINLEJ000886
PMZ_0042571-RA	SINLEJ000881
PMZ_0042574-RA	SINLEJ017074
PMZ_0042575-RA	SINLEJ017075
PMZ_0042576-RA	SINLEJ017076
PMZ_0042577-RA	SINLEJ017077
PMZ_0042578-RA	SINLEJ017078
PMZ_0042582-RA	SINLEJ017085
PMZ_0042585-RA	SINLEJ016992
PMZ_0042586-RA	SINLEJ016993
PMZ_0042587-RA	SINLEJ016994
PMZ_0042588-RA	SINLEJ016997
PMZ_0042589-RA	SINLEJ017000
PMZ_0042590-RA	SINLEJ017001
PMZ_0042592-RA	SINLEJ016185
PMZ_0042594-RA	SINLEJ000849
PMZ_0042595-RA	SINLEJ000841
PMZ_0042598-RA	SINLEJ000825
PMZ_0042599-RA	SINLEJ000824
PMZ_0042601-RA	SINLEJ000823
PMZ_0042604-RA	SINLEJ000816
PMZ_0042605-RA	SINLEJ016729
PMZ_0042608-RA	SINLEJ000798
PMZ_0042609-RA	SINLEJ000795
PMZ_0042611-RA	SINLEJ000783
PMZ_0042612-RA	SINLEJ000781
PMZ_0042614-RA	SINLEJ000643
PMZ_0042615-RA	SINLEJ000642
PMZ_0042616-RA	SINLEJ000638
PMZ_0042617-RA	SINLEJ000761
PMZ_0042618-RA	SINLEJ000635
PMZ_0042620-RA	SINLEJ000757
PMZ_0042622-RA	SINLEJ000753
PMZ_0042623-RA	SINLEJ000794
PMZ_0042625-RA	SINLEJ000747
PMZ_0042627-RA	SINLEJ000742
PMZ_0042628-RA	SINLEJ000730
PMZ_0042629-RA	SINLEJ000729
PMZ_0042631-RA	SINLEJ000724
PMZ_0042632-RA	SINLEJ000723
PMZ_0042633-RA	SINLEJ000722
PMZ_0042635-RA	SINLEJ000720
PMZ_0042636-RA	SINLEJ000719
PMZ_0042637-RA	SINLEJ000716
PMZ_0042639-RA	SINLEJ013751
PMZ_0042640-RA	SINLEJ000712
PMZ_0042641-RA	SINLEJ000710
PMZ_0042642-RA	SINLEJ000709
PMZ_0042645-RA	SINLEJ000698
PMZ_0042646-RA	SINLEJ000697
PMZ_0042647-RA	SINLEJ000692
PMZ_0042648-RA	SINLEJ000691
PMZ_0042649-RA	SINLEJ000690
PMZ_0042650-RA	SINLEJ000688
PMZ_0042651-RA	SINLEJ000684
PMZ_0042653-RA	SINLEJ000680
PMZ_0042654-RA	SINLEJ000675
PMZ_0042656-RA	SINLEJ000673
PMZ_0042658-RA	SINLEJ015645
PMZ_0042660-RA	SINLEJ011081
PMZ_0042661-RA	SINLEJ011079
PMZ_0042665-RA	SINLEJ015630
PMZ_0042666-RA	SINLEJ015625
PMZ_0042670-RA	SINLEJ015623
PMZ_0042671-RA	SINLEJ011064
PMZ_0042672-RA	SINLEJ015620
PMZ_0042673-RA	SINLEJ011058
PMZ_0042674-RA	SINLEJ011055
PMZ_0042675-RA	SINLEJ015599
PMZ_0042678-RA	SINLEJ011025
PMZ_0042679-RA	SINLEJ011024
PMZ_0042680-RA	SINLEJ011016
PMZ_0042681-RA	SINLEJ017057
PMZ_0042683-RA	SINLEJ011010
PMZ_0042684-RA	SINLEJ011009
PMZ_0042687-RA	SINLEJ011007
PMZ_0042688-RA	SINLEJ011002
PMZ_0042689-RA	SINLEJ011001
PMZ_0042693-RA	SINLEJ011000
PMZ_0042694-RA	SINLEJ010998
PMZ_0042695-RA	SINLEJ017064
PMZ_0042696-RA	SINLEJ017065
PMZ_0042698-RA	SINLEJ017063
PMZ_0042699-RA	SINLEJ017069
PMZ_0042700-RA	SINLEJ010991
PMZ_0042701-RA	SINLEJ010990
PMZ_0042702-RA	SINLEJ010989
PMZ_0042703-RA	SINLEJ010986
PMZ_0042705-RA	SINLEJ010984
PMZ_0042706-RA	SINLEJ010983
PMZ_0042707-RA	SINLEJ010982
PMZ_0042710-RA	SINLEJ010974
PMZ_0042711-RA	SINLEJ010972
PMZ_0042715-RA	SINLEJ010960
PMZ_0042716-RA	SINLEJ010955
PMZ_0042720-RA	SINLEJ010934
PMZ_0042721-RA	SINLEJ010933
PMZ_0042722-RA	SINLEJ010929
PMZ_0042723-RA	SINLEJ010926
PMZ_0042724-RA	SINLEJ010921
PMZ_0042725-RA	SINLEJ010918
PMZ_0042726-RA	SINLEJ010912
PMZ_0042727-RA	SINLEJ012572
PMZ_0042728-RA	SINLEJ012573
PMZ_0042729-RA	SINLEJ012574
PMZ_0042730-RA	SINLEJ012575
PMZ_0042731-RA	SINLEJ012576
PMZ_0042733-RA	SINLEJ012586
PMZ_0042736-RA	SINLEJ012598
PMZ_0042738-RA	SINLEJ016798
PMZ_0042739-RA	SINLEJ016799
PMZ_0042740-RA	SINLEJ016784
PMZ_0042741-RA	SINLEJ016785
PMZ_0042744-RA	SINLEJ011656
PMZ_0042745-RA	SINLEJ011654
PMZ_0042755-RA	SINLEJ011615
PMZ_0042757-RA	SINLEJ011609
PMZ_0042758-RA	SINLEJ011608
PMZ_0042759-RA	SINLEJ011607
PMZ_0042760-RA	SINLEJ011606
PMZ_0042762-RA	SINLEJ011601
PMZ_0042763-RA	SINLEJ011595
PMZ_0042764-RA	SINLEJ011592
PMZ_0042765-RA	SINLEJ011590
PMZ_0042766-RA	SINLEJ011579
PMZ_0042767-RA	SINLEJ011567
PMZ_0042769-RA	SINLEJ011576
PMZ_0042770-RA	SINLEJ011572
PMZ_0042773-RA	SINLEJ011565
PMZ_0042774-RA	SINLEJ018311
PMZ_0042776-RA	SINLEJ011561
PMZ_0042777-RA	SINLEJ011559
PMZ_0042778-RA	SINLEJ011555
PMZ_0042780-RA	SINLEJ011554
PMZ_0042781-RA	SINLEJ011553
PMZ_0042782-RA	SINLEJ011552
PMZ_0042784-RA	SINLEJ011551
PMZ_0042785-RA	SINLEJ011549
PMZ_0042786-RA	SINLEJ011547
PMZ_0042789-RA	SINLEJ011530
PMZ_0042790-RA	SINLEJ003778
PMZ_0042791-RA	SINLEJ011528
PMZ_0042792-RA	SINLEJ011527
PMZ_0042793-RA	SINLEJ011525
PMZ_0042794-RA	SINLEJ011524
PMZ_0042795-RA	SINLEJ011518
PMZ_0042796-RA	SINLEJ011514
PMZ_0042797-RA	SINLEJ011513
PMZ_0042798-RA	SINLEJ016403
PMZ_0042799-RA	SINLEJ016400
PMZ_0042800-RA	SINLEJ016398
PMZ_0042801-RA	SINLEJ016397
PMZ_0042802-RA	SINLEJ016396
PMZ_0042803-RA	SINLEJ016394
PMZ_0042804-RA	SINLEJ016393
PMZ_0042805-RA	SINLEJ016386
PMZ_0042807-RA	SINLEJ016384
PMZ_0042809-RA	SINLEJ016383
PMZ_0042810-RA	SINLEJ016382
PMZ_0042811-RA	SINLEJ016381
PMZ_0042813-RA	SINLEJ016379
PMZ_0042814-RA	SINLEJ016376
PMZ_0042815-RA	SINLEJ016374
PMZ_0042816-RA	SINLEJ016371
PMZ_0042817-RA	SINLEJ016370
PMZ_0042819-RA	SINLEJ019133
PMZ_0042820-RA	SINLEJ016369
PMZ_0042821-RA	SINLEJ017844
PMZ_0042822-RA	SINLEJ017841
PMZ_0042823-RA	SINLEJ017839
PMZ_0042824-RA	SINLEJ015358
PMZ_0042825-RA	SINLEJ015361
PMZ_0042826-RA	SINLEJ015362
PMZ_0042827-RA	SINLEJ015363
PMZ_0042828-RA	SINLEJ015364
PMZ_0042829-RA	SINLEJ015372
PMZ_0042830-RA	SINLEJ015373
PMZ_0042831-RA	SINLEJ015380
PMZ_0042832-RA	SINLEJ015381
PMZ_0042834-RA	SINLEJ015382
PMZ_0042835-RA	SINLEJ015384
PMZ_0042836-RA	SINLEJ015385
PMZ_0042837-RA	SINLEJ014991
PMZ_0042838-RA	SINLEJ015388
PMZ_0042839-RA	SINLEJ015391
PMZ_0042840-RA	SINLEJ015394
PMZ_0042841-RA	SINLEJ015395
PMZ_0042842-RA	SINLEJ015397
PMZ_0042843-RA	SINLEJ015401
PMZ_0042844-RA	SINLEJ015403
PMZ_0042845-RA	SINLEJ015405
PMZ_0042846-RA	SINLEJ015407
PMZ_0042847-RA	SINLEJ015408
PMZ_0042849-RA	SINLEJ015414
PMZ_0042850-RA	SINLEJ015416
PMZ_0042851-RA	SINLEJ015417
PMZ_0042856-RA	SINLEJ006120
PMZ_0042857-RA	SINLEJ006123
PMZ_0042858-RA	SINLEJ006124
PMZ_0042859-RA	SINLEJ006126
PMZ_0042860-RA	SINLEJ006127
PMZ_0042861-RA	SINLEJ006138
PMZ_0042862-RA	SINLEJ006139
PMZ_0042863-RA	SINLEJ018983
PMZ_0042864-RA	SINLEJ007698
PMZ_0042867-RA	SINLEJ006149
PMZ_0042868-RA	SINLEJ006156
PMZ_0042869-RA	SINLEJ006167
PMZ_0042870-RA	SINLEJ006170
PMZ_0042871-RA	SINLEJ006171
PMZ_0042872-RA	SINLEJ006175
PMZ_0042873-RA	SINLEJ006176
PMZ_0042874-RA	SINLEJ006178
PMZ_0042875-RA	SINLEJ006180
PMZ_0042877-RA	SINLEJ006181
PMZ_0042878-RA	SINLEJ006183
PMZ_0042882-RA	SINLEJ017721
PMZ_0042884-RA	SINLEJ017722
PMZ_0042885-RA	SINLEJ017723
PMZ_0042886-RA	SINLEJ017724
PMZ_0042887-RA	SINLEJ017725
PMZ_0042888-RA	SINLEJ006184
PMZ_0042889-RA	SINLEJ006186
PMZ_0042891-RA	SINLEJ006187
PMZ_0042892-RA	SINLEJ006188
PMZ_0042893-RA	SINLEJ006189
PMZ_0042894-RA	SINLEJ005014
PMZ_0042900-RA	SINLEJ006243
PMZ_0042903-RA	SINLEJ006245
PMZ_0042905-RA	SINLEJ006257
PMZ_0042906-RA	SINLEJ006262
PMZ_0042907-RA	SINLEJ006264
PMZ_0042908-RA	SINLEJ006271
PMZ_0042909-RA	SINLEJ006273
PMZ_0042911-RA	SINLEJ006274
PMZ_0042912-RA	SINLEJ006278
PMZ_0042913-RA	SINLEJ006280
PMZ_0042914-RA	SINLEJ006282
PMZ_0042915-RA	SINLEJ006283
PMZ_0042916-RA	SINLEJ006287
PMZ_0042918-RA	SINLEJ006288
PMZ_0042919-RA	SINLEJ006290
PMZ_0042920-RA	SINLEJ014217
PMZ_0042923-RA	SINLEJ006294
PMZ_0042929-RA	SINLEJ006319
PMZ_0042930-RA	SINLEJ006321
PMZ_0042933-RA	SINLEJ006349
PMZ_0042934-RA	SINLEJ006352
PMZ_0042936-RA	SINLEJ006357
PMZ_0042937-RA	SINLEJ006359
PMZ_0042938-RA	SINLEJ006360
PMZ_0042939-RA	SINLEJ006361
PMZ_0042940-RA	SINLEJ006362
PMZ_0042941-RA	SINLEJ006363
PMZ_0042942-RA	SINLEJ006365
PMZ_0042943-RA	SINLEJ006366
PMZ_0042944-RA	SINLEJ006367
PMZ_0042945-RA	SINLEJ006369
PMZ_0042950-RA	SINLEJ006378
PMZ_0042951-RA	SINLEJ006377
PMZ_0042953-RA	SINLEJ006384
PMZ_0042956-RA	SINLEJ018458
PMZ_0042957-RA	SINLEJ006387
PMZ_0042958-RA	SINLEJ006388
PMZ_0042959-RA	SINLEJ006389
PMZ_0042960-RA	SINLEJ006391
PMZ_0042961-RA	SINLEJ006392
PMZ_0042962-RA	SINLEJ006393
PMZ_0042963-RA	SINLEJ006394
PMZ_0042964-RA	SINLEJ006395
PMZ_0042965-RA	SINLEJ006397
PMZ_0042966-RA	SINLEJ005906
PMZ_0042967-RA	SINLEJ005905
PMZ_0042968-RA	SINLEJ005904
PMZ_0042971-RA	SINLEJ003687
PMZ_0042972-RA	SINLEJ005900
PMZ_0042975-RA	SINLEJ005896
PMZ_0042976-RA	SINLEJ005885
PMZ_0042977-RA	SINLEJ005884
PMZ_0042978-RA	SINLEJ005883
PMZ_0042979-RA	SINLEJ005878
PMZ_0042980-RA	SINLEJ005889
PMZ_0042981-RA	SINLEJ005873
PMZ_0042982-RA	SINLEJ005872
PMZ_0042984-RA	SINLEJ005871
PMZ_0042985-RA	SINLEJ005870
PMZ_0042986-RA	SINLEJ005867
PMZ_0042987-RA	SINLEJ005865
PMZ_0042989-RA	SINLEJ005861
PMZ_0042991-RA	SINLEJ005858
PMZ_0042992-RA	SINLEJ005852
PMZ_0042993-RA	SINLEJ005851
PMZ_0042994-RA	SINLEJ005850
PMZ_0042995-RA	SINLEJ005849
PMZ_0042997-RA	SINLEJ005846
PMZ_0042998-RA	SINLEJ005839
PMZ_0042999-RA	SINLEJ005832
PMZ_0043000-RA	SINLEJ005828
PMZ_0043001-RA	SINLEJ005827
PMZ_0043003-RA	SINLEJ005909
PMZ_0043005-RA	SINLEJ005911
PMZ_0043006-RA	SINLEJ005912
PMZ_0043007-RA	SINLEJ005913
PMZ_0043008-RA	SINLEJ005916
PMZ_0043009-RA	SINLEJ005921
PMZ_0043010-RA	SINLEJ005924
PMZ_0043012-RA	SINLEJ005926
PMZ_0043013-RA	SINLEJ005932
PMZ_0043014-RA	SINLEJ005937
PMZ_0043016-RA	SINLEJ005949
PMZ_0043017-RA	SINLEJ005950
PMZ_0043018-RA	SINLEJ005951
PMZ_0043019-RA	SINLEJ005952
PMZ_0043020-RA	SINLEJ005953
PMZ_0043021-RA	SINLEJ005954
PMZ_0043022-RA	SINLEJ005960
PMZ_0043023-RA	SINLEJ005961
PMZ_0043024-RA	SINLEJ005963
PMZ_0043025-RA	SINLEJ005964
PMZ_0043027-RA	SINLEJ005970
PMZ_0043028-RA	SINLEJ005966
PMZ_0043029-RA	SINLEJ005972
PMZ_0043030-RA	SINLEJ005979
PMZ_0043031-RA	SINLEJ005980
PMZ_0043032-RA	SINLEJ005983
PMZ_0043033-RA	SINLEJ005985
PMZ_0043034-RA	SINLEJ005987
PMZ_0043035-RA	SINLEJ005991
PMZ_0043039-RA	SINLEJ006006
PMZ_0043041-RA	SINLEJ006007
PMZ_0043043-RA	SINLEJ006015
PMZ_0043044-RA	SINLEJ006017
PMZ_0043045-RA	SINLEJ006021
PMZ_0043047-RA	SINLEJ006027
PMZ_0043050-RA	SINLEJ006034
PMZ_0043052-RA	SINLEJ006039
PMZ_0043053-RA	SINLEJ006044
PMZ_0043054-RA	SINLEJ006045
PMZ_0043055-RA	SINLEJ006046
PMZ_0043056-RA	SINLEJ004997
PMZ_0043057-RA	SINLEJ006056
PMZ_0043060-RA	SINLEJ006072
PMZ_0043061-RA	SINLEJ008603
PMZ_0043062-RA	SINLEJ006078
PMZ_0043063-RA	SINLEJ006085
PMZ_0043064-RA	SINLEJ006087
PMZ_0043066-RA	SINLEJ006090
PMZ_0043067-RA	SINLEJ006091
PMZ_0043068-RA	SINLEJ006093
PMZ_0043070-RA	SINLEJ006097
PMZ_0043071-RA	SINLEJ006102
PMZ_0043072-RA	SINLEJ006104
PMZ_0043073-RA	SINLEJ006105
PMZ_0043075-RA	SINLEJ006112
PMZ_0043079-RA	SINLEJ006117
PMZ_0043081-RA	SINLEJ000184
PMZ_0043082-RA	SINLEJ006949
PMZ_0043083-RA	SINLEJ006951
PMZ_0043084-RA	SINLEJ006954
PMZ_0043085-RA	SINLEJ006958
PMZ_0043086-RA	SINLEJ006959
PMZ_0043087-RA	SINLEJ006963
PMZ_0043088-RA	SINLEJ006965
PMZ_0043090-RA	SINLEJ006971
PMZ_0043091-RA	SINLEJ006972
PMZ_0043094-RA	SINLEJ006985
PMZ_0043098-RA	SINLEJ006995
PMZ_0043101-RA	SINLEJ007006
PMZ_0043102-RA	SINLEJ007007
PMZ_0043103-RA	SINLEJ007008
PMZ_0043110-RA	SINLEJ007014
PMZ_0043111-RA	SINLEJ007021
PMZ_0043114-RA	SINLEJ007025
PMZ_0043115-RA	SINLEJ007046
PMZ_0043117-RA	SINLEJ007049
PMZ_0043118-RA	SINLEJ007054
PMZ_0043122-RA	SINLEJ007057
PMZ_0043123-RA	SINLEJ007058
PMZ_0043124-RA	SINLEJ007059
PMZ_0043125-RA	SINLEJ007061
PMZ_0043126-RA	SINLEJ007062
PMZ_0043127-RA	SINLEJ007063
PMZ_0043128-RA	SINLEJ007066
PMZ_0043129-RA	SINLEJ007069
PMZ_0043130-RA	SINLEJ017594
PMZ_0043136-RA	SINLEJ007097
PMZ_0043137-RA	SINLEJ007098
PMZ_0043138-RA	SINLEJ007100
PMZ_0043139-RA	SINLEJ007102
PMZ_0043141-RA	SINLEJ007114
PMZ_0043144-RA	SINLEJ007124
PMZ_0043146-RA	SINLEJ007126
PMZ_0043147-RA	SINLEJ007127
PMZ_0043148-RA	SINLEJ007132
PMZ_0043151-RA	SINLEJ007136
PMZ_0043152-RA	SINLEJ007138
PMZ_0043153-RA	SINLEJ007140
PMZ_0043156-RA	SINLEJ017434
PMZ_0043157-RA	SINLEJ007145
PMZ_0043158-RA	SINLEJ007146
PMZ_0043159-RA	SINLEJ017429
PMZ_0043160-RA	SINLEJ007150
PMZ_0043161-RA	SINLEJ007152
PMZ_0043164-RA	SINLEJ007154
PMZ_0043165-RA	SINLEJ600506
PMZ_0043166-RA	SINLEJ007156
PMZ_0043169-RA	SINLEJ006938
PMZ_0043171-RA	SINLEJ011334
PMZ_0043172-RA	SINLEJ007164
PMZ_0043173-RA	SINLEJ014173
PMZ_0043176-RA	SINLEJ007172
PMZ_0043177-RA	SINLEJ007175
PMZ_0043178-RA	SINLEJ007182
PMZ_0043180-RA	SINLEJ017696
PMZ_0043181-RA	SINLEJ007185
PMZ_0043182-RA	SINLEJ007186
PMZ_0043183-RA	SINLEJ007187
PMZ_0043184-RA	SINLEJ007190
PMZ_0043187-RA	SINLEJ010896
PMZ_0043188-RA	SINLEJ010895
PMZ_0043189-RA	SINLEJ010894
PMZ_0043191-RA	SINLEJ010893
PMZ_0043192-RA	SINLEJ010892
PMZ_0043193-RA	SINLEJ010889
PMZ_0043194-RA	SINLEJ010887
PMZ_0043195-RA	SINLEJ010886
PMZ_0043196-RA	SINLEJ010881
PMZ_0043197-RA	SINLEJ010903
PMZ_0043200-RA	SINLEJ010838
PMZ_0043201-RA	SINLEJ010834
PMZ_0043202-RA	SINLEJ010829
PMZ_0043203-RA	SINLEJ010827
PMZ_0043204-RA	SINLEJ010825
PMZ_0043205-RA	SINLEJ010824
PMZ_0043206-RA	SINLEJ010823
PMZ_0043207-RA	SINLEJ010821
PMZ_0043209-RA	SINLEJ010820
PMZ_0043210-RA	SINLEJ010816
PMZ_0043212-RA	SINLEJ010876
PMZ_0043213-RA	SINLEJ010875
PMZ_0043215-RA	SINLEJ010815
PMZ_0043216-RA	SINLEJ010814
PMZ_0043217-RA	SINLEJ010812
PMZ_0043218-RA	SINLEJ010809
PMZ_0043220-RA	SINLEJ010806
PMZ_0043221-RA	SINLEJ003882
PMZ_0043222-RA	SINLEJ010798
PMZ_0043223-RA	SINLEJ010796
PMZ_0043226-RA	SINLEJ010867
PMZ_0043227-RA	SINLEJ010866
PMZ_0043228-RA	SINLEJ010865
PMZ_0043232-RA	SINLEJ010795
PMZ_0043233-RA	SINLEJ010791
PMZ_0043235-RA	SINLEJ010785
PMZ_0043237-RA	SINLEJ010783
PMZ_0043239-RA	SINLEJ010778
PMZ_0043241-RA	SINLEJ015916
PMZ_0043244-RA	SINLEJ015908
PMZ_0043245-RA	SINLEJ015906
PMZ_0043246-RA	SINLEJ015905
PMZ_0043247-RA	SINLEJ015904
PMZ_0043248-RA	SINLEJ015903
PMZ_0043250-RA	SINLEJ015884
PMZ_0043251-RA	SINLEJ015877
PMZ_0043252-RA	SINLEJ015876
PMZ_0043253-RA	SINLEJ015875
PMZ_0043255-RA	SINLEJ015871
PMZ_0043256-RA	SINLEJ015870
PMZ_0043257-RA	SINLEJ010760
PMZ_0043259-RA	SINLEJ010746
PMZ_0043261-RA	SINLEJ010740
PMZ_0043262-RA	SINLEJ010739
PMZ_0043264-RA	SINLEJ010738
PMZ_0043265-RA	SINLEJ010708
PMZ_0043266-RA	SINLEJ010735
PMZ_0043268-RA	SINLEJ010733
PMZ_0043269-RA	SINLEJ010732
PMZ_0043271-RA	SINLEJ010728
PMZ_0043275-RA	SINLEJ010721
PMZ_0043278-RA	SINLEJ010712
PMZ_0043280-RA	SINLEJ009156
PMZ_0043281-RA	SINLEJ009154
PMZ_0043283-RA	SINLEJ009153
PMZ_0043284-RA	SINLEJ009148
PMZ_0043285-RA	SINLEJ009147
PMZ_0043286-RA	SINLEJ009146
PMZ_0043287-RA	SINLEJ009143
PMZ_0043288-RA	SINLEJ009142
PMZ_0043289-RA	SINLEJ009141
PMZ_0043290-RA	SINLEJ009138
PMZ_0043291-RA	SINLEJ009137
PMZ_0043293-RA	SINLEJ009136
PMZ_0043295-RA	SINLEJ005297
PMZ_0043297-RA	SINLEJ009132
PMZ_0043298-RA	SINLEJ009131
PMZ_0043299-RA	SINLEJ009129
PMZ_0043300-RA	SINLEJ009127
PMZ_0043301-RA	SINLEJ009126
PMZ_0043303-RA	SINLEJ009123
PMZ_0043304-RA	SINLEJ009122
PMZ_0043305-RA	SINLEJ009121
PMZ_0043306-RA	SINLEJ009119
PMZ_0043307-RA	SINLEJ009117
PMZ_0043308-RA	SINLEJ018815
PMZ_0043310-RA	SINLEJ009115
PMZ_0043311-RA	SINLEJ009108
PMZ_0043312-RA	SINLEJ009093
PMZ_0043314-RA	SINLEJ009088
PMZ_0043316-RA	SINLEJ009087
PMZ_0043317-RA	SINLEJ009067
PMZ_0043319-RA	SINLEJ009064
PMZ_0043321-RA	SINLEJ009056
PMZ_0043325-RA	SINLEJ009051
PMZ_0043328-RA	SINLEJ009049
PMZ_0043329-RA	SINLEJ009048
PMZ_0043330-RA	SINLEJ009037
PMZ_0043332-RA	SINLEJ009034
PMZ_0043335-RA	SINLEJ009031
PMZ_0043336-RA	SINLEJ009029
PMZ_0043338-RA	SINLEJ009025
PMZ_0043341-RA	SINLEJ004699
PMZ_0043342-RA	SINLEJ009019
PMZ_0043346-RA	SINLEJ009004
PMZ_0043347-RA	SINLEJ009001
PMZ_0043348-RA	SINLEJ009000
PMZ_0043352-RA	SINLEJ008989
PMZ_0043353-RA	SINLEJ008979
PMZ_0043355-RA	SINLEJ008977
PMZ_0043356-RA	SINLEJ008976
PMZ_0043357-RA	SINLEJ008975
PMZ_0043358-RA	SINLEJ005223
PMZ_0043359-RA	SINLEJ014718
PMZ_0043361-RA	SINLEJ015479
PMZ_0043362-RA	SINLEJ008970
PMZ_0043363-RA	SINLEJ008969
PMZ_0043364-RA	SINLEJ008963
PMZ_0043365-RA	SINLEJ006926
PMZ_0043366-RA	SINLEJ008949
PMZ_0043368-RA	SINLEJ005267
PMZ_0043370-RA	SINLEJ008941
PMZ_0043371-RA	SINLEJ008939
PMZ_0043372-RA	SINLEJ008938
PMZ_0043374-RA	SINLEJ008936
PMZ_0043376-RA	SINLEJ008935
PMZ_0043378-RA	SINLEJ008934
PMZ_0043380-RA	SINLEJ008933
PMZ_0043383-RA	SINLEJ006646
PMZ_0043384-RA	SINLEJ006641
PMZ_0043385-RA	SINLEJ006639
PMZ_0043389-RA	SINLEJ006636
PMZ_0043392-RA	SINLEJ006631
PMZ_0043393-RA	SINLEJ006630
PMZ_0043395-RA	SINLEJ006627
PMZ_0043397-RA	SINLEJ006621
PMZ_0043402-RA	SINLEJ006619
PMZ_0043404-RA	SINLEJ006610
PMZ_0043409-RA	SINLEJ006586
PMZ_0043410-RA	SINLEJ006583
PMZ_0043411-RA	SINLEJ006579
PMZ_0043412-RA	SINLEJ006557
PMZ_0043414-RA	SINLEJ006548
PMZ_0043415-RA	SINLEJ013633
PMZ_0043417-RA	SINLEJ006534
PMZ_0043418-RA	SINLEJ006528
PMZ_0043419-RA	SINLEJ006514
PMZ_0043420-RA	SINLEJ006513
PMZ_0043423-RA	SINLEJ006512
PMZ_0043427-RA	SINLEJ006502
PMZ_0043428-RA	SINLEJ006497
PMZ_0043430-RA	SINLEJ006496
PMZ_0043431-RA	SINLEJ006492
PMZ_0043433-RA	SINLEJ006483
PMZ_0043434-RA	SINLEJ006481
PMZ_0043435-RA	SINLEJ006478
PMZ_0043437-RA	SINLEJ006476
PMZ_0043438-RA	SINLEJ006473
PMZ_0043439-RA	SINLEJ006470
PMZ_0043440-RA	SINLEJ006468
PMZ_0043441-RA	SINLEJ006467
PMZ_0043442-RA	SINLEJ006447
PMZ_0043444-RA	SINLEJ006445
PMZ_0043445-RA	SINLEJ006444
PMZ_0043446-RA	SINLEJ018706
PMZ_0043447-RA	SINLEJ018051
PMZ_0043448-RA	SINLEJ018049
PMZ_0043449-RA	SINLEJ006436
PMZ_0043450-RA	SINLEJ006439
PMZ_0043451-RA	SINLEJ006440
PMZ_0043453-RA	SINLEJ006411
PMZ_0043454-RA	SINLEJ006409
PMZ_0043455-RA	SINLEJ006408
PMZ_0043456-RA	SINLEJ006406
PMZ_0043457-RA	SINLEJ006402
PMZ_0043458-RA	SINLEJ006401
PMZ_0043459-RA	SINLEJ006399
PMZ_0043460-RA	SINLEJ010293
PMZ_0043461-RA	SINLEJ010297
PMZ_0043462-RA	SINLEJ010299
PMZ_0043463-RA	SINLEJ010300
PMZ_0043464-RA	SINLEJ010301
PMZ_0043465-RA	SINLEJ010302
PMZ_0043468-RA	SINLEJ010305
PMZ_0043469-RA	SINLEJ010306
PMZ_0043472-RA	SINLEJ010309
PMZ_0043474-RA	SINLEJ010313
PMZ_0043475-RA	SINLEJ010314
PMZ_0043476-RA	SINLEJ010315
PMZ_0043478-RA	SINLEJ010318
PMZ_0043480-RA	SINLEJ010319
PMZ_0043481-RA	SINLEJ010325
PMZ_0043483-RA	SINLEJ016495
PMZ_0043484-RA	SINLEJ016756
PMZ_0043485-RA	SINLEJ016751
PMZ_0043488-RA	SINLEJ016485
PMZ_0043489-RA	SINLEJ016481
PMZ_0043490-RA	SINLEJ016473
PMZ_0043492-RA	SINLEJ010343
PMZ_0043493-RA	SINLEJ010345
PMZ_0043494-RA	SINLEJ010352
PMZ_0043495-RA	SINLEJ010353
PMZ_0043500-RA	SINLEJ010361
PMZ_0043501-RA	SINLEJ010367
PMZ_0043502-RA	SINLEJ010368
PMZ_0043503-RA	SINLEJ010372
PMZ_0043504-RA	SINLEJ010373
PMZ_0043505-RA	SINLEJ010374
PMZ_0043506-RA	SINLEJ010375
PMZ_0043507-RA	SINLEJ010381
PMZ_0043511-RA	SINLEJ010397
PMZ_0043512-RA	SINLEJ010400
PMZ_0043516-RA	SINLEJ010406
PMZ_0043517-RA	SINLEJ010407
PMZ_0043518-RA	SINLEJ010408
PMZ_0043519-RA	SINLEJ010411
PMZ_0043520-RA	SINLEJ010412
