ENSP00000000412	PMZ_0044679-RA
ENSP00000412292	PMZ_0043875-RA
ENSP00000412292	PMZ_0045109-RA
ENSP00000412324	PMZ_0026512-RA
ENSP00000412365	PMZ_0042342-RA
ENSP00000412365	PMZ_0037597-RA
ENSP00000412388	PMZ_0045720-RA
ENSP00000412524	PMZ_0002577-RA
ENSP00000412566	PMZ_0045632-RA
ENSP00000412698	PMZ_0042915-RA
ENSP00000412733	PMZ_0020288-RA
ENSP00000412733	PMZ_0047651-RA
ENSP00000412788	PMZ_0009382-RA
ENSP00000412886	PMZ_0027984-RA
ENSP00000412886	PMZ_0023311-RA
ENSP00000412922	PMZ_0014926-RA
ENSP00000412940	PMZ_0043899-RA
ENSP00000412940	PMZ_0030956-RA
ENSP00000413035	PMZ_0032518-RA
ENSP00000413064	PMZ_0041574-RA
ENSP00000413073	PMZ_0046476-RA
ENSP00000413074	PMZ_0017900-RA
ENSP00000413133	PMZ_0046238-RA
ENSP00000413133	PMZ_0046239-RA
ENSP00000413196	PMZ_0020313-RA
ENSP00000413234	PMZ_0007986-RA
ENSP00000413234	PMZ_0030966-RA
ENSP00000413241	PMZ_0046271-RA
ENSP00000413241	PMZ_0028977-RA
ENSP00000413418	PMZ_0046425-RA
ENSP00000413436	PMZ_0019860-RA
ENSP00000413445	PMZ_0028083-RA
ENSP00000413483	PMZ_0041818-RA
ENSP00000413483	PMZ_0002936-RA
ENSP00000413520	PMZ_0032946-RA
ENSP00000413520	PMZ_0026544-RA
ENSP00000413572	PMZ_0033910-RA
ENSP00000413575	PMZ_0041431-RA
ENSP00000413592	PMZ_0007253-RA
ENSP00000413592	PMZ_0007255-RA
ENSP00000413625	PMZ_0019126-RA
ENSP00000413625	PMZ_0021917-RA
ENSP00000413632	PMZ_0045000-RA
ENSP00000413632	PMZ_0044359-RA
ENSP00000413697	PMZ_0043284-RA
ENSP00000413720	PMZ_0032206-RA
ENSP00000413908	PMZ_0003686-RA
ENSP00000413908	PMZ_0047595-RA
ENSP00000413929	PMZ_0020290-RA
ENSP00000413929	PMZ_0040735-RA
ENSP00000413937	PMZ_0041899-RA
ENSP00000414002	PMZ_0033635-RA
ENSP00000414002	PMZ_0047023-RA
ENSP00000414066	PMZ_0038782-RA
ENSP00000414147	PMZ_0040147-RA
ENSP00000414147	PMZ_0048013-RA
ENSP00000414237	PMZ_0036368-RA
ENSP00000414287	PMZ_0048123-RA
ENSP00000414321	PMZ_0043446-RA
ENSP00000414334	PMZ_0042243-RA
ENSP00000414351	PMZ_0030320-RA
ENSP00000414398	PMZ_0013931-RA
ENSP00000414415	PMZ_0009055-RA
ENSP00000414415	PMZ_0007535-RA
ENSP00000414516	PMZ_0048764-RA
ENSP00000414558	PMZ_0018613-RA
ENSP00000414670	PMZ_0034076-RA
ENSP00000414721	PMZ_0029832-RA
ENSP00000414750	PMZ_0018661-RA
ENSP00000414774	PMZ_0010534-RA
ENSP00000414786	PMZ_0043796-RA
ENSP00000414786	PMZ_0036858-RA
ENSP00000414851	PMZ_0040643-RA
ENSP00000414904	PMZ_0004706-RA
ENSP00000414906	PMZ_0002027-RA
ENSP00000414982	PMZ_0017042-RA
ENSP00000414982	PMZ_0017041-RA
ENSP00000415070	PMZ_0048342-RA
ENSP00000415078	PMZ_0020771-RA
ENSP00000415115	PMZ_0015830-RA
ENSP00000415115	PMZ_0038845-RA
ENSP00000415151	PMZ_0029038-RA
ENSP00000415151	PMZ_0042251-RA
ENSP00000415183	PMZ_0027032-RA
ENSP00000415183	PMZ_0030017-RA
ENSP00000415200	PMZ_0035164-RA
ENSP00000415203	PMZ_0042062-RA
ENSP00000415243	PMZ_0018131-RA
ENSP00000415299	PMZ_0012093-RA
ENSP00000415332	PMZ_0027818-RA
ENSP00000415430	PMZ_0002060-RA
ENSP00000415433	PMZ_0003890-RA
ENSP00000415433	PMZ_0036694-RA
ENSP00000415434	PMZ_0022591-RA
ENSP00000415436	PMZ_0045832-RA
ENSP00000415436	PMZ_0031743-RA
ENSP00000415454	PMZ_0016093-RA
ENSP00000415454	PMZ_0034587-RA
ENSP00000415528	PMZ_0027108-RA
ENSP00000415556	PMZ_0042223-RA
ENSP00000415556	PMZ_0036619-RA
ENSP00000415579	PMZ_0000126-RA
ENSP00000415579	PMZ_0000160-RA
ENSP00000415662	PMZ_0036822-RA
ENSP00000415769	PMZ_0035620-RA
ENSP00000415786	PMZ_0045275-RA
ENSP00000415885	PMZ_0011540-RA
ENSP00000415899	PMZ_0027002-RA
ENSP00000415968	PMZ_0028000-RA
ENSP00000415968	PMZ_0034064-RA
ENSP00000415998	PMZ_0041344-RA
ENSP00000415998	PMZ_0041853-RA
ENSP00000416015	PMZ_0026669-RA
ENSP00000416015	PMZ_0017083-RA
ENSP00000416037	PMZ_0026751-RA
ENSP00000416050	PMZ_0000998-RA
ENSP00000416097	PMZ_0044728-RA
ENSP00000416146	PMZ_0044003-RA
ENSP00000416146	PMZ_0011768-RA
ENSP00000416154	PMZ_0022548-RA
ENSP00000416154	PMZ_0032443-RA
ENSP00000416168	PMZ_0034340-RA
ENSP00000416168	PMZ_0033997-RA
ENSP00000416193	PMZ_0037740-RA
ENSP00000416193	PMZ_0048482-RA
ENSP00000416250	PMZ_0020186-RA
ENSP00000416255	PMZ_0002847-RA
ENSP00000416263	PMZ_0041869-RA
ENSP00000416290	PMZ_0025021-RA
ENSP00000416293	PMZ_0034079-RA
ENSP00000416293	PMZ_0037650-RA
ENSP00000416330	PMZ_0042893-RA
ENSP00000416330	PMZ_0043114-RA
ENSP00000416341	PMZ_0001652-RA
ENSP00000416341	PMZ_0048301-RA
ENSP00000416418	PMZ_0010510-RA
ENSP00000416508	PMZ_0030716-RA
ENSP00000416515	PMZ_0003514-RA
ENSP00000416523	PMZ_0020145-RA
ENSP00000416523	PMZ_0035124-RA
ENSP00000416558	PMZ_0035313-RA
ENSP00000416558	PMZ_0044935-RA
ENSP00000416561	PMZ_0048279-RA
ENSP00000416561	PMZ_0023145-RA
ENSP00000416583	PMZ_0010856-RA
ENSP00000416606	PMZ_0010491-RA
ENSP00000416606	PMZ_0029445-RA
ENSP00000416658	PMZ_0048104-RA
ENSP00000416673	PMZ_0047882-RA
ENSP00000416683	PMZ_0036547-RA
ENSP00000416683	PMZ_0038135-RA
ENSP00000416696	PMZ_0032580-RA
ENSP00000416707	PMZ_0001702-RA
ENSP00000416707	PMZ_0043746-RA
ENSP00000416739	PMZ_0001535-RA
ENSP00000416750	PMZ_0041892-RA
ENSP00000416750	PMZ_0029542-RA
ENSP00000416787	PMZ_0011426-RA
ENSP00000416797	PMZ_0029752-RA
ENSP00000416799	PMZ_0033107-RA
ENSP00000416892	PMZ_0041298-RA
ENSP00000416959	PMZ_0020712-RA
ENSP00000417003	PMZ_0040564-RA
ENSP00000417038	PMZ_0027011-RA
ENSP00000417050	PMZ_0039192-RA
ENSP00000417052	PMZ_0008490-RA
ENSP00000417061	PMZ_0026744-RA
ENSP00000417078	PMZ_0044774-RA
ENSP00000417085	PMZ_0040641-RA
ENSP00000417085	PMZ_0031575-RA
ENSP00000417132	PMZ_0008095-RA
ENSP00000417147	PMZ_0022971-RA
ENSP00000417161	PMZ_0043172-RA
ENSP00000417175	PMZ_0044083-RA
ENSP00000417183	PMZ_0043952-RA
ENSP00000417183	PMZ_0045214-RA
ENSP00000417190	PMZ_0043285-RA
ENSP00000417207	PMZ_0031814-RA
ENSP00000417207	PMZ_0035822-RA
ENSP00000417214	PMZ_0015101-RA
ENSP00000417214	PMZ_0035080-RA
ENSP00000417222	PMZ_0037739-RA
ENSP00000417222	PMZ_0037408-RA
ENSP00000417229	PMZ_0033437-RA
ENSP00000417235	PMZ_0029609-RA
ENSP00000417235	PMZ_0045165-RA
ENSP00000417257	PMZ_0034775-RA
ENSP00000417257	PMZ_0040423-RA
ENSP00000417281	PMZ_0040035-RA
ENSP00000417281	PMZ_0033694-RA
ENSP00000417310	PMZ_0010848-RA
ENSP00000417310	PMZ_0032365-RA
ENSP00000417335	PMZ_0040196-RA
ENSP00000417335	PMZ_0040195-RA
ENSP00000417354	PMZ_0031206-RA
ENSP00000417354	PMZ_0039091-RA
ENSP00000417378	PMZ_0031101-RA
ENSP00000417401	PMZ_0026502-RA
ENSP00000417492	PMZ_0035695-RA
ENSP00000417492	PMZ_0044137-RA
ENSP00000417498	PMZ_0022051-RA
ENSP00000417498	PMZ_0002343-RA
ENSP00000417509	PMZ_0021333-RA
ENSP00000417509	PMZ_0048245-RA
ENSP00000417573	PMZ_0047050-RA
ENSP00000417573	PMZ_0009100-RA
ENSP00000417581	PMZ_0013211-RA
ENSP00000417583	PMZ_0037580-RA
ENSP00000417602	PMZ_0015918-RA
ENSP00000417602	PMZ_0045065-RA
ENSP00000417638	PMZ_0043116-RA
ENSP00000417653	PMZ_0041484-RA
ENSP00000417653	PMZ_0017341-RA
ENSP00000417656	PMZ_0037362-RA
ENSP00000417659	PMZ_0037625-RA
ENSP00000417659	PMZ_0031183-RA
ENSP00000417677	PMZ_0046174-RA
ENSP00000417686	PMZ_0030454-RA
ENSP00000417696	PMZ_0042668-RA
ENSP00000417748	PMZ_0047910-RA
ENSP00000417763	PMZ_0029248-RA
ENSP00000417769	PMZ_0019741-RA
ENSP00000417901	PMZ_0042563-RA
ENSP00000417901	PMZ_0007703-RA
ENSP00000417955	PMZ_0033689-RA
ENSP00000417955	PMZ_0042106-RA
ENSP00000417963	PMZ_0014237-RA
ENSP00000417963	PMZ_0049023-RA
ENSP00000417970	PMZ_0006622-RA
ENSP00000417980	PMZ_0007888-RA
ENSP00000417980	PMZ_0041118-RA
ENSP00000418001	PMZ_0030198-RA
ENSP00000418008	PMZ_0028936-RA
ENSP00000418070	PMZ_0038831-RA
ENSP00000418070	PMZ_0014388-RA
ENSP00000418081	PMZ_0014316-RA
ENSP00000418081	PMZ_0026020-RA
ENSP00000418082	PMZ_0036666-RA
ENSP00000418082	PMZ_0048700-RA
ENSP00000418086	PMZ_0046189-RA
ENSP00000418112	PMZ_0032606-RA
ENSP00000418112	PMZ_0032022-RA
ENSP00000418191	PMZ_0006371-RA
ENSP00000418194	PMZ_0011614-RA
ENSP00000418194	PMZ_0046581-RA
ENSP00000418210	PMZ_0004436-RA
ENSP00000418221	PMZ_0041265-RA
ENSP00000418268	PMZ_0004063-RA
ENSP00000418268	PMZ_0037591-RA
ENSP00000418287	PMZ_0015670-RA
ENSP00000418348	PMZ_0044998-RA
ENSP00000418379	PMZ_0046450-RA
ENSP00000418397	PMZ_0047123-RA
ENSP00000418397	PMZ_0043072-RA
ENSP00000418447	PMZ_0044294-RA
ENSP00000418525	PMZ_0000451-RA
ENSP00000418525	PMZ_0046577-RA
ENSP00000418529	PMZ_0045355-RA
ENSP00000418529	PMZ_0046349-RA
ENSP00000418563	PMZ_0046529-RA
ENSP00000418575	PMZ_0030779-RA
ENSP00000418593	PMZ_0002676-RA
ENSP00000418614	PMZ_0002008-RA
ENSP00000418614	PMZ_0002011-RA
ENSP00000418661	PMZ_0030281-RA
ENSP00000418663	PMZ_0034082-RA
ENSP00000418663	PMZ_0047386-RA
ENSP00000418693	PMZ_0041174-RA
ENSP00000418707	PMZ_0005298-RA
ENSP00000418707	PMZ_0012630-RA
ENSP00000418734	PMZ_0043892-RA
ENSP00000418735	PMZ_0045727-RA
ENSP00000418735	PMZ_0047206-RA
ENSP00000418744	PMZ_0044699-RA
ENSP00000418744	PMZ_0035559-RA
ENSP00000418748	PMZ_0027922-RA
ENSP00000418751	PMZ_0008858-RA
ENSP00000418754	PMZ_0043022-RA
ENSP00000418754	PMZ_0045917-RA
ENSP00000418770	PMZ_0044662-RA
ENSP00000418842	PMZ_0041319-RA
ENSP00000418868	PMZ_0045216-RA
ENSP00000418910	PMZ_0030054-RA
ENSP00000418960	PMZ_0018906-RA
ENSP00000418994	PMZ_0044470-RA
ENSP00000419000	PMZ_0034305-RA
ENSP00000419004	PMZ_0047115-RA
ENSP00000419005	PMZ_0018645-RA
ENSP00000419027	PMZ_0038254-RA
ENSP00000419027	PMZ_0038903-RA
ENSP00000419038	PMZ_0047904-RA
ENSP00000419045	PMZ_0006968-RA
ENSP00000419045	PMZ_0047871-RA
ENSP00000419081	PMZ_0033247-RA
ENSP00000419087	PMZ_0040929-RA
ENSP00000419088	PMZ_0045374-RA
ENSP00000419088	PMZ_0042883-RA
ENSP00000419101	PMZ_0035737-RA
ENSP00000419101	PMZ_0029293-RA
ENSP00000419117	PMZ_0018688-RA
ENSP00000419126	PMZ_0003403-RA
ENSP00000419153	PMZ_0031409-RA
ENSP00000419153	PMZ_0046886-RA
ENSP00000419185	PMZ_0043265-RA
ENSP00000419195	PMZ_0044402-RA
ENSP00000419195	PMZ_0037854-RA
ENSP00000419235	PMZ_0015409-RA
ENSP00000419235	PMZ_0045516-RA
ENSP00000419249	PMZ_0032161-RA
ENSP00000419266	PMZ_0034011-RA
ENSP00000419266	PMZ_0038203-RA
ENSP00000419279	PMZ_0015369-RA
ENSP00000419313	PMZ_0032705-RA
ENSP00000419313	PMZ_0035308-RA
ENSP00000419325	PMZ_0034385-RA
ENSP00000419361	PMZ_0043501-RA
ENSP00000419361	PMZ_0045641-RA
ENSP00000419370	PMZ_0010641-RA
ENSP00000419370	PMZ_0033584-RA
ENSP00000419371	PMZ_0005864-RA
ENSP00000419397	PMZ_0037364-RA
ENSP00000419397	PMZ_0047873-RA
ENSP00000419412	PMZ_0027033-RA
ENSP00000419412	PMZ_0026633-RA
ENSP00000419425	PMZ_0032675-RA
ENSP00000419425	PMZ_0047360-RA
ENSP00000419446	PMZ_0002624-RA
ENSP00000419446	PMZ_0046123-RA
ENSP00000419449	PMZ_0014127-RA
ENSP00000419449	PMZ_0041396-RA
ENSP00000419471	PMZ_0010673-RA
ENSP00000419471	PMZ_0036331-RA
ENSP00000419502	PMZ_0042788-RA
ENSP00000419542	PMZ_0048674-RA
ENSP00000419599	PMZ_0030435-RA
ENSP00000419628	PMZ_0004054-RA
ENSP00000419665	PMZ_0041947-RA
ENSP00000419692	PMZ_0042479-RA
ENSP00000419692	PMZ_0038438-RA
ENSP00000419712	PMZ_0032000-RA
ENSP00000419712	PMZ_0048222-RA
ENSP00000419740	PMZ_0043857-RA
ENSP00000419740	PMZ_0002428-RA
ENSP00000419765	PMZ_0044071-RA
ENSP00000419782	PMZ_0036117-RA
ENSP00000419782	PMZ_0048618-RA
ENSP00000419851	PMZ_0045914-RA
ENSP00000419879	PMZ_0002030-RA
ENSP00000419879	PMZ_0030153-RA
ENSP00000419923	PMZ_0030234-RA
ENSP00000419952	PMZ_0033228-RA
ENSP00000419952	PMZ_0012760-RA
ENSP00000419970	PMZ_0026983-RA
ENSP00000419970	PMZ_0047102-RA
ENSP00000419974	PMZ_0030921-RA
ENSP00000419974	PMZ_0036494-RA
ENSP00000419975	PMZ_0040303-RA
ENSP00000420037	PMZ_0033945-RA
ENSP00000420037	PMZ_0044653-RA
ENSP00000420040	PMZ_0042462-RA
ENSP00000420040	PMZ_0042460-RA
ENSP00000420065	PMZ_0021326-RA
ENSP00000420075	PMZ_0030458-RA
ENSP00000420075	PMZ_0019778-RA
ENSP00000420091	PMZ_0034954-RA
ENSP00000420127	PMZ_0036648-RA
ENSP00000420161	PMZ_0038994-RA
ENSP00000420194	PMZ_0045579-RA
ENSP00000420194	PMZ_0027373-RA
ENSP00000420200	PMZ_0031727-RA
ENSP00000420213	PMZ_0007283-RA
ENSP00000420213	PMZ_0043981-RA
ENSP00000420267	PMZ_0038983-RA
ENSP00000420294	PMZ_0032966-RA
ENSP00000420294	PMZ_0030572-RA
ENSP00000420295	PMZ_0026206-RA
ENSP00000420306	PMZ_0017912-RA
ENSP00000420311	PMZ_0040347-RA
ENSP00000420315	PMZ_0037898-RA
ENSP00000420315	PMZ_0010301-RA
ENSP00000420321	PMZ_0034986-RA
ENSP00000420321	PMZ_0037537-RA
ENSP00000420333	PMZ_0014147-RA
ENSP00000420357	PMZ_0045372-RA
ENSP00000420357	PMZ_0046969-RA
ENSP00000420384	PMZ_0006937-RA
ENSP00000420418	PMZ_0036962-RA
ENSP00000420443	PMZ_0028793-RA
ENSP00000420465	PMZ_0042368-RA
ENSP00000420484	PMZ_0029408-RA
ENSP00000420514	PMZ_0040594-RA
ENSP00000420608	PMZ_0048867-RA
ENSP00000420608	PMZ_0036836-RA
ENSP00000420612	PMZ_0044694-RA
ENSP00000420612	PMZ_0032247-RA
ENSP00000420659	PMZ_0027849-RA
ENSP00000420659	PMZ_0002284-RA
ENSP00000420682	PMZ_0035107-RA
ENSP00000420682	PMZ_0036420-RA
ENSP00000420714	PMZ_0008427-RA
ENSP00000420736	PMZ_0045206-RA
ENSP00000420736	PMZ_0042137-RA
ENSP00000420849	PMZ_0040411-RA
ENSP00000420849	PMZ_0038759-RA
ENSP00000420863	PMZ_0026244-RA
ENSP00000420863	PMZ_0032852-RA
ENSP00000420914	PMZ_0008676-RA
ENSP00000420927	PMZ_0043472-RA
ENSP00000420939	PMZ_0043932-RA
ENSP00000420939	PMZ_0046191-RA
ENSP00000421180	PMZ_0031958-RA
ENSP00000421191	PMZ_0046332-RA
ENSP00000421191	PMZ_0013686-RA
ENSP00000421246	PMZ_0038554-RA
ENSP00000421280	PMZ_0048127-RA
ENSP00000421280	PMZ_0028918-RA
ENSP00000421377	PMZ_0044546-RA
ENSP00000421377	PMZ_0044544-RA
ENSP00000421380	PMZ_0040554-RA
ENSP00000421405	PMZ_0028926-RA
ENSP00000421491	PMZ_0040472-RA
ENSP00000421544	PMZ_0000838-RA
ENSP00000421566	PMZ_0032486-RA
ENSP00000421566	PMZ_0046941-RA
ENSP00000421592	PMZ_0032995-RA
ENSP00000421689	PMZ_0041464-RA
ENSP00000421705	PMZ_0043828-RA
ENSP00000421705	PMZ_0037474-RA
ENSP00000421799	PMZ_0048275-RA
ENSP00000421799	PMZ_0048261-RA
ENSP00000421828	PMZ_0033362-RA
ENSP00000421828	PMZ_0033363-RA
ENSP00000421842	PMZ_0040191-RA
ENSP00000421917	PMZ_0047187-RA
ENSP00000421917	PMZ_0047113-RA
ENSP00000421922	PMZ_0045354-RA
ENSP00000421981	PMZ_0015894-RA
ENSP00000421985	PMZ_0004608-RA
ENSP00000421986	PMZ_0032036-RA
ENSP00000422037	PMZ_0008452-RA
ENSP00000422037	PMZ_0042812-RA
ENSP00000422067	PMZ_0016788-RA
ENSP00000422168	PMZ_0042532-RA
ENSP00000422168	PMZ_0044398-RA
ENSP00000422185	PMZ_0027515-RA
ENSP00000422245	PMZ_0035113-RA
ENSP00000422338	PMZ_0043503-RA
ENSP00000422354	PMZ_0043084-RA
ENSP00000422392	PMZ_0040380-RA
ENSP00000422464	PMZ_0043096-RA
ENSP00000422464	PMZ_0048705-RA
ENSP00000422473	PMZ_0030258-RA
ENSP00000422496	PMZ_0044383-RA
ENSP00000422496	PMZ_0044382-RA
ENSP00000422533	PMZ_0048240-RA
ENSP00000422533	PMZ_0036601-RA
ENSP00000422554	PMZ_0032998-RA
ENSP00000422591	PMZ_0023928-RA
ENSP00000422591	PMZ_0023116-RA
ENSP00000422607	PMZ_0006963-RA
ENSP00000422607	PMZ_0009009-RA
ENSP00000422621	PMZ_0048523-RA
ENSP00000422626	PMZ_0046203-RA
ENSP00000422753	PMZ_0020721-RA
ENSP00000422753	PMZ_0038895-RA
ENSP00000422907	PMZ_0049029-RA
ENSP00000422941	PMZ_0045787-RA
ENSP00000423067	PMZ_0043353-RA
ENSP00000423067	PMZ_0027673-RA
ENSP00000423313	PMZ_0043118-RA
ENSP00000423313	PMZ_0043120-RA
ENSP00000423366	PMZ_0028870-RA
ENSP00000423390	PMZ_0040842-RA
ENSP00000423399	PMZ_0044072-RA
ENSP00000423541	PMZ_0041742-RA
ENSP00000423541	PMZ_0034793-RA
ENSP00000423563	PMZ_0033542-RA
ENSP00000423563	PMZ_0002023-RA
ENSP00000423567	PMZ_0034451-RA
ENSP00000423600	PMZ_0006241-RA
ENSP00000423602	PMZ_0044705-RA
ENSP00000423602	PMZ_0034000-RA
ENSP00000423630	PMZ_0020749-RA
ENSP00000423630	PMZ_0040285-RA
ENSP00000423812	PMZ_0046456-RA
ENSP00000423812	PMZ_0017370-RA
ENSP00000423881	PMZ_0026771-RA
ENSP00000423897	PMZ_0028245-RA
ENSP00000423917	PMZ_0044301-RA
ENSP00000423917	PMZ_0044300-RA
ENSP00000423933	PMZ_0027275-RA
ENSP00000423995	PMZ_0042891-RA
ENSP00000423995	PMZ_0042892-RA
ENSP00000424048	PMZ_0036826-RA
ENSP00000424048	PMZ_0000776-RA
ENSP00000424123	PMZ_0033905-RA
ENSP00000424126	PMZ_0043253-RA
ENSP00000424126	PMZ_0043254-RA
ENSP00000424183	PMZ_0044296-RA
ENSP00000424191	PMZ_0043517-RA
ENSP00000424198	PMZ_0030964-RA
ENSP00000424226	PMZ_0018375-RA
ENSP00000424226	PMZ_0037142-RA
ENSP00000424243	PMZ_0001384-RA
ENSP00000424243	PMZ_0041019-RA
ENSP00000424307	PMZ_0029334-RA
ENSP00000424328	PMZ_0017899-RA
ENSP00000424381	PMZ_0034551-RA
ENSP00000424400	PMZ_0044886-RA
ENSP00000424400	PMZ_0044887-RA
ENSP00000424417	PMZ_0007861-RA
ENSP00000424417	PMZ_0032003-RA
ENSP00000424478	PMZ_0046579-RA
ENSP00000424544	PMZ_0035095-RA
ENSP00000424565	PMZ_0000839-RA
ENSP00000424565	PMZ_0047534-RA
ENSP00000424571	PMZ_0009955-RA
ENSP00000424571	PMZ_0026219-RA
ENSP00000424707	PMZ_0006403-RA
ENSP00000424734	PMZ_0039448-RA
ENSP00000424734	PMZ_0033920-RA
ENSP00000424737	PMZ_0040578-RA
ENSP00000424757	PMZ_0013288-RA
ENSP00000424757	PMZ_0040150-RA
ENSP00000424768	PMZ_0045851-RA
ENSP00000424870	PMZ_0046240-RA
ENSP00000424951	PMZ_0043619-RA
ENSP00000425040	PMZ_0013843-RA
ENSP00000425048	PMZ_0043228-RA
ENSP00000425048	PMZ_0043227-RA
ENSP00000425050	PMZ_0020912-RA
ENSP00000425092	PMZ_0026387-RA
ENSP00000425133	PMZ_0033459-RA
ENSP00000425487	PMZ_0048458-RA
ENSP00000425487	PMZ_0034824-RA
ENSP00000425556	PMZ_0047466-RA
ENSP00000425556	PMZ_0032992-RA
ENSP00000425561	PMZ_0044285-RA
ENSP00000425561	PMZ_0047790-RA
ENSP00000425587	PMZ_0030978-RA
ENSP00000425587	PMZ_0045635-RA
ENSP00000425634	PMZ_0040144-RA
ENSP00000425658	PMZ_0038263-RA
ENSP00000425658	PMZ_0041901-RA
ENSP00000425715	PMZ_0042453-RA
ENSP00000425809	PMZ_0033458-RA
ENSP00000425840	PMZ_0006396-RA
ENSP00000425864	PMZ_0038060-RA
ENSP00000425864	PMZ_0040659-RA
ENSP00000425979	PMZ_0046508-RA
ENSP00000425979	PMZ_0037838-RA
ENSP00000426070	PMZ_0032561-RA
ENSP00000426070	PMZ_0038636-RA
ENSP00000426103	PMZ_0027206-RA
ENSP00000426103	PMZ_0034377-RA
ENSP00000426119	PMZ_0035804-RA
ENSP00000426120	PMZ_0032554-RA
ENSP00000426120	PMZ_0036695-RA
ENSP00000426159	PMZ_0044056-RA
ENSP00000426167	PMZ_0044263-RA
ENSP00000426174	PMZ_0011246-RA
ENSP00000426191	PMZ_0044384-RA
ENSP00000426191	PMZ_0045013-RA
ENSP00000426255	PMZ_0032740-RA
ENSP00000426359	PMZ_0029039-RA
ENSP00000426359	PMZ_0038430-RA
ENSP00000426455	PMZ_0001237-RA
ENSP00000426568	PMZ_0042886-RA
ENSP00000426568	PMZ_0036783-RA
ENSP00000426613	PMZ_0043387-RA
ENSP00000426632	PMZ_0031512-RA
ENSP00000426632	PMZ_0043877-RA
ENSP00000426638	PMZ_0000487-RA
ENSP00000426741	PMZ_0032356-RA
ENSP00000426769	PMZ_0041455-RA
ENSP00000426809	PMZ_0027536-RA
ENSP00000426809	PMZ_0027444-RA
ENSP00000426909	PMZ_0044251-RA
ENSP00000426909	PMZ_0036464-RA
ENSP00000427108	PMZ_0043562-RA
ENSP00000427120	PMZ_0046055-RA
ENSP00000427120	PMZ_0045131-RA
ENSP00000427123	PMZ_0009640-RA
ENSP00000427123	PMZ_0040466-RA
ENSP00000427130	PMZ_0042759-RA
ENSP00000427130	PMZ_0034794-RA
ENSP00000427211	PMZ_0026842-RA
ENSP00000427211	PMZ_0019398-RA
ENSP00000427223	PMZ_0011701-RA
ENSP00000427262	PMZ_0007845-RA
ENSP00000427336	PMZ_0036729-RA
ENSP00000427336	PMZ_0042612-RA
ENSP00000427421	PMZ_0037929-RA
ENSP00000427421	PMZ_0043274-RA
ENSP00000427463	PMZ_0046695-RA
ENSP00000427514	PMZ_0034658-RA
ENSP00000427514	PMZ_0042288-RA
ENSP00000427550	PMZ_0044551-RA
ENSP00000427550	PMZ_0006636-RA
ENSP00000427555	PMZ_0046347-RA
ENSP00000427562	PMZ_0038938-RA
ENSP00000427562	PMZ_0042414-RA
ENSP00000427567	PMZ_0018229-RA
ENSP00000427687	PMZ_0002778-RA
ENSP00000427687	PMZ_0001624-RA
ENSP00000427695	PMZ_0030131-RA
ENSP00000427793	PMZ_0026987-RA
ENSP00000427793	PMZ_0033721-RA
ENSP00000427820	PMZ_0040833-RA
ENSP00000427882	PMZ_0040615-RA
ENSP00000427882	PMZ_0013043-RA
ENSP00000427900	PMZ_0028776-RA
ENSP00000427900	PMZ_0028777-RA
ENSP00000427926	PMZ_0028340-RA
ENSP00000427926	PMZ_0041485-RA
ENSP00000428019	PMZ_0033803-RA
ENSP00000428056	PMZ_0019405-RA
ENSP00000428056	PMZ_0040764-RA
ENSP00000428085	PMZ_0046146-RA
ENSP00000428205	PMZ_0026613-RA
ENSP00000428205	PMZ_0029177-RA
ENSP00000428209	PMZ_0042290-RA
ENSP00000428261	PMZ_0040349-RA
ENSP00000428261	PMZ_0045564-RA
ENSP00000428263	PMZ_0023449-RA
ENSP00000428280	PMZ_0027797-RA
ENSP00000428281	PMZ_0038541-RA
ENSP00000428334	PMZ_0043704-RA
ENSP00000428340	PMZ_0041071-RA
ENSP00000428340	PMZ_0031601-RA
ENSP00000428402	PMZ_0041090-RA
ENSP00000428417	PMZ_0026090-RA
ENSP00000428417	PMZ_0013567-RA
ENSP00000428518	PMZ_0041550-RA
ENSP00000428579	PMZ_0030463-RA
ENSP00000428579	PMZ_0041053-RA
ENSP00000428585	PMZ_0000191-RA
ENSP00000428646	PMZ_0033424-RA
ENSP00000428646	PMZ_0041481-RA
ENSP00000428756	PMZ_0026832-RA
ENSP00000428895	PMZ_0040819-RA
ENSP00000428968	PMZ_0009488-RA
ENSP00000428982	PMZ_0041175-RA
ENSP00000428994	PMZ_0039186-RA
ENSP00000428994	PMZ_0048903-RA
ENSP00000429015	PMZ_0013922-RA
ENSP00000429064	PMZ_0018783-RA
ENSP00000429065	PMZ_0022306-RA
ENSP00000429084	PMZ_0017793-RA
ENSP00000429084	PMZ_0041027-RA
ENSP00000429150	PMZ_0029347-RA
ENSP00000429150	PMZ_0031025-RA
ENSP00000429168	PMZ_0046621-RA
ENSP00000429200	PMZ_0042429-RA
ENSP00000429273	PMZ_0038353-RA
ENSP00000429273	PMZ_0033687-RA
ENSP00000429275	PMZ_0043928-RA
ENSP00000429374	PMZ_0041239-RA
ENSP00000429374	PMZ_0037751-RA
ENSP00000429430	PMZ_0037076-RA
ENSP00000429430	PMZ_0013420-RA
ENSP00000429562	PMZ_0030992-RA
ENSP00000429615	PMZ_0041490-RA
ENSP00000429633	PMZ_0040850-RA
ENSP00000429633	PMZ_0046152-RA
ENSP00000429744	PMZ_0036752-RA
