ENSPMAP00000002486	TriadP1002
ENSPMAP00000007422	TriadP59720
ENSPMAP00000000206	TriadP59720
ENSPMAP00000000697	TriadP59720
ENSPMAP00000006294	TriadP59721
ENSPMAP00000001535	TriadP59721
ENSPMAP00000004337	TriadP59722
ENSPMAP00000003360	TriadP59727
ENSPMAP00000005089	TriadP59729
ENSPMAP00000009669	TriadP59729
ENSPMAP00000009816	TriadP59730
ENSPMAP00000006920	TriadP59730
ENSPMAP00000007586	TriadP59731
ENSPMAP00000008168	TriadP59731
ENSPMAP00000009527	TriadP59732
ENSPMAP00000002928	TriadP59735
ENSPMAP00000004893	TriadP59739
ENSPMAP00000003323	TriadP59739
ENSPMAP00000004542	TriadP59741
ENSPMAP00000001782	TriadP59745
ENSPMAP00000001665	TriadP59745
ENSPMAP00000000345	TriadP59746
ENSPMAP00000008876	TriadP59753
ENSPMAP00000007630	TriadP59753
ENSPMAP00000008679	TriadP59756
ENSPMAP00000010593	TriadP59761
ENSPMAP00000009179	TriadP59762
ENSPMAP00000008356	TriadP59762
ENSPMAP00000008216	TriadP59764
ENSPMAP00000006495	TriadP59766
ENSPMAP00000003658	TriadP59767
ENSPMAP00000006505	TriadP59772
ENSPMAP00000006510	TriadP59772
ENSPMAP00000000260	TriadP59772
ENSPMAP00000004490	TriadP59776
ENSPMAP00000000257	TriadP59776
ENSPMAP00000001349	TriadP59777
ENSPMAP00000004482	TriadP59777
ENSPMAP00000000147	TriadP59778
ENSPMAP00000008448	TriadP59779
ENSPMAP00000010887	TriadP59780
ENSPMAP00000001392	TriadP59781
ENSPMAP00000000070	TriadP59782
ENSPMAP00000010884	TriadP59782
ENSPMAP00000007222	TriadP59786
ENSPMAP00000001454	TriadP59786
ENSPMAP00000002264	TriadP59787
ENSPMAP00000009858	TriadP59791
ENSPMAP00000002395	TriadP59792
ENSPMAP00000001417	TriadP59792
ENSPMAP00000003627	TriadP59792
ENSPMAP00000003334	TriadP59793
ENSPMAP00000002046	TriadP59794
ENSPMAP00000002942	TriadP59795
ENSPMAP00000005017	TriadP59797
ENSPMAP00000001871	TriadP59798
ENSPMAP00000006487	TriadP59799
ENSPMAP00000003229	TriadP59799
ENSPMAP00000000880	TriadP59800
ENSPMAP00000001974	TriadP59801
ENSPMAP00000004024	TriadP59801
ENSPMAP00000007672	TriadP59807
ENSPMAP00000008771	TriadP59815
ENSPMAP00000006363	TriadP59818
ENSPMAP00000005370	TriadP59818
ENSPMAP00000009465	TriadP59818
ENSPMAP00000008059	TriadP59819
ENSPMAP00000008723	TriadP59819
ENSPMAP00000000196	TriadP59819
ENSPMAP00000006563	TriadP59820
ENSPMAP00000000153	TriadP59822
ENSPMAP00000000716	TriadP59823
ENSPMAP00000001840	TriadP59823
ENSPMAP00000000408	TriadP59823
ENSPMAP00000005865	TriadP59828
ENSPMAP00000005661	TriadP59828
ENSPMAP00000008790	TriadP59828
ENSPMAP00000010690	TriadP59829
ENSPMAP00000009151	TriadP59832
ENSPMAP00000009423	TriadP59834
ENSPMAP00000001965	TriadP59840
ENSPMAP00000008500	TriadP59840
ENSPMAP00000006646	TriadP59843
ENSPMAP00000003673	TriadP59849
ENSPMAP00000007569	TriadP59850
ENSPMAP00000006644	TriadP59859
ENSPMAP00000002943	TriadP59859
ENSPMAP00000006946	TriadP59862
ENSPMAP00000004336	TriadP59862
ENSPMAP00000001764	TriadP59863
ENSPMAP00000001192	TriadP59864
ENSPMAP00000008843	TriadP59870
ENSPMAP00000000500	TriadP59874
ENSPMAP00000001849	TriadP59877
ENSPMAP00000000248	TriadP59878
ENSPMAP00000008267	TriadP59879
ENSPMAP00000003508	TriadP59883
ENSPMAP00000001216	TriadP59883
ENSPMAP00000002215	TriadP59886
ENSPMAP00000010443	TriadP59887
ENSPMAP00000010283	TriadP59888
ENSPMAP00000010026	TriadP59893
ENSPMAP00000002287	TriadP59895
ENSPMAP00000006051	TriadP59897
ENSPMAP00000002052	TriadP59899
ENSPMAP00000003827	TriadP59899
ENSPMAP00000008544	TriadP59902
ENSPMAP00000009136	TriadP59910
ENSPMAP00000008091	TriadP59917
ENSPMAP00000001823	TriadP59918
ENSPMAP00000009589	TriadP59925
ENSPMAP00000001359	TriadP59929
ENSPMAP00000000734	TriadP59929
ENSPMAP00000007588	TriadP59929
ENSPMAP00000005937	TriadP59929
ENSPMAP00000006136	TriadP59931
ENSPMAP00000010012	TriadP59932
ENSPMAP00000010938	TriadP59942
ENSPMAP00000008463	TriadP59950
ENSPMAP00000011334	TriadP59963
ENSPMAP00000001723	TriadP59967
ENSPMAP00000010573	TriadP59970
ENSPMAP00000004281	TriadP59976
ENSPMAP00000000232	TriadP59978
ENSPMAP00000007599	TriadP59978
ENSPMAP00000005166	TriadP59978
ENSPMAP00000010470	TriadP59978
ENSPMAP00000009554	TriadP59981
ENSPMAP00000006389	TriadP59982
ENSPMAP00000011049	TriadP59992
ENSPMAP00000011179	TriadP59992
ENSPMAP00000011180	TriadP59992
ENSPMAP00000011181	TriadP59992
ENSPMAP00000000125	TriadP60005
ENSPMAP00000001769	TriadP60005
ENSPMAP00000000904	TriadP60005
ENSPMAP00000005269	TriadP60005
ENSPMAP00000000700	TriadP60008
ENSPMAP00000001266	TriadP60013
ENSPMAP00000011121	TriadP60013
ENSPMAP00000007023	TriadP60016
ENSPMAP00000011155	TriadP60017
ENSPMAP00000009608	TriadP60019
ENSPMAP00000003731	TriadP60025
ENSPMAP00000005401	TriadP60032
ENSPMAP00000001118	TriadP60032
ENSPMAP00000009490	TriadP60032
ENSPMAP00000010746	TriadP60039
ENSPMAP00000000085	TriadP60039
ENSPMAP00000009633	TriadP60039
ENSPMAP00000010586	TriadP60041
ENSPMAP00000000410	TriadP60041
ENSPMAP00000001865	TriadP60043
ENSPMAP00000001554	TriadP60044
ENSPMAP00000007098	TriadP60045
ENSPMAP00000004565	TriadP60045
ENSPMAP00000008086	TriadP60047
ENSPMAP00000001829	TriadP60057
ENSPMAP00000004135	TriadP60059
ENSPMAP00000008384	TriadP60061
ENSPMAP00000011194	TriadP60062
ENSPMAP00000010188	TriadP60075
ENSPMAP00000010844	TriadP60075
ENSPMAP00000002758	TriadP60087
ENSPMAP00000001396	TriadP60096
ENSPMAP00000008651	TriadP60097
ENSPMAP00000010541	TriadP60097
ENSPMAP00000009160	TriadP60097
ENSPMAP00000000768	TriadP60097
ENSPMAP00000006621	TriadP60101
ENSPMAP00000002841	TriadP60107
ENSPMAP00000011332	TriadP60110
ENSPMAP00000011333	TriadP60110
ENSPMAP00000011302	TriadP60110
ENSPMAP00000008706	TriadP60111
ENSPMAP00000011162	TriadP60112
ENSPMAP00000005491	TriadP60112
ENSPMAP00000011080	TriadP60112
ENSPMAP00000010271	TriadP60112
ENSPMAP00000003884	TriadP60117
ENSPMAP00000008976	TriadP60117
ENSPMAP00000007170	TriadP60125
ENSPMAP00000006538	TriadP60150
ENSPMAP00000007074	TriadP60150
ENSPMAP00000001382	TriadP60150
ENSPMAP00000002261	TriadP60150
ENSPMAP00000001793	TriadP60151
ENSPMAP00000007735	TriadP60156
ENSPMAP00000009281	TriadP60158
ENSPMAP00000001610	TriadP60160
ENSPMAP00000001892	TriadP60167
ENSPMAP00000006764	TriadP60175
ENSPMAP00000005615	TriadP60175
ENSPMAP00000000224	TriadP60176
ENSPMAP00000001588	TriadP60178
ENSPMAP00000004471	TriadP60181
ENSPMAP00000010324	TriadP60185
ENSPMAP00000002199	TriadP60195
ENSPMAP00000010045	TriadP60197
ENSPMAP00000001800	TriadP60203
ENSPMAP00000010236	TriadP60207
ENSPMAP00000003383	TriadP60208
ENSPMAP00000006995	TriadP60208
ENSPMAP00000009456	TriadP60208
ENSPMAP00000004451	TriadP60208
ENSPMAP00000009810	TriadP60210
ENSPMAP00000001867	TriadP60215
ENSPMAP00000006388	TriadP60230
ENSPMAP00000002272	TriadP60235
ENSPMAP00000002615	TriadP60236
ENSPMAP00000001347	TriadP60236
ENSPMAP00000002123	TriadP60238
ENSPMAP00000005634	TriadP60242
ENSPMAP00000001067	TriadP60245
ENSPMAP00000003182	TriadP60245
ENSPMAP00000006340	TriadP60245
ENSPMAP00000006017	TriadP60245
ENSPMAP00000005558	TriadP60247
ENSPMAP00000007899	TriadP60250
ENSPMAP00000007123	TriadP60259
ENSPMAP00000005885	TriadP60259
ENSPMAP00000000464	TriadP60259
ENSPMAP00000009026	TriadP60260
ENSPMAP00000008881	TriadP60260
ENSPMAP00000009144	TriadP60261
ENSPMAP00000004596	TriadP60261
ENSPMAP00000006330	TriadP60265
ENSPMAP00000003417	TriadP60265
ENSPMAP00000000436	TriadP60265
ENSPMAP00000002838	TriadP60275
ENSPMAP00000007343	TriadP60275
ENSPMAP00000008807	TriadP60275
ENSPMAP00000003730	TriadP60280
ENSPMAP00000008189	TriadP60284
ENSPMAP00000008173	TriadP60284
ENSPMAP00000008162	TriadP60284
ENSPMAP00000008425	TriadP60284
ENSPMAP00000009438	TriadP60291
ENSPMAP00000002804	TriadP60291
ENSPMAP00000007934	TriadP60291
ENSPMAP00000004546	TriadP60291
ENSPMAP00000004102	TriadP60292
ENSPMAP00000005631	TriadP60293
ENSPMAP00000008756	TriadP60303
ENSPMAP00000009004	TriadP60313
ENSPMAP00000007434	TriadP60313
ENSPMAP00000002561	TriadP60314
ENSPMAP00000002466	TriadP60317
ENSPMAP00000003555	TriadP60318
ENSPMAP00000001434	TriadP60318
ENSPMAP00000001519	TriadP60323
ENSPMAP00000000505	TriadP60328
ENSPMAP00000007509	TriadP60337
ENSPMAP00000005084	TriadP60349
ENSPMAP00000008407	TriadP60354
ENSPMAP00000001078	TriadP60356
ENSPMAP00000006931	TriadP60357
ENSPMAP00000009115	TriadP60357
ENSPMAP00000001685	TriadP60361
ENSPMAP00000001039	TriadP60364
ENSPMAP00000010933	TriadP60365
ENSPMAP00000010936	TriadP60365
ENSPMAP00000010722	TriadP60366
ENSPMAP00000001270	TriadP60369
ENSPMAP00000000963	TriadP60369
ENSPMAP00000000487	TriadP60369
ENSPMAP00000008945	TriadP60369
ENSPMAP00000000300	TriadP60373
ENSPMAP00000006217	TriadP60375
ENSPMAP00000004132	TriadP60376
ENSPMAP00000003415	TriadP60383
ENSPMAP00000007740	TriadP60384
ENSPMAP00000003398	TriadP60386
ENSPMAP00000006320	TriadP60389
ENSPMAP00000003400	TriadP60390
ENSPMAP00000003765	TriadP60390
ENSPMAP00000008220	TriadP60392
ENSPMAP00000009754	TriadP60399
ENSPMAP00000000564	TriadP60400
ENSPMAP00000010637	TriadP60404
ENSPMAP00000001135	TriadP60424
ENSPMAP00000010745	TriadP60424
ENSPMAP00000008531	TriadP60424
ENSPMAP00000007441	TriadP60424
ENSPMAP00000006143	TriadP60429
ENSPMAP00000005057	TriadP60435
ENSPMAP00000002225	TriadP60440
ENSPMAP00000005142	TriadP60443
ENSPMAP00000002896	TriadP60444
ENSPMAP00000008120	TriadP60444
ENSPMAP00000000341	TriadP60461
ENSPMAP00000004807	TriadP60464
ENSPMAP00000008303	TriadP60469
ENSPMAP00000008562	TriadP60480
ENSPMAP00000000794	TriadP60480
ENSPMAP00000002243	TriadP60482
ENSPMAP00000005530	TriadP60482
ENSPMAP00000011100	TriadP60482
ENSPMAP00000000439	TriadP60482
ENSPMAP00000008981	TriadP60485
ENSPMAP00000000849	TriadP60487
ENSPMAP00000002003	TriadP60487
ENSPMAP00000004368	TriadP60487
ENSPMAP00000001779	TriadP60489
ENSPMAP00000000820	TriadP60496
ENSPMAP00000003258	TriadP60496
ENSPMAP00000004361	TriadP60496
ENSPMAP00000003027	TriadP60504
ENSPMAP00000005651	TriadP60504
ENSPMAP00000010224	TriadP60504
ENSPMAP00000009209	TriadP60504
ENSPMAP00000000772	TriadP60505
ENSPMAP00000005170	TriadP60507
ENSPMAP00000009408	TriadP60509
ENSPMAP00000002568	TriadP60509
ENSPMAP00000010248	TriadP60509
ENSPMAP00000006423	TriadP60526
ENSPMAP00000008044	TriadP60526
ENSPMAP00000010519	TriadP60529
ENSPMAP00000010497	TriadP60532
ENSPMAP00000006257	TriadP60534
ENSPMAP00000003565	TriadP60540
ENSPMAP00000001073	TriadP60548
ENSPMAP00000006749	TriadP60549
ENSPMAP00000007803	TriadP60568
ENSPMAP00000000342	TriadP60571
ENSPMAP00000003679	TriadP60571
ENSPMAP00000002057	TriadP60571
ENSPMAP00000006166	TriadP60571
ENSPMAP00000011429	TriadP60575
ENSPMAP00000004448	TriadP60579
ENSPMAP00000004610	TriadP60586
ENSPMAP00000003796	TriadP60587
ENSPMAP00000000012	TriadP60588
ENSPMAP00000007300	TriadP60588
ENSPMAP00000007266	TriadP60588
ENSPMAP00000007396	TriadP60588
ENSPMAP00000010067	TriadP60591
ENSPMAP00000005841	TriadP60595
ENSPMAP00000002138	TriadP60596
ENSPMAP00000007764	TriadP60596
ENSPMAP00000004911	TriadP60616
ENSPMAP00000002970	TriadP60616
ENSPMAP00000006074	TriadP60616
ENSPMAP00000005416	TriadP60627
ENSPMAP00000006612	TriadP60632
ENSPMAP00000008454	TriadP60637
ENSPMAP00000004579	TriadP60638
ENSPMAP00000006049	TriadP60638
ENSPMAP00000009743	TriadP60639
ENSPMAP00000001295	TriadP60639
ENSPMAP00000006420	TriadP60644
ENSPMAP00000005327	TriadP60644
ENSPMAP00000009406	TriadP60644
ENSPMAP00000003769	TriadP60644
ENSPMAP00000002103	TriadP60661
ENSPMAP00000001564	TriadP60668
ENSPMAP00000001048	TriadP60671
ENSPMAP00000009317	TriadP60685
ENSPMAP00000004120	TriadP60697
ENSPMAP00000006610	TriadP60697
ENSPMAP00000000845	TriadP60697
ENSPMAP00000005798	TriadP60706
ENSPMAP00000004651	TriadP60706
ENSPMAP00000011432	TriadP60707
ENSPMAP00000008801	TriadP60709
ENSPMAP00000001722	TriadP60710
ENSPMAP00000010984	TriadP60710
ENSPMAP00000004042	TriadP60710
ENSPMAP00000010461	TriadP60710
ENSPMAP00000006894	TriadP60719
ENSPMAP00000011068	TriadP60719
ENSPMAP00000010464	TriadP60721
ENSPMAP00000002604	TriadP60721
ENSPMAP00000009767	TriadP60727
ENSPMAP00000004924	TriadP60727
ENSPMAP00000005930	TriadP60734
ENSPMAP00000004790	TriadP60734
ENSPMAP00000010381	TriadP60734
ENSPMAP00000010379	TriadP60734
ENSPMAP00000003295	TriadP60746
ENSPMAP00000005868	TriadP60772
ENSPMAP00000000747	TriadP60773
ENSPMAP00000010110	TriadP60773
ENSPMAP00000005351	TriadP60774
ENSPMAP00000000351	TriadP60774
ENSPMAP00000000304	TriadP60775
ENSPMAP00000004119	TriadP60778
ENSPMAP00000011188	TriadP60778
ENSPMAP00000007137	TriadP60778
ENSPMAP00000010004	TriadP60778
ENSPMAP00000007578	TriadP60782
ENSPMAP00000002816	TriadP60782
ENSPMAP00000008996	TriadP60786
ENSPMAP00000003605	TriadP60787
ENSPMAP00000002890	TriadP60790
ENSPMAP00000008021	TriadP60794
ENSPMAP00000000479	TriadP60795
ENSPMAP00000006471	TriadP60795
ENSPMAP00000001451	TriadP60800
ENSPMAP00000007820	TriadP60803
ENSPMAP00000009594	TriadP60804
ENSPMAP00000007290	TriadP60804
ENSPMAP00000010663	TriadP60807
ENSPMAP00000001102	TriadP60813
ENSPMAP00000005911	TriadP60814
ENSPMAP00000009193	TriadP60814
ENSPMAP00000001526	TriadP60818
ENSPMAP00000001223	TriadP60832
ENSPMAP00000004702	TriadP60832
ENSPMAP00000000698	TriadP60832
ENSPMAP00000010376	TriadP60833
ENSPMAP00000002343	TriadP60833
ENSPMAP00000010057	TriadP60839
ENSPMAP00000008683	TriadP60842
ENSPMAP00000009788	TriadP60842
ENSPMAP00000002359	TriadP60842
ENSPMAP00000003040	TriadP60842
ENSPMAP00000009208	TriadP60851
ENSPMAP00000003256	TriadP60852
ENSPMAP00000004031	TriadP60854
ENSPMAP00000004899	TriadP60855
ENSPMAP00000010534	TriadP60856
ENSPMAP00000008554	TriadP60859
ENSPMAP00000008394	TriadP60867
ENSPMAP00000003918	TriadP60867
ENSPMAP00000005793	TriadP60868
ENSPMAP00000007020	TriadP60868
ENSPMAP00000002507	TriadP60891
ENSPMAP00000006569	TriadP60896
ENSPMAP00000003901	TriadP60897
ENSPMAP00000010176	TriadP60897
ENSPMAP00000004991	TriadP60897
ENSPMAP00000010643	TriadP60914
ENSPMAP00000000302	TriadP60939
ENSPMAP00000003103	TriadP60945
ENSPMAP00000002484	TriadP60947
ENSPMAP00000003672	TriadP60950
ENSPMAP00000000144	TriadP60963
ENSPMAP00000007966	TriadP60968
ENSPMAP00000007589	TriadP60969
ENSPMAP00000001404	TriadP60970
ENSPMAP00000006708	TriadP60972
ENSPMAP00000008832	TriadP60972
ENSPMAP00000008205	TriadP60972
ENSPMAP00000000480	TriadP60972
ENSPMAP00000005315	TriadP60973
ENSPMAP00000006307	TriadP60973
ENSPMAP00000004330	TriadP60973
ENSPMAP00000000468	TriadP60977
ENSPMAP00000007942	TriadP60978
ENSPMAP00000008673	TriadP60981
ENSPMAP00000006740	TriadP60985
ENSPMAP00000002675	TriadP60987
ENSPMAP00000004664	TriadP60987
ENSPMAP00000008008	TriadP60990
ENSPMAP00000008231	TriadP60991
ENSPMAP00000001251	TriadP60996
ENSPMAP00000008761	TriadP60996
ENSPMAP00000009207	TriadP60996
ENSPMAP00000001274	TriadP61006
ENSPMAP00000002403	TriadP61020
ENSPMAP00000009512	TriadP61025
ENSPMAP00000009511	TriadP61025
ENSPMAP00000003231	TriadP61027
ENSPMAP00000009786	TriadP61032
ENSPMAP00000006734	TriadP61037
ENSPMAP00000002394	TriadP61047
ENSPMAP00000009988	TriadP61052
ENSPMAP00000005747	TriadP61052
ENSPMAP00000000788	TriadP61052
ENSPMAP00000010281	TriadP61052
ENSPMAP00000010708	TriadP61053
ENSPMAP00000009533	TriadP61065
ENSPMAP00000001664	TriadP61074
ENSPMAP00000001090	TriadP61077
ENSPMAP00000001803	TriadP61081
ENSPMAP00000008590	TriadP61085
ENSPMAP00000001870	TriadP61090
ENSPMAP00000009022	TriadP61093
ENSPMAP00000010246	TriadP61095
ENSPMAP00000000254	TriadP61095
ENSPMAP00000009346	TriadP61095
ENSPMAP00000008276	TriadP61103
ENSPMAP00000005993	TriadP61123
ENSPMAP00000006120	TriadP61125
ENSPMAP00000007767	TriadP61125
ENSPMAP00000010616	TriadP61126
ENSPMAP00000000130	TriadP61126
ENSPMAP00000007139	TriadP61129
ENSPMAP00000002302	TriadP61133
ENSPMAP00000004455	TriadP61134
ENSPMAP00000004457	TriadP61134
ENSPMAP00000010422	TriadP61139
ENSPMAP00000005257	TriadP61139
ENSPMAP00000001056	TriadP61141
ENSPMAP00000009174	TriadP61162
ENSPMAP00000009286	TriadP61176
ENSPMAP00000010402	TriadP61187
ENSPMAP00000003849	TriadP61191
ENSPMAP00000008010	TriadP61191
ENSPMAP00000003741	TriadP61191
ENSPMAP00000007432	TriadP61193
ENSPMAP00000000938	TriadP61194
ENSPMAP00000002454	TriadP61197
ENSPMAP00000011051	TriadP61203
ENSPMAP00000005003	TriadP61211
ENSPMAP00000001201	TriadP61211
ENSPMAP00000009321	TriadP61212
ENSPMAP00000011228	TriadP61214
ENSPMAP00000011079	TriadP61214
ENSPMAP00000011231	TriadP61214
ENSPMAP00000010975	TriadP61214
ENSPMAP00000004278	TriadP61221
ENSPMAP00000009710	TriadP61221
ENSPMAP00000009866	TriadP61223
ENSPMAP00000004575	TriadP61223
ENSPMAP00000011341	TriadP61223
ENSPMAP00000004568	TriadP61224
ENSPMAP00000008321	TriadP61226
ENSPMAP00000008666	TriadP61235
ENSPMAP00000002575	TriadP61235
ENSPMAP00000000836	TriadP61235
ENSPMAP00000005444	TriadP61235
ENSPMAP00000008347	TriadP61236
ENSPMAP00000003160	TriadP61238
ENSPMAP00000001335	TriadP61244
ENSPMAP00000009787	TriadP61245
ENSPMAP00000010875	TriadP61248
ENSPMAP00000006658	TriadP61248
ENSPMAP00000000087	TriadP61248
ENSPMAP00000008458	TriadP61249
ENSPMAP00000005256	TriadP61253
ENSPMAP00000004284	TriadP61254
ENSPMAP00000004449	TriadP61254
ENSPMAP00000001784	TriadP61254
ENSPMAP00000010795	TriadP61254
ENSPMAP00000000915	TriadP61256
ENSPMAP00000011002	TriadP61257
ENSPMAP00000011004	TriadP61257
ENSPMAP00000010601	TriadP61261
ENSPMAP00000008218	TriadP61261
ENSPMAP00000001976	TriadP61263
ENSPMAP00000009032	TriadP61268
ENSPMAP00000002592	TriadP61268
ENSPMAP00000009099	TriadP61269
ENSPMAP00000008535	TriadP61269
ENSPMAP00000006192	TriadP61269
ENSPMAP00000002834	TriadP61279
ENSPMAP00000010189	TriadP61279
ENSPMAP00000002843	TriadP61279
ENSPMAP00000004543	TriadP61279
ENSPMAP00000002116	TriadP61281
ENSPMAP00000010614	TriadP61287
ENSPMAP00000001596	TriadP61287
ENSPMAP00000004748	TriadP61288
ENSPMAP00000009150	TriadP61289
ENSPMAP00000002538	TriadP61289
ENSPMAP00000003347	TriadP61295
ENSPMAP00000002563	TriadP61300
ENSPMAP00000000381	TriadP61304
ENSPMAP00000005647	TriadP61314
ENSPMAP00000009105	TriadP61315
ENSPMAP00000004533	TriadP61316
ENSPMAP00000000875	TriadP61318
ENSPMAP00000005918	TriadP61318
ENSPMAP00000006098	TriadP61318
ENSPMAP00000003859	TriadP61339
ENSPMAP00000001835	TriadP61339
ENSPMAP00000006497	TriadP61339
ENSPMAP00000007160	TriadP61341
ENSPMAP00000005248	TriadP61341
ENSPMAP00000000363	TriadP61342
ENSPMAP00000007408	TriadP61348
ENSPMAP00000003790	TriadP61351
ENSPMAP00000006103	TriadP61352
ENSPMAP00000001069	TriadP61352
ENSPMAP00000004540	TriadP61354
ENSPMAP00000001652	TriadP61365
ENSPMAP00000008507	TriadP61370
ENSPMAP00000008158	TriadP61375
ENSPMAP00000010767	TriadP61380
ENSPMAP00000000970	TriadP61382
ENSPMAP00000000889	TriadP61388
ENSPMAP00000001901	TriadP61389
ENSPMAP00000005311	TriadP61393
ENSPMAP00000006397	TriadP61397
ENSPMAP00000010472	TriadP61412
ENSPMAP00000010865	TriadP61422
ENSPMAP00000010185	TriadP61424
ENSPMAP00000001203	TriadP61425
ENSPMAP00000004888	TriadP61425
ENSPMAP00000004492	TriadP61430
ENSPMAP00000009483	TriadP61433
ENSPMAP00000003409	TriadP61433
ENSPMAP00000001951	TriadP61434
ENSPMAP00000002579	TriadP61442
ENSPMAP00000007462	TriadP61442
ENSPMAP00000011342	TriadP61448
ENSPMAP00000004131	TriadP61456
ENSPMAP00000004981	TriadP61457
ENSPMAP00000004974	TriadP61457
ENSPMAP00000006966	TriadP61457
ENSPMAP00000004156	TriadP61457
ENSPMAP00000003275	TriadP61460
ENSPMAP00000009851	TriadP61461
ENSPMAP00000002742	TriadP61465
ENSPMAP00000003241	TriadP61465
ENSPMAP00000011178	TriadP61465
ENSPMAP00000010276	TriadP61466
ENSPMAP00000005123	TriadP61466
ENSPMAP00000003399	TriadP61471
ENSPMAP00000000496	TriadP61475
ENSPMAP00000007038	TriadP61488
ENSPMAP00000000705	TriadP61497
ENSPMAP00000005835	TriadP61500
ENSPMAP00000006720	TriadP61512
ENSPMAP00000005823	TriadP61512
ENSPMAP00000001907	TriadP61512
ENSPMAP00000008159	TriadP61512
ENSPMAP00000001908	TriadP61514
ENSPMAP00000001129	TriadP61517
ENSPMAP00000005174	TriadP61518
ENSPMAP00000005936	TriadP61521
ENSPMAP00000009047	TriadP61521
ENSPMAP00000008480	TriadP61525
ENSPMAP00000011391	TriadP61531
ENSPMAP00000011225	TriadP61534
ENSPMAP00000010923	TriadP61534
ENSPMAP00000010924	TriadP61534
ENSPMAP00000010918	TriadP61534
ENSPMAP00000003526	TriadP61535
ENSPMAP00000005027	TriadP61546
ENSPMAP00000010939	TriadP61546
ENSPMAP00000006218	TriadP61580
ENSPMAP00000002364	TriadP61581
ENSPMAP00000011025	TriadP61581
ENSPMAP00000005306	TriadP61581
ENSPMAP00000011075	TriadP61581
ENSPMAP00000009843	TriadP61586
ENSPMAP00000000969	TriadP61586
ENSPMAP00000001492	TriadP61586
ENSPMAP00000005508	TriadP61586
ENSPMAP00000006948	TriadP61592
ENSPMAP00000001523	TriadP61593
ENSPMAP00000004564	TriadP61598
ENSPMAP00000010647	TriadP61610
ENSPMAP00000007895	TriadP61616
ENSPMAP00000005714	TriadP61626
ENSPMAP00000003903	TriadP61629
ENSPMAP00000003376	TriadP61631
ENSPMAP00000006082	TriadP61645
ENSPMAP00000007971	TriadP61645
ENSPMAP00000003435	TriadP61645
ENSPMAP00000009639	TriadP61646
ENSPMAP00000010155	TriadP61654
ENSPMAP00000007873	TriadP61654
ENSPMAP00000003287	TriadP61654
ENSPMAP00000001748	TriadP61660
ENSPMAP00000002223	TriadP61662
ENSPMAP00000008751	TriadP61664
ENSPMAP00000005618	TriadP61672
ENSPMAP00000002671	TriadP61683
ENSPMAP00000005871	TriadP61696
ENSPMAP00000000019	TriadP61696
ENSPMAP00000006069	TriadP61697
ENSPMAP00000010226	TriadP61700
ENSPMAP00000004777	TriadP61706
ENSPMAP00000001411	TriadP61712
ENSPMAP00000010119	TriadP61714
ENSPMAP00000008377	TriadP61716
ENSPMAP00000000944	TriadP61716
ENSPMAP00000011272	TriadP61721
ENSPMAP00000011078	TriadP61721
ENSPMAP00000011271	TriadP61721
ENSPMAP00000011104	TriadP61721
ENSPMAP00000002611	TriadP61722
ENSPMAP00000011013	TriadP61722
ENSPMAP00000006203	TriadP61722
ENSPMAP00000001715	TriadP61722
ENSPMAP00000003532	TriadP61738
ENSPMAP00000001904	TriadP61750
ENSPMAP00000000277	TriadP61750
ENSPMAP00000009643	TriadP61750
ENSPMAP00000004163	TriadP61750
ENSPMAP00000004842	TriadP61755
ENSPMAP00000005992	TriadP61755
ENSPMAP00000004957	TriadP61756
ENSPMAP00000000133	TriadP61759
ENSPMAP00000001869	TriadP61761
ENSPMAP00000002387	TriadP61763
ENSPMAP00000009034	TriadP61768
ENSPMAP00000005020	TriadP61769
ENSPMAP00000001997	TriadP61773
ENSPMAP00000009909	TriadP61789
ENSPMAP00000007829	TriadP61797
ENSPMAP00000006964	TriadP61804
ENSPMAP00000008154	TriadP61805
ENSPMAP00000004319	TriadP61806
ENSPMAP00000005759	TriadP61808
ENSPMAP00000006517	TriadP61818
ENSPMAP00000000669	TriadP61823
ENSPMAP00000002084	TriadP61824
ENSPMAP00000003357	TriadP61832
ENSPMAP00000008848	TriadP61833
ENSPMAP00000001419	TriadP61833
ENSPMAP00000005524	TriadP61833
ENSPMAP00000007961	TriadP61833
ENSPMAP00000003214	TriadP61835
ENSPMAP00000006308	TriadP61835
ENSPMAP00000002198	TriadP61835
ENSPMAP00000007261	TriadP61837
ENSPMAP00000008851	TriadP61837
ENSPMAP00000010681	TriadP61837
ENSPMAP00000003467	TriadP61839
ENSPMAP00000003894	TriadP61842
ENSPMAP00000001557	TriadP61844
ENSPMAP00000000541	TriadP61846
ENSPMAP00000003315	TriadP61846
ENSPMAP00000003493	TriadP61846
ENSPMAP00000003402	TriadP61848
ENSPMAP00000000173	TriadP61848
ENSPMAP00000004956	TriadP61854
ENSPMAP00000005417	TriadP61854
ENSPMAP00000000534	TriadP61854
ENSPMAP00000002180	TriadP61854
ENSPMAP00000001659	TriadP61862
ENSPMAP00000004022	TriadP61865
ENSPMAP00000007059	TriadP61865
ENSPMAP00000008245	TriadP61874
ENSPMAP00000010696	TriadP61874
ENSPMAP00000010713	TriadP61874
ENSPMAP00000005251	TriadP61874
ENSPMAP00000007360	TriadP61881
ENSPMAP00000005372	TriadP61882
ENSPMAP00000002066	TriadP61882
