ENSGALP00000000003	SINLEJ012925
ENSGALP00000026436	SINLEJ008400
ENSGALP00000026438	SINLEJ013606
ENSGALP00000026442	SINLEJ008304
ENSGALP00000026442	SINLEJ008305
ENSGALP00000026443	SINLEJ008676
ENSGALP00000026443	SINLEJ008674
ENSGALP00000026448	SINLEJ018075
ENSGALP00000026448	SINLEJ018074
ENSGALP00000026458	SINLEJ010645
ENSGALP00000026458	SINLEJ015477
ENSGALP00000026465	SINLEJ006911
ENSGALP00000026465	SINLEJ015274
ENSGALP00000026466	SINLEJ010647
ENSGALP00000026466	SINLEJ015476
ENSGALP00000026474	SINLEJ015269
ENSGALP00000026474	SINLEJ006906
ENSGALP00000026476	SINLEJ005443
ENSGALP00000026476	SINLEJ006880
ENSGALP00000026477	SINLEJ015241
ENSGALP00000026477	SINLEJ006879
ENSGALP00000026487	SINLEJ006876
ENSGALP00000026487	SINLEJ015238
ENSGALP00000026488	SINLEJ008277
ENSGALP00000026488	SINLEJ008575
ENSGALP00000026490	SINLEJ009657
ENSGALP00000026490	SINLEJ008236
ENSGALP00000026495	SINLEJ008240
ENSGALP00000026501	SINLEJ008611
ENSGALP00000026506	SINLEJ008663
ENSGALP00000026506	SINLEJ008659
ENSGALP00000026509	SINLEJ002844
ENSGALP00000026511	SINLEJ006735
ENSGALP00000026514	SINLEJ005490
ENSGALP00000026514	SINLEJ008389
ENSGALP00000026515	SINLEJ008366
ENSGALP00000026515	SINLEJ008365
ENSGALP00000026518	SINLEJ006734
ENSGALP00000026521	SINLEJ009824
ENSGALP00000026523	SINLEJ009694
ENSGALP00000026523	SINLEJ008367
ENSGALP00000026526	SINLEJ015222
ENSGALP00000026526	SINLEJ006863
ENSGALP00000026531	SINLEJ002858
ENSGALP00000026537	SINLEJ009691
ENSGALP00000026538	SINLEJ015217
ENSGALP00000026539	SINLEJ008605
ENSGALP00000026539	SINLEJ009709
ENSGALP00000026544	SINLEJ009807
ENSGALP00000026550	SINLEJ008583
ENSGALP00000026550	SINLEJ008582
ENSGALP00000026552	SINLEJ006811
ENSGALP00000026552	SINLEJ006813
ENSGALP00000026557	SINLEJ008599
ENSGALP00000026557	SINLEJ006832
ENSGALP00000026558	SINLEJ008597
ENSGALP00000026558	SINLEJ008598
ENSGALP00000026565	SINLEJ009830
ENSGALP00000026566	SINLEJ009835
ENSGALP00000026567	SINLEJ009834
ENSGALP00000026576	SINLEJ016908
ENSGALP00000026579	SINLEJ005467
ENSGALP00000026581	SINLEJ018164
ENSGALP00000026581	SINLEJ015021
ENSGALP00000026583	SINLEJ017044
ENSGALP00000026588	SINLEJ015264
ENSGALP00000026588	SINLEJ006902
ENSGALP00000026595	SINLEJ008673
ENSGALP00000026599	SINLEJ017232
ENSGALP00000026600	SINLEJ008686
ENSGALP00000026600	SINLEJ008260
ENSGALP00000026603	SINLEJ014113
ENSGALP00000026607	SINLEJ008632
ENSGALP00000026608	SINLEJ010018
ENSGALP00000026611	SINLEJ000958
ENSGALP00000026614	SINLEJ014165
ENSGALP00000026614	SINLEJ014161
ENSGALP00000026615	SINLEJ002799
ENSGALP00000026615	SINLEJ002800
ENSGALP00000026624	SINLEJ014166
ENSGALP00000026624	SINLEJ014160
ENSGALP00000026633	SINLEJ008630
ENSGALP00000026633	SINLEJ005944
ENSGALP00000026636	SINLEJ015006
ENSGALP00000026645	SINLEJ012604
ENSGALP00000026648	SINLEJ012606
ENSGALP00000026648	SINLEJ012622
ENSGALP00000026649	SINLEJ012607
ENSGALP00000026649	SINLEJ012621
ENSGALP00000026659	SINLEJ018977
ENSGALP00000026659	SINLEJ012181
ENSGALP00000026660	SINLEJ013437
ENSGALP00000026662	SINLEJ018805
ENSGALP00000026662	SINLEJ011732
ENSGALP00000026663	SINLEJ005510
ENSGALP00000026663	SINLEJ005511
ENSGALP00000026664	SINLEJ018914
ENSGALP00000026664	SINLEJ018913
ENSGALP00000026670	SINLEJ014775
ENSGALP00000026672	SINLEJ003116
ENSGALP00000026687	SINLEJ008557
ENSGALP00000026689	SINLEJ006796
ENSGALP00000026689	SINLEJ005769
ENSGALP00000026692	SINLEJ014158
ENSGALP00000026692	SINLEJ014167
ENSGALP00000026693	SINLEJ014159
ENSGALP00000026694	SINLEJ009629
ENSGALP00000026696	SINLEJ017743
ENSGALP00000026696	SINLEJ017739
ENSGALP00000026702	SINLEJ001718
ENSGALP00000026707	SINLEJ008355
ENSGALP00000026707	SINLEJ008522
ENSGALP00000026710	SINLEJ007014
ENSGALP00000026711	SINLEJ018410
ENSGALP00000026712	SINLEJ008326
ENSGALP00000026716	SINLEJ002862
ENSGALP00000026719	SINLEJ006952
ENSGALP00000026719	SINLEJ006953
ENSGALP00000026728	SINLEJ015248
ENSGALP00000026728	SINLEJ006886
ENSGALP00000026739	SINLEJ007160
ENSGALP00000026739	SINLEJ007159
ENSGALP00000026741	SINLEJ019121
ENSGALP00000026747	SINLEJ015257
ENSGALP00000026747	SINLEJ015258
ENSGALP00000026753	SINLEJ009819
ENSGALP00000026753	SINLEJ008610
ENSGALP00000026757	SINLEJ002746
ENSGALP00000026758	SINLEJ002745
ENSGALP00000026759	SINLEJ006965
ENSGALP00000026764	SINLEJ007143
ENSGALP00000026764	SINLEJ017432
ENSGALP00000026765	SINLEJ007164
ENSGALP00000026768	SINLEJ016343
ENSGALP00000026768	SINLEJ016342
ENSGALP00000026775	SINLEJ013307
ENSGALP00000026775	SINLEJ017516
ENSGALP00000026779	SINLEJ001751
ENSGALP00000026781	SINLEJ002863
ENSGALP00000026785	SINLEJ006900
ENSGALP00000026785	SINLEJ015262
ENSGALP00000026786	SINLEJ008300
ENSGALP00000026786	SINLEJ008296
ENSGALP00000026790	SINLEJ013330
ENSGALP00000026790	SINLEJ011829
ENSGALP00000026794	SINLEJ008608
ENSGALP00000026794	SINLEJ008257
ENSGALP00000026801	SINLEJ008606
ENSGALP00000026805	SINLEJ011755
ENSGALP00000026805	SINLEJ014802
ENSGALP00000026812	SINLEJ009645
ENSGALP00000026812	SINLEJ018858
ENSGALP00000026821	SINLEJ002781
ENSGALP00000026821	SINLEJ008454
ENSGALP00000026827	SINLEJ009746
ENSGALP00000026830	SINLEJ010673
ENSGALP00000026839	SINLEJ008329
ENSGALP00000026839	SINLEJ018408
ENSGALP00000026843	SINLEJ008576
ENSGALP00000026854	SINLEJ006789
ENSGALP00000026855	SINLEJ002973
ENSGALP00000026861	SINLEJ008910
ENSGALP00000026863	SINLEJ008345
ENSGALP00000026863	SINLEJ008346
ENSGALP00000026865	SINLEJ008445
ENSGALP00000026865	SINLEJ006854
ENSGALP00000026867	SINLEJ014426
ENSGALP00000026867	SINLEJ015123
ENSGALP00000026872	SINLEJ006233
ENSGALP00000026872	SINLEJ005401
ENSGALP00000026875	SINLEJ001901
ENSGALP00000026875	SINLEJ004953
ENSGALP00000026877	SINLEJ014072
ENSGALP00000026885	SINLEJ008938
ENSGALP00000026885	SINLEJ011364
ENSGALP00000026886	SINLEJ011325
ENSGALP00000026886	SINLEJ018302
ENSGALP00000026898	SINLEJ018549
ENSGALP00000026898	SINLEJ013375
ENSGALP00000026904	SINLEJ013420
ENSGALP00000026908	SINLEJ003143
ENSGALP00000026914	SINLEJ013529
ENSGALP00000026919	SINLEJ008417
ENSGALP00000026919	SINLEJ008415
ENSGALP00000026921	SINLEJ002805
ENSGALP00000026921	SINLEJ018531
ENSGALP00000026928	SINLEJ013312
ENSGALP00000026928	SINLEJ011350
ENSGALP00000026929	SINLEJ009730
ENSGALP00000026929	SINLEJ018388
ENSGALP00000026931	SINLEJ008418
ENSGALP00000026933	SINLEJ006231
ENSGALP00000026935	SINLEJ014096
ENSGALP00000026937	SINLEJ014095
ENSGALP00000026938	SINLEJ017937
ENSGALP00000026940	SINLEJ018077
ENSGALP00000026940	SINLEJ012676
ENSGALP00000026942	SINLEJ018412
ENSGALP00000026942	SINLEJ014490
ENSGALP00000026956	SINLEJ006393
ENSGALP00000026957	SINLEJ014075
ENSGALP00000026960	SINLEJ006394
ENSGALP00000026960	SINLEJ007184
ENSGALP00000026967	SINLEJ007179
ENSGALP00000026967	SINLEJ007177
ENSGALP00000026976	SINLEJ014172
ENSGALP00000026976	SINLEJ002825
ENSGALP00000026977	SINLEJ006396
ENSGALP00000026977	SINLEJ006395
ENSGALP00000026980	SINLEJ014155
ENSGALP00000026980	SINLEJ007167
ENSGALP00000026989	SINLEJ006960
ENSGALP00000026989	SINLEJ006961
ENSGALP00000026994	SINLEJ014182
ENSGALP00000026994	SINLEJ014142
ENSGALP00000026998	SINLEJ007040
ENSGALP00000026998	SINLEJ007041
ENSGALP00000026999	SINLEJ007076
ENSGALP00000026999	SINLEJ017108
ENSGALP00000027008	SINLEJ006363
ENSGALP00000027009	SINLEJ006362
ENSGALP00000027011	SINLEJ003808
ENSGALP00000027011	SINLEJ017744
ENSGALP00000027012	SINLEJ018079
ENSGALP00000027012	SINLEJ019405
ENSGALP00000027015	SINLEJ006358
ENSGALP00000027015	SINLEJ006359
ENSGALP00000027018	SINLEJ006357
ENSGALP00000027018	SINLEJ006356
ENSGALP00000027022	SINLEJ007152
ENSGALP00000027022	SINLEJ003052
ENSGALP00000027030	SINLEJ007140
ENSGALP00000027030	SINLEJ007853
ENSGALP00000027032	SINLEJ016171
ENSGALP00000027036	SINLEJ007136
ENSGALP00000027049	SINLEJ014361
ENSGALP00000027059	SINLEJ004203
ENSGALP00000027059	SINLEJ013498
ENSGALP00000027063	SINLEJ013759
ENSGALP00000027065	SINLEJ015053
ENSGALP00000027068	SINLEJ004002
ENSGALP00000027068	SINLEJ015991
ENSGALP00000027070	SINLEJ013428
ENSGALP00000027070	SINLEJ017189
ENSGALP00000027072	SINLEJ017653
ENSGALP00000027072	SINLEJ004247
ENSGALP00000027075	SINLEJ013430
ENSGALP00000027075	SINLEJ008352
ENSGALP00000027076	SINLEJ014906
ENSGALP00000027076	SINLEJ014858
ENSGALP00000027077	SINLEJ015930
ENSGALP00000027077	SINLEJ015934
ENSGALP00000027078	SINLEJ013313
ENSGALP00000027086	SINLEJ010086
ENSGALP00000027090	SINLEJ013745
ENSGALP00000027093	SINLEJ000325
ENSGALP00000027103	SINLEJ018489
ENSGALP00000027103	SINLEJ017924
ENSGALP00000027109	SINLEJ014848
ENSGALP00000027109	SINLEJ014896
ENSGALP00000027112	SINLEJ013326
ENSGALP00000027115	SINLEJ013329
ENSGALP00000027115	SINLEJ019017
ENSGALP00000027118	SINLEJ018806
ENSGALP00000027118	SINLEJ018215
ENSGALP00000027119	SINLEJ017928
ENSGALP00000027119	SINLEJ014895
ENSGALP00000027121	SINLEJ013332
ENSGALP00000027125	SINLEJ013433
ENSGALP00000027138	SINLEJ018370
ENSGALP00000027138	SINLEJ003174
ENSGALP00000027141	SINLEJ014872
ENSGALP00000027146	SINLEJ014870
ENSGALP00000027146	SINLEJ019298
ENSGALP00000027157	SINLEJ011781
ENSGALP00000027160	SINLEJ011868
ENSGALP00000027160	SINLEJ011783
ENSGALP00000027161	SINLEJ006220
ENSGALP00000027164	SINLEJ006221
ENSGALP00000027168	SINLEJ006222
ENSGALP00000027169	SINLEJ018339
ENSGALP00000027173	SINLEJ013338
ENSGALP00000027173	SINLEJ014893
ENSGALP00000027178	SINLEJ013340
ENSGALP00000027179	SINLEJ013445
ENSGALP00000027179	SINLEJ013446
ENSGALP00000027180	SINLEJ018631
ENSGALP00000027184	SINLEJ006345
ENSGALP00000027184	SINLEJ014667
ENSGALP00000027186	SINLEJ014903
ENSGALP00000027186	SINLEJ014855
ENSGALP00000027189	SINLEJ006344
ENSGALP00000027192	SINLEJ019225
ENSGALP00000027192	SINLEJ002118
ENSGALP00000027194	SINLEJ003168
ENSGALP00000027195	SINLEJ019255
ENSGALP00000027195	SINLEJ019268
ENSGALP00000027197	SINLEJ019234
ENSGALP00000027197	SINLEJ019167
ENSGALP00000027206	SINLEJ014830
ENSGALP00000027209	SINLEJ008158
ENSGALP00000027209	SINLEJ005949
ENSGALP00000027213	SINLEJ018783
ENSGALP00000027213	SINLEJ017643
ENSGALP00000027216	SINLEJ013398
ENSGALP00000027219	SINLEJ012329
ENSGALP00000027222	SINLEJ017995
ENSGALP00000027222	SINLEJ011762
ENSGALP00000027233	SINLEJ018827
ENSGALP00000027233	SINLEJ017801
ENSGALP00000027234	SINLEJ013387
ENSGALP00000027234	SINLEJ013386
ENSGALP00000027238	SINLEJ013384
ENSGALP00000027238	SINLEJ013385
ENSGALP00000027241	SINLEJ008155
ENSGALP00000027241	SINLEJ011730
ENSGALP00000027249	SINLEJ019123
ENSGALP00000027251	SINLEJ008146
ENSGALP00000027258	SINLEJ017759
ENSGALP00000027258	SINLEJ017758
ENSGALP00000027267	SINLEJ011779
ENSGALP00000027267	SINLEJ013461
ENSGALP00000027271	SINLEJ011806
ENSGALP00000027274	SINLEJ013309
ENSGALP00000027276	SINLEJ018459
ENSGALP00000027276	SINLEJ006385
ENSGALP00000027278	SINLEJ007103
ENSGALP00000027278	SINLEJ006308
ENSGALP00000027280	SINLEJ007119
ENSGALP00000027290	SINLEJ007073
ENSGALP00000027295	SINLEJ007080
ENSGALP00000027295	SINLEJ007081
ENSGALP00000027298	SINLEJ007093
ENSGALP00000027298	SINLEJ007092
ENSGALP00000027304	SINLEJ007113
ENSGALP00000027310	SINLEJ006373
ENSGALP00000027310	SINLEJ007097
ENSGALP00000027313	SINLEJ006371
ENSGALP00000027316	SINLEJ014138
ENSGALP00000027316	SINLEJ014139
ENSGALP00000027317	SINLEJ014119
ENSGALP00000027317	SINLEJ014118
ENSGALP00000027321	SINLEJ007099
ENSGALP00000027321	SINLEJ007100
ENSGALP00000027322	SINLEJ007102
ENSGALP00000027326	SINLEJ007106
ENSGALP00000027326	SINLEJ006304
ENSGALP00000027332	SINLEJ007107
ENSGALP00000027333	SINLEJ010783
ENSGALP00000027333	SINLEJ010784
ENSGALP00000027347	SINLEJ007112
ENSGALP00000027347	SINLEJ007111
ENSGALP00000027352	SINLEJ600371
ENSGALP00000027364	SINLEJ000083
ENSGALP00000027367	SINLEJ019168
ENSGALP00000027367	SINLEJ017241
ENSGALP00000027373	SINLEJ011833
ENSGALP00000027374	SINLEJ014834
ENSGALP00000027374	SINLEJ014833
ENSGALP00000027382	SINLEJ011805
ENSGALP00000027387	SINLEJ013465
ENSGALP00000027387	SINLEJ013466
ENSGALP00000027389	SINLEJ011870
ENSGALP00000027391	SINLEJ017692
ENSGALP00000027399	SINLEJ011796
ENSGALP00000027401	SINLEJ014818
ENSGALP00000027401	SINLEJ014817
ENSGALP00000027402	SINLEJ014816
ENSGALP00000027403	SINLEJ014814
ENSGALP00000027411	SINLEJ011716
ENSGALP00000027411	SINLEJ016789
ENSGALP00000027412	SINLEJ014831
ENSGALP00000027417	SINLEJ013303
ENSGALP00000027417	SINLEJ017522
ENSGALP00000027418	SINLEJ018941
ENSGALP00000027418	SINLEJ018942
ENSGALP00000027421	SINLEJ011828
ENSGALP00000027423	SINLEJ013464
ENSGALP00000027424	SINLEJ013454
ENSGALP00000027426	SINLEJ011720
ENSGALP00000027426	SINLEJ015532
ENSGALP00000027436	SINLEJ013434
ENSGALP00000027438	SINLEJ013435
ENSGALP00000027441	SINLEJ013436
ENSGALP00000027449	SINLEJ017399
ENSGALP00000027449	SINLEJ006140
ENSGALP00000027453	SINLEJ017401
ENSGALP00000027453	SINLEJ017402
ENSGALP00000027454	SINLEJ006932
ENSGALP00000027459	SINLEJ018691
ENSGALP00000027464	SINLEJ006931
ENSGALP00000027464	SINLEJ014538
ENSGALP00000027467	SINLEJ007133
ENSGALP00000027468	SINLEJ012702
ENSGALP00000027468	SINLEJ012708
ENSGALP00000027470	SINLEJ012700
ENSGALP00000027471	SINLEJ017648
ENSGALP00000027474	SINLEJ011734
ENSGALP00000027475	SINLEJ013264
ENSGALP00000027479	SINLEJ009390
ENSGALP00000027479	SINLEJ018238
ENSGALP00000027482	SINLEJ006194
ENSGALP00000027482	SINLEJ006193
ENSGALP00000027492	SINLEJ006184
ENSGALP00000027494	SINLEJ017725
ENSGALP00000027498	SINLEJ007033
ENSGALP00000027498	SINLEJ003018
ENSGALP00000027501	SINLEJ006239
ENSGALP00000027501	SINLEJ007034
ENSGALP00000027504	SINLEJ007149
ENSGALP00000027504	SINLEJ017427
ENSGALP00000027512	SINLEJ006215
ENSGALP00000027514	SINLEJ014103
ENSGALP00000027514	SINLEJ006936
ENSGALP00000027519	SINLEJ006250
ENSGALP00000027522	SINLEJ010943
ENSGALP00000027523	SINLEJ007598
ENSGALP00000027526	SINLEJ006170
ENSGALP00000027526	SINLEJ015720
ENSGALP00000027532	SINLEJ006173
ENSGALP00000027541	SINLEJ007058
ENSGALP00000027543	SINLEJ013484
ENSGALP00000027546	SINLEJ014115
ENSGALP00000027546	SINLEJ014111
ENSGALP00000027554	SINLEJ006252
ENSGALP00000027556	SINLEJ007011
ENSGALP00000027557	SINLEJ007010
ENSGALP00000027564	SINLEJ007009
ENSGALP00000027564	SINLEJ007008
ENSGALP00000027568	SINLEJ007007
ENSGALP00000027569	SINLEJ007006
ENSGALP00000027573	SINLEJ017936
ENSGALP00000027589	SINLEJ014076
ENSGALP00000027589	SINLEJ014077
ENSGALP00000027595	SINLEJ014089
ENSGALP00000027601	SINLEJ011934
ENSGALP00000027601	SINLEJ010557
ENSGALP00000027603	SINLEJ010504
ENSGALP00000027606	SINLEJ007131
ENSGALP00000027606	SINLEJ007130
ENSGALP00000027609	SINLEJ003034
ENSGALP00000027614	SINLEJ019367
ENSGALP00000027614	SINLEJ000824
ENSGALP00000027618	SINLEJ012615
ENSGALP00000027620	SINLEJ004015
ENSGALP00000027623	SINLEJ018106
ENSGALP00000027623	SINLEJ017535
ENSGALP00000027626	SINLEJ004647
ENSGALP00000027626	SINLEJ004646
ENSGALP00000027628	SINLEJ015973
ENSGALP00000027628	SINLEJ015974
ENSGALP00000027629	SINLEJ015971
ENSGALP00000027629	SINLEJ012663
ENSGALP00000027656	SINLEJ015111
ENSGALP00000027656	SINLEJ015110
ENSGALP00000027660	SINLEJ012670
ENSGALP00000027660	SINLEJ012669
ENSGALP00000027663	SINLEJ002916
ENSGALP00000027665	SINLEJ004001
ENSGALP00000027672	SINLEJ012761
ENSGALP00000027673	SINLEJ015999
ENSGALP00000027674	SINLEJ013535
ENSGALP00000027678	SINLEJ006154
ENSGALP00000027678	SINLEJ018002
ENSGALP00000027679	SINLEJ006977
ENSGALP00000027679	SINLEJ009916
ENSGALP00000027682	SINLEJ007002
ENSGALP00000027685	SINLEJ006999
ENSGALP00000027692	SINLEJ007807
ENSGALP00000027694	SINLEJ003007
ENSGALP00000027694	SINLEJ018643
ENSGALP00000027700	SINLEJ003003
ENSGALP00000027700	SINLEJ003005
ENSGALP00000027709	SINLEJ011549
ENSGALP00000027709	SINLEJ015148
ENSGALP00000027713	SINLEJ000086
ENSGALP00000027716	SINLEJ011548
ENSGALP00000027721	SINLEJ014808
ENSGALP00000027721	SINLEJ014807
ENSGALP00000027731	SINLEJ006969
ENSGALP00000027731	SINLEJ014088
ENSGALP00000027733	SINLEJ014856
ENSGALP00000027736	SINLEJ006976
ENSGALP00000027741	SINLEJ018797
ENSGALP00000027744	SINLEJ007242
ENSGALP00000027744	SINLEJ011425
ENSGALP00000027760	SINLEJ008151
ENSGALP00000027766	SINLEJ014838
ENSGALP00000027767	SINLEJ014837
ENSGALP00000027767	SINLEJ014839
ENSGALP00000027778	SINLEJ013364
ENSGALP00000027789	SINLEJ012895
ENSGALP00000027791	SINLEJ018878
ENSGALP00000027797	SINLEJ018024
ENSGALP00000027797	SINLEJ018021
ENSGALP00000027801	SINLEJ001780
ENSGALP00000027801	SINLEJ001779
ENSGALP00000027812	SINLEJ017934
ENSGALP00000027812	SINLEJ017935
ENSGALP00000027813	SINLEJ013536
ENSGALP00000027813	SINLEJ013537
ENSGALP00000027816	SINLEJ017629
ENSGALP00000027816	SINLEJ010128
ENSGALP00000027818	SINLEJ012722
ENSGALP00000027818	SINLEJ012723
ENSGALP00000027820	SINLEJ015066
ENSGALP00000027820	SINLEJ012724
ENSGALP00000027822	SINLEJ019179
ENSGALP00000027822	SINLEJ015028
ENSGALP00000027827	SINLEJ016200
ENSGALP00000027827	SINLEJ013547
ENSGALP00000027828	SINLEJ017903
ENSGALP00000027828	SINLEJ015546
ENSGALP00000027829	SINLEJ007061
ENSGALP00000027832	SINLEJ011789
ENSGALP00000027838	SINLEJ011872
ENSGALP00000027838	SINLEJ014810
ENSGALP00000027845	SINLEJ013087
ENSGALP00000027845	SINLEJ013086
ENSGALP00000027864	SINLEJ019441
ENSGALP00000027865	SINLEJ013629
ENSGALP00000027876	SINLEJ012138
ENSGALP00000027876	SINLEJ007860
ENSGALP00000027881	SINLEJ002740
ENSGALP00000027881	SINLEJ003817
ENSGALP00000027884	SINLEJ002787
ENSGALP00000027885	SINLEJ013226
ENSGALP00000027885	SINLEJ018432
ENSGALP00000027889	SINLEJ008132
ENSGALP00000027889	SINLEJ013239
ENSGALP00000027903	SINLEJ000781
ENSGALP00000027913	SINLEJ013451
ENSGALP00000027920	SINLEJ011775
ENSGALP00000027922	SINLEJ006257
ENSGALP00000027925	SINLEJ006988
ENSGALP00000027928	SINLEJ006991
ENSGALP00000027928	SINLEJ006992
ENSGALP00000027932	SINLEJ006994
ENSGALP00000027932	SINLEJ006152
ENSGALP00000027946	SINLEJ007053
ENSGALP00000027946	SINLEJ006380
ENSGALP00000027948	SINLEJ011758
ENSGALP00000027948	SINLEJ011771
ENSGALP00000027949	SINLEJ011724
ENSGALP00000027949	SINLEJ011725
ENSGALP00000027954	SINLEJ013413
ENSGALP00000027959	SINLEJ600154
ENSGALP00000027960	SINLEJ007129
ENSGALP00000027960	SINLEJ007128
ENSGALP00000027965	SINLEJ006329
ENSGALP00000027965	SINLEJ006328
ENSGALP00000027971	SINLEJ005860
ENSGALP00000027971	SINLEJ017221
ENSGALP00000027978	SINLEJ011693
ENSGALP00000027981	SINLEJ018895
ENSGALP00000027982	SINLEJ017622
ENSGALP00000027982	SINLEJ002889
ENSGALP00000027988	SINLEJ017057
ENSGALP00000027988	SINLEJ019013
ENSGALP00000027989	SINLEJ011499
ENSGALP00000027991	SINLEJ016837
ENSGALP00000027991	SINLEJ005181
ENSGALP00000027996	SINLEJ001005
ENSGALP00000027996	SINLEJ004492
ENSGALP00000027997	SINLEJ013049
ENSGALP00000027999	SINLEJ011435
ENSGALP00000027999	SINLEJ011436
ENSGALP00000028002	SINLEJ007811
ENSGALP00000028002	SINLEJ013220
ENSGALP00000028003	SINLEJ011682
ENSGALP00000028003	SINLEJ013426
ENSGALP00000028010	SINLEJ012034
ENSGALP00000028010	SINLEJ012035
ENSGALP00000028011	SINLEJ005935
ENSGALP00000028016	SINLEJ017002
ENSGALP00000028016	SINLEJ000857
ENSGALP00000028021	SINLEJ002137
ENSGALP00000028022	SINLEJ000784
ENSGALP00000028022	SINLEJ005886
ENSGALP00000028023	SINLEJ001967
ENSGALP00000028023	SINLEJ000744
ENSGALP00000028027	SINLEJ000987
ENSGALP00000028028	SINLEJ005976
ENSGALP00000028031	SINLEJ019166
ENSGALP00000028040	SINLEJ003981
ENSGALP00000028040	SINLEJ012851
ENSGALP00000028046	SINLEJ004044
ENSGALP00000028046	SINLEJ010895
ENSGALP00000028055	SINLEJ004371
ENSGALP00000028073	SINLEJ012267
ENSGALP00000028073	SINLEJ012385
ENSGALP00000028084	SINLEJ016434
ENSGALP00000028143	SINLEJ004497
ENSGALP00000028143	SINLEJ004498
ENSGALP00000028167	SINLEJ009929
ENSGALP00000028196	SINLEJ010408
ENSGALP00000028211	SINLEJ001643
ENSGALP00000028214	SINLEJ006232
ENSGALP00000028252	SINLEJ017143
ENSGALP00000028252	SINLEJ005995
ENSGALP00000028267	SINLEJ004363
ENSGALP00000028292	SINLEJ014472
ENSGALP00000028297	SINLEJ012790
ENSGALP00000028297	SINLEJ003950
ENSGALP00000028328	SINLEJ010188
ENSGALP00000028428	SINLEJ015140
ENSGALP00000028428	SINLEJ004471
ENSGALP00000028462	SINLEJ017371
ENSGALP00000028462	SINLEJ019088
ENSGALP00000028488	SINLEJ015888
ENSGALP00000028525	SINLEJ015781
ENSGALP00000028533	SINLEJ013788
ENSGALP00000028616	SINLEJ012199
ENSGALP00000028630	SINLEJ003417
ENSGALP00000028635	SINLEJ005341
ENSGALP00000028674	SINLEJ003739
ENSGALP00000028674	SINLEJ003738
ENSGALP00000028686	SINLEJ010573
ENSGALP00000028704	SINLEJ004049
ENSGALP00000028721	SINLEJ010345
ENSGALP00000028721	SINLEJ001457
ENSGALP00000028749	SINLEJ016674
ENSGALP00000028749	SINLEJ017853
ENSGALP00000028780	SINLEJ003295
ENSGALP00000028780	SINLEJ600222
ENSGALP00000028807	SINLEJ004054
ENSGALP00000028807	SINLEJ010896
ENSGALP00000028845	SINLEJ004714
ENSGALP00000028845	SINLEJ015109
ENSGALP00000028857	SINLEJ005787
ENSGALP00000028876	SINLEJ006311
ENSGALP00000028876	SINLEJ006312
ENSGALP00000028898	SINLEJ009346
ENSGALP00000028979	SINLEJ016420
ENSGALP00000029013	SINLEJ003591
ENSGALP00000029013	SINLEJ014970
ENSGALP00000029014	SINLEJ010401
ENSGALP00000029015	SINLEJ003146
ENSGALP00000029015	SINLEJ004811
ENSGALP00000029020	SINLEJ004824
ENSGALP00000029036	SINLEJ008364
ENSGALP00000029036	SINLEJ008363
ENSGALP00000029039	SINLEJ001377
ENSGALP00000029039	SINLEJ010368
ENSGALP00000029054	SINLEJ600128
ENSGALP00000029054	SINLEJ011119
ENSGALP00000029057	SINLEJ012522
ENSGALP00000029057	SINLEJ019416
ENSGALP00000029065	SINLEJ010483
ENSGALP00000029073	SINLEJ014415
ENSGALP00000029076	SINLEJ015910
ENSGALP00000029076	SINLEJ011683
ENSGALP00000029089	SINLEJ011924
ENSGALP00000029109	SINLEJ600454
ENSGALP00000029130	SINLEJ012499
ENSGALP00000029137	SINLEJ013966
ENSGALP00000029144	SINLEJ014614
ENSGALP00000029207	SINLEJ003309
ENSGALP00000029207	SINLEJ004822
ENSGALP00000029247	SINLEJ018863
ENSGALP00000029247	SINLEJ011378
ENSGALP00000029264	SINLEJ003305
ENSGALP00000029267	SINLEJ011360
ENSGALP00000029288	SINLEJ002979
ENSGALP00000029288	SINLEJ010067
ENSGALP00000029321	SINLEJ010949
ENSGALP00000029322	SINLEJ012079
ENSGALP00000029322	SINLEJ000998
ENSGALP00000029360	SINLEJ002907
ENSGALP00000029364	SINLEJ007329
ENSGALP00000029365	SINLEJ008079
ENSGALP00000029379	SINLEJ017210
ENSGALP00000029379	SINLEJ011704
ENSGALP00000029389	SINLEJ007051
ENSGALP00000029405	SINLEJ016597
ENSGALP00000029405	SINLEJ015751
ENSGALP00000029406	SINLEJ014176
ENSGALP00000029406	SINLEJ014148
ENSGALP00000029448	SINLEJ012661
ENSGALP00000029448	SINLEJ014318
ENSGALP00000029480	SINLEJ007023
ENSGALP00000029480	SINLEJ006191
ENSGALP00000029498	SINLEJ013422
ENSGALP00000029498	SINLEJ013423
ENSGALP00000029511	SINLEJ013304
ENSGALP00000029511	SINLEJ017521
ENSGALP00000029552	SINLEJ008149
ENSGALP00000029552	SINLEJ018546
ENSGALP00000029621	SINLEJ014150
ENSGALP00000029621	SINLEJ007170
ENSGALP00000029643	SINLEJ014805
ENSGALP00000029643	SINLEJ014806
ENSGALP00000029644	SINLEJ007161
ENSGALP00000029644	SINLEJ007163
ENSGALP00000029674	SINLEJ012141
ENSGALP00000029689	SINLEJ016272
ENSGALP00000029689	SINLEJ016271
ENSGALP00000029700	SINLEJ007325
ENSGALP00000029713	SINLEJ013852
ENSGALP00000029718	SINLEJ012703
