SINCAM003135	ENSCAFP00000000001
SINCAM014824	ENSCAFP00000030999
SINCAM003618	ENSCAFP00000031000
SINCAM013724	ENSCAFP00000031006
SINCAM922104	ENSCAFP00000031007
SINCAM921195	ENSCAFP00000031015
SINCAM000495	ENSCAFP00000031019
SINCAM013698	ENSCAFP00000031020
SINCAM010919	ENSCAFP00000031035
SINCAM005352	ENSCAFP00000031041
SINCAM921578	ENSCAFP00000031047
SINCAM018038	ENSCAFP00000031052
SINCAM010266	ENSCAFP00000031064
SINCAM921029	ENSCAFP00000031071
SINCAM014524	ENSCAFP00000031075
SINCAM008002	ENSCAFP00000031083
SINCAM003320	ENSCAFP00000031095
SINCAM014410	ENSCAFP00000031099
SINCAM002390	ENSCAFP00000031119
SINCAM920590	ENSCAFP00000031129
SINCAM921573	ENSCAFP00000031132
SINCAM007588	ENSCAFP00000031142
SINCAM002897	ENSCAFP00000031145
SINCAM003212	ENSCAFP00000031154
SINCAM006198	ENSCAFP00000031158
SINCAM009681	ENSCAFP00000031176
SINCAM001206	ENSCAFP00000031216
SINCAM001321	ENSCAFP00000031222
SINCAM005527	ENSCAFP00000031226
SINCAM014408	ENSCAFP00000031227
SINCAM015274	ENSCAFP00000031240
SINCAM921139	ENSCAFP00000031244
SINCAM001223	ENSCAFP00000031245
SINCAM004791	ENSCAFP00000031253
SINCAM010115	ENSCAFP00000031272
SINCAM011970	ENSCAFP00000031275
SINCAM000459	ENSCAFP00000031277
SINCAM006422	ENSCAFP00000031287
SINCAM921087	ENSCAFP00000031304
SINCAM008908	ENSCAFP00000031315
SINCAM007131	ENSCAFP00000031316
SINCAM013912	ENSCAFP00000031317
SINCAM009496	ENSCAFP00000031322
SINCAM007785	ENSCAFP00000031333
SINCAM006710	ENSCAFP00000031334
SINCAM004763	ENSCAFP00000031335
SINCAM009469	ENSCAFP00000031353
SINCAM017041	ENSCAFP00000031364
SINCAM008700	ENSCAFP00000031366
SINCAM007058	ENSCAFP00000031371
SINCAM923123	ENSCAFP00000031374
SINCAM010686	ENSCAFP00000031388
SINCAM003226	ENSCAFP00000031389
SINCAM010016	ENSCAFP00000031395
SINCAM000504	ENSCAFP00000031402
SINCAM001317	ENSCAFP00000031420
SINCAM003524	ENSCAFP00000031421
SINCAM003148	ENSCAFP00000031428
SINCAM009466	ENSCAFP00000031429
SINCAM922742	ENSCAFP00000031437
SINCAM011323	ENSCAFP00000031440
SINCAM007486	ENSCAFP00000031455
SINCAM001121	ENSCAFP00000031457
SINCAM921429	ENSCAFP00000031466
SINCAM012566	ENSCAFP00000031475
SINCAM008516	ENSCAFP00000031487
SINCAM004341	ENSCAFP00000031505
SINCAM921641	ENSCAFP00000031506
SINCAM000810	ENSCAFP00000031515
SINCAM921301	ENSCAFP00000031523
SINCAM000240	ENSCAFP00000031524
SINCAM006658	ENSCAFP00000031540
SINCAM003395	ENSCAFP00000031545
SINCAM922598	ENSCAFP00000031547
SINCAM013032	ENSCAFP00000031556
SINCAM010202	ENSCAFP00000031561
SINCAM003797	ENSCAFP00000031562
SINCAM006441	ENSCAFP00000031574
SINCAM003014	ENSCAFP00000031600
SINCAM011392	ENSCAFP00000031616
SINCAM001464	ENSCAFP00000031617
SINCAM005045	ENSCAFP00000031623
SINCAM006731	ENSCAFP00000031627
SINCAM921602	ENSCAFP00000031628
SINCAM008065	ENSCAFP00000031633
SINCAM006676	ENSCAFP00000031635
SINCAM004541	ENSCAFP00000031637
SINCAM013706	ENSCAFP00000031653
SINCAM017264	ENSCAFP00000031654
SINCAM900161	ENSCAFP00000031657
SINCAM011896	ENSCAFP00000031661
SINCAM007369	ENSCAFP00000031673
SINCAM008873	ENSCAFP00000031701
SINCAM920871	ENSCAFP00000031715
SINCAM921370	ENSCAFP00000031744
SINCAM921849	ENSCAFP00000031746
SINCAM004539	ENSCAFP00000031751
SINCAM008368	ENSCAFP00000031755
SINCAM011343	ENSCAFP00000031761
SINCAM003338	ENSCAFP00000031763
SINCAM010841	ENSCAFP00000031764
SINCAM920770	ENSCAFP00000031768
SINCAM014712	ENSCAFP00000031787
SINCAM005357	ENSCAFP00000031798
SINCAM012359	ENSCAFP00000031803
SINCAM921508	ENSCAFP00000031806
SINCAM007787	ENSCAFP00000031812
SINCAM013424	ENSCAFP00000031822
SINCAM003935	ENSCAFP00000031832
SINCAM010925	ENSCAFP00000031837
SINCAM004934	ENSCAFP00000031840
SINCAM003949	ENSCAFP00000031860
SINCAM012886	ENSCAFP00000031869
SINCAM008669	ENSCAFP00000031870
SINCAM922478	ENSCAFP00000031876
SINCAM001013	ENSCAFP00000031883
SINCAM001012	ENSCAFP00000031885
SINCAM004124	ENSCAFP00000031887
SINCAM013184	ENSCAFP00000031893
SINCAM922869	ENSCAFP00000031897
SINCAM001080	ENSCAFP00000031903
SINCAM013718	ENSCAFP00000031904
SINCAM009746	ENSCAFP00000031906
SINCAM010072	ENSCAFP00000031910
SINCAM009150	ENSCAFP00000031915
SINCAM922946	ENSCAFP00000031930
SINCAM920924	ENSCAFP00000031935
SINCAM004370	ENSCAFP00000031936
SINCAM008066	ENSCAFP00000031948
SINCAM006467	ENSCAFP00000031969
SINCAM001704	ENSCAFP00000031973
SINCAM011613	ENSCAFP00000031979
SINCAM007524	ENSCAFP00000031993
SINCAM012343	ENSCAFP00000032006
SINCAM005780	ENSCAFP00000032013
SINCAM000158	ENSCAFP00000032015
SINCAM921076	ENSCAFP00000032017
SINCAM012161	ENSCAFP00000032028
SINCAM009235	ENSCAFP00000032029
SINCAM010506	ENSCAFP00000032051
SINCAM922381	ENSCAFP00000032061
SINCAM012593	ENSCAFP00000032062
SINCAM013417	ENSCAFP00000032081
SINCAM008113	ENSCAFP00000032088
SINCAM920874	ENSCAFP00000032109
SINCAM011879	ENSCAFP00000032113
SINCAM004475	ENSCAFP00000032115
SINCAM921672	ENSCAFP00000032123
SINCAM006023	ENSCAFP00000032124
SINCAM011040	ENSCAFP00000032127
SINCAM008048	ENSCAFP00000032131
SINCAM009415	ENSCAFP00000032136
SINCAM011139	ENSCAFP00000032138
SINCAM922168	ENSCAFP00000032143
SINCAM005764	ENSCAFP00000032147
SINCAM921401	ENSCAFP00000032151
SINCAM920904	ENSCAFP00000032164
SINCAM002054	ENSCAFP00000032167
SINCAM921959	ENSCAFP00000032170
SINCAM012874	ENSCAFP00000032181
SINCAM003194	ENSCAFP00000032192
SINCAM013584	ENSCAFP00000032195
SINCAM003965	ENSCAFP00000032218
SINCAM900244	ENSCAFP00000032244
SINCAM012354	ENSCAFP00000032258
SINCAM013683	ENSCAFP00000032278
SINCAM010623	ENSCAFP00000032284
SINCAM004223	ENSCAFP00000032301
SINCAM000593	ENSCAFP00000032318
SINCAM008088	ENSCAFP00000032325
SINCAM004476	ENSCAFP00000032326
SINCAM004208	ENSCAFP00000032346
SINCAM920792	ENSCAFP00000032347
SINCAM011357	ENSCAFP00000032360
SINCAM010184	ENSCAFP00000032366
SINCAM013741	ENSCAFP00000032400
SINCAM017833	ENSCAFP00000032422
SINCAM012198	ENSCAFP00000032424
SINCAM010576	ENSCAFP00000032437
SINCAM010407	ENSCAFP00000032438
SINCAM008861	ENSCAFP00000032467
SINCAM014870	ENSCAFP00000032477
SINCAM013992	ENSCAFP00000032484
SINCAM920915	ENSCAFP00000032501
SINCAM013537	ENSCAFP00000032511
SINCAM003984	ENSCAFP00000032514
SINCAM010565	ENSCAFP00000032520
SINCAM001746	ENSCAFP00000032528
SINCAM007752	ENSCAFP00000032533
SINCAM000713	ENSCAFP00000032544
SINCAM005487	ENSCAFP00000032572
SINCAM001721	ENSCAFP00000032576
SINCAM007414	ENSCAFP00000032595
SINCAM921674	ENSCAFP00000032603
SINCAM009497	ENSCAFP00000032607
SINCAM013026	ENSCAFP00000032612
SINCAM003437	ENSCAFP00000032618
SINCAM010434	ENSCAFP00000032624
SINCAM002331	ENSCAFP00000032628
SINCAM011981	ENSCAFP00000032632
SINCAM008366	ENSCAFP00000032653
SINCAM000485	ENSCAFP00000032660
SINCAM013677	ENSCAFP00000032663
SINCAM013135	ENSCAFP00000032670
SINCAM003923	ENSCAFP00000032684
SINCAM920555	ENSCAFP00000032690
SINCAM003087	ENSCAFP00000032692
SINCAM008480	ENSCAFP00000032704
SINCAM013964	ENSCAFP00000032726
SINCAM006957	ENSCAFP00000032744
SINCAM921845	ENSCAFP00000032748
SINCAM013415	ENSCAFP00000032753
SINCAM010728	ENSCAFP00000032766
SINCAM004538	ENSCAFP00000032771
SINCAM010331	ENSCAFP00000032794
SINCAM010334	ENSCAFP00000032804
SINCAM011837	ENSCAFP00000032817
SINCAM002279	ENSCAFP00000032820
SINCAM009112	ENSCAFP00000032824
SINCAM920522	ENSCAFP00000032834
SINCAM001669	ENSCAFP00000032837
SINCAM013467	ENSCAFP00000032853
SINCAM010679	ENSCAFP00000032856
SINCAM003625	ENSCAFP00000032857
SINCAM012537	ENSCAFP00000032858
SINCAM922346	ENSCAFP00000032883
SINCAM010724	ENSCAFP00000032890
SINCAM001689	ENSCAFP00000032909
SINCAM009662	ENSCAFP00000032911
SINCAM013922	ENSCAFP00000032913
SINCAM920818	ENSCAFP00000032916
SINCAM920988	ENSCAFP00000032943
SINCAM014419	ENSCAFP00000032944
SINCAM001853	ENSCAFP00000032945
SINCAM008257	ENSCAFP00000032974
SINCAM011077	ENSCAFP00000032977
SINCAM922102	ENSCAFP00000032994
SINCAM011294	ENSCAFP00000033001
SINCAM014807	ENSCAFP00000033012
SINCAM010571	ENSCAFP00000033017
SINCAM004014	ENSCAFP00000033020
SINCAM920570	ENSCAFP00000033027
SINCAM008452	ENSCAFP00000033030
SINCAM921527	ENSCAFP00000033031
SINCAM005014	ENSCAFP00000033042
SINCAM000013	ENSCAFP00000033046
SINCAM015049	ENSCAFP00000033048
SINCAM011641	ENSCAFP00000033052
SINCAM017698	ENSCAFP00000033054
SINCAM006693	ENSCAFP00000033060
SINCAM006716	ENSCAFP00000033083
SINCAM015894	ENSCAFP00000033087
SINCAM001368	ENSCAFP00000033098
SINCAM012796	ENSCAFP00000033113
SINCAM005000	ENSCAFP00000033114
SINCAM000979	ENSCAFP00000033118
SINCAM015193	ENSCAFP00000033119
SINCAM922119	ENSCAFP00000033127
SINCAM011485	ENSCAFP00000033128
SINCAM921199	ENSCAFP00000033137
SINCAM008889	ENSCAFP00000033141
SINCAM006555	ENSCAFP00000033145
SINCAM922039	ENSCAFP00000033149
SINCAM922356	ENSCAFP00000033164
SINCAM922271	ENSCAFP00000033175
SINCAM920669	ENSCAFP00000033188
SINCAM004529	ENSCAFP00000033192
SINCAM920477	ENSCAFP00000033194
SINCAM002650	ENSCAFP00000033220
SINCAM000924	ENSCAFP00000033228
SINCAM011600	ENSCAFP00000033242
SINCAM922236	ENSCAFP00000033251
SINCAM005616	ENSCAFP00000033255
SINCAM015335	ENSCAFP00000033289
SINCAM921713	ENSCAFP00000033303
SINCAM014786	ENSCAFP00000033307
SINCAM004462	ENSCAFP00000033308
SINCAM001072	ENSCAFP00000033319
SINCAM921386	ENSCAFP00000033343
SINCAM008544	ENSCAFP00000033349
SINCAM015579	ENSCAFP00000033373
SINCAM002001	ENSCAFP00000033377
SINCAM900030	ENSCAFP00000033397
SINCAM010400	ENSCAFP00000033438
SINCAM009994	ENSCAFP00000033450
SINCAM007004	ENSCAFP00000033482
SINCAM005093	ENSCAFP00000033491
SINCAM921890	ENSCAFP00000033502
SINCAM013784	ENSCAFP00000033509
SINCAM922265	ENSCAFP00000033515
SINCAM923010	ENSCAFP00000033519
SINCAM005323	ENSCAFP00000033551
SINCAM922575	ENSCAFP00000033564
SINCAM012113	ENSCAFP00000033568
SINCAM009747	ENSCAFP00000033576
SINCAM008562	ENSCAFP00000033588
SINCAM921064	ENSCAFP00000033598
SINCAM001130	ENSCAFP00000033605
SINCAM012313	ENSCAFP00000033632
SINCAM920857	ENSCAFP00000033641
SINCAM001340	ENSCAFP00000033649
SINCAM001154	ENSCAFP00000033657
SINCAM007201	ENSCAFP00000033658
SINCAM007630	ENSCAFP00000033663
SINCAM007555	ENSCAFP00000033668
SINCAM013568	ENSCAFP00000033671
SINCAM006884	ENSCAFP00000033673
SINCAM005012	ENSCAFP00000033690
SINCAM003358	ENSCAFP00000033691
SINCAM002945	ENSCAFP00000033697
SINCAM009187	ENSCAFP00000033701
SINCAM013929	ENSCAFP00000033703
SINCAM922185	ENSCAFP00000033711
SINCAM921408	ENSCAFP00000033721
SINCAM014845	ENSCAFP00000033725
SINCAM008639	ENSCAFP00000033726
SINCAM012782	ENSCAFP00000033738
SINCAM012263	ENSCAFP00000033818
SINCAM921864	ENSCAFP00000033819
SINCAM006529	ENSCAFP00000033833
SINCAM920509	ENSCAFP00000033840
SINCAM008273	ENSCAFP00000033845
SINCAM012859	ENSCAFP00000033850
SINCAM013361	ENSCAFP00000033873
SINCAM001700	ENSCAFP00000033877
SINCAM012576	ENSCAFP00000033886
SINCAM009207	ENSCAFP00000033932
SINCAM012516	ENSCAFP00000033939
SINCAM921347	ENSCAFP00000033942
SINCAM007878	ENSCAFP00000033975
SINCAM008116	ENSCAFP00000033982
SINCAM011781	ENSCAFP00000033984
SINCAM003722	ENSCAFP00000033987
SINCAM922180	ENSCAFP00000033990
SINCAM006165	ENSCAFP00000034006
SINCAM922500	ENSCAFP00000034012
SINCAM009280	ENSCAFP00000034020
SINCAM004468	ENSCAFP00000034024
SINCAM002307	ENSCAFP00000034027
SINCAM010826	ENSCAFP00000034030
SINCAM001334	ENSCAFP00000034034
SINCAM921173	ENSCAFP00000034056
SINCAM011760	ENSCAFP00000034059
SINCAM003723	ENSCAFP00000034065
SINCAM922796	ENSCAFP00000034072
SINCAM000799	ENSCAFP00000034093
SINCAM004627	ENSCAFP00000034095
SINCAM005472	ENSCAFP00000034098
SINCAM004142	ENSCAFP00000034099
SINCAM009506	ENSCAFP00000034101
SINCAM013088	ENSCAFP00000034132
SINCAM010282	ENSCAFP00000034146
SINCAM011883	ENSCAFP00000034157
SINCAM008077	ENSCAFP00000034158
SINCAM011195	ENSCAFP00000034160
SINCAM009099	ENSCAFP00000034172
SINCAM011605	ENSCAFP00000034200
SINCAM922153	ENSCAFP00000034211
SINCAM001837	ENSCAFP00000034212
SINCAM006455	ENSCAFP00000034224
SINCAM900006	ENSCAFP00000034252
SINCAM010948	ENSCAFP00000034255
SINCAM008246	ENSCAFP00000034264
SINCAM921295	ENSCAFP00000034267
SINCAM000381	ENSCAFP00000034270
SINCAM921240	ENSCAFP00000034277
SINCAM003601	ENSCAFP00000034278
SINCAM921197	ENSCAFP00000034288
SINCAM006746	ENSCAFP00000034314
SINCAM001533	ENSCAFP00000034319
SINCAM010287	ENSCAFP00000034327
SINCAM006798	ENSCAFP00000034351
SINCAM000514	ENSCAFP00000034396
SINCAM003699	ENSCAFP00000034397
SINCAM001002	ENSCAFP00000034403
SINCAM004219	ENSCAFP00000034412
SINCAM000134	ENSCAFP00000034415
SINCAM011706	ENSCAFP00000034419
SINCAM007096	ENSCAFP00000034428
SINCAM010870	ENSCAFP00000034455
SINCAM002324	ENSCAFP00000034460
SINCAM017649	ENSCAFP00000034471
SINCAM009979	ENSCAFP00000034478
SINCAM920481	ENSCAFP00000034480
SINCAM000596	ENSCAFP00000034492
SINCAM001083	ENSCAFP00000034493
SINCAM009484	ENSCAFP00000034513
SINCAM006595	ENSCAFP00000034529
SINCAM004520	ENSCAFP00000034555
SINCAM000425	ENSCAFP00000034562
SINCAM001091	ENSCAFP00000034564
SINCAM002334	ENSCAFP00000034565
SINCAM008930	ENSCAFP00000034569
SINCAM010892	ENSCAFP00000034576
SINCAM005266	ENSCAFP00000034580
SINCAM001829	ENSCAFP00000034612
SINCAM004067	ENSCAFP00000034617
SINCAM012458	ENSCAFP00000034620
SINCAM922835	ENSCAFP00000034622
SINCAM009435	ENSCAFP00000034628
SINCAM003912	ENSCAFP00000034630
SINCAM007287	ENSCAFP00000034642
SINCAM002623	ENSCAFP00000034643
SINCAM006744	ENSCAFP00000034647
SINCAM920907	ENSCAFP00000034674
SINCAM005945	ENSCAFP00000034691
SINCAM011872	ENSCAFP00000034692
SINCAM012242	ENSCAFP00000034693
SINCAM013507	ENSCAFP00000034705
SINCAM011995	ENSCAFP00000034708
SINCAM000648	ENSCAFP00000034716
SINCAM000575	ENSCAFP00000034722
SINCAM000155	ENSCAFP00000034752
SINCAM013602	ENSCAFP00000034754
SINCAM011751	ENSCAFP00000034783
SINCAM006889	ENSCAFP00000034786
SINCAM921668	ENSCAFP00000034787
SINCAM008297	ENSCAFP00000034789
SINCAM012638	ENSCAFP00000034798
SINCAM002073	ENSCAFP00000034799
SINCAM006968	ENSCAFP00000034803
SINCAM002953	ENSCAFP00000034814
SINCAM900140	ENSCAFP00000034829
SINCAM015637	ENSCAFP00000034835
SINCAM011579	ENSCAFP00000034839
SINCAM000016	ENSCAFP00000034852
SINCAM012108	ENSCAFP00000034889
SINCAM008409	ENSCAFP00000034898
SINCAM920800	ENSCAFP00000034902
SINCAM013149	ENSCAFP00000034911
SINCAM014209	ENSCAFP00000034919
SINCAM008470	ENSCAFP00000034922
SINCAM920689	ENSCAFP00000034949
SINCAM009191	ENSCAFP00000034956
SINCAM001413	ENSCAFP00000034959
SINCAM900184	ENSCAFP00000034962
SINCAM005906	ENSCAFP00000034965
SINCAM012039	ENSCAFP00000034981
SINCAM014111	ENSCAFP00000035002
SINCAM004007	ENSCAFP00000035008
SINCAM004039	ENSCAFP00000035021
SINCAM012013	ENSCAFP00000035023
SINCAM921891	ENSCAFP00000035025
SINCAM006219	ENSCAFP00000035037
SINCAM004305	ENSCAFP00000035063
SINCAM920740	ENSCAFP00000035064
SINCAM014118	ENSCAFP00000035067
SINCAM011684	ENSCAFP00000035073
SINCAM000921	ENSCAFP00000035110
SINCAM006983	ENSCAFP00000035115
SINCAM006111	ENSCAFP00000035117
SINCAM920778	ENSCAFP00000035120
SINCAM921304	ENSCAFP00000035135
SINCAM004406	ENSCAFP00000035137
SINCAM006723	ENSCAFP00000035144
SINCAM008237	ENSCAFP00000035152
SINCAM920820	ENSCAFP00000035155
SINCAM006128	ENSCAFP00000035157
SINCAM922404	ENSCAFP00000035167
SINCAM920977	ENSCAFP00000035181
SINCAM011832	ENSCAFP00000035182
SINCAM014604	ENSCAFP00000035189
SINCAM000624	ENSCAFP00000035192
SINCAM008198	ENSCAFP00000035204
SINCAM900190	ENSCAFP00000035206
SINCAM000613	ENSCAFP00000035218
SINCAM012531	ENSCAFP00000035219
SINCAM011523	ENSCAFP00000035221
SINCAM009314	ENSCAFP00000035222
SINCAM015302	ENSCAFP00000035225
SINCAM002472	ENSCAFP00000035235
SINCAM000542	ENSCAFP00000035240
SINCAM006827	ENSCAFP00000035251
SINCAM008646	ENSCAFP00000035254
SINCAM011785	ENSCAFP00000035261
SINCAM000527	ENSCAFP00000035274
SINCAM012192	ENSCAFP00000035284
SINCAM001482	ENSCAFP00000035286
SINCAM920585	ENSCAFP00000035306
SINCAM011577	ENSCAFP00000035308
SINCAM000148	ENSCAFP00000035313
SINCAM010910	ENSCAFP00000035321
SINCAM002957	ENSCAFP00000035324
SINCAM008104	ENSCAFP00000035337
SINCAM002256	ENSCAFP00000035350
SINCAM002787	ENSCAFP00000035370
SINCAM005822	ENSCAFP00000035385
SINCAM011973	ENSCAFP00000035390
SINCAM007229	ENSCAFP00000035393
SINCAM002569	ENSCAFP00000035410
SINCAM920755	ENSCAFP00000035416
SINCAM003677	ENSCAFP00000035432
SINCAM010662	ENSCAFP00000035463
SINCAM921870	ENSCAFP00000035477
SINCAM921881	ENSCAFP00000035481
SINCAM004585	ENSCAFP00000035502
SINCAM012644	ENSCAFP00000035506
SINCAM009579	ENSCAFP00000035513
SINCAM012474	ENSCAFP00000035554
SINCAM005197	ENSCAFP00000035560
SINCAM011484	ENSCAFP00000035586
SINCAM007040	ENSCAFP00000035588
SINCAM008225	ENSCAFP00000035590
SINCAM002985	ENSCAFP00000035591
SINCAM001499	ENSCAFP00000035600
SINCAM006811	ENSCAFP00000035619
SINCAM002166	ENSCAFP00000035625
SINCAM900159	ENSCAFP00000035631
SINCAM015717	ENSCAFP00000035676
SINCAM006868	ENSCAFP00000035678
SINCAM920738	ENSCAFP00000035694
SINCAM015250	ENSCAFP00000035701
SINCAM010318	ENSCAFP00000035708
SINCAM007231	ENSCAFP00000035720
SINCAM011512	ENSCAFP00000035736
SINCAM002558	ENSCAFP00000035754
SINCAM002153	ENSCAFP00000035775
SINCAM014077	ENSCAFP00000035782
SINCAM002618	ENSCAFP00000035786
SINCAM011582	ENSCAFP00000035788
SINCAM012037	ENSCAFP00000035821
SINCAM010143	ENSCAFP00000035829
SINCAM920717	ENSCAFP00000035832
SINCAM003386	ENSCAFP00000035833
SINCAM013231	ENSCAFP00000035841
SINCAM001109	ENSCAFP00000035847
SINCAM015477	ENSCAFP00000035848
SINCAM921202	ENSCAFP00000035851
SINCAM009254	ENSCAFP00000035855
SINCAM011378	ENSCAFP00000035859
SINCAM007034	ENSCAFP00000035860
SINCAM007130	ENSCAFP00000035869
SINCAM012472	ENSCAFP00000035877
SINCAM000676	ENSCAFP00000035883
SINCAM006143	ENSCAFP00000035888
SINCAM008638	ENSCAFP00000035904
SINCAM000006	ENSCAFP00000035905
SINCAM001372	ENSCAFP00000035910
SINCAM014716	ENSCAFP00000035911
SINCAM013211	ENSCAFP00000035913
SINCAM006928	ENSCAFP00000035918
SINCAM004802	ENSCAFP00000035919
SINCAM011424	ENSCAFP00000035930
SINCAM011311	ENSCAFP00000035932
SINCAM013700	ENSCAFP00000035933
SINCAM920599	ENSCAFP00000035935
SINCAM008767	ENSCAFP00000035938
SINCAM007241	ENSCAFP00000035949
SINCAM001511	ENSCAFP00000035951
SINCAM004166	ENSCAFP00000035955
SINCAM921316	ENSCAFP00000035956
SINCAM012727	ENSCAFP00000035962
SINCAM015238	ENSCAFP00000035964
SINCAM002882	ENSCAFP00000035966
SINCAM013517	ENSCAFP00000035984
SINCAM003244	ENSCAFP00000035989
SINCAM921775	ENSCAFP00000035991
SINCAM002342	ENSCAFP00000036000
SINCAM008609	ENSCAFP00000036004
SINCAM010088	ENSCAFP00000036009
SINCAM008603	ENSCAFP00000036014
SINCAM008072	ENSCAFP00000036015
SINCAM009620	ENSCAFP00000036016
SINCAM001609	ENSCAFP00000036017
SINCAM003446	ENSCAFP00000036018
SINCAM921168	ENSCAFP00000036027
SINCAM008919	ENSCAFP00000036029
SINCAM922682	ENSCAFP00000036030
SINCAM007471	ENSCAFP00000036035
SINCAM920844	ENSCAFP00000036046
SINCAM011385	ENSCAFP00000036048
SINCAM002274	ENSCAFP00000036063
SINCAM005569	ENSCAFP00000036071
SINCAM000968	ENSCAFP00000036075
SINCAM922139	ENSCAFP00000036076
SINCAM010653	ENSCAFP00000036086
SINCAM920593	ENSCAFP00000036087
SINCAM922327	ENSCAFP00000036090
SINCAM014022	ENSCAFP00000036092
SINCAM000474	ENSCAFP00000036103
SINCAM013631	ENSCAFP00000036114
SINCAM003991	ENSCAFP00000036121
SINCAM921911	ENSCAFP00000036126
SINCAM007270	ENSCAFP00000036127
SINCAM012002	ENSCAFP00000036141
SINCAM922230	ENSCAFP00000036143
SINCAM923165	ENSCAFP00000036148
SINCAM008500	ENSCAFP00000036156
SINCAM010113	ENSCAFP00000036168
SINCAM007765	ENSCAFP00000036170
SINCAM008755	ENSCAFP00000036182
SINCAM008090	ENSCAFP00000036186
SINCAM002388	ENSCAFP00000036190
SINCAM009444	ENSCAFP00000036196
SINCAM007238	ENSCAFP00000036197
SINCAM003846	ENSCAFP00000036206
SINCAM008053	ENSCAFP00000036212
SINCAM921664	ENSCAFP00000036218
SINCAM000809	ENSCAFP00000036222
SINCAM004033	ENSCAFP00000036223
SINCAM011569	ENSCAFP00000036227
SINCAM011108	ENSCAFP00000036229
SINCAM013884	ENSCAFP00000036230
SINCAM003713	ENSCAFP00000036231
SINCAM014255	ENSCAFP00000036234
SINCAM921851	ENSCAFP00000036241
SINCAM017783	ENSCAFP00000036244
SINCAM013985	ENSCAFP00000036245
SINCAM001608	ENSCAFP00000036267
SINCAM920919	ENSCAFP00000036270
SINCAM012659	ENSCAFP00000036273
SINCAM014733	ENSCAFP00000036282
SINCAM000797	ENSCAFP00000036297
SINCAM002208	ENSCAFP00000036303
SINCAM003681	ENSCAFP00000036304
SINCAM920550	ENSCAFP00000036307
SINCAM017508	ENSCAFP00000036311
SINCAM005384	ENSCAFP00000036321
SINCAM006208	ENSCAFP00000036324
SINCAM013669	ENSCAFP00000036329
SINCAM921068	ENSCAFP00000036331
SINCAM008525	ENSCAFP00000036333
SINCAM009516	ENSCAFP00000036338
SINCAM012382	ENSCAFP00000036341
SINCAM005458	ENSCAFP00000036342
SINCAM921580	ENSCAFP00000036343
SINCAM922028	ENSCAFP00000036344
SINCAM003403	ENSCAFP00000036345
SINCAM008814	ENSCAFP00000036351
SINCAM006222	ENSCAFP00000036352
SINCAM005429	ENSCAFP00000036356
SINCAM002176	ENSCAFP00000036357
SINCAM920537	ENSCAFP00000036362
SINCAM900064	ENSCAFP00000036367
SINCAM009667	ENSCAFP00000036381
SINCAM921779	ENSCAFP00000036385
SINCAM003462	ENSCAFP00000036390
SINCAM000289	ENSCAFP00000036393
SINCAM013115	ENSCAFP00000036396
SINCAM011340	ENSCAFP00000036405
SINCAM922751	ENSCAFP00000036415
SINCAM921781	ENSCAFP00000036423
SINCAM010373	ENSCAFP00000036425
SINCAM008285	ENSCAFP00000036438
SINCAM921144	ENSCAFP00000036445
SINCAM001355	ENSCAFP00000036455
SINCAM008015	ENSCAFP00000036468
SINCAM010626	ENSCAFP00000036469
SINCAM003409	ENSCAFP00000036470
SINCAM008271	ENSCAFP00000036476
SINCAM014028	ENSCAFP00000036497
SINCAM921421	ENSCAFP00000036500
SINCAM002628	ENSCAFP00000036507
SINCAM014429	ENSCAFP00000036512
SINCAM016132	ENSCAFP00000036515
SINCAM016449	ENSCAFP00000036528
SINCAM922362	ENSCAFP00000036529
SINCAM008141	ENSCAFP00000036532
SINCAM004728	ENSCAFP00000036533
SINCAM900265	ENSCAFP00000036535
SINCAM922505	ENSCAFP00000036540
SINCAM012353	ENSCAFP00000036541
SINCAM005676	ENSCAFP00000036548
SINCAM004660	ENSCAFP00000036550
SINCAM921751	ENSCAFP00000036555
SINCAM922945	ENSCAFP00000036557
SINCAM900233	ENSCAFP00000036558
SINCAM006435	ENSCAFP00000036568
SINCAM005532	ENSCAFP00000036569
SINCAM015166	ENSCAFP00000036573
SINCAM011333	ENSCAFP00000036579
SINCAM011318	ENSCAFP00000036580
SINCAM921631	ENSCAFP00000036587
SINCAM008071	ENSCAFP00000036602
SINCAM003860	ENSCAFP00000036610
SINCAM003134	ENSCAFP00000036615
SINCAM920459	ENSCAFP00000036624
SINCAM900188	ENSCAFP00000036634
SINCAM002735	ENSCAFP00000036637
SINCAM008696	ENSCAFP00000036644
SINCAM005434	ENSCAFP00000036660
SINCAM004041	ENSCAFP00000036662
SINCAM010428	ENSCAFP00000036663
SINCAM920464	ENSCAFP00000036665
SINCAM003236	ENSCAFP00000036666
SINCAM009394	ENSCAFP00000036671
SINCAM008680	ENSCAFP00000036672
SINCAM922620	ENSCAFP00000036677
SINCAM011400	ENSCAFP00000036681
SINCAM010319	ENSCAFP00000036682
SINCAM005572	ENSCAFP00000036689
SINCAM009973	ENSCAFP00000036692
SINCAM002579	ENSCAFP00000036702
SINCAM002956	ENSCAFP00000036704
SINCAM921423	ENSCAFP00000036705
SINCAM008001	ENSCAFP00000036707
SINCAM005614	ENSCAFP00000036710
SINCAM003551	ENSCAFP00000036713
SINCAM009713	ENSCAFP00000036724
SINCAM009379	ENSCAFP00000036725
