ENSMGAP00000000006	SINCAM000417
ENSMGAP00000015578	SINCAM921304
ENSMGAP00000015579	SINCAM004342
ENSMGAP00000015581	SINCAM010732
ENSMGAP00000015583	SINCAM004338
ENSMGAP00000015584	SINCAM004336
ENSMGAP00000015585	SINCAM004381
ENSMGAP00000015586	SINCAM005739
ENSMGAP00000015587	SINCAM005740
ENSMGAP00000015588	SINCAM005741
ENSMGAP00000015589	SINCAM004382
ENSMGAP00000015592	SINCAM004384
ENSMGAP00000015593	SINCAM001024
ENSMGAP00000015594	SINCAM004385
ENSMGAP00000015595	SINCAM004908
ENSMGAP00000015597	SINCAM004909
ENSMGAP00000015598	SINCAM004911
ENSMGAP00000015599	SINCAM004989
ENSMGAP00000015601	SINCAM004987
ENSMGAP00000015603	SINCAM011035
ENSMGAP00000015605	SINCAM004986
ENSMGAP00000015606	SINCAM004984
ENSMGAP00000015607	SINCAM004983
ENSMGAP00000015612	SINCAM921410
ENSMGAP00000015616	SINCAM004980
ENSMGAP00000015617	SINCAM921408
ENSMGAP00000015618	SINCAM921407
ENSMGAP00000015619	SINCAM004976
ENSMGAP00000015620	SINCAM012511
ENSMGAP00000015622	SINCAM922312
ENSMGAP00000015629	SINCAM004970
ENSMGAP00000015631	SINCAM004963
ENSMGAP00000015632	SINCAM004967
ENSMGAP00000015633	SINCAM921402
ENSMGAP00000015634	SINCAM004962
ENSMGAP00000015636	SINCAM921401
ENSMGAP00000015637	SINCAM004961
ENSMGAP00000015638	SINCAM004959
ENSMGAP00000015639	SINCAM004957
ENSMGAP00000015640	SINCAM002468
ENSMGAP00000015641	SINCAM004955
ENSMGAP00000015642	SINCAM002469
ENSMGAP00000015643	SINCAM004954
ENSMGAP00000015644	SINCAM004953
ENSMGAP00000015645	SINCAM004952
ENSMGAP00000015649	SINCAM004949
ENSMGAP00000015650	SINCAM004948
ENSMGAP00000015652	SINCAM004947
ENSMGAP00000015653	SINCAM004946
ENSMGAP00000015654	SINCAM004945
ENSMGAP00000015656	SINCAM004943
ENSMGAP00000015661	SINCAM004942
ENSMGAP00000015662	SINCAM004939
ENSMGAP00000015663	SINCAM004938
ENSMGAP00000015665	SINCAM004936
ENSMGAP00000015666	SINCAM004935
ENSMGAP00000015668	SINCAM004709
ENSMGAP00000015673	SINCAM004711
ENSMGAP00000015676	SINCAM004713
ENSMGAP00000015677	SINCAM004712
ENSMGAP00000015680	SINCAM004717
ENSMGAP00000015681	SINCAM010891
ENSMGAP00000015682	SINCAM000565
ENSMGAP00000015683	SINCAM016472
ENSMGAP00000015684	SINCAM004719
ENSMGAP00000015685	SINCAM004720
ENSMGAP00000015686	SINCAM004721
ENSMGAP00000015687	SINCAM004722
ENSMGAP00000015690	SINCAM004724
ENSMGAP00000015691	SINCAM004725
ENSMGAP00000015692	SINCAM004728
ENSMGAP00000015693	SINCAM004730
ENSMGAP00000015695	SINCAM004731
ENSMGAP00000015699	SINCAM004733
ENSMGAP00000015700	SINCAM004736
ENSMGAP00000015702	SINCAM004737
ENSMGAP00000015703	SINCAM001532
ENSMGAP00000015704	SINCAM921370
ENSMGAP00000015705	SINCAM004738
ENSMGAP00000015708	SINCAM004741
ENSMGAP00000015709	SINCAM004742
ENSMGAP00000015710	SINCAM004743
ENSMGAP00000015711	SINCAM003330
ENSMGAP00000015712	SINCAM009455
ENSMGAP00000015713	SINCAM004747
ENSMGAP00000015714	SINCAM004748
ENSMGAP00000015715	SINCAM010867
ENSMGAP00000015716	SINCAM004750
ENSMGAP00000015717	SINCAM004751
ENSMGAP00000015719	SINCAM004755
ENSMGAP00000015720	SINCAM004757
ENSMGAP00000015721	SINCAM004758
ENSMGAP00000015723	SINCAM004760
ENSMGAP00000015725	SINCAM004761
ENSMGAP00000015727	SINCAM920717
ENSMGAP00000015728	SINCAM004765
ENSMGAP00000015729	SINCAM004434
ENSMGAP00000015731	SINCAM004428
ENSMGAP00000015732	SINCAM009279
ENSMGAP00000015734	SINCAM010928
ENSMGAP00000015736	SINCAM004333
ENSMGAP00000015737	SINCAM009164
ENSMGAP00000015738	SINCAM015491
ENSMGAP00000015739	SINCAM004526
ENSMGAP00000015740	SINCAM004525
ENSMGAP00000015742	SINCAM004523
ENSMGAP00000015746	SINCAM009167
ENSMGAP00000015747	SINCAM004414
ENSMGAP00000015748	SINCAM004415
ENSMGAP00000015749	SINCAM004458
ENSMGAP00000015751	SINCAM004427
ENSMGAP00000015755	SINCAM004426
ENSMGAP00000015756	SINCAM004425
ENSMGAP00000015757	SINCAM004417
ENSMGAP00000015758	SINCAM004423
ENSMGAP00000015759	SINCAM004422
ENSMGAP00000015760	SINCAM013752
ENSMGAP00000015762	SINCAM921316
ENSMGAP00000015763	SINCAM921318
ENSMGAP00000015764	SINCAM004462
ENSMGAP00000015766	SINCAM004310
ENSMGAP00000015767	SINCAM921294
ENSMGAP00000015768	SINCAM004306
ENSMGAP00000015770	SINCAM921295
ENSMGAP00000015771	SINCAM921296
ENSMGAP00000015772	SINCAM004305
ENSMGAP00000015773	SINCAM010878
ENSMGAP00000015774	SINCAM004770
ENSMGAP00000015775	SINCAM004570
ENSMGAP00000015779	SINCAM004573
ENSMGAP00000015781	SINCAM004574
ENSMGAP00000015784	SINCAM004577
ENSMGAP00000015785	SINCAM004581
ENSMGAP00000015786	SINCAM004582
ENSMGAP00000015787	SINCAM004583
ENSMGAP00000015788	SINCAM004586
ENSMGAP00000015792	SINCAM000246
ENSMGAP00000015793	SINCAM004591
ENSMGAP00000015798	SINCAM004498
ENSMGAP00000015801	SINCAM004501
ENSMGAP00000015802	SINCAM001220
ENSMGAP00000015804	SINCAM004502
ENSMGAP00000015805	SINCAM921330
ENSMGAP00000015806	SINCAM921331
ENSMGAP00000015809	SINCAM921332
ENSMGAP00000015811	SINCAM004154
ENSMGAP00000015814	SINCAM001409
ENSMGAP00000015817	SINCAM004507
ENSMGAP00000015818	SINCAM013014
ENSMGAP00000015819	SINCAM004510
ENSMGAP00000015822	SINCAM004512
ENSMGAP00000015823	SINCAM004513
ENSMGAP00000015825	SINCAM921324
ENSMGAP00000015830	SINCAM004494
ENSMGAP00000015831	SINCAM004840
ENSMGAP00000015832	SINCAM014335
ENSMGAP00000015833	SINCAM004492
ENSMGAP00000015836	SINCAM004490
ENSMGAP00000015837	SINCAM004489
ENSMGAP00000015838	SINCAM004488
ENSMGAP00000015839	SINCAM004486
ENSMGAP00000015841	SINCAM011384
ENSMGAP00000015844	SINCAM004485
ENSMGAP00000015845	SINCAM004484
ENSMGAP00000015847	SINCAM004482
ENSMGAP00000015848	SINCAM004480
ENSMGAP00000015849	SINCAM004481
ENSMGAP00000015852	SINCAM004479
ENSMGAP00000015854	SINCAM921089
ENSMGAP00000015855	SINCAM004478
ENSMGAP00000015858	SINCAM004470
ENSMGAP00000015859	SINCAM921319
ENSMGAP00000015860	SINCAM004475
ENSMGAP00000015861	SINCAM004474
ENSMGAP00000015865	SINCAM004468
ENSMGAP00000015866	SINCAM004467
ENSMGAP00000015867	SINCAM004466
ENSMGAP00000015868	SINCAM004465
ENSMGAP00000015869	SINCAM004464
ENSMGAP00000015871	SINCAM004261
ENSMGAP00000015873	SINCAM922269
ENSMGAP00000015875	SINCAM004263
ENSMGAP00000015876	SINCAM921285
ENSMGAP00000015879	SINCAM004265
ENSMGAP00000015881	SINCAM004267
ENSMGAP00000015883	SINCAM004269
ENSMGAP00000015884	SINCAM004270
ENSMGAP00000015885	SINCAM004388
ENSMGAP00000015893	SINCAM004393
ENSMGAP00000015895	SINCAM004398
ENSMGAP00000015896	SINCAM004399
ENSMGAP00000015897	SINCAM010698
ENSMGAP00000015898	SINCAM004401
ENSMGAP00000015900	SINCAM004402
ENSMGAP00000015903	SINCAM004404
ENSMGAP00000015904	SINCAM004405
ENSMGAP00000015907	SINCAM004407
ENSMGAP00000015910	SINCAM004411
ENSMGAP00000015911	SINCAM004412
ENSMGAP00000015912	SINCAM004413
ENSMGAP00000015914	SINCAM004613
ENSMGAP00000015915	SINCAM004614
ENSMGAP00000015916	SINCAM004297
ENSMGAP00000015917	SINCAM004298
ENSMGAP00000015918	SINCAM004299
ENSMGAP00000015921	SINCAM004300
ENSMGAP00000015922	SINCAM010856
ENSMGAP00000015925	SINCAM004296
ENSMGAP00000015926	SINCAM922302
ENSMGAP00000015927	SINCAM004294
ENSMGAP00000015928	SINCAM009441
ENSMGAP00000015929	SINCAM002373
ENSMGAP00000015931	SINCAM004277
ENSMGAP00000015932	SINCAM921288
ENSMGAP00000015933	SINCAM004389
ENSMGAP00000015935	SINCAM004273
ENSMGAP00000015936	SINCAM921287
ENSMGAP00000015937	SINCAM004906
ENSMGAP00000015939	SINCAM004901
ENSMGAP00000015940	SINCAM004902
ENSMGAP00000015941	SINCAM004903
ENSMGAP00000015943	SINCAM921392
ENSMGAP00000015944	SINCAM921393
ENSMGAP00000015945	SINCAM004905
ENSMGAP00000015946	SINCAM004898
ENSMGAP00000015947	SINCAM004899
ENSMGAP00000015948	SINCAM004900
ENSMGAP00000015950	SINCAM004896
ENSMGAP00000015952	SINCAM000205
ENSMGAP00000015953	SINCAM014665
ENSMGAP00000015954	SINCAM920626
ENSMGAP00000015955	SINCAM004894
ENSMGAP00000015956	SINCAM004895
ENSMGAP00000015957	SINCAM004890
ENSMGAP00000015960	SINCAM004889
ENSMGAP00000015961	SINCAM004888
ENSMGAP00000015964	SINCAM004886
ENSMGAP00000015965	SINCAM004885
ENSMGAP00000015966	SINCAM921389
ENSMGAP00000015968	SINCAM004884
ENSMGAP00000015969	SINCAM004883
ENSMGAP00000015970	SINCAM004882
ENSMGAP00000015971	SINCAM004881
ENSMGAP00000015973	SINCAM004878
ENSMGAP00000015974	SINCAM004876
ENSMGAP00000015976	SINCAM004875
ENSMGAP00000015978	SINCAM004870
ENSMGAP00000015982	SINCAM004868
ENSMGAP00000015984	SINCAM004867
ENSMGAP00000015987	SINCAM004866
ENSMGAP00000015989	SINCAM004865
ENSMGAP00000015990	SINCAM004864
ENSMGAP00000015991	SINCAM921386
ENSMGAP00000015996	SINCAM004858
ENSMGAP00000015997	SINCAM004857
ENSMGAP00000015999	SINCAM921381
ENSMGAP00000016000	SINCAM004855
ENSMGAP00000016001	SINCAM000641
ENSMGAP00000016002	SINCAM004853
ENSMGAP00000016003	SINCAM004850
ENSMGAP00000016004	SINCAM010212
ENSMGAP00000016007	SINCAM004847
ENSMGAP00000016008	SINCAM004846
ENSMGAP00000016009	SINCAM004845
ENSMGAP00000016010	SINCAM004844
ENSMGAP00000016011	SINCAM004841
ENSMGAP00000016013	SINCAM921380
ENSMGAP00000016014	SINCAM001213
ENSMGAP00000016015	SINCAM004835
ENSMGAP00000016016	SINCAM004834
ENSMGAP00000016017	SINCAM004836
ENSMGAP00000016018	SINCAM004832
ENSMGAP00000016019	SINCAM004831
ENSMGAP00000016020	SINCAM921377
ENSMGAP00000016021	SINCAM921376
ENSMGAP00000016022	SINCAM004828
ENSMGAP00000016023	SINCAM004826
ENSMGAP00000016025	SINCAM004823
ENSMGAP00000016026	SINCAM921375
ENSMGAP00000016027	SINCAM003205
ENSMGAP00000016028	SINCAM004819
ENSMGAP00000016029	SINCAM004821
ENSMGAP00000016030	SINCAM004818
ENSMGAP00000016031	SINCAM004816
ENSMGAP00000016032	SINCAM004815
ENSMGAP00000016033	SINCAM004813
ENSMGAP00000016034	SINCAM000573
ENSMGAP00000016035	SINCAM004810
ENSMGAP00000016037	SINCAM004809
ENSMGAP00000016039	SINCAM004808
ENSMGAP00000016040	SINCAM004807
ENSMGAP00000016041	SINCAM004806
ENSMGAP00000016042	SINCAM004805
ENSMGAP00000016043	SINCAM004804
ENSMGAP00000016044	SINCAM004802
ENSMGAP00000016045	SINCAM004803
ENSMGAP00000016046	SINCAM004801
ENSMGAP00000016047	SINCAM004800
ENSMGAP00000016048	SINCAM004799
ENSMGAP00000016050	SINCAM004797
ENSMGAP00000016052	SINCAM004796
ENSMGAP00000016055	SINCAM004795
ENSMGAP00000016058	SINCAM004794
ENSMGAP00000016059	SINCAM004793
ENSMGAP00000016060	SINCAM004792
ENSMGAP00000016061	SINCAM004788
ENSMGAP00000016063	SINCAM004787
ENSMGAP00000016064	SINCAM004785
ENSMGAP00000016066	SINCAM004784
ENSMGAP00000016067	SINCAM004783
ENSMGAP00000016069	SINCAM004782
ENSMGAP00000016070	SINCAM004780
ENSMGAP00000016071	SINCAM004778
ENSMGAP00000016072	SINCAM004777
ENSMGAP00000016073	SINCAM004775
ENSMGAP00000016075	SINCAM004773
ENSMGAP00000016079	SINCAM004772
ENSMGAP00000016080	SINCAM004779
ENSMGAP00000016081	SINCAM004771
ENSMGAP00000016085	SINCAM004769
ENSMGAP00000016087	SINCAM004767
ENSMGAP00000016088	SINCAM004766
ENSMGAP00000016092	SINCAM004313
ENSMGAP00000016097	SINCAM004316
ENSMGAP00000016098	SINCAM004318
ENSMGAP00000016099	SINCAM004317
ENSMGAP00000016100	SINCAM004319
ENSMGAP00000016104	SINCAM004644
ENSMGAP00000016105	SINCAM004646
ENSMGAP00000016108	SINCAM004647
ENSMGAP00000016109	SINCAM014779
ENSMGAP00000016110	SINCAM921359
ENSMGAP00000016112	SINCAM004650
ENSMGAP00000016114	SINCAM004653
ENSMGAP00000016115	SINCAM004654
ENSMGAP00000016118	SINCAM004655
ENSMGAP00000016120	SINCAM004656
ENSMGAP00000016123	SINCAM921360
ENSMGAP00000016124	SINCAM004660
ENSMGAP00000016126	SINCAM004662
ENSMGAP00000016127	SINCAM004663
ENSMGAP00000016128	SINCAM004664
ENSMGAP00000016129	SINCAM015262
ENSMGAP00000016130	SINCAM004665
ENSMGAP00000016131	SINCAM004137
ENSMGAP00000016132	SINCAM921361
ENSMGAP00000016139	SINCAM921362
ENSMGAP00000016144	SINCAM004669
ENSMGAP00000016147	SINCAM004670
ENSMGAP00000016149	SINCAM004673
ENSMGAP00000016150	SINCAM004674
ENSMGAP00000016152	SINCAM004676
ENSMGAP00000016153	SINCAM004677
ENSMGAP00000016156	SINCAM004680
ENSMGAP00000016157	SINCAM004681
ENSMGAP00000016158	SINCAM004697
ENSMGAP00000016159	SINCAM004696
ENSMGAP00000016160	SINCAM004695
ENSMGAP00000016161	SINCAM921368
ENSMGAP00000016162	SINCAM921367
ENSMGAP00000016163	SINCAM004693
ENSMGAP00000016164	SINCAM004692
ENSMGAP00000016166	SINCAM004689
ENSMGAP00000016167	SINCAM004688
ENSMGAP00000016169	SINCAM004686
ENSMGAP00000016171	SINCAM004684
ENSMGAP00000016172	SINCAM004682
ENSMGAP00000016173	SINCAM004685
ENSMGAP00000016174	SINCAM004683
ENSMGAP00000016178	SINCAM004701
ENSMGAP00000016179	SINCAM004705
ENSMGAP00000016180	SINCAM004706
ENSMGAP00000016182	SINCAM004930
ENSMGAP00000016183	SINCAM004707
ENSMGAP00000016184	SINCAM921398
ENSMGAP00000016185	SINCAM008729
ENSMGAP00000016187	SINCAM015473
ENSMGAP00000016192	SINCAM004056
ENSMGAP00000016193	SINCAM004990
ENSMGAP00000016194	SINCAM009415
ENSMGAP00000016196	SINCAM921411
ENSMGAP00000016197	SINCAM009408
ENSMGAP00000016199	SINCAM004993
ENSMGAP00000016200	SINCAM921412
ENSMGAP00000016201	SINCAM922320
ENSMGAP00000016202	SINCAM004994
ENSMGAP00000016203	SINCAM004995
ENSMGAP00000016204	SINCAM004999
ENSMGAP00000016205	SINCAM004998
ENSMGAP00000016213	SINCAM008121
ENSMGAP00000016215	SINCAM004057
ENSMGAP00000016218	SINCAM006570
ENSMGAP00000016222	SINCAM004013
ENSMGAP00000016223	SINCAM004061
ENSMGAP00000016225	SINCAM921241
ENSMGAP00000016227	SINCAM013829
ENSMGAP00000016228	SINCAM922329
ENSMGAP00000016229	SINCAM010988
ENSMGAP00000016235	SINCAM004008
ENSMGAP00000016236	SINCAM004009
ENSMGAP00000016237	SINCAM009387
ENSMGAP00000016239	SINCAM921395
ENSMGAP00000016240	SINCAM921396
ENSMGAP00000016242	SINCAM000306
ENSMGAP00000016248	SINCAM016348
ENSMGAP00000016250	SINCAM004928
ENSMGAP00000016257	SINCAM010971
ENSMGAP00000016258	SINCAM004007
ENSMGAP00000016259	SINCAM922319
ENSMGAP00000016261	SINCAM921862
ENSMGAP00000016262	SINCAM921861
ENSMGAP00000016268	SINCAM007099
ENSMGAP00000016270	SINCAM921868
ENSMGAP00000016271	SINCAM007144
ENSMGAP00000016272	SINCAM007152
ENSMGAP00000016273	SINCAM007155
ENSMGAP00000016275	SINCAM007184
ENSMGAP00000016276	SINCAM921897
ENSMGAP00000016277	SINCAM014376
ENSMGAP00000016279	SINCAM006865
ENSMGAP00000016280	SINCAM000694
ENSMGAP00000016285	SINCAM921336
ENSMGAP00000016286	SINCAM005166
ENSMGAP00000016289	SINCAM008257
ENSMGAP00000016294	SINCAM921651
ENSMGAP00000016295	SINCAM005274
ENSMGAP00000016296	SINCAM008270
ENSMGAP00000016297	SINCAM013470
ENSMGAP00000016301	SINCAM011671
ENSMGAP00000016302	SINCAM005363
ENSMGAP00000016308	SINCAM008485
ENSMGAP00000016314	SINCAM008064
ENSMGAP00000016316	SINCAM016738
ENSMGAP00000016317	SINCAM008532
ENSMGAP00000016319	SINCAM900257
ENSMGAP00000016320	SINCAM008111
ENSMGAP00000016324	SINCAM005421
ENSMGAP00000016326	SINCAM921697
ENSMGAP00000016328	SINCAM008168
ENSMGAP00000016330	SINCAM921641
ENSMGAP00000016331	SINCAM008531
ENSMGAP00000016333	SINCAM921696
ENSMGAP00000016339	SINCAM010925
ENSMGAP00000016343	SINCAM921333
ENSMGAP00000016344	SINCAM012371
ENSMGAP00000016346	SINCAM920700
ENSMGAP00000016351	SINCAM012617
ENSMGAP00000016354	SINCAM001387
ENSMGAP00000016356	SINCAM011390
ENSMGAP00000016357	SINCAM920713
ENSMGAP00000016358	SINCAM012500
ENSMGAP00000016359	SINCAM920712
ENSMGAP00000016364	SINCAM922005
ENSMGAP00000016365	SINCAM002149
ENSMGAP00000016369	SINCAM010740
ENSMGAP00000016370	SINCAM002147
ENSMGAP00000016371	SINCAM014833
ENSMGAP00000016376	SINCAM001857
ENSMGAP00000016378	SINCAM002340
ENSMGAP00000016381	SINCAM010070
ENSMGAP00000016382	SINCAM002420
ENSMGAP00000016383	SINCAM010090
ENSMGAP00000016386	SINCAM002669
ENSMGAP00000016392	SINCAM000529
ENSMGAP00000016393	SINCAM922378
ENSMGAP00000016395	SINCAM922379
ENSMGAP00000016396	SINCAM010282
ENSMGAP00000016397	SINCAM009979
ENSMGAP00000016399	SINCAM921451
ENSMGAP00000016402	SINCAM008545
ENSMGAP00000016406	SINCAM921353
ENSMGAP00000016414	SINCAM008669
ENSMGAP00000016415	SINCAM920979
ENSMGAP00000016417	SINCAM015906
ENSMGAP00000016425	SINCAM014864
ENSMGAP00000016428	SINCAM008596
ENSMGAP00000016429	SINCAM007731
ENSMGAP00000016431	SINCAM921713
ENSMGAP00000016432	SINCAM007364
ENSMGAP00000016433	SINCAM008738
ENSMGAP00000016437	SINCAM922031
ENSMGAP00000016439	SINCAM921400
ENSMGAP00000016443	SINCAM922041
ENSMGAP00000016446	SINCAM008659
ENSMGAP00000016447	SINCAM009615
ENSMGAP00000016450	SINCAM009877
ENSMGAP00000016453	SINCAM922133
ENSMGAP00000016461	SINCAM004421
ENSMGAP00000016462	SINCAM011867
ENSMGAP00000016463	SINCAM011319
ENSMGAP00000016464	SINCAM011082
ENSMGAP00000016466	SINCAM922002
ENSMGAP00000016470	SINCAM921317
ENSMGAP00000016473	SINCAM011155
ENSMGAP00000016474	SINCAM004459
ENSMGAP00000016476	SINCAM004585
ENSMGAP00000016479	SINCAM922028
ENSMGAP00000016481	SINCAM922434
ENSMGAP00000016482	SINCAM921325
ENSMGAP00000016483	SINCAM011138
ENSMGAP00000016484	SINCAM004509
ENSMGAP00000016485	SINCAM004941
ENSMGAP00000016487	SINCAM011127
ENSMGAP00000016490	SINCAM921334
ENSMGAP00000016491	SINCAM011882
ENSMGAP00000016493	SINCAM922157
ENSMGAP00000016494	SINCAM921446
ENSMGAP00000016496	SINCAM015712
ENSMGAP00000016498	SINCAM921322
ENSMGAP00000016499	SINCAM011954
ENSMGAP00000016501	SINCAM004395
ENSMGAP00000016502	SINCAM922405
ENSMGAP00000016520	SINCAM010016
ENSMGAP00000016521	SINCAM004293
ENSMGAP00000016522	SINCAM011095
ENSMGAP00000016529	SINCAM010511
ENSMGAP00000016530	SINCAM004897
ENSMGAP00000016533	SINCAM010499
ENSMGAP00000016537	SINCAM922069
ENSMGAP00000016538	SINCAM014326
ENSMGAP00000016540	SINCAM010488
ENSMGAP00000016541	SINCAM921378
ENSMGAP00000016543	SINCAM011076
ENSMGAP00000016544	SINCAM004825
ENSMGAP00000016548	SINCAM002430
ENSMGAP00000016549	SINCAM921217
ENSMGAP00000016553	SINCAM004781
ENSMGAP00000016557	SINCAM011352
ENSMGAP00000016561	SINCAM003041
ENSMGAP00000016562	SINCAM016425
ENSMGAP00000016564	SINCAM004668
ENSMGAP00000016573	SINCAM921366
ENSMGAP00000016576	SINCAM013538
ENSMGAP00000016579	SINCAM010427
ENSMGAP00000016580	SINCAM921413
ENSMGAP00000016581	SINCAM921084
ENSMGAP00000016582	SINCAM921421
ENSMGAP00000016592	SINCAM920533
ENSMGAP00000016594	SINCAM012259
ENSMGAP00000016599	SINCAM005609
ENSMGAP00000016600	SINCAM012261
ENSMGAP00000016602	SINCAM012116
ENSMGAP00000016606	SINCAM012184
ENSMGAP00000016613	SINCAM012300
ENSMGAP00000016614	SINCAM921033
ENSMGAP00000016621	SINCAM013863
ENSMGAP00000016624	SINCAM920988
ENSMGAP00000016627	SINCAM921021
ENSMGAP00000016633	SINCAM012894
ENSMGAP00000016634	SINCAM005784
ENSMGAP00000016636	SINCAM002114
ENSMGAP00000016637	SINCAM005695
ENSMGAP00000016638	SINCAM921775
ENSMGAP00000016640	SINCAM921759
ENSMGAP00000016643	SINCAM003538
ENSMGAP00000016648	SINCAM900231
ENSMGAP00000016649	SINCAM921795
ENSMGAP00000016650	SINCAM005000
ENSMGAP00000016651	SINCAM015190
ENSMGAP00000016653	SINCAM000100
ENSMGAP00000016655	SINCAM007524
ENSMGAP00000016657	SINCAM014824
ENSMGAP00000016661	SINCAM011044
ENSMGAP00000016662	SINCAM000819
ENSMGAP00000016666	SINCAM000020
ENSMGAP00000016670	SINCAM000364
ENSMGAP00000016673	SINCAM000568
ENSMGAP00000016674	SINCAM000536
ENSMGAP00000016675	SINCAM000508
ENSMGAP00000016676	SINCAM012882
ENSMGAP00000016680	SINCAM000499
ENSMGAP00000016683	SINCAM000485
ENSMGAP00000016688	SINCAM922474
ENSMGAP00000016694	SINCAM012782
ENSMGAP00000016697	SINCAM013803
ENSMGAP00000016699	SINCAM922353
ENSMGAP00000016700	SINCAM013789
ENSMGAP00000016702	SINCAM013684
ENSMGAP00000016704	SINCAM922897
ENSMGAP00000016706	SINCAM014943
ENSMGAP00000016707	SINCAM920522
ENSMGAP00000016708	SINCAM007862
ENSMGAP00000016710	SINCAM007846
ENSMGAP00000016715	SINCAM007844
ENSMGAP00000016717	SINCAM921677
ENSMGAP00000016718	SINCAM921486
ENSMGAP00000016719	SINCAM921527
ENSMGAP00000016722	SINCAM002720
ENSMGAP00000016723	SINCAM007803
ENSMGAP00000016726	SINCAM007999
ENSMGAP00000016728	SINCAM012112
ENSMGAP00000016729	SINCAM921002
ENSMGAP00000016730	SINCAM922330
ENSMGAP00000016731	SINCAM014028
ENSMGAP00000016732	SINCAM922293
ENSMGAP00000016734	SINCAM010834
ENSMGAP00000016735	SINCAM922244
ENSMGAP00000016736	SINCAM922245
ENSMGAP00000016737	SINCAM010833
ENSMGAP00000016740	SINCAM011657
ENSMGAP00000016741	SINCAM010832
ENSMGAP00000016745	SINCAM012799
ENSMGAP00000016746	SINCAM011482
ENSMGAP00000016750	SINCAM011714
ENSMGAP00000016751	SINCAM004545
ENSMGAP00000016753	SINCAM922291
ENSMGAP00000016756	SINCAM921678
ENSMGAP00000016760	SINCAM011018
ENSMGAP00000016762	SINCAM920827
ENSMGAP00000016765	SINCAM002650
ENSMGAP00000016767	SINCAM921195
ENSMGAP00000016768	SINCAM920794
ENSMGAP00000016771	SINCAM921139
ENSMGAP00000016774	SINCAM920799
ENSMGAP00000016776	SINCAM003413
ENSMGAP00000016778	SINCAM920800
ENSMGAP00000016780	SINCAM012949
ENSMGAP00000016783	SINCAM921159
ENSMGAP00000016784	SINCAM014950
ENSMGAP00000016787	SINCAM002603
ENSMGAP00000016789	SINCAM002601
ENSMGAP00000016791	SINCAM002882
ENSMGAP00000016794	SINCAM003583
ENSMGAP00000016796	SINCAM002450
ENSMGAP00000016797	SINCAM002874
ENSMGAP00000016802	SINCAM003655
ENSMGAP00000016803	SINCAM920824
ENSMGAP00000016806	SINCAM921097
ENSMGAP00000016807	SINCAM002321
ENSMGAP00000016808	SINCAM015830
ENSMGAP00000016810	SINCAM002481
ENSMGAP00000016812	SINCAM003143
ENSMGAP00000016813	SINCAM002303
ENSMGAP00000016821	SINCAM920821
ENSMGAP00000016822	SINCAM003224
ENSMGAP00000016824	SINCAM921134
ENSMGAP00000016830	SINCAM921209
ENSMGAP00000016831	SINCAM002254
ENSMGAP00000016832	SINCAM922997
ENSMGAP00000016841	SINCAM006711
ENSMGAP00000016842	SINCAM921197
ENSMGAP00000016843	SINCAM921131
ENSMGAP00000016846	SINCAM001689
ENSMGAP00000016848	SINCAM006744
ENSMGAP00000016849	SINCAM003333
ENSMGAP00000016853	SINCAM921612
ENSMGAP00000016855	SINCAM921615
ENSMGAP00000016856	SINCAM003803
ENSMGAP00000016858	SINCAM006270
ENSMGAP00000016862	SINCAM921115
ENSMGAP00000016863	SINCAM003936
ENSMGAP00000016866	SINCAM921146
ENSMGAP00000016872	SINCAM921125
ENSMGAP00000016877	SINCAM014706
ENSMGAP00000016879	SINCAM921553
ENSMGAP00000016880	SINCAM923095
ENSMGAP00000016881	SINCAM003875
ENSMGAP00000016884	SINCAM006432
ENSMGAP00000016886	SINCAM003983
ENSMGAP00000016891	SINCAM014725
ENSMGAP00000016899	SINCAM006419
ENSMGAP00000016901	SINCAM921078
ENSMGAP00000016902	SINCAM006412
ENSMGAP00000016903	SINCAM920955
ENSMGAP00000016904	SINCAM900194
ENSMGAP00000016905	SINCAM921958
ENSMGAP00000016912	SINCAM921961
ENSMGAP00000016914	SINCAM006403
ENSMGAP00000016918	SINCAM009359
ENSMGAP00000016919	SINCAM005817
ENSMGAP00000016922	SINCAM921962
ENSMGAP00000016927	SINCAM001325
ENSMGAP00000016931	SINCAM009212
ENSMGAP00000016932	SINCAM009497
ENSMGAP00000016933	SINCAM920617
ENSMGAP00000016934	SINCAM001515
ENSMGAP00000016935	SINCAM013360
ENSMGAP00000016936	SINCAM009288
ENSMGAP00000016944	SINCAM005813
ENSMGAP00000016947	SINCAM009277
ENSMGAP00000016948	SINCAM015192
ENSMGAP00000016952	SINCAM920677
ENSMGAP00000016958	SINCAM920675
ENSMGAP00000016965	SINCAM012965
ENSMGAP00000016968	SINCAM014108
ENSMGAP00000016969	SINCAM009219
ENSMGAP00000016970	SINCAM004062
ENSMGAP00000016971	SINCAM920749
ENSMGAP00000016972	SINCAM001227
ENSMGAP00000016975	SINCAM002020
ENSMGAP00000016977	SINCAM920569
ENSMGAP00000016978	SINCAM002090
ENSMGAP00000016980	SINCAM920950
ENSMGAP00000016985	SINCAM000919
ENSMGAP00000016987	SINCAM009168
ENSMGAP00000016988	SINCAM018080
ENSMGAP00000016992	SINCAM001039
ENSMGAP00000016993	SINCAM007498
ENSMGAP00000016994	SINCAM922558
ENSMGAP00000016995	SINCAM005312
