fgenesh2_pg.scaffold_351000043	ENSLOCP00000006075
fgenesh2_pm.scaffold_976000001	ENSLOCP00000001207
fgenesh2_pm.scaffold_1012000001	ENSLOCP00000004841
fgenesh2_pg.scaffold_1000009	ENSLOCP00000021355
fgenesh2_pg.scaffold_1000019	ENSLOCP00000000660
fgenesh2_pg.scaffold_1000055	ENSLOCP00000021412
fgenesh2_pg.scaffold_1000106	ENSLOCP00000021306
fgenesh2_pg.scaffold_1000124	ENSLOCP00000003957
fgenesh2_pg.scaffold_1000124	ENSLOCP00000008503
fgenesh2_pg.scaffold_1000134	ENSLOCP00000004480
fgenesh2_pg.scaffold_1000142	ENSLOCP00000022093
fgenesh2_pg.scaffold_1000147	ENSLOCP00000003133
fgenesh2_pg.scaffold_1000147	ENSLOCP00000021076
fgenesh2_pg.scaffold_1000165	ENSLOCP00000005535
fgenesh2_pg.scaffold_1000165	ENSLOCP00000011548
fgenesh2_pg.scaffold_1000169	ENSLOCP00000021809
fgenesh2_pg.scaffold_1000183	ENSLOCP00000004049
fgenesh2_pg.scaffold_1000183	ENSLOCP00000006233
fgenesh2_pg.scaffold_1000189	ENSLOCP00000016632
fgenesh2_pg.scaffold_1000242	ENSLOCP00000007059
fgenesh2_pg.scaffold_1000242	ENSLOCP00000000873
fgenesh2_pg.scaffold_1000251	ENSLOCP00000012157
fgenesh2_pg.scaffold_1000251	ENSLOCP00000020582
fgenesh2_pg.scaffold_1000261	ENSLOCP00000015494
fgenesh2_pg.scaffold_1000261	ENSLOCP00000010356
fgenesh2_pg.scaffold_1000265	ENSLOCP00000009440
fgenesh2_pg.scaffold_1000277	ENSLOCP00000011764
fgenesh2_pg.scaffold_1000295	ENSLOCP00000021984
fgenesh2_pg.scaffold_1000334	ENSLOCP00000008774
fgenesh2_pg.scaffold_1000367	ENSLOCP00000014034
fgenesh2_pg.scaffold_1000367	ENSLOCP00000018640
fgenesh2_pg.scaffold_2000016	ENSLOCP00000015444
fgenesh2_pg.scaffold_2000017	ENSLOCP00000006952
fgenesh2_pg.scaffold_2000017	ENSLOCP00000017973
fgenesh2_pg.scaffold_2000024	ENSLOCP00000004535
fgenesh2_pg.scaffold_2000028	ENSLOCP00000018106
fgenesh2_pg.scaffold_2000028	ENSLOCP00000012923
fgenesh2_pg.scaffold_2000042	ENSLOCP00000003252
fgenesh2_pg.scaffold_2000043	ENSLOCP00000000304
fgenesh2_pg.scaffold_2000064	ENSLOCP00000010215
fgenesh2_pg.scaffold_2000064	ENSLOCP00000017085
fgenesh2_pg.scaffold_2000065	ENSLOCP00000018179
fgenesh2_pg.scaffold_2000065	ENSLOCP00000017312
fgenesh2_pg.scaffold_2000066	ENSLOCP00000011064
fgenesh2_pg.scaffold_2000071	ENSLOCP00000004662
fgenesh2_pg.scaffold_2000081	ENSLOCP00000008887
fgenesh2_pg.scaffold_2000093	ENSLOCP00000004774
fgenesh2_pg.scaffold_2000098	ENSLOCP00000009816
fgenesh2_pg.scaffold_2000105	ENSLOCP00000010701
fgenesh2_pg.scaffold_2000112	ENSLOCP00000001596
fgenesh2_pg.scaffold_2000123	ENSLOCP00000001869
fgenesh2_pg.scaffold_2000135	ENSLOCP00000015300
fgenesh2_pg.scaffold_2000140	ENSLOCP00000009987
fgenesh2_pg.scaffold_2000141	ENSLOCP00000010017
fgenesh2_pg.scaffold_2000147	ENSLOCP00000015978
fgenesh2_pg.scaffold_2000149	ENSLOCP00000012719
fgenesh2_pg.scaffold_2000150	ENSLOCP00000012732
fgenesh2_pg.scaffold_2000157	ENSLOCP00000017113
fgenesh2_pg.scaffold_2000177	ENSLOCP00000015537
fgenesh2_pg.scaffold_2000180	ENSLOCP00000014366
fgenesh2_pg.scaffold_2000185	ENSLOCP00000001161
fgenesh2_pg.scaffold_2000190	ENSLOCP00000022055
fgenesh2_pg.scaffold_2000200	ENSLOCP00000012618
fgenesh2_pg.scaffold_2000211	ENSLOCP00000012812
fgenesh2_pg.scaffold_2000212	ENSLOCP00000012242
fgenesh2_pg.scaffold_2000215	ENSLOCP00000013598
fgenesh2_pg.scaffold_2000224	ENSLOCP00000003164
fgenesh2_pg.scaffold_2000241	ENSLOCP00000017215
fgenesh2_pg.scaffold_2000248	ENSLOCP00000010371
fgenesh2_pg.scaffold_2000254	ENSLOCP00000021997
fgenesh2_pg.scaffold_2000259	ENSLOCP00000000280
fgenesh2_pg.scaffold_2000268	ENSLOCP00000010464
fgenesh2_pg.scaffold_2000280	ENSLOCP00000008560
fgenesh2_pg.scaffold_2000286	ENSLOCP00000010866
fgenesh2_pg.scaffold_2000286	ENSLOCP00000014420
fgenesh2_pg.scaffold_2000312	ENSLOCP00000012161
fgenesh2_pg.scaffold_2000312	ENSLOCP00000015840
fgenesh2_pg.scaffold_2000312	ENSLOCP00000018328
fgenesh2_pg.scaffold_2000313	ENSLOCP00000010189
fgenesh2_pg.scaffold_2000335	ENSLOCP00000013104
fgenesh2_pg.scaffold_2000336	ENSLOCP00000012807
fgenesh2_pg.scaffold_2000337	ENSLOCP00000013086
fgenesh2_pg.scaffold_2000347	ENSLOCP00000012419
fgenesh2_pg.scaffold_2000349	ENSLOCP00000014211
fgenesh2_pg.scaffold_2000350	ENSLOCP00000008078
fgenesh2_pg.scaffold_2000352	ENSLOCP00000018422
fgenesh2_pg.scaffold_2000353	ENSLOCP00000017760
fgenesh2_pg.scaffold_2000364	ENSLOCP00000000946
fgenesh2_pg.scaffold_2000367	ENSLOCP00000022203
fgenesh2_pg.scaffold_2000398	ENSLOCP00000004589
fgenesh2_pg.scaffold_2000398	ENSLOCP00000000626
fgenesh2_pg.scaffold_3000030	ENSLOCP00000009731
fgenesh2_pg.scaffold_3000031	ENSLOCP00000011051
fgenesh2_pg.scaffold_3000046	ENSLOCP00000003630
fgenesh2_pg.scaffold_3000047	ENSLOCP00000001790
fgenesh2_pg.scaffold_3000122	ENSLOCP00000021421
fgenesh2_pg.scaffold_3000127	ENSLOCP00000010905
fgenesh2_pg.scaffold_3000130	ENSLOCP00000004339
fgenesh2_pg.scaffold_3000134	ENSLOCP00000006332
fgenesh2_pg.scaffold_3000134	ENSLOCP00000020722
fgenesh2_pg.scaffold_3000163	ENSLOCP00000021528
fgenesh2_pg.scaffold_3000181	ENSLOCP00000003313
fgenesh2_pg.scaffold_3000181	ENSLOCP00000003804
fgenesh2_pg.scaffold_3000193	ENSLOCP00000022473
fgenesh2_pg.scaffold_3000207	ENSLOCP00000017295
fgenesh2_pg.scaffold_3000223	ENSLOCP00000015280
fgenesh2_pg.scaffold_3000273	ENSLOCP00000012513
fgenesh2_pg.scaffold_4000029	ENSLOCP00000004598
fgenesh2_pg.scaffold_4000033	ENSLOCP00000014160
fgenesh2_pg.scaffold_4000052	ENSLOCP00000014031
fgenesh2_pg.scaffold_4000080	ENSLOCP00000021858
fgenesh2_pg.scaffold_4000093	ENSLOCP00000018370
fgenesh2_pg.scaffold_4000110	ENSLOCP00000015561
fgenesh2_pg.scaffold_4000110	ENSLOCP00000008380
fgenesh2_pg.scaffold_4000115	ENSLOCP00000015135
fgenesh2_pg.scaffold_4000115	ENSLOCP00000014380
fgenesh2_pg.scaffold_4000117	ENSLOCP00000016424
fgenesh2_pg.scaffold_4000137	ENSLOCP00000010928
fgenesh2_pg.scaffold_4000139	ENSLOCP00000009589
fgenesh2_pg.scaffold_4000167	ENSLOCP00000021856
fgenesh2_pg.scaffold_4000219	ENSLOCP00000007136
fgenesh2_pg.scaffold_4000241	ENSLOCP00000015405
fgenesh2_pg.scaffold_4000241	ENSLOCP00000016002
fgenesh2_pg.scaffold_4000283	ENSLOCP00000009475
fgenesh2_pg.scaffold_4000326	ENSLOCP00000007820
fgenesh2_pg.scaffold_4000331	ENSLOCP00000009736
fgenesh2_pg.scaffold_4000336	ENSLOCP00000006604
fgenesh2_pg.scaffold_4000336	ENSLOCP00000016802
fgenesh2_pg.scaffold_4000336	ENSLOCP00000015715
fgenesh2_pg.scaffold_4000337	ENSLOCP00000017492
fgenesh2_pg.scaffold_4000339	ENSLOCP00000019392
fgenesh2_pg.scaffold_5000002	ENSLOCP00000018384
fgenesh2_pg.scaffold_5000004	ENSLOCP00000021949
fgenesh2_pg.scaffold_5000006	ENSLOCP00000013105
fgenesh2_pg.scaffold_5000006	ENSLOCP00000013937
fgenesh2_pg.scaffold_5000009	ENSLOCP00000016631
fgenesh2_pg.scaffold_5000027	ENSLOCP00000013689
fgenesh2_pg.scaffold_5000027	ENSLOCP00000014724
fgenesh2_pg.scaffold_5000079	ENSLOCP00000005126
fgenesh2_pg.scaffold_5000079	ENSLOCP00000015340
fgenesh2_pg.scaffold_5000102	ENSLOCP00000007646
fgenesh2_pg.scaffold_5000124	ENSLOCP00000022305
fgenesh2_pg.scaffold_5000125	ENSLOCP00000015431
fgenesh2_pg.scaffold_5000127	ENSLOCP00000016396
fgenesh2_pg.scaffold_5000143	ENSLOCP00000011207
fgenesh2_pg.scaffold_5000153	ENSLOCP00000014236
fgenesh2_pg.scaffold_5000213	ENSLOCP00000000157
fgenesh2_pg.scaffold_5000224	ENSLOCP00000003605
fgenesh2_pg.scaffold_5000226	ENSLOCP00000013150
fgenesh2_pg.scaffold_5000245	ENSLOCP00000006687
fgenesh2_pg.scaffold_5000272	ENSLOCP00000003302
fgenesh2_pg.scaffold_5000316	ENSLOCP00000016974
fgenesh2_pg.scaffold_5000336	ENSLOCP00000007878
fgenesh2_pg.scaffold_5000352	ENSLOCP00000005744
fgenesh2_pg.scaffold_5000364	ENSLOCP00000001852
fgenesh2_pg.scaffold_5000411	ENSLOCP00000003373
fgenesh2_pg.scaffold_5000419	ENSLOCP00000002485
fgenesh2_pg.scaffold_5000419	ENSLOCP00000010022
fgenesh2_pg.scaffold_5000420	ENSLOCP00000015285
fgenesh2_pg.scaffold_6000006	ENSLOCP00000004186
fgenesh2_pg.scaffold_6000040	ENSLOCP00000020391
fgenesh2_pg.scaffold_6000040	ENSLOCP00000005656
fgenesh2_pg.scaffold_6000040	ENSLOCP00000019622
fgenesh2_pg.scaffold_6000040	ENSLOCP00000020207
fgenesh2_pg.scaffold_6000045	ENSLOCP00000016610
fgenesh2_pg.scaffold_6000057	ENSLOCP00000000273
fgenesh2_pg.scaffold_6000094	ENSLOCP00000008020
fgenesh2_pg.scaffold_6000121	ENSLOCP00000004455
fgenesh2_pg.scaffold_6000125	ENSLOCP00000008487
fgenesh2_pg.scaffold_6000132	ENSLOCP00000000550
fgenesh2_pg.scaffold_6000134	ENSLOCP00000001171
fgenesh2_pg.scaffold_6000162	ENSLOCP00000010051
fgenesh2_pg.scaffold_6000164	ENSLOCP00000021699
fgenesh2_pg.scaffold_6000166	ENSLOCP00000006825
fgenesh2_pg.scaffold_6000205	ENSLOCP00000022068
fgenesh2_pg.scaffold_6000251	ENSLOCP00000006368
fgenesh2_pg.scaffold_6000255	ENSLOCP00000016061
fgenesh2_pg.scaffold_6000270	ENSLOCP00000018233
fgenesh2_pg.scaffold_7000027	ENSLOCP00000008681
fgenesh2_pg.scaffold_7000027	ENSLOCP00000009069
fgenesh2_pg.scaffold_7000027	ENSLOCP00000007268
fgenesh2_pg.scaffold_7000028	ENSLOCP00000002587
fgenesh2_pg.scaffold_7000051	ENSLOCP00000008462
fgenesh2_pg.scaffold_7000074	ENSLOCP00000004018
fgenesh2_pg.scaffold_7000080	ENSLOCP00000021454
fgenesh2_pg.scaffold_7000084	ENSLOCP00000015801
fgenesh2_pg.scaffold_7000087	ENSLOCP00000017689
fgenesh2_pg.scaffold_7000094	ENSLOCP00000004743
fgenesh2_pg.scaffold_7000108	ENSLOCP00000021626
fgenesh2_pg.scaffold_7000127	ENSLOCP00000000972
fgenesh2_pg.scaffold_7000137	ENSLOCP00000009087
fgenesh2_pg.scaffold_7000137	ENSLOCP00000000705
fgenesh2_pg.scaffold_7000177	ENSLOCP00000010330
fgenesh2_pg.scaffold_7000180	ENSLOCP00000012149
fgenesh2_pg.scaffold_7000183	ENSLOCP00000016758
fgenesh2_pg.scaffold_7000189	ENSLOCP00000005375
fgenesh2_pg.scaffold_7000189	ENSLOCP00000018553
fgenesh2_pg.scaffold_7000217	ENSLOCP00000013434
fgenesh2_pg.scaffold_7000222	ENSLOCP00000003176
fgenesh2_pg.scaffold_7000258	ENSLOCP00000020733
fgenesh2_pg.scaffold_7000264	ENSLOCP00000016054
fgenesh2_pg.scaffold_7000273	ENSLOCP00000003504
fgenesh2_pg.scaffold_7000275	ENSLOCP00000010047
fgenesh2_pg.scaffold_8000002	ENSLOCP00000002008
fgenesh2_pg.scaffold_8000024	ENSLOCP00000016936
fgenesh2_pg.scaffold_8000056	ENSLOCP00000002838
fgenesh2_pg.scaffold_8000067	ENSLOCP00000010266
fgenesh2_pg.scaffold_8000085	ENSLOCP00000022187
fgenesh2_pg.scaffold_8000090	ENSLOCP00000018305
fgenesh2_pg.scaffold_8000101	ENSLOCP00000012236
fgenesh2_pg.scaffold_8000107	ENSLOCP00000010522
fgenesh2_pg.scaffold_8000115	ENSLOCP00000019996
fgenesh2_pg.scaffold_8000158	ENSLOCP00000021776
fgenesh2_pg.scaffold_8000197	ENSLOCP00000020250
fgenesh2_pg.scaffold_8000199	ENSLOCP00000001397
fgenesh2_pg.scaffold_8000201	ENSLOCP00000021670
fgenesh2_pg.scaffold_8000213	ENSLOCP00000020446
fgenesh2_pg.scaffold_8000222	ENSLOCP00000013544
fgenesh2_pg.scaffold_8000230	ENSLOCP00000009434
fgenesh2_pg.scaffold_8000236	ENSLOCP00000017467
fgenesh2_pg.scaffold_8000247	ENSLOCP00000019809
fgenesh2_pg.scaffold_8000276	ENSLOCP00000019406
fgenesh2_pg.scaffold_9000004	ENSLOCP00000015389
fgenesh2_pg.scaffold_9000004	ENSLOCP00000019144
fgenesh2_pg.scaffold_9000011	ENSLOCP00000006706
fgenesh2_pg.scaffold_9000023	ENSLOCP00000019807
fgenesh2_pg.scaffold_9000023	ENSLOCP00000009682
fgenesh2_pg.scaffold_9000025	ENSLOCP00000009326
fgenesh2_pg.scaffold_9000036	ENSLOCP00000021063
fgenesh2_pg.scaffold_9000046	ENSLOCP00000014847
fgenesh2_pg.scaffold_9000066	ENSLOCP00000009458
fgenesh2_pg.scaffold_9000085	ENSLOCP00000007513
fgenesh2_pg.scaffold_9000095	ENSLOCP00000021638
fgenesh2_pg.scaffold_9000126	ENSLOCP00000021946
fgenesh2_pg.scaffold_9000157	ENSLOCP00000015118
fgenesh2_pg.scaffold_9000169	ENSLOCP00000015029
fgenesh2_pg.scaffold_9000169	ENSLOCP00000015111
fgenesh2_pg.scaffold_9000173	ENSLOCP00000000783
fgenesh2_pg.scaffold_9000183	ENSLOCP00000017821
fgenesh2_pg.scaffold_9000190	ENSLOCP00000013373
fgenesh2_pg.scaffold_9000190	ENSLOCP00000013830
fgenesh2_pg.scaffold_9000241	ENSLOCP00000013390
fgenesh2_pg.scaffold_9000242	ENSLOCP00000008009
fgenesh2_pg.scaffold_9000257	ENSLOCP00000006096
fgenesh2_pg.scaffold_9000282	ENSLOCP00000005922
fgenesh2_pg.scaffold_9000288	ENSLOCP00000019856
fgenesh2_pg.scaffold_10000008	ENSLOCP00000002476
fgenesh2_pg.scaffold_10000055	ENSLOCP00000006333
fgenesh2_pg.scaffold_10000055	ENSLOCP00000022230
fgenesh2_pg.scaffold_10000108	ENSLOCP00000021462
fgenesh2_pg.scaffold_10000132	ENSLOCP00000005361
fgenesh2_pg.scaffold_10000150	ENSLOCP00000017545
fgenesh2_pg.scaffold_10000190	ENSLOCP00000021037
fgenesh2_pg.scaffold_10000192	ENSLOCP00000019878
fgenesh2_pg.scaffold_10000192	ENSLOCP00000017440
fgenesh2_pg.scaffold_10000206	ENSLOCP00000009100
fgenesh2_pg.scaffold_10000208	ENSLOCP00000014832
fgenesh2_pg.scaffold_10000210	ENSLOCP00000007506
fgenesh2_pg.scaffold_10000240	ENSLOCP00000020987
fgenesh2_pg.scaffold_10000240	ENSLOCP00000018292
fgenesh2_pg.scaffold_10000243	ENSLOCP00000020991
fgenesh2_pg.scaffold_10000249	ENSLOCP00000016604
fgenesh2_pg.scaffold_10000263	ENSLOCP00000012119
fgenesh2_pg.scaffold_10000264	ENSLOCP00000022153
fgenesh2_pg.scaffold_10000281	ENSLOCP00000019784
fgenesh2_pg.scaffold_11000063	ENSLOCP00000021356
fgenesh2_pg.scaffold_11000085	ENSLOCP00000007068
fgenesh2_pg.scaffold_11000087	ENSLOCP00000003325
fgenesh2_pg.scaffold_11000088	ENSLOCP00000005088
fgenesh2_pg.scaffold_11000109	ENSLOCP00000011932
fgenesh2_pg.scaffold_11000110	ENSLOCP00000017319
fgenesh2_pg.scaffold_11000119	ENSLOCP00000012965
fgenesh2_pg.scaffold_11000125	ENSLOCP00000000864
fgenesh2_pg.scaffold_11000142	ENSLOCP00000005666
fgenesh2_pg.scaffold_11000149	ENSLOCP00000012210
fgenesh2_pg.scaffold_11000189	ENSLOCP00000008885
fgenesh2_pg.scaffold_11000199	ENSLOCP00000021477
fgenesh2_pg.scaffold_11000234	ENSLOCP00000004111
fgenesh2_pg.scaffold_11000255	ENSLOCP00000006553
fgenesh2_pg.scaffold_11000282	ENSLOCP00000007371
fgenesh2_pg.scaffold_11000295	ENSLOCP00000004294
fgenesh2_pg.scaffold_11000301	ENSLOCP00000000984
fgenesh2_pg.scaffold_12000017	ENSLOCP00000004652
fgenesh2_pg.scaffold_12000027	ENSLOCP00000006740
fgenesh2_pg.scaffold_12000033	ENSLOCP00000004604
fgenesh2_pg.scaffold_12000033	ENSLOCP00000007309
fgenesh2_pg.scaffold_12000033	ENSLOCP00000007196
fgenesh2_pg.scaffold_12000042	ENSLOCP00000011125
fgenesh2_pg.scaffold_12000053	ENSLOCP00000006372
fgenesh2_pg.scaffold_12000101	ENSLOCP00000021940
fgenesh2_pg.scaffold_12000119	ENSLOCP00000012953
fgenesh2_pg.scaffold_12000124	ENSLOCP00000016949
fgenesh2_pg.scaffold_12000146	ENSLOCP00000001769
fgenesh2_pg.scaffold_12000148	ENSLOCP00000000171
fgenesh2_pg.scaffold_12000149	ENSLOCP00000007526
fgenesh2_pg.scaffold_12000161	ENSLOCP00000006600
fgenesh2_pg.scaffold_12000161	ENSLOCP00000009210
fgenesh2_pg.scaffold_12000167	ENSLOCP00000012207
fgenesh2_pg.scaffold_12000179	ENSLOCP00000011240
fgenesh2_pg.scaffold_12000179	ENSLOCP00000015106
fgenesh2_pg.scaffold_12000179	ENSLOCP00000000023
fgenesh2_pg.scaffold_12000180	ENSLOCP00000013510
fgenesh2_pg.scaffold_12000205	ENSLOCP00000013377
fgenesh2_pg.scaffold_12000207	ENSLOCP00000013643
fgenesh2_pg.scaffold_12000208	ENSLOCP00000020910
fgenesh2_pg.scaffold_12000220	ENSLOCP00000022002
fgenesh2_pg.scaffold_12000225	ENSLOCP00000011364
fgenesh2_pg.scaffold_12000225	ENSLOCP00000011852
fgenesh2_pg.scaffold_12000225	ENSLOCP00000000702
fgenesh2_pg.scaffold_13000023	ENSLOCP00000003675
fgenesh2_pg.scaffold_13000030	ENSLOCP00000016430
fgenesh2_pg.scaffold_13000033	ENSLOCP00000019748
fgenesh2_pg.scaffold_13000038	ENSLOCP00000017127
fgenesh2_pg.scaffold_13000047	ENSLOCP00000004258
fgenesh2_pg.scaffold_13000049	ENSLOCP00000017130
fgenesh2_pg.scaffold_13000059	ENSLOCP00000002169
fgenesh2_pg.scaffold_13000081	ENSLOCP00000005187
fgenesh2_pg.scaffold_13000088	ENSLOCP00000016827
fgenesh2_pg.scaffold_13000120	ENSLOCP00000015527
fgenesh2_pg.scaffold_13000121	ENSLOCP00000016961
fgenesh2_pg.scaffold_13000141	ENSLOCP00000022392
fgenesh2_pg.scaffold_13000150	ENSLOCP00000020801
fgenesh2_pg.scaffold_13000181	ENSLOCP00000015641
fgenesh2_pg.scaffold_13000186	ENSLOCP00000016446
fgenesh2_pg.scaffold_13000187	ENSLOCP00000015784
fgenesh2_pg.scaffold_13000190	ENSLOCP00000001582
fgenesh2_pg.scaffold_13000203	ENSLOCP00000000666
fgenesh2_pg.scaffold_13000211	ENSLOCP00000004820
fgenesh2_pg.scaffold_13000214	ENSLOCP00000002447
fgenesh2_pg.scaffold_14000009	ENSLOCP00000002530
fgenesh2_pg.scaffold_14000010	ENSLOCP00000003854
fgenesh2_pg.scaffold_14000010	ENSLOCP00000016880
fgenesh2_pg.scaffold_14000012	ENSLOCP00000016463
fgenesh2_pg.scaffold_14000013	ENSLOCP00000008577
fgenesh2_pg.scaffold_14000017	ENSLOCP00000010299
fgenesh2_pg.scaffold_14000023	ENSLOCP00000021484
fgenesh2_pg.scaffold_14000032	ENSLOCP00000007758
fgenesh2_pg.scaffold_14000034	ENSLOCP00000004440
fgenesh2_pg.scaffold_14000064	ENSLOCP00000008857
fgenesh2_pg.scaffold_14000072	ENSLOCP00000002006
fgenesh2_pg.scaffold_14000081	ENSLOCP00000009399
fgenesh2_pg.scaffold_14000084	ENSLOCP00000008443
fgenesh2_pg.scaffold_14000103	ENSLOCP00000017228
fgenesh2_pg.scaffold_14000128	ENSLOCP00000010982
fgenesh2_pg.scaffold_14000140	ENSLOCP00000007880
fgenesh2_pg.scaffold_14000144	ENSLOCP00000009149
fgenesh2_pg.scaffold_14000145	ENSLOCP00000017937
fgenesh2_pg.scaffold_14000145	ENSLOCP00000021119
fgenesh2_pg.scaffold_14000145	ENSLOCP00000004648
fgenesh2_pg.scaffold_14000145	ENSLOCP00000020926
fgenesh2_pg.scaffold_14000151	ENSLOCP00000021298
fgenesh2_pg.scaffold_14000152	ENSLOCP00000003549
fgenesh2_pg.scaffold_14000158	ENSLOCP00000007811
fgenesh2_pg.scaffold_14000176	ENSLOCP00000006202
fgenesh2_pg.scaffold_14000176	ENSLOCP00000017063
fgenesh2_pg.scaffold_14000179	ENSLOCP00000014071
fgenesh2_pg.scaffold_14000184	ENSLOCP00000009591
fgenesh2_pg.scaffold_14000189	ENSLOCP00000007106
fgenesh2_pg.scaffold_14000189	ENSLOCP00000018018
fgenesh2_pg.scaffold_15000007	ENSLOCP00000020291
fgenesh2_pg.scaffold_15000007	ENSLOCP00000008490
fgenesh2_pg.scaffold_15000008	ENSLOCP00000015433
fgenesh2_pg.scaffold_15000012	ENSLOCP00000006957
fgenesh2_pg.scaffold_15000026	ENSLOCP00000017479
fgenesh2_pg.scaffold_15000031	ENSLOCP00000009178
fgenesh2_pg.scaffold_15000032	ENSLOCP00000012820
fgenesh2_pg.scaffold_15000057	ENSLOCP00000002021
fgenesh2_pg.scaffold_15000058	ENSLOCP00000017952
fgenesh2_pg.scaffold_15000064	ENSLOCP00000022469
fgenesh2_pg.scaffold_15000066	ENSLOCP00000017682
fgenesh2_pg.scaffold_15000069	ENSLOCP00000006607
fgenesh2_pg.scaffold_15000071	ENSLOCP00000022357
fgenesh2_pg.scaffold_15000078	ENSLOCP00000013540
fgenesh2_pg.scaffold_15000080	ENSLOCP00000019945
fgenesh2_pg.scaffold_15000080	ENSLOCP00000007874
fgenesh2_pg.scaffold_15000080	ENSLOCP00000010924
fgenesh2_pg.scaffold_15000083	ENSLOCP00000013436
fgenesh2_pg.scaffold_15000085	ENSLOCP00000011214
fgenesh2_pg.scaffold_15000096	ENSLOCP00000020395
fgenesh2_pg.scaffold_15000100	ENSLOCP00000009165
fgenesh2_pg.scaffold_15000107	ENSLOCP00000002475
fgenesh2_pg.scaffold_15000119	ENSLOCP00000020145
fgenesh2_pg.scaffold_15000139	ENSLOCP00000018241
fgenesh2_pg.scaffold_15000151	ENSLOCP00000003688
fgenesh2_pg.scaffold_15000175	ENSLOCP00000001861
fgenesh2_pg.scaffold_15000184	ENSLOCP00000016954
fgenesh2_pg.scaffold_16000014	ENSLOCP00000018354
fgenesh2_pg.scaffold_16000023	ENSLOCP00000004960
fgenesh2_pg.scaffold_16000048	ENSLOCP00000013089
fgenesh2_pg.scaffold_16000049	ENSLOCP00000012783
fgenesh2_pg.scaffold_16000061	ENSLOCP00000005186
fgenesh2_pg.scaffold_16000068	ENSLOCP00000009114
fgenesh2_pg.scaffold_16000069	ENSLOCP00000013987
fgenesh2_pg.scaffold_16000109	ENSLOCP00000015516
fgenesh2_pg.scaffold_16000112	ENSLOCP00000007988
fgenesh2_pg.scaffold_16000118	ENSLOCP00000006753
fgenesh2_pg.scaffold_16000123	ENSLOCP00000005099
fgenesh2_pg.scaffold_16000130	ENSLOCP00000006562
fgenesh2_pg.scaffold_16000146	ENSLOCP00000015209
fgenesh2_pg.scaffold_16000166	ENSLOCP00000017557
fgenesh2_pg.scaffold_16000173	ENSLOCP00000015987
fgenesh2_pg.scaffold_16000179	ENSLOCP00000007762
fgenesh2_pg.scaffold_16000195	ENSLOCP00000019019
fgenesh2_pg.scaffold_16000212	ENSLOCP00000013051
fgenesh2_pg.scaffold_16000225	ENSLOCP00000000551
fgenesh2_pg.scaffold_16000244	ENSLOCP00000019360
fgenesh2_pg.scaffold_16000244	ENSLOCP00000012016
fgenesh2_pg.scaffold_16000256	ENSLOCP00000020112
fgenesh2_pg.scaffold_17000009	ENSLOCP00000014280
fgenesh2_pg.scaffold_17000017	ENSLOCP00000013539
fgenesh2_pg.scaffold_17000057	ENSLOCP00000013456
fgenesh2_pg.scaffold_17000072	ENSLOCP00000016702
fgenesh2_pg.scaffold_17000086	ENSLOCP00000003685
fgenesh2_pg.scaffold_17000099	ENSLOCP00000000272
fgenesh2_pg.scaffold_17000123	ENSLOCP00000000227
fgenesh2_pg.scaffold_17000134	ENSLOCP00000010037
fgenesh2_pg.scaffold_17000137	ENSLOCP00000015026
fgenesh2_pg.scaffold_17000141	ENSLOCP00000009893
fgenesh2_pg.scaffold_17000157	ENSLOCP00000008597
fgenesh2_pg.scaffold_17000163	ENSLOCP00000014269
fgenesh2_pg.scaffold_17000179	ENSLOCP00000007946
fgenesh2_pg.scaffold_17000183	ENSLOCP00000006475
fgenesh2_pg.scaffold_17000184	ENSLOCP00000006488
fgenesh2_pg.scaffold_17000195	ENSLOCP00000015476
fgenesh2_pg.scaffold_17000209	ENSLOCP00000014909
fgenesh2_pg.scaffold_17000216	ENSLOCP00000012363
fgenesh2_pg.scaffold_18000007	ENSLOCP00000015316
fgenesh2_pg.scaffold_18000054	ENSLOCP00000021073
fgenesh2_pg.scaffold_18000069	ENSLOCP00000005771
fgenesh2_pg.scaffold_18000090	ENSLOCP00000002624
fgenesh2_pg.scaffold_18000097	ENSLOCP00000017321
fgenesh2_pg.scaffold_18000102	ENSLOCP00000022218
fgenesh2_pg.scaffold_18000105	ENSLOCP00000021709
fgenesh2_pg.scaffold_18000117	ENSLOCP00000010232
fgenesh2_pg.scaffold_18000139	ENSLOCP00000008646
fgenesh2_pg.scaffold_18000149	ENSLOCP00000020256
fgenesh2_pg.scaffold_18000161	ENSLOCP00000021931
fgenesh2_pg.scaffold_18000166	ENSLOCP00000000172
fgenesh2_pg.scaffold_18000184	ENSLOCP00000000396
fgenesh2_pg.scaffold_18000198	ENSLOCP00000019512
fgenesh2_pg.scaffold_18000204	ENSLOCP00000017637
fgenesh2_pg.scaffold_18000210	ENSLOCP00000019403
fgenesh2_pg.scaffold_18000216	ENSLOCP00000010380
fgenesh2_pg.scaffold_18000221	ENSLOCP00000008933
fgenesh2_pg.scaffold_18000221	ENSLOCP00000010170
fgenesh2_pg.scaffold_18000225	ENSLOCP00000010663
fgenesh2_pg.scaffold_18000226	ENSLOCP00000004372
fgenesh2_pg.scaffold_18000231	ENSLOCP00000014579
fgenesh2_pg.scaffold_19000002	ENSLOCP00000008659
fgenesh2_pg.scaffold_19000003	ENSLOCP00000011713
fgenesh2_pg.scaffold_19000009	ENSLOCP00000009098
