SINCAM000003	ENSGACP00000025229
SINCAM014607	ENSGACP00000004452
SINCAM014607	ENSGACP00000004446
SINCAM014613	ENSGACP00000006592
SINCAM014616	ENSGACP00000018994
SINCAM014616	ENSGACP00000000008
SINCAM014619	ENSGACP00000014488
SINCAM014621	ENSGACP00000020982
SINCAM014623	ENSGACP00000025583
SINCAM014628	ENSGACP00000007025
SINCAM014630	ENSGACP00000008347
SINCAM014631	ENSGACP00000025699
SINCAM014631	ENSGACP00000010964
SINCAM014632	ENSGACP00000026138
SINCAM014632	ENSGACP00000006191
SINCAM014635	ENSGACP00000001181
SINCAM014635	ENSGACP00000019434
SINCAM014663	ENSGACP00000008665
SINCAM014665	ENSGACP00000019556
SINCAM014665	ENSGACP00000002269
SINCAM014669	ENSGACP00000014159
SINCAM014671	ENSGACP00000014220
SINCAM014675	ENSGACP00000014578
SINCAM014677	ENSGACP00000013613
SINCAM014679	ENSGACP00000024613
SINCAM014681	ENSGACP00000003836
SINCAM014682	ENSGACP00000026137
SINCAM014686	ENSGACP00000022055
SINCAM014687	ENSGACP00000012936
SINCAM014694	ENSGACP00000012697
SINCAM014699	ENSGACP00000023546
SINCAM014702	ENSGACP00000009590
SINCAM014702	ENSGACP00000019140
SINCAM014705	ENSGACP00000009604
SINCAM014707	ENSGACP00000009616
SINCAM014707	ENSGACP00000015966
SINCAM014711	ENSGACP00000008940
SINCAM014712	ENSGACP00000008949
SINCAM014715	ENSGACP00000026215
SINCAM014715	ENSGACP00000026990
SINCAM014716	ENSGACP00000026221
SINCAM014718	ENSGACP00000010652
SINCAM014719	ENSGACP00000010638
SINCAM014719	ENSGACP00000011777
SINCAM014725	ENSGACP00000000993
SINCAM014725	ENSGACP00000016736
SINCAM014726	ENSGACP00000012507
SINCAM014727	ENSGACP00000006027
SINCAM014727	ENSGACP00000009825
SINCAM014728	ENSGACP00000009766
SINCAM014728	ENSGACP00000006021
SINCAM014729	ENSGACP00000006011
SINCAM014733	ENSGACP00000000062
SINCAM014733	ENSGACP00000010592
SINCAM014740	ENSGACP00000017459
SINCAM014742	ENSGACP00000002729
SINCAM014743	ENSGACP00000017051
SINCAM014745	ENSGACP00000020757
SINCAM014745	ENSGACP00000003242
SINCAM014746	ENSGACP00000020745
SINCAM014746	ENSGACP00000006798
SINCAM014748	ENSGACP00000011436
SINCAM014748	ENSGACP00000017014
SINCAM014749	ENSGACP00000003820
SINCAM014750	ENSGACP00000018700
SINCAM014750	ENSGACP00000018978
SINCAM014752	ENSGACP00000019381
SINCAM014752	ENSGACP00000025227
SINCAM014757	ENSGACP00000019268
SINCAM014757	ENSGACP00000015734
SINCAM014758	ENSGACP00000001600
SINCAM014760	ENSGACP00000019164
SINCAM014760	ENSGACP00000002466
SINCAM014763	ENSGACP00000016688
SINCAM014763	ENSGACP00000000158
SINCAM014764	ENSGACP00000006418
SINCAM014767	ENSGACP00000026228
SINCAM014768	ENSGACP00000015206
SINCAM014768	ENSGACP00000012403
SINCAM014769	ENSGACP00000009488
SINCAM014772	ENSGACP00000009427
SINCAM014774	ENSGACP00000009467
SINCAM014774	ENSGACP00000009473
SINCAM014775	ENSGACP00000021064
SINCAM014776	ENSGACP00000021066
SINCAM014776	ENSGACP00000021070
SINCAM014778	ENSGACP00000009452
SINCAM014784	ENSGACP00000000762
SINCAM014786	ENSGACP00000018693
SINCAM014787	ENSGACP00000021913
SINCAM014787	ENSGACP00000008535
SINCAM014788	ENSGACP00000008300
SINCAM014790	ENSGACP00000008867
SINCAM014792	ENSGACP00000017130
SINCAM014798	ENSGACP00000006098
SINCAM014799	ENSGACP00000006078
SINCAM014800	ENSGACP00000010339
SINCAM014800	ENSGACP00000004217
SINCAM014801	ENSGACP00000016674
SINCAM014801	ENSGACP00000000153
SINCAM014802	ENSGACP00000007436
SINCAM014802	ENSGACP00000014879
SINCAM014803	ENSGACP00000016660
SINCAM014804	ENSGACP00000025313
SINCAM014806	ENSGACP00000009903
SINCAM014807	ENSGACP00000011922
SINCAM014809	ENSGACP00000025244
SINCAM014812	ENSGACP00000009639
SINCAM014815	ENSGACP00000010180
SINCAM014816	ENSGACP00000010203
SINCAM014816	ENSGACP00000024986
SINCAM014817	ENSGACP00000010155
SINCAM014817	ENSGACP00000024026
SINCAM014819	ENSGACP00000006373
SINCAM014819	ENSGACP00000006379
SINCAM014821	ENSGACP00000006359
SINCAM014821	ENSGACP00000010140
SINCAM014823	ENSGACP00000010113
SINCAM014823	ENSGACP00000006330
SINCAM014824	ENSGACP00000010104
SINCAM014825	ENSGACP00000006313
SINCAM014826	ENSGACP00000010099
SINCAM014826	ENSGACP00000006295
SINCAM014829	ENSGACP00000010029
SINCAM014831	ENSGACP00000011122
SINCAM014831	ENSGACP00000006463
SINCAM014832	ENSGACP00000011104
SINCAM014833	ENSGACP00000025622
SINCAM014835	ENSGACP00000006455
SINCAM014836	ENSGACP00000018471
SINCAM014836	ENSGACP00000014129
SINCAM014837	ENSGACP00000021117
SINCAM014839	ENSGACP00000017848
SINCAM014843	ENSGACP00000006327
SINCAM014845	ENSGACP00000009006
SINCAM014846	ENSGACP00000010383
SINCAM014847	ENSGACP00000016316
SINCAM014847	ENSGACP00000010584
SINCAM014850	ENSGACP00000020457
SINCAM014851	ENSGACP00000000076
SINCAM014853	ENSGACP00000010611
SINCAM014854	ENSGACP00000008770
SINCAM014856	ENSGACP00000008760
SINCAM014858	ENSGACP00000015109
SINCAM014858	ENSGACP00000022614
SINCAM014863	ENSGACP00000017800
SINCAM014864	ENSGACP00000013620
SINCAM014864	ENSGACP00000024410
SINCAM014865	ENSGACP00000010849
SINCAM014865	ENSGACP00000017828
SINCAM014866	ENSGACP00000017083
SINCAM014866	ENSGACP00000020479
SINCAM014872	ENSGACP00000000580
SINCAM014873	ENSGACP00000022803
SINCAM014874	ENSGACP00000017783
SINCAM014875	ENSGACP00000003455
SINCAM014887	ENSGACP00000013997
SINCAM014891	ENSGACP00000015983
SINCAM014895	ENSGACP00000018952
SINCAM014898	ENSGACP00000018979
SINCAM014899	ENSGACP00000005508
SINCAM014900	ENSGACP00000025505
SINCAM014903	ENSGACP00000007967
SINCAM014907	ENSGACP00000008959
SINCAM014908	ENSGACP00000011400
SINCAM014908	ENSGACP00000021125
SINCAM014910	ENSGACP00000009582
SINCAM014911	ENSGACP00000011705
SINCAM014911	ENSGACP00000005992
SINCAM014912	ENSGACP00000009982
SINCAM014912	ENSGACP00000006144
SINCAM014913	ENSGACP00000009540
SINCAM014913	ENSGACP00000006782
SINCAM014920	ENSGACP00000017579
SINCAM014921	ENSGACP00000017567
SINCAM014921	ENSGACP00000012582
SINCAM014922	ENSGACP00000012562
SINCAM014922	ENSGACP00000017498
SINCAM014924	ENSGACP00000003414
SINCAM014928	ENSGACP00000018510
SINCAM014930	ENSGACP00000011825
SINCAM014932	ENSGACP00000025010
SINCAM014943	ENSGACP00000023768
SINCAM014943	ENSGACP00000024329
SINCAM014946	ENSGACP00000023283
SINCAM014947	ENSGACP00000008497
SINCAM014948	ENSGACP00000008495
SINCAM014949	ENSGACP00000009990
SINCAM014950	ENSGACP00000008492
SINCAM014951	ENSGACP00000010681
SINCAM014951	ENSGACP00000006294
SINCAM014952	ENSGACP00000010554
SINCAM014962	ENSGACP00000001738
SINCAM014962	ENSGACP00000000061
SINCAM014967	ENSGACP00000026063
SINCAM014967	ENSGACP00000000272
SINCAM014968	ENSGACP00000001350
SINCAM014968	ENSGACP00000026050
SINCAM014970	ENSGACP00000001748
SINCAM014970	ENSGACP00000001744
SINCAM014972	ENSGACP00000015306
SINCAM014973	ENSGACP00000026197
SINCAM014974	ENSGACP00000010898
SINCAM014977	ENSGACP00000026791
SINCAM014977	ENSGACP00000022351
SINCAM014978	ENSGACP00000012830
SINCAM014983	ENSGACP00000023391
SINCAM014984	ENSGACP00000023410
SINCAM014986	ENSGACP00000022367
SINCAM014989	ENSGACP00000022465
SINCAM014990	ENSGACP00000015368
SINCAM014991	ENSGACP00000022420
SINCAM014994	ENSGACP00000026086
SINCAM014995	ENSGACP00000026084
SINCAM014995	ENSGACP00000013834
SINCAM014998	ENSGACP00000001040
SINCAM014998	ENSGACP00000017971
SINCAM015001	ENSGACP00000026798
SINCAM015001	ENSGACP00000013261
SINCAM015002	ENSGACP00000026793
SINCAM015003	ENSGACP00000003500
SINCAM015006	ENSGACP00000025859
SINCAM015019	ENSGACP00000000623
SINCAM015021	ENSGACP00000002286
SINCAM015021	ENSGACP00000024926
SINCAM015022	ENSGACP00000005452
SINCAM015023	ENSGACP00000027312
SINCAM015023	ENSGACP00000013727
SINCAM015027	ENSGACP00000004724
SINCAM015029	ENSGACP00000010115
SINCAM015031	ENSGACP00000003195
SINCAM015045	ENSGACP00000021654
SINCAM015049	ENSGACP00000026331
SINCAM015050	ENSGACP00000025654
SINCAM015054	ENSGACP00000000658
SINCAM015055	ENSGACP00000026536
SINCAM015057	ENSGACP00000011112
SINCAM015057	ENSGACP00000011640
SINCAM015062	ENSGACP00000026967
SINCAM015078	ENSGACP00000017338
SINCAM015078	ENSGACP00000024958
SINCAM015079	ENSGACP00000023121
SINCAM015079	ENSGACP00000000457
SINCAM015080	ENSGACP00000023140
SINCAM015081	ENSGACP00000023157
SINCAM015083	ENSGACP00000023166
SINCAM015084	ENSGACP00000023170
SINCAM015088	ENSGACP00000001155
SINCAM015089	ENSGACP00000021750
SINCAM015089	ENSGACP00000007192
SINCAM015090	ENSGACP00000026923
SINCAM015091	ENSGACP00000008091
SINCAM015101	ENSGACP00000021302
SINCAM015103	ENSGACP00000001407
SINCAM015104	ENSGACP00000011085
SINCAM015106	ENSGACP00000012917
SINCAM015110	ENSGACP00000007778
SINCAM015110	ENSGACP00000017218
SINCAM015117	ENSGACP00000026651
SINCAM015119	ENSGACP00000007688
SINCAM015121	ENSGACP00000016268
SINCAM015121	ENSGACP00000026640
SINCAM015122	ENSGACP00000017196
SINCAM015123	ENSGACP00000017172
SINCAM015124	ENSGACP00000017406
SINCAM015140	ENSGACP00000002810
SINCAM015141	ENSGACP00000019139
SINCAM015141	ENSGACP00000009024
SINCAM015142	ENSGACP00000019142
SINCAM015144	ENSGACP00000014280
SINCAM015144	ENSGACP00000017732
SINCAM015145	ENSGACP00000014310
SINCAM015145	ENSGACP00000022889
SINCAM015147	ENSGACP00000003948
SINCAM015148	ENSGACP00000014813
SINCAM015148	ENSGACP00000012946
SINCAM015150	ENSGACP00000017215
SINCAM015154	ENSGACP00000021100
SINCAM015154	ENSGACP00000004389
SINCAM015155	ENSGACP00000021097
SINCAM015155	ENSGACP00000004401
SINCAM015157	ENSGACP00000003200
SINCAM015157	ENSGACP00000021092
SINCAM015165	ENSGACP00000020733
SINCAM015166	ENSGACP00000003194
SINCAM015166	ENSGACP00000025396
SINCAM015169	ENSGACP00000020832
SINCAM015169	ENSGACP00000020361
SINCAM015178	ENSGACP00000016873
SINCAM015178	ENSGACP00000016913
SINCAM015191	ENSGACP00000000563
SINCAM015191	ENSGACP00000001636
SINCAM015192	ENSGACP00000003694
SINCAM015192	ENSGACP00000020737
SINCAM015193	ENSGACP00000003591
SINCAM015193	ENSGACP00000018379
SINCAM015197	ENSGACP00000000349
SINCAM015197	ENSGACP00000000567
SINCAM015210	ENSGACP00000026593
SINCAM015211	ENSGACP00000007728
SINCAM015213	ENSGACP00000010400
SINCAM015214	ENSGACP00000013807
SINCAM015215	ENSGACP00000010112
SINCAM015216	ENSGACP00000010076
SINCAM015217	ENSGACP00000014002
SINCAM015218	ENSGACP00000013906
SINCAM015218	ENSGACP00000010094
SINCAM015222	ENSGACP00000000768
SINCAM015228	ENSGACP00000011590
SINCAM015228	ENSGACP00000016061
SINCAM015229	ENSGACP00000013628
SINCAM015230	ENSGACP00000018405
SINCAM015231	ENSGACP00000001024
SINCAM015236	ENSGACP00000027191
SINCAM015236	ENSGACP00000015135
SINCAM015242	ENSGACP00000007613
SINCAM015256	ENSGACP00000022457
SINCAM015259	ENSGACP00000007498
SINCAM015260	ENSGACP00000001004
SINCAM015260	ENSGACP00000027033
SINCAM015261	ENSGACP00000026797
SINCAM015262	ENSGACP00000025449
SINCAM015263	ENSGACP00000016781
SINCAM015263	ENSGACP00000021445
SINCAM015265	ENSGACP00000000936
SINCAM015266	ENSGACP00000000928
SINCAM015266	ENSGACP00000000289
SINCAM015268	ENSGACP00000000957
SINCAM015269	ENSGACP00000002521
SINCAM015269	ENSGACP00000000948
SINCAM015271	ENSGACP00000001529
SINCAM015275	ENSGACP00000000902
SINCAM015275	ENSGACP00000025154
SINCAM015280	ENSGACP00000027375
SINCAM015280	ENSGACP00000027374
SINCAM015281	ENSGACP00000026342
SINCAM015282	ENSGACP00000006711
SINCAM015282	ENSGACP00000021987
SINCAM015293	ENSGACP00000001360
SINCAM015293	ENSGACP00000001824
SINCAM015298	ENSGACP00000024914
SINCAM015298	ENSGACP00000019318
SINCAM015300	ENSGACP00000002343
SINCAM015315	ENSGACP00000027447
SINCAM015315	ENSGACP00000016784
SINCAM015316	ENSGACP00000010109
SINCAM015316	ENSGACP00000002808
SINCAM015317	ENSGACP00000010090
SINCAM015318	ENSGACP00000017331
SINCAM015320	ENSGACP00000000984
SINCAM015341	ENSGACP00000005993
SINCAM015343	ENSGACP00000025315
SINCAM015343	ENSGACP00000005965
SINCAM015344	ENSGACP00000025317
SINCAM015344	ENSGACP00000005952
SINCAM015353	ENSGACP00000017278
SINCAM015354	ENSGACP00000014432
SINCAM015354	ENSGACP00000017736
SINCAM015355	ENSGACP00000026907
SINCAM015368	ENSGACP00000005331
SINCAM015368	ENSGACP00000011841
SINCAM015370	ENSGACP00000013773
SINCAM015373	ENSGACP00000019122
SINCAM015374	ENSGACP00000017482
SINCAM015374	ENSGACP00000016468
SINCAM015375	ENSGACP00000024646
SINCAM015379	ENSGACP00000013359
SINCAM015393	ENSGACP00000003610
SINCAM015402	ENSGACP00000001164
SINCAM015403	ENSGACP00000013227
SINCAM015405	ENSGACP00000016058
SINCAM015412	ENSGACP00000025497
SINCAM015414	ENSGACP00000016900
SINCAM015416	ENSGACP00000025494
SINCAM015427	ENSGACP00000011110
SINCAM015429	ENSGACP00000021441
SINCAM015437	ENSGACP00000025520
SINCAM015439	ENSGACP00000025551
SINCAM015439	ENSGACP00000005590
SINCAM015443	ENSGACP00000013093
SINCAM015443	ENSGACP00000021831
SINCAM015445	ENSGACP00000007293
SINCAM015455	ENSGACP00000009918
SINCAM015459	ENSGACP00000016720
SINCAM015460	ENSGACP00000016717
SINCAM015461	ENSGACP00000016704
SINCAM015464	ENSGACP00000005729
SINCAM015465	ENSGACP00000007145
SINCAM015466	ENSGACP00000002190
SINCAM015467	ENSGACP00000002184
SINCAM015471	ENSGACP00000026812
SINCAM015473	ENSGACP00000017682
SINCAM015473	ENSGACP00000000742
SINCAM015494	ENSGACP00000002056
SINCAM015494	ENSGACP00000021167
SINCAM015500	ENSGACP00000006997
SINCAM015500	ENSGACP00000007005
SINCAM015504	ENSGACP00000009866
SINCAM015529	ENSGACP00000016862
SINCAM015536	ENSGACP00000010212
SINCAM015538	ENSGACP00000001633
SINCAM015538	ENSGACP00000002691
SINCAM015542	ENSGACP00000003548
SINCAM015542	ENSGACP00000003372
SINCAM015543	ENSGACP00000004589
SINCAM015546	ENSGACP00000014489
SINCAM015546	ENSGACP00000007845
SINCAM015549	ENSGACP00000016535
SINCAM015549	ENSGACP00000026784
SINCAM015562	ENSGACP00000006556
SINCAM015562	ENSGACP00000026300
SINCAM015566	ENSGACP00000007286
SINCAM015579	ENSGACP00000025634
SINCAM015580	ENSGACP00000011529
SINCAM015580	ENSGACP00000017266
SINCAM015581	ENSGACP00000026051
SINCAM015581	ENSGACP00000023131
SINCAM015583	ENSGACP00000013487
SINCAM015585	ENSGACP00000025949
SINCAM015585	ENSGACP00000011348
SINCAM015589	ENSGACP00000008168
SINCAM015593	ENSGACP00000024474
SINCAM015605	ENSGACP00000000955
SINCAM015612	ENSGACP00000025049
SINCAM015612	ENSGACP00000012001
SINCAM015614	ENSGACP00000005570
SINCAM015615	ENSGACP00000005951
SINCAM015615	ENSGACP00000017466
SINCAM015616	ENSGACP00000018559
SINCAM015617	ENSGACP00000021380
SINCAM015617	ENSGACP00000013558
SINCAM015618	ENSGACP00000013568
SINCAM015622	ENSGACP00000014632
SINCAM015652	ENSGACP00000021457
SINCAM015667	ENSGACP00000027161
SINCAM015667	ENSGACP00000027157
SINCAM015711	ENSGACP00000002230
SINCAM015712	ENSGACP00000001340
SINCAM015712	ENSGACP00000025950
SINCAM015732	ENSGACP00000017926
SINCAM015735	ENSGACP00000014474
SINCAM015740	ENSGACP00000002381
SINCAM015742	ENSGACP00000000169
SINCAM015742	ENSGACP00000000178
SINCAM015758	ENSGACP00000000660
SINCAM015758	ENSGACP00000026451
SINCAM015759	ENSGACP00000001067
SINCAM015759	ENSGACP00000001061
SINCAM015760	ENSGACP00000023406
SINCAM015761	ENSGACP00000001900
SINCAM015761	ENSGACP00000012679
SINCAM015764	ENSGACP00000003613
SINCAM015781	ENSGACP00000003742
SINCAM015781	ENSGACP00000018388
SINCAM015785	ENSGACP00000016637
SINCAM015802	ENSGACP00000027304
SINCAM015802	ENSGACP00000011930
SINCAM015803	ENSGACP00000016744
SINCAM015804	ENSGACP00000012932
SINCAM015804	ENSGACP00000017126
SINCAM015806	ENSGACP00000026833
SINCAM015826	ENSGACP00000016886
SINCAM015826	ENSGACP00000016907
SINCAM015828	ENSGACP00000023774
SINCAM015828	ENSGACP00000019188
SINCAM015831	ENSGACP00000016527
SINCAM015859	ENSGACP00000026387
SINCAM015859	ENSGACP00000002344
SINCAM015863	ENSGACP00000023764
SINCAM015863	ENSGACP00000024328
SINCAM015879	ENSGACP00000012329
SINCAM015900	ENSGACP00000009570
SINCAM015901	ENSGACP00000009561
SINCAM015903	ENSGACP00000007253
SINCAM015912	ENSGACP00000001361
SINCAM015918	ENSGACP00000002244
SINCAM015923	ENSGACP00000004435
SINCAM015928	ENSGACP00000005976
SINCAM015955	ENSGACP00000015602
SINCAM015958	ENSGACP00000022047
SINCAM015958	ENSGACP00000019896
SINCAM015964	ENSGACP00000026165
SINCAM015971	ENSGACP00000009820
SINCAM015976	ENSGACP00000020372
SINCAM015988	ENSGACP00000003012
SINCAM015989	ENSGACP00000025121
SINCAM015989	ENSGACP00000010131
SINCAM015995	ENSGACP00000016472
SINCAM015997	ENSGACP00000012419
SINCAM015997	ENSGACP00000012766
SINCAM016001	ENSGACP00000022973
SINCAM016005	ENSGACP00000011338
SINCAM016005	ENSGACP00000011169
SINCAM016021	ENSGACP00000001821
SINCAM016024	ENSGACP00000001723
SINCAM016045	ENSGACP00000010449
SINCAM016045	ENSGACP00000001211
SINCAM016048	ENSGACP00000022394
SINCAM016060	ENSGACP00000020491
SINCAM016063	ENSGACP00000015699
SINCAM016064	ENSGACP00000003145
SINCAM016083	ENSGACP00000007445
SINCAM016111	ENSGACP00000015084
SINCAM016111	ENSGACP00000010362
SINCAM016122	ENSGACP00000017078
SINCAM016133	ENSGACP00000027147
SINCAM016133	ENSGACP00000002874
SINCAM016134	ENSGACP00000006057
SINCAM016134	ENSGACP00000009206
SINCAM016135	ENSGACP00000002861
SINCAM016135	ENSGACP00000002872
SINCAM016144	ENSGACP00000022836
SINCAM016144	ENSGACP00000008315
SINCAM016145	ENSGACP00000008614
SINCAM016145	ENSGACP00000021289
SINCAM016150	ENSGACP00000013006
SINCAM016150	ENSGACP00000026013
SINCAM016151	ENSGACP00000013012
SINCAM016152	ENSGACP00000010977
SINCAM016152	ENSGACP00000022530
SINCAM016153	ENSGACP00000012687
SINCAM016154	ENSGACP00000003593
SINCAM016159	ENSGACP00000002358
SINCAM016176	ENSGACP00000021506
SINCAM016180	ENSGACP00000027494
SINCAM016180	ENSGACP00000008701
SINCAM016181	ENSGACP00000000982
SINCAM016190	ENSGACP00000004107
SINCAM016190	ENSGACP00000004952
SINCAM016201	ENSGACP00000012241
SINCAM016229	ENSGACP00000006067
SINCAM016229	ENSGACP00000006063
SINCAM016232	ENSGACP00000024842
SINCAM016248	ENSGACP00000017356
SINCAM016254	ENSGACP00000019491
SINCAM016254	ENSGACP00000025578
SINCAM016266	ENSGACP00000015162
SINCAM016303	ENSGACP00000016679
SINCAM016347	ENSGACP00000023378
SINCAM016359	ENSGACP00000002917
SINCAM016360	ENSGACP00000022792
SINCAM016361	ENSGACP00000000751
SINCAM016361	ENSGACP00000019457
SINCAM016373	ENSGACP00000021195
SINCAM016449	ENSGACP00000022981
SINCAM016450	ENSGACP00000025111
SINCAM016468	ENSGACP00000016288
SINCAM016468	ENSGACP00000025901
SINCAM016469	ENSGACP00000017443
SINCAM016471	ENSGACP00000008808
SINCAM016472	ENSGACP00000001069
SINCAM016473	ENSGACP00000025408
SINCAM016473	ENSGACP00000023304
SINCAM016483	ENSGACP00000002799
SINCAM016504	ENSGACP00000009351
SINCAM016512	ENSGACP00000019406
SINCAM016524	ENSGACP00000023205
SINCAM016562	ENSGACP00000011449
SINCAM016565	ENSGACP00000026184
SINCAM016570	ENSGACP00000001605
SINCAM016580	ENSGACP00000000171
SINCAM016580	ENSGACP00000000192
SINCAM016595	ENSGACP00000000431
SINCAM016596	ENSGACP00000025193
SINCAM016596	ENSGACP00000015918
SINCAM016621	ENSGACP00000004363
SINCAM016656	ENSGACP00000016705
SINCAM016656	ENSGACP00000013980
SINCAM016657	ENSGACP00000016684
SINCAM016658	ENSGACP00000007713
SINCAM016659	ENSGACP00000012839
SINCAM016659	ENSGACP00000010682
SINCAM016660	ENSGACP00000008864
SINCAM016660	ENSGACP00000004564
SINCAM016662	ENSGACP00000026949
SINCAM016662	ENSGACP00000001428
SINCAM016674	ENSGACP00000012872
SINCAM016674	ENSGACP00000026940
SINCAM016682	ENSGACP00000005413
SINCAM016703	ENSGACP00000026939
SINCAM016703	ENSGACP00000000095
SINCAM016723	ENSGACP00000003606
SINCAM016725	ENSGACP00000015080
SINCAM016732	ENSGACP00000004640
SINCAM016734	ENSGACP00000019541
SINCAM016734	ENSGACP00000004627
SINCAM016738	ENSGACP00000004629
SINCAM016738	ENSGACP00000004632
SINCAM016771	ENSGACP00000013285
SINCAM016782	ENSGACP00000014208
SINCAM016850	ENSGACP00000003953
SINCAM016850	ENSGACP00000002919
SINCAM016851	ENSGACP00000004469
SINCAM016851	ENSGACP00000003801
SINCAM016869	ENSGACP00000001054
SINCAM016899	ENSGACP00000015584
SINCAM016899	ENSGACP00000004298
SINCAM016909	ENSGACP00000010274
SINCAM016909	ENSGACP00000000921
SINCAM016911	ENSGACP00000005299
SINCAM016970	ENSGACP00000016463
SINCAM017013	ENSGACP00000017860
SINCAM017021	ENSGACP00000002212
SINCAM017028	ENSGACP00000014998
SINCAM017028	ENSGACP00000005175
SINCAM017041	ENSGACP00000001302
SINCAM017041	ENSGACP00000025925
SINCAM017055	ENSGACP00000000996
SINCAM017055	ENSGACP00000023875
SINCAM017193	ENSGACP00000024295
SINCAM017211	ENSGACP00000009300
SINCAM017213	ENSGACP00000020143
SINCAM017233	ENSGACP00000002764
SINCAM017263	ENSGACP00000012999
SINCAM017263	ENSGACP00000001048
SINCAM017264	ENSGACP00000013030
SINCAM017277	ENSGACP00000020125
SINCAM017278	ENSGACP00000005512
SINCAM017279	ENSGACP00000018269
SINCAM017279	ENSGACP00000025751
SINCAM017351	ENSGACP00000010527
SINCAM017351	ENSGACP00000015031
SINCAM017366	ENSGACP00000017935
SINCAM017366	ENSGACP00000009583
SINCAM017380	ENSGACP00000023338
SINCAM017381	ENSGACP00000023225
SINCAM017381	ENSGACP00000023227
SINCAM017386	ENSGACP00000002433
SINCAM017386	ENSGACP00000007587
SINCAM017394	ENSGACP00000022327
SINCAM017405	ENSGACP00000010055
SINCAM017408	ENSGACP00000022541
SINCAM017410	ENSGACP00000014727
SINCAM017411	ENSGACP00000017888
SINCAM017463	ENSGACP00000024860
SINCAM017486	ENSGACP00000025355
SINCAM017486	ENSGACP00000004602
SINCAM017511	ENSGACP00000005875
SINCAM017524	ENSGACP00000003781
SINCAM017524	ENSGACP00000003769
SINCAM017525	ENSGACP00000003784
SINCAM017531	ENSGACP00000006433
SINCAM017593	ENSGACP00000007986
SINCAM017595	ENSGACP00000014487
SINCAM017595	ENSGACP00000014512
SINCAM017596	ENSGACP00000014516
SINCAM017596	ENSGACP00000019095
SINCAM017600	ENSGACP00000012451
SINCAM017607	ENSGACP00000012195
SINCAM017607	ENSGACP00000005872
SINCAM017627	ENSGACP00000022249
SINCAM017649	ENSGACP00000000635
SINCAM017650	ENSGACP00000017692
SINCAM017650	ENSGACP00000000605
SINCAM017653	ENSGACP00000011917
SINCAM017659	ENSGACP00000022579
SINCAM017659	ENSGACP00000006299
SINCAM017663	ENSGACP00000013154
SINCAM017663	ENSGACP00000016514
SINCAM017680	ENSGACP00000023070
SINCAM017680	ENSGACP00000002490
SINCAM017682	ENSGACP00000012734
SINCAM017683	ENSGACP00000017158
SINCAM017684	ENSGACP00000001154
SINCAM017715	ENSGACP00000012779
SINCAM017722	ENSGACP00000016540
SINCAM017726	ENSGACP00000023643
SINCAM017782	ENSGACP00000006659
SINCAM017782	ENSGACP00000027474
SINCAM017807	ENSGACP00000023223
SINCAM017809	ENSGACP00000011629
SINCAM017815	ENSGACP00000004014
SINCAM017815	ENSGACP00000011373
SINCAM017840	ENSGACP00000015703
SINCAM017872	ENSGACP00000027007
SINCAM017872	ENSGACP00000001026
SINCAM017877	ENSGACP00000003287
SINCAM017880	ENSGACP00000001068
SINCAM017888	ENSGACP00000012165
SINCAM017915	ENSGACP00000027280
SINCAM017935	ENSGACP00000000677
SINCAM017968	ENSGACP00000001365
SINCAM017968	ENSGACP00000000933
SINCAM017969	ENSGACP00000000887
SINCAM017971	ENSGACP00000000292
SINCAM017973	ENSGACP00000000291
SINCAM017974	ENSGACP00000006998
SINCAM017978	ENSGACP00000012141
SINCAM017984	ENSGACP00000000698
SINCAM017984	ENSGACP00000014253
SINCAM017989	ENSGACP00000027066
SINCAM017989	ENSGACP00000024676
SINCAM018006	ENSGACP00000005272
SINCAM018024	ENSGACP00000013097
SINCAM018059	ENSGACP00000010776
SINCAM018064	ENSGACP00000009927
SINCAM018080	ENSGACP00000016904
SINCAM018095	ENSGACP00000013110
SINCAM018108	ENSGACP00000016969
SINCAM018108	ENSGACP00000016983
SINCAM900002	ENSGACP00000006714
SINCAM900006	ENSGACP00000008349
SINCAM900012	ENSGACP00000021836
SINCAM900014	ENSGACP00000011657
SINCAM900014	ENSGACP00000008738
SINCAM900016	ENSGACP00000007902
SINCAM900017	ENSGACP00000022128
SINCAM900017	ENSGACP00000013576
SINCAM900018	ENSGACP00000022121
SINCAM900021	ENSGACP00000022110
SINCAM900021	ENSGACP00000008245
SINCAM900022	ENSGACP00000022106
SINCAM900023	ENSGACP00000007910
SINCAM900023	ENSGACP00000022104
SINCAM900027	ENSGACP00000019763
SINCAM900029	ENSGACP00000019792
SINCAM900029	ENSGACP00000011038
SINCAM900030	ENSGACP00000019797
SINCAM900030	ENSGACP00000009666
SINCAM900031	ENSGACP00000021797
SINCAM900032	ENSGACP00000007929
SINCAM900032	ENSGACP00000021800
SINCAM900036	ENSGACP00000021810
SINCAM900036	ENSGACP00000008003
SINCAM900037	ENSGACP00000021813
SINCAM900038	ENSGACP00000021818
SINCAM900038	ENSGACP00000018056
SINCAM900043	ENSGACP00000016096
SINCAM900043	ENSGACP00000019271
SINCAM900045	ENSGACP00000022192
SINCAM900050	ENSGACP00000008267
SINCAM900053	ENSGACP00000022158
SINCAM900054	ENSGACP00000008236
SINCAM900057	ENSGACP00000020856
SINCAM900057	ENSGACP00000004212
SINCAM900059	ENSGACP00000020862
