SINLEJ016576	ENSLOCP00000000004
SINLEJ010285	ENSLOCP00000019076
SINLEJ015696	ENSLOCP00000019077
SINLEJ007215	ENSLOCP00000019077
SINLEJ006843	ENSLOCP00000019080
SINLEJ017837	ENSLOCP00000019085
SINLEJ007219	ENSLOCP00000019085
SINLEJ016212	ENSLOCP00000019088
SINLEJ005156	ENSLOCP00000019088
SINLEJ005155	ENSLOCP00000019091
SINLEJ016211	ENSLOCP00000019091
SINLEJ017242	ENSLOCP00000019093
SINLEJ017241	ENSLOCP00000019094
SINLEJ006533	ENSLOCP00000019096
SINLEJ008211	ENSLOCP00000019096
SINLEJ018034	ENSLOCP00000019097
SINLEJ015033	ENSLOCP00000019098
SINLEJ015037	ENSLOCP00000019098
SINLEJ015796	ENSLOCP00000019099
SINLEJ015798	ENSLOCP00000019099
SINLEJ012139	ENSLOCP00000019104
SINLEJ005194	ENSLOCP00000019105
SINLEJ010291	ENSLOCP00000019106
SINLEJ019180	ENSLOCP00000019111
SINLEJ017491	ENSLOCP00000019111
SINLEJ015792	ENSLOCP00000019112
SINLEJ011313	ENSLOCP00000019112
SINLEJ018228	ENSLOCP00000019113
SINLEJ011678	ENSLOCP00000019114
SINLEJ013648	ENSLOCP00000019119
SINLEJ013646	ENSLOCP00000019119
SINLEJ010257	ENSLOCP00000019123
SINLEJ001843	ENSLOCP00000019124
SINLEJ001842	ENSLOCP00000019124
SINLEJ007602	ENSLOCP00000019126
SINLEJ007598	ENSLOCP00000019126
SINLEJ013146	ENSLOCP00000019130
SINLEJ016872	ENSLOCP00000019131
SINLEJ000753	ENSLOCP00000019133
SINLEJ000749	ENSLOCP00000019133
SINLEJ017664	ENSLOCP00000019135
SINLEJ012341	ENSLOCP00000019135
SINLEJ000747	ENSLOCP00000019136
SINLEJ002012	ENSLOCP00000019136
SINLEJ011444	ENSLOCP00000019139
SINLEJ018177	ENSLOCP00000019139
SINLEJ008455	ENSLOCP00000019142
SINLEJ016128	ENSLOCP00000019143
SINLEJ007495	ENSLOCP00000019143
SINLEJ014546	ENSLOCP00000019146
SINLEJ006978	ENSLOCP00000019146
SINLEJ007597	ENSLOCP00000019147
SINLEJ000727	ENSLOCP00000019150
SINLEJ000726	ENSLOCP00000019150
SINLEJ000725	ENSLOCP00000019152
SINLEJ007639	ENSLOCP00000019154
SINLEJ012262	ENSLOCP00000019160
SINLEJ016730	ENSLOCP00000019163
SINLEJ017183	ENSLOCP00000019163
SINLEJ001044	ENSLOCP00000019164
SINLEJ012257	ENSLOCP00000019166
SINLEJ016585	ENSLOCP00000019170
SINLEJ018760	ENSLOCP00000019172
SINLEJ007251	ENSLOCP00000019172
SINLEJ012373	ENSLOCP00000019173
SINLEJ012345	ENSLOCP00000019177
SINLEJ013187	ENSLOCP00000019177
SINLEJ002007	ENSLOCP00000019178
SINLEJ012404	ENSLOCP00000019179
SINLEJ012403	ENSLOCP00000019179
SINLEJ009763	ENSLOCP00000019180
SINLEJ004945	ENSLOCP00000019183
SINLEJ006012	ENSLOCP00000019183
SINLEJ001125	ENSLOCP00000019186
SINLEJ011362	ENSLOCP00000019187
SINLEJ002045	ENSLOCP00000019192
SINLEJ002044	ENSLOCP00000019192
SINLEJ012395	ENSLOCP00000019194
SINLEJ017901	ENSLOCP00000019194
SINLEJ012390	ENSLOCP00000019196
SINLEJ012391	ENSLOCP00000019196
SINLEJ012405	ENSLOCP00000019198
SINLEJ002041	ENSLOCP00000019199
SINLEJ016237	ENSLOCP00000019199
SINLEJ012410	ENSLOCP00000019200
SINLEJ012412	ENSLOCP00000019200
SINLEJ011886	ENSLOCP00000019202
SINLEJ016236	ENSLOCP00000019203
SINLEJ016831	ENSLOCP00000019203
SINLEJ012299	ENSLOCP00000019204
SINLEJ007255	ENSLOCP00000019204
SINLEJ007256	ENSLOCP00000019206
SINLEJ015654	ENSLOCP00000019206
SINLEJ015394	ENSLOCP00000019207
SINLEJ016233	ENSLOCP00000019208
SINLEJ016234	ENSLOCP00000019208
SINLEJ000826	ENSLOCP00000019211
SINLEJ012367	ENSLOCP00000019212
SINLEJ015492	ENSLOCP00000019213
SINLEJ015499	ENSLOCP00000019213
SINLEJ013664	ENSLOCP00000019215
SINLEJ001837	ENSLOCP00000019216
SINLEJ013665	ENSLOCP00000019217
SINLEJ012171	ENSLOCP00000019219
SINLEJ012170	ENSLOCP00000019219
SINLEJ008643	ENSLOCP00000019221
SINLEJ005799	ENSLOCP00000019222
SINLEJ007310	ENSLOCP00000019223
SINLEJ004996	ENSLOCP00000019227
SINLEJ004993	ENSLOCP00000019227
SINLEJ017076	ENSLOCP00000019228
SINLEJ001043	ENSLOCP00000019228
SINLEJ011449	ENSLOCP00000019229
SINLEJ013667	ENSLOCP00000019229
SINLEJ000218	ENSLOCP00000019231
SINLEJ013669	ENSLOCP00000019237
SINLEJ013670	ENSLOCP00000019239
SINLEJ011074	ENSLOCP00000019239
SINLEJ006611	ENSLOCP00000019240
SINLEJ000685	ENSLOCP00000019243
SINLEJ016226	ENSLOCP00000019243
SINLEJ000684	ENSLOCP00000019244
SINLEJ000687	ENSLOCP00000019244
SINLEJ009593	ENSLOCP00000019245
SINLEJ009595	ENSLOCP00000019245
SINLEJ010536	ENSLOCP00000019246
SINLEJ010537	ENSLOCP00000019246
SINLEJ002034	ENSLOCP00000019248
SINLEJ006588	ENSLOCP00000019251
SINLEJ011930	ENSLOCP00000019252
SINLEJ009601	ENSLOCP00000019253
SINLEJ009600	ENSLOCP00000019253
SINLEJ011931	ENSLOCP00000019255
SINLEJ009575	ENSLOCP00000019256
SINLEJ005174	ENSLOCP00000019258
SINLEJ002066	ENSLOCP00000019258
SINLEJ010151	ENSLOCP00000019259
SINLEJ009474	ENSLOCP00000019259
SINLEJ007231	ENSLOCP00000019262
SINLEJ015680	ENSLOCP00000019262
SINLEJ018401	ENSLOCP00000019267
SINLEJ009546	ENSLOCP00000019267
SINLEJ005968	ENSLOCP00000019270
SINLEJ004517	ENSLOCP00000019271
SINLEJ005993	ENSLOCP00000019274
SINLEJ000689	ENSLOCP00000019274
SINLEJ012325	ENSLOCP00000019276
SINLEJ012324	ENSLOCP00000019276
SINLEJ004453	ENSLOCP00000019280
SINLEJ004454	ENSLOCP00000019281
SINLEJ011315	ENSLOCP00000019282
SINLEJ012383	ENSLOCP00000019282
SINLEJ011316	ENSLOCP00000019285
SINLEJ009465	ENSLOCP00000019285
SINLEJ011317	ENSLOCP00000019286
SINLEJ010138	ENSLOCP00000019286
SINLEJ004533	ENSLOCP00000019290
SINLEJ015146	ENSLOCP00000019291
SINLEJ009827	ENSLOCP00000019291
SINLEJ017608	ENSLOCP00000019292
SINLEJ003852	ENSLOCP00000019293
SINLEJ003853	ENSLOCP00000019293
SINLEJ002065	ENSLOCP00000019297
SINLEJ005172	ENSLOCP00000019297
SINLEJ008690	ENSLOCP00000019298
SINLEJ017297	ENSLOCP00000019298
SINLEJ011467	ENSLOCP00000019299
SINLEJ018640	ENSLOCP00000019299
SINLEJ015685	ENSLOCP00000019302
SINLEJ007225	ENSLOCP00000019302
SINLEJ007229	ENSLOCP00000019303
SINLEJ015682	ENSLOCP00000019303
SINLEJ007228	ENSLOCP00000019305
SINLEJ004295	ENSLOCP00000019306
SINLEJ014508	ENSLOCP00000019307
SINLEJ014507	ENSLOCP00000019307
SINLEJ002791	ENSLOCP00000019313
SINLEJ002108	ENSLOCP00000019315
SINLEJ002106	ENSLOCP00000019318
SINLEJ002722	ENSLOCP00000019319
SINLEJ018187	ENSLOCP00000019319
SINLEJ013243	ENSLOCP00000019320
SINLEJ007584	ENSLOCP00000019320
SINLEJ002105	ENSLOCP00000019322
SINLEJ001911	ENSLOCP00000019323
SINLEJ002104	ENSLOCP00000019325
SINLEJ007196	ENSLOCP00000019327
SINLEJ017163	ENSLOCP00000019327
SINLEJ006102	ENSLOCP00000019328
SINLEJ001131	ENSLOCP00000019328
SINLEJ002136	ENSLOCP00000019329
SINLEJ009573	ENSLOCP00000019334
SINLEJ005786	ENSLOCP00000019334
SINLEJ010558	ENSLOCP00000019337
SINLEJ009491	ENSLOCP00000019342
SINLEJ017164	ENSLOCP00000019344
SINLEJ007197	ENSLOCP00000019344
SINLEJ009539	ENSLOCP00000019345
SINLEJ013757	ENSLOCP00000019347
SINLEJ018255	ENSLOCP00000019348
SINLEJ018253	ENSLOCP00000019348
SINLEJ013754	ENSLOCP00000019349
SINLEJ013755	ENSLOCP00000019349
SINLEJ009477	ENSLOCP00000019350
SINLEJ009479	ENSLOCP00000019350
SINLEJ001120	ENSLOCP00000019352
SINLEJ009481	ENSLOCP00000019353
SINLEJ009478	ENSLOCP00000019353
SINLEJ019373	ENSLOCP00000019354
SINLEJ001121	ENSLOCP00000019355
SINLEJ600141	ENSLOCP00000019356
SINLEJ600220	ENSLOCP00000019356
SINLEJ001737	ENSLOCP00000019358
SINLEJ001738	ENSLOCP00000019360
SINLEJ001736	ENSLOCP00000019360
SINLEJ009430	ENSLOCP00000019362
SINLEJ013762	ENSLOCP00000019362
SINLEJ000737	ENSLOCP00000019365
SINLEJ009425	ENSLOCP00000019366
SINLEJ009426	ENSLOCP00000019366
SINLEJ000925	ENSLOCP00000019367
SINLEJ000924	ENSLOCP00000019367
SINLEJ012359	ENSLOCP00000019370
SINLEJ012357	ENSLOCP00000019370
SINLEJ000733	ENSLOCP00000019371
SINLEJ000734	ENSLOCP00000019371
SINLEJ018843	ENSLOCP00000019375
SINLEJ011476	ENSLOCP00000019376
SINLEJ010288	ENSLOCP00000019378
SINLEJ017169	ENSLOCP00000019379
SINLEJ007204	ENSLOCP00000019379
SINLEJ000832	ENSLOCP00000019381
SINLEJ005958	ENSLOCP00000019381
SINLEJ013752	ENSLOCP00000019382
SINLEJ007207	ENSLOCP00000019384
SINLEJ011471	ENSLOCP00000019384
SINLEJ006471	ENSLOCP00000019385
SINLEJ013730	ENSLOCP00000019388
SINLEJ004907	ENSLOCP00000019391
SINLEJ004909	ENSLOCP00000019391
SINLEJ002171	ENSLOCP00000019392
SINLEJ013729	ENSLOCP00000019396
SINLEJ002157	ENSLOCP00000019397
SINLEJ002156	ENSLOCP00000019397
SINLEJ013728	ENSLOCP00000019398
SINLEJ013727	ENSLOCP00000019398
SINLEJ011348	ENSLOCP00000019400
SINLEJ006089	ENSLOCP00000019401
SINLEJ002172	ENSLOCP00000019401
SINLEJ002158	ENSLOCP00000019402
SINLEJ002173	ENSLOCP00000019403
SINLEJ005935	ENSLOCP00000019404
SINLEJ005076	ENSLOCP00000019406
SINLEJ005075	ENSLOCP00000019406
SINLEJ002174	ENSLOCP00000019407
SINLEJ007333	ENSLOCP00000019408
SINLEJ007334	ENSLOCP00000019408
SINLEJ000811	ENSLOCP00000019409
SINLEJ017261	ENSLOCP00000019409
SINLEJ001716	ENSLOCP00000019412
SINLEJ006091	ENSLOCP00000019415
SINLEJ009533	ENSLOCP00000019416
SINLEJ009534	ENSLOCP00000019417
SINLEJ008116	ENSLOCP00000019418
SINLEJ006092	ENSLOCP00000019420
SINLEJ002175	ENSLOCP00000019423
SINLEJ002176	ENSLOCP00000019423
SINLEJ005077	ENSLOCP00000019424
SINLEJ014474	ENSLOCP00000019425
SINLEJ017267	ENSLOCP00000019430
SINLEJ004938	ENSLOCP00000019432
SINLEJ006094	ENSLOCP00000019433
SINLEJ015693	ENSLOCP00000019434
SINLEJ013660	ENSLOCP00000019434
SINLEJ007414	ENSLOCP00000019438
SINLEJ007415	ENSLOCP00000019438
SINLEJ014463	ENSLOCP00000019440
SINLEJ005122	ENSLOCP00000019440
SINLEJ007349	ENSLOCP00000019441
SINLEJ002181	ENSLOCP00000019443
SINLEJ000833	ENSLOCP00000019443
SINLEJ011304	ENSLOCP00000019444
SINLEJ014464	ENSLOCP00000019447
SINLEJ011552	ENSLOCP00000019449
SINLEJ007264	ENSLOCP00000019450
SINLEJ013764	ENSLOCP00000019450
SINLEJ014492	ENSLOCP00000019451
SINLEJ014493	ENSLOCP00000019451
SINLEJ016835	ENSLOCP00000019452
SINLEJ005179	ENSLOCP00000019452
SINLEJ013707	ENSLOCP00000019453
SINLEJ013705	ENSLOCP00000019455
SINLEJ004904	ENSLOCP00000019457
SINLEJ012881	ENSLOCP00000019457
SINLEJ001928	ENSLOCP00000019459
SINLEJ012741	ENSLOCP00000019460
SINLEJ002144	ENSLOCP00000019463
SINLEJ002143	ENSLOCP00000019463
SINLEJ012653	ENSLOCP00000019466
SINLEJ012651	ENSLOCP00000019466
SINLEJ003143	ENSLOCP00000019468
SINLEJ018759	ENSLOCP00000019470
SINLEJ018758	ENSLOCP00000019470
SINLEJ012649	ENSLOCP00000019471
SINLEJ017981	ENSLOCP00000019471
SINLEJ012743	ENSLOCP00000019473
SINLEJ017620	ENSLOCP00000019473
SINLEJ010673	ENSLOCP00000019478
SINLEJ015820	ENSLOCP00000019480
SINLEJ009496	ENSLOCP00000019480
SINLEJ017265	ENSLOCP00000019481
SINLEJ009497	ENSLOCP00000019482
SINLEJ002780	ENSLOCP00000019483
SINLEJ002779	ENSLOCP00000019483
SINLEJ005143	ENSLOCP00000019485
SINLEJ002011	ENSLOCP00000019485
SINLEJ009591	ENSLOCP00000019486
SINLEJ009590	ENSLOCP00000019486
SINLEJ009748	ENSLOCP00000019487
SINLEJ002781	ENSLOCP00000019487
SINLEJ002009	ENSLOCP00000019488
SINLEJ002782	ENSLOCP00000019489
SINLEJ005124	ENSLOCP00000019494
SINLEJ007361	ENSLOCP00000019495
SINLEJ002862	ENSLOCP00000019497
SINLEJ009412	ENSLOCP00000019500
SINLEJ009411	ENSLOCP00000019500
SINLEJ008326	ENSLOCP00000019501
SINLEJ009804	ENSLOCP00000019501
SINLEJ008319	ENSLOCP00000019503
SINLEJ000671	ENSLOCP00000019507
SINLEJ001861	ENSLOCP00000019507
SINLEJ012417	ENSLOCP00000019508
SINLEJ010191	ENSLOCP00000019508
SINLEJ006676	ENSLOCP00000019511
SINLEJ004966	ENSLOCP00000019513
SINLEJ009522	ENSLOCP00000019516
SINLEJ010125	ENSLOCP00000019516
SINLEJ002777	ENSLOCP00000019518
SINLEJ008317	ENSLOCP00000019518
SINLEJ009525	ENSLOCP00000019519
SINLEJ009524	ENSLOCP00000019519
SINLEJ009515	ENSLOCP00000019521
SINLEJ001087	ENSLOCP00000019523
SINLEJ001088	ENSLOCP00000019523
SINLEJ005872	ENSLOCP00000019527
SINLEJ001089	ENSLOCP00000019527
SINLEJ015772	ENSLOCP00000019528
SINLEJ007381	ENSLOCP00000019528
SINLEJ008316	ENSLOCP00000019529
SINLEJ008315	ENSLOCP00000019529
SINLEJ007380	ENSLOCP00000019530
SINLEJ012420	ENSLOCP00000019530
SINLEJ000996	ENSLOCP00000019531
SINLEJ007412	ENSLOCP00000019532
SINLEJ007413	ENSLOCP00000019532
SINLEJ008314	ENSLOCP00000019534
SINLEJ011466	ENSLOCP00000019540
SINLEJ011465	ENSLOCP00000019541
SINLEJ006023	ENSLOCP00000019542
SINLEJ005114	ENSLOCP00000019542
SINLEJ013194	ENSLOCP00000019545
SINLEJ007510	ENSLOCP00000019545
SINLEJ002799	ENSLOCP00000019547
SINLEJ002800	ENSLOCP00000019547
SINLEJ002042	ENSLOCP00000019548
SINLEJ002043	ENSLOCP00000019552
SINLEJ000994	ENSLOCP00000019552
SINLEJ017044	ENSLOCP00000019555
SINLEJ010264	ENSLOCP00000019559
SINLEJ010265	ENSLOCP00000019559
SINLEJ010991	ENSLOCP00000019562
SINLEJ005961	ENSLOCP00000019563
SINLEJ005960	ENSLOCP00000019563
SINLEJ010263	ENSLOCP00000019564
SINLEJ002746	ENSLOCP00000019566
SINLEJ002745	ENSLOCP00000019567
SINLEJ016712	ENSLOCP00000019568
SINLEJ017146	ENSLOCP00000019568
SINLEJ009407	ENSLOCP00000019569
SINLEJ002744	ENSLOCP00000019570
SINLEJ005473	ENSLOCP00000019571
SINLEJ011481	ENSLOCP00000019573
SINLEJ007355	ENSLOCP00000019573
SINLEJ000711	ENSLOCP00000019574
SINLEJ000712	ENSLOCP00000019576
SINLEJ007307	ENSLOCP00000019577
SINLEJ005456	ENSLOCP00000019578
SINLEJ017819	ENSLOCP00000019578
SINLEJ002150	ENSLOCP00000019579
SINLEJ000713	ENSLOCP00000019579
SINLEJ004902	ENSLOCP00000019580
SINLEJ004903	ENSLOCP00000019580
SINLEJ005064	ENSLOCP00000019582
SINLEJ002149	ENSLOCP00000019584
SINLEJ001103	ENSLOCP00000019584
SINLEJ002147	ENSLOCP00000019585
SINLEJ014467	ENSLOCP00000019585
SINLEJ000495	ENSLOCP00000019586
SINLEJ001102	ENSLOCP00000019587
SINLEJ002006	ENSLOCP00000019589
SINLEJ000786	ENSLOCP00000019589
SINLEJ000947	ENSLOCP00000019592
SINLEJ005979	ENSLOCP00000019592
SINLEJ009464	ENSLOCP00000019593
SINLEJ005024	ENSLOCP00000019599
SINLEJ005921	ENSLOCP00000019599
SINLEJ005919	ENSLOCP00000019600
SINLEJ001786	ENSLOCP00000019601
SINLEJ004914	ENSLOCP00000019602
SINLEJ001785	ENSLOCP00000019603
SINLEJ014460	ENSLOCP00000019603
SINLEJ000876	ENSLOCP00000019605
SINLEJ001783	ENSLOCP00000019606
SINLEJ008397	ENSLOCP00000019608
SINLEJ009509	ENSLOCP00000019609
SINLEJ009508	ENSLOCP00000019609
SINLEJ009507	ENSLOCP00000019610
SINLEJ009819	ENSLOCP00000019611
SINLEJ009816	ENSLOCP00000019611
SINLEJ011415	ENSLOCP00000019612
SINLEJ007339	ENSLOCP00000019615
SINLEJ009506	ENSLOCP00000019616
SINLEJ009505	ENSLOCP00000019617
SINLEJ009504	ENSLOCP00000019617
SINLEJ010118	ENSLOCP00000019618
SINLEJ001895	ENSLOCP00000019620
SINLEJ001894	ENSLOCP00000019620
SINLEJ001000	ENSLOCP00000019621
SINLEJ001927	ENSLOCP00000019621
SINLEJ001893	ENSLOCP00000019622
SINLEJ001892	ENSLOCP00000019622
SINLEJ011418	ENSLOCP00000019623
SINLEJ017155	ENSLOCP00000019624
SINLEJ017587	ENSLOCP00000019624
SINLEJ017156	ENSLOCP00000019628
SINLEJ017586	ENSLOCP00000019628
SINLEJ011871	ENSLOCP00000019630
SINLEJ012433	ENSLOCP00000019631
SINLEJ001726	ENSLOCP00000019632
SINLEJ001725	ENSLOCP00000019632
SINLEJ001749	ENSLOCP00000019634
SINLEJ000837	ENSLOCP00000019634
SINLEJ008586	ENSLOCP00000019635
SINLEJ005780	ENSLOCP00000019635
SINLEJ009570	ENSLOCP00000019636
SINLEJ001770	ENSLOCP00000019637
SINLEJ002102	ENSLOCP00000019639
SINLEJ011355	ENSLOCP00000019640
SINLEJ007409	ENSLOCP00000019640
SINLEJ016908	ENSLOCP00000019641
SINLEJ005015	ENSLOCP00000019642
SINLEJ009762	ENSLOCP00000019645
SINLEJ011493	ENSLOCP00000019652
SINLEJ012377	ENSLOCP00000019652
SINLEJ011353	ENSLOCP00000019653
SINLEJ001822	ENSLOCP00000019657
SINLEJ006117	ENSLOCP00000019657
SINLEJ012363	ENSLOCP00000019660
SINLEJ005911	ENSLOCP00000019661
SINLEJ005821	ENSLOCP00000019661
SINLEJ004225	ENSLOCP00000019665
SINLEJ001440	ENSLOCP00000019666
SINLEJ002863	ENSLOCP00000019667
SINLEJ001958	ENSLOCP00000019671
SINLEJ005853	ENSLOCP00000019672
SINLEJ011370	ENSLOCP00000019674
SINLEJ018486	ENSLOCP00000019674
SINLEJ001956	ENSLOCP00000019675
SINLEJ001957	ENSLOCP00000019675
SINLEJ011038	ENSLOCP00000019676
SINLEJ005885	ENSLOCP00000019677
SINLEJ011332	ENSLOCP00000019678
SINLEJ011372	ENSLOCP00000019681
SINLEJ011371	ENSLOCP00000019681
SINLEJ009589	ENSLOCP00000019683
SINLEJ009569	ENSLOCP00000019684
SINLEJ009563	ENSLOCP00000019685
SINLEJ009567	ENSLOCP00000019685
SINLEJ009565	ENSLOCP00000019687
SINLEJ009564	ENSLOCP00000019687
SINLEJ001916	ENSLOCP00000019688
SINLEJ001917	ENSLOCP00000019688
SINLEJ018212	ENSLOCP00000019692
SINLEJ012413	ENSLOCP00000019693
SINLEJ009645	ENSLOCP00000019694
SINLEJ008480	ENSLOCP00000019694
SINLEJ010139	ENSLOCP00000019697
SINLEJ011376	ENSLOCP00000019697
SINLEJ004978	ENSLOCP00000019698
SINLEJ004976	ENSLOCP00000019698
SINLEJ008606	ENSLOCP00000019700
SINLEJ001847	ENSLOCP00000019702
SINLEJ008607	ENSLOCP00000019704
SINLEJ001846	ENSLOCP00000019705
SINLEJ001845	ENSLOCP00000019705
SINLEJ008608	ENSLOCP00000019706
SINLEJ008257	ENSLOCP00000019706
SINLEJ012414	ENSLOCP00000019707
SINLEJ015808	ENSLOCP00000019707
SINLEJ001844	ENSLOCP00000019708
SINLEJ000931	ENSLOCP00000019710
SINLEJ014500	ENSLOCP00000019712
SINLEJ005913	ENSLOCP00000019712
SINLEJ002035	ENSLOCP00000019717
SINLEJ004933	ENSLOCP00000019719
SINLEJ005165	ENSLOCP00000019720
SINLEJ016221	ENSLOCP00000019720
SINLEJ015812	ENSLOCP00000019721
SINLEJ002110	ENSLOCP00000019723
SINLEJ002111	ENSLOCP00000019723
SINLEJ005006	ENSLOCP00000019724
SINLEJ005002	ENSLOCP00000019724
SINLEJ013696	ENSLOCP00000019725
SINLEJ013695	ENSLOCP00000019725
SINLEJ000836	ENSLOCP00000019726
SINLEJ014499	ENSLOCP00000019726
SINLEJ007431	ENSLOCP00000019729
SINLEJ007432	ENSLOCP00000019729
SINLEJ001070	ENSLOCP00000019730
SINLEJ005171	ENSLOCP00000019731
SINLEJ016228	ENSLOCP00000019731
SINLEJ005004	ENSLOCP00000019732
SINLEJ007427	ENSLOCP00000019733
SINLEJ004230	ENSLOCP00000019735
SINLEJ001883	ENSLOCP00000019739
SINLEJ001882	ENSLOCP00000019739
SINLEJ005045	ENSLOCP00000019741
SINLEJ001148	ENSLOCP00000019741
SINLEJ008300	ENSLOCP00000019742
SINLEJ008296	ENSLOCP00000019742
SINLEJ007426	ENSLOCP00000019743
SINLEJ007425	ENSLOCP00000019743
SINLEJ001146	ENSLOCP00000019744
SINLEJ005042	ENSLOCP00000019744
SINLEJ006900	ENSLOCP00000019746
SINLEJ015262	ENSLOCP00000019746
SINLEJ015264	ENSLOCP00000019748
SINLEJ006902	ENSLOCP00000019748
SINLEJ005040	ENSLOCP00000019749
SINLEJ005041	ENSLOCP00000019749
SINLEJ001732	ENSLOCP00000019752
SINLEJ008255	ENSLOCP00000019753
SINLEJ009647	ENSLOCP00000019753
SINLEJ005850	ENSLOCP00000019760
SINLEJ012362	ENSLOCP00000019761
SINLEJ000877	ENSLOCP00000019762
SINLEJ009841	ENSLOCP00000019762
SINLEJ011447	ENSLOCP00000019764
SINLEJ002170	ENSLOCP00000019765
SINLEJ017597	ENSLOCP00000019767
SINLEJ017731	ENSLOCP00000019767
SINLEJ014524	ENSLOCP00000019770
SINLEJ018753	ENSLOCP00000019771
SINLEJ001793	ENSLOCP00000019772
SINLEJ001792	ENSLOCP00000019772
SINLEJ011454	ENSLOCP00000019775
SINLEJ014523	ENSLOCP00000019778
SINLEJ001074	ENSLOCP00000019778
SINLEJ017091	ENSLOCP00000019780
SINLEJ001788	ENSLOCP00000019780
SINLEJ000756	ENSLOCP00000019781
SINLEJ008954	ENSLOCP00000019781
SINLEJ017092	ENSLOCP00000019783
SINLEJ010286	ENSLOCP00000019784
SINLEJ001787	ENSLOCP00000019788
SINLEJ004971	ENSLOCP00000019789
SINLEJ014521	ENSLOCP00000019789
SINLEJ016607	ENSLOCP00000019791
SINLEJ007390	ENSLOCP00000019792
SINLEJ007391	ENSLOCP00000019792
SINLEJ002164	ENSLOCP00000019796
SINLEJ006420	ENSLOCP00000019801
SINLEJ002163	ENSLOCP00000019803
SINLEJ005936	ENSLOCP00000019804
SINLEJ006441	ENSLOCP00000019807
SINLEJ010612	ENSLOCP00000019807
SINLEJ002160	ENSLOCP00000019809
SINLEJ002161	ENSLOCP00000019809
SINLEJ007394	ENSLOCP00000019810
SINLEJ007393	ENSLOCP00000019813
SINLEJ006653	ENSLOCP00000019814
SINLEJ006668	ENSLOCP00000019814
SINLEJ006456	ENSLOCP00000019816
SINLEJ001936	ENSLOCP00000019817
SINLEJ010282	ENSLOCP00000019818
SINLEJ001935	ENSLOCP00000019820
SINLEJ007932	ENSLOCP00000019821
SINLEJ001990	ENSLOCP00000019822
SINLEJ014457	ENSLOCP00000019823
SINLEJ007398	ENSLOCP00000019830
SINLEJ007396	ENSLOCP00000019830
SINLEJ014456	ENSLOCP00000019835
SINLEJ001992	ENSLOCP00000019835
SINLEJ011452	ENSLOCP00000019836
SINLEJ011451	ENSLOCP00000019836
SINLEJ009568	ENSLOCP00000019838
SINLEJ004574	ENSLOCP00000019839
SINLEJ012001	ENSLOCP00000019839
SINLEJ001014	ENSLOCP00000019841
SINLEJ012011	ENSLOCP00000019842
SINLEJ015160	ENSLOCP00000019846
SINLEJ017486	ENSLOCP00000019847
SINLEJ001995	ENSLOCP00000019852
SINLEJ010927	ENSLOCP00000019852
SINLEJ011085	ENSLOCP00000019853
SINLEJ015642	ENSLOCP00000019853
SINLEJ007467	ENSLOCP00000019855
SINLEJ007468	ENSLOCP00000019855
SINLEJ000085	ENSLOCP00000019856
SINLEJ019066	ENSLOCP00000019860
SINLEJ012629	ENSLOCP00000019862
SINLEJ012630	ENSLOCP00000019862
SINLEJ002097	ENSLOCP00000019863
SINLEJ016723	ENSLOCP00000019864
SINLEJ016722	ENSLOCP00000019864
SINLEJ012334	ENSLOCP00000019865
SINLEJ011487	ENSLOCP00000019865
SINLEJ010221	ENSLOCP00000019866
SINLEJ010229	ENSLOCP00000019866
SINLEJ002186	ENSLOCP00000019867
SINLEJ013149	ENSLOCP00000019869
SINLEJ007525	ENSLOCP00000019869
SINLEJ012683	ENSLOCP00000019871
SINLEJ010401	ENSLOCP00000019871
SINLEJ012684	ENSLOCP00000019872
SINLEJ013508	ENSLOCP00000019872
SINLEJ013152	ENSLOCP00000019873
SINLEJ014443	ENSLOCP00000019874
SINLEJ005954	ENSLOCP00000019874
SINLEJ010232	ENSLOCP00000019876
SINLEJ010224	ENSLOCP00000019876
SINLEJ012315	ENSLOCP00000019877
SINLEJ009607	ENSLOCP00000019878
SINLEJ011388	ENSLOCP00000019878
SINLEJ000678	ENSLOCP00000019879
SINLEJ002188	ENSLOCP00000019879
SINLEJ016155	ENSLOCP00000019880
SINLEJ005871	ENSLOCP00000019881
SINLEJ017344	ENSLOCP00000019881
SINLEJ012688	ENSLOCP00000019882
SINLEJ012687	ENSLOCP00000019882
SINLEJ017342	ENSLOCP00000019883
SINLEJ016157	ENSLOCP00000019884
SINLEJ014501	ENSLOCP00000019889
SINLEJ016149	ENSLOCP00000019890
SINLEJ016159	ENSLOCP00000019890
SINLEJ016584	ENSLOCP00000019892
SINLEJ016197	ENSLOCP00000019895
SINLEJ016198	ENSLOCP00000019895
SINLEJ013539	ENSLOCP00000019896
SINLEJ016583	ENSLOCP00000019897
SINLEJ009530	ENSLOCP00000019898
SINLEJ013536	ENSLOCP00000019899
SINLEJ015074	ENSLOCP00000019899
SINLEJ006008	ENSLOCP00000019900
SINLEJ006007	ENSLOCP00000019900
SINLEJ009537	ENSLOCP00000019903
SINLEJ012259	ENSLOCP00000019903
SINLEJ004951	ENSLOCP00000019904
SINLEJ013554	ENSLOCP00000019905
SINLEJ013555	ENSLOCP00000019905
SINLEJ009538	ENSLOCP00000019908
SINLEJ013605	ENSLOCP00000019909
SINLEJ009212	ENSLOCP00000019909
SINLEJ012612	ENSLOCP00000019910
