ENSLOCP00000000004	SINCAM011582
ENSLOCP00000019698	SINCAM003771
ENSLOCP00000019700	SINCAM002842
ENSLOCP00000019702	SINCAM003767
ENSLOCP00000019703	SINCAM006112
ENSLOCP00000019704	SINCAM002841
ENSLOCP00000019705	SINCAM003766
ENSLOCP00000019706	SINCAM015427
ENSLOCP00000019707	SINCAM006111
ENSLOCP00000019708	SINCAM003765
ENSLOCP00000019709	SINCAM006110
ENSLOCP00000019710	SINCAM003764
ENSLOCP00000019712	SINCAM003648
ENSLOCP00000019717	SINCAM003647
ENSLOCP00000019720	SINCAM003646
ENSLOCP00000019721	SINCAM006108
ENSLOCP00000019723	SINCAM921196
ENSLOCP00000019724	SINCAM003763
ENSLOCP00000019725	SINCAM006107
ENSLOCP00000019726	SINCAM003762
ENSLOCP00000019729	SINCAM006104
ENSLOCP00000019730	SINCAM003761
ENSLOCP00000019731	SINCAM003696
ENSLOCP00000019732	SINCAM003760
ENSLOCP00000019733	SINCAM006102
ENSLOCP00000019734	SINCAM003759
ENSLOCP00000019737	SINCAM003757
ENSLOCP00000019739	SINCAM008160
ENSLOCP00000019741	SINCAM003756
ENSLOCP00000019742	SINCAM015429
ENSLOCP00000019743	SINCAM006100
ENSLOCP00000019744	SINCAM003755
ENSLOCP00000019746	SINCAM002838
ENSLOCP00000019747	SINCAM921050
ENSLOCP00000019748	SINCAM921737
ENSLOCP00000019749	SINCAM003682
ENSLOCP00000019752	SINCAM003780
ENSLOCP00000019753	SINCAM002847
ENSLOCP00000019757	SINCAM003779
ENSLOCP00000019758	SINCAM006080
ENSLOCP00000019759	SINCAM006079
ENSLOCP00000019760	SINCAM003878
ENSLOCP00000019761	SINCAM006078
ENSLOCP00000019762	SINCAM003778
ENSLOCP00000019764	SINCAM921030
ENSLOCP00000019765	SINCAM921206
ENSLOCP00000019767	SINCAM006077
ENSLOCP00000019770	SINCAM003793
ENSLOCP00000019771	SINCAM006074
ENSLOCP00000019772	SINCAM003877
ENSLOCP00000019775	SINCAM006073
ENSLOCP00000019778	SINCAM003794
ENSLOCP00000019780	SINCAM003876
ENSLOCP00000019781	SINCAM003795
ENSLOCP00000019783	SINCAM003875
ENSLOCP00000019784	SINCAM006072
ENSLOCP00000019788	SINCAM003874
ENSLOCP00000019789	SINCAM017041
ENSLOCP00000019791	SINCAM014961
ENSLOCP00000019792	SINCAM006070
ENSLOCP00000019794	SINCAM014263
ENSLOCP00000019796	SINCAM003797
ENSLOCP00000019800	SINCAM006069
ENSLOCP00000019801	SINCAM014297
ENSLOCP00000019803	SINCAM003798
ENSLOCP00000019804	SINCAM003799
ENSLOCP00000019805	SINCAM014298
ENSLOCP00000019808	SINCAM921029
ENSLOCP00000019809	SINCAM003800
ENSLOCP00000019810	SINCAM921028
ENSLOCP00000019811	SINCAM014262
ENSLOCP00000019813	SINCAM006067
ENSLOCP00000019814	SINCAM922800
ENSLOCP00000019815	SINCAM003802
ENSLOCP00000019817	SINCAM003803
ENSLOCP00000019818	SINCAM006066
ENSLOCP00000019820	SINCAM003804
ENSLOCP00000019821	SINCAM922821
ENSLOCP00000019822	SINCAM003805
ENSLOCP00000019823	SINCAM003806
ENSLOCP00000019824	SINCAM014335
ENSLOCP00000019827	SINCAM003807
ENSLOCP00000019830	SINCAM006065
ENSLOCP00000019832	SINCAM006064
ENSLOCP00000019833	SINCAM014321
ENSLOCP00000019834	SINCAM014325
ENSLOCP00000019835	SINCAM003808
ENSLOCP00000019836	SINCAM006061
ENSLOCP00000019838	SINCAM006060
ENSLOCP00000019839	SINCAM014324
ENSLOCP00000019842	SINCAM014322
ENSLOCP00000019843	SINCAM006057
ENSLOCP00000019845	SINCAM006055
ENSLOCP00000019846	SINCAM014326
ENSLOCP00000019851	SINCAM005997
ENSLOCP00000019852	SINCAM003809
ENSLOCP00000019855	SINCAM005949
ENSLOCP00000019862	SINCAM921162
ENSLOCP00000019863	SINCAM003810
ENSLOCP00000019864	SINCAM003812
ENSLOCP00000019865	SINCAM005972
ENSLOCP00000019866	SINCAM005971
ENSLOCP00000019867	SINCAM003814
ENSLOCP00000019869	SINCAM005970
ENSLOCP00000019871	SINCAM921161
ENSLOCP00000019873	SINCAM005968
ENSLOCP00000019874	SINCAM003815
ENSLOCP00000019876	SINCAM005911
ENSLOCP00000019877	SINCAM005907
ENSLOCP00000019878	SINCAM921000
ENSLOCP00000019879	SINCAM003816
ENSLOCP00000019880	SINCAM005586
ENSLOCP00000019881	SINCAM921207
ENSLOCP00000019882	SINCAM003567
ENSLOCP00000019883	SINCAM003817
ENSLOCP00000019884	SINCAM005588
ENSLOCP00000019886	SINCAM003818
ENSLOCP00000019887	SINCAM013328
ENSLOCP00000019889	SINCAM003819
ENSLOCP00000019890	SINCAM005590
ENSLOCP00000019891	SINCAM003679
ENSLOCP00000019892	SINCAM920949
ENSLOCP00000019893	SINCAM003566
ENSLOCP00000019895	SINCAM005591
ENSLOCP00000019896	SINCAM003565
ENSLOCP00000019897	SINCAM005592
ENSLOCP00000019898	SINCAM005782
ENSLOCP00000019899	SINCAM003564
ENSLOCP00000019900	SINCAM003676
ENSLOCP00000019903	SINCAM005780
ENSLOCP00000019904	SINCAM003674
ENSLOCP00000019905	SINCAM921166
ENSLOCP00000019909	SINCAM921165
ENSLOCP00000019910	SINCAM921164
ENSLOCP00000019911	SINCAM005778
ENSLOCP00000019912	SINCAM922920
ENSLOCP00000019914	SINCAM003673
ENSLOCP00000019916	SINCAM005785
ENSLOCP00000019917	SINCAM005786
ENSLOCP00000019918	SINCAM003672
ENSLOCP00000019920	SINCAM005787
ENSLOCP00000019921	SINCAM921058
ENSLOCP00000019922	SINCAM921746
ENSLOCP00000019923	SINCAM017726
ENSLOCP00000019924	SINCAM005789
ENSLOCP00000019925	SINCAM005790
ENSLOCP00000019927	SINCAM003584
ENSLOCP00000019929	SINCAM005791
ENSLOCP00000019930	SINCAM005792
ENSLOCP00000019935	SINCAM921088
ENSLOCP00000019936	SINCAM003055
ENSLOCP00000019938	SINCAM005794
ENSLOCP00000019942	SINCAM003053
ENSLOCP00000019943	SINCAM005795
ENSLOCP00000019945	SINCAM003052
ENSLOCP00000019946	SINCAM005796
ENSLOCP00000019948	SINCAM005797
ENSLOCP00000019949	SINCAM002889
ENSLOCP00000019950	SINCAM005733
ENSLOCP00000019951	SINCAM003422
ENSLOCP00000019954	SINCAM005734
ENSLOCP00000019955	SINCAM003421
ENSLOCP00000019956	SINCAM005735
ENSLOCP00000019957	SINCAM921143
ENSLOCP00000019959	SINCAM005737
ENSLOCP00000019960	SINCAM002890
ENSLOCP00000019961	SINCAM005738
ENSLOCP00000019962	SINCAM000340
ENSLOCP00000019964	SINCAM005739
ENSLOCP00000019965	SINCAM922774
ENSLOCP00000019966	SINCAM017978
ENSLOCP00000019968	SINCAM005740
ENSLOCP00000019969	SINCAM003607
ENSLOCP00000019970	SINCAM003606
ENSLOCP00000019971	SINCAM005741
ENSLOCP00000019972	SINCAM003605
ENSLOCP00000019974	SINCAM004376
ENSLOCP00000019975	SINCAM003507
ENSLOCP00000019976	SINCAM003295
ENSLOCP00000019977	SINCAM015027
ENSLOCP00000019978	SINCAM921123
ENSLOCP00000019981	SINCAM011564
ENSLOCP00000019982	SINCAM921122
ENSLOCP00000019984	SINCAM921121
ENSLOCP00000019986	SINCAM921151
ENSLOCP00000019989	SINCAM003293
ENSLOCP00000019990	SINCAM011566
ENSLOCP00000019992	SINCAM003292
ENSLOCP00000019993	SINCAM005744
ENSLOCP00000019994	SINCAM003453
ENSLOCP00000019996	SINCAM005745
ENSLOCP00000019998	SINCAM003291
ENSLOCP00000020000	SINCAM003450
ENSLOCP00000020001	SINCAM003449
ENSLOCP00000020002	SINCAM920980
ENSLOCP00000020003	SINCAM003289
ENSLOCP00000020005	SINCAM003288
ENSLOCP00000020006	SINCAM003285
ENSLOCP00000020009	SINCAM920981
ENSLOCP00000020010	SINCAM003284
ENSLOCP00000020012	SINCAM003283
ENSLOCP00000020013	SINCAM003282
ENSLOCP00000020014	SINCAM005748
ENSLOCP00000020015	SINCAM003281
ENSLOCP00000020016	SINCAM003546
ENSLOCP00000020018	SINCAM005749
ENSLOCP00000020019	SINCAM921120
ENSLOCP00000020020	SINCAM921119
ENSLOCP00000020023	SINCAM003254
ENSLOCP00000020025	SINCAM005750
ENSLOCP00000020026	SINCAM004096
ENSLOCP00000020028	SINCAM003253
ENSLOCP00000020031	SINCAM920982
ENSLOCP00000020032	SINCAM920983
ENSLOCP00000020033	SINCAM003530
ENSLOCP00000020035	SINCAM003252
ENSLOCP00000020036	SINCAM005752
ENSLOCP00000020039	SINCAM005753
ENSLOCP00000020040	SINCAM003251
ENSLOCP00000020042	SINCAM003249
ENSLOCP00000020043	SINCAM005754
ENSLOCP00000020044	SINCAM005755
ENSLOCP00000020045	SINCAM003248
ENSLOCP00000020046	SINCAM920969
ENSLOCP00000020052	SINCAM921763
ENSLOCP00000020053	SINCAM005680
ENSLOCP00000020054	SINCAM005679
ENSLOCP00000020055	SINCAM003428
ENSLOCP00000020057	SINCAM003835
ENSLOCP00000020058	SINCAM920968
ENSLOCP00000020060	SINCAM920967
ENSLOCP00000020061	SINCAM003429
ENSLOCP00000020062	SINCAM921144
ENSLOCP00000020063	SINCAM012222
ENSLOCP00000020065	SINCAM921210
ENSLOCP00000020066	SINCAM003430
ENSLOCP00000020067	SINCAM002874
ENSLOCP00000020070	SINCAM003837
ENSLOCP00000020071	SINCAM920965
ENSLOCP00000020073	SINCAM003838
ENSLOCP00000020076	SINCAM005676
ENSLOCP00000020078	SINCAM005675
ENSLOCP00000020079	SINCAM921235
ENSLOCP00000020082	SINCAM005674
ENSLOCP00000020084	SINCAM003976
ENSLOCP00000020085	SINCAM003615
ENSLOCP00000020086	SINCAM005672
ENSLOCP00000020091	SINCAM005671
ENSLOCP00000020092	SINCAM003948
ENSLOCP00000020096	SINCAM005670
ENSLOCP00000020097	SINCAM005668
ENSLOCP00000020099	SINCAM003614
ENSLOCP00000020100	SINCAM003949
ENSLOCP00000020105	SINCAM003613
ENSLOCP00000020106	SINCAM003950
ENSLOCP00000020107	SINCAM003611
ENSLOCP00000020108	SINCAM003610
ENSLOCP00000020109	SINCAM003609
ENSLOCP00000020111	SINCAM921227
ENSLOCP00000020112	SINCAM005774
ENSLOCP00000020114	SINCAM921228
ENSLOCP00000020115	SINCAM921229
ENSLOCP00000020116	SINCAM005772
ENSLOCP00000020117	SINCAM003608
ENSLOCP00000020119	SINCAM920985
ENSLOCP00000020122	SINCAM005768
ENSLOCP00000020123	SINCAM003952
ENSLOCP00000020127	SINCAM003953
ENSLOCP00000020128	SINCAM005767
ENSLOCP00000020129	SINCAM921089
ENSLOCP00000020130	SINCAM003954
ENSLOCP00000020133	SINCAM009320
ENSLOCP00000020134	SINCAM003057
ENSLOCP00000020135	SINCAM003955
ENSLOCP00000020137	SINCAM003956
ENSLOCP00000020138	SINCAM003058
ENSLOCP00000020139	SINCAM003059
ENSLOCP00000020141	SINCAM005766
ENSLOCP00000020142	SINCAM003061
ENSLOCP00000020143	SINCAM003957
ENSLOCP00000020145	SINCAM003062
ENSLOCP00000020149	SINCAM003063
ENSLOCP00000020150	SINCAM005765
ENSLOCP00000020151	SINCAM921212
ENSLOCP00000020153	SINCAM005764
ENSLOCP00000020154	SINCAM003064
ENSLOCP00000020155	SINCAM003066
ENSLOCP00000020156	SINCAM005763
ENSLOCP00000020158	SINCAM003973
ENSLOCP00000020160	SINCAM003067
ENSLOCP00000020161	SINCAM005762
ENSLOCP00000020163	SINCAM003972
ENSLOCP00000020165	SINCAM003971
ENSLOCP00000020166	SINCAM003068
ENSLOCP00000020167	SINCAM003313
ENSLOCP00000020168	SINCAM005761
ENSLOCP00000020169	SINCAM003312
ENSLOCP00000020170	SINCAM005760
ENSLOCP00000020173	SINCAM005759
ENSLOCP00000020176	SINCAM005757
ENSLOCP00000020177	SINCAM003102
ENSLOCP00000020185	SINCAM003101
ENSLOCP00000020186	SINCAM005756
ENSLOCP00000020188	SINCAM003970
ENSLOCP00000020190	SINCAM003104
ENSLOCP00000020192	SINCAM920970
ENSLOCP00000020194	SINCAM003982
ENSLOCP00000020195	SINCAM003983
ENSLOCP00000020196	SINCAM003984
ENSLOCP00000020197	SINCAM921236
ENSLOCP00000020198	SINCAM921237
ENSLOCP00000020199	SINCAM921234
ENSLOCP00000020200	SINCAM003986
ENSLOCP00000020201	SINCAM005684
ENSLOCP00000020203	SINCAM003987
ENSLOCP00000020204	SINCAM003988
ENSLOCP00000020205	SINCAM003989
ENSLOCP00000020208	SINCAM005686
ENSLOCP00000020209	SINCAM005687
ENSLOCP00000020211	SINCAM003969
ENSLOCP00000020212	SINCAM003424
ENSLOCP00000020213	SINCAM003968
ENSLOCP00000020214	SINCAM921233
ENSLOCP00000020216	SINCAM003425
ENSLOCP00000020217	SINCAM003967
ENSLOCP00000020218	SINCAM003426
ENSLOCP00000020226	SINCAM005688
ENSLOCP00000020227	SINCAM005689
ENSLOCP00000020228	SINCAM003965
ENSLOCP00000020229	SINCAM003135
ENSLOCP00000020230	SINCAM005690
ENSLOCP00000020233	SINCAM921133
ENSLOCP00000020234	SINCAM921232
ENSLOCP00000020235	SINCAM003963
ENSLOCP00000020238	SINCAM005691
ENSLOCP00000020239	SINCAM003339
ENSLOCP00000020240	SINCAM005692
ENSLOCP00000020241	SINCAM005693
ENSLOCP00000020242	SINCAM003981
ENSLOCP00000020244	SINCAM005694
ENSLOCP00000020245	SINCAM003980
ENSLOCP00000020246	SINCAM003979
ENSLOCP00000020249	SINCAM008136
ENSLOCP00000020250	SINCAM003747
ENSLOCP00000020251	SINCAM003746
ENSLOCP00000020252	SINCAM921195
ENSLOCP00000020253	SINCAM003745
ENSLOCP00000020254	SINCAM003786
ENSLOCP00000020255	SINCAM009774
ENSLOCP00000020256	SINCAM003962
ENSLOCP00000020257	SINCAM921186
ENSLOCP00000020258	SINCAM006213
ENSLOCP00000020262	SINCAM003705
ENSLOCP00000020263	SINCAM920975
ENSLOCP00000020266	SINCAM003706
ENSLOCP00000020267	SINCAM003960
ENSLOCP00000020269	SINCAM003707
ENSLOCP00000020270	SINCAM005725
ENSLOCP00000020271	SINCAM003708
ENSLOCP00000020273	SINCAM003959
ENSLOCP00000020274	SINCAM920976
ENSLOCP00000020275	SINCAM003709
ENSLOCP00000020278	SINCAM920978
ENSLOCP00000020279	SINCAM921189
ENSLOCP00000020280	SINCAM003958
ENSLOCP00000020283	SINCAM003977
ENSLOCP00000020285	SINCAM003978
ENSLOCP00000020286	SINCAM005727
ENSLOCP00000020287	SINCAM002959
ENSLOCP00000020289	SINCAM922729
ENSLOCP00000020290	SINCAM921213
ENSLOCP00000020291	SINCAM002960
ENSLOCP00000020292	SINCAM003918
ENSLOCP00000020293	SINCAM005728
ENSLOCP00000020295	SINCAM005729
ENSLOCP00000020297	SINCAM003919
ENSLOCP00000020298	SINCAM015127
ENSLOCP00000020299	SINCAM006500
ENSLOCP00000020300	SINCAM003920
ENSLOCP00000020301	SINCAM003890
ENSLOCP00000020302	SINCAM005730
ENSLOCP00000020303	SINCAM921205
ENSLOCP00000020304	SINCAM005731
ENSLOCP00000020305	SINCAM003907
ENSLOCP00000020306	SINCAM920973
ENSLOCP00000020307	SINCAM003906
ENSLOCP00000020309	SINCAM003905
ENSLOCP00000020310	SINCAM003840
ENSLOCP00000020311	SINCAM003841
ENSLOCP00000020313	SINCAM003698
ENSLOCP00000020314	SINCAM921185
ENSLOCP00000020316	SINCAM921020
ENSLOCP00000020317	SINCAM003700
ENSLOCP00000020318	SINCAM003842
ENSLOCP00000020320	SINCAM003701
ENSLOCP00000020327	SINCAM005915
ENSLOCP00000020329	SINCAM003844
ENSLOCP00000020334	SINCAM003702
ENSLOCP00000020335	SINCAM003845
ENSLOCP00000020336	SINCAM005914
ENSLOCP00000020338	SINCAM005597
ENSLOCP00000020339	SINCAM003559
ENSLOCP00000020341	SINCAM003560
ENSLOCP00000020342	SINCAM003004
ENSLOCP00000020345	SINCAM005595
ENSLOCP00000020346	SINCAM003847
ENSLOCP00000020348	SINCAM003005
ENSLOCP00000020351	SINCAM003006
ENSLOCP00000020352	SINCAM003848
ENSLOCP00000020354	SINCAM003849
ENSLOCP00000020357	SINCAM921081
ENSLOCP00000020358	SINCAM011579
ENSLOCP00000020359	SINCAM003020
ENSLOCP00000020360	SINCAM003851
ENSLOCP00000020364	SINCAM003016
ENSLOCP00000020365	SINCAM003015
ENSLOCP00000020366	SINCAM920971
ENSLOCP00000020369	SINCAM005816
ENSLOCP00000020370	SINCAM005815
ENSLOCP00000020371	SINCAM005813
ENSLOCP00000020373	SINCAM003014
ENSLOCP00000020375	SINCAM003854
ENSLOCP00000020376	SINCAM003013
ENSLOCP00000020379	SINCAM005810
ENSLOCP00000020380	SINCAM003129
ENSLOCP00000020382	SINCAM002295
ENSLOCP00000020385	SINCAM006015
ENSLOCP00000020386	SINCAM003128
ENSLOCP00000020387	SINCAM006016
ENSLOCP00000020388	SINCAM003545
ENSLOCP00000020390	SINCAM003342
ENSLOCP00000020391	SINCAM921096
ENSLOCP00000020392	SINCAM005712
ENSLOCP00000020393	SINCAM003127
ENSLOCP00000020394	SINCAM003543
ENSLOCP00000020395	SINCAM003159
ENSLOCP00000020397	SINCAM921099
ENSLOCP00000020398	SINCAM003160
ENSLOCP00000020399	SINCAM920972
ENSLOCP00000020402	SINCAM921100
ENSLOCP00000020403	SINCAM003541
ENSLOCP00000020404	SINCAM003163
ENSLOCP00000020405	SINCAM005917
ENSLOCP00000020406	SINCAM921101
ENSLOCP00000020407	SINCAM921102
ENSLOCP00000020408	SINCAM005916
ENSLOCP00000020409	SINCAM003654
ENSLOCP00000020411	SINCAM005877
ENSLOCP00000020412	SINCAM003164
ENSLOCP00000020413	SINCAM003656
ENSLOCP00000020414	SINCAM004157
ENSLOCP00000020415	SINCAM005876
ENSLOCP00000020416	SINCAM003232
ENSLOCP00000020417	SINCAM014925
ENSLOCP00000020418	SINCAM003235
ENSLOCP00000020419	SINCAM005875
ENSLOCP00000020421	SINCAM003236
ENSLOCP00000020422	SINCAM003947
ENSLOCP00000020423	SINCAM005874
ENSLOCP00000020424	SINCAM003237
ENSLOCP00000020425	SINCAM003238
ENSLOCP00000020426	SINCAM005873
ENSLOCP00000020427	SINCAM003239
ENSLOCP00000020428	SINCAM005724
ENSLOCP00000020429	SINCAM003394
ENSLOCP00000020430	SINCAM005723
ENSLOCP00000020431	SINCAM003395
ENSLOCP00000020432	SINCAM005722
ENSLOCP00000020433	SINCAM003397
ENSLOCP00000020437	SINCAM005721
ENSLOCP00000020438	SINCAM003240
ENSLOCP00000020440	SINCAM003398
ENSLOCP00000020443	SINCAM003399
ENSLOCP00000020444	SINCAM006010
ENSLOCP00000020445	SINCAM003401
ENSLOCP00000020447	SINCAM003241
ENSLOCP00000020448	SINCAM006009
ENSLOCP00000020450	SINCAM006006
ENSLOCP00000020452	SINCAM003242
ENSLOCP00000020453	SINCAM003402
ENSLOCP00000020454	SINCAM006005
ENSLOCP00000020455	SINCAM921781
ENSLOCP00000020458	SINCAM003403
ENSLOCP00000020459	SINCAM921019
ENSLOCP00000020460	SINCAM003404
ENSLOCP00000020462	SINCAM003243
ENSLOCP00000020464	SINCAM003244
ENSLOCP00000020466	SINCAM003405
ENSLOCP00000020468	SINCAM003245
ENSLOCP00000020473	SINCAM000376
ENSLOCP00000020474	SINCAM003408
ENSLOCP00000020475	SINCAM920999
ENSLOCP00000020476	SINCAM014922
ENSLOCP00000020477	SINCAM005840
ENSLOCP00000020478	SINCAM014921
ENSLOCP00000020479	SINCAM920996
ENSLOCP00000020480	SINCAM003409
ENSLOCP00000020483	SINCAM014920
ENSLOCP00000020484	SINCAM003228
ENSLOCP00000020485	SINCAM921109
ENSLOCP00000020486	SINCAM005805
ENSLOCP00000020487	SINCAM003411
ENSLOCP00000020489	SINCAM005806
ENSLOCP00000020491	SINCAM003412
ENSLOCP00000020492	SINCAM921108
ENSLOCP00000020493	SINCAM003226
ENSLOCP00000020496	SINCAM003225
ENSLOCP00000020497	SINCAM921357
ENSLOCP00000020498	SINCAM005925
ENSLOCP00000020500	SINCAM003348
ENSLOCP00000020501	SINCAM005999
ENSLOCP00000020503	SINCAM003349
ENSLOCP00000020504	SINCAM003350
ENSLOCP00000020507	SINCAM003351
ENSLOCP00000020508	SINCAM003352
ENSLOCP00000020509	SINCAM003353
ENSLOCP00000020510	SINCAM003354
ENSLOCP00000020513	SINCAM003415
ENSLOCP00000020514	SINCAM003355
ENSLOCP00000020515	SINCAM005967
ENSLOCP00000020518	SINCAM003356
ENSLOCP00000020520	SINCAM005879
ENSLOCP00000020521	SINCAM003027
ENSLOCP00000020522	SINCAM005878
ENSLOCP00000020524	SINCAM005954
ENSLOCP00000020525	SINCAM003026
ENSLOCP00000020527	SINCAM000343
ENSLOCP00000020529	SINCAM921140
ENSLOCP00000020530	SINCAM003024
ENSLOCP00000020535	SINCAM003022
ENSLOCP00000020536	SINCAM921001
ENSLOCP00000020537	SINCAM003021
ENSLOCP00000020540	SINCAM003416
ENSLOCP00000020541	SINCAM005896
ENSLOCP00000020542	SINCAM921150
ENSLOCP00000020543	SINCAM003105
ENSLOCP00000020544	SINCAM921095
ENSLOCP00000020545	SINCAM921149
ENSLOCP00000020547	SINCAM921148
ENSLOCP00000020548	SINCAM003498
ENSLOCP00000020551	SINCAM003497
ENSLOCP00000020552	SINCAM005897
ENSLOCP00000020553	SINCAM003495
ENSLOCP00000020555	SINCAM003494
ENSLOCP00000020556	SINCAM921147
ENSLOCP00000020557	SINCAM005899
ENSLOCP00000020558	SINCAM003493
ENSLOCP00000020559	SINCAM003469
ENSLOCP00000020560	SINCAM003466
ENSLOCP00000020561	SINCAM005901
ENSLOCP00000020563	SINCAM003465
ENSLOCP00000020564	SINCAM005902
ENSLOCP00000020566	SINCAM003464
ENSLOCP00000020568	SINCAM003462
ENSLOCP00000020569	SINCAM005904
ENSLOCP00000020571	SINCAM003461
ENSLOCP00000020572	SINCAM005884
ENSLOCP00000020574	SINCAM005886
ENSLOCP00000020575	SINCAM000344
ENSLOCP00000020576	SINCAM002995
ENSLOCP00000020577	SINCAM007497
ENSLOCP00000020578	SINCAM921076
ENSLOCP00000020579	SINCAM920951
ENSLOCP00000020580	SINCAM921077
ENSLOCP00000020581	SINCAM920952
ENSLOCP00000020582	SINCAM002997
ENSLOCP00000020584	SINCAM008889
ENSLOCP00000020585	SINCAM002999
ENSLOCP00000020587	SINCAM920953
ENSLOCP00000020588	SINCAM005612
ENSLOCP00000020591	SINCAM003001
ENSLOCP00000020593	SINCAM920954
ENSLOCP00000020595	SINCAM003002
ENSLOCP00000020596	SINCAM005614
ENSLOCP00000020598	SINCAM005615
ENSLOCP00000020600	SINCAM003003
ENSLOCP00000020601	SINCAM921018
ENSLOCP00000020602	SINCAM003492
ENSLOCP00000020604	SINCAM006002
ENSLOCP00000020608	SINCAM006001
ENSLOCP00000020611	SINCAM003491
ENSLOCP00000020612	SINCAM002823
ENSLOCP00000020614	SINCAM006000
ENSLOCP00000020616	SINCAM921182
ENSLOCP00000020619	SINCAM014746
ENSLOCP00000020620	SINCAM005822
ENSLOCP00000020621	SINCAM005821
ENSLOCP00000020623	SINCAM005819
ENSLOCP00000020624	SINCAM005818
ENSLOCP00000020626	SINCAM003997
ENSLOCP00000020627	SINCAM005882
ENSLOCP00000020629	SINCAM003489
ENSLOCP00000020630	SINCAM003998
ENSLOCP00000020631	SINCAM003488
ENSLOCP00000020634	SINCAM006211
ENSLOCP00000020635	SINCAM003387
ENSLOCP00000020636	SINCAM003999
ENSLOCP00000020637	SINCAM004000
ENSLOCP00000020638	SINCAM003733
ENSLOCP00000020639	SINCAM004002
ENSLOCP00000020640	SINCAM003732
ENSLOCP00000020642	SINCAM003731
ENSLOCP00000020645	SINCAM921190
ENSLOCP00000020647	SINCAM006210
ENSLOCP00000020650	SINCAM006209
ENSLOCP00000020651	SINCAM006208
ENSLOCP00000020652	SINCAM006207
ENSLOCP00000020653	SINCAM003711
ENSLOCP00000020654	SINCAM003722
ENSLOCP00000020655	SINCAM006206
ENSLOCP00000020656	SINCAM002833
ENSLOCP00000020657	SINCAM003723
ENSLOCP00000020658	SINCAM003724
ENSLOCP00000020662	SINCAM921061
ENSLOCP00000020663	SINCAM921048
ENSLOCP00000020665	SINCAM003725
ENSLOCP00000020666	SINCAM006204
ENSLOCP00000020669	SINCAM006203
ENSLOCP00000020670	SINCAM923086
ENSLOCP00000020673	SINCAM003311
ENSLOCP00000020675	SINCAM003726
ENSLOCP00000020676	SINCAM006202
ENSLOCP00000020677	SINCAM003310
ENSLOCP00000020679	SINCAM003728
ENSLOCP00000020680	SINCAM006201
ENSLOCP00000020684	SINCAM003309
ENSLOCP00000020686	SINCAM003730
ENSLOCP00000020687	SINCAM003307
ENSLOCP00000020689	SINCAM006200
ENSLOCP00000020690	SINCAM006199
ENSLOCP00000020691	SINCAM921192
ENSLOCP00000020695	SINCAM003100
ENSLOCP00000020696	SINCAM003719
ENSLOCP00000020699	SINCAM003099
ENSLOCP00000020701	SINCAM014847
ENSLOCP00000020702	SINCAM003098
ENSLOCP00000020704	SINCAM006248
ENSLOCP00000020705	SINCAM006246
ENSLOCP00000020706	SINCAM003097
ENSLOCP00000020707	SINCAM003096
ENSLOCP00000020708	SINCAM003637
ENSLOCP00000020709	SINCAM006245
ENSLOCP00000020710	SINCAM003083
ENSLOCP00000020711	SINCAM003084
ENSLOCP00000020715	SINCAM003087
ENSLOCP00000020716	SINCAM003088
ENSLOCP00000020718	SINCAM003639
ENSLOCP00000020719	SINCAM006243
ENSLOCP00000020720	SINCAM003089
ENSLOCP00000020721	SINCAM014861
ENSLOCP00000020722	SINCAM006241
ENSLOCP00000020723	SINCAM003090
ENSLOCP00000020724	SINCAM003640
ENSLOCP00000020727	SINCAM003340
ENSLOCP00000020728	SINCAM006236
ENSLOCP00000020729	SINCAM003341
ENSLOCP00000020731	SINCAM006235
ENSLOCP00000020732	SINCAM006234
ENSLOCP00000020734	SINCAM003343
ENSLOCP00000020736	SINCAM003641
ENSLOCP00000020738	SINCAM006259
ENSLOCP00000020742	SINCAM003888
ENSLOCP00000020744	SINCAM921173
ENSLOCP00000020745	SINCAM003889
ENSLOCP00000020746	SINCAM003634
ENSLOCP00000020750	SINCAM006260
ENSLOCP00000020751	SINCAM003642
ENSLOCP00000020752	SINCAM921688
ENSLOCP00000020754	SINCAM921187
ENSLOCP00000020756	SINCAM003996
ENSLOCP00000020757	SINCAM003869
ENSLOCP00000020758	SINCAM003870
ENSLOCP00000020759	SINCAM003644
ENSLOCP00000020763	SINCAM003645
ENSLOCP00000020764	SINCAM003938
ENSLOCP00000020765	SINCAM921174
ENSLOCP00000020769	SINCAM003922
ENSLOCP00000020772	SINCAM003678
ENSLOCP00000020774	SINCAM002973
ENSLOCP00000020775	SINCAM003659
ENSLOCP00000020776	SINCAM921177
ENSLOCP00000020777	SINCAM002974
ENSLOCP00000020778	SINCAM001841
ENSLOCP00000020779	SINCAM002976
ENSLOCP00000020781	SINCAM002977
ENSLOCP00000020782	SINCAM002978
ENSLOCP00000020783	SINCAM006258
ENSLOCP00000020785	SINCAM002979
ENSLOCP00000020789	SINCAM006257
ENSLOCP00000020791	SINCAM002984
ENSLOCP00000020792	SINCAM002985
ENSLOCP00000020793	SINCAM003653
ENSLOCP00000020794	SINCAM006256
ENSLOCP00000020796	SINCAM002986
ENSLOCP00000020798	SINCAM002987
ENSLOCP00000020800	SINCAM921012
ENSLOCP00000020802	SINCAM003575
ENSLOCP00000020803	SINCAM002988
ENSLOCP00000020804	SINCAM002989
ENSLOCP00000020805	SINCAM005995
