e_gw.1.149.1	PMZ_0010867-RA
fgenesh2_pm.scaffold_12000003	PMZ_0041253-RA
fgenesh2_pm.scaffold_12000004	PMZ_0040935-RA
fgenesh2_pm.scaffold_121000013	PMZ_0040257-RA
fgenesh2_pm.scaffold_121000013	PMZ_0045005-RA
fgenesh2_pm.scaffold_122000007	PMZ_0042518-RA
fgenesh2_pm.scaffold_122000007	PMZ_0037039-RA
fgenesh2_pm.scaffold_124000001	PMZ_0026127-RA
fgenesh2_pm.scaffold_124000005	PMZ_0041189-RA
fgenesh2_pm.scaffold_124000009	PMZ_0043940-RA
fgenesh2_pm.scaffold_125000001	PMZ_0045184-RA
fgenesh2_pm.scaffold_125000002	PMZ_0021176-RA
fgenesh2_pm.scaffold_125000002	PMZ_0029625-RA
fgenesh2_pm.scaffold_125000002	PMZ_0046684-RA
fgenesh2_pm.scaffold_126000010	PMZ_0012639-RA
fgenesh2_pm.scaffold_126000010	PMZ_0046063-RA
fgenesh2_pm.scaffold_126000010	PMZ_0034538-RA
fgenesh2_pm.scaffold_126000010	PMZ_0028783-RA
fgenesh2_pm.scaffold_127000004	PMZ_0034980-RA
fgenesh2_pm.scaffold_127000004	PMZ_0028400-RA
fgenesh2_pm.scaffold_130000015	PMZ_0021351-RA
fgenesh2_pm.scaffold_13000007	PMZ_0047506-RA
fgenesh2_pm.scaffold_131000009	PMZ_0044310-RA
fgenesh2_pm.scaffold_133000003	PMZ_0037405-RA
fgenesh2_pm.scaffold_133000003	PMZ_0040255-RA
fgenesh2_pm.scaffold_134000007	PMZ_0034570-RA
fgenesh2_pm.scaffold_135000001	PMZ_0041569-RA
fgenesh2_pm.scaffold_135000002	PMZ_0005087-RA
fgenesh2_pm.scaffold_135000005	PMZ_0042433-RA
fgenesh2_pm.scaffold_135000009	PMZ_0007293-RA
fgenesh2_pm.scaffold_135000012	PMZ_0030192-RA
fgenesh2_pm.scaffold_136000005	PMZ_0038370-RA
fgenesh2_pm.scaffold_137000004	PMZ_0028682-RA
fgenesh2_pm.scaffold_137000011	PMZ_0029534-RA
fgenesh2_pm.scaffold_140000003	PMZ_0043574-RA
fgenesh2_pm.scaffold_140000008	PMZ_0014654-RA
fgenesh2_pm.scaffold_14000007	PMZ_0023818-RA
fgenesh2_pm.scaffold_14000023	PMZ_0047728-RA
fgenesh2_pm.scaffold_141000004	PMZ_0041195-RA
fgenesh2_pm.scaffold_142000001	PMZ_0039124-RA
fgenesh2_pm.scaffold_142000001	PMZ_0038274-RA
fgenesh2_pm.scaffold_142000001	PMZ_0037758-RA
fgenesh2_pm.scaffold_143000001	PMZ_0009027-RA
fgenesh2_pm.scaffold_143000003	PMZ_0033124-RA
fgenesh2_pm.scaffold_143000003	PMZ_0023380-RA
fgenesh2_pm.scaffold_144000004	PMZ_0002103-RA
fgenesh2_pm.scaffold_146000004	PMZ_0042091-RA
fgenesh2_pm.scaffold_146000014	PMZ_0040470-RA
fgenesh2_pm.scaffold_146000014	PMZ_0043243-RA
fgenesh2_pm.scaffold_146000014	PMZ_0035836-RA
fgenesh2_pm.scaffold_146000014	PMZ_0022853-RA
fgenesh2_pm.scaffold_146000021	PMZ_0046882-RA
fgenesh2_pm.scaffold_147000006	PMZ_0044533-RA
fgenesh2_pm.scaffold_148000002	PMZ_0032558-RA
fgenesh2_pm.scaffold_148000002	PMZ_0027239-RA
fgenesh2_pm.scaffold_149000002	PMZ_0019026-RA
fgenesh2_pm.scaffold_149000004	PMZ_0031971-RA
fgenesh2_pm.scaffold_149000004	PMZ_0015674-RA
fgenesh2_pm.scaffold_149000004	PMZ_0033002-RA
fgenesh2_pm.scaffold_150000001	PMZ_0047873-RA
fgenesh2_pm.scaffold_150000001	PMZ_0035881-RA
fgenesh2_pm.scaffold_150000001	PMZ_0041544-RA
fgenesh2_pm.scaffold_150000001	PMZ_0030213-RA
fgenesh2_pm.scaffold_15000014	PMZ_0007846-RA
fgenesh2_pm.scaffold_15000019	PMZ_0041044-RA
fgenesh2_pm.scaffold_15000021	PMZ_0029211-RA
fgenesh2_pm.scaffold_15000021	PMZ_0041883-RA
fgenesh2_pm.scaffold_15000021	PMZ_0041719-RA
fgenesh2_pm.scaffold_151000001	PMZ_0044284-RA
fgenesh2_pm.scaffold_152000015	PMZ_0033936-RA
fgenesh2_pm.scaffold_153000005	PMZ_0042520-RA
fgenesh2_pm.scaffold_154000005	PMZ_0001836-RA
fgenesh2_pm.scaffold_154000005	PMZ_0006842-RA
fgenesh2_pm.scaffold_155000001	PMZ_0040011-RA
fgenesh2_pm.scaffold_157000006	PMZ_0047709-RA
fgenesh2_pm.scaffold_159000007	PMZ_0046682-RA
fgenesh2_pm.scaffold_16000011	PMZ_0006732-RA
fgenesh2_pm.scaffold_161000001	PMZ_0044224-RA
fgenesh2_pm.scaffold_162000008	PMZ_0035335-RA
fgenesh2_pm.scaffold_162000008	PMZ_0016840-RA
fgenesh2_pm.scaffold_162000008	PMZ_0033293-RA
fgenesh2_pm.scaffold_165000013	PMZ_0042126-RA
fgenesh2_pm.scaffold_165000014	PMZ_0044467-RA
fgenesh2_pm.scaffold_165000014	PMZ_0000884-RA
fgenesh2_pm.scaffold_167000006	PMZ_0036718-RA
fgenesh2_pm.scaffold_167000008	PMZ_0048065-RA
fgenesh2_pm.scaffold_168000008	PMZ_0041285-RA
fgenesh2_pm.scaffold_168000008	PMZ_0038751-RA
fgenesh2_pm.scaffold_170000005	PMZ_0011571-RA
fgenesh2_pm.scaffold_170000005	PMZ_0040809-RA
fgenesh2_pm.scaffold_170000005	PMZ_0040853-RA
fgenesh2_pm.scaffold_17000010	PMZ_0039392-RA
fgenesh2_pm.scaffold_17000022	PMZ_0017478-RA
fgenesh2_pm.scaffold_17000031	PMZ_0019614-RA
fgenesh2_pm.scaffold_17000033	PMZ_0027532-RA
fgenesh2_pm.scaffold_172000001	PMZ_0035695-RA
fgenesh2_pm.scaffold_172000001	PMZ_0042367-RA
fgenesh2_pm.scaffold_175000002	PMZ_0043712-RA
fgenesh2_pm.scaffold_175000002	PMZ_0031261-RA
fgenesh2_pm.scaffold_175000002	PMZ_0047599-RA
fgenesh2_pm.scaffold_177000002	PMZ_0043772-RA
fgenesh2_pm.scaffold_177000002	PMZ_0035296-RA
fgenesh2_pm.scaffold_178000004	PMZ_0046277-RA
fgenesh2_pm.scaffold_18000002	PMZ_0042028-RA
fgenesh2_pm.scaffold_18000003	PMZ_0029005-RA
fgenesh2_pm.scaffold_18000007	PMZ_0032899-RA
fgenesh2_pm.scaffold_18000007	PMZ_0036149-RA
fgenesh2_pm.scaffold_18000007	PMZ_0011431-RA
fgenesh2_pm.scaffold_18000015	PMZ_0000753-RA
fgenesh2_pm.scaffold_181000005	PMZ_0040212-RA
fgenesh2_pm.scaffold_184000005	PMZ_0047712-RA
fgenesh2_pm.scaffold_184000006	PMZ_0045682-RA
fgenesh2_pm.scaffold_184000015	PMZ_0013567-RA
fgenesh2_pm.scaffold_186000002	PMZ_0013841-RA
fgenesh2_pm.scaffold_186000002	PMZ_0041667-RA
fgenesh2_pm.scaffold_186000008	PMZ_0030499-RA
fgenesh2_pm.scaffold_187000006	PMZ_0014609-RA
fgenesh2_pm.scaffold_188000008	PMZ_0043083-RA
fgenesh2_pm.scaffold_188000008	PMZ_0038166-RA
fgenesh2_pm.scaffold_188000017	PMZ_0027317-RA
fgenesh2_pm.scaffold_190000004	PMZ_0038385-RA
fgenesh2_pm.scaffold_19000003	PMZ_0048775-RA
fgenesh2_pm.scaffold_19000006	PMZ_0035281-RA
fgenesh2_pm.scaffold_19000023	PMZ_0045647-RA
fgenesh2_pm.scaffold_191000002	PMZ_0039364-RA
fgenesh2_pm.scaffold_191000002	PMZ_0044624-RA
fgenesh2_pm.scaffold_191000002	PMZ_0031528-RA
fgenesh2_pm.scaffold_191000007	PMZ_0040790-RA
fgenesh2_pm.scaffold_195000008	PMZ_0002310-RA
fgenesh2_pm.scaffold_195000009	PMZ_0046476-RA
fgenesh2_pm.scaffold_195000017	PMZ_0026720-RA
fgenesh2_pm.scaffold_195000020	PMZ_0041838-RA
fgenesh2_pm.scaffold_195000020	PMZ_0041411-RA
fgenesh2_pm.scaffold_195000020	PMZ_0019008-RA
fgenesh2_pm.scaffold_195000020	PMZ_0044762-RA
fgenesh2_pm.scaffold_195000022	PMZ_0002274-RA
fgenesh2_pm.scaffold_196000021	PMZ_0046192-RA
fgenesh2_pm.scaffold_197000001	PMZ_0034551-RA
fgenesh2_pm.scaffold_20000003	PMZ_0027215-RA
fgenesh2_pm.scaffold_20000003	PMZ_0046799-RA
fgenesh2_pm.scaffold_20000003	PMZ_0030118-RA
fgenesh2_pm.scaffold_20000022	PMZ_0042397-RA
fgenesh2_pm.scaffold_20000022	PMZ_0047851-RA
fgenesh2_pm.scaffold_20000024	PMZ_0037316-RA
fgenesh2_pm.scaffold_20000028	PMZ_0042378-RA
fgenesh2_pm.scaffold_2000003	PMZ_0043126-RA
fgenesh2_pm.scaffold_2000010	PMZ_0035295-RA
fgenesh2_pm.scaffold_2000025	PMZ_0043128-RA
fgenesh2_pm.scaffold_2000027	PMZ_0045822-RA
fgenesh2_pm.scaffold_2000027	PMZ_0045823-RA
fgenesh2_pm.scaffold_2000032	PMZ_0006978-RA
fgenesh2_pm.scaffold_2000032	PMZ_0045706-RA
fgenesh2_pm.scaffold_2000032	PMZ_0040531-RA
fgenesh2_pm.scaffold_201000003	PMZ_0004744-RA
fgenesh2_pm.scaffold_201000003	PMZ_0034638-RA
fgenesh2_pm.scaffold_201000003	PMZ_0026845-RA
fgenesh2_pm.scaffold_201000003	PMZ_0037035-RA
fgenesh2_pm.scaffold_201000006	PMZ_0036033-RA
fgenesh2_pm.scaffold_204000002	PMZ_0034088-RA
fgenesh2_pm.scaffold_205000003	PMZ_0044870-RA
fgenesh2_pm.scaffold_205000003	PMZ_0044869-RA
fgenesh2_pm.scaffold_205000005	PMZ_0042454-RA
fgenesh2_pm.scaffold_205000010	PMZ_0033540-RA
fgenesh2_pm.scaffold_205000010	PMZ_0043949-RA
fgenesh2_pm.scaffold_207000008	PMZ_0043650-RA
fgenesh2_pm.scaffold_208000003	PMZ_0045990-RA
fgenesh2_pm.scaffold_208000003	PMZ_0041486-RA
fgenesh2_pm.scaffold_210000009	PMZ_0027611-RA
fgenesh2_pm.scaffold_210000009	PMZ_0023862-RA
fgenesh2_pm.scaffold_21000002	PMZ_0032689-RA
fgenesh2_pm.scaffold_21000002	PMZ_0045995-RA
fgenesh2_pm.scaffold_21000010	PMZ_0033380-RA
fgenesh2_pm.scaffold_211000001	PMZ_0043956-RA
fgenesh2_pm.scaffold_211000001	PMZ_0031126-RA
fgenesh2_pm.scaffold_211000001	PMZ_0031125-RA
fgenesh2_pm.scaffold_211000001	PMZ_0034061-RA
fgenesh2_pm.scaffold_212000003	PMZ_0033897-RA
fgenesh2_pm.scaffold_212000005	PMZ_0015369-RA
fgenesh2_pm.scaffold_212000013	PMZ_0041342-RA
fgenesh2_pm.scaffold_216000009	PMZ_0005484-RA
fgenesh2_pm.scaffold_216000011	PMZ_0040231-RA
fgenesh2_pm.scaffold_217000008	PMZ_0004583-RA
fgenesh2_pm.scaffold_217000008	PMZ_0041412-RA
fgenesh2_pm.scaffold_217000008	PMZ_0038348-RA
fgenesh2_pm.scaffold_217000008	PMZ_0040607-RA
fgenesh2_pm.scaffold_217000009	PMZ_0012290-RA
fgenesh2_pm.scaffold_217000009	PMZ_0041183-RA
fgenesh2_pm.scaffold_217000009	PMZ_0037562-RA
fgenesh2_pm.scaffold_217000009	PMZ_0040570-RA
fgenesh2_pm.scaffold_218000006	PMZ_0018772-RA
fgenesh2_pm.scaffold_219000005	PMZ_0047438-RA
fgenesh2_pm.scaffold_220000001	PMZ_0005441-RA
fgenesh2_pm.scaffold_220000001	PMZ_0019434-RA
fgenesh2_pm.scaffold_220000003	PMZ_0042640-RA
fgenesh2_pm.scaffold_22000010	PMZ_0022653-RA
fgenesh2_pm.scaffold_223000003	PMZ_0038560-RA
fgenesh2_pm.scaffold_225000006	PMZ_0007693-RA
fgenesh2_pm.scaffold_225000006	PMZ_0012418-RA
fgenesh2_pm.scaffold_225000006	PMZ_0041685-RA
fgenesh2_pm.scaffold_225000006	PMZ_0041686-RA
fgenesh2_pm.scaffold_226000009	PMZ_0030405-RA
fgenesh2_pm.scaffold_226000011	PMZ_0037565-RA
fgenesh2_pm.scaffold_23000004	PMZ_0014024-RA
fgenesh2_pm.scaffold_231000005	PMZ_0044220-RA
fgenesh2_pm.scaffold_231000005	PMZ_0044219-RA
fgenesh2_pm.scaffold_232000003	PMZ_0028340-RA
fgenesh2_pm.scaffold_232000003	PMZ_0041485-RA
fgenesh2_pm.scaffold_232000003	PMZ_0045474-RA
fgenesh2_pm.scaffold_232000003	PMZ_0038971-RA
fgenesh2_pm.scaffold_233000003	PMZ_0007186-RA
fgenesh2_pm.scaffold_233000003	PMZ_0047198-RA
fgenesh2_pm.scaffold_236000007	PMZ_0032347-RA
fgenesh2_pm.scaffold_240000002	PMZ_0030219-RA
fgenesh2_pm.scaffold_24000008	PMZ_0013998-RA
fgenesh2_pm.scaffold_24000033	PMZ_0043123-RA
fgenesh2_pm.scaffold_24000033	PMZ_0042916-RA
fgenesh2_pm.scaffold_24000033	PMZ_0010650-RA
fgenesh2_pm.scaffold_24000033	PMZ_0033156-RA
fgenesh2_pm.scaffold_245000002	PMZ_0020064-RA
fgenesh2_pm.scaffold_246000007	PMZ_0046146-RA
fgenesh2_pm.scaffold_250000003	PMZ_0040462-RA
fgenesh2_pm.scaffold_250000003	PMZ_0036048-RA
fgenesh2_pm.scaffold_250000003	PMZ_0035494-RA
fgenesh2_pm.scaffold_250000003	PMZ_0041788-RA
fgenesh2_pm.scaffold_251000006	PMZ_0005730-RA
fgenesh2_pm.scaffold_252000002	PMZ_0002239-RA
fgenesh2_pm.scaffold_259000005	PMZ_0031422-RA
fgenesh2_pm.scaffold_259000005	PMZ_0018354-RA
fgenesh2_pm.scaffold_259000005	PMZ_0040947-RA
fgenesh2_pm.scaffold_259000005	PMZ_0047054-RA
fgenesh2_pm.scaffold_259000009	PMZ_0029383-RA
fgenesh2_pm.scaffold_26000002	PMZ_0045107-RA
fgenesh2_pm.scaffold_26000015	PMZ_0020288-RA
fgenesh2_pm.scaffold_265000005	PMZ_0030993-RA
fgenesh2_pm.scaffold_27000009	PMZ_0039125-RA
fgenesh2_pm.scaffold_27000019	PMZ_0046926-RA
fgenesh2_pm.scaffold_27000019	PMZ_0011999-RA
fgenesh2_pm.scaffold_273000001	PMZ_0045593-RA
fgenesh2_pm.scaffold_273000011	PMZ_0040261-RA
fgenesh2_pm.scaffold_275000002	PMZ_0031879-RA
fgenesh2_pm.scaffold_275000006	PMZ_0008250-RA
fgenesh2_pm.scaffold_28000010	PMZ_0045108-RA
fgenesh2_pm.scaffold_282000002	PMZ_0032596-RA
fgenesh2_pm.scaffold_287000006	PMZ_0004453-RA
fgenesh2_pm.scaffold_287000006	PMZ_0031741-RA
fgenesh2_pm.scaffold_290000003	PMZ_0034442-RA
fgenesh2_pm.scaffold_290000003	PMZ_0046934-RA
fgenesh2_pm.scaffold_290000003	PMZ_0030087-RA
fgenesh2_pm.scaffold_290000006	PMZ_0033186-RA
fgenesh2_pm.scaffold_293000004	PMZ_0028245-RA
fgenesh2_pm.scaffold_296000004	PMZ_0040589-RA
fgenesh2_pm.scaffold_296000004	PMZ_0048276-RA
fgenesh2_pm.scaffold_296000005	PMZ_0033855-RA
fgenesh2_pm.scaffold_296000005	PMZ_0045332-RA
fgenesh2_pm.scaffold_30000015	PMZ_0039072-RA
fgenesh2_pm.scaffold_30000016	PMZ_0047333-RA
fgenesh2_pm.scaffold_3000023	PMZ_0031775-RA
fgenesh2_pm.scaffold_3000025	PMZ_0037806-RA
fgenesh2_pm.scaffold_303000004	PMZ_0045689-RA
fgenesh2_pm.scaffold_306000001	PMZ_0041457-RA
fgenesh2_pm.scaffold_307000003	PMZ_0026028-RA
fgenesh2_pm.scaffold_307000003	PMZ_0035892-RA
fgenesh2_pm.scaffold_307000003	PMZ_0036180-RA
fgenesh2_pm.scaffold_307000003	PMZ_0036516-RA
fgenesh2_pm.scaffold_307000005	PMZ_0006018-RA
fgenesh2_pm.scaffold_307000005	PMZ_0030041-RA
fgenesh2_pm.scaffold_311000010	PMZ_0016613-RA
fgenesh2_pm.scaffold_317000002	PMZ_0044484-RA
fgenesh2_pm.scaffold_317000008	PMZ_0042327-RA
fgenesh2_pm.scaffold_317000008	PMZ_0042328-RA
fgenesh2_pm.scaffold_317000008	PMZ_0037672-RA
fgenesh2_pm.scaffold_320000004	PMZ_0022779-RA
fgenesh2_pm.scaffold_320000005	PMZ_0023825-RA
fgenesh2_pm.scaffold_320000005	PMZ_0019263-RA
fgenesh2_pm.scaffold_320000005	PMZ_0014539-RA
fgenesh2_pm.scaffold_326000001	PMZ_0007887-RA
fgenesh2_pm.scaffold_326000001	PMZ_0003650-RA
fgenesh2_pm.scaffold_328000001	PMZ_0026155-RA
fgenesh2_pm.scaffold_328000001	PMZ_0030099-RA
fgenesh2_pm.scaffold_328000001	PMZ_0011513-RA
fgenesh2_pm.scaffold_328000001	PMZ_0008709-RA
fgenesh2_pm.scaffold_330000004	PMZ_0044898-RA
fgenesh2_pm.scaffold_330000005	PMZ_0034735-RA
fgenesh2_pm.scaffold_33000018	PMZ_0041675-RA
fgenesh2_pm.scaffold_33000018	PMZ_0034785-RA
fgenesh2_pm.scaffold_341000001	PMZ_0034437-RA
fgenesh2_pm.scaffold_341000001	PMZ_0035758-RA
fgenesh2_pm.scaffold_341000003	PMZ_0029036-RA
fgenesh2_pm.scaffold_341000003	PMZ_0044504-RA
fgenesh2_pm.scaffold_341000008	PMZ_0008219-RA
fgenesh2_pm.scaffold_346000001	PMZ_0040505-RA
fgenesh2_pm.scaffold_35000003	PMZ_0002906-RA
fgenesh2_pm.scaffold_35000006	PMZ_0005284-RA
fgenesh2_pm.scaffold_35000035	PMZ_0035369-RA
fgenesh2_pm.scaffold_35000035	PMZ_0017783-RA
fgenesh2_pm.scaffold_35000035	PMZ_0032261-RA
fgenesh2_pm.scaffold_351000006	PMZ_0046382-RA
fgenesh2_pm.scaffold_351000006	PMZ_0034456-RA
fgenesh2_pm.scaffold_354000010	PMZ_0023557-RA
fgenesh2_pm.scaffold_356000006	PMZ_0040730-RA
fgenesh2_pm.scaffold_357000002	PMZ_0002064-RA
fgenesh2_pm.scaffold_36000005	PMZ_0036984-RA
fgenesh2_pm.scaffold_36000005	PMZ_0044303-RA
fgenesh2_pm.scaffold_362000001	PMZ_0042094-RA
fgenesh2_pm.scaffold_362000002	PMZ_0036226-RA
fgenesh2_pm.scaffold_362000002	PMZ_0047596-RA
fgenesh2_pm.scaffold_370000004	PMZ_0046736-RA
fgenesh2_pm.scaffold_370000004	PMZ_0033140-RA
fgenesh2_pm.scaffold_37000005	PMZ_0044444-RA
fgenesh2_pm.scaffold_37000009	PMZ_0044424-RA
fgenesh2_pm.scaffold_37000022	PMZ_0037506-RA
fgenesh2_pm.scaffold_371000004	PMZ_0046609-RA
fgenesh2_pm.scaffold_371000004	PMZ_0045116-RA
fgenesh2_pm.scaffold_371000004	PMZ_0047207-RA
fgenesh2_pm.scaffold_373000004	PMZ_0041794-RA
fgenesh2_pm.scaffold_379000004	PMZ_0008677-RA
fgenesh2_pm.scaffold_380000008	PMZ_0034049-RA
fgenesh2_pm.scaffold_38000009	PMZ_0036830-RA
fgenesh2_pm.scaffold_38000009	PMZ_0028181-RA
fgenesh2_pm.scaffold_38000009	PMZ_0044079-RA
fgenesh2_pm.scaffold_381000001	PMZ_0026453-RA
fgenesh2_pm.scaffold_381000001	PMZ_0042473-RA
fgenesh2_pm.scaffold_381000001	PMZ_0047254-RA
fgenesh2_pm.scaffold_381000003	PMZ_0008365-RA
fgenesh2_pm.scaffold_383000006	PMZ_0030723-RA
fgenesh2_pm.scaffold_388000001	PMZ_0039126-RA
fgenesh2_pm.scaffold_39000011	PMZ_0044795-RA
fgenesh2_pm.scaffold_39000011	PMZ_0005544-RA
fgenesh2_pm.scaffold_39000012	PMZ_0001491-RA
fgenesh2_pm.scaffold_39000012	PMZ_0047987-RA
fgenesh2_pm.scaffold_392000010	PMZ_0045601-RA
fgenesh2_pm.scaffold_396000005	PMZ_0027537-RA
fgenesh2_pm.scaffold_40000005	PMZ_0039279-RA
fgenesh2_pm.scaffold_40000005	PMZ_0041149-RA
fgenesh2_pm.scaffold_40000012	PMZ_0041122-RA
fgenesh2_pm.scaffold_40000012	PMZ_0036323-RA
fgenesh2_pm.scaffold_40000023	PMZ_0008787-RA
fgenesh2_pm.scaffold_40000023	PMZ_0029273-RA
fgenesh2_pm.scaffold_4000007	PMZ_0032849-RA
fgenesh2_pm.scaffold_407000009	PMZ_0002362-RA
fgenesh2_pm.scaffold_408000003	PMZ_0036904-RA
fgenesh2_pm.scaffold_408000005	PMZ_0046386-RA
fgenesh2_pm.scaffold_410000003	PMZ_0047050-RA
fgenesh2_pm.scaffold_410000003	PMZ_0009100-RA
fgenesh2_pm.scaffold_410000009	PMZ_0008148-RA
fgenesh2_pm.scaffold_41000001	PMZ_0044234-RA
fgenesh2_pm.scaffold_410000011	PMZ_0045742-RA
fgenesh2_pm.scaffold_42000005	PMZ_0035804-RA
fgenesh2_pm.scaffold_42000007	PMZ_0039255-RA
fgenesh2_pm.scaffold_42000007	PMZ_0006894-RA
fgenesh2_pm.scaffold_42000007	PMZ_0040524-RA
fgenesh2_pm.scaffold_42000007	PMZ_0028761-RA
fgenesh2_pm.scaffold_42000021	PMZ_0045074-RA
fgenesh2_pm.scaffold_42000026	PMZ_0030818-RA
fgenesh2_pm.scaffold_42000026	PMZ_0035304-RA
fgenesh2_pm.scaffold_42000026	PMZ_0028586-RA
fgenesh2_pm.scaffold_42000026	PMZ_0032756-RA
fgenesh2_pm.scaffold_425000004	PMZ_0041229-RA
fgenesh2_pm.scaffold_43000010	PMZ_0032814-RA
fgenesh2_pm.scaffold_434000007	PMZ_0045084-RA
fgenesh2_pm.scaffold_435000001	PMZ_0039003-RA
fgenesh2_pm.scaffold_435000001	PMZ_0044316-RA
fgenesh2_pm.scaffold_436000005	PMZ_0029773-RA
fgenesh2_pm.scaffold_437000001	PMZ_0008264-RA
fgenesh2_pm.scaffold_438000001	PMZ_0044713-RA
fgenesh2_pm.scaffold_438000001	PMZ_0046665-RA
fgenesh2_pm.scaffold_438000001	PMZ_0042381-RA
fgenesh2_pm.scaffold_44000005	PMZ_0008517-RA
fgenesh2_pm.scaffold_441000001	PMZ_0046312-RA
fgenesh2_pm.scaffold_442000002	PMZ_0028404-RA
fgenesh2_pm.scaffold_442000002	PMZ_0045123-RA
fgenesh2_pm.scaffold_442000008	PMZ_0029395-RA
fgenesh2_pm.scaffold_442000012	PMZ_0041387-RA
fgenesh2_pm.scaffold_442000012	PMZ_0008628-RA
fgenesh2_pm.scaffold_442000012	PMZ_0047426-RA
fgenesh2_pm.scaffold_444000002	PMZ_0031992-RA
fgenesh2_pm.scaffold_448000004	PMZ_0040190-RA
fgenesh2_pm.scaffold_45000012	PMZ_0027726-RA
fgenesh2_pm.scaffold_45000012	PMZ_0016710-RA
fgenesh2_pm.scaffold_451000003	PMZ_0008778-RA
fgenesh2_pm.scaffold_454000005	PMZ_0045450-RA
fgenesh2_pm.scaffold_456000009	PMZ_0044472-RA
fgenesh2_pm.scaffold_456000009	PMZ_0048268-RA
fgenesh2_pm.scaffold_458000004	PMZ_0029122-RA
fgenesh2_pm.scaffold_459000001	PMZ_0007515-RA
fgenesh2_pm.scaffold_460000003	PMZ_0041134-RA
fgenesh2_pm.scaffold_460000003	PMZ_0045625-RA
fgenesh2_pm.scaffold_460000003	PMZ_0036598-RA
fgenesh2_pm.scaffold_460000005	PMZ_0044757-RA
fgenesh2_pm.scaffold_46000005	PMZ_0039012-RA
fgenesh2_pm.scaffold_46000016	PMZ_0046105-RA
fgenesh2_pm.scaffold_465000002	PMZ_0047919-RA
fgenesh2_pm.scaffold_466000003	PMZ_0038013-RA
fgenesh2_pm.scaffold_473000005	PMZ_0040704-RA
fgenesh2_pm.scaffold_473000005	PMZ_0048154-RA
fgenesh2_pm.scaffold_473000005	PMZ_0031711-RA
fgenesh2_pm.scaffold_473000005	PMZ_0044193-RA
fgenesh2_pm.scaffold_477000004	PMZ_0012701-RA
fgenesh2_pm.scaffold_477000004	PMZ_0044824-RA
fgenesh2_pm.scaffold_477000004	PMZ_0044826-RA
fgenesh2_pm.scaffold_477000004	PMZ_0046571-RA
fgenesh2_pm.scaffold_493000002	PMZ_0014941-RA
fgenesh2_pm.scaffold_493000004	PMZ_0003150-RA
fgenesh2_pm.scaffold_493000004	PMZ_0029087-RA
fgenesh2_pm.scaffold_493000004	PMZ_0047084-RA
fgenesh2_pm.scaffold_493000005	PMZ_0035865-RA
fgenesh2_pm.scaffold_50000012	PMZ_0046103-RA
fgenesh2_pm.scaffold_50000012	PMZ_0041124-RA
fgenesh2_pm.scaffold_5000003	PMZ_0008265-RA
fgenesh2_pm.scaffold_5000071	PMZ_0018441-RA
fgenesh2_pm.scaffold_506000001	PMZ_0045574-RA
fgenesh2_pm.scaffold_51000011	PMZ_0046104-RA
fgenesh2_pm.scaffold_51000011	PMZ_0046666-RA
fgenesh2_pm.scaffold_520000001	PMZ_0036216-RA
fgenesh2_pm.scaffold_520000001	PMZ_0046721-RA
fgenesh2_pm.scaffold_52000016	PMZ_0033900-RA
fgenesh2_pm.scaffold_52000016	PMZ_0010065-RA
fgenesh2_pm.scaffold_52000019	PMZ_0031493-RA
fgenesh2_pm.scaffold_52000019	PMZ_0042626-RA
fgenesh2_pm.scaffold_52000019	PMZ_0032319-RA
fgenesh2_pm.scaffold_52000019	PMZ_0036215-RA
fgenesh2_pm.scaffold_527000003	PMZ_0021422-RA
fgenesh2_pm.scaffold_527000003	PMZ_0043158-RA
fgenesh2_pm.scaffold_53000007	PMZ_0041825-RA
fgenesh2_pm.scaffold_53000014	PMZ_0041417-RA
fgenesh2_pm.scaffold_53000014	PMZ_0030925-RA
fgenesh2_pm.scaffold_532000002	PMZ_0030291-RA
fgenesh2_pm.scaffold_54000013	PMZ_0014712-RA
fgenesh2_pm.scaffold_55000005	PMZ_0012353-RA
fgenesh2_pm.scaffold_551000005	PMZ_0030525-RA
fgenesh2_pm.scaffold_551000005	PMZ_0022626-RA
fgenesh2_pm.scaffold_551000005	PMZ_0030524-RA
fgenesh2_pm.scaffold_551000005	PMZ_0032547-RA
fgenesh2_pm.scaffold_553000006	PMZ_0034028-RA
fgenesh2_pm.scaffold_553000008	PMZ_0033063-RA
fgenesh2_pm.scaffold_553000008	PMZ_0039151-RA
fgenesh2_pm.scaffold_553000008	PMZ_0045916-RA
fgenesh2_pm.scaffold_561000001	PMZ_0043445-RA
fgenesh2_pm.scaffold_564000001	PMZ_0005989-RA
fgenesh2_pm.scaffold_567000008	PMZ_0032212-RA
fgenesh2_pm.scaffold_57000002	PMZ_0014172-RA
fgenesh2_pm.scaffold_57000017	PMZ_0045521-RA
fgenesh2_pm.scaffold_57000017	PMZ_0045904-RA
fgenesh2_pm.scaffold_57000017	PMZ_0042925-RA
fgenesh2_pm.scaffold_572000005	PMZ_0042481-RA
fgenesh2_pm.scaffold_572000005	PMZ_0041506-RA
fgenesh2_pm.scaffold_572000005	PMZ_0005678-RA
fgenesh2_pm.scaffold_572000005	PMZ_0041643-RA
fgenesh2_pm.scaffold_578000002	PMZ_0012203-RA
fgenesh2_pm.scaffold_584000002	PMZ_0048269-RA
fgenesh2_pm.scaffold_585000003	PMZ_0031027-RA
