ENSMGAP00000004051	fgenesh2_pg.scaffold_351000043
ENSMGAP00000013651	fgenesh2_pg.scaffold_16000146
ENSMGAP00000001787	fgenesh2_pg.scaffold_16000166
ENSMGAP00000011368	fgenesh2_pg.scaffold_16000179
ENSMGAP00000017810	fgenesh2_pg.scaffold_16000187
ENSMGAP00000003371	fgenesh2_pg.scaffold_16000192
ENSMGAP00000004784	fgenesh2_pg.scaffold_16000195
ENSMGAP00000000982	fgenesh2_pg.scaffold_16000195
ENSMGAP00000017021	fgenesh2_pg.scaffold_16000209
ENSMGAP00000011848	fgenesh2_pg.scaffold_16000212
ENSMGAP00000010436	fgenesh2_pg.scaffold_16000221
ENSMGAP00000009064	fgenesh2_pg.scaffold_16000225
ENSMGAP00000013096	fgenesh2_pg.scaffold_16000244
ENSMGAP00000019491	fgenesh2_pg.scaffold_16000256
ENSMGAP00000017587	fgenesh2_pg.scaffold_16000256
ENSMGAP00000012735	fgenesh2_pg.scaffold_17000009
ENSMGAP00000001211	fgenesh2_pg.scaffold_17000036
ENSMGAP00000008872	fgenesh2_pg.scaffold_17000057
ENSMGAP00000010510	fgenesh2_pg.scaffold_17000086
ENSMGAP00000017876	fgenesh2_pg.scaffold_17000116
ENSMGAP00000013180	fgenesh2_pg.scaffold_17000117
ENSMGAP00000008991	fgenesh2_pg.scaffold_17000133
ENSMGAP00000003425	fgenesh2_pg.scaffold_17000137
ENSMGAP00000012768	fgenesh2_pg.scaffold_17000141
ENSMGAP00000008053	fgenesh2_pg.scaffold_17000157
ENSMGAP00000012731	fgenesh2_pg.scaffold_17000163
ENSMGAP00000016203	fgenesh2_pg.scaffold_17000169
ENSMGAP00000006356	fgenesh2_pg.scaffold_17000183
ENSMGAP00000006405	fgenesh2_pg.scaffold_17000184
ENSMGAP00000019165	fgenesh2_pg.scaffold_17000203
ENSMGAP00000012422	fgenesh2_pg.scaffold_18000007
ENSMGAP00000004329	fgenesh2_pg.scaffold_18000054
ENSMGAP00000011091	fgenesh2_pg.scaffold_18000056
ENSMGAP00000003704	fgenesh2_pg.scaffold_18000090
ENSMGAP00000003689	fgenesh2_pg.scaffold_18000090
ENSMGAP00000012094	fgenesh2_pg.scaffold_18000111
ENSMGAP00000013876	fgenesh2_pg.scaffold_18000112
ENSMGAP00000015565	fgenesh2_pg.scaffold_18000113
ENSMGAP00000005766	fgenesh2_pg.scaffold_18000114
ENSMGAP00000004524	fgenesh2_pg.scaffold_18000139
ENSMGAP00000001504	fgenesh2_pg.scaffold_18000139
ENSMGAP00000004216	fgenesh2_pg.scaffold_18000151
ENSMGAP00000017716	fgenesh2_pg.scaffold_18000174
ENSMGAP00000018906	fgenesh2_pg.scaffold_18000221
ENSMGAP00000004657	fgenesh2_pg.scaffold_18000221
ENSMGAP00000000839	fgenesh2_pg.scaffold_18000221
ENSMGAP00000015939	fgenesh2_pg.scaffold_18000221
ENSMGAP00000000886	fgenesh2_pg.scaffold_18000221
ENSMGAP00000018940	fgenesh2_pg.scaffold_18000225
ENSMGAP00000015241	fgenesh2_pg.scaffold_18000226
ENSMGAP00000015438	fgenesh2_pg.scaffold_18000231
ENSMGAP00000009282	fgenesh2_pg.scaffold_19000002
ENSMGAP00000008888	fgenesh2_pg.scaffold_19000003
ENSMGAP00000008603	fgenesh2_pg.scaffold_19000009
ENSMGAP00000002683	fgenesh2_pg.scaffold_19000012
ENSMGAP00000001427	fgenesh2_pg.scaffold_19000058
ENSMGAP00000013983	fgenesh2_pg.scaffold_19000066
ENSMGAP00000016520	fgenesh2_pg.scaffold_19000069
ENSMGAP00000002746	fgenesh2_pg.scaffold_19000083
ENSMGAP00000016958	fgenesh2_pg.scaffold_19000084
ENSMGAP00000009330	fgenesh2_pg.scaffold_19000169
ENSMGAP00000008932	fgenesh2_pg.scaffold_19000172
ENSMGAP00000009012	fgenesh2_pg.scaffold_19000179
ENSMGAP00000015167	fgenesh2_pg.scaffold_19000179
ENSMGAP00000005739	fgenesh2_pg.scaffold_19000201
ENSMGAP00000008388	fgenesh2_pg.scaffold_19000204
ENSMGAP00000006016	fgenesh2_pg.scaffold_19000205
ENSMGAP00000018850	fgenesh2_pg.scaffold_19000213
ENSMGAP00000016376	fgenesh2_pg.scaffold_19000223
ENSMGAP00000002797	fgenesh2_pg.scaffold_19000223
ENSMGAP00000014710	fgenesh2_pg.scaffold_19000228
ENSMGAP00000016445	fgenesh2_pg.scaffold_20000003
ENSMGAP00000009368	fgenesh2_pg.scaffold_20000004
ENSMGAP00000006295	fgenesh2_pg.scaffold_20000006
ENSMGAP00000006301	fgenesh2_pg.scaffold_20000008
ENSMGAP00000008916	fgenesh2_pg.scaffold_20000018
ENSMGAP00000008874	fgenesh2_pg.scaffold_20000021
ENSMGAP00000019840	fgenesh2_pg.scaffold_20000028
ENSMGAP00000010180	fgenesh2_pg.scaffold_20000031
ENSMGAP00000010377	fgenesh2_pg.scaffold_20000048
ENSMGAP00000002682	fgenesh2_pg.scaffold_20000048
ENSMGAP00000015880	fgenesh2_pg.scaffold_20000048
ENSMGAP00000008548	fgenesh2_pg.scaffold_20000066
ENSMGAP00000006410	fgenesh2_pg.scaffold_20000073
ENSMGAP00000002107	fgenesh2_pg.scaffold_20000079
ENSMGAP00000005609	fgenesh2_pg.scaffold_20000079
ENSMGAP00000006358	fgenesh2_pg.scaffold_20000104
ENSMGAP00000013344	fgenesh2_pg.scaffold_20000139
ENSMGAP00000000576	fgenesh2_pg.scaffold_20000146
ENSMGAP00000006681	fgenesh2_pg.scaffold_20000149
ENSMGAP00000002345	fgenesh2_pg.scaffold_20000161
ENSMGAP00000008182	fgenesh2_pg.scaffold_20000167
ENSMGAP00000019326	fgenesh2_pg.scaffold_20000168
ENSMGAP00000006165	fgenesh2_pg.scaffold_20000170
ENSMGAP00000006036	fgenesh2_pg.scaffold_20000181
ENSMGAP00000000906	fgenesh2_pg.scaffold_20000190
ENSMGAP00000008238	fgenesh2_pg.scaffold_20000192
ENSMGAP00000001605	fgenesh2_pg.scaffold_20000196
ENSMGAP00000001166	fgenesh2_pg.scaffold_20000198
ENSMGAP00000007574	fgenesh2_pg.scaffold_20000200
ENSMGAP00000018120	fgenesh2_pg.scaffold_20000206
ENSMGAP00000018751	fgenesh2_pg.scaffold_20000212
ENSMGAP00000006338	fgenesh2_pg.scaffold_20000215
ENSMGAP00000011357	fgenesh2_pg.scaffold_21000050
ENSMGAP00000001069	fgenesh2_pg.scaffold_21000050
ENSMGAP00000007930	fgenesh2_pg.scaffold_21000050
ENSMGAP00000008131	fgenesh2_pg.scaffold_21000067
ENSMGAP00000000520	fgenesh2_pg.scaffold_21000071
ENSMGAP00000004984	fgenesh2_pg.scaffold_21000082
ENSMGAP00000002428	fgenesh2_pg.scaffold_21000082
ENSMGAP00000008030	fgenesh2_pg.scaffold_21000085
ENSMGAP00000002371	fgenesh2_pg.scaffold_21000085
ENSMGAP00000016903	fgenesh2_pg.scaffold_21000098
ENSMGAP00000000028	fgenesh2_pg.scaffold_21000103
ENSMGAP00000005747	fgenesh2_pg.scaffold_21000109
ENSMGAP00000004686	fgenesh2_pg.scaffold_21000119
ENSMGAP00000011831	fgenesh2_pg.scaffold_21000138
ENSMGAP00000006386	fgenesh2_pg.scaffold_21000176
ENSMGAP00000002595	fgenesh2_pg.scaffold_21000186
ENSMGAP00000015483	fgenesh2_pg.scaffold_21000186
ENSMGAP00000007237	fgenesh2_pg.scaffold_22000027
ENSMGAP00000009998	fgenesh2_pg.scaffold_22000031
ENSMGAP00000010003	fgenesh2_pg.scaffold_22000031
ENSMGAP00000007099	fgenesh2_pg.scaffold_22000040
ENSMGAP00000002044	fgenesh2_pg.scaffold_22000040
ENSMGAP00000006039	fgenesh2_pg.scaffold_22000050
ENSMGAP00000018876	fgenesh2_pg.scaffold_22000051
ENSMGAP00000005267	fgenesh2_pg.scaffold_22000056
ENSMGAP00000009465	fgenesh2_pg.scaffold_22000062
ENSMGAP00000016027	fgenesh2_pg.scaffold_22000074
ENSMGAP00000001964	fgenesh2_pg.scaffold_22000076
ENSMGAP00000004242	fgenesh2_pg.scaffold_22000085
ENSMGAP00000001661	fgenesh2_pg.scaffold_22000088
ENSMGAP00000013339	fgenesh2_pg.scaffold_22000090
ENSMGAP00000004526	fgenesh2_pg.scaffold_22000105
ENSMGAP00000005340	fgenesh2_pg.scaffold_22000109
ENSMGAP00000012675	fgenesh2_pg.scaffold_22000122
ENSMGAP00000004311	fgenesh2_pg.scaffold_22000122
ENSMGAP00000006147	fgenesh2_pg.scaffold_22000138
ENSMGAP00000004644	fgenesh2_pg.scaffold_22000140
ENSMGAP00000006418	fgenesh2_pg.scaffold_22000143
ENSMGAP00000015161	fgenesh2_pg.scaffold_22000143
ENSMGAP00000013331	fgenesh2_pg.scaffold_22000160
ENSMGAP00000007577	fgenesh2_pg.scaffold_22000167
ENSMGAP00000017465	fgenesh2_pg.scaffold_22000169
ENSMGAP00000000745	fgenesh2_pg.scaffold_22000193
ENSMGAP00000018204	fgenesh2_pg.scaffold_22000193
ENSMGAP00000009896	fgenesh2_pg.scaffold_22000204
ENSMGAP00000017575	fgenesh2_pg.scaffold_22000208
ENSMGAP00000019126	fgenesh2_pg.scaffold_23000021
ENSMGAP00000010789	fgenesh2_pg.scaffold_23000061
ENSMGAP00000017275	fgenesh2_pg.scaffold_23000064
ENSMGAP00000006513	fgenesh2_pg.scaffold_23000064
ENSMGAP00000000815	fgenesh2_pg.scaffold_23000073
ENSMGAP00000008713	fgenesh2_pg.scaffold_23000081
ENSMGAP00000005113	fgenesh2_pg.scaffold_23000115
ENSMGAP00000008896	fgenesh2_pg.scaffold_23000122
ENSMGAP00000007789	fgenesh2_pg.scaffold_23000129
ENSMGAP00000002189	fgenesh2_pg.scaffold_23000133
ENSMGAP00000001834	fgenesh2_pg.scaffold_23000163
ENSMGAP00000009625	fgenesh2_pg.scaffold_23000189
ENSMGAP00000007458	fgenesh2_pg.scaffold_23000192
ENSMGAP00000019568	fgenesh2_pg.scaffold_24000027
ENSMGAP00000011784	fgenesh2_pg.scaffold_24000056
ENSMGAP00000002561	fgenesh2_pg.scaffold_24000144
ENSMGAP00000018324	fgenesh2_pg.scaffold_24000160
ENSMGAP00000008617	fgenesh2_pg.scaffold_24000211
ENSMGAP00000012783	fgenesh2_pg.scaffold_24000213
ENSMGAP00000004935	fgenesh2_pg.scaffold_24000213
ENSMGAP00000001949	fgenesh2_pg.scaffold_24000213
ENSMGAP00000015969	fgenesh2_pg.scaffold_24000220
ENSMGAP00000011058	fgenesh2_pg.scaffold_24000220
ENSMGAP00000005160	fgenesh2_pg.scaffold_24000220
ENSMGAP00000007572	fgenesh2_pg.scaffold_24000220
ENSMGAP00000004000	fgenesh2_pg.scaffold_24000227
ENSMGAP00000001682	fgenesh2_pg.scaffold_24000230
ENSMGAP00000005614	fgenesh2_pg.scaffold_25000023
ENSMGAP00000017966	fgenesh2_pg.scaffold_25000046
ENSMGAP00000011923	fgenesh2_pg.scaffold_25000096
ENSMGAP00000012290	fgenesh2_pg.scaffold_25000096
ENSMGAP00000009567	fgenesh2_pg.scaffold_25000096
ENSMGAP00000001666	fgenesh2_pg.scaffold_25000108
ENSMGAP00000003645	fgenesh2_pg.scaffold_25000150
ENSMGAP00000002996	fgenesh2_pg.scaffold_25000169
ENSMGAP00000018645	fgenesh2_pg.scaffold_25000225
ENSMGAP00000009920	fgenesh2_pg.scaffold_26000058
ENSMGAP00000003800	fgenesh2_pg.scaffold_26000063
ENSMGAP00000003147	fgenesh2_pg.scaffold_26000075
ENSMGAP00000017098	fgenesh2_pg.scaffold_26000111
ENSMGAP00000012570	fgenesh2_pg.scaffold_26000155
ENSMGAP00000012740	fgenesh2_pg.scaffold_26000156
ENSMGAP00000012199	fgenesh2_pg.scaffold_26000190
ENSMGAP00000018561	fgenesh2_pg.scaffold_26000203
ENSMGAP00000003048	fgenesh2_pg.scaffold_26000216
ENSMGAP00000000547	fgenesh2_pg.scaffold_26000220
ENSMGAP00000010011	fgenesh2_pg.scaffold_27000016
ENSMGAP00000007914	fgenesh2_pg.scaffold_27000064
ENSMGAP00000018017	fgenesh2_pg.scaffold_27000081
ENSMGAP00000014510	fgenesh2_pg.scaffold_27000083
ENSMGAP00000014513	fgenesh2_pg.scaffold_27000083
ENSMGAP00000011926	fgenesh2_pg.scaffold_27000102
ENSMGAP00000011871	fgenesh2_pg.scaffold_27000114
ENSMGAP00000005425	fgenesh2_pg.scaffold_27000156
ENSMGAP00000010652	fgenesh2_pg.scaffold_27000166
ENSMGAP00000007702	fgenesh2_pg.scaffold_27000183
ENSMGAP00000004586	fgenesh2_pg.scaffold_27000185
ENSMGAP00000018970	fgenesh2_pg.scaffold_27000213
ENSMGAP00000009237	fgenesh2_pg.scaffold_28000003
ENSMGAP00000002357	fgenesh2_pg.scaffold_28000018
ENSMGAP00000010853	fgenesh2_pg.scaffold_28000041
ENSMGAP00000019477	fgenesh2_pg.scaffold_28000046
ENSMGAP00000014960	fgenesh2_pg.scaffold_28000071
ENSMGAP00000005542	fgenesh2_pg.scaffold_28000071
ENSMGAP00000017227	fgenesh2_pg.scaffold_28000081
ENSMGAP00000011847	fgenesh2_pg.scaffold_28000082
ENSMGAP00000007233	fgenesh2_pg.scaffold_28000098
ENSMGAP00000010022	fgenesh2_pg.scaffold_28000108
ENSMGAP00000003450	fgenesh2_pg.scaffold_28000136
ENSMGAP00000003585	fgenesh2_pg.scaffold_29000025
ENSMGAP00000000527	fgenesh2_pg.scaffold_29000053
ENSMGAP00000009491	fgenesh2_pg.scaffold_29000058
ENSMGAP00000010338	fgenesh2_pg.scaffold_29000109
ENSMGAP00000007306	fgenesh2_pg.scaffold_29000123
ENSMGAP00000001756	fgenesh2_pg.scaffold_29000123
ENSMGAP00000015737	fgenesh2_pg.scaffold_30000020
ENSMGAP00000010777	fgenesh2_pg.scaffold_30000020
ENSMGAP00000016088	fgenesh2_pg.scaffold_30000020
ENSMGAP00000002657	fgenesh2_pg.scaffold_30000044
ENSMGAP00000014046	fgenesh2_pg.scaffold_30000047
ENSMGAP00000016258	fgenesh2_pg.scaffold_30000070
ENSMGAP00000005383	fgenesh2_pg.scaffold_30000072
ENSMGAP00000003764	fgenesh2_pg.scaffold_30000082
ENSMGAP00000006375	fgenesh2_pg.scaffold_30000108
ENSMGAP00000008254	fgenesh2_pg.scaffold_30000111
ENSMGAP00000014398	fgenesh2_pg.scaffold_30000119
ENSMGAP00000015175	fgenesh2_pg.scaffold_30000124
ENSMGAP00000008380	fgenesh2_pg.scaffold_30000144
ENSMGAP00000015728	fgenesh2_pg.scaffold_30000156
ENSMGAP00000002612	fgenesh2_pg.scaffold_30000182
ENSMGAP00000003000	fgenesh2_pg.scaffold_30000225
ENSMGAP00000002860	fgenesh2_pg.scaffold_30000240
ENSMGAP00000000231	fgenesh2_pg.scaffold_30000240
ENSMGAP00000005229	fgenesh2_pg.scaffold_31000063
ENSMGAP00000006653	fgenesh2_pg.scaffold_31000063
ENSMGAP00000002254	fgenesh2_pg.scaffold_31000063
ENSMGAP00000006527	fgenesh2_pg.scaffold_31000063
ENSMGAP00000015338	fgenesh2_pg.scaffold_31000075
ENSMGAP00000002840	fgenesh2_pg.scaffold_31000075
ENSMGAP00000014118	fgenesh2_pg.scaffold_31000075
ENSMGAP00000007125	fgenesh2_pg.scaffold_31000075
ENSMGAP00000000591	fgenesh2_pg.scaffold_31000077
ENSMGAP00000010875	fgenesh2_pg.scaffold_31000079
ENSMGAP00000012656	fgenesh2_pg.scaffold_31000079
ENSMGAP00000001141	fgenesh2_pg.scaffold_31000080
ENSMGAP00000016649	fgenesh2_pg.scaffold_31000116
ENSMGAP00000002929	fgenesh2_pg.scaffold_31000121
ENSMGAP00000010066	fgenesh2_pg.scaffold_31000133
ENSMGAP00000011485	fgenesh2_pg.scaffold_31000140
ENSMGAP00000008196	fgenesh2_pg.scaffold_31000140
ENSMGAP00000019075	fgenesh2_pg.scaffold_32000011
ENSMGAP00000010724	fgenesh2_pg.scaffold_32000013
ENSMGAP00000006622	fgenesh2_pg.scaffold_32000032
ENSMGAP00000007899	fgenesh2_pg.scaffold_32000037
ENSMGAP00000015968	fgenesh2_pg.scaffold_32000162
ENSMGAP00000019624	fgenesh2_pg.scaffold_33000019
ENSMGAP00000006096	fgenesh2_pg.scaffold_33000101
ENSMGAP00000009553	fgenesh2_pg.scaffold_33000118
ENSMGAP00000019100	fgenesh2_pg.scaffold_33000120
ENSMGAP00000000598	fgenesh2_pg.scaffold_33000150
ENSMGAP00000000910	fgenesh2_pg.scaffold_33000199
ENSMGAP00000004112	fgenesh2_pg.scaffold_33000199
ENSMGAP00000000253	fgenesh2_pg.scaffold_34000030
ENSMGAP00000014529	fgenesh2_pg.scaffold_34000040
ENSMGAP00000019299	fgenesh2_pg.scaffold_34000089
ENSMGAP00000019682	fgenesh2_pg.scaffold_34000090
ENSMGAP00000000578	fgenesh2_pg.scaffold_34000095
ENSMGAP00000001853	fgenesh2_pg.scaffold_34000100
ENSMGAP00000012516	fgenesh2_pg.scaffold_34000104
ENSMGAP00000018985	fgenesh2_pg.scaffold_34000127
ENSMGAP00000019376	fgenesh2_pg.scaffold_34000132
ENSMGAP00000003340	fgenesh2_pg.scaffold_34000150
ENSMGAP00000006307	fgenesh2_pg.scaffold_34000178
ENSMGAP00000007641	fgenesh2_pg.scaffold_34000192
ENSMGAP00000009203	fgenesh2_pg.scaffold_34000204
ENSMGAP00000010160	fgenesh2_pg.scaffold_34000215
ENSMGAP00000012733	fgenesh2_pg.scaffold_35000068
ENSMGAP00000016308	fgenesh2_pg.scaffold_35000072
ENSMGAP00000001759	fgenesh2_pg.scaffold_35000079
ENSMGAP00000012788	fgenesh2_pg.scaffold_35000087
ENSMGAP00000009620	fgenesh2_pg.scaffold_35000104
ENSMGAP00000013885	fgenesh2_pg.scaffold_35000115
ENSMGAP00000006800	fgenesh2_pg.scaffold_35000131
ENSMGAP00000014110	fgenesh2_pg.scaffold_35000138
ENSMGAP00000013959	fgenesh2_pg.scaffold_35000154
ENSMGAP00000012643	fgenesh2_pg.scaffold_35000183
ENSMGAP00000010127	fgenesh2_pg.scaffold_36000014
ENSMGAP00000014993	fgenesh2_pg.scaffold_36000014
ENSMGAP00000009827	fgenesh2_pg.scaffold_36000014
ENSMGAP00000003582	fgenesh2_pg.scaffold_36000044
ENSMGAP00000019259	fgenesh2_pg.scaffold_36000053
ENSMGAP00000014740	fgenesh2_pg.scaffold_36000090
ENSMGAP00000000027	fgenesh2_pg.scaffold_36000101
ENSMGAP00000005451	fgenesh2_pg.scaffold_37000038
ENSMGAP00000000600	fgenesh2_pg.scaffold_37000108
ENSMGAP00000000967	fgenesh2_pg.scaffold_37000140
ENSMGAP00000011846	fgenesh2_pg.scaffold_37000148
ENSMGAP00000014611	fgenesh2_pg.scaffold_37000205
ENSMGAP00000007106	fgenesh2_pg.scaffold_38000019
ENSMGAP00000009059	fgenesh2_pg.scaffold_38000023
ENSMGAP00000006253	fgenesh2_pg.scaffold_38000046
ENSMGAP00000004855	fgenesh2_pg.scaffold_38000113
ENSMGAP00000010885	fgenesh2_pg.scaffold_38000122
ENSMGAP00000008451	fgenesh2_pg.scaffold_38000127
ENSMGAP00000011766	fgenesh2_pg.scaffold_38000135
ENSMGAP00000019356	fgenesh2_pg.scaffold_39000034
ENSMGAP00000009551	fgenesh2_pg.scaffold_39000046
ENSMGAP00000018399	fgenesh2_pg.scaffold_39000051
ENSMGAP00000009080	fgenesh2_pg.scaffold_39000076
ENSMGAP00000017200	fgenesh2_pg.scaffold_39000112
ENSMGAP00000008471	fgenesh2_pg.scaffold_40000035
ENSMGAP00000007249	fgenesh2_pg.scaffold_40000073
ENSMGAP00000015598	fgenesh2_pg.scaffold_40000079
ENSMGAP00000001641	fgenesh2_pg.scaffold_40000099
ENSMGAP00000005869	fgenesh2_pg.scaffold_40000137
ENSMGAP00000018714	fgenesh2_pg.scaffold_40000157
ENSMGAP00000015766	fgenesh2_pg.scaffold_40000158
ENSMGAP00000018446	fgenesh2_pg.scaffold_40000181
ENSMGAP00000006598	fgenesh2_pg.scaffold_40000187
ENSMGAP00000015466	fgenesh2_pg.scaffold_40000187
ENSMGAP00000006754	fgenesh2_pg.scaffold_40000189
ENSMGAP00000011507	fgenesh2_pg.scaffold_40000211
ENSMGAP00000009485	fgenesh2_pg.scaffold_40000211
ENSMGAP00000013004	fgenesh2_pg.scaffold_41000089
ENSMGAP00000001989	fgenesh2_pg.scaffold_41000104
ENSMGAP00000001254	fgenesh2_pg.scaffold_42000038
ENSMGAP00000011624	fgenesh2_pg.scaffold_42000103
ENSMGAP00000012592	fgenesh2_pg.scaffold_42000103
ENSMGAP00000019511	fgenesh2_pg.scaffold_42000136
ENSMGAP00000016881	fgenesh2_pg.scaffold_42000138
ENSMGAP00000013493	fgenesh2_pg.scaffold_42000138
ENSMGAP00000013421	fgenesh2_pg.scaffold_42000143
ENSMGAP00000013949	fgenesh2_pg.scaffold_42000145
ENSMGAP00000018799	fgenesh2_pg.scaffold_42000161
ENSMGAP00000003508	fgenesh2_pg.scaffold_42000165
ENSMGAP00000018525	fgenesh2_pg.scaffold_43000048
ENSMGAP00000016498	fgenesh2_pg.scaffold_43000055
ENSMGAP00000008813	fgenesh2_pg.scaffold_43000062
ENSMGAP00000019270	fgenesh2_pg.scaffold_43000077
ENSMGAP00000015572	fgenesh2_pg.scaffold_43000090
ENSMGAP00000014795	fgenesh2_pg.scaffold_43000095
ENSMGAP00000015661	fgenesh2_pg.scaffold_43000107
ENSMGAP00000000657	fgenesh2_pg.scaffold_43000107
ENSMGAP00000015860	fgenesh2_pg.scaffold_43000121
ENSMGAP00000012622	fgenesh2_pg.scaffold_44000017
ENSMGAP00000016169	fgenesh2_pg.scaffold_44000018
ENSMGAP00000013677	fgenesh2_pg.scaffold_44000033
ENSMGAP00000015556	fgenesh2_pg.scaffold_44000046
ENSMGAP00000015464	fgenesh2_pg.scaffold_44000100
ENSMGAP00000015105	fgenesh2_pg.scaffold_44000144
ENSMGAP00000001056	fgenesh2_pg.scaffold_45000022
ENSMGAP00000018975	fgenesh2_pg.scaffold_45000022
ENSMGAP00000006182	fgenesh2_pg.scaffold_45000071
ENSMGAP00000009379	fgenesh2_pg.scaffold_45000072
ENSMGAP00000000285	fgenesh2_pg.scaffold_45000096
ENSMGAP00000010626	fgenesh2_pg.scaffold_45000097
ENSMGAP00000019087	fgenesh2_pg.scaffold_45000136
ENSMGAP00000009674	fgenesh2_pg.scaffold_45000147
ENSMGAP00000002530	fgenesh2_pg.scaffold_45000156
ENSMGAP00000017951	fgenesh2_pg.scaffold_46000013
ENSMGAP00000009275	fgenesh2_pg.scaffold_46000022
ENSMGAP00000012751	fgenesh2_pg.scaffold_46000031
ENSMGAP00000012127	fgenesh2_pg.scaffold_46000049
ENSMGAP00000003756	fgenesh2_pg.scaffold_46000121
ENSMGAP00000016462	fgenesh2_pg.scaffold_46000124
ENSMGAP00000009576	fgenesh2_pg.scaffold_46000131
ENSMGAP00000017107	fgenesh2_pg.scaffold_46000136
ENSMGAP00000013673	fgenesh2_pg.scaffold_47000030
ENSMGAP00000017749	fgenesh2_pg.scaffold_47000034
ENSMGAP00000018230	fgenesh2_pg.scaffold_47000039
ENSMGAP00000007909	fgenesh2_pg.scaffold_47000075
ENSMGAP00000008232	fgenesh2_pg.scaffold_47000119
ENSMGAP00000005998	fgenesh2_pg.scaffold_47000124
ENSMGAP00000015110	fgenesh2_pg.scaffold_47000126
ENSMGAP00000012400	fgenesh2_pg.scaffold_48000063
ENSMGAP00000017886	fgenesh2_pg.scaffold_48000070
ENSMGAP00000003135	fgenesh2_pg.scaffold_48000087
ENSMGAP00000002379	fgenesh2_pg.scaffold_48000087
ENSMGAP00000018167	fgenesh2_pg.scaffold_48000087
ENSMGAP00000005036	fgenesh2_pg.scaffold_48000087
ENSMGAP00000018149	fgenesh2_pg.scaffold_48000107
ENSMGAP00000013035	fgenesh2_pg.scaffold_49000029
ENSMGAP00000013667	fgenesh2_pg.scaffold_49000029
ENSMGAP00000009768	fgenesh2_pg.scaffold_49000058
ENSMGAP00000004788	fgenesh2_pg.scaffold_49000058
ENSMGAP00000007121	fgenesh2_pg.scaffold_49000058
ENSMGAP00000002109	fgenesh2_pg.scaffold_49000069
ENSMGAP00000009723	fgenesh2_pg.scaffold_49000069
ENSMGAP00000016946	fgenesh2_pg.scaffold_49000112
ENSMGAP00000017375	fgenesh2_pg.scaffold_49000141
ENSMGAP00000019258	fgenesh2_pg.scaffold_50000002
ENSMGAP00000008393	fgenesh2_pg.scaffold_50000042
ENSMGAP00000013700	fgenesh2_pg.scaffold_50000044
ENSMGAP00000000239	fgenesh2_pg.scaffold_50000095
ENSMGAP00000007163	fgenesh2_pg.scaffold_50000108
ENSMGAP00000014034	fgenesh2_pg.scaffold_50000111
ENSMGAP00000019735	fgenesh2_pg.scaffold_50000123
ENSMGAP00000003828	fgenesh2_pg.scaffold_51000019
ENSMGAP00000001688	fgenesh2_pg.scaffold_51000026
ENSMGAP00000000499	fgenesh2_pg.scaffold_51000026
ENSMGAP00000014062	fgenesh2_pg.scaffold_51000051
ENSMGAP00000015290	fgenesh2_pg.scaffold_51000061
ENSMGAP00000000132	fgenesh2_pg.scaffold_51000066
ENSMGAP00000013265	fgenesh2_pg.scaffold_51000066
ENSMGAP00000010731	fgenesh2_pg.scaffold_51000098
ENSMGAP00000013561	fgenesh2_pg.scaffold_52000039
ENSMGAP00000013546	fgenesh2_pg.scaffold_52000051
ENSMGAP00000019042	fgenesh2_pg.scaffold_52000056
ENSMGAP00000011117	fgenesh2_pg.scaffold_52000062
ENSMGAP00000010346	fgenesh2_pg.scaffold_52000099
ENSMGAP00000008079	fgenesh2_pg.scaffold_53000068
ENSMGAP00000008468	fgenesh2_pg.scaffold_53000074
ENSMGAP00000005099	fgenesh2_pg.scaffold_53000099
ENSMGAP00000006008	fgenesh2_pg.scaffold_53000099
ENSMGAP00000004737	fgenesh2_pg.scaffold_53000099
ENSMGAP00000000984	fgenesh2_pg.scaffold_53000099
ENSMGAP00000006910	fgenesh2_pg.scaffold_53000146
ENSMGAP00000008547	fgenesh2_pg.scaffold_54000033
ENSMGAP00000016810	fgenesh2_pg.scaffold_54000043
ENSMGAP00000004095	fgenesh2_pg.scaffold_54000046
ENSMGAP00000014913	fgenesh2_pg.scaffold_54000106
ENSMGAP00000009306	fgenesh2_pg.scaffold_54000161
ENSMGAP00000000720	fgenesh2_pg.scaffold_54000162
ENSMGAP00000010020	fgenesh2_pg.scaffold_54000162
ENSMGAP00000008803	fgenesh2_pg.scaffold_54000162
ENSMGAP00000018688	fgenesh2_pg.scaffold_55000028
ENSMGAP00000005190	fgenesh2_pg.scaffold_55000050
ENSMGAP00000017639	fgenesh2_pg.scaffold_55000053
ENSMGAP00000011602	fgenesh2_pg.scaffold_55000054
ENSMGAP00000016470	fgenesh2_pg.scaffold_55000066
ENSMGAP00000013639	fgenesh2_pg.scaffold_55000073
ENSMGAP00000017381	fgenesh2_pg.scaffold_55000076
ENSMGAP00000002262	fgenesh2_pg.scaffold_55000078
ENSMGAP00000002291	fgenesh2_pg.scaffold_55000094
ENSMGAP00000013519	fgenesh2_pg.scaffold_55000107
ENSMGAP00000002346	fgenesh2_pg.scaffold_55000108
ENSMGAP00000003996	fgenesh2_pg.scaffold_56000036
ENSMGAP00000011395	fgenesh2_pg.scaffold_56000067
ENSMGAP00000003801	fgenesh2_pg.scaffold_56000085
ENSMGAP00000010880	fgenesh2_pg.scaffold_56000085
ENSMGAP00000007882	fgenesh2_pg.scaffold_56000133
ENSMGAP00000019727	fgenesh2_pg.scaffold_56000134
