e_gw.1.149.1	SINLEJ018774
fgenesh2_pg.scaffold_84000102	SINLEJ004876
fgenesh2_pg.scaffold_84000106	SINLEJ017479
fgenesh2_pg.scaffold_84000111	SINLEJ000773
fgenesh2_pg.scaffold_84000111	SINLEJ000652
fgenesh2_pg.scaffold_84000115	SINLEJ016954
fgenesh2_pg.scaffold_84000115	SINLEJ016061
fgenesh2_pg.scaffold_84000129	SINLEJ001931
fgenesh2_pg.scaffold_84000130	SINLEJ001930
fgenesh2_pg.scaffold_843000003	SINLEJ017232
fgenesh2_pg.scaffold_846000004	SINLEJ017319
fgenesh2_pg.scaffold_846000008	SINLEJ002686
fgenesh2_pg.scaffold_846000008	SINLEJ008426
fgenesh2_pg.scaffold_848000007	SINLEJ006974
fgenesh2_pg.scaffold_85000038	SINLEJ016454
fgenesh2_pg.scaffold_85000038	SINLEJ016087
fgenesh2_pg.scaffold_85000038	SINLEJ016059
fgenesh2_pg.scaffold_85000038	SINLEJ016066
fgenesh2_pg.scaffold_853000002	SINLEJ001989
fgenesh2_pg.scaffold_853000003	SINLEJ012679
fgenesh2_pg.scaffold_854000005	SINLEJ006977
fgenesh2_pg.scaffold_86000079	SINLEJ600334
fgenesh2_pg.scaffold_868000002	SINLEJ000733
fgenesh2_pg.scaffold_868000002	SINLEJ009679
fgenesh2_pg.scaffold_869000001	SINLEJ007073
fgenesh2_pg.scaffold_869000003	SINLEJ002960
fgenesh2_pg.scaffold_870000007	SINLEJ000504
fgenesh2_pg.scaffold_87000010	SINLEJ016926
fgenesh2_pg.scaffold_87000010	SINLEJ016921
fgenesh2_pg.scaffold_87000052	SINLEJ010227
fgenesh2_pg.scaffold_87000052	SINLEJ010219
fgenesh2_pg.scaffold_87000055	SINLEJ014174
fgenesh2_pg.scaffold_87000061	SINLEJ010217
fgenesh2_pg.scaffold_87000072	SINLEJ001016
fgenesh2_pg.scaffold_87000081	SINLEJ000523
fgenesh2_pg.scaffold_87000094	SINLEJ014771
fgenesh2_pg.scaffold_87000097	SINLEJ011319
fgenesh2_pg.scaffold_872000007	SINLEJ007167
fgenesh2_pg.scaffold_872000007	SINLEJ014156
fgenesh2_pg.scaffold_873000002	SINLEJ017203
fgenesh2_pg.scaffold_873000003	SINLEJ017217
fgenesh2_pg.scaffold_873000003	SINLEJ017191
fgenesh2_pg.scaffold_873000003	SINLEJ011706
fgenesh2_pg.scaffold_873000003	SINLEJ017192
fgenesh2_pg.scaffold_877000002	SINLEJ004303
fgenesh2_pg.scaffold_878000001	SINLEJ019295
fgenesh2_pg.scaffold_880000001	SINLEJ013966
fgenesh2_pg.scaffold_88000018	SINLEJ001426
fgenesh2_pg.scaffold_88000018	SINLEJ003469
fgenesh2_pg.scaffold_88000029	SINLEJ600429
fgenesh2_pg.scaffold_88000049	SINLEJ013093
fgenesh2_pg.scaffold_88000056	SINLEJ004770
fgenesh2_pg.scaffold_88000056	SINLEJ004771
fgenesh2_pg.scaffold_88000056	SINLEJ004768
fgenesh2_pg.scaffold_88000056	SINLEJ004765
fgenesh2_pg.scaffold_88000057	SINLEJ003475
fgenesh2_pg.scaffold_88000077	SINLEJ004960
fgenesh2_pg.scaffold_88000094	SINLEJ600477
fgenesh2_pg.scaffold_88000098	SINLEJ001697
fgenesh2_pg.scaffold_882000007	SINLEJ006202
fgenesh2_pg.scaffold_883000005	SINLEJ010559
fgenesh2_pg.scaffold_883000008	SINLEJ009325
fgenesh2_pg.scaffold_885000003	SINLEJ004020
fgenesh2_pg.scaffold_887000004	SINLEJ019360
fgenesh2_pg.scaffold_888000005	SINLEJ005961
fgenesh2_pg.scaffold_89000011	SINLEJ011597
fgenesh2_pg.scaffold_89000014	SINLEJ011496
fgenesh2_pg.scaffold_89000014	SINLEJ000619
fgenesh2_pg.scaffold_89000016	SINLEJ003552
fgenesh2_pg.scaffold_89000016	SINLEJ011494
fgenesh2_pg.scaffold_89000016	SINLEJ011495
fgenesh2_pg.scaffold_89000020	SINLEJ003783
fgenesh2_pg.scaffold_89000020	SINLEJ003784
fgenesh2_pg.scaffold_89000025	SINLEJ008886
fgenesh2_pg.scaffold_89000032	SINLEJ003579
fgenesh2_pg.scaffold_89000032	SINLEJ014983
fgenesh2_pg.scaffold_89000051	SINLEJ007347
fgenesh2_pg.scaffold_895000014	SINLEJ014250
fgenesh2_pg.scaffold_895000014	SINLEJ017365
fgenesh2_pg.scaffold_896000004	SINLEJ000205
fgenesh2_pg.scaffold_896000004	SINLEJ000200
fgenesh2_pg.scaffold_897000004	SINLEJ001583
fgenesh2_pg.scaffold_899000008	SINLEJ014491
fgenesh2_pg.scaffold_899000008	SINLEJ000995
fgenesh2_pg.scaffold_900000006	SINLEJ003001
fgenesh2_pg.scaffold_90000001	SINLEJ013037
fgenesh2_pg.scaffold_90000001	SINLEJ008745
fgenesh2_pg.scaffold_90000005	SINLEJ016516
fgenesh2_pg.scaffold_90000005	SINLEJ016530
fgenesh2_pg.scaffold_90000005	SINLEJ013488
fgenesh2_pg.scaffold_90000005	SINLEJ016520
fgenesh2_pg.scaffold_90000011	SINLEJ009335
fgenesh2_pg.scaffold_90000019	SINLEJ013078
fgenesh2_pg.scaffold_90000019	SINLEJ013998
fgenesh2_pg.scaffold_90000019	SINLEJ008881
fgenesh2_pg.scaffold_9000004	SINLEJ006399
fgenesh2_pg.scaffold_90000045	SINLEJ011240
fgenesh2_pg.scaffold_90000059	SINLEJ007636
fgenesh2_pg.scaffold_90000077	SINLEJ010582
fgenesh2_pg.scaffold_90000077	SINLEJ009546
fgenesh2_pg.scaffold_90000088	SINLEJ013018
fgenesh2_pg.scaffold_90000088	SINLEJ008761
fgenesh2_pg.scaffold_90000088	SINLEJ013019
fgenesh2_pg.scaffold_90000089	SINLEJ016068
fgenesh2_pg.scaffold_90000105	SINLEJ009272
fgenesh2_pg.scaffold_90000108	SINLEJ013028
fgenesh2_pg.scaffold_90000108	SINLEJ011611
fgenesh2_pg.scaffold_9000011	SINLEJ016898
fgenesh2_pg.scaffold_90000114	SINLEJ013112
fgenesh2_pg.scaffold_90000148	SINLEJ008702
fgenesh2_pg.scaffold_90000148	SINLEJ011249
fgenesh2_pg.scaffold_9000023	SINLEJ013635
fgenesh2_pg.scaffold_9000023	SINLEJ013634
fgenesh2_pg.scaffold_9000023	SINLEJ010611
fgenesh2_pg.scaffold_9000038	SINLEJ010652
fgenesh2_pg.scaffold_9000038	SINLEJ015472
fgenesh2_pg.scaffold_9000041	SINLEJ009395
fgenesh2_pg.scaffold_9000061	SINLEJ016479
fgenesh2_pg.scaffold_9000061	SINLEJ016738
fgenesh2_pg.scaffold_9000061	SINLEJ016737
fgenesh2_pg.scaffold_9000066	SINLEJ010699
fgenesh2_pg.scaffold_9000066	SINLEJ015428
fgenesh2_pg.scaffold_9000085	SINLEJ016499
fgenesh2_pg.scaffold_9000126	SINLEJ011132
fgenesh2_pg.scaffold_9000126	SINLEJ011133
fgenesh2_pg.scaffold_9000126	SINLEJ018308
fgenesh2_pg.scaffold_9000126	SINLEJ018309
fgenesh2_pg.scaffold_9000157	SINLEJ010556
fgenesh2_pg.scaffold_9000169	SINLEJ006563
fgenesh2_pg.scaffold_9000169	SINLEJ010551
fgenesh2_pg.scaffold_9000169	SINLEJ010550
fgenesh2_pg.scaffold_9000171	SINLEJ006638
fgenesh2_pg.scaffold_9000171	SINLEJ006639
fgenesh2_pg.scaffold_9000171	SINLEJ005794
fgenesh2_pg.scaffold_9000190	SINLEJ600372
fgenesh2_pg.scaffold_9000226	SINLEJ005167
fgenesh2_pg.scaffold_9000226	SINLEJ016223
fgenesh2_pg.scaffold_9000228	SINLEJ010524
fgenesh2_pg.scaffold_9000242	SINLEJ010514
fgenesh2_pg.scaffold_9000282	SINLEJ018706
fgenesh2_pg.scaffold_9000282	SINLEJ018052
fgenesh2_pg.scaffold_9000288	SINLEJ006462
fgenesh2_pg.scaffold_905000006	SINLEJ011047
fgenesh2_pg.scaffold_905000006	SINLEJ015603
fgenesh2_pg.scaffold_91000007	SINLEJ005274
fgenesh2_pg.scaffold_91000014	SINLEJ010456
fgenesh2_pg.scaffold_91000014	SINLEJ003341
fgenesh2_pg.scaffold_91000025	SINLEJ003596
fgenesh2_pg.scaffold_91000025	SINLEJ011514
fgenesh2_pg.scaffold_91000038	SINLEJ013267
fgenesh2_pg.scaffold_91000038	SINLEJ016241
fgenesh2_pg.scaffold_91000038	SINLEJ013193
fgenesh2_pg.scaffold_91000038	SINLEJ016242
fgenesh2_pg.scaffold_91000044	SINLEJ013653
fgenesh2_pg.scaffold_91000052	SINLEJ018574
fgenesh2_pg.scaffold_91000064	SINLEJ005531
fgenesh2_pg.scaffold_91000074	SINLEJ001004
fgenesh2_pg.scaffold_91000104	SINLEJ001916
fgenesh2_pg.scaffold_91000104	SINLEJ010940
fgenesh2_pg.scaffold_91000109	SINLEJ005454
fgenesh2_pg.scaffold_91000115	SINLEJ006915
fgenesh2_pg.scaffold_91000115	SINLEJ015278
fgenesh2_pg.scaffold_91000117	SINLEJ007529
fgenesh2_pg.scaffold_91000131	SINLEJ016037
fgenesh2_pg.scaffold_91000131	SINLEJ013641
fgenesh2_pg.scaffold_91000131	SINLEJ010135
fgenesh2_pg.scaffold_91000132	SINLEJ003894
fgenesh2_pg.scaffold_91000137	SINLEJ000309
fgenesh2_pg.scaffold_917000008	SINLEJ001336
fgenesh2_pg.scaffold_92000031	SINLEJ007154
fgenesh2_pg.scaffold_92000045	SINLEJ015431
fgenesh2_pg.scaffold_92000045	SINLEJ010696
fgenesh2_pg.scaffold_92000045	SINLEJ006657
fgenesh2_pg.scaffold_92000055	SINLEJ005798
fgenesh2_pg.scaffold_92000055	SINLEJ005799
fgenesh2_pg.scaffold_92000057	SINLEJ008900
fgenesh2_pg.scaffold_92000066	SINLEJ007422
fgenesh2_pg.scaffold_92000066	SINLEJ012288
fgenesh2_pg.scaffold_92000068	SINLEJ600374
fgenesh2_pg.scaffold_92000069	SINLEJ017720
fgenesh2_pg.scaffold_92000069	SINLEJ010563
fgenesh2_pg.scaffold_92000069	SINLEJ007121
fgenesh2_pg.scaffold_92000071	SINLEJ006620
fgenesh2_pg.scaffold_92000071	SINLEJ014837
fgenesh2_pg.scaffold_92000071	SINLEJ010572
fgenesh2_pg.scaffold_92000071	SINLEJ010570
fgenesh2_pg.scaffold_92000074	SINLEJ006437
fgenesh2_pg.scaffold_92000076	SINLEJ002814
fgenesh2_pg.scaffold_92000076	SINLEJ002813
fgenesh2_pg.scaffold_92000077	SINLEJ011017
fgenesh2_pg.scaffold_92000077	SINLEJ009108
fgenesh2_pg.scaffold_92000078	SINLEJ006605
fgenesh2_pg.scaffold_929000001	SINLEJ010527
fgenesh2_pg.scaffold_93000069	SINLEJ010523
fgenesh2_pg.scaffold_93000078	SINLEJ018373
fgenesh2_pg.scaffold_93000088	SINLEJ013405
fgenesh2_pg.scaffold_93000096	SINLEJ004138
fgenesh2_pg.scaffold_93000105	SINLEJ011709
fgenesh2_pg.scaffold_93000105	SINLEJ013680
fgenesh2_pg.scaffold_93000105	SINLEJ007270
fgenesh2_pg.scaffold_93000113	SINLEJ011836
fgenesh2_pg.scaffold_93000116	SINLEJ013403
fgenesh2_pg.scaffold_93000116	SINLEJ008156
fgenesh2_pg.scaffold_93000116	SINLEJ003078
fgenesh2_pg.scaffold_93000123	SINLEJ008061
fgenesh2_pg.scaffold_93000138	SINLEJ013431
fgenesh2_pg.scaffold_93000139	SINLEJ008074
fgenesh2_pg.scaffold_935000003	SINLEJ006896
fgenesh2_pg.scaffold_935000003	SINLEJ015258
fgenesh2_pg.scaffold_935000003	SINLEJ009760
fgenesh2_pg.scaffold_936000004	SINLEJ011796
fgenesh2_pg.scaffold_937000005	SINLEJ013867
fgenesh2_pg.scaffold_937000007	SINLEJ010486
fgenesh2_pg.scaffold_937000007	SINLEJ006698
fgenesh2_pg.scaffold_94000022	SINLEJ018004
fgenesh2_pg.scaffold_94000022	SINLEJ018066
fgenesh2_pg.scaffold_94000022	SINLEJ018063
fgenesh2_pg.scaffold_94000022	SINLEJ018064
fgenesh2_pg.scaffold_94000043	SINLEJ019236
fgenesh2_pg.scaffold_94000044	SINLEJ000301
fgenesh2_pg.scaffold_94000045	SINLEJ012888
fgenesh2_pg.scaffold_94000051	SINLEJ018600
fgenesh2_pg.scaffold_94000052	SINLEJ017854
fgenesh2_pg.scaffold_94000086	SINLEJ017206
fgenesh2_pg.scaffold_94000115	SINLEJ016175
fgenesh2_pg.scaffold_94000115	SINLEJ016174
fgenesh2_pg.scaffold_94000115	SINLEJ013209
fgenesh2_pg.scaffold_94000121	SINLEJ018311
fgenesh2_pg.scaffold_94000122	SINLEJ007652
fgenesh2_pg.scaffold_944000004	SINLEJ006654
fgenesh2_pg.scaffold_944000004	SINLEJ006666
fgenesh2_pg.scaffold_95000044	SINLEJ011477
fgenesh2_pg.scaffold_95000044	SINLEJ005407
fgenesh2_pg.scaffold_95000047	SINLEJ000379
fgenesh2_pg.scaffold_95000071	SINLEJ011118
fgenesh2_pg.scaffold_95000077	SINLEJ016785
fgenesh2_pg.scaffold_958000002	SINLEJ010401
fgenesh2_pg.scaffold_959000003	SINLEJ014328
fgenesh2_pg.scaffold_959000003	SINLEJ017554
fgenesh2_pg.scaffold_959000003	SINLEJ008366
fgenesh2_pg.scaffold_960000001	SINLEJ006540
fgenesh2_pg.scaffold_96000007	SINLEJ012975
fgenesh2_pg.scaffold_96000019	SINLEJ007962
fgenesh2_pg.scaffold_96000019	SINLEJ009476
fgenesh2_pg.scaffold_96000019	SINLEJ011556
fgenesh2_pg.scaffold_96000029	SINLEJ007729
fgenesh2_pg.scaffold_96000046	SINLEJ004447
fgenesh2_pg.scaffold_96000069	SINLEJ000795
fgenesh2_pg.scaffold_96000076	SINLEJ014656
fgenesh2_pg.scaffold_96000092	SINLEJ014115
fgenesh2_pg.scaffold_96000092	SINLEJ014111
fgenesh2_pg.scaffold_96000092	SINLEJ017403
fgenesh2_pg.scaffold_96000092	SINLEJ006296
fgenesh2_pg.scaffold_96000095	SINLEJ007881
fgenesh2_pg.scaffold_96000095	SINLEJ007879
fgenesh2_pg.scaffold_96000095	SINLEJ008925
fgenesh2_pg.scaffold_96000095	SINLEJ018090
fgenesh2_pg.scaffold_96000135	SINLEJ017792
fgenesh2_pg.scaffold_968000006	SINLEJ007008
fgenesh2_pg.scaffold_97000027	SINLEJ018535
fgenesh2_pg.scaffold_97000069	SINLEJ600036
fgenesh2_pg.scaffold_97000079	SINLEJ012631
fgenesh2_pg.scaffold_97000091	SINLEJ013980
fgenesh2_pg.scaffold_97000135	SINLEJ003544
fgenesh2_pg.scaffold_979000001	SINLEJ011521
fgenesh2_pg.scaffold_980000005	SINLEJ001006
fgenesh2_pg.scaffold_98000035	SINLEJ002088
fgenesh2_pg.scaffold_98000040	SINLEJ013844
fgenesh2_pg.scaffold_98000043	SINLEJ001685
fgenesh2_pg.scaffold_98000043	SINLEJ001686
fgenesh2_pg.scaffold_98000043	SINLEJ001684
fgenesh2_pg.scaffold_98000047	SINLEJ003689
fgenesh2_pg.scaffold_98000076	SINLEJ003534
fgenesh2_pg.scaffold_988000006	SINLEJ005524
fgenesh2_pg.scaffold_99000017	SINLEJ016039
fgenesh2_pg.scaffold_99000017	SINLEJ019155
fgenesh2_pg.scaffold_99000021	SINLEJ014343
fgenesh2_pg.scaffold_99000021	SINLEJ018238
fgenesh2_pg.scaffold_99000030	SINLEJ017028
fgenesh2_pg.scaffold_99000034	SINLEJ019433
fgenesh2_pg.scaffold_99000044	SINLEJ012159
fgenesh2_pg.scaffold_99000044	SINLEJ004059
fgenesh2_pg.scaffold_99000060	SINLEJ009233
fgenesh2_pg.scaffold_99000060	SINLEJ013941
fgenesh2_pg.scaffold_992000001	SINLEJ001107
fgenesh2_pm.scaffold_1000029	SINLEJ000172
fgenesh2_pm.scaffold_1000048	SINLEJ016502
fgenesh2_pm.scaffold_101000013	SINLEJ001115
fgenesh2_pm.scaffold_101000013	SINLEJ001114
fgenesh2_pm.scaffold_101000013	SINLEJ001113
fgenesh2_pm.scaffold_1012000001	SINLEJ016736
fgenesh2_pm.scaffold_1012000001	SINLEJ016478
fgenesh2_pm.scaffold_102000005	SINLEJ005377
fgenesh2_pm.scaffold_1040000004	SINLEJ004893
fgenesh2_pm.scaffold_1040000004	SINLEJ004863
fgenesh2_pm.scaffold_105000001	SINLEJ004004
fgenesh2_pm.scaffold_105000001	SINLEJ004003
fgenesh2_pm.scaffold_111000008	SINLEJ000164
fgenesh2_pm.scaffold_111000008	SINLEJ019430
fgenesh2_pm.scaffold_111000009	SINLEJ014649
fgenesh2_pm.scaffold_111000009	SINLEJ014650
fgenesh2_pm.scaffold_113000001	SINLEJ014208
fgenesh2_pm.scaffold_113000004	SINLEJ010723
fgenesh2_pm.scaffold_114000011	SINLEJ008232
fgenesh2_pm.scaffold_115000005	SINLEJ018228
fgenesh2_pm.scaffold_115000010	SINLEJ012143
fgenesh2_pm.scaffold_115000010	SINLEJ010840
fgenesh2_pm.scaffold_115000010	SINLEJ014196
fgenesh2_pm.scaffold_119000004	SINLEJ014415
fgenesh2_pm.scaffold_120000002	SINLEJ015344
fgenesh2_pm.scaffold_120000002	SINLEJ012550
fgenesh2_pm.scaffold_12000001	SINLEJ003317
fgenesh2_pm.scaffold_120000011	SINLEJ012231
fgenesh2_pm.scaffold_120000011	SINLEJ009794
fgenesh2_pm.scaffold_120000011	SINLEJ009802
fgenesh2_pm.scaffold_120000011	SINLEJ011207
fgenesh2_pm.scaffold_120000017	SINLEJ009953
fgenesh2_pm.scaffold_120000021	SINLEJ016718
fgenesh2_pm.scaffold_12000003	SINLEJ005456
fgenesh2_pm.scaffold_12000003	SINLEJ015713
fgenesh2_pm.scaffold_121000013	SINLEJ001339
fgenesh2_pm.scaffold_121000013	SINLEJ013907
fgenesh2_pm.scaffold_122000007	SINLEJ004527
fgenesh2_pm.scaffold_122000007	SINLEJ011987
fgenesh2_pm.scaffold_122000007	SINLEJ011986
fgenesh2_pm.scaffold_124000001	SINLEJ007665
fgenesh2_pm.scaffold_124000005	SINLEJ012720
fgenesh2_pm.scaffold_124000009	SINLEJ012610
fgenesh2_pm.scaffold_125000001	SINLEJ011806
fgenesh2_pm.scaffold_125000002	SINLEJ011779
fgenesh2_pm.scaffold_125000002	SINLEJ013462
fgenesh2_pm.scaffold_125000002	SINLEJ013459
fgenesh2_pm.scaffold_126000010	SINLEJ012804
fgenesh2_pm.scaffold_126000010	SINLEJ003990
fgenesh2_pm.scaffold_126000010	SINLEJ003991
fgenesh2_pm.scaffold_126000010	SINLEJ014231
fgenesh2_pm.scaffold_127000004	SINLEJ010644
fgenesh2_pm.scaffold_127000004	SINLEJ006403
fgenesh2_pm.scaffold_129000002	SINLEJ011543
fgenesh2_pm.scaffold_130000015	SINLEJ003694
fgenesh2_pm.scaffold_131000009	SINLEJ010564
fgenesh2_pm.scaffold_133000003	SINLEJ001338
fgenesh2_pm.scaffold_134000007	SINLEJ013821
fgenesh2_pm.scaffold_135000001	SINLEJ004272
fgenesh2_pm.scaffold_135000002	SINLEJ004391
fgenesh2_pm.scaffold_135000005	SINLEJ011880
fgenesh2_pm.scaffold_135000009	SINLEJ003272
fgenesh2_pm.scaffold_136000007	SINLEJ000693
fgenesh2_pm.scaffold_140000008	SINLEJ009527
fgenesh2_pm.scaffold_14000007	SINLEJ017390
fgenesh2_pm.scaffold_14000007	SINLEJ015958
fgenesh2_pm.scaffold_14000007	SINLEJ015948
fgenesh2_pm.scaffold_14000007	SINLEJ017853
fgenesh2_pm.scaffold_14000023	SINLEJ012200
fgenesh2_pm.scaffold_142000001	SINLEJ019379
fgenesh2_pm.scaffold_142000001	SINLEJ007992
fgenesh2_pm.scaffold_142000001	SINLEJ015149
fgenesh2_pm.scaffold_142000001	SINLEJ017499
fgenesh2_pm.scaffold_143000003	SINLEJ008025
fgenesh2_pm.scaffold_144000004	SINLEJ001561
fgenesh2_pm.scaffold_146000004	SINLEJ004913
fgenesh2_pm.scaffold_146000014	SINLEJ000508
fgenesh2_pm.scaffold_146000014	SINLEJ012837
fgenesh2_pm.scaffold_146000014	SINLEJ014189
fgenesh2_pm.scaffold_146000014	SINLEJ014190
fgenesh2_pm.scaffold_146000016	SINLEJ000618
fgenesh2_pm.scaffold_146000020	SINLEJ013514
fgenesh2_pm.scaffold_146000021	SINLEJ008554
fgenesh2_pm.scaffold_146000021	SINLEJ009677
fgenesh2_pm.scaffold_147000006	SINLEJ013026
fgenesh2_pm.scaffold_147000006	SINLEJ013024
fgenesh2_pm.scaffold_149000002	SINLEJ003818
fgenesh2_pm.scaffold_149000004	SINLEJ007778
fgenesh2_pm.scaffold_149000004	SINLEJ012219
fgenesh2_pm.scaffold_150000001	SINLEJ000159
fgenesh2_pm.scaffold_150000001	SINLEJ004335
fgenesh2_pm.scaffold_15000012	SINLEJ013590
fgenesh2_pm.scaffold_15000014	SINLEJ015868
fgenesh2_pm.scaffold_15000014	SINLEJ010759
fgenesh2_pm.scaffold_15000019	SINLEJ015219
fgenesh2_pm.scaffold_15000019	SINLEJ006860
fgenesh2_pm.scaffold_15000024	SINLEJ010905
fgenesh2_pm.scaffold_151000001	SINLEJ010626
fgenesh2_pm.scaffold_151000007	SINLEJ015460
fgenesh2_pm.scaffold_152000004	SINLEJ010139
fgenesh2_pm.scaffold_154000005	SINLEJ004687
fgenesh2_pm.scaffold_154000005	SINLEJ600387
fgenesh2_pm.scaffold_154000005	SINLEJ600386
fgenesh2_pm.scaffold_155000005	SINLEJ006181
fgenesh2_pm.scaffold_158000009	SINLEJ001277
fgenesh2_pm.scaffold_158000009	SINLEJ001278
fgenesh2_pm.scaffold_158000009	SINLEJ012876
fgenesh2_pm.scaffold_16000011	SINLEJ001510
fgenesh2_pm.scaffold_16000027	SINLEJ010467
fgenesh2_pm.scaffold_161000001	SINLEJ000917
fgenesh2_pm.scaffold_162000008	SINLEJ012569
fgenesh2_pm.scaffold_162000008	SINLEJ000142
fgenesh2_pm.scaffold_165000005	SINLEJ004967
fgenesh2_pm.scaffold_165000006	SINLEJ019395
fgenesh2_pm.scaffold_165000009	SINLEJ010233
fgenesh2_pm.scaffold_165000013	SINLEJ009514
fgenesh2_pm.scaffold_165000014	SINLEJ015672
fgenesh2_pm.scaffold_165000014	SINLEJ007239
fgenesh2_pm.scaffold_165000014	SINLEJ012257
fgenesh2_pm.scaffold_165000014	SINLEJ012258
fgenesh2_pm.scaffold_166000009	SINLEJ008618
fgenesh2_pm.scaffold_167000005	SINLEJ016244
fgenesh2_pm.scaffold_167000005	SINLEJ009446
fgenesh2_pm.scaffold_167000006	SINLEJ009472
fgenesh2_pm.scaffold_167000008	SINLEJ006675
fgenesh2_pm.scaffold_168000007	SINLEJ005288
fgenesh2_pm.scaffold_168000008	SINLEJ014550
fgenesh2_pm.scaffold_168000008	SINLEJ014726
fgenesh2_pm.scaffold_170000005	SINLEJ006718
fgenesh2_pm.scaffold_170000005	SINLEJ008629
fgenesh2_pm.scaffold_170000005	SINLEJ006717
fgenesh2_pm.scaffold_17000003	SINLEJ002900
fgenesh2_pm.scaffold_17000010	SINLEJ019323
fgenesh2_pm.scaffold_17000010	SINLEJ016071
fgenesh2_pm.scaffold_17000020	SINLEJ018918
fgenesh2_pm.scaffold_17000022	SINLEJ015622
fgenesh2_pm.scaffold_17000031	SINLEJ014509
fgenesh2_pm.scaffold_17000033	SINLEJ016364
fgenesh2_pm.scaffold_175000002	SINLEJ006685
fgenesh2_pm.scaffold_175000002	SINLEJ008353
fgenesh2_pm.scaffold_177000002	SINLEJ011230
fgenesh2_pm.scaffold_177000002	SINLEJ016329
fgenesh2_pm.scaffold_177000002	SINLEJ008895
fgenesh2_pm.scaffold_177000006	SINLEJ011138
fgenesh2_pm.scaffold_178000004	SINLEJ017331
fgenesh2_pm.scaffold_178000004	SINLEJ017329
fgenesh2_pm.scaffold_18000002	SINLEJ006023
fgenesh2_pm.scaffold_18000003	SINLEJ006045
fgenesh2_pm.scaffold_181000005	SINLEJ003125
fgenesh2_pm.scaffold_181000005	SINLEJ008634
fgenesh2_pm.scaffold_181000005	SINLEJ006740
fgenesh2_pm.scaffold_181000005	SINLEJ008633
fgenesh2_pm.scaffold_181000006	SINLEJ009638
fgenesh2_pm.scaffold_181000006	SINLEJ009640
fgenesh2_pm.scaffold_182000004	SINLEJ014889
fgenesh2_pm.scaffold_184000006	SINLEJ008204
fgenesh2_pm.scaffold_184000008	SINLEJ014733
fgenesh2_pm.scaffold_186000002	SINLEJ003682
fgenesh2_pm.scaffold_186000002	SINLEJ003681
fgenesh2_pm.scaffold_186000008	SINLEJ012920
fgenesh2_pm.scaffold_186000008	SINLEJ003929
fgenesh2_pm.scaffold_186000008	SINLEJ014226
fgenesh2_pm.scaffold_187000006	SINLEJ003627
fgenesh2_pm.scaffold_187000006	SINLEJ014939
fgenesh2_pm.scaffold_188000008	SINLEJ006951
fgenesh2_pm.scaffold_190000004	SINLEJ017143
fgenesh2_pm.scaffold_19000003	SINLEJ015959
fgenesh2_pm.scaffold_19000013	SINLEJ009340
fgenesh2_pm.scaffold_19000023	SINLEJ014014
fgenesh2_pm.scaffold_191000002	SINLEJ014655
fgenesh2_pm.scaffold_191000002	SINLEJ014654
fgenesh2_pm.scaffold_191000002	SINLEJ016879
fgenesh2_pm.scaffold_195000020	SINLEJ004731
fgenesh2_pm.scaffold_195000020	SINLEJ007551
fgenesh2_pm.scaffold_195000020	SINLEJ014168
fgenesh2_pm.scaffold_195000022	SINLEJ004672
fgenesh2_pm.scaffold_195000022	SINLEJ004671
fgenesh2_pm.scaffold_197000001	SINLEJ015739
fgenesh2_pm.scaffold_198000005	SINLEJ012465
fgenesh2_pm.scaffold_199000003	SINLEJ011931
fgenesh2_pm.scaffold_20000003	SINLEJ004135
fgenesh2_pm.scaffold_20000022	SINLEJ005573
fgenesh2_pm.scaffold_2000003	SINLEJ007062
fgenesh2_pm.scaffold_2000008	SINLEJ006378
fgenesh2_pm.scaffold_2000025	SINLEJ007066
fgenesh2_pm.scaffold_2000025	SINLEJ007067
fgenesh2_pm.scaffold_2000027	SINLEJ014092
fgenesh2_pm.scaffold_2000034	SINLEJ003002
fgenesh2_pm.scaffold_201000003	SINLEJ019232
fgenesh2_pm.scaffold_201000003	SINLEJ018703
fgenesh2_pm.scaffold_201000003	SINLEJ019336
fgenesh2_pm.scaffold_201000003	SINLEJ008655
fgenesh2_pm.scaffold_201000006	SINLEJ014254
fgenesh2_pm.scaffold_204000002	SINLEJ009487
fgenesh2_pm.scaffold_204000002	SINLEJ007257
fgenesh2_pm.scaffold_204000002	SINLEJ012356
fgenesh2_pm.scaffold_204000002	SINLEJ015653
fgenesh2_pm.scaffold_204000008	SINLEJ010078
fgenesh2_pm.scaffold_204000014	SINLEJ007209
fgenesh2_pm.scaffold_204000014	SINLEJ015702
fgenesh2_pm.scaffold_205000003	SINLEJ009625
fgenesh2_pm.scaffold_205000005	SINLEJ011923
fgenesh2_pm.scaffold_205000010	SINLEJ007448
fgenesh2_pm.scaffold_205000010	SINLEJ007447
fgenesh2_pm.scaffold_207000008	SINLEJ008259
fgenesh2_pm.scaffold_208000003	SINLEJ001192
fgenesh2_pm.scaffold_208000003	SINLEJ004519
fgenesh2_pm.scaffold_208000003	SINLEJ004518
fgenesh2_pm.scaffold_210000009	SINLEJ007783
fgenesh2_pm.scaffold_21000002	SINLEJ011316
fgenesh2_pm.scaffold_21000002	SINLEJ012389
fgenesh2_pm.scaffold_21000002	SINLEJ017611
fgenesh2_pm.scaffold_21000002	SINLEJ017609
fgenesh2_pm.scaffold_211000001	SINLEJ015806
fgenesh2_pm.scaffold_211000001	SINLEJ012269
