SINCAM006004	ENSP00000001008
SINCAM922782	ENSP00000401946
SINCAM000720	ENSP00000401980
SINCAM008845	ENSP00000402000
SINCAM012474	ENSP00000402020
SINCAM001362	ENSP00000402033
SINCAM922239	ENSP00000402084
SINCAM922098	ENSP00000402152
SINCAM009513	ENSP00000402153
SINCAM002372	ENSP00000402257
SINCAM013718	ENSP00000402297
SINCAM002705	ENSP00000402301
SINCAM003376	ENSP00000402338
SINCAM010470	ENSP00000402343
SINCAM017653	ENSP00000402389
SINCAM921967	ENSP00000402460
SINCAM012982	ENSP00000402505
SINCAM011340	ENSP00000402515
SINCAM003535	ENSP00000402527
SINCAM013202	ENSP00000402537
SINCAM921203	ENSP00000402584
SINCAM006606	ENSP00000402608
SINCAM004099	ENSP00000402644
SINCAM014488	ENSP00000402653
SINCAM012914	ENSP00000402697
SINCAM922752	ENSP00000402758
SINCAM013686	ENSP00000402855
SINCAM006556	ENSP00000402861
SINCAM004675	ENSP00000402912
SINCAM011009	ENSP00000402929
SINCAM002184	ENSP00000402935
SINCAM013098	ENSP00000403067
SINCAM009512	ENSP00000403117
SINCAM007428	ENSP00000403130
SINCAM921850	ENSP00000403151
SINCAM007652	ENSP00000403172
SINCAM920808	ENSP00000403293
SINCAM922326	ENSP00000403310
SINCAM002032	ENSP00000403396
SINCAM005675	ENSP00000403397
SINCAM900077	ENSP00000403400
SINCAM921488	ENSP00000403453
SINCAM013445	ENSP00000403459
SINCAM000441	ENSP00000403465
SINCAM007519	ENSP00000403524
SINCAM012889	ENSP00000403536
SINCAM002151	ENSP00000403644
SINCAM006631	ENSP00000403683
SINCAM003146	ENSP00000403755
SINCAM000044	ENSP00000403802
SINCAM922781	ENSP00000403852
SINCAM013481	ENSP00000403920
SINCAM016253	ENSP00000403925
SINCAM015226	ENSP00000403932
SINCAM010944	ENSP00000403954
SINCAM013118	ENSP00000403987
SINCAM014385	ENSP00000404042
SINCAM001334	ENSP00000404079
SINCAM003011	ENSP00000404092
SINCAM011725	ENSP00000404100
SINCAM014530	ENSP00000404121
SINCAM920567	ENSP00000404122
SINCAM008186	ENSP00000404151
SINCAM006020	ENSP00000404179
SINCAM013168	ENSP00000404203
SINCAM014744	ENSP00000404220
SINCAM922936	ENSP00000404232
SINCAM009606	ENSP00000404251
SINCAM005584	ENSP00000404296
SINCAM000844	ENSP00000404381
SINCAM007936	ENSP00000404438
SINCAM001389	ENSP00000404464
SINCAM002815	ENSP00000404700
SINCAM009556	ENSP00000404705
SINCAM014635	ENSP00000404833
SINCAM002801	ENSP00000404854
SINCAM011230	ENSP00000404923
SINCAM007548	ENSP00000404991
SINCAM000660	ENSP00000405068
SINCAM921567	ENSP00000405176
SINCAM007444	ENSP00000405222
SINCAM003140	ENSP00000405252
SINCAM002065	ENSP00000405327
SINCAM003614	ENSP00000405330
SINCAM922206	ENSP00000405388
SINCAM921278	ENSP00000405405
SINCAM001519	ENSP00000405423
SINCAM002367	ENSP00000405424
SINCAM008123	ENSP00000405456
SINCAM921011	ENSP00000405482
SINCAM002095	ENSP00000405514
SINCAM013128	ENSP00000405537
SINCAM010338	ENSP00000405573
SINCAM009559	ENSP00000405574
SINCAM013899	ENSP00000405577
SINCAM009458	ENSP00000405611
SINCAM002781	ENSP00000405620
SINCAM010517	ENSP00000405635
SINCAM009159	ENSP00000405708
SINCAM007391	ENSP00000405726
SINCAM010546	ENSP00000405738
SINCAM014055	ENSP00000405812
SINCAM005147	ENSP00000405890
SINCAM001096	ENSP00000405926
SINCAM922599	ENSP00000405963
SINCAM013465	ENSP00000405969
SINCAM002215	ENSP00000405987
SINCAM011304	ENSP00000406012
SINCAM000035	ENSP00000406022
SINCAM013624	ENSP00000406026
SINCAM017852	ENSP00000406037
SINCAM014866	ENSP00000406046
SINCAM011113	ENSP00000406052
SINCAM008135	ENSP00000406084
SINCAM005509	ENSP00000406144
SINCAM900118	ENSP00000406145
SINCAM007135	ENSP00000406157
SINCAM014796	ENSP00000406162
SINCAM009150	ENSP00000406164
SINCAM007671	ENSP00000406191
SINCAM009039	ENSP00000406197
SINCAM008779	ENSP00000406220
SINCAM000586	ENSP00000406229
SINCAM003136	ENSP00000406261
SINCAM921777	ENSP00000406293
SINCAM003460	ENSP00000406327
SINCAM014255	ENSP00000406367
SINCAM920853	ENSP00000406382
SINCAM013483	ENSP00000406463
SINCAM006516	ENSP00000406472
SINCAM002073	ENSP00000406482
SINCAM006644	ENSP00000406490
SINCAM921542	ENSP00000406546
SINCAM000647	ENSP00000406598
SINCAM008777	ENSP00000406738
SINCAM922255	ENSP00000406751
SINCAM011447	ENSP00000406861
SINCAM923013	ENSP00000406885
SINCAM013411	ENSP00000406909
SINCAM009585	ENSP00000406933
SINCAM001620	ENSP00000406934
SINCAM006120	ENSP00000407112
SINCAM002509	ENSP00000407118
SINCAM008472	ENSP00000407130
SINCAM012899	ENSP00000407154
SINCAM015162	ENSP00000407158
SINCAM014486	ENSP00000407182
SINCAM012555	ENSP00000407193
SINCAM920752	ENSP00000407301
SINCAM005455	ENSP00000407323
SINCAM920947	ENSP00000407353
SINCAM922144	ENSP00000407375
SINCAM922610	ENSP00000407487
SINCAM014449	ENSP00000407509
SINCAM017877	ENSP00000407545
SINCAM922688	ENSP00000407546
SINCAM012388	ENSP00000407552
SINCAM922216	ENSP00000407586
SINCAM009560	ENSP00000407592
SINCAM001779	ENSP00000407613
SINCAM922536	ENSP00000407724
SINCAM003389	ENSP00000407761
SINCAM004388	ENSP00000407763
SINCAM000542	ENSP00000407818
SINCAM014836	ENSP00000407958
SINCAM000694	ENSP00000407978
SINCAM003818	ENSP00000408002
SINCAM011051	ENSP00000408005
SINCAM001030	ENSP00000408025
SINCAM005194	ENSP00000408058
SINCAM003739	ENSP00000408108
SINCAM010833	ENSP00000408205
SINCAM921667	ENSP00000408288
SINCAM007467	ENSP00000408295
SINCAM013362	ENSP00000408322
SINCAM012839	ENSP00000408342
SINCAM010308	ENSP00000408367
SINCAM012604	ENSP00000408395
SINCAM922937	ENSP00000408411
SINCAM013115	ENSP00000408429
SINCAM000975	ENSP00000408464
SINCAM920812	ENSP00000408526
SINCAM003956	ENSP00000408527
SINCAM001910	ENSP00000408576
SINCAM014952	ENSP00000408617
SINCAM012461	ENSP00000408695
SINCAM009087	ENSP00000408697
SINCAM920738	ENSP00000408792
SINCAM014101	ENSP00000408910
SINCAM014102	ENSP00000408979
SINCAM920650	ENSP00000409007
SINCAM006903	ENSP00000409016
SINCAM005102	ENSP00000409075
SINCAM005728	ENSP00000409126
SINCAM006136	ENSP00000409171
SINCAM001261	ENSP00000409231
SINCAM011501	ENSP00000409256
SINCAM000211	ENSP00000409279
SINCAM007948	ENSP00000409315
SINCAM009778	ENSP00000409346
SINCAM011482	ENSP00000409378
SINCAM005617	ENSP00000409382
SINCAM008850	ENSP00000409544
SINCAM010594	ENSP00000409555
SINCAM009353	ENSP00000409581
SINCAM920875	ENSP00000409612
SINCAM002183	ENSP00000409637
SINCAM921245	ENSP00000409667
SINCAM000153	ENSP00000409906
SINCAM922649	ENSP00000409924
SINCAM008739	ENSP00000409936
SINCAM006489	ENSP00000409937
SINCAM014687	ENSP00000409952
SINCAM000597	ENSP00000409964
SINCAM016658	ENSP00000410007
SINCAM920674	ENSP00000410041
SINCAM017588	ENSP00000410059
SINCAM005534	ENSP00000410083
SINCAM011651	ENSP00000410157
SINCAM003362	ENSP00000410186
SINCAM001223	ENSP00000410216
SINCAM007255	ENSP00000410294
SINCAM006676	ENSP00000410309
SINCAM004162	ENSP00000410396
SINCAM008700	ENSP00000410403
SINCAM006609	ENSP00000410447
SINCAM009037	ENSP00000410452
SINCAM922573	ENSP00000410533
SINCAM001373	ENSP00000410584
SINCAM922215	ENSP00000410626
SINCAM000180	ENSP00000410689
SINCAM002256	ENSP00000410715
SINCAM009930	ENSP00000410732
SINCAM920763	ENSP00000410758
SINCAM012086	ENSP00000410759
SINCAM002894	ENSP00000410768
SINCAM922121	ENSP00000410769
SINCAM006024	ENSP00000410804
SINCAM002149	ENSP00000410811
SINCAM003720	ENSP00000410818
SINCAM004118	ENSP00000410833
SINCAM007573	ENSP00000410852
SINCAM009713	ENSP00000410910
SINCAM006446	ENSP00000410926
SINCAM007024	ENSP00000410964
SINCAM005386	ENSP00000411010
SINCAM002551	ENSP00000411012
SINCAM002145	ENSP00000411096
SINCAM921605	ENSP00000411099
SINCAM008143	ENSP00000411124
SINCAM005843	ENSP00000411145
SINCAM003889	ENSP00000411152
SINCAM922834	ENSP00000411169
SINCAM000307	ENSP00000411197
SINCAM922652	ENSP00000411250
SINCAM006568	ENSP00000411253
SINCAM921109	ENSP00000411268
SINCAM005287	ENSP00000411355
SINCAM008165	ENSP00000411397
SINCAM011411	ENSP00000411409
SINCAM006411	ENSP00000411418
SINCAM921904	ENSP00000411471
SINCAM013413	ENSP00000411528
SINCAM004389	ENSP00000411565
SINCAM010203	ENSP00000411593
SINCAM921267	ENSP00000411645
SINCAM921857	ENSP00000411688
SINCAM921074	ENSP00000411770
SINCAM000117	ENSP00000411816
SINCAM922122	ENSP00000411822
SINCAM001675	ENSP00000411825
SINCAM012209	ENSP00000411831
SINCAM920546	ENSP00000411898
SINCAM005943	ENSP00000411932
SINCAM011525	ENSP00000412130
SINCAM011480	ENSP00000412178
SINCAM920458	ENSP00000412215
SINCAM012169	ENSP00000412237
SINCAM005055	ENSP00000412292
SINCAM000825	ENSP00000412365
SINCAM921494	ENSP00000412388
SINCAM006932	ENSP00000412461
SINCAM006304	ENSP00000412524
SINCAM010542	ENSP00000412549
SINCAM001784	ENSP00000412566
SINCAM003274	ENSP00000412673
SINCAM007284	ENSP00000412698
SINCAM005505	ENSP00000412733
SINCAM005399	ENSP00000412788
SINCAM922133	ENSP00000412894
SINCAM007787	ENSP00000412922
SINCAM920836	ENSP00000412940
SINCAM002148	ENSP00000413025
SINCAM000678	ENSP00000413064
SINCAM004152	ENSP00000413074
SINCAM001107	ENSP00000413133
SINCAM005260	ENSP00000413150
SINCAM006692	ENSP00000413152
SINCAM011225	ENSP00000413163
SINCAM000237	ENSP00000413196
SINCAM922790	ENSP00000413234
SINCAM014171	ENSP00000413241
SINCAM009303	ENSP00000413405
SINCAM006210	ENSP00000413445
SINCAM013517	ENSP00000413483
SINCAM010876	ENSP00000413496
SINCAM008612	ENSP00000413572
SINCAM001702	ENSP00000413575
SINCAM920595	ENSP00000413592
SINCAM002638	ENSP00000413632
SINCAM011490	ENSP00000413720
SINCAM001019	ENSP00000413828
SINCAM921538	ENSP00000413908
SINCAM003863	ENSP00000413929
SINCAM008786	ENSP00000413937
SINCAM013770	ENSP00000414022
SINCAM002087	ENSP00000414066
SINCAM004882	ENSP00000414147
SINCAM004092	ENSP00000414150
SINCAM008839	ENSP00000414208
SINCAM008755	ENSP00000414237
SINCAM009896	ENSP00000414287
SINCAM008946	ENSP00000414302
SINCAM011671	ENSP00000414303
SINCAM007043	ENSP00000414321
SINCAM013575	ENSP00000414330
SINCAM010356	ENSP00000414334
SINCAM001674	ENSP00000414351
SINCAM922233	ENSP00000414359
SINCAM004317	ENSP00000414390
SINCAM921586	ENSP00000414398
SINCAM011303	ENSP00000414415
SINCAM002689	ENSP00000414516
SINCAM012704	ENSP00000414624
SINCAM009113	ENSP00000414635
SINCAM009669	ENSP00000414670
SINCAM010863	ENSP00000414712
SINCAM922801	ENSP00000414721
SINCAM013075	ENSP00000414750
SINCAM007316	ENSP00000414774
SINCAM002379	ENSP00000414786
SINCAM002108	ENSP00000414851
SINCAM003498	ENSP00000414884
SINCAM015462	ENSP00000414909
SINCAM006375	ENSP00000414920
SINCAM000929	ENSP00000414921
SINCAM008170	ENSP00000414982
SINCAM006222	ENSP00000415026
SINCAM011391	ENSP00000415027
SINCAM920606	ENSP00000415030
SINCAM012883	ENSP00000415078
SINCAM011653	ENSP00000415106
SINCAM006535	ENSP00000415115
SINCAM010616	ENSP00000415151
SINCAM011451	ENSP00000415183
SINCAM000835	ENSP00000415203
SINCAM009343	ENSP00000415243
SINCAM001361	ENSP00000415299
SINCAM006685	ENSP00000415332
SINCAM921029	ENSP00000415430
SINCAM015084	ENSP00000415433
SINCAM006496	ENSP00000415434
SINCAM014110	ENSP00000415436
SINCAM920579	ENSP00000415454
SINCAM004682	ENSP00000415528
SINCAM004433	ENSP00000415662
SINCAM009580	ENSP00000415769
SINCAM009500	ENSP00000415786
SINCAM010434	ENSP00000415822
SINCAM010463	ENSP00000415836
SINCAM004777	ENSP00000415885
SINCAM921959	ENSP00000415890
SINCAM005966	ENSP00000415899
SINCAM001291	ENSP00000415900
SINCAM014665	ENSP00000415941
SINCAM008035	ENSP00000415968
SINCAM922758	ENSP00000415998
SINCAM005995	ENSP00000416015
SINCAM013920	ENSP00000416037
SINCAM005958	ENSP00000416040
SINCAM014278	ENSP00000416050
SINCAM007789	ENSP00000416097
SINCAM000847	ENSP00000416125
SINCAM009698	ENSP00000416146
SINCAM012370	ENSP00000416154
SINCAM001671	ENSP00000416168
SINCAM007587	ENSP00000416250
SINCAM009171	ENSP00000416255
SINCAM921154	ENSP00000416289
SINCAM001689	ENSP00000416290
SINCAM013690	ENSP00000416293
SINCAM009971	ENSP00000416330
SINCAM005730	ENSP00000416341
SINCAM011979	ENSP00000416418
SINCAM009879	ENSP00000416429
SINCAM000087	ENSP00000416453
SINCAM009189	ENSP00000416508
SINCAM012404	ENSP00000416515
SINCAM001009	ENSP00000416523
SINCAM005592	ENSP00000416583
SINCAM922249	ENSP00000416606
SINCAM921061	ENSP00000416658
SINCAM011076	ENSP00000416683
SINCAM000916	ENSP00000416696
SINCAM003093	ENSP00000416707
SINCAM005566	ENSP00000416739
SINCAM011621	ENSP00000416750
SINCAM001648	ENSP00000416787
SINCAM922409	ENSP00000416799
SINCAM922774	ENSP00000416892
SINCAM005461	ENSP00000416935
SINCAM001516	ENSP00000416996
SINCAM006533	ENSP00000417003
SINCAM921066	ENSP00000417038
SINCAM922560	ENSP00000417061
SINCAM009250	ENSP00000417078
SINCAM006340	ENSP00000417085
SINCAM009841	ENSP00000417132
SINCAM001724	ENSP00000417134
SINCAM011873	ENSP00000417138
SINCAM004908	ENSP00000417161
SINCAM011899	ENSP00000417175
SINCAM009600	ENSP00000417183
SINCAM013757	ENSP00000417185
SINCAM011166	ENSP00000417190
SINCAM016252	ENSP00000417196
SINCAM013312	ENSP00000417207
SINCAM009216	ENSP00000417222
SINCAM009225	ENSP00000417229
SINCAM009234	ENSP00000417235
SINCAM004299	ENSP00000417257
SINCAM004218	ENSP00000417261
SINCAM009455	ENSP00000417273
SINCAM005733	ENSP00000417281
SINCAM015502	ENSP00000417300
SINCAM010777	ENSP00000417303
SINCAM009912	ENSP00000417310
SINCAM004113	ENSP00000417335
SINCAM009533	ENSP00000417354
SINCAM006252	ENSP00000417378
SINCAM011986	ENSP00000417401
SINCAM004122	ENSP00000417464
SINCAM009696	ENSP00000417480
SINCAM920430	ENSP00000417492
SINCAM009320	ENSP00000417498
SINCAM009916	ENSP00000417509
SINCAM922146	ENSP00000417517
SINCAM011728	ENSP00000417548
SINCAM000475	ENSP00000417569
SINCAM011025	ENSP00000417573
SINCAM002987	ENSP00000417580
SINCAM010893	ENSP00000417581
SINCAM005326	ENSP00000417583
SINCAM001678	ENSP00000417601
SINCAM921978	ENSP00000417602
SINCAM900221	ENSP00000417654
SINCAM922321	ENSP00000417656
SINCAM001602	ENSP00000417658
SINCAM009520	ENSP00000417659
SINCAM008861	ENSP00000417677
SINCAM000691	ENSP00000417686
SINCAM005065	ENSP00000417706
SINCAM006251	ENSP00000417711
SINCAM013724	ENSP00000417748
SINCAM002132	ENSP00000417764
SINCAM005946	ENSP00000417769
SINCAM922117	ENSP00000417806
SINCAM005951	ENSP00000417841
SINCAM012849	ENSP00000417864
SINCAM008243	ENSP00000417901
SINCAM004351	ENSP00000417914
SINCAM004943	ENSP00000417955
SINCAM008140	ENSP00000417963
SINCAM003525	ENSP00000417970
SINCAM007754	ENSP00000417980
SINCAM921923	ENSP00000418001
SINCAM009481	ENSP00000418008
SINCAM004455	ENSP00000418070
SINCAM009888	ENSP00000418081
SINCAM006299	ENSP00000418082
SINCAM009694	ENSP00000418086
SINCAM013664	ENSP00000418096
SINCAM009695	ENSP00000418112
SINCAM009483	ENSP00000418143
SINCAM015863	ENSP00000418191
SINCAM006444	ENSP00000418194
SINCAM012052	ENSP00000418210
SINCAM015614	ENSP00000418221
SINCAM921047	ENSP00000418268
SINCAM014381	ENSP00000418287
SINCAM920851	ENSP00000418357
SINCAM008406	ENSP00000418397
SINCAM009386	ENSP00000418401
SINCAM922341	ENSP00000418447
SINCAM009252	ENSP00000418525
SINCAM011752	ENSP00000418529
SINCAM010842	ENSP00000418563
SINCAM922128	ENSP00000418575
SINCAM011929	ENSP00000418593
SINCAM015912	ENSP00000418614
SINCAM014902	ENSP00000418648
SINCAM002198	ENSP00000418668
SINCAM004606	ENSP00000418693
SINCAM010766	ENSP00000418707
SINCAM010564	ENSP00000418721
SINCAM005036	ENSP00000418734
SINCAM009682	ENSP00000418735
SINCAM006344	ENSP00000418741
SINCAM920892	ENSP00000418744
SINCAM921204	ENSP00000418751
SINCAM003717	ENSP00000418754
SINCAM013683	ENSP00000418770
SINCAM011757	ENSP00000418803
SINCAM010533	ENSP00000418823
SINCAM014910	ENSP00000418842
SINCAM009601	ENSP00000418868
SINCAM009226	ENSP00000418910
SINCAM013511	ENSP00000418960
SINCAM009690	ENSP00000418994
SINCAM004557	ENSP00000419000
SINCAM009521	ENSP00000419004
SINCAM003858	ENSP00000419005
SINCAM009452	ENSP00000419027
SINCAM009510	ENSP00000419038
SINCAM008226	ENSP00000419045
SINCAM922594	ENSP00000419081
SINCAM004560	ENSP00000419085
SINCAM006002	ENSP00000419087
SINCAM004240	ENSP00000419088
SINCAM009911	ENSP00000419101
SINCAM009329	ENSP00000419117
SINCAM921884	ENSP00000419126
SINCAM004559	ENSP00000419153
SINCAM001404	ENSP00000419185
SINCAM920634	ENSP00000419194
SINCAM009756	ENSP00000419195
SINCAM009921	ENSP00000419199
SINCAM001970	ENSP00000419266
SINCAM011424	ENSP00000419270
SINCAM014900	ENSP00000419279
SINCAM009264	ENSP00000419313
SINCAM009675	ENSP00000419325
SINCAM921548	ENSP00000419361
SINCAM920734	ENSP00000419370
SINCAM001953	ENSP00000419371
SINCAM006204	ENSP00000419395
SINCAM922941	ENSP00000419397
SINCAM002792	ENSP00000419412
SINCAM014406	ENSP00000419425
SINCAM922807	ENSP00000419446
SINCAM007869	ENSP00000419454
SINCAM008413	ENSP00000419471
SINCAM009205	ENSP00000419475
SINCAM009660	ENSP00000419494
SINCAM008795	ENSP00000419502
SINCAM900183	ENSP00000419503
SINCAM015263	ENSP00000419542
SINCAM004745	ENSP00000419599
SINCAM010735	ENSP00000419619
SINCAM006193	ENSP00000419628
SINCAM010183	ENSP00000419665
SINCAM005145	ENSP00000419692
SINCAM004059	ENSP00000419704
SINCAM007886	ENSP00000419712
SINCAM002278	ENSP00000419718
SINCAM005432	ENSP00000419740
SINCAM001796	ENSP00000419765
SINCAM009544	ENSP00000419851
SINCAM001636	ENSP00000419923
SINCAM001676	ENSP00000419974
SINCAM009569	ENSP00000419975
SINCAM013315	ENSP00000420009
SINCAM004098	ENSP00000420037
SINCAM007298	ENSP00000420040
SINCAM922169	ENSP00000420065
SINCAM009616	ENSP00000420075
SINCAM921920	ENSP00000420076
SINCAM921973	ENSP00000420091
SINCAM921305	ENSP00000420127
SINCAM006227	ENSP00000420140
SINCAM004599	ENSP00000420161
SINCAM009515	ENSP00000420182
SINCAM004243	ENSP00000420194
SINCAM006524	ENSP00000420200
SINCAM009707	ENSP00000420213
SINCAM921531	ENSP00000420267
SINCAM005261	ENSP00000420270
SINCAM009346	ENSP00000420294
SINCAM000326	ENSP00000420295
SINCAM004564	ENSP00000420298
SINCAM007493	ENSP00000420306
SINCAM013348	ENSP00000420311
SINCAM922134	ENSP00000420315
SINCAM004115	ENSP00000420321
SINCAM006564	ENSP00000420333
SINCAM003214	ENSP00000420357
SINCAM921174	ENSP00000420384
SINCAM004414	ENSP00000420387
SINCAM921509	ENSP00000420393
SINCAM002453	ENSP00000420405
SINCAM003738	ENSP00000420443
SINCAM920700	ENSP00000420465
SINCAM012276	ENSP00000420484
SINCAM008585	ENSP00000420494
SINCAM920743	ENSP00000420514
SINCAM015279	ENSP00000420525
SINCAM921864	ENSP00000420588
SINCAM013645	ENSP00000420608
SINCAM009541	ENSP00000420612
SINCAM921924	ENSP00000420616
SINCAM921975	ENSP00000420621
SINCAM003027	ENSP00000420659
SINCAM004601	ENSP00000420682
SINCAM005143	ENSP00000420714
SINCAM005452	ENSP00000420716
SINCAM009664	ENSP00000420736
SINCAM921349	ENSP00000420790
SINCAM012716	ENSP00000420849
SINCAM009880	ENSP00000420854
SINCAM001251	ENSP00000420863
SINCAM001085	ENSP00000420914
SINCAM920490	ENSP00000420919
SINCAM002092	ENSP00000420927
SINCAM001477	ENSP00000420939
SINCAM004282	ENSP00000420976
SINCAM014651	ENSP00000421142
SINCAM000511	ENSP00000421169
SINCAM000302	ENSP00000421180
SINCAM922220	ENSP00000421191
SINCAM001463	ENSP00000421246
SINCAM001932	ENSP00000421280
SINCAM010024	ENSP00000421302
SINCAM006974	ENSP00000421315
SINCAM002668	ENSP00000421377
SINCAM013325	ENSP00000421380
SINCAM920683	ENSP00000421405
SINCAM006883	ENSP00000421566
SINCAM012484	ENSP00000421592
SINCAM010017	ENSP00000421689
SINCAM001915	ENSP00000421705
SINCAM000517	ENSP00000421828
SINCAM004880	ENSP00000421868
SINCAM010199	ENSP00000421917
SINCAM000653	ENSP00000421922
SINCAM920484	ENSP00000421981
SINCAM922344	ENSP00000421985
SINCAM012249	ENSP00000422031
SINCAM000525	ENSP00000422037
SINCAM000663	ENSP00000422168
SINCAM000179	ENSP00000422185
SINCAM001086	ENSP00000422245
SINCAM002121	ENSP00000422338
SINCAM000347	ENSP00000422354
SINCAM000216	ENSP00000422392
SINCAM920707	ENSP00000422431
SINCAM000192	ENSP00000422464
SINCAM000509	ENSP00000422473
SINCAM000867	ENSP00000422496
SINCAM005336	ENSP00000422533
SINCAM001387	ENSP00000422554
SINCAM000454	ENSP00000422591
SINCAM920511	ENSP00000422607
SINCAM000361	ENSP00000422626
SINCAM012625	ENSP00000422753
SINCAM006184	ENSP00000422941
SINCAM000537	ENSP00000423014
SINCAM001111	ENSP00000423067
SINCAM010909	ENSP00000423099
SINCAM002011	ENSP00000423161
SINCAM000643	ENSP00000423313
SINCAM000561	ENSP00000423366
SINCAM920727	ENSP00000423399
SINCAM921626	ENSP00000423463
SINCAM012188	ENSP00000423503
SINCAM001224	ENSP00000423541
SINCAM012863	ENSP00000423550
SINCAM922340	ENSP00000423563
SINCAM014009	ENSP00000423567
SINCAM001249	ENSP00000423600
SINCAM000843	ENSP00000423602
SINCAM001927	ENSP00000423630
SINCAM010098	ENSP00000423660
SINCAM012945	ENSP00000423673
SINCAM009929	ENSP00000423674
SINCAM012437	ENSP00000423812
SINCAM001303	ENSP00000423822
SINCAM000455	ENSP00000423881
SINCAM000488	ENSP00000423897
SINCAM920459	ENSP00000423917
SINCAM000884	ENSP00000423933
SINCAM000209	ENSP00000423995
SINCAM016076	ENSP00000424048
SINCAM920619	ENSP00000424123
SINCAM001150	ENSP00000424126
SINCAM014077	ENSP00000424191
SINCAM000176	ENSP00000424198
SINCAM000618	ENSP00000424226
SINCAM002905	ENSP00000424243
SINCAM001325	ENSP00000424328
SINCAM000037	ENSP00000424360
SINCAM006739	ENSP00000424363
SINCAM006256	ENSP00000424381
SINCAM003124	ENSP00000424400
SINCAM000249	ENSP00000424417
SINCAM015236	ENSP00000424478
SINCAM000570	ENSP00000424544
SINCAM920513	ENSP00000424565
SINCAM922889	ENSP00000424571
SINCAM004339	ENSP00000424595
SINCAM920598	ENSP00000424707
SINCAM000447	ENSP00000424711
SINCAM006704	ENSP00000424734
SINCAM000362	ENSP00000424737
SINCAM000649	ENSP00000424757
SINCAM001293	ENSP00000424838
SINCAM920589	ENSP00000424870
SINCAM009617	ENSP00000424951
SINCAM000030	ENSP00000425040
SINCAM001089	ENSP00000425048
SINCAM000669	ENSP00000425050
SINCAM012689	ENSP00000425092
SINCAM001933	ENSP00000425093
SINCAM920440	ENSP00000425107
SINCAM005203	ENSP00000425133
SINCAM008923	ENSP00000425166
SINCAM010097	ENSP00000425394
SINCAM000311	ENSP00000425487
SINCAM002291	ENSP00000425493
SINCAM000652	ENSP00000425556
SINCAM006999	ENSP00000425561
SINCAM001786	ENSP00000425587
SINCAM922367	ENSP00000425634
SINCAM000081	ENSP00000425658
SINCAM920493	ENSP00000425715
SINCAM920597	ENSP00000425759
SINCAM000382	ENSP00000425786
SINCAM003431	ENSP00000425809
SINCAM000308	ENSP00000425840
SINCAM012936	ENSP00000425864
SINCAM001937	ENSP00000425979
SINCAM010263	ENSP00000425996
SINCAM920643	ENSP00000426067
SINCAM009957	ENSP00000426070
SINCAM013704	ENSP00000426103
SINCAM008384	ENSP00000426119
SINCAM001076	ENSP00000426120
SINCAM000427	ENSP00000426167
SINCAM004881	ENSP00000426174
SINCAM001189	ENSP00000426191
SINCAM000596	ENSP00000426255
SINCAM001302	ENSP00000426359
SINCAM009277	ENSP00000426387
SINCAM003575	ENSP00000426455
SINCAM000668	ENSP00000426503
SINCAM921375	ENSP00000426528
SINCAM009969	ENSP00000426548
SINCAM000215	ENSP00000426568
SINCAM920615	ENSP00000426632
SINCAM000197	ENSP00000426638
SINCAM003265	ENSP00000426769
SINCAM000443	ENSP00000426809
SINCAM000417	ENSP00000426909
SINCAM009997	ENSP00000426948
SINCAM012946	ENSP00000426964
SINCAM003653	ENSP00000427015
SINCAM000615	ENSP00000427108
SINCAM012965	ENSP00000427120
SINCAM012802	ENSP00000427123
SINCAM008676	ENSP00000427130
SINCAM000504	ENSP00000427211
SINCAM000204	ENSP00000427223
SINCAM920608	ENSP00000427262
SINCAM008141	ENSP00000427336
SINCAM001266	ENSP00000427401
SINCAM922601	ENSP00000427421
SINCAM000624	ENSP00000427463
SINCAM010327	ENSP00000427514
SINCAM002764	ENSP00000427550
SINCAM000350	ENSP00000427555
SINCAM005183	ENSP00000427562
SINCAM000242	ENSP00000427567
SINCAM000430	ENSP00000427687
SINCAM012686	ENSP00000427695
SINCAM010194	ENSP00000427772
SINCAM002296	ENSP00000427793
SINCAM002631	ENSP00000427820
SINCAM006648	ENSP00000427882
SINCAM003201	ENSP00000427888
SINCAM002845	ENSP00000427900
SINCAM014299	ENSP00000427926
SINCAM000818	ENSP00000428054
SINCAM001257	ENSP00000428056
SINCAM002703	ENSP00000428085
SINCAM002334	ENSP00000428205
SINCAM002427	ENSP00000428209
SINCAM008499	ENSP00000428263
SINCAM002298	ENSP00000428280
SINCAM921287	ENSP00000428316
SINCAM002612	ENSP00000428334
SINCAM002363	ENSP00000428340
SINCAM005266	ENSP00000428343
SINCAM002557	ENSP00000428402
SINCAM002889	ENSP00000428417
SINCAM011832	ENSP00000428426
SINCAM002090	ENSP00000428480
SINCAM000738	ENSP00000428518
SINCAM921795	ENSP00000428585
SINCAM920811	ENSP00000428612
SINCAM010790	ENSP00000428619
SINCAM000143	ENSP00000428646
SINCAM920816	ENSP00000428756
SINCAM014352	ENSP00000428765
SINCAM000827	ENSP00000428780
SINCAM002326	ENSP00000428876
SINCAM014455	ENSP00000428878
SINCAM002539	ENSP00000428924
SINCAM001548	ENSP00000428968
SINCAM002639	ENSP00000428976
SINCAM003322	ENSP00000428982
SINCAM010297	ENSP00000428994
SINCAM010913	ENSP00000429015
SINCAM002294	ENSP00000429064
SINCAM002841	ENSP00000429065
